"inst_6557" "inst_6582" "inst_6587"
"1007_s_at" 6956 4981 4429
"1053_at" 5447 5206 6430
"117_at" 13688 7727 12643
"121_at" 21461 15606 3267
"1255_g_at" 11976 6476 14016
"1294_at" 1766 7160 7134
"1316_at" 20812 20772 20562
"1320_at" 15221 10156 7299
"1405_i_at" 12537 8291 8822
"1431_at" 2328 736 7190
"1438_at" 16777 4634 486
"1487_at" 6798 16642 21844
"1494_f_at" 1583 3668 3298
"1598_g_at" 7877 19691 16303
"160020_at" 443 21254 9029
"1729_at" 17212 18614 2612
"1773_at" 17255 12785 1054
"177_at" 13886 4167 15908
"179_at" 3023 19916 2351
"1861_at" 7510 18443 6433
"200000_s_at" 7002 19844 5768
"200001_at" 7090 20631 3127
"200002_at" 7475 16079 15855
"200003_s_at" 11102 4568 5345
"200004_at" 6219 14075 6115
"200005_at" 15086 4831 16468
"200006_at" 7019 5319 6554
"200007_at" 7734 14523 5208
"200008_s_at" 18359 21124 149
"200009_at" 15275 4563 15306
"200010_at" 14804 14041 5533
"200011_s_at" 15865 18223 5406
"200012_x_at" 15104 2988 6262
"200013_at" 15288 14108 15316
"200014_s_at" 14906 17957 18124
"200015_s_at" 16779 17954 17963
"200016_x_at" 14834 12844 17089
"200017_at" 11480 9114 11294
"200018_at" 6954 13206 7125
"200019_s_at" 14837 14227 16793
"200020_at" 3346 14059 18675
"200021_at" 11889 9621 11770
"200022_at" 16276 16967 7280
"200023_s_at" 15193 17357 16272
"200024_at" 5953 14631 4679
"200025_s_at" 7981 12965 16442
"200026_at" 7523 12975 16144
"200027_at" 16853 17843 19382
"200028_s_at" 6680 3987 20058
"200029_at" 4800 12772 16418
"200030_s_at" 6452 14933 6963
"200031_s_at" 11398 9011 7405
"200032_s_at" 5855 12840 7324
"200033_at" 7609 18323 15144
"200034_s_at" 3798 4713 16011
"200035_at" 20277 16604 19358
"200036_s_at" 17198 16778 16858
"200037_s_at" 6602 15293 6585
"200038_s_at" 8015 14063 7095
"200039_s_at" 6847 15123 5009
"200040_at" 7223 13879 17039
"200041_s_at" 5263 14855 17418
"200042_at" 15448 4804 18142
"200043_at" 16811 15648 21953
"200044_at" 4513 14734 4642
"200045_at" 6242 16464 18311
"200046_at" 15936 18784 3302
"200047_s_at" 18251 20444 17146
"200048_s_at" 17976 13937 15244
"200049_at" 6361 3739 16659
"200050_at" 17381 18229 21170
"200051_at" 15920 16829 20014
"200052_s_at" 18189 16234 6783
"200053_at" 6714 13851 6959
"200054_at" 16556 18278 19945
"200055_at" 4532 13633 18044
"200056_s_at" 18643 18578 4647
"200057_s_at" 7338 13086 16265
"200058_s_at" 6102 16213 14877
"200059_s_at" 15175 18194 2835
"200060_s_at" 7893 14623 20444
"200061_s_at" 11396 9008 11186
"200062_s_at" 11060 8601 10805
"200063_s_at" 11610 9271 11448
"200064_at" 5449 14560 7109
"200065_s_at" 6702 19200 6752
"200066_at" 3701 2610 16235
"200067_x_at" 5723 18367 4442
"200068_s_at" 6749 5019 17344
"200069_at" 2578 16844 19764
"200070_at" 16741 2780 20760
"200071_at" 19998 13606 21760
"200072_s_at" 5233 5309 18984
"200073_s_at" 15252 13910 6733
"200074_s_at" 14904 14171 7318
"200075_s_at" 15321 15611 15928
"200076_s_at" 3395 4307 4710
"200077_s_at" 14758 4789 14917
"200078_s_at" 20435 14335 16503
"200079_s_at" 15129 3091 7261
"200080_s_at" 15206 4399 6055
"200081_s_at" 15827 8685 6234
"200082_s_at" 7424 4092 6003
"200083_at" 3279 12874 20536
"200084_at" 17723 19723 6518
"200085_s_at" 17121 17961 15589
"200086_s_at" 16571 13668 15525
"200087_s_at" 7689 3416 15209
"200088_x_at" 16527 15495 10844
"200089_s_at" 15974 14102 15042
"200090_at" 18357 5060 7177
"200091_s_at" 8028 4790 16324
"200092_s_at" 16406 9300 17271
"200093_s_at" 16069 14462 7092
"200094_s_at" 5122 19586 5853
"200095_x_at" 11851 9570 11717
"200096_s_at" 16004 17145 4861
"200097_s_at" 4339 14922 6961
"200098_s_at" 6627 17174 18011
"200099_s_at" 7219 13579 11498
"200593_s_at" 16346 16271 18408
"200594_x_at" 15063 4397 19074
"200595_s_at" 19180 18529 19661
"200596_s_at" 5689 5045 21762
"200597_at" 18339 20890 21005
"200598_s_at" 15309 17323 3185
"200599_s_at" 8066 12856 16369
"200600_at" 6110 15158 9180
"200601_at" 18924 4758 4260
"200602_at" 2984 21061 5115
"200603_at" 7994 16243 15632
"200604_s_at" 6228 13260 3662
"200605_s_at" 3733 19294 2316
"200606_at" 14831 17043 2929
"200607_s_at" 14838 20149 569
"200608_s_at" 15812 14139 6040
"200609_s_at" 18539 17827 4612
"200610_s_at" 4700 2827 17721
"200611_s_at" 18768 18715 5873
"200612_s_at" 2633 232 2150
"200613_at" 7890 14044 4128
"200614_at" 4736 13594 6458
"200615_s_at" 6902 13542 2184
"200616_s_at" 5691 13022 17645
"200617_at" 6171 15951 17644
"200618_at" 3566 4426 5196
"200619_at" 5862 16307 20594
"200620_at" 1331 3221 4042
"200621_at" 4709 2481 6743
"200622_x_at" 15211 2674 17015
"200623_s_at" 2930 15355 21775
"200624_s_at" 16799 18035 2179
"200625_s_at" 4335 2174 17801
"200626_s_at" 3920 15330 18560
"200627_at" 6139 13249 5646
"200628_s_at" 20284 20959 844
"200629_at" 4474 4070 5216
"200630_x_at" 4436 3873 16417
"200631_s_at" 6802 15538 18709
"200632_s_at" 7327 17547 15088
"200633_at" 11394 9006 5472
"200634_at" 7644 19218 15596
"200635_s_at" 6161 4655 19455
"200636_s_at" 4199 20045 20263
"200637_s_at" 923 1690 5499
"200638_s_at" 6695 15303 5648
"200639_s_at" 6309 3685 15015
"200640_at" 4680 17883 6227
"200641_s_at" 17421 20318 201
"200642_at" 15720 15072 7357
"200643_at" 7201 14499 18579
"200644_at" 5292 13792 17827
"200645_at" 6929 4567 5091
"200646_s_at" 14995 16760 2159
"200647_x_at" 7851 13541 14911
"200648_s_at" 21582 17509 1112
"200649_at" 6481 571 16105
"200650_s_at" 10933 8462 5969
"200651_at" 8048 2915 7371
"200652_at" 17648 16134 15827
"200653_s_at" 6125 16566 15726
"200654_at" 6469 5343 15966
"200655_s_at" 15861 13676 16583
"200656_s_at" 17390 21010 1382
"200657_at" 7264 13209 16443
"200658_s_at" 7358 13238 3955
"200659_s_at" 3549 2985 17136
"200660_at" 15036 17213 5068
"200661_at" 7155 17431 5700
"200662_s_at" 15095 19712 5881
"200663_at" 4639 5073 15271
"200664_s_at" 7001 16992 4685
"200665_s_at" 18724 10203 8411
"200666_s_at" 18133 16097 16211
"200667_at" 3662 15818 17848
"200668_s_at" 6073 16722 7266
"200669_s_at" 16301 19010 1825
"200670_at" 21506 17978 3476
"200671_s_at" 19376 22165 499
"200672_x_at" 19623 16562 3478
"200673_at" 7663 13288 5392
"200674_s_at" 3706 3591 7372
"200675_at" 6891 1679 17413
"200676_s_at" 4999 22240 22222
"200677_at" 4921 15375 7367
"200678_x_at" 15703 3077 6876
"200679_x_at" 5635 14693 18176
"200680_x_at" 7670 3801 17018
"200681_at" 5932 15595 6059
"200682_s_at" 6859 15713 4545
"200683_s_at" 16830 18275 7198
"200684_s_at" 21469 3355 18927
"200685_at" 2826 1182 21103
"200686_s_at" 17194 19031 14912
"200687_s_at" 2082 12836 17678
"200688_at" 1558 22218 19613
