"inst_2324" "inst_2364" "inst_3781" "inst_3862" "inst_3973" "inst_4338"
"1007_s_at" 19982 21929 3139 12147 10567 12286
"1053_at" 18594 17566 5739 8560 16405 18234
"117_at" 9997 19127 1267 9244 11537 7568
"121_at" 16337 16003 21049 8380 18016 11296
"1255_g_at" 9723 10079 15294 13565 12036 6535
"1294_at" 6249 2499 20608 7785 21902 1230
"1316_at" 22114 6066 19772 6048 17294 928
"1320_at" 8102 11750 741 2914 5914 11195
"1405_i_at" 10284 20277 14890 14471 15538 9778
"1431_at" 19569 2607 10387 6089 21363 1625
"1438_at" 19901 11362 1654 9990 2919 13952
"1487_at" 3726 17873 2820 11211 3933 20674
"1494_f_at" 15691 819 4890 4994 1408 17285
"1598_g_at" 5591 2950 1961 8943 20026 11701
"160020_at" 3722 15417 18787 4510 4216 17669
"1729_at" 17479 6603 19785 7895 7746 21123
"1773_at" 4219 17323 11035 913 7611 20444
"177_at" 16770 18852 5469 6143 20957 21303
"179_at" 16556 13104 21538 7452 9278 2828
"1861_at" 14921 15963 20492 6680 4051 17961
"200000_s_at" 16421 5252 10285 10669 10486 15208
"200001_at" 13616 6367 5352 11599 10615 17387
"200002_at" 16372 16052 7742 11706 19389 12543
"200003_s_at" 8608 15468 13193 14430 12804 7048
"200004_at" 6537 5428 8187 20086 11009 15900
"200005_at" 3748 3713 16758 9138 10752 12327
"200006_at" 14453 15297 17315 10875 9492 4297
"200007_at" 3918 3955 6539 6580 17747 13128
"200008_s_at" 5384 17591 9432 5901 7691 17047
"200009_at" 16577 4713 17187 19060 6830 4695
"200010_at" 3542 5759 7837 12222 10388 12004
"200011_s_at" 16938 18614 7593 10247 17080 17626
"200012_x_at" 6196 16659 18218 18710 10808 3412
"200013_at" 14828 16300 9134 12112 10359 12772
"200014_s_at" 16234 15661 9553 5113 8329 11850
"200015_s_at" 17781 6088 6576 7462 9568 14179
"200016_x_at" 13245 4893 13139 11492 12738 4794
"200017_at" 8458 16595 13265 14553 12918 7131
"200018_at" 8532 5430 13260 14542 12910 7121
"200019_s_at" 14835 6188 17947 18913 19736 10934
"200020_at" 4867 15537 9620 10990 18488 20713
"200021_at" 8494 3251 13342 14680 13030 7233
"200022_at" 8488 3470 10694 18521 12827 13710
"200023_s_at" 15107 5698 11272 11107 16963 12612
"200024_at" 4129 6092 20664 19335 10869 3420
"200025_s_at" 13715 16734 10514 11059 18143 10862
"200026_at" 8617 9444 13345 10995 13032 5209
"200027_at" 17321 16863 11725 8739 17373 4769
"200028_s_at" 18441 4600 6959 7154 18392 12573
"200029_at" 14677 17010 9689 19317 16450 3252
"200030_s_at" 13140 15846 10523 18602 16938 12053
"200031_s_at" 8490 9565 13254 14531 12898 7111
