"inst_844" "inst_961"
"1007_s_at" 4758 4042
"1053_at" 5215 17200
"117_at" 2 2
"121_at" 21814 13387
"1255_g_at" 12757 7826
"1294_at" 11548 7244
"1316_at" 17411 9426
"1320_at" 12898 6068
"1405_i_at" 16305 9981
"1431_at" 11149 6204
"1438_at" 1581 13487
"1487_at" 9290 14214
"1494_f_at" 10732 11018
"1598_g_at" 3932 21468
"160020_at" 12043 3989
"1729_at" 20609 15162
"1773_at" 22244 22021
"177_at" 14132 6250
"179_at" 8621 14124
"1861_at" 4177 20635
"200000_s_at" 7387 18278
"200001_at" 5546 14471
"200002_at" 8536 15385
"200003_s_at" 12552 3133
"200004_at" 19956 15729
"200005_at" 5945 18437
"200006_at" 6849 14275
"200007_at" 5246 4210
"200008_s_at" 6317 15554
"200009_at" 9487 14228
"200010_at" 9245 14579
"200011_s_at" 19444 16792
"200012_x_at" 9158 2291
"200013_at" 8748 13747
"200014_s_at" 8202 3876
"200015_s_at" 7206 16775
"200016_x_at" 19442 13418
"200017_at" 12323 4155
"200018_at" 19876 14258
"200019_s_at" 7655 3590
"200020_at" 7752 17441
"200021_at" 12808 1966
"200022_at" 18668 3929
"200023_s_at" 5674 13880
"200024_at" 9418 3494
"200025_s_at" 9496 13432
"200026_at" 20072 3288
"200027_at" 5499 15656
"200028_s_at" 19880 16325
"200029_at" 19355 3097
"200030_s_at" 7862 3913
"200031_s_at" 12348 4054
"200032_s_at" 12592 13757
"200033_at" 20231 15866
"200034_s_at" 20151 3591
"200035_at" 1697 19051
"200036_s_at" 19019 3449
"200037_s_at" 9511 17620
"200038_s_at" 18965 13978
"200039_s_at" 7431 16122
"200040_at" 6489 4016
"200041_s_at" 7663 14717
"200042_at" 6085 18548
"200043_at" 19268 18933
"200044_at" 8345 15963
"200045_at" 8801 17984
"200046_at" 9190 14553
"200047_s_at" 5775 2741
"200048_s_at" 4157 16064
"200049_at" 21325 14099
"200050_at" 6380 20430
"200051_at" 3680 16105
"200052_s_at" 6933 17223
"200053_at" 1541 16163
"200054_at" 6945 15145
"200055_at" 5060 13435
"200056_s_at" 20695 16057
"200057_s_at" 7911 14020
"200058_s_at" 5894 15617
"200059_s_at" 19000 15389
"200060_s_at" 6349 15414
"200061_s_at" 12170 2987
"200062_s_at" 12410 14428
"200063_s_at" 12153 2844
"200064_at" 7725 3542
"200065_s_at" 8569 3760
"200066_at" 6879 17830
"200067_x_at" 7043 16925
"200068_s_at" 8010 4180
"200069_at" 3981 14652
"200070_at" 2985 15620
"200071_at" 7712 20453
"200072_s_at" 8364 17940
"200073_s_at" 8603 15987
"200074_s_at" 6113 3394
"200075_s_at" 3614 15522
"200076_s_at" 7792 16029
"200077_s_at" 19391 14616
"200078_s_at" 6212 16375
"200079_s_at" 6910 14591
"200080_s_at" 21049 15432
"200081_s_at" 8876 3827
"200082_s_at" 19144 4161
"200083_at" 6725 17193
"200084_at" 9393 16459
"200085_s_at" 7190 13802
"200086_s_at" 7745 3161
"200087_s_at" 20525 17302
"200088_x_at" 12142 7508
"200089_s_at" 9499 13775
"200090_at" 3547 2632
"200091_s_at" 7917 4220
"200092_s_at" 19324 3638
"200093_s_at" 7639 15936
"200094_s_at" 19293 3937
"200095_x_at" 12135 13534
"200096_s_at" 1303 3690
"200097_s_at" 21426 21108
"200098_s_at" 9229 15449
"200099_s_at" 12870 3964
"200593_s_at" 8972 3812
"200594_x_at" 19450 14290
"200595_s_at" 5261 16112
"200596_s_at" 6968 18794
"200597_at" 2397 16345
"200598_s_at" 2904 14850
"200599_s_at" 19062 14202
"200600_at" 14110 11870
"200601_at" 8664 17699
"200602_at" 2481 21692
"200603_at" 19430 17459
"200604_s_at" 7832 14119
"200605_s_at" 9208 16532
"200606_at" 20409 16797
"200607_s_at" 8000 19693
"200608_s_at" 19314 18857
"200609_s_at" 8644 18682
"200610_s_at" 8960 16473
"200611_s_at" 4077 14229
"200612_s_at" 2267 14238
"200613_at" 5829 13406
"200614_at" 9493 3893
"200615_s_at" 2993 13478
"200616_s_at" 6416 16657
"200617_at" 8187 14223
"200618_at" 19591 15500
"200619_at" 4912 17536
"200620_at" 7502 14216
"200621_at" 4142 13762
"200622_x_at" 1574 16136
"200623_s_at" 5551 18954
"200624_s_at" 18718 18846
"200625_s_at" 7341 15615
"200626_s_at" 19615 21076
"200627_at" 19005 13474
"200628_s_at" 2181 3632
"200629_at" 4616 14817
"200630_x_at" 19603 3384
"200631_s_at" 7162 13415
"200632_s_at" 4069 20464
"200633_at" 12441 2827
"200634_at" 7548 14235
"200635_s_at" 20448 15768
"200636_s_at" 6479 21277
"200637_s_at" 9073 17453
"200638_s_at" 9254 15319
"200639_s_at" 8501 3695
"200640_at" 19108 13829
"200641_s_at" 6963 15469
"200642_at" 7153 13643
"200643_at" 8331 1712
"200644_at" 18831 16324
"200645_at" 8416 15562
"200646_s_at" 4296 20241
"200647_x_at" 7028 14937
"200648_s_at" 7204 14595
"200649_at" 7999 2993
"200650_s_at" 20706 3343
"200651_at" 19218 3069
"200652_at" 6355 17933
"200653_s_at" 7955 15907
"200654_at" 7064 15569
"200655_s_at" 18651 4010
"200656_s_at" 3488 17530
"200657_at" 9454 3529
"200658_s_at" 5002 16810
"200659_s_at" 2903 18067
