"inst_341" "inst_363" "inst_407" "inst_408" "inst_411" "inst_434" "inst_502"
"200091_s_at" 7881 17860 2143 2325 15583 16287 7801
"200092_s_at" 15744 18220 4986 4066 6320 8768 14710
"200093_s_at" 20124 16866 3830 3680 5257 18952 15025
"200094_s_at" 1682 8392 8647 17588 5003 5915 16240
"200095_x_at" 19396 7335 9567 8011 3861 16245 16607
"200096_s_at" 16351 18285 2722 3411 15866 16742 7611
"200097_s_at" 17512 19714 9117 9507 19552 14972 15909
"200098_s_at" 19840 7292 6816 5792 15116 16998 7646
"200099_s_at" 4001 17460 12072 7188 5302 6493 18252
"200593_s_at" 17189 20248 11720 20306 18227 18490 15239
"200594_x_at" 8953 17408 11360 18931 17438 17991 17313
"200595_s_at" 9386 18426 4632 4738 19771 19257 17999
"200596_s_at" 7812 3598 20682 19250 15833 22233 7368
"200597_at" 6074 18952 11056 20753 21496 4759 4739
"200598_s_at" 7435 19098 9020 9233 16764 19262 20808
"200599_s_at" 7868 20284 556 241 17577 8143 18086
"200600_at" 19696 6224 16978 16056 13314 16443 3162
"200601_at" 3215 6513 1002 5546 16947 8157 4824
"200602_at" 16329 21786 2750 1036 4418 16474 20930
"200603_at" 9357 18761 2579 3863 14717 9134 14985
"200604_s_at" 7571 7141 12179 8880 2809 18533 14259
"200605_s_at" 2347 6471 2574 3697 4346 19110 14246
"200606_at" 18181 2994 4502 9494 2531 20946 5117
"200607_s_at" 767 21262 21359 19272 4621 4966 4324
"200608_s_at" 7108 15869 3357 6853 13782 19750 5881
"200609_s_at" 17207 4436 8362 8887 5716 15253 18758
"200610_s_at" 9177 18747 8960 17386 20420 16761 17220
"200611_s_at" 7525 16885 12189 8746 5987 15608 17067
"200612_s_at" 20817 20173 5761 6889 5209 15500 7281
"200613_at" 5543 6311 10611 8358 4327 8090 15011
"200614_at" 16473 17781 12377 16942 6277 17501 18183
"200615_s_at" 5930 6081 12035 18871 16397 16423 7748
"200616_s_at" 18797 18110 20422 2864 6020 19223 17639
"200617_at" 19276 17189 21141 9391 15436 8350 20732
"200618_at" 5442 8449 6979 17371 4945 16418 17989
"200619_at" 18705 3810 18854 19553 3447 20033 17935
"200620_at" 5472 15980 7521 9961 3651 16271 6595
"200621_at" 17921 6780 11005 19973 3382 5786 6658
"200622_x_at" 2858 19017 6012 6741 3018 5248 18193
"200623_s_at" 1886 4888 2695 3378 13615 14994 15502
"200624_s_at" 19859 18568 6859 6880 5815 18007 21855
"200625_s_at" 8066 7872 5747 5619 18763 16569 3477
"200626_s_at" 7717 7720 3652 3363 3821 18595 20220
"200627_at" 6559 17484 8446 8851 18425 8934 18500
"200628_s_at" 2459 8916 18786 7129 5081 19846 20361
"200629_at" 19761 17939 2859 1425 4300 18435 16220
"200630_x_at" 1220 15930 9570 19625 17598 2833 7128
"200631_s_at" 9072 17736 10762 9928 15293 15949 5558
"200632_s_at" 7197 7273 1296 7176 4211 21232 16661
"200633_at" 7109 7147 18886 17123 4363 2953 18341
"200634_at" 18933 18546 9750 5666 14377 21258 17463
"200635_s_at" 6396 9236 18933 21143 13972 2997 21304
"200636_s_at" 17726 14834 3529 4086 16580 15190 1974
"200637_s_at" 4152 10359 19925 20055 19972 2166 4346
"200638_s_at" 18001 15929 6257 6394 13671 18815 4119
"200639_s_at" 20816 18714 1561 6119 13751 7799 1944
"200640_at" 6556 16991 18777 18790 3794 18195 19967
"200641_s_at" 3487 6571 18989 6968 4216 8784 15713
"200642_at" 17183 18092 7090 9843 5709 9069 6489
"200643_at" 20801 21026 3700 7186 1255 17112 2004
"200644_at" 15785 4392 9170 19327 5554 7006 6058
"200645_at" 6950 7651 8957 6401 1132 8483 17852
"200646_s_at" 144 2520 20467 20750 825 5254 18003
"200647_x_at" 21024 18833 21176 20516 3941 18626 19456
"200648_s_at" 6740 20859 7646 18298 6379 21970 7038
"200649_at" 6648 16990 4760 17490 4253 7288 18012
"200650_s_at" 5415 15379 9488 7944 15066 7930 7976
"200651_at" 5154 5659 9277 6290 3948 17428 7176
"200652_at" 8657 8874 9707 5498 2542 7143 7178
"200653_s_at" 2199 20634 3470 4568 3985 7150 19365
"200654_at" 5927 9047 12423 16983 6171 15967 6351
"200655_s_at" 19086 15796 7658 7632 3735 7578 19887
"200656_s_at" 6626 15846 7802 9396 14243 18290 15599
"200657_at" 5413 8146 18880 17299 6198 7486 14589
"200658_s_at" 2623 18276 7997 4544 13930 7124 19293
"200659_s_at" 16909 7743 20702 8721 21254 2955 22140
"200660_at" 6741 7817 8443 8191 3342 9177 16265
"200661_at" 8490 3512 11769 19489 6373 6704 15327
"200662_s_at" 16417 18411 8283 7374 17933 20657 16070
"200663_at" 6057 8736 9466 5437 5500 9175 16103
"200664_s_at" 15808 18457 11751 19608 13900 16736 7782
"200665_s_at" 13949 11734 16511 14991 12352 888 5423
"200666_s_at" 5342 9110 4158 7977 17744 19561 16750
"200667_at" 5420 5435 9970 6435 15287 6016 1563
"200668_s_at" 3780 17362 8043 7819 13697 15865 2815
"200669_s_at" 1947 16583 2244 2717 17528 15360 2491
"200670_at" 8704 6171 19845 17256 17080 16587 14826
"200671_s_at" 442 10842 21927 21739 6922 21482 19216
"200672_x_at" 19350 20470 18955 8347 19010 5917 1682
"200673_at" 17338 16217 1234 1523 4323 6841 5434
"200674_s_at" 9298 7058 18717 8453 4266 4846 15554
"200675_at" 7566 17187 3146 7180 3568 15533 16610
"200676_s_at" 9102 2828 2531 6426 16886 6000 2725
"200677_at" 17770 8105 11454 17254 3803 17117 16251
"200678_x_at" 19578 2950 18929 21442 5656 15548 19410
"200679_x_at" 1852 8901 19989 9338 17610 6584 3205
"200680_x_at" 17097 8156 10169 18874 13669 4670 7550
"200681_at" 6896 6809 7372 17269 1854 8059 14927
"200682_s_at" 6202 16305 5932 8061 16146 6962 17318
"200683_s_at" 17629 3009 9081 10044 3730 16210 20768
"200684_s_at" 8299 17979 8352 18736 15977 18961 4146
"200685_at" 11691 20478 13822 11363 17968 2254 9707
"200686_s_at" 6068 18722 19866 8535 17482 7798 19299
"200687_s_at" 6758 8508 10378 20908 16246 18363 3418
"200688_at" 1577 19628 3252 7614 14117 2257 21274
"200689_x_at" 3825 5030 20720 17766 5697 8869 2830
"200690_at" 747 22061 6934 7031 17521 2335 14216
"200691_s_at" 3062 20673 10997 8872 21022 15659 17950
"200692_s_at" 18722 18140 9295 2354 4923 15146 18748
"200693_at" 20286 15634 5917 7357 15653 8698 7839
"200694_s_at" 7371 6699 8457 6219 17584 9234 14583
"200695_at" 4620 6973 22187 22032 5778 9511 16755
"200696_s_at" 5248 7616 8382 4858 1056 5959 18937
"200697_at" 7649 8987 8844 19123 249 8130 18448
"200698_at" 1624 4509 6118 3688 13354 20646 5606
"200699_at" 5016 6042 9221 19297 2100 6937 6887
"200700_s_at" 5694 19905 11487 18617 2147 18402 16640
"200701_at" 8259 8528 9186 6370 2500 6788 15548
"200702_s_at" 17509 19533 6011 5566 18103 15250 19452
"200703_at" 5408 15397 3743 8425 19458 9349 1749
"200704_at" 4502 8421 10849 5357 1449 3221 14950
"200705_s_at" 8747 17622 9359 7187 14911 8513 16847
"200706_s_at" 8344 5610 2811 2159 678 793 19242
"200707_at" 2480 15704 20951 20525 2871 17896 5752
"200708_at" 3155 21232 11808 9846 14934 8245 14294
"200709_at" 7954 16309 76 66 2262 19127 6084
"200710_at" 16382 17053 9872 7992 3386 18163 6652
"200711_s_at" 6533 19918 6183 4845 17661 3828 7933
"200712_s_at" 17252 8433 5778 4839 14035 20784 17930
"200713_s_at" 8506 16701 10623 4944 5668 8006 14757
"200714_x_at" 16299 18019 9569 18206 5469 8380 15529
"200715_x_at" 16012 17692 20811 19912 3001 15193 19907
"200716_x_at" 7481 3956 20306 17189 5640 6173 7415
"200717_x_at" 17270 17965 11063 10193 15953 17414 7941
"200718_s_at" 9062 20744 7676 7953 19913 15393 19481
"200719_at" 1071 5239 9885 7001 17415 7390 2737
"200720_s_at" 16652 6853 8585 6719 14706 17799 5875
"200721_s_at" 17710 8571 11585 18064 1687 8135 7184
"200722_s_at" 1435 1353 9649 17931 2133 8991 16531
"200723_s_at" 18815 16612 20385 8523 13929 19697 19703
"200724_at" 1036 20377 303 1379 4684 4343 7192
"200725_x_at" 7331 8422 12008 9226 5644 6029 14876
"200726_at" 20825 6209 1992 2170 5288 21166 18457
"200727_s_at" 2970 19796 20473 9458 4447 6132 21421
"200728_at" 18282 18786 8231 10439 13512 17203 18102
"200729_s_at" 18534 17960 1156 1996 15675 20166 5336
"200730_s_at" 4738 15471 10375 9054 16691 18448 6863
"200731_s_at" 19710 7644 9406 8718 9272 4712 17645
"200732_s_at" 18388 5605 2995 6560 2495 2072 6893
"200733_s_at" 3832 20454 398 3623 21954 20857 138
"200734_s_at" 4173 8633 11894 17508 6245 9162 6829
"200735_x_at" 15806 18095 9801 9682 5927 14909 15977
"200736_s_at" 15186 16468 13608 11809 14001 9178 19175
"200737_at" 5944 7891 5329 1976 15042 18075 19788
"200738_s_at" 16524 17322 8279 6519 16603 17721 16474
"200739_s_at" 20156 6088 11579 5293 16382 3088 19550
"200740_s_at" 6859 8259 9791 6973 4375 8557 20346
"200741_s_at" 19434 6726 5986 5877 5664 6847 5455
"200742_s_at" 8696 6143 8779 7758 3559 16523 15004
"200743_s_at" 15913 6938 9602 9745 4750 8672 7756
"200744_s_at" 4298 15411 19144 9964 4649 19361 6206
"200745_s_at" 3998 19590 12357 18740 5285 15128 17552
"200746_s_at" 17963 15305 10938 8159 4359 18010 16422
"200747_s_at" 4412 3502 11309 21960 15881 21389 18045
"200748_s_at" 5623 8604 10334 5775 15736 6310 4124
"200749_at" 16685 20654 5681 17778 20049 18733 14997
"200750_s_at" 18450 18968 7952 8869 15749 15837 17336
"200751_s_at" 2652 17722 4654 8060 13906 7492 6676
"200752_s_at" 2641 15449 21237 20982 16584 17476 7623
"200753_x_at" 4471 17589 7286 5042 21615 18104 16337
"200754_x_at" 8216 5440 21737 21366 16319 19801 19559
"200755_s_at" 2502 6956 1330 8899 19770 8926 16120
"200756_x_at" 19357 5552 5202 17454 2429 7664 5724
"200757_s_at" 16211 15734 3944 7242 2716 15381 18963
"200758_s_at" 17757 7466 20648 19448 18034 16101 7808
"200759_x_at" 866 5416 21660 18766 19871 2912 20286
"200760_s_at" 16675 15701 871 852 2457 8278 17323
"200761_s_at" 7856 5673 3557 2338 4130 21426 3549
"200762_at" 1186 5781 5241 4040 1829 5957 4807
"200763_s_at" 8663 8244 10841 9763 4956 16501 14669
"200764_s_at" 6264 20226 1115 377 8199 16081 5275
"200765_x_at" 3145 19957 9330 4553 843 5210 17937
"200766_at" 1339 18475 12416 8685 2889 15876 20777
"200767_s_at" 4971 21288 11771 20290 18654 16457 3520
"200768_s_at" 17730 8857 5130 8831 20551 8988 5799
"200769_s_at" 2994 4823 20018 18312 20079 17807 7830
"200770_s_at" 16773 1843 6298 5067 15687 21799 2928
"200771_at" 2523 4178 6742 5982 1826 17027 16636
"200772_x_at" 17643 7924 19521 10115 13260 16417 15494
"200773_x_at" 7249 16864 10513 7820 15383 14907 17132
"200774_at" 3640 20122 10900 10272 5149 17222 20511
"200775_s_at" 16847 19911 6647 6158 15785 18851 15044
"200776_s_at" 3572 6402 368 4247 18871 18539 14369
"200777_s_at" 8998 19842 3009 3421 17247 16773 4215
"200778_s_at" 1716 7423 9446 8565 13866 18326 3357
"200779_at" 4895 16051 11580 5003 17154 5810 14703
"200780_x_at" 4051 8401 20155 18032 4442 9518 4754
"200781_s_at" 18556 16574 8228 7657 5231 15646 15038
"200782_at" 5277 6823 7493 6068 3098 15489 17302
"200783_s_at" 17010 20528 1670 21496 4612 6436 18735
"200784_s_at" 13822 7390 14598 13073 7150 11950 14657
"200785_s_at" 5717 6414 20494 1478 4507 19480 12840
"200786_at" 9164 18342 9842 9154 6194 7010 16350
"200787_s_at" 18673 17213 5443 5732 14664 18068 6826
"200788_s_at" 6227 8608 10191 20557 854 19541 17082
"200789_at" 5692 7688 19904 8334 3704 8472 18807
"200790_at" 8203 15691 6846 5153 20019 16604 1555
"200791_s_at" 958 6929 5985 5205 1381 8704 5934
"200792_at" 3528 16283 5069 4777 15033 6143 14409
"200793_s_at" 19353 4710 20729 6233 17298 15661 5139
"200794_x_at" 8372 20196 9309 19265 17972 7929 5736
"200795_at" 21156 18293 11775 7037 14828 745 2542
"200796_s_at" 1147 3505 19089 7358 21762 19469 2388
"200797_s_at" 17810 20496 6160 7712 15617 16408 15947
"200798_x_at" 5452 7970 1761 3820 18037 22095 7335
"200799_at" 5551 11755 2693 1762 9902 18727 1900
"200800_s_at" 19085 21593 8734 9405 17468 7508 21039
"200801_x_at" 6288 6477 11826 7824 14228 6556 17140
"200802_at" 18443 8815 8251 17228 3462 5909 5503
"200803_s_at" 8768 4552 12449 8017 14423 16290 14306
"200804_at" 8840 13219 11561 9324 13750 8617 14194
"200805_at" 6916 3372 11384 8961 2158 18721 5601
"200806_s_at" 18000 16573 10639 9675 20009 17233 17088
"200807_s_at" 17924 16362 7665 6944 15744 14801 7157
"200808_s_at" 7741 17750 10249 8835 13422 19352 16236
"200809_x_at" 19790 17796 10341 10555 13722 6384 17052
"200810_s_at" 16704 15997 4912 6970 1663 17170 14185
"200811_at" 7333 8297 7487 7436 2172 18052 18162
"200812_at" 15830 7732 18681 18657 5911 16553 3904
"200813_s_at" 7702 4224 8724 7103 16581 15692 6190
"200814_at" 844 8542 10138 19032 2551 4294 7946
"200815_s_at" 6575 18191 20150 17544 21449 8794 18258
"200816_s_at" 15788 8055 7364 9329 18527 18138 5021
"200817_x_at" 1084 5091 20586 10387 6010 4374 1805
"200818_at" 6592 8043 6985 5594 4472 7312 19040
"200819_s_at" 18936 7965 18781 18030 3768 8515 14342
"200820_at" 16372 19034 12025 19418 3315 15301 4108
"200821_at" 8842 20383 310 99 21366 20742 3940
"200822_x_at" 16716 16059 9441 6837 13396 16817 4777
"200823_x_at" 15750 2808 19982 10159 1521 6670 15829
"200824_at" 16815 15774 5954 10319 13872 9247 14130
"200825_s_at" 8288 7932 9175 18307 5918 18530 16053
"200826_at" 17155 15793 11636 6843 5691 4365 15980
"200827_at" 17718 21313 6636 2805 9286 20695 1616
"200828_s_at" 16928 17254 10494 17500 18737 15531 17309
"200829_x_at" 7600 17717 4326 5085 17833 19239 16289
"200830_at" 5958 17090 20295 18378 16500 8001 15030
"200831_s_at" 6135 21640 12366 3344 17686 3973 6810
"200832_s_at" 16684 20487 8763 17614 19694 6416 17672
"200833_s_at" 16667 16052 5899 5684 13527 15327 7910
"200834_s_at" 9081 18126 11910 9555 14166 18329 6729
"200835_s_at" 12122 13517 15596 14975 12460 22210 12404
"200836_s_at" 20478 17357 20809 20024 14809 16930 5802
"200837_at" 17855 18869 4133 17670 4338 20445 6485
"200838_at" 4875 20614 758 8610 3740 7190 20686
"200839_s_at" 4256 3744 4792 1260 1431 4942 7050
"200840_at" 16736 15847 8374 8324 16422 18745 16152
"200841_s_at" 7944 16184 12211 7082 4355 17823 7774
"200842_s_at" 20334 8591 3630 2156 16150 20588 14127
"200843_s_at" 7946 16867 5074 2401 5823 4991 4961
"200844_s_at" 16149 20748 20308 17618 1363 8138 18303
"200845_s_at" 7722 17951 10376 3832 15608 15444 18302
"200846_s_at" 16162 17286 9235 17977 5719 19881 7836
"200847_s_at" 3757 19617 4832 8075 2517 7745 17998
"200848_at" 21795 7543 9687 19609 14602 21587 6961
"200849_s_at" 20690 20435 1666 580 2127 18496 8046
"200850_s_at" 9342 8394 6101 17725 13385 17389 14888
"200851_s_at" 5437 17426 7901 6749 2407 20965 20410
"200852_x_at" 8324 17371 20229 18702 17208 15466 7978
"200853_at" 7543 19262 5047 5942 16252 8893 14722
"200854_at" 17682 20418 5146 4932 19258 3361 21464
"200855_at" 7345 8924 11338 6232 19990 1969 1614
"200856_x_at" 7873 2819 10966 17224 6019 6082 21303
"200857_s_at" 18506 18539 6040 3222 18027 15797 3724
"200858_s_at" 4349 16741 4877 4148 5181 8401 6705
"200859_x_at" 3900 18640 10782 8591 13215 17087 4744
"200860_s_at" 19009 16911 5787 8954 15000 17381 15727
"200861_at" 17416 15355 5191 4448 16494 16337 18645
"200862_at" 5951 1388 4882 4005 20713 19088 1722
"200863_s_at" 16518 5575 18752 6369 4722 7499 16017
"200864_s_at" 4332 19188 1588 2946 17459 6476 15798
"200865_at" 10149 9787 18520 16716 6706 9991 12280
"200866_s_at" 7392 5998 7463 10054 13155 17311 18527
"200867_at" 20054 8556 4395 4913 5377 15194 5590
"200868_s_at" 15838 19528 5458 5409 15710 15893 15852
"200869_at" 17295 16630 10558 7059 6138 5770 16831
"200870_at" 3655 18420 10084 17959 18437 15042 6301
"200871_s_at" 22054 18579 19327 18804 2842 7731 15697
"200872_at" 3317 8778 20726 20445 15018 15986 1656
"200873_s_at" 21212 18964 3677 5804 17572 21206 19108
"200874_s_at" 16709 7802 7123 17403 19879 14988 14862
"200875_s_at" 5148 18666 10568 17586 18940 15746 16595
"200876_s_at" 17293 17410 9994 4709 4658 17903 19144
"200877_at" 4245 7786 3129 2748 6369 16364 7422
"200878_at" 22135 13327 2385 5682 10633 4079 21588
"200879_s_at" 2779 14937 1636 9401 19032 7757 16334
"200880_at" 17187 20395 6490 6112 18914 15514 16674
"200881_s_at" 17551 16046 9860 18191 20343 6480 5820
"200882_s_at" 9145 20769 10266 8825 13248 7658 17363
"200883_at" 8699 17833 6126 5831 14961 19707 7079
"200884_at" 16721 1816 8402 18678 4088 4353 14233
"200885_at" 2703 5768 5644 1846 383 20022 20594
"200886_s_at" 16561 7841 11198 5353 15539 7684 16729
"200887_s_at" 3340 19260 11149 9716 14603 7606 17421
"200888_s_at" 16336 8409 9279 2799 5892 1131 7429
"200889_s_at" 3873 8154 2980 3610 5291 16173 7968
"200890_s_at" 2054 5147 3058 2227 13130 7506 4394
"200891_s_at" 6313 6292 1448 1599 16412 5450 7862
"200892_s_at" 9330 16498 5802 4785 16213 20009 18018
"200893_at" 17348 15356 9288 7543 13925 16955 19176
"200894_s_at" 7024 16242 10955 18444 17051 8955 1933
"200895_s_at" 4835 15500 8800 20560 2833 8008 18309
"200896_x_at" 6541 20382 18716 20297 18135 5439 14128
"200897_s_at" 5570 11582 7116 6626 9568 3694 6105
"200898_s_at" 3733 1847 18936 18477 14997 20420 18750
"200899_s_at" 2979 17725 8052 20972 2927 8858 16001
"200900_s_at" 18850 16706 2867 1859 5890 16992 19311
"200901_s_at" 6514 17733 3168 4208 6169 15041 19734
"200902_at" 5152 21549 1421 2246 15065 21452 18952
"200903_s_at" 9122 15950 11112 17997 14085 8474 16519
"200904_at" 18949 7429 145 258 4011 4806 20469
"200905_x_at" 3473 15423 12537 17470 3998 1968 14184
"200906_s_at" 2045 14889 12484 5891 10960 2339 19079
"200907_s_at" 2238 9686 19574 4824 7881 3573 3069
"200908_s_at" 3903 9085 795 390 13629 12864 7644
"200909_s_at" 19646 19328 8700 6525 6351 15263 16394
"200910_at" 18052 6577 11707 17873 15856 18150 7950
"200911_s_at" 1791 5420 8436 10146 2254 18507 15233
"200912_s_at" 20020 4179 19014 17327 21069 20116 3965
"200913_at" 17275 21169 20701 19624 6264 18767 3895
"200914_x_at" 5868 6659 1117 441 17103 21592 3307
"200915_x_at" 4080 5966 3103 2704 5959 9140 1561
"200916_at" 20285 20739 9976 10434 5708 7164 15202
"200917_s_at" 351 17998 21090 20019 5401 21554 21542
"200918_s_at" 16694 19399 5453 10194 18315 6484 18485
"200919_at" 6236 6399 20069 19049 2315 18803 15247
"200920_s_at" 20898 7900 5432 3635 3464 19739 16343
"200921_s_at" 5138 16890 3599 10558 13648 20948 6778
"200922_at" 4684 19448 8827 17910 2428 20501 4648
"200923_at" 8064 16297 5235 6661 15870 20126 7940
"200924_s_at" 6394 8041 7563 10300 13515 8243 2137
"200925_at" 21258 6157 9402 7743 4494 15224 4113
"200926_at" 6603 15585 11497 7354 5353 6553 14244
"200927_s_at" 19669 3726 18874 18126 13510 16361 20957
"200928_s_at" 21277 19950 18905 21400 17345 1990 12726
"200929_at" 17443 7326 7783 6267 13801 17767 14139
"200930_s_at" 11151 16340 13708 16182 12273 14512 10664
"200931_s_at" 7019 7917 9355 10305 16009 18005 6418
"200932_s_at" 7731 15451 10193 17794 344 5454 6764
"200933_x_at" 17807 17785 8606 8921 4740 15125 15477
"200934_at" 3508 21221 20238 8144 14459 20169 3599
"200935_at" 1199 21316 5883 4157 17865 20677 14635
"200936_at" 18215 16077 11358 18326 6124 15488 4826
"200937_s_at" 7262 8352 12037 9311 5901 15258 5919
"200938_s_at" 14596 12645 12870 14459 11573 12192 12945
"200939_s_at" 13759 21665 13287 11152 8118 20710 8808
"200940_s_at" 831 8505 19456 22109 1670 7691 2330
"200941_at" 1061 2041 10479 3759 2456 2837 20331
"200942_s_at" 16829 3503 12182 18123 15547 4291 6811
"200943_at" 19249 19802 7856 10219 13401 19530 16076
"200944_s_at" 15738 19827 11557 7829 5662 8452 14298
"200945_s_at" 8212 17305 9479 9804 16292 18046 18806
"200946_x_at" 15797 8584 7420 9639 15341 16491 16388
"200947_s_at" 19173 20752 7026 3397 2288 15034 19904
"200948_at" 18696 18011 3416 19135 4897 7308 16049
"200949_x_at" 9070 16147 8876 9810 4129 20257 7832
