"inst_2180" "inst_3615" "inst_3717" "inst_4277" "inst_4739" "inst_6035"
"1007_s_at" 15007 6125 16214 18398 17789 11094
"1053_at" 5518 19071 16809 16380 15798 16447
"117_at" 19173 12072 2425 3856 11518 6282
"121_at" 2512 19593 15773 8315 20950 19969
"1255_g_at" 11210 9125 11338 2851 10303 5642
"1294_at" 18827 19623 14398 19697 16823 20877
"1316_at" 5243 19958 7799 21533 2369 3162
"1320_at" 9367 22104 837 15856 278 13126
"1405_i_at" 14325 7896 12817 4665 12774 6120
"1431_at" 5047 17940 576 2232 439 19948
"1438_at" 12862 21525 4684 13784 19541 21609
"1487_at" 12956 18868 19865 10210 20101 16530
"1494_f_at" 970 21445 14342 11664 82 1268
"1598_g_at" 22004 21873 15791 13843 21816 20895
"160020_at" 15719 15547 2362 11230 3665 5126
"1729_at" 3848 3955 16054 11406 13716 21338
"1773_at" 18989 20129 773 18413 19675 16032
"177_at" 18757 5427 6040 17426 1810 8182
"179_at" 1397 15082 15009 16998 18378 3598
"1861_at" 2204 18596 6427 18459 3235 17510
"200000_s_at" 18663 13787 13864 20460 17364 16159
"200001_at" 15925 16685 7226 15454 4672 15099
"200002_at" 15286 12790 14614 12324 5892 11076
"200003_s_at" 8523 8686 9906 4235 9262 6889
"200004_at" 16724 17647 15155 13066 15278 11336
"200005_at" 4629 16454 19032 11827 13708 15191
"200006_at" 14103 13678 7566 9537 5486 12128
"200007_at" 3992 14611 17486 8918 14453 15940
"200008_s_at" 17163 14616 1215 12923 17670 11927
"200009_at" 14925 6447 5792 11735 14231 14909
"200010_at" 8332 13409 6896 15967 14414 4564
"200011_s_at" 6163 5200 7071 19204 14816 4997
"200012_x_at" 5003 5849 6203 1917 14950 3749
"200013_at" 14756 15984 7760 9080 6754 11147
"200014_s_at" 14521 12692 7592 12088 6535 12636
"200015_s_at" 16317 15106 15853 12144 17968 16964
"200016_x_at" 8275 14427 7585 8098 14742 5039
"200017_at" 8443 8783 9992 4330 9425 6978
"200018_at" 8300 8772 9985 8413 15747 6970
"200019_s_at" 4925 17283 15848 8962 14832 11863
"200020_at" 4100 5350 7081 17180 13931 12446
"200021_at" 16172 8884 10069 4442 9576 7081
"200022_at" 8479 8701 19366 11632 6837 6907
"200023_s_at" 6067 17806 15727 10291 5057 16505
"200024_at" 6028 12944 15081 2395 5406 16466
"200025_s_at" 8481 12914 14552 9331 6743 12354
"200026_at" 8377 8887 16196 2180 14656 7084
"200027_at" 14260 13489 14215 14116 5296 15311
"200028_s_at" 16763 6978 16784 10328 16885 15546
"200029_at" 8325 5502 7344 8067 14761 11212
"200030_s_at" 3736 13512 7825 2351 13761 11302
"200031_s_at" 8449 8767 9977 4309 9394 6964
"200032_s_at" 8251 8786 8073 2192 6225 6981
"200033_at" 15364 13330 16460 10744 4930 12816
"200034_s_at" 15270 8690 14276 8966 5369 11257
"200035_at" 21711 6135 20308 11755 3250 2320
"200036_s_at" 13675 15403 6567 10566 6969 13771
"200037_s_at" 5155 13524 18850 12611 3856 13937
"200038_s_at" 8290 8863 7834 8563 5803 7058
"200039_s_at" 14152 14758 7975 11207 6353 16421
"200040_at" 14860 14765 15598 16182 5461 11802
"200041_s_at" 6014 12902 4069 11866 5426 14271
"200042_at" 16293 14826 15233 16093 13862 15120
"200043_at" 2963 15787 18683 8154 18236 15673
"200044_at" 14126 17184 14724 13468 7273 14821
"200045_at" 3691 4878 15979 14549 14770 12949
"200046_at" 4235 13669 7291 18340 13833 12372
"200047_s_at" 13170 15817 20709 17413 17134 15443
"200048_s_at" 14348 13839 13996 13535 14608 13320
"200049_at" 5648 16407 3578 17009 2142 4681
"200050_at" 13482 5366 8354 14068 3995 1622
"200051_at" 4534 15518 14909 12683 14267 11880
"200052_s_at" 19078 14273 6370 15602 6370 12512
"200053_at" 21365 14677 7685 18436 866 22096
"200054_at" 14898 18602 6878 14529 14292 15725
"200055_at" 15745 17826 6330 10628 20509 13292
"200056_s_at" 16682 18285 14836 18022 17439 16349
"200057_s_at" 5207 13009 13806 8830 6689 11409
"200058_s_at" 16485 15860 7600 15070 13961 12034
"200059_s_at" 13755 6023 5999 11311 5629 13569
"200060_s_at" 19114 14113 16831 20341 5957 12647
"200061_s_at" 8569 8765 9976 4308 9393 6962
"200062_s_at" 8483 8672 9894 4219 9247 6877
"200063_s_at" 8280 8815 10015 4365 9475 7005
"200064_at" 16628 14046 6805 9866 7246 12018
"200065_s_at" 14436 4485 7648 10595 6498 14684
"200066_at" 20628 15278 1580 15423 4221 11219
"200067_x_at" 15731 4813 5610 12126 5783 14350
"200068_s_at" 4246 13500 14496 11973 13957 11245
"200069_at" 16689 13426 3536 16828 18956 4612
"200070_at" 1594 13581 17371 10230 21307 12100
"200071_at" 13704 18770 13963 21440 15203 16205
"200072_s_at" 16336 14247 7394 14983 14988 13188
