"inst_416" "inst_1009" "inst_1170" "inst_1229" "inst_1289" "inst_1654" "inst_2644" "inst_2689" "inst_4453" "inst_4670" "inst_5226" "inst_5265" "inst_5589" "inst_5630" "inst_6188" "inst_6947" "inst_6988"
"217293_at" 4129 1221 17760 13174 9683 943 17350 21740 2191 2155 3286 11886 20476 15484 18263 18828 472
"217294_s_at" 15912 6543 7766 14773 8881 2142 14124 7468 13218 9559 11052 19315 5214 3720 14455 5159 17272
"217295_at" 13137 9671 9499 10648 11745 10677 3016 2108 9505 19728 14670 863 7793 16821 116 6005 16199
"217296_at" 14007 12583 12181 5862 15184 11513 10412 4860 1623 21354 15860 21543 4856 5 4517 10880 9756
"217297_s_at" 3605 17910 1072 2736 8314 21695 5196 20337 9612 903 20902 19259 21005 22250 21439 21969 19167
"217298_at" 8604 13424 14973 6953 14002 10871 1294 15066 9317 10200 11877 15279 15486 9060 11482 17095 10462
"217299_s_at" 19780 15703 20983 21373 21105 19556 4163 5832 2832 17211 5108 10500 6483 16286 14851 5043 17180
"217300_at" 19688 18011 196 4233 15673 14625 4515 4502 18192 16357 7386 2660 136 12080 1720 1421 4031
"217301_x_at" 3315 16255 6700 19741 20153 3831 13552 20006 20474 19515 20030 21401 6822 11591 17840 4745 18028
"217302_at" 647 8845 17073 10946 15845 13515 7074 2768 11610 11884 18451 11482 14761 9132 12099 13133 15352
"217303_s_at" 11442 10687 11398 8957 14777 9231 9549 13704 7058 11147 15128 15140 15677 7270 551 13744 11341
"217304_at" 18669 10529 7498 84 11612 13100 7675 16478 124 10326 12685 16817 14254 9324 1536 12073 9103
"217305_s_at" 9712 14838 17555 13675 10406 10990 11751 14219 8859 14234 14996 11863 5992 800 12028 12809 14072
"217306_at" 7428 7837 15339 6942 17648 11659 7489 12861 5961 13096 13613 14826 16522 6799 11771 2264 12546
"217307_at" 19353 7620 15288 14427 16615 3742 920 22147 64 10755 18349 18427 14812 9611 3942 18497 10115
"217308_at" 8324 13732 12543 7639 15261 8876 7633 18589 5970 10858 13395 16254 18898 9488 17411 15710 12352
"217309_s_at" 1890 4275 2247 15200 21281 777 1953 4261 17851 2355 10682 18720 9376 601 18479 21365 2485
"217310_s_at" 3907 2407 1973 137 15014 1334 417 21517 1901 16086 250 11786 9448 18536 5710 835 21169
"217311_at" 11250 12940 16014 9707 14036 9093 7500 15447 8311 10097 16125 15602 17540 7124 10003 12956 9750
"217312_s_at" 8843 13817 10351 7038 10955 5073 10381 1894 3867 22050 15307 15315 16959 4268 10115 11118 13440
"217313_at" 3755 933 19710 214 22129 22267 19829 6831 1064 21239 21843 9781 20011 3465 18398 557 347
"217314_at" 8973 11301 11960 9678 16637 10507 8102 12783 5352 13160 14252 14493 16500 5405 8408 17119 11798
"217315_s_at" 16696 3286 7352 13896 13088 6315 13253 18741 13023 1164 2117 19450 6304 947 2414 16451 723
"217316_at" 11753 15326 10981 11300 18984 10517 12095 20053 8308 3188 9118 17683 7384 2975 12366 15490 9851
"217317_s_at" 6111 1652 21150 5585 4827 1430 19863 9721 18204 7010 9536 7600 2519 14491 15175 19710 20466
"217318_x_at" 10668 12505 11743 10211 19265 9493 1556 17591 8036 12318 12178 13842 17069 7674 11478 14641 14354
"217319_x_at" 9929 7751 13720 11366 19303 6482 11231 15590 3080 13576 16965 8751 16888 9400 2260 16261 13375
"217320_at" 10619 12062 13841 6886 15183 7927 235 7359 11517 20986 797 20302 13022 1849 8527 7360 13420
"217321_x_at" 7527 11324 9054 9356 9463 11083 14013 2785 301 16201 22047 11955 9733 1167 403 1388 3184
"217322_x_at" 17841 1417 168 961 21931 22008 1857 21858 9893 22085 19206 4702 6548 3813 21887 19807 222
"217323_at" 12115 13559 13364 12400 13806 9054 11644 15280 6553 11481 13359 12735 13200 8587 11652 15624 11465
"217324_at" 21285 7078 2213 454 3622 1950 19727 13983 136 8463 932 172 20565 6516 22051 13031 12740
"217325_at" 17495 8988 13103 8918 13450 5823 10149 17647 8247 13619 17138 12352 17963 9440 8338 15739 14513
"217326_x_at" 10349 14786 8937 20191 13481 9645 7686 859 676 21438 17975 17850 14291 16172 16965 2107 12300
"217327_at" 9385 8174 15585 13472 18344 11372 9607 13681 5447 12906 11970 13103 17240 8014 1364 12843 12426
"217328_at" 9978 13849 17610 9008 15265 7943 1964 14561 21095 22051 12444 17783 10630 4515 758 13028 9278
"217329_x_at" 18626 18368 20851 4276 8736 17499 2513 8282 2931 17316 5636 19926 21200 19495 3215 2464 19883
"217330_at" 2299 15020 18002 1113 19700 13566 2877 15942 8576 15080 16458 3993 18768 367 6062 12215 9677
"217331_at" 1467 14396 3045 691 10250 10635 607 7465 84 1779 4434 21893 21574 1273 1723 20829 16088
"217332_at" 1774 7492 10294 12597 3621 7887 496 17468 1821 15546 18298 14034 17929 5165 7364 15320 8806
"217333_at" 11598 13804 17045 7845 10443 11563 222 5989 5480 22252 2727 13315 537 951 10944 1180 40
"217334_at" 8159 11786 12628 12824 10636 10406 10470 17728 7059 14727 15792 14704 14030 6161 11081 14396 8638
"217335_at" 21946 7657 14650 7234 9889 13494 2296 1356 20092 10883 15769 11484 74 2182 367 18453 15950
"217336_at" 21842 3621 19078 3860 6002 1747 13425 12021 18345 20134 3553 4691 20078 19595 14003 21309 3642
"217337_at" 18984 10661 11514 11176 19483 9650 9642 5941 428 19920 559 1847 4165 1168 18309 2451 9617
"217338_at" 8024 12536 15925 12114 16956 13174 11236 17693 8604 11955 15718 15063 14395 8133 10092 13135 16103
"217339_x_at" 7729 12114 11445 9546 14314 8575 9044 16243 5666 13211 12490 15600 13634 7333 8301 12611 13018
"217340_at" 21131 2569 21315 1753 22149 21656 21071 809 18282 21906 19337 4139 21541 12472 20929 21894 1563
"217341_at" 20333 10241 17558 7640 15045 7005 11086 18052 6623 10762 13303 15189 11753 6077 6960 14896 12366
"217342_x_at" 28 7060 9768 2748 19701 6992 12697 18627 9367 10481 12394 17087 18986 7476 11687 12004 13426
"217343_at" 7983 8567 16025 8423 17954 6262 11902 3301 10082 16095 18068 17527 14611 8109 7607 11697 13371
"217344_at" 7319 13186 2565 369 22093 19855 1904 21325 20784 19413 20195 3977 22187 11941 3205 18459 19627
"217345_at" 12397 11255 11874 12673 18635 5701 7473 15510 3929 4935 12199 12994 18478 6005 4653 11061 4622
"217346_at" 2767 6330 20192 730 8264 14298 20415 22230 22054 3141 2089 20897 12501 14043 3971 16085 17571
"217347_at" 17286 15684 2456 21135 22120 21462 536 4877 3590 21960 927 3815 22001 21315 20325 4810 2461
"217348_x_at" 4653 7478 12561 845 11633 10402 8648 21666 5015 10241 18418 7746 9399 1146 3963 5523 9339
"217349_s_at" 14808 17835 1978 590 214 21650 21948 1859 16814 7495 2865 972 21072 21305 1227 881 15268
"217350_at" 14213 7201 14999 494 16774 13678 9736 18656 3525 488 3028 4314 8955 11457 11720 19804 10165
"217351_at" 21979 102 16161 8849 10995 22009 21224 1533 9424 1514 830 2813 19468 15585 9103 4996 68
"217352_at" 12854 20754 4226 6752 14548 16217 9463 6829 11422 22193 1686 22138 1503 19150 1701 10449 2825
"217353_at" 14715 268 11720 97 18936 9070 20511 6474 21843 22143 19896 4741 21481 14243 4263 12283 5884
"217354_s_at" 111 21987 22239 72 9476 2599 22068 4063 21702 21649 3967 7480 9307 18880 19733 8853 7644
"217355_at" 13408 14919 13790 7729 10975 11802 7639 17881 350 17162 12667 12512 14706 1685 1466 16440 15549
"217356_s_at" 4940 15413 9335 4179 9061 17842 18143 9479 16471 7842 9464 12151 12142 11967 6122 10556 7237
"217357_at" 11306 11611 15548 7723 15973 7233 11769 15267 6682 13327 12283 16802 14250 5893 7081 16267 13927
"217358_at" 21828 11291 12327 11160 11278 13911 2042 13131 330 10332 10017 14059 17521 6280 11765 15301 15083
"217359_s_at" 6211 11531 14960 14292 12226 10208 8598 8911 3249 10766 13138 15347 364 12145 13688 7439 13291
"217360_x_at" 9762 6919 9731 7280 12698 9538 7815 10414 7928 3500 17300 16139 17797 4775 9868 17346 11239
"217361_at" 8785 9001 14092 10893 19089 12410 6993 15589 8365 15270 15272 14801 15350 7736 11199 11965 9733
"217362_x_at" 3819 10950 15058 7811 11234 18343 176 15575 4509 15140 21058 20396 498 2360 21206 18025 5
"217363_x_at" 22100 4718 9187 15601 22282 21889 22113 1268 869 1643 394 7372 21615 20321 21997 22202 2305
"217364_x_at" 3969 21973 896 22149 22249 21475 14021 19494 17386 21636 3310 20569 13116 17035 17511 21506 3817
"217365_at" 18856 13864 8264 1638 14364 8922 19058 14991 21644 933 21774 20987 100 1204 21826 14850 14517
"217366_at" 9774 9866 12896 9671 13922 8774 8106 14040 5422 12727 14258 12633 15087 7386 7590 14237 11806
"217367_s_at" 3873 1794 21176 3004 21784 666 2090 9595 3610 20374 4989 514 10729 13062 6363 5307 1643
"217368_at" 22229 3061 20758 17145 16510 15376 20922 825 10602 18642 6356 19772 22048 578 21566 21010 121
"217369_at" 21526 12462 10887 11692 12452 9540 11033 17643 7460 14190 15919 14673 18048 6338 3029 14956 12428
"217370_x_at" 5424 6352 2426 4864 5401 19483 19893 20406 21788 5703 19657 20236 9558 3927 18277 20971 19286
"217371_s_at" 7393 13450 15019 4481 18342 9524 10824 19787 20768 2237 18342 17654 18899 7174 9758 15142 13950
"217372_at" 7183 10182 11976 7677 17061 5289 11068 14147 5949 11339 14383 16200 17537 4630 1244 18340 10157
"217373_x_at" 21693 2401 20665 11238 3439 20683 3000 3383 17166 19466 2967 9309 1341 996 3538 20539 5971
"217374_x_at" 10818 10194 12698 9852 12983 8479 9375 15327 5030 13554 15619 16043 16205 7426 8306 13909 11507
"217375_at" 4928 11349 14924 9033 18112 6439 7026 16007 9689 4450 10011 11853 852 14234 16219 15478 14864
"217376_at" 13517 12637 18138 13228 17802 6031 8669 14215 6650 10361 12920 16289 15266 6318 7013 13362 9890
"217377_x_at" 16867 6824 15510 11153 11275 5138 8770 16207 7310 10653 15436 2987 18208 7898 8660 10999 11731
"217378_x_at" 12362 9847 12866 8539 14208 8483 9221 8909 6323 10721 13316 14788 15526 5782 9438 14547 12065
"217379_at" 19361 20537 4174 15156 4279 15490 17654 9056 11446 1695 2637 6687 6288 3616 2406 9784 3123
"217380_s_at" 9861 14988 17377 2342 17697 13276 8882 1148 12187 21226 13370 15940 12203 7159 3732 7433 15390
"217381_s_at" 2760 10929 6245 11956 16668 10731 10193 17744 5987 14420 15558 15760 16605 4476 11025 14539 10268
"217382_at" 10027 7345 12749 10389 19663 6319 475 4124 2395 16905 18875 19879 20698 11597 3240 11624 16508
"217383_at" 20017 21145 8096 17279 21683 1533 22230 19370 22237 19732 21620 20039 116 1809 4841 18818 21673
"217384_x_at" 12455 10427 13465 10111 11133 11675 6004 15008 4815 13523 12225 14573 16240 5311 10654 12056 10610
"217385_at" 13564 12049 17441 13509 18982 7576 11362 16995 7878 12436 18024 12977 16364 7648 10970 14974 10644
"217386_at" 2071 10380 19946 1565 16159 9201 7288 10297 180 7810 22178 11646 20681 20606 1916 18695 12799
"217387_at" 12586 8224 11122 7577 13548 12428 1550 1631 6983 10936 17310 18194 16140 9095 7229 12824 8480
"217388_s_at" 7025 18735 8837 5843 8517 14705 16400 4413 10484 21935 7660 9104 9228 16510 21372 6849 7027
"217389_s_at" 7184 15108 14067 11794 18001 6021 8885 12366 6278 1566 17710 13657 6662 2819 21282 17908 15377
"217390_x_at" 21867 5322 778 3133 14827 910 2080 11611 21671 1278 9015 9599 11779 15041 5430 16253 9883
"217391_x_at" 12442 15281 19316 5666 17645 327 21203 3810 6921 21953 19607 22109 2031 12693 16280 19250 16147
"217392_at" 10308 14131 17791 13928 18877 9298 8288 614 1071 20996 13729 20346 14366 9943 7934 15666 12594
"217393_x_at" 19455 21712 9183 15524 22134 21480 13442 10457 11599 19458 11661 20254 10967 9847 21082 20371 18783
"217394_at" 11628 7180 11407 8307 11988 9417 7571 13448 4964 10278 720 16100 17724 9504 17489 15512 12556
"217395_at" 770 7001 15544 12692 15193 7371 11418 3948 7131 13886 18070 12531 18314 9325 2344 16145 10689
"217396_at" 12949 12196 14473 185 15467 5482 2033 21593 7977 14849 16596 12685 20663 7872 11267 15255 11327
"217397_at" 14926 13578 18397 10705 12059 7208 12094 60 462 15020 12762 15788 14623 9276 7370 16134 14683
"217398_x_at" 4747 10161 8560 4734 20526 14131 12795 14328 5758 9024 20288 19164 19974 5687 8133 18964 6676
"217399_s_at" 11374 13216 12618 11865 11030 12964 12171 5399 4781 12194 17983 18289 172 3344 21764 13619 15436
"217400_at" 12384 8770 17505 14149 19500 13699 13919 339 11984 21601 163 21552 3829 435 2110 236 108
"217401_at" 10053 9821 11683 13942 13661 8040 11212 13257 6865 14511 12420 16874 16324 4049 10562 15508 11652
"217402_at" 10127 7816 14285 9264 15568 9209 10260 883 6059 13437 17082 16678 15840 9174 10119 13274 10917
"217403_s_at" 9491 5303 3069 17608 4242 15395 5897 21275 20917 15632 11352 11738 9288 13869 13252 183 3843
"217404_s_at" 10006 11841 13755 13709 18068 8019 6127 16136 22127 1345 13414 14272 18244 4050 3646 16901 9892
"217405_x_at" 966 12568 16259 12236 17982 11388 5987 13802 3629 12223 14986 341 17271 6130 10234 14390 11937
"217406_at" 15249 15090 2680 11395 19551 438 17189 15016 1750 12833 7145 9700 1141 21743 21031 1772 37
"217407_x_at" 1527 4310 19450 11158 9662 22256 738 21448 19765 19145 2991 19656 10180 10558 20010 4991 21298
"217408_at" 16530 16572 18881 15842 20776 17951 12893 18396 12552 17874 21201 3680 10768 15145 13668 21097 7030
"217409_at" 10945 6670 16000 9516 13851 8129 8190 17874 7484 13656 14636 14959 16336 4052 7701 14866 10652
"217410_at" 9033 7086 11173 13465 15028 11890 12215 17844 4333 15176 12448 13441 2251 12665 12141 13273 9480
"217411_s_at" 7327 11359 9738 7508 16973 8985 8660 12779 6896 13668 12242 14545 15285 5453 9544 14441 11983
"217412_at" 9104 15225 8124 7940 5027 11018 1101 21943 558 21656 175 20245 8442 11476 16350 20137 1121
"217413_s_at" 14261 6620 16336 11789 19312 11360 10198 16622 8933 14053 12981 16348 14098 4162 11376 16561 15565
"217414_x_at" 11820 10211 13442 9778 13877 9234 8923 14701 5856 11642 14443 13993 16088 4059 8253 14902 12373
"217415_at" 3408 13781 10167 9848 10782 12983 10156 12668 7565 14428 15794 15468 16622 5060 225 13835 8894
"217416_x_at" 21293 3745 3178 3300 20357 14832 20245 21696 20154 17948 21277 10847 5732 16236 20087 22102 482
"217417_at" 9454 7231 16261 12244 12980 10123 12488 13280 7439 14052 12948 12762 13781 9383 2711 11634 12793
"217418_x_at" 19681 11282 17132 8775 18509 6478 6254 17440 6998 14497 2221 17260 17865 5430 12134 16575 14518
"217419_x_at" 19538 1926 2346 2651 21823 21459 17117 459 16616 1386 21708 9051 20519 16067 864 7948 187
"217420_s_at" 20354 7836 13280 8206 13714 9828 7888 15610 5323 11736 13859 13346 18297 7916 9242 12610 10968
"217421_at" 12057 10957 12824 9442 14296 8659 8042 13122 5886 11464 14133 14377 13577 4186 8345 13765 11361
"217422_s_at" 18958 12414 13078 10628 16755 9236 8121 13905 4451 12316 17531 16966 15448 6575 10398 11216 8765
"217423_at" 4675 14704 10485 10857 19252 11294 8295 4856 6073 10880 15752 21500 20813 12888 10687 14563 14696
"217424_at" 13218 13274 15688 7662 15168 8117 7987 12908 6425 11424 14051 14300 16556 6720 10689 13497 11113
"217425_at" 9077 10963 13477 9376 13874 8281 8145 12596 6034 10920 14344 13598 15143 4263 7853 14534 12054
"217426_at" 12106 15541 21957 3021 3862 1300 21471 6233 22133 15953 526 1260 9374 2658 816 12724 9595
"217427_s_at" 13976 1392 5334 21014 20002 2059 252 19947 2573 3940 2213 1581 4824 10403 18287 21897 7702
"217428_s_at" 10604 11193 11999 7576 10736 5967 2872 548 234 39 1159 13048 18644 3073 4883 18521 9919
"217429_at" 21534 8794 16753 14015 10435 11302 11961 16996 2227 9973 17922 13989 14276 3278 10755 17224 9252
"217430_x_at" 2950 10728 790 150 8062 10206 3568 7432 21613 1928 16793 540 6103 21760 18340 12082 1537
"217431_x_at" 11199 10364 17172 7462 11000 6349 7269 14176 7747 13873 11782 15728 16518 7016 9236 12205 13241
"217432_s_at" 19328 20012 12214 2230 12683 20344 13693 7712 18790 5143 2071 4964 12665 19537 2946 6172 8125
"217433_at" 10202 13756 11473 10704 19221 5240 6790 574 20160 20786 11381 19938 17752 1267 874 161 14754
"217434_at" 11267 12064 10497 10612 17701 5210 10893 17925 6556 9928 11771 12862 13390 2311 6973 15266 13569
"217435_x_at" 21148 13046 12107 9587 13348 5931 9616 12934 8230 13276 16540 15633 17742 6748 10133 13981 13329
"217436_x_at" 14841 502 2971 15307 20810 21758 1421 18840 16021 17608 21454 21949 10401 10420 16121 932 21271
"217437_s_at" 9708 22149 8541 5593 2030 1503 22130 3780 19074 8735 11162 7221 3470 1914 6408 771 205
"217438_at" 13115 13134 11092 11798 10387 11538 10205 16800 4594 13582 17047 16893 13743 7783 6912 16221 13229
"217439_at" 21638 7705 16553 8181 11081 6151 11866 17319 6455 10476 16915 13242 16806 8318 8647 10709 13131
"217440_at" 7891 7997 11087 10702 13377 10416 6460 17921 8014 14353 14406 18236 18710 9395 5538 15385 12467
"217441_at" 21007 9571 1058 20852 15775 10089 18919 3592 21845 22115 2822 18967 3969 149 18170 15288 21229
"217442_at" 8246 9849 13489 9645 13729 8613 8097 15754 5905 11533 14235 15833 15075 6153 9139 14149 11730
"217443_at" 10394 10982 17906 9121 11113 12605 9677 11945 215 6344 18357 12524 16785 9279 7307 15199 12520
"217444_at" 10723 9152 18362 8637 19295 13877 19983 98 2359 21059 1136 18027 1826 7718 713 11175 14834
"217445_s_at" 20444 21835 6441 20657 21473 1440 15705 11719 21374 7100 5833 20772 6305 11275 14940 3927 4596
"217446_x_at" 19862 20856 5344 781 20679 19776 20126 3619 18157 1005 20189 4524 13120 10012 16118 158 76
"217447_at" 1660 7766 17129 9360 10680 4973 6604 15243 7826 9066 17397 12543 17735 6242 9369 13429 13605
"217448_s_at" 20438 20542 20068 21957 20668 4400 20814 4153 22057 3152 21086 20814 19990 9770 21456 383 21720
"217449_at" 18840 15157 18800 3134 13376 10381 12720 2190 1704 21829 1945 19440 21688 20885 1491 2602 591
"217450_at" 14391 14568 12750 13727 12591 5956 6767 724 7177 14584 4058 15831 17030 6984 11045 17796 9273
"217451_at" 10454 11333 11673 11756 13585 8602 6358 14453 4914 12802 16769 7538 18045 6507 6659 13768 12830
"217452_s_at" 10286 13601 11992 13968 17272 12716 1507 547 4419 19013 11952 17368 13799 4303 12315 17111 13589
"217453_at" 19450 8364 11574 12354 9455 6958 4708 1266 3490 12008 19236 1250 8194 3154 16560 12662 2380
"217454_at" 10058 10516 15749 12213 18666 9755 2297 12931 6036 12256 17129 17950 13436 8727 10204 12500 15292
"217455_s_at" 2424 9345 17178 11270 15309 5372 12582 17538 4472 10160 12398 13059 18359 8460 11841 14022 15045
"217456_x_at" 1371 5376 5319 3328 6868 20069 14661 10407 15407 4380 9265 2964 10396 12005 19514 3059 2411
"217457_s_at" 18762 18030 2586 1803 640 16527 20083 12164 20618 18574 5756 4642 7498 10128 12861 19908 20318
"217458_at" 10968 12233 10740 7338 15419 8283 9145 15399 7502 13464 12030 16510 13143 8752 7152 15498 11802
"217459_at" 9771 8585 18264 7083 17643 11090 8717 17938 4499 12624 15963 13633 13451 6466 7038 2569 13150
"217460_at" 13723 10030 16178 8061 17731 9979 7636 15430 8144 12826 17197 13012 17282 8795 9670 14598 12109
"217461_x_at" 14222 434 21675 638 6274 368 21662 2103 11522 4537 1667 11449 19648 21971 20992 155 21531
"217462_at" 7188 14479 14663 11404 17500 9798 11526 16902 1972 15053 17366 17872 12864 3424 4658 12314 15907
"217463_s_at" 8495 12129 11361 945 16068 6246 11308 6529 8999 12125 16906 16105 13556 766 9005 14168 11749
"217464_at" 8859 8043 18403 10175 18615 7076 10983 440 7724 19898 12942 1547 20965 8820 12437 248 291
"217465_at" 21784 4892 8423 15669 11323 147 22272 478 22080 16726 20346 12016 1549 1321 6789 19439 323
"217466_x_at" 14789 21822 5851 17848 22059 20084 15066 22274 19410 21204 21820 11365 19320 11214 5952 3552 18400
"217467_at" 19243 16641 828 6028 9366 7299 7423 1726 1227 2460 22070 10722 21447 16678 1148 19773 2125
"217468_at" 13586 9558 16725 10504 12297 6551 8840 21082 5457 688 1606 13529 14273 11750 1054 16675 119
"217469_at" 13416 3987 13913 10075 17862 10324 1160 21072 1293 22200 718 21858 10498 18858 716 20857 10043
"217470_at" 11934 7693 14969 13185 15353 11771 6622 13597 4506 12693 11705 13532 13489 6874 12292 15049 8499
"217471_at" 17287 60 4293 17413 12715 9350 20363 19546 296 21613 20055 9764 5836 21894 4310 17870 49
"217472_at" 11931 6762 17077 6926 11832 8966 1334 4358 9241 13795 1742 864 15278 8805 11790 10752 12870
"217473_x_at" 20823 7959 1478 12123 16886 10325 12343 71 426 11126 12350 18150 16085 3426 32 16696 8997
"217474_at" 345 1513 17460 9018 13205 7502 4202 8636 2802 15154 18354 16997 2333 6479 7464 10444 10434
"217475_s_at" 1256 1578 3121 9343 21028 7536 775 19690 21850 766 21948 21628 22123 202 18403 301 19218
"217476_at" 8912 7648 12711 7285 17026 12134 7732 13085 8909 11976 16829 12907 18618 9374 7655 17893 13480
"217477_at" 21947 7440 12207 14262 19376 10639 9603 7143 1548 13555 6127 14057 17823 7448 10850 14603 14784
"217478_s_at" 14659 20582 20500 3050 8311 768 1296 12074 14053 20493 253 20593 19201 15247 5297 18926 21353
"217479_at" 13359 15114 18254 7424 19532 7069 7737 12563 157 10712 18241 21688 20994 5183 15223 16807 9367
"217480_x_at" 17862 7855 12021 527 13048 13157 8811 17119 20607 12186 3543 19983 20211 21809 15668 15265 13630
"217481_x_at" 9479 8733 17079 8825 11749 12547 12642 15727 2743 14252 16122 1199 3586 2762 21445 16718 16172
"217482_at" 16409 1168 2837 20729 20637 16443 3958 10337 21007 2869 6055 19058 3846 21605 4984 910 19339
"217483_at" 7558 8667 11652 11951 15721 5270 12070 17149 6714 11827 14231 16741 15997 5008 7284 14119 11703
"217484_at" 3406 1549 21767 1847 21936 13930 4614 22248 238 13303 12534 13060 1835 16458 19985 12596 7517
"217485_x_at" 18678 4652 7833 4731 9615 20295 20432 20377 12233 3131 9270 7021 8055 14804 3836 8003 18465
"217486_s_at" 17706 19353 884 20994 21548 14558 21162 11623 19459 17118 5328 20705 56 10804 3303 21734 20635
"217487_x_at" 20615 11849 14876 13333 15432 12563 12754 17547 19096 1390 16155 14153 1584 12420 17917 16238 2176
"217488_x_at" 12881 20934 2292 29 17695 3109 16444 21175 20017 419 22160 626 11885 18299 3295 16044 2182
"217489_s_at" 13512 9757 20658 12229 22048 10293 9070 9441 9517 329 15838 16185 14301 4966 13177 13883 11487
"217490_at" 7085 8769 20564 10615 14549 399 1571 4199 2302 9882 4647 21913 2043 20394 20768 18808 1878
"217491_x_at" 17668 6492 2204 14756 3836 18321 4574 8537 3664 8863 7059 18526 6460 20645 5618 7272 20709
"217492_s_at" 2437 5210 6104 11550 6833 19397 14302 7624 9497 1821 5508 11541 8672 12895 14566 6113 5995
"217493_x_at" 639 14647 10896 14017 5643 13821 9198 13874 861 10102 5553 16471 17435 8494 3193 11742 16046
"217494_s_at" 7324 21952 5462 9199 14641 7597 19469 6788 8802 11349 22217 21872 5132 2841 17190 17901 14171
"217495_x_at" 13235 6784 12882 9780 14319 8496 8381 14159 5340 9951 14035 14281 16203 5524 9913 12931 11065
"217496_s_at" 3600 723 8157 3498 8875 1935 5472 7175 20380 9650 9455 11581 5640 13107 16982 5315 8043
"217497_at" 9871 11166 17817 11046 8841 9081 11976 19377 4364 10334 16883 16505 15813 7155 4700 16212 13444
"217498_at" 1367 22005 15498 12881 21710 9448 12820 4874 18486 2128 20758 2572 4367 12528 2041 19317 2524
"217499_x_at" 14563 3327 2526 5048 7292 16059 13942 7497 3061 9129 5664 10565 9050 17995 18868 2750 7044
"217500_at" 2166 14902 11779 7668 18790 5715 9380 12805 8244 14988 17943 18012 14766 3852 7082 17832 2359
"217501_at" 18629 20491 8769 2312 8360 17770 14066 2511 18632 21532 11419 10076 12837 21646 15763 1696 21674
"217502_at" 21 10110 318 20732 9388 5806 6493 676 16766 20702 15191 16485 18384 4855 570 17888 13147
"217503_at" 14599 18220 6132 9207 20287 12020 18611 3189 3946 4687 2289 21910 2405 21668 20189 5034 13716
"217504_at" 13387 6614 15158 12996 15657 6252 11262 16092 5362 13249 17465 11490 18672 5864 12050 13861 11464
"217505_at" 9501 8542 11067 13932 11799 6961 2466 8650 6091 11344 12381 12463 7933 4788 7369 6574 16209
"217506_at" 12848 13925 8627 3063 21774 6673 12042 21207 19766 6072 16834 13447 18381 9244 1698 12876 15115
"217507_at" 8631 9231 13802 7444 12129 7397 91 19331 815 15741 9479 3991 18922 512 7837 18362 15078
"217508_s_at" 14744 17831 3663 3239 4092 4555 3525 20128 16978 21181 20453 3701 8730 11950 17548 784 18903
"217509_x_at" 14291 10312 12822 648 86 10898 21906 18889 2017 651 2 20578 22190 17370 1090 16437 6485
"217510_at" 12697 13296 13905 13496 15321 6225 10454 13657 6557 14506 15027 17769 16514 8546 7758 17201 13490
"217511_at" 1153 15463 4162 15707 11769 21 2177 11563 13115 15695 4721 20408 2390 19486 11757 19462 21073
"217512_at" 19112 9369 14557 8009 16605 8155 8033 15500 8126 13355 14123 16478 16628 6917 6971 13721 11321
"217513_at" 10195 11449 3080 643 10308 11938 1734 3225 2716 20034 14891 14162 12859 6132 18939 17835 9258
"217514_at" 16143 12496 14751 14064 14793 12827 12376 17681 1939 9752 16221 13121 18605 5074 1903 12685 9062
"217515_s_at" 1333 14594 17240 14289 10509 6734 2001 17626 4374 12133 14548 12168 14497 2369 10795 16735 3753
"217516_x_at" 3643 2907 5485 8859 15531 1295 16382 15605 63 2175 306 205 19368 21902 7116 20818 1722
"217517_x_at" 4027 3118 18201 9335 9566 8015 21039 2266 10961 22091 1445 21979 720 948 16151 16637 16148
"217518_at" 3009 21507 18631 16191 1685 733 7868 21993 22219 4301 230 21704 5426 1189 15191 90 21857
"217519_at" 8356 1158 14873 14134 17669 7244 10163 16294 9525 12412 12082 15295 13822 203 2382 11069 13042
"217520_x_at" 20308 8460 6134 3959 14457 10120 19482 11693 15968 2602 19380 4315 7840 1820 1762 12982 4242
"217521_at" 20201 11829 8807 10515 1514 11957 11038 4984 6981 12789 17224 13290 14247 907 1293 12508 11420
"217522_at" 8269 9522 10810 8293 11226 7425 6461 15956 3543 10581 12965 15225 13625 2256 513 13453 15300
"217523_at" 21576 21448 19990 20232 5421 1397 2901 6996 13905 21437 1200 4647 5969 15742 3537 20586 7143
"217524_x_at" 8187 11898 18316 7099 17729 8950 6321 14620 4332 395 15824 17759 16646 8831 11796 18152 13304
"217525_at" 1538 11840 12213 11996 14078 6066 8114 15322 7276 12434 11696 12515 13288 4135 10400 14281 8697
"217526_at" 17707 2535 8975 6468 4255 17445 15511 4428 12860 3382 9765 7567 6360 12956 4628 7638 20989
"217527_s_at" 14634 15752 7391 6558 5433 17932 20858 5892 12512 8100 18815 7267 7291 21058 16524 8684 4202
"217528_at" 11847 13607 14406 9166 11137 12400 11575 885 3365 19533 20133 19658 18648 4507 7553 4203 8661
"217529_at" 14006 19063 21166 2558 5566 820 3699 10969 2699 8127 21929 635 1720 16383 16153 19647 16837
"217530_at" 13010 8074 7659 12036 12204 13791 8805 15663 6330 13857 11951 17543 13574 4825 11389 17664 197
"217531_at" 7660 11455 11672 11565 16566 6334 11334 12569 6367 19255 18093 17927 18279 584 10261 16205 588
