"inst_2111" "inst_2274" "inst_7467"
"1007_s_at" 16901 18202 19211
"1053_at" 4531 20659 18067
"117_at" 7433 9298 13329
"121_at" 4240 20025 19265
"1255_g_at" 8487 10409 9870
"1294_at" 9393 19401 10670
"1316_at" 9499 1909 319
"1320_at" 13359 3728 15014
"1405_i_at" 9315 2944 11606
"1431_at" 4601 19730 9456
"1438_at" 19165 20287 17123
"1487_at" 20990 20746 8332
"1494_f_at" 18606 21684 7433
"1598_g_at" 16992 16481 20755
"160020_at" 16118 13904 24
"1729_at" 2677 4358 18700
"1773_at" 2667 21175 3255
"177_at" 4759 10539 15566
"179_at" 21944 21116 599
"1861_at" 13236 5071 2245
"200000_s_at" 19506 18167 8497
"200001_at" 3193 14647 3988
"200002_at" 14740 15114 19267
"200003_s_at" 4052 9825 19102
"200004_at" 15253 6751 17232
"200005_at" 13177 14568 6449
"200006_at" 14699 6789 6872
"200007_at" 13488 13849 6702
"200008_s_at" 18004 15805 5581
"200009_at" 4296 15952 8577
"200010_at" 15810 6987 17518
"200011_s_at" 14808 5060 17964
"200012_x_at" 13396 5354 17471
"200013_at" 15618 15223 18110
"200014_s_at" 14354 7254 4980
"200015_s_at" 17664 4520 6953
"200016_x_at" 14289 13652 17479
"200017_at" 14581 9557 19079
"200018_at" 4835 9706 19360
"200019_s_at" 13721 14918 16982
"200020_at" 15200 15336 2824
"200021_at" 1510 9742 18278
"200022_at" 3163 9717 8604
"200023_s_at" 4776 14813 17164
"200024_at" 13944 15882 8393
"200025_s_at" 4069 14229 18418
"200026_at" 18354 9634 18511
"200027_at" 15064 5863 7096
"200028_s_at" 3368 16580 5709
"200029_at" 14882 15711 18415
"200030_s_at" 4984 6961 6205
"200031_s_at" 15834 9552 19076
"200032_s_at" 15396 9679 18243
"200033_at" 13654 15679 20122
"200034_s_at" 14798 5808 8459
"200035_at" 22268 20348 6818
"200036_s_at" 15235 16498 6262
"200037_s_at" 14486 14468 18633
"200038_s_at" 13123 9816 16917
"200039_s_at" 15674 15749 4509
"200040_at" 17209 13920 19031
"200041_s_at" 15886 17358 5444
"200042_at" 15295 15767 6172
"200043_at" 18063 15978 18611
"200044_at" 16178 16499 16834
"200045_at" 14140 15446 5628
"200046_at" 14839 16899 18472
"200047_s_at" 14721 6256 16870
"200048_s_at" 15113 7459 17925
"200049_at" 15563 19598 7833
"200050_at" 2365 7054 3439
"200051_at" 19623 6826 3442
"200052_s_at" 17155 15803 17552
"200053_at" 17423 14594 17551
"200054_at" 14419 17391 18141
"200055_at" 3685 15720 16996
"200056_s_at" 16484 7630 16809
"200057_s_at" 3037 5713 8282
"200058_s_at" 20630 17210 17059
"200059_s_at" 3923 7670 17512
"200060_s_at" 3595 17174 7926
"200061_s_at" 5066 9657 17312
"200062_s_at" 4662 9535 18885
"200063_s_at" 14154 9662 18939
"200064_at" 16450 16790 5978
"200065_s_at" 14120 15790 2168
"200066_at" 21045 16219 19958
"200067_x_at" 13631 6331 6439
"200068_s_at" 13848 17957 7309
"200069_at" 18889 17980 20073
"200070_at" 19903 18354 2262
"200071_at" 18368 7730 4731
"200072_s_at" 4358 15829 7364
"200073_s_at" 17142 3546 7699
"200074_s_at" 15881 14742 19177
"200075_s_at" 16915 17967 4059
"200076_s_at" 17435 16107 2653
"200077_s_at" 13158 6692 18926
"200078_s_at" 14682 7503 3425
"200079_s_at" 4476 6320 4590
"200080_s_at" 16358 6525 19567
"200081_s_at" 13508 16297 7261
"200082_s_at" 13210 7346 16906
"200083_at" 13471 6205 16807
"200084_at" 4957 15606 5616
"200085_s_at" 13250 15673 7395
"200086_s_at" 13981 16474 8595
"200087_s_at" 17875 15067 7915
"200088_x_at" 3363 9725 17740
"200089_s_at" 14003 7644 8249
"200090_at" 14429 5349 4549
"200091_s_at" 17088 14379 19796
"200092_s_at" 16401 9573 17384
"200093_s_at" 13853 16407 20310
"200094_s_at" 14975 15217 17979
"200095_x_at" 5065 9810 8285
"200096_s_at" 3897 7248 3584
"200097_s_at" 19178 15354 7412
"200098_s_at" 16659 17065 6703
"200099_s_at" 14433 9665 18288
"200593_s_at" 17269 6233 8536
"200594_x_at" 13901 14520 19662
"200595_s_at" 14553 14541 8057
"200596_s_at" 20520 18669 8391
"200597_at" 18268 4583 7930
"200598_s_at" 2177 7088 5255
