"inst_2206" "inst_3641" "inst_3744" "inst_4300" "inst_4766" "inst_6062"
"1007_s_at" 319 10879 9865 8737 9939 3514
"1053_at" 8250 6660 3803 2269 8769 3864
"117_at" 21643 18264 11887 16028 14060 11809
"121_at" 10018 5562 6330 2313 8336 6055
"1255_g_at" 16796 18084 13713 16779 12303 16010
"1294_at" 21098 9002 710 2528 19442 22127
"1316_at" 20004 5717 1263 2483 22190 21291
"1320_at" 15428 10787 743 19920 885 270
"1405_i_at" 19789 17118 15175 13319 14375 14755
"1431_at" 20378 2007 638 20646 19019 22143
"1438_at" 18216 630 792 19650 4201 21654
"1487_at" 9068 9623 8406 5174 17687 8759
"1494_f_at" 4914 7320 19276 20519 3588 3451
"1598_g_at" 6529 3534 19668 18961 2828 12353
"160020_at" 18527 952 4385 4835 2227 10303
"1729_at" 8105 5087 2008 7599 21129 12114
"1773_at" 21084 7052 4773 4420 8209 19268
"177_at" 2505 20096 142 4600 21379 126
"179_at" 1986 9805 1370 18457 19493 11839
"1861_at" 9423 9752 3369 9249 21278 4890
"200000_s_at" 11166 8015 17075 18176 7564 10256
"200001_at" 6800 11483 6282 12554 18571 9937
"200002_at" 11671 20242 10001 7668 17772 10553
"200003_s_at" 14262 16614 12287 14740 13748 15077
"200004_at" 9807 13454 7863 12172 8602 9936
"200005_at" 9755 11962 9011 6033 11590 9983
"200006_at" 10401 13637 16158 10158 11598 11730
"200007_at" 10080 14782 16623 11220 10316 11745
"200008_s_at" 9193 6485 7791 9665 19875 19110
"200009_at" 9848 13579 8095 10322 18598 19584
"200010_at" 14328 20341 6488 8312 10390 13080
"200011_s_at" 11520 12822 16085 19365 10202 7925
"200012_x_at" 18561 14258 10644 18503 19384 21109
"200013_at" 11050 14871 8590 11188 10428 13008
"200014_s_at" 8929 13661 17138 7815 10448 9178
"200015_s_at" 8753 12527 17584 11011 11457 11267
"200016_x_at" 14208 20112 18986 18915 9094 11446
"200017_at" 14121 16706 12377 14828 13901 15154
"200018_at" 14282 16698 12371 14822 11330 15148
"200019_s_at" 11243 14763 16580 8248 18719 13105
"200020_at" 4351 14207 16537 8187 9394 12846
"200021_at" 18903 16793 12461 19538 14036 15238
"200022_at" 14154 16625 16315 9570 17734 15089
"200023_s_at" 18607 12023 19236 6250 19563 8993
"200024_at" 18910 21002 10402 10883 18035 19889
"200025_s_at" 14126 20075 10386 7852 9846 12860
"200026_at" 13944 16796 16743 19017 9959 15241
"200027_at" 10995 8240 17016 10609 11260 11300
"200028_s_at" 18701 10732 17845 10714 7174 12469
"200029_at" 13987 14808 10152 18528 19290 19048
"200030_s_at" 9962 14571 16391 18783 18211 20299
"200031_s_at" 14104 16692 12357 14810 13872 15143
"200032_s_at" 14192 16708 10138 18542 18694 15155
"200033_at" 9883 14488 16679 10618 11312 12671
"200034_s_at" 19094 20137 16792 12807 10000 10719
"200035_at" 8294 10905 5788 19763 3901 2928
"200036_s_at" 11806 14140 10550 9164 11495 10606
"200037_s_at" 9201 21081 18006 9453 11034 7896
"200038_s_at" 14161 16773 16697 11793 17752 15217
"200039_s_at" 9987 11655 9123 8019 18437 20024
"200040_at" 9636 13091 18135 9210 7589 8290
"200041_s_at" 10082 11292 9830 20950 20261 12893
"200042_at" 9439 8794 8762 9505 7716 9562
"200043_at" 4641 14752 5631 20090 11433 10696
"200044_at" 11140 9457 6562 8490 18674 5337
"200045_at" 10927 8398 9935 18177 11060 12218
"200046_at" 5223 11904 7773 6607 10146 6277
"200047_s_at" 8879 13889 19208 9392 18295 13232
"200048_s_at" 18292 13977 10347 11359 17635 11742
"200049_at" 6961 6030 8883 7335 6979 12698
"200050_at" 20636 10407 10085 7650 6522 5752
"200051_at" 2892 11148 16572 7244 3377 5314
"200052_s_at" 10403 11414 8542 12215 10730 19847
"200053_at" 9923 20301 7070 20312 22071 9044
"200054_at" 11576 5258 10403 8200 19970 12941
"200055_at" 9202 4892 5182 18072 20581 10721
"200056_s_at" 8784 13879 8805 6560 19819 4914
"200057_s_at" 9958 12828 16217 19193 10061 11950
"200058_s_at" 4405 7148 7401 10872 7981 9392
"200059_s_at" 10455 13312 9761 12606 10820 12913
"200060_s_at" 6818 11099 16950 8686 17786 9961
"200061_s_at" 14067 16690 12356 20957 13871 15141
"200062_s_at" 14053 16600 12275 14728 13735 15064
"200063_s_at" 14213 16730 12407 14860 13942 15176
"200064_at" 10788 13247 17141 20167 10177 19010
"200065_s_at" 9179 14133 5283 20467 11173 12561
"200066_at" 8979 9515 8652 11726 5331 6952
"200067_x_at" 9562 9354 16676 9690 18415 11453
"200068_s_at" 8228 10213 5450 10019 10001 12591
"200069_at" 6490 3609 19479 6106 18288 11957
"200070_at" 525 3196 2912 19529 17732 3649
"200071_at" 5971 13594 10190 9729 17932 11803
"200072_s_at" 9197 13082 6266 19890 10074 11402
"200073_s_at" 11662 11375 8928 9894 10943 6299
"200074_s_at" 18589 20343 10315 7680 18972 10920
"200075_s_at" 10757 7766 5269 10771 17594 10385
"200076_s_at" 7567 9286 5410 8132 19182 10404
"200077_s_at" 10729 20248 17254 11377 9306 12834
"200078_s_at" 8570 11623 7654 8210 6151 9261
"200079_s_at" 7871 13519 17885 19786 17981 19511
"200080_s_at" 18584 21146 18081 9068 19311 5903
"200081_s_at" 18650 14592 6324 7911 18810 19295
"200082_s_at" 13958 16721 9457 18752 19383 15169
"200083_at" 3235 12264 10164 7280 8310 4161
"200084_at" 18551 13246 8142 6640 11048 8557
"200085_s_at" 7510 14670 7870 4928 18876 11848
"200086_s_at" 10494 13685 16198 5904 19895 10269
"200087_s_at" 11037 12843 6365 11298 7968 10506
"200088_x_at" 14117 16609 12284 18497 13745 15074
