"inst_311" "inst_596" "inst_605" "inst_610" "inst_614" "inst_627" "inst_668" "inst_681"
"200666_s_at" 4040 2718 14420 5340 21282 18573 14510 1244
"200667_at" 11277 18379 19176 18043 1392 3401 16171 5375
"200668_s_at" 5889 6862 14418 6661 966 21341 11934 17576
"200669_s_at" 14410 7602 3495 7790 677 20337 3647 4140
"200670_at" 1609 2902 15984 19460 473 17778 20029 2161
"200671_s_at" 15 22247 14120 9419 9381 17563 14607 2406
"200672_x_at" 13871 20635 679 5378 14910 20265 16056 16974
"200673_at" 15110 4510 5293 18407 1713 17587 17769 3598
"200674_s_at" 11037 17822 14972 6915 1412 4430 1994 5183
"200675_at" 11054 4200 19054 5854 21975 19688 3538 17626
"200676_s_at" 18756 18785 4115 3243 2364 8994 20362 21472
"200677_at" 11330 9812 17105 19359 1830 20545 16535 18526
"200678_x_at" 10869 19155 12113 20195 21146 21418 13802 18376
"200679_x_at" 15000 9244 4705 16544 21186 19744 13823 1108
"200680_x_at" 11452 18311 17923 16171 2192 17670 12821 19634
"200681_at" 5551 8271 16177 5942 633 2902 17259 4479
"200682_s_at" 12288 18269 5732 6720 1886 17882 11725 17529
"200683_s_at" 11923 18058 4256 16661 22229 1415 16083 18793
"200684_s_at" 11078 18415 20159 20526 3182 20799 14534 19083
"200685_at" 3780 14389 1583 11999 7554 7415 12161 13308
"200686_s_at" 12848 4449 18903 17572 1530 17676 15351 20946
"200687_s_at" 1941 4859 18873 20324 1154 2467 2002 21276
"200688_at" 16695 18213 16416 6188 17138 1182 20372 21577
"200689_x_at" 1635 8349 16071 16037 21158 18135 11367 17669
"200690_at" 2073 21146 8975 20598 4365 15467 19544 16315
"200691_s_at" 4906 5144 16587 19131 548 1842 17814 2702
"200692_s_at" 4106 18079 16972 15950 303 18065 18447 16089
"200693_at" 12364 8090 7152 17782 305 17686 15713 16442
"200694_s_at" 4006 17732 8739 18112 1340 3556 17763 20544
"200695_at" 5997 8092 14566 16729 21248 3581 13103 5510
"200696_s_at" 5068 2811 4469 6770 7210 929 15724 3773
"200697_at" 1971 3453 7279 2065 11844 17962 3360 18133
"200698_at" 12002 5334 17887 6730 850 18575 19575 19471
"200699_at" 5729 9550 6992 7102 21702 21379 12318 2024
"200700_s_at" 3799 20769 6242 5856 767 19260 17192 5488
"200701_at" 10613 18351 4114 3977 21919 2850 4014 1247
"200702_s_at" 4200 19969 552 21874 16589 19169 13366 4740
"200703_at" 14119 4543 20050 17760 21711 21823 12940 18970
"200704_at" 1967 17877 5907 1481 79 540 13957 2546
"200705_s_at" 14166 9319 7557 6781 21044 17837 3441 2112
"200706_s_at" 5017 7143 6625 7570 21482 352 21399 21931
"200707_at" 11456 8700 8306 5681 1854 2236 15110 18059
"200708_at" 1495 5942 4344 8040 8 18776 21084 19344
"200709_at" 14356 833 7064 6840 720 20631 17917 4240
"200710_at" 14121 18678 7461 7258 21850 17601 11904 17523
"200711_s_at" 15464 20567 6785 4787 175 18549 15042 2309
"200712_s_at" 11165 5017 5668 16305 791 20497 12220 5126
"200713_s_at" 3740 6730 7477 4351 726 18059 12979 16882
"200714_x_at" 11176 5795 8444 5149 1226 2589 3773 3687
"200715_x_at" 5456 9187 15991 7987 21473 3569 11397 4732
"200716_x_at" 3460 18266 8499 6542 21273 3124 11774 18032
"200717_x_at" 11256 6959 18165 16682 1915 19386 11279 3249
"200718_s_at" 13609 18979 2673 1282 106 20308 3846 4768
"200719_at" 11920 5756 19684 5111 16608 1174 21622 2430
"200720_s_at" 1833 8382 16860 16968 8653 2134 21913 20829
"200721_s_at" 1734 7168 14427 17731 15397 3165 18263 17475
"200722_s_at" 15865 4176 3950 20845 9233 20366 16039 21114
"200723_s_at" 14607 7916 17201 20524 1959 20349 13599 2824
"200724_at" 20970 19793 3683 2375 20461 9423 15764 4699
"200725_x_at" 4266 18482 6514 6664 21547 4383 1759 3988
"200726_at" 13539 7464 19040 21561 21540 19090 19795 20274
"200727_s_at" 4098 18359 5800 7639 871 1023 2802 16772
"200728_at" 11741 18326 8500 19287 21873 3562 2954 4681
"200729_s_at" 15423 1567 8112 17353 501 18689 18771 16301
"200730_s_at" 5147 3939 14440 17225 853 22173 16421 4350
"200731_s_at" 12795 19889 4569 1452 6287 21644 14152 5213
"200732_s_at" 15433 1845 7970 4263 5938 20929 15295 16914
"200733_s_at" 18480 163 16848 17656 18150 18216 15554 19844
"200734_s_at" 4948 5910 7252 3696 2201 18987 15898 4421
"200735_x_at" 15117 18939 5453 17565 1346 18467 955 4963
"200736_s_at" 10333 14659 11456 15461 12689 11341 2360 10933
"200737_at" 13122 3040 17292 5237 1302 2263 11822 2808
"200738_s_at" 10580 5609 18615 8193 421 2603 11879 16559
"200739_s_at" 2355 5757 4963 3509 21943 18032 12253 20915
"200740_s_at" 11737 19945 17776 17418 986 20685 17294 16489
"200741_s_at" 12285 9062 7549 7986 21038 3268 12005 16625
"200742_s_at" 3434 7130 3193 6929 16130 2449 2885 4040
"200743_s_at" 11545 4063 16044 7297 16564 1178 17236 18069
"200744_s_at" 5398 17379 8703 17511 957 19539 19538 20428
"200745_s_at" 3717 19842 8084 21313 931 21369 15453 20927
"200746_s_at" 12846 20278 18201 18677 21043 3484 15970 20170
"200747_s_at" 12095 9426 16062 5842 15373 21961 13757 22184
"200748_s_at" 12851 6527 7660 6455 21497 19022 1792 3721
"200749_at" 16740 2144 15848 18371 525 17856 18918 21216
"200750_s_at" 15531 9612 14589 19272 1058 19261 16597 19021
"200751_s_at" 17312 5133 6700 7871 1063 18212 864 17191
"200752_s_at" 3817 18959 8892 2971 2128 2066 16181 20445
"200753_x_at" 5106 3337 16954 18951 21514 19229 17713 20458
"200754_x_at" 13029 19623 16883 19352 21618 21380 20079 20862
"200755_s_at" 11210 5490 8901 73 17820 18134 11824 22199
"200756_x_at" 10832 8298 7685 16364 8265 703 13274 5473
"200757_s_at" 4034 4410 4702 16800 2036 20638 16943 4464
"200758_s_at" 808 7289 3824 2268 6993 20352 14537 19837
"200759_x_at" 1032 7088 21059 3911 240 4024 15426 1905
"200760_s_at" 15908 8117 4678 6726 505 21054 11546 1998
"200761_s_at" 10907 3728 21340 18323 22183 20263 20468 862
"200762_at" 15485 3323 20365 20050 7342 21954 15700 20252
"200763_s_at" 10978 19371 17008 5922 21281 1353 983 17413
"200764_s_at" 3217 3772 8347 6219 1939 18930 5176 2890
"200765_x_at" 4465 6359 16506 17799 21577 3786 4686 16630
"200766_at" 5181 22137 18159 18743 21057 3904 13384 18619
"200767_s_at" 10744 7645 1618 8136 699 22104 18728 16283
"200768_s_at" 19740 5865 14497 18834 269 2085 19096 21464
"200769_s_at" 10839 1886 16576 18165 16112 20581 21756 4292
"200770_s_at" 4256 9301 19194 21521 8375 1211 3325 17864
"200771_at" 3948 4688 6253 1893 4358 21041 16184 16282
"200772_x_at" 13007 20653 18857 16346 21338 18579 16804 19584
"200773_x_at" 13875 7378 8513 6355 774 19228 2472 3707
"200774_at" 18026 5078 14727 17577 718 17927 16204 18018
"200775_s_at" 3142 8358 19170 8399 1476 2878 3844 17432
"200776_s_at" 11451 18791 4113 4493 22049 2262 19584 717
"200777_s_at" 15009 6549 4688 17329 1231 3794 13607 17726
"200778_s_at" 4915 8916 6584 3551 1237 19349 3281 17533
"200779_at" 1742 6102 6003 908 21829 218 2459 179
"200780_x_at" 3042 7419 7678 17878 1805 18580 13145 16841
"200781_s_at" 14120 19881 7683 7581 1698 2144 11701 18420
"200782_at" 10906 4395 15123 15866 1552 3400 17139 720
"200783_s_at" 12195 1228 7018 6837 17875 2576 12749 18495
"200784_s_at" 9052 16101 12207 10560 14608 7536 6905 9537
"200785_s_at" 2910 21010 915 21382 7145 8668 11952 15462
"200786_at" 11907 8188 15789 7524 21080 20784 11591 17857
"200787_s_at" 4562 7679 19603 7629 22174 2780 13941 19071
"200788_s_at" 2641 8357 7013 17993 8762 157 17877 20269
"200789_at" 6017 3302 16108 7243 21904 2094 2074 823
"200790_at" 11736 17280 7917 19631 1000 19860 14138 4303
"200791_s_at" 3007 7756 19089 5401 16031 1592 19774 19016
"200792_at" 13955 8774 15218 7136 978 20688 18274 17656
"200793_s_at" 15555 1913 15379 5277 1812 4042 15785 753
"200794_x_at" 13760 18023 6432 18474 876 20541 16000 2826
"200795_at" 17628 19515 21302 4386 15333 10121 17865 13444
"200796_s_at" 2060 533 7795 15875 20762 22273 15362 17662
"200797_s_at" 3607 1575 8507 18229 2009 17583 13950 5235
"200798_x_at" 5016 477 15065 6882 223 20005 13292 3449
"200799_at" 10946 9044 7813 7007 460 3967 11307 834
"200800_s_at" 2930 2791 6552 7952 299 18211 1041 120
"200801_x_at" 4355 17622 8948 7782 21153 3243 11632 18341
"200802_at" 4604 5120 7830 3460 21671 1413 13225 1438
"200803_s_at" 4472 4679 6766 4698 21589 3915 15227 1550
"200804_at" 4036 8683 8274 8388 898 3361 1955 16290
"200805_at" 15011 19933 3788 17253 9001 2738 21358 18737
"200806_s_at" 15420 5825 8761 19167 21832 20669 16609 4737
"200807_s_at" 12332 9302 16872 17535 1275 4149 15863 4765
"200808_s_at" 2318 691 6626 19372 80 1373 20093 20222
"200809_x_at" 12617 9435 8374 7289 20932 18296 1011 2499
"200810_s_at" 4042 4349 20550 4193 328 21902 1541 18749
"200811_at" 3877 5637 8221 17216 1864 20467 12049 16556
"200812_at" 3409 8854 16730 17773 22213 20859 15165 5327
"200813_s_at" 11065 8142 14525 17914 17859 1485 20602 19494
"200814_at" 10541 9562 5594 5013 212 3962 17543 16660
"200815_s_at" 1658 7436 17570 18256 1371 20648 14418 19670
"200816_s_at" 11677 19835 17799 20590 7915 17897 19389 20077
"200817_x_at" 1627 9116 17321 4993 21468 2809 3897 17537
"200818_at" 14441 18111 4801 18944 21421 19742 2762 4810
"200819_s_at" 4859 18967 15996 16876 1319 3809 2429 4664
"200820_at" 5776 18180 15120 16646 21948 2494 13707 16903
"200821_at" 19125 4551 15015 21145 15780 18804 2310 18463
"200822_x_at" 2556 8717 8999 16855 778 3734 17383 16541
"200823_x_at" 4223 9099 7515 4317 1660 3194 2795 4954
"200824_at" 19200 20576 19344 15896 19043 2873 15418 11583
"200825_s_at" 3005 5817 2554 16132 1681 19641 14425 17851
"200826_at" 12629 17843 8155 8496 919 19488 11243 4370
"200827_at" 15342 489 17207 20129 16767 550 3869 21792
"200828_s_at" 12099 18854 5610 19758 21499 21899 18890 19022
"200829_x_at" 16193 6933 5832 20013 1988 21920 19968 5083
"200830_at" 4822 18518 14619 17590 21313 1977 16595 18332
"200831_s_at" 1414 1460 5533 4979 22078 2759 14026 2897
"200832_s_at" 4468 6831 7342 6850 815 20094 12128 3708
"200833_s_at" 13913 2912 18486 17258 872 20101 20389 4746
"200834_s_at" 17853 9509 14899 16239 20953 21312 1311 17000
"200835_s_at" 9080 15234 12408 13105 13604 16150 2375 15389
"200836_s_at" 2521 18136 3792 20597 20556 20177 20838 2779
"200837_at" 12762 7114 17119 7327 21199 17846 18354 18021
"200838_at" 786 4246 8952 18296 748 2561 18036 3730
"200839_s_at" 2320 8501 9131 18681 434 4227 1197 2956
"200840_at" 11209 7512 16603 17473 1708 18742 14923 16406
"200841_s_at" 4966 17515 19622 20074 7183 1877 12772 18788
"200842_s_at" 3945 725 21607 20250 21229 2005 21246 4054
"200843_s_at" 3942 6836 4994 6848 1936 17592 14106 18358
"200844_s_at" 4044 18438 5764 8279 2084 2079 12344 3951
"200845_s_at" 13050 18038 16803 5714 143 3181 2967 4227
"200846_s_at" 4840 17861 7738 16394 21106 17800 15651 19675
"200847_s_at" 16189 6916 15989 16489 219 1518 3176 2329
"200848_at" 2239 2137 6326 21795 21304 3550 11372 21374
"200849_s_at" 3504 1262 16540 19515 14869 1465 20061 20465
"200850_s_at" 10861 4179 8634 4437 21136 3193 20659 5115
"200851_s_at" 11631 6936 14441 5130 21348 2606 1378 2685
"200852_x_at" 967 5263 8430 16878 13376 4369 18415 18134
"200853_at" 14997 5245 7049 18633 21903 20731 12300 4646
"200854_at" 1429 5384 18675 20110 6869 22091 19232 18685
"200855_at" 19113 17881 12056 2734 19632 7539 17764 5584
"200856_x_at" 19899 870 3904 1705 18226 16492 20005 2067
"200857_s_at" 5195 4172 6752 20314 3739 21795 17017 3815
"200858_s_at" 13943 17415 6698 16734 1636 17696 3117 17585
"200859_x_at" 1138 4151 7849 5469 500 3682 2557 4330
"200860_s_at" 11987 6961 15744 16034 777 20264 17475 18113
"200861_at" 5350 5507 5092 17651 19037 21198 18953 4036
"200862_at" 3204 345 15038 17826 2 19631 15561 16874
"200863_s_at" 3878 18541 15367 8278 1866 3319 14609 3142
"200864_s_at" 17723 4419 3804 2778 7172 4350 17684 17250
"200865_at" 7530 10932 9993 9354 12140 11929 7306 14853
"200866_s_at" 11168 3569 7285 17458 1292 17764 14958 4326
"200867_at" 14182 7176 17360 20239 21133 18210 17445 18210
"200868_s_at" 5869 17628 7320 3249 21456 1631 17880 5573
"200869_at" 12317 18736 6856 6465 21643 4121 3438 2489
"200870_at" 13900 3477 16575 7896 21179 20360 15177 4431
"200871_s_at" 13925 7867 8573 18807 976 2141 11595 4807
"200872_at" 11015 8226 7852 7551 703 20131 11826 2148
"200873_s_at" 15723 315 21163 18861 1437 19105 16118 4783
"200874_s_at" 19170 9583 19079 21252 7151 4064 18991 16063
"200875_s_at" 17694 20627 15554 19833 1904 21422 16904 17750
"200876_s_at" 13912 19698 15949 17184 1204 20506 3828 5288
"200877_at" 1245 18281 18020 18594 21477 20080 15903 4322
"200878_at" 17492 4035 1322 18175 19330 21455 12054 20199
"200879_s_at" 21451 20044 1164 2536 15360 9435 16170 9309
"200880_at" 15195 18970 3734 17033 1980 2727 17770 18051
"200881_s_at" 15162 8472 15753 17022 1712 21377 15830 20588
"200882_s_at" 4235 7042 17236 7527 2113 20287 16279 17714
"200883_at" 15608 7390 6767 4968 21049 17604 3661 3717
"200884_at" 3144 3114 1466 3302 4750 4197 12015 1832
"200885_at" 2404 5861 4306 7164 21822 19486 1268 5641
"200886_s_at" 3017 18864 15244 15922 2020 18924 14743 16840
"200887_s_at" 15918 17879 14746 16750 7772 2958 3961 3031
"200888_s_at" 17021 8375 6669 6342 21570 21094 12622 3096
"200889_s_at" 12800 1014 15375 5619 1002 21734 12669 17658
"200890_s_at" 3965 7793 8772 7072 15032 22000 3138 3126
"200891_s_at" 15720 5939 8029 6941 178 906 1852 2959
"200892_s_at" 5921 18966 20101 5327 21924 20060 14376 19708
"200893_at" 14614 17824 16084 18787 265 20599 18086 19144
"200894_s_at" 16622 18100 14561 17469 21931 3739 4013 17866
"200895_s_at" 19223 3366 14851 17213 1949 18510 12245 20366
"200896_x_at" 15187 5985 4025 15883 1126 3895 12856 3042
"200897_s_at" 16713 18160 17802 20668 21634 3666 17145 18787
"200898_s_at" 12263 18472 16081 21981 15508 22092 19677 17848
"200899_s_at" 21455 19852 4405 17508 16304 3049 19837 18837
"200900_s_at" 1586 7156 19456 20114 586 19549 16508 17661
"200901_s_at" 10852 6196 7295 5724 21303 19793 18095 17957
"200902_at" 16321 1270 9020 20120 823 1160 19032 16617
"200903_s_at" 10715 3258 17457 6825 1109 3283 15489 1544
"200904_at" 539 22050 22255 5673 4484 13288 19324 5087
"200905_x_at" 5601 3958 3258 4352 22125 1881 12683 5490
"200906_s_at" 20294 21597 7040 1995 15530 22008 17931 1523
"200907_s_at" 3050 19480 4009 18703 18849 20806 19469 19886
