"inst_421" "inst_910" "inst_1004" "inst_1165" "inst_1224" "inst_1649" "inst_2389" "inst_2684" "inst_4448" "inst_5221" "inst_5442" "inst_5584" "inst_6183" "inst_6341" "inst_6984" "inst_7420"
"204137_at" 6959 14278 3007 2737 3173 14490 1006 4486 1643 2334 12321 706 1239 13725 2677 1110
"204138_s_at" 9836 7090 8803 3735 12832 11265 14451 7181 20552 1655 314 7195 21385 533 1952 2214
"204139_x_at" 4059 893 554 2069 3632 399 4689 1500 2677 316 1955 932 16699 20456 2231 918
"204140_at" 2019 2611 13146 8057 4104 634 13817 811 4193 14674 12672 18694 11287 17719 1849 22220
"204141_at" 7259 3852 13869 2666 4943 2005 6612 87 4273 2703 3251 4130 14057 4057 1790 3853
"204142_at" 511 2006 19901 5770 17078 19445 13435 6450 21513 21765 18557 8922 19379 18459 21156 20390
"204143_s_at" 21143 4268 18898 4981 13138 2586 16854 20059 19234 16672 5163 8488 18985 16224 5089 16924
"204144_s_at" 17385 10607 14936 6720 12566 9667 6590 8971 20936 6648 15452 22200 16346 9048 8294 2564
"204145_at" 1841 20872 4114 7016 13976 16406 18229 4458 15769 6296 20878 9406 16031 13269 4708 2694
"204146_at" 2584 21699 22001 1688 18909 21742 14775 4744 16136 20696 20994 2047 13362 20999 20475 21263
"204147_s_at" 20230 21130 18775 7450 15324 19601 17303 16600 21725 19692 21246 19674 21012 20943 19239 19707
"204148_s_at" 18639 1345 17395 14478 4509 14965 20571 2739 7967 18121 17904 12162 10147 20704 21708 3624
"204149_s_at" 401 15288 4066 3017 13874 18860 14520 19101 19293 20414 20464 9647 3246 22046 1789 21885
"204150_at" 2695 6322 7203 16577 10912 13137 360 13756 1801 6910 6834 3564 946 10107 3935 6932
"204151_x_at" 1512 152 1717 14745 4168 254 6181 14293 6939 1021 305 5251 6914 459 1265 2590
"204152_s_at" 16140 4931 7937 18720 10850 10692 5634 7464 11152 10516 8591 14023 20103 8896 8681 12698
"204153_s_at" 5182 7044 192 21155 409 13829 14668 19351 14761 17333 3928 19368 19935 12596 16830 11800
"204154_at" 8190 9727 2230 90 10134 2095 2170 1453 897 14459 16051 2333 2112 9774 6516 6859
"204155_s_at" 21097 6785 4182 18758 19534 9950 1722 18071 15858 21913 17377 4717 19953 16383 14474 11931
"204156_at" 14604 4709 1066 21061 14385 13371 5495 4399 19545 5195 18907 8816 13140 1968 8287 7737
"204157_s_at" 2303 17336 2158 3244 20035 1220 16188 4908 3279 1175 13050 3686 3336 17403 4013 112
"204158_s_at" 21632 18785 21113 21635 13031 19348 4901 18078 19548 6919 3036 9509 2246 19878 19005 5082
"204159_at" 20668 20098 21980 2933 20717 22185 12943 10663 15494 17823 21951 2866 12188 16040 5501 21215
"204160_s_at" 2894 2874 3223 9609 16611 21379 8874 7547 5073 20642 14544 10676 7458 3832 579 21113
"204161_s_at" 9006 8886 19885 15871 19298 14668 8611 12056 4569 16083 13128 701 9717 2962 8153 1424
"204162_at" 6681 14640 18369 4592 21967 14900 21237 8278 17891 5004 17598 4580 16355 18370 15309 15879
"204163_at" 12586 13807 7861 13593 5779 10947 11487 21024 9233 13413 10320 15977 9277 8556 12051 8885
"204164_at" 8676 13968 1348 4255 1536 898 15985 18349 6552 3921 7568 22072 2135 19702 14341 8126
"204165_at" 76 15399 4531 17767 16027 20876 18567 10447 2268 3255 18555 822 17065 2395 3594 21595
"204166_at" 532 2385 3368 14639 13144 22249 14116 10352 7198 3363 16546 22054 22029 22074 2854 630
"204167_at" 3545 18416 19135 16299 20758 3211 664 21256 8363 14199 16462 9886 17789 1217 17397 15690
"204168_at" 4666 15892 20925 6748 17711 19905 16631 7709 7957 16705 18184 7833 15257 14153 17878 2240
"204169_at" 8471 20102 16592 3994 1892 21689 22037 22134 4902 3367 5061 9052 14825 15280 20424 5128
"204170_s_at" 3184 14518 13272 17832 16927 2688 14083 4745 8020 16077 6075 7979 16084 13274 3019 15780
"204171_at" 4117 4504 19250 4694 15635 16969 18719 639 4596 3900 19364 5592 20982 16122 4691 18208
"204172_at" 7091 20691 20018 4520 21638 21300 18933 6258 7378 20063 21073 2988 12896 20952 20602 20217
"204173_at" 16999 1561 3417 7103 2754 2845 16976 3694 16990 15233 15126 9250 3979 14717 3332 4425
"204174_at" 17239 9361 1353 18830 1150 5765 17684 20956 2113 2088 12371 1988 19272 8363 12423 13857
"204175_at" 17834 21034 18240 20564 19850 4231 20543 9754 17869 16187 18229 5954 20385 16842 17772 18963
"204176_at" 13906 22006 15580 589 19851 1242 14486 5860 6279 17532 20837 1138 19291 21040 20245 19658
"204177_s_at" 16737 17768 15527 20710 20896 20381 15146 1986 18742 6102 15062 21032 13552 4039 1522 15277
"204178_s_at" 17148 21970 21650 20618 21170 21097 19788 17394 21323 21054 21365 20957 16329 21059 21725 20931
"204179_at" 2970 2670 19101 9198 15245 4242 1112 17800 7291 15784 12153 19602 4663 522 3967 15072
"204180_s_at" 5687 22224 3487 208 920 14243 21615 19819 878 1993 3545 10531 11591 2166 17150 16555
"204181_s_at" 6608 18616 17048 7824 911 16973 21216 2218 8267 2218 12673 4037 18469 1755 21046 21972
"204182_s_at" 5088 1740 4100 7206 17643 4141 22259 1162 119 3869 2515 6682 3509 20400 1738 4406
"204183_s_at" 21626 21755 21011 18053 718 20111 5332 8161 9259 15317 20179 3985 10401 869 22106 4438
"204184_s_at" 7324 9188 14044 2287 13642 13659 14089 4875 21780 2669 21816 2176 13348 8911 18640 17691
"204185_x_at" 3870 19309 15860 3153 19520 16286 16071 3698 5918 5465 13919 2399 11119 14830 2014 17838
"204186_s_at" 5493 16610 17234 5649 20126 3314 15828 2777 15902 5970 15333 4301 10470 20655 16319 20156
"204187_at" 2294 12292 7395 16294 17781 13197 17 560 3669 19488 22229 22240 1568 12331 14258 7314
"204188_s_at" 17199 20481 18720 13150 17069 22252 7149 13378 5787 21923 20894 19607 8523 10436 627 18317
"204189_at" 19718 18398 22186 9014 17619 2073 8074 100 3935 4650 13984 21918 810 535 20927 20817
"204190_at" 20793 19777 18333 8301 17522 18918 14947 4847 6511 20749 19905 11800 16660 18507 18906 2674
"204191_at" 14158 6699 17211 550 18990 2145 12881 17407 21066 21500 4555 1892 10710 1484 2266 11588
"204192_at" 12904 9076 6937 7203 9004 6096 2636 707 14204 11264 288 18304 10637 5406 6477 11525
"204193_at" 239 1801 1356 4300 3922 20334 3394 1666 15654 15087 5279 6589 16821 987 21597 20
"204194_at" 6489 1753 4323 1984 2010 1883 13578 7129 2361 5278 18348 524 3455 13721 4229 15130
"204195_s_at" 8923 554 14979 1151 22008 203 22228 9005 4441 4351 12832 8328 15452 2458 15554 22097
"204196_x_at" 12232 9448 8518 2694 12751 5892 13259 16717 415 8760 11698 4824 10701 10302 14546 14789
"204197_s_at" 3125 10287 12390 20626 3585 6460 17823 8965 14924 4561 15092 20127 13565 12669 3417 8338
"204198_s_at" 11999 6336 8373 5045 7058 12158 20244 1943 1976 12586 11619 14969 10921 12773 6675 7464
"204199_at" 15046 568 2978 16178 20863 17012 9161 14544 19695 3538 3839 1606 4367 6899 13124 6983
"204200_s_at" 8085 22138 1328 15307 3063 20485 10888 6292 20910 1509 658 22044 9553 838 2235 18070
"204201_s_at" 13679 4122 19692 13976 19724 19770 2221 11856 3960 18502 4705 2588 13438 3329 20411 18930
"204202_at" 5640 18349 20782 19403 17967 19552 4663 10464 5622 18482 18774 5433 13786 22122 21925 20197
"204203_at" 4115 3068 3030 1108 451 13418 16399 6456 289 6748 12742 2915 14400 1204 1868 5307
"204204_at" 7360 20368 3276 1601 4759 20919 5603 10738 1235 18531 20712 21210 11951 2630 19667 20273
"204205_at" 9015 7399 2632 16355 22215 5015 6906 13397 5544 11089 8505 10016 396 870 10605 12764
"204206_at" 967 453 1504 21117 1831 15283 16708 7678 2575 1429 2468 11493 19709 12862 4057 683
"204207_s_at" 3534 19108 15385 4806 19691 1882 17311 7777 17655 17420 15821 2018 11685 21371 19159 21156
"204208_at" 21568 19136 18778 20012 1245 19500 12843 22110 20790 18210 16161 9369 20627 20333 20896 19006
"204209_at" 17759 20011 3065 5249 20517 688 17354 1985 7023 21254 5090 3881 21324 16100 21367 19445
"204210_s_at" 9796 2506 18263 9795 13355 17200 9932 12430 6953 4832 20113 20538 15607 11612 1596 20614
"204211_x_at" 1286 20414 20142 2269 21147 14515 5475 1765 15868 16245 17467 11312 2716 18563 21851 19248
"204212_at" 18075 3052 16075 18946 14512 20888 12919 21342 15863 3739 20398 19691 14185 12288 19433 1895
"204213_at" 4908 12989 12510 16793 9323 978 7485 15543 11222 12879 8423 18221 9181 6938 13918 12637
"204214_s_at" 3733 19923 3085 8014 19283 15058 18027 16940 5652 16336 13920 5641 14657 14247 1681 21973
"204215_at" 3425 14036 13722 887 309 3699 2913 553 5592 3147 5610 2995 12833 12379 18584 5176
"204216_s_at" 3366 17246 16727 7311 17597 4218 2874 5134 14908 18132 17712 18989 10331 4432 5099 18334
"204217_s_at" 4432 851 4900 14952 4040 1127 12586 18428 20049 1976 4328 21517 960 4074 14370 196
"204218_at" 3474 2290 16096 2411 13321 17963 13293 21624 7892 17883 16742 19278 11867 1043 15691 2742
"204219_s_at" 16769 17403 14577 8163 16297 18790 19165 18128 8989 19315 16132 19453 15578 17263 15273 15794
"204220_at" 11268 10536 6498 19776 8845 7899 16209 18104 9763 9944 9664 14615 11889 7436 9811 10344
"204221_x_at" 3625 9514 1061 7638 14353 3084 3980 2365 2424 20232 6155 973 20506 17562 13391 12655
"204222_s_at" 11875 9441 5747 5921 16712 12282 17606 22119 17819 11494 10265 18310 15894 4259 14056 5570
"204223_at" 12017 12148 11298 14007 10631 8800 5914 11757 11636 10542 7413 15519 9138 10819 8557 8859
"204224_s_at" 16697 14744 16531 8372 3334 13953 1742 4246 6409 17208 14823 3134 15498 14437 5607 20882
"204225_at" 8882 15397 16380 19518 22097 21897 13980 6876 16669 4761 3028 21342 18642 20475 20567 16888
"204226_at" 241 20862 18356 20797 13553 15277 5423 10057 5753 16675 17863 11090 15179 12523 21294 17946
"204227_s_at" 198 11075 2075 19656 2625 9160 19196 1370 19628 2912 3532 21519 21411 1991 10395 1944
"204228_at" 3459 18891 14314 18541 14553 16050 15313 19821 15313 20087 18261 19664 17874 13086 19092 17472
"204229_at" 342 6512 11345 10793 9589 12636 9866 229 5883 3318 11684 21574 5270 9291 11169 12672
"204230_s_at" 21926 12441 12705 8422 2220 13025 12669 4956 2480 19498 8329 1705 12025 8147 14246 12884
"204231_s_at" 6777 207 1592 9538 9164 13743 11113 263 13569 17659 18511 12409 207 4918 5896 11797
"204232_at" 17014 8615 4815 3406 6658 2562 16066 2721 19081 5156 19773 20900 12504 3210 8072 606
"204233_s_at" 180 19050 19715 8016 572 18663 19028 2855 2088 14372 21334 6200 10961 18999 21326 22231
"204234_s_at" 2604 13950 15892 3039 20023 15915 17170 10264 16481 5626 13975 9174 18436 13952 2947 18938
"204235_s_at" 3110 2947 3856 10387 3330 4008 3361 15423 1088 2539 3009 1717 4623 3484 1980 4113
"204236_at" 15861 10112 11749 4204 10693 8780 17579 9537 4786 11633 8697 16034 20528 12502 12495 10468
"204237_at" 2666 1501 15246 10388 13291 2172 5964 14324 2541 1990 3841 708 8527 12663 2404 3105
"204238_s_at" 18476 3332 16714 20522 4201 14722 19635 9568 17610 18184 15180 3853 16302 17341 14591 5469
"204239_s_at" 20855 11465 8667 15778 7262 9766 17548 21824 978 2037 20366 1020 1004 8021 2484 12803
"204240_s_at" 3517 18918 19992 7804 15124 14911 12976 9159 9344 17558 13545 5804 19674 18557 15267 15822
"204241_at" 2534 22053 20355 22069 21763 21575 13904 18058 15150 17374 20401 19266 21483 18952 21204 2610
"204242_s_at" 20660 2508 21908 17660 3446 22269 18849 2969 22166 21733 20886 8918 3765 9151 17160 22225
"204243_at" 5508 4192 3604 5237 4946 18320 15036 9118 17380 6900 3496 6278 12057 21072 18137 5383
"204244_s_at" 19405 20964 17181 2241 22230 16281 16286 2809 8057 15657 20323 4093 19171 19792 4456 20422
"204245_s_at" 18616 4662 20013 3435 18786 14902 4913 10277 19272 21345 17409 10133 18298 16742 19060 20434
"204246_s_at" 5253 19657 16730 4197 18676 13889 12724 9139 16693 17897 13718 9662 17601 14543 3657 5455
"204247_s_at" 3379 20769 20218 1415 3420 21832 14039 18389 19844 21436 5581 4392 11241 4206 17368 5947
"204248_at" 14944 17743 14369 16389 3044 2852 11825 15463 18291 19696 20234 20560 400 2702 20107 4681
"204249_s_at" 15071 14973 14031 2851 6660 11069 15333 18685 4101 21693 4421 2941 17594 5812 11882 19359
"204250_s_at" 19250 6297 4018 12754 11697 8447 1526 16641 18704 9487 11281 21928 170 16854 8191 7616
"204251_s_at" 255 19416 21562 7044 19222 18309 3816 20826 17797 618 15315 1448 3257 20311 10673 3731
"204252_at" 18245 18865 17743 7703 20697 20466 15063 20187 18495 20565 17890 8487 19443 20571 19554 17979
"204253_s_at" 22125 19610 18996 17419 13110 13055 1465 22246 21951 21815 13229 4821 11933 12944 18769 15702
"204254_s_at" 6848 21096 19732 21783 18780 16538 14344 19837 21506 15620 4681 11803 13630 22051 15988 21795
"204255_s_at" 6014 3898 17845 19702 18283 18284 15446 10097 21543 16171 13709 18729 18960 12735 20778 18237
"204256_at" 2425 2129 13900 2707 14537 1952 15532 19386 2332 1650 14426 628 11504 22269 4290 17714
"204257_at" 22041 326 2894 14592 511 1583 10639 11729 3917 914 84 47 16652 626 20048 1282
"204258_at" 17033 20935 20651 4557 19328 18134 20408 3957 7437 15306 19793 4934 16058 18248 4959 20559
"204259_at" 21749 10062 10665 11732 7504 11956 9067 13727 14209 11685 909 13887 5943 12924 11011 10651
"204260_at" 5695 4877 9068 16677 11414 4961 4657 16342 11154 8172 8948 5149 9874 7050 8886 12182
"204261_s_at" 6536 22062 9457 10968 1404 12773 13221 8671 6524 1009 22155 6378 984 1928 15162 19728
"204262_s_at" 21844 2733 15202 17367 18671 16391 4134 16472 19202 5367 12954 20327 16849 21101 15789 4427
"204263_s_at" 5748 3558 13886 4621 18722 21180 15326 18553 21437 21285 2903 20918 19792 4253 19542 19343
"204264_at" 2457 19349 19173 7725 21970 22192 14602 8353 20718 20154 21965 18471 15432 17228 19822 1049
"204265_s_at" 868 6102 8593 19061 2311 8503 18625 7681 3071 19975 4756 18511 1718 15737 2259 17456
"204266_s_at" 4290 16981 19152 18629 4363 21980 21838 886 17475 16521 16468 6512 1763 1513 16281 17594
"204267_x_at" 19908 19253 17950 21556 2483 20577 21902 20162 15464 6112 14433 18790 19135 19783 20208 18574
"204268_at" 20617 802 7182 14075 4385 9939 7187 13294 4586 4751 2617 175 14398 3665 12738 7798
"204269_at" 6882 22257 1110 493 515 13323 718 8974 776 966 15428 671 3574 4552 1362 17018
"204270_at" 18502 5614 395 17702 16197 8789 13040 10270 1355 17816 22231 17261 17288 15887 12901 13069
"204271_s_at" 14814 5977 4516 3555 9112 6999 21137 2312 4833 11586 19322 1751 21670 16160 14512 14853
"204272_at" 21813 6608 6583 13066 1506 3391 8261 6028 19906 19787 15643 6069 14076 2082 8019 14858
"204273_at" 12677 7908 5424 11826 10293 7912 7573 11663 13331 7307 10345 14560 4844 6644 9531 6609
"204274_at" 7191 17706 20596 3338 18759 2764 13845 17181 14888 18141 15048 3583 11625 17442 20236 3383
"204275_at" 17121 21393 1401 22257 15958 14876 20498 5001 21090 1004 20075 6369 20726 21997 19892 20259
"204276_at" 14974 4229 1992 363 4942 17010 3746 4435 3952 14237 6021 4746 13232 21205 277 8402
"204277_s_at" 15062 18758 11387 10099 10208 11412 11447 1466 9347 12010 6803 16269 1900 19039 11784 8293
"204278_s_at" 19537 4640 14149 3073 15271 18843 14307 10315 4133 4128 14798 11641 11363 18419 17848 18306
"204279_at" 1291 7861 5498 7415 1994 10950 18152 17414 22085 7530 10095 1650 19350 14571 13345 9969
"204280_at" 11888 699 11408 374 296 10178 12944 10867 19689 1085 2782 21516 18786 7083 10229 7277
"204281_at" 17091 22049 13277 12768 1063 20404 7450 16254 6263 18843 21121 21961 317 19724 21380 5345
"204282_s_at" 4998 4519 15793 21300 22031 17393 18269 7328 14605 20805 21062 20718 21758 16191 22052 17006
"204283_at" 21226 18522 21920 21105 21651 21088 3541 18543 19443 18951 15317 5137 15606 13846 20553 19345
"204284_at" 20868 21566 22200 1049 297 15123 22105 3508 2568 21468 2925 20563 21185 313 16843 16845
"204285_s_at" 1675 797 208 298 960 13 20669 3244 494 268 2429 52 2669 504 44 4937
"204286_s_at" 8741 752 65 183 2854 26 17680 2009 735 935 12092 267 11040 495 501 697
"204287_at" 6512 1555 13091 7486 2228 179 17794 3064 8190 14461 15892 1502 815 2348 19287 3335
"204288_s_at" 11927 13133 11185 14633 9383 9582 11816 14792 21451 13135 6747 13360 9661 11381 8418 8710
"204289_at" 8688 18375 10613 16835 12774 12846 8952 667 13779 9244 8749 1915 9921 637 8085 13309
"204290_s_at" 336 14506 20640 1054 3286 2620 1727 17742 6616 16828 17089 10466 1729 912 16325 308
"204291_at" 12068 18693 14566 917 10807 20014 3238 9704 8741 19185 20982 5947 16999 12098 21737 16851
"204292_x_at" 17964 3567 222 5254 1982 166 16057 4931 3232 448 2936 5099 3158 14304 606 22147
"204293_at" 22161 20123 22160 8576 855 20868 5763 13604 7681 15800 21168 20172 4236 4748 19801 15942
"204294_at" 6747 740 7654 202 3354 21356 4272 20328 1986 3418 18943 67 14822 15841 8013 18522
"204295_at" 5794 2030 13290 5711 3396 13793 16490 6447 5792 19372 5515 10616 19585 4652 5883 4908
"204296_at" 20745 887 17674 17824 214 7411 14836 21416 1400 21597 22230 22210 20334 10 2407 150
"204297_at" 1589 3777 3657 4415 14273 3729 13337 9637 6855 2083 5193 4937 15792 14302 2992 3458
"204298_s_at" 11093 8778 1444 10685 13414 6899 351 810 18179 8960 7472 19280 14817 2918 12607 13140
"204299_at" 16844 21469 21014 4882 21992 21425 20045 6733 9253 5801 18849 7687 16543 20502 5931 17778
"204300_at" 383 16629 16771 4080 21933 17927 13017 8394 20953 20777 16294 21546 2573 15593 18831 5426
"204301_at" 10357 16752 16436 2009 22062 20300 15068 21171 7816 4801 18320 935 20462 1294 14490 2332
"204302_s_at" 3389 1065 11521 13835 6103 12488 22209 7754 8927 11727 1556 21200 19779 15797 7709 8480
"204303_s_at" 3707 542 1633 17064 6902 8588 21970 3834 406 9500 8663 16869 17873 9281 7610 14474
"204304_s_at" 9315 5585 6884 5116 11684 12336 12348 1553 14489 3909 11411 14929 5488 5230 11675 6522
"204305_at" 6938 20358 16356 476 19934 18880 21352 22192 7415 19866 21457 8944 14896 17967 15813 16025
"204306_s_at" 6038 16371 17362 7884 15590 3598 2561 2689 18326 2146 2331 10394 17740 2852 3262 15823
"204307_at" 15192 9427 21565 10285 13409 10850 12590 2825 1287 209 171 4317 247 4218 1881 10697
"204308_s_at" 5391 16468 793 4395 13459 20004 3812 6014 9153 21761 5604 7533 14995 2527 21262 15074
"204309_at" 12133 7947 7529 13676 10857 4859 9085 13333 12067 12053 7007 9863 8160 4503 10588 10954
"204310_s_at" 15308 9057 9002 13963 8226 5118 6929 9326 15094 9413 781 642 4449 7004 12223 9634
"204311_at" 15700 9131 10765 9387 1805 4900 11231 2472 13023 10406 9959 13996 9714 12047 7444 7454
"204312_x_at" 5465 16487 20176 664 3316 3459 16575 3113 6185 21685 18789 7026 12332 3524 14629 16824
"204313_s_at" 5165 16548 19786 3014 21612 2293 4803 4078 15091 20585 15968 5258 10825 19651 19589 4194
"204314_s_at" 17331 18446 14771 4792 19587 18512 17760 4709 9179 15654 18802 3784 19906 14275 20310 15743
"204315_s_at" 7353 14778 13541 4589 21995 21232 17207 2392 17775 6040 16548 6230 10230 18054 19196 17654
"204316_at" 18522 3361 1166 47 310 2425 2412 6276 1895 5906 1884 1971 21537 21560 21802 5040
"204317_at" 3395 18798 22053 2876 22118 22080 1975 18551 21511 20309 15248 20006 3471 2330 20764 22246
"204318_s_at" 17232 20126 18951 6172 21343 20968 14385 6622 17070 19506 15556 10933 17269 18512 21895 5971
"204319_s_at" 6005 4477 14048 5809 18493 1492 19957 1953 4192 16573 16446 9959 12206 12532 4906 1684
"204320_at" 8727 9209 6208 10863 6941 12792 9708 15957 20102 4745 2920 18365 6275 8040 9809 6755
"204321_at" 7151 18810 3613 8575 11219 13926 6827 15143 913 5213 15910 6665 8748 12211 16499 4318
"204322_at" 12032 8019 5558 11897 7266 8062 8916 11264 11437 9234 9619 13820 4414 6066 8920 9281
"204323_x_at" 6604 6193 1287 22063 17504 13436 1139 3801 17086 3585 4671 10006 3340 1005 8347 1718
"204324_s_at" 21031 1666 22271 4069 14630 15531 3699 2595 2330 6409 4830 5889 12055 12587 20653 2595
"204325_s_at" 1290 1019 13157 21558 12724 21979 250 5631 22140 2318 5965 4166 11249 5732 18960 2188
"204326_x_at" 5943 1645 18462 3957 2794 2590 16273 5441 216 1861 2374 2548 14572 138 2825 408
"204327_s_at" 8173 21524 15628 19024 5141 17556 5523 17065 18750 16804 3286 8934 10590 16969 2009 15308
"204328_at" 783 20701 14950 21777 17031 17827 17754 16651 7151 19774 2410 7693 15182 21448 1917 2458
"204329_s_at" 12718 22083 812 3156 898 19247 20521 4710 22211 6707 22059 9485 10400 22180 1057 1670
"204330_s_at" 1940 17552 2185 1265 20254 21350 14392 4369 19948 20962 14538 19164 10502 6540 4434 21947
"204331_s_at" 20829 19478 18271 20912 14038 17107 19284 16977 20372 20639 19595 19667 18979 16323 20098 21511
"204332_s_at" 496 2466 20192 3844 13602 1956 4583 8943 5648 16577 16766 2632 14897 3465 17002 1894
"204333_s_at" 6280 21592 4491 2575 16377 1446 12996 7369 6325 4728 20892 2878 13131 4322 16712 5216
"204334_at" 19825 1343 21865 1379 3247 15522 621 3377 764 344 12654 21042 2157 1348 114 20320
"204335_at" 21783 14214 21439 1433 16192 13346 20858 20779 2515 19432 13069 21272 13487 19288 18994 2958
"204336_s_at" 19164 20513 19775 21974 17861 1677 22011 17239 15448 22072 13715 9404 20962 3018 21715 21524
"204337_at" 9800 7975 1966 9150 625 5252 11863 16415 5 7523 209 16629 6603 2270 7654 8187
"204338_s_at" 12594 10738 7856 15664 1861 2801 9763 18434 134 14018 7723 18339 7450 6885 14051 1345
"204339_s_at" 7295 6573 7722 12786 45 9978 7627 12816 8 11041 8533 14248 7685 8674 9306 9741
"204340_at" 17379 1232 16694 8453 1868 16560 17484 19962 17648 6954 13254 11265 13414 16442 19911 353
"204341_at" 20769 2478 18557 2785 18881 1685 2044 19454 14988 21061 15112 9498 2607 19436 18433 16928
"204342_at" 1908 19534 4775 2548 15275 13311 15491 4909 2303 4799 15131 4553 3245 17477 4278 15281
"204343_at" 6678 3574 1283 13681 1865 17814 3709 11258 16757 3790 3256 20639 9680 1286 18156 16687
"204344_s_at" 155 1924 21066 1130 14100 1320 16547 1258 15247 18001 21672 4473 1988 1449 5100 22111
"204345_at" 16252 5213 7873 15555 11617 6814 6743 11472 9239 10530 2884 10286 7419 774 13021 6421
"204346_s_at" 20366 15767 21739 19228 1139 1086 14006 4510 2275 21045 3312 12488 16774 2393 18241 17384
"204347_at" 6739 15757 21627 5223 15713 21619 12760 6504 19711 16945 20842 7027 16530 22116 4127 17402
"204348_s_at" 5427 20906 17000 18232 16512 1136 16426 20003 21096 20151 18102 3554 4054 4143 19737 16086
"204349_at" 19619 16754 20386 6620 22183 13997 21284 7427 5570 19783 20834 2388 15545 19935 17358 1970
"204350_s_at" 19046 3761 17774 6622 19208 20051 5501 5270 15291 18571 6124 9067 17438 14931 17519 2497
"204351_at" 19636 929 2286 3221 423 1068 13362 7241 44 850 1785 8998 20161 72 3224 1132
"204352_at" 22236 1137 21268 10677 3952 21019 9224 4426 14777 21606 2672 20904 10062 19760 22230 22093
"204353_s_at" 4704 18513 17313 2754 21538 13640 14908 19477 8877 18002 21255 19849 3155 16004 1407 912
"204354_at" 265 14309 17069 2305 18179 19858 2945 9379 16333 18327 5345 2834 12344 17439 19050 2156
"204355_at" 12285 18874 22089 8322 15525 18694 19191 19488 20756 21233 18936 19574 21207 2466 21866 18829
"204356_at" 14624 8550 7724 15042 7795 11414 11101 16053 12548 9588 11809 16319 348 6510 8651 8975
"204357_s_at" 14099 14012 3546 17045 20594 1842 12174 14379 22028 944 802 8504 5066 221 1879 18039
"204358_s_at" 18682 7356 11201 20526 1774 316 339 1346 21067 3402 12749 812 18550 9595 16496 7784
"204359_at" 17871 9741 12005 2729 12468 11614 4324 7764 10311 14122 12781 12092 22054 6116 10325 13732
"204360_s_at" 19590 20555 20595 8271 2518 13401 2876 6146 19048 21739 21529 6578 2374 848 20255 4909
"204361_s_at" 20262 21079 20681 1529 17298 18863 16853 8316 20244 6892 20851 4620 17063 13977 1709 2417
"204362_at" 5405 4318 17210 6474 12859 15284 14051 10048 4822 16179 4521 6819 12442 13677 20127 19089
"204363_at" 15684 2837 315 3175 4754 1087 21866 2202 7328 7072 21782 19218 19456 21904 19288 13056
"204364_s_at" 2916 3626 20509 5221 9021 15437 3903 8501 10539 21991 4796 8179 2367 8364 5368 1925
"204365_s_at" 17399 3853 13372 10443 6870 4223 369 550 2554 16152 2390 11998 10332 3011 671 20793
"204366_s_at" 5706 18410 13293 18796 14608 15269 3518 17967 6715 18943 4001 18915 17209 16174 17806 18770
"204367_at" 19663 18298 3357 6029 15216 14414 19950 5705 5789 15323 13978 5241 12087 14821 18356 17262
"204368_at" 21259 6723 6963 10734 11332 11800 488 21921 17883 10141 14578 22176 10982 948 3566 13882
"204369_at" 64 18026 4455 4181 4820 18049 20709 3321 3732 3491 12620 4212 2993 14619 1273 4872
"204370_at" 17344 17219 14248 5557 14344 15613 16715 17709 8045 4884 16993 10610 17600 12951 3845 18427
"204371_s_at" 7953 6518 20534 3334 1197 13074 215 20046 8504 17857 4066 21750 21636 19658 10476 19709
"204372_s_at" 17152 17902 19055 18486 18034 20551 19220 19233 17165 5978 15741 10276 20193 18917 17541 16658
"204373_s_at" 5913 17729 4685 5013 4869 15376 5266 8900 5389 5215 18209 3845 3865 14228 18782 19726
"204374_s_at" 21071 2801 13984 20908 644 1573 3590 20531 21701 22258 4268 21833 21054 14810 15075 15638
"204375_at" 20853 7362 12864 17252 12163 8674 10424 12864 105 5838 49 21110 1363 9261 1065 2210
"204376_at" 13910 5163 8884 1201 10477 10839 1791 2053 66 8470 7596 15264 277 11011 9376 9838
"204377_s_at" 19489 1374 1206 20945 20865 8200 15950 1316 6954 6829 21282 8667 20788 18618 14137 11856
"204378_at" 18246 19480 2271 17311 1107 18802 12466 14456 21105 3819 2131 11190 1339 8307 483 2003
"204379_s_at" 22232 22222 21310 15250 5903 22170 9082 11056 11668 21520 20378 21537 7517 9596 21038 22051
"204380_s_at" 13834 12527 12123 16506 4314 12799 12013 3452 11145 7793 7499 17782 8451 9326 11249 13532
"204381_at" 1212 22152 14424 22281 4920 18622 15735 21068 6541 4278 17444 19646 22050 371 22057 21499
"204382_at" 20056 19244 16830 19903 17339 18110 4463 9658 18112 3659 17312 11629 12795 14714 1390 5906
"204383_at" 20976 16343 18132 21863 18257 19557 5043 19495 17876 16657 3878 4629 17485 1981 21383 6013
"204384_at" 2328 2459 15387 311 15640 18862 4555 3961 8790 1591 4378 1298 1635 1963 16235 5066
"204385_at" 20642 17142 20561 18672 1798 2714 906 3205 20140 16701 3885 4977 17108 9355 16994 1443
"204386_s_at" 17912 17665 17466 18900 16962 15679 14760 17426 14703 16272 12754 11155 18788 13675 17856 15078
"204387_x_at" 185 21404 17302 21073 19152 16231 13887 7656 17798 14587 17006 4520 13264 16217 21921 16887
"204388_s_at" 12887 368 12084 12750 5189 9181 16030 6069 3615 17048 4334 20220 16670 18496 557 8590
