"inst_834" "inst_950"
"1007_s_at" 1509 15296
"1053_at" 19759 3087
"117_at" 13121 3789
"121_at" 21173 21178
"1255_g_at" 11993 6810
"1294_at" 14291 4983
"1316_at" 1935 10449
"1320_at" 15780 12747
"1405_i_at" 14903 5687
"1431_at" 10764 7699
"1438_at" 20944 19300
"1487_at" 20942 17890
"1494_f_at" 13966 5619
"1598_g_at" 20231 16627
"160020_at" 15459 7576
"1729_at" 19509 13284
"1773_at" 22262 22255
"177_at" 10645 9739
"179_at" 21239 14348
"1861_at" 20407 18933
"200000_s_at" 6850 16779
"200001_at" 8537 17471
"200002_at" 6374 13659
"200003_s_at" 12112 13990
"200004_at" 18810 15218
"200005_at" 19694 17719
"200006_at" 8415 14649
"200007_at" 6089 15200
"200008_s_at" 20613 2310
"200009_at" 18651 14547
"200010_at" 18797 2568
"200011_s_at" 8271 16707
"200012_x_at" 8745 1850
"200013_at" 18670 3576
"200014_s_at" 18975 13347
"200015_s_at" 2467 14252
"200016_x_at" 19854 13227
"200017_at" 12523 14369
"200018_at" 9173 16726
"200019_s_at" 8021 13541
"200020_at" 7030 18738
"200021_at" 12498 1942
"200022_at" 12168 14236
"200023_s_at" 7175 16445
"200024_at" 19144 13844
"200025_s_at" 18639 13593
"200026_at" 19317 13717
"200027_at" 6557 16697
"200028_s_at" 5047 15674
"200029_at" 19563 14064
"200030_s_at" 7749 13438
"200031_s_at" 12557 2937
"200032_s_at" 12443 2966
"200033_at" 19880 14393
"200034_s_at" 8791 3108
"200035_at" 3021 3572
"200036_s_at" 6600 3531
"200037_s_at" 20290 19412
"200038_s_at" 18644 14905
"200039_s_at" 6958 16057
"200040_at" 6782 15419
"200041_s_at" 6931 16839
"200042_at" 7085 17663
"200043_at" 19536 17121
"200044_at" 9258 15314
"200045_at" 7825 16112
"200046_at" 6642 17207
"200047_s_at" 7111 17497
"200048_s_at" 6322 16129
"200049_at" 20416 17918
"200050_at" 8729 20548
"200051_at" 3093 18510
"200052_s_at" 7126 15772
"200053_at" 3845 3416
"200054_at" 820 20112
"200055_at" 3562 13232
"200056_s_at" 9309 17506
"200057_s_at" 7930 3122
"200058_s_at" 5591 14471
"200059_s_at" 9168 14922
"200060_s_at" 7562 17333
"200061_s_at" 11900 2789
"200062_s_at" 12589 6966
"200063_s_at" 12516 2096
"200064_at" 19075 13573
"200065_s_at" 19686 19100
"200066_at" 5805 16823
"200067_x_at" 4319 17151
"200068_s_at" 19232 3393
"200069_at" 2338 451
"200070_at" 8993 15738
"200071_at" 7708 19407
"200072_s_at" 8039 14607
"200073_s_at" 19623 16221
"200074_s_at" 7150 13771
"200075_s_at" 3525 17052
"200076_s_at" 6101 17702
"200077_s_at" 9063 14243
"200078_s_at" 8398 19047
"200079_s_at" 8864 17112
"200080_s_at" 20150 13274
"200081_s_at" 19081 13815
"200082_s_at" 19935 3364
"200083_at" 4392 14538
"200084_at" 18739 15075
"200085_s_at" 7533 14825
"200086_s_at" 6903 1476
"200087_s_at" 19381 14039
"200088_x_at" 11943 7223
"200089_s_at" 8265 3434
"200090_at" 3500 18581
"200091_s_at" 9305 2104
"200092_s_at" 9289 1359
"200093_s_at" 6314 3632
"200094_s_at" 19625 3212
"200095_x_at" 12131 3506
"200096_s_at" 21600 1302
"200097_s_at" 21826 20886
"200098_s_at" 6191 14427
"200099_s_at" 11940 14727
"200593_s_at" 21084 19171
"200594_x_at" 7713 13461
"200595_s_at" 18822 17147
"200596_s_at" 3511 17604
"200597_at" 3159 18922
"200598_s_at" 4735 16898
"200599_s_at" 18671 17152
"200600_at" 18170 11776
"200601_at" 8249 21746
"200602_at" 1187 15062
"200603_at" 20587 19537
"200604_s_at" 7829 2470
"200605_s_at" 7098 3658
"200606_at" 7951 13621
"200607_s_at" 9152 16743
"200608_s_at" 20045 15941
"200609_s_at" 5536 17526
"200610_s_at" 19665 15466
"200611_s_at" 6876 18746
"200612_s_at" 1362 2646
"200613_at" 5423 14126
"200614_at" 19006 13726
"200615_s_at" 7880 13583
"200616_s_at" 2614 20817
"200617_at" 9098 3673
"200618_at" 8293 15042
"200619_at" 3324 13196
"200620_at" 6495 17086
"200621_at" 5037 13590
"200622_x_at" 5141 18240
"200623_s_at" 5123 21063
"200624_s_at" 7380 16708
"200625_s_at" 6004 14755
"200626_s_at" 8828 21435
"200627_at" 19791 2615
"200628_s_at" 20207 13342
"200629_at" 19345 16813
"200630_x_at" 19447 13777
"200631_s_at" 6547 14855
"200632_s_at" 18689 21859
"200633_at" 18645 14508
"200634_at" 8949 15361
"200635_s_at" 2632 19205
"200636_s_at" 4225 13943
"200637_s_at" 5946 15088
"200638_s_at" 20678 15066
"200639_s_at" 3948 2572
"200640_at" 7931 2823
"200641_s_at" 9144 1693
"200642_at" 7939 3652
"200643_at" 8552 18754
"200644_at" 7011 18672
"200645_at" 18744 17118
"200646_s_at" 6325 20530
"200647_x_at" 5393 3345
"200648_s_at" 19147 18561
"200649_at" 2575 17070
"200650_s_at" 8660 2645
"200651_at" 19753 1345
"200652_at" 7531 15321
"200653_s_at" 7072 17208
"200654_at" 8075 15836
"200655_s_at" 19607 3414
"200656_s_at" 19637 14018
"200657_at" 18963 3107
"200658_s_at" 19242 14629
"200659_s_at" 8626 20396
"200660_at" 7670 13955
"200661_at" 3593 3136
"200662_s_at" 3192 18968
"200663_at" 8984 14178
"200664_s_at" 9061 13497
"200665_s_at" 18069 606
"200666_s_at" 2652 2999
"200667_at" 18665 19798
"200668_s_at" 18723 14697
"200669_s_at" 20614 15806
"200670_at" 20277 17739
"200671_s_at" 3417 19331
"200672_x_at" 6447 18444
"200673_at" 8117 15696
"200674_s_at" 19011 1310
"200675_at" 19073 18041
"200676_s_at" 3738 13327
"200677_at" 7731 16728
"200678_x_at" 6246 2626
"200679_x_at" 19475 2915
"200680_x_at" 8850 14539
"200681_at" 9211 13218
"200682_s_at" 18973 15068
"200683_s_at" 6329 15430
"200684_s_at" 19025 19529
"200685_at" 3882 22046
"200686_s_at" 4430 17495
"200687_s_at" 3613 15153
"200688_at" 1322 2874
"200689_x_at" 9169 13790
"200690_at" 1501 17098
"200691_s_at" 8401 14732
"200692_s_at" 19801 18543
"200693_at" 19261 14685
"200694_s_at" 8317 17191
"200695_at" 19256 462
"200696_s_at" 938 18437
"200697_at" 2588 15858
"200698_at" 19209 14660
"200699_at" 4883 16110
"200700_s_at" 9278 15192
"200701_at" 7503 16398
"200702_s_at" 4281 21633
"200703_at" 7128 15629
"200704_at" 4443 18062
"200705_s_at" 19886 3432
"200706_s_at" 7284 2601
"200707_at" 903 1626
"200708_at" 9317 14465
"200709_at" 6616 18159
"200710_at" 8868 20681
"200711_s_at" 4967 17066
"200712_s_at" 8142 15250
"200713_s_at" 7878 16646
"200714_x_at" 5994 18448
"200715_x_at" 20682 1787
"200716_x_at" 8909 3085
"200717_x_at" 11958 7263
"200718_s_at" 20179 16733
"200719_at" 19986 17585
"200720_s_at" 19871 20695
"200721_s_at" 5718 18704
"200722_s_at" 3787 17080
"200723_s_at" 7437 15700
"200724_at" 13968 5213
"200725_x_at" 19602 13226
"200726_at" 5229 18143
"200727_s_at" 21990 14431
"200728_at" 3758 17569
"200729_s_at" 8843 18058
"200730_s_at" 8025 3582
"200731_s_at" 8549 18509
"200732_s_at" 3713 3342
"200733_s_at" 8772 18832
"200734_s_at" 4314 19996
"200735_x_at" 12336 1865
"200736_s_at" 12735 4764
"200737_at" 19315 15728
"200738_s_at" 6025 3313
"200739_s_at" 4306 18249
"200740_s_at" 18885 18884
"200741_s_at" 12579 1721
"200742_s_at" 19969 1026
"200743_s_at" 1041 15210
"200744_s_at" 7615 13502
"200745_s_at" 6559 18292
"200746_s_at" 4405 19741
"200747_s_at" 1278 18775
"200748_s_at" 9066 3696
"200749_at" 20108 18852
"200750_s_at" 8352 3392
"200751_s_at" 8335 14752
"200752_s_at" 1786 16750
"200753_x_at" 18697 18676
"200754_x_at" 7152 15341
"200755_s_at" 19105 14204
"200756_x_at" 21314 13751
"200757_s_at" 8257 14763
"200758_s_at" 4503 905
"200759_x_at" 2326 14720
"200760_s_at" 5457 14242
"200761_s_at" 7963 3448
"200762_at" 2549 17044
"200763_s_at" 8874 2327
"200764_s_at" 8305 1961
"200765_x_at" 4725 15143
"200766_at" 3298 18765
"200767_s_at" 483 1365
"200768_s_at" 8053 18181
"200769_s_at" 18751 14677
"200770_s_at" 686 214
"200771_at" 21091 17364
"200772_x_at" 8040 3649
"200773_x_at" 20298 3638
"200774_at" 6987 17407
"200775_s_at" 19511 15764
"200776_s_at" 7875 2352
"200777_s_at" 7903 13628
"200778_s_at" 5237 15708
"200779_at" 4030 1342
"200780_x_at" 8428 2617
"200781_s_at" 8447 2552
"200782_at" 9321 18087
"200783_s_at" 19538 20457
"200784_s_at" 15318 8962
"200785_s_at" 12984 10731
"200786_at" 8545 15907
"200787_s_at" 5776 19526
"200788_s_at" 5305 1778
"200789_at" 5520 18720
"200790_at" 8616 14938
"200791_s_at" 4152 13655
"200792_at" 7214 15127
"200793_s_at" 3881 15711
"200794_x_at" 18597 17942
"200795_at" 16542 8189
"200796_s_at" 21250 20747
"200797_s_at" 3660 20535
"200798_x_at" 19010 15985
"200799_at" 7689 3077
"200800_s_at" 4214 14999
"200801_x_at" 12422 7285
"200802_at" 7780 15848
"200803_s_at" 19452 17781
"200804_at" 7339 16277
"200805_at" 5650 19180
"200806_s_at" 8201 15609
"200807_s_at" 19826 13228
"200808_s_at" 1013 16554
"200809_x_at" 8603 1734
"200810_s_at" 7354 17848
"200811_at" 8596 20143
"200812_at" 6536 13948
"200813_s_at" 19584 21016
"200814_at" 2682 2843
"200815_s_at" 4950 18965
"200816_s_at" 6064 17581
"200817_x_at" 12294 6925
"200818_at" 5274 18723
"200819_s_at" 12191 2407
"200820_at" 7133 14810
"200821_at" 8553 14854
"200822_x_at" 20186 20107
"200823_x_at" 7651 15580
"200824_at" 18223 4770
"200825_s_at" 5338 13972
"200826_at" 19118 2687
"200827_at" 3220 14227
"200828_s_at" 4473 3138
"200829_x_at" 5453 18756
"200830_at" 7601 18064
"200831_s_at" 7471 13912
"200832_s_at" 18600 19567
"200833_s_at" 5578 14991
"200834_s_at" 8855 3314
"200835_s_at" 3214 17843
"200836_s_at" 668 765
"200837_at" 3752 18353
"200838_at" 19112 14796
"200839_s_at" 8169 17412
"200840_at" 19513 15886
"200841_s_at" 5368 1473
"200842_s_at" 1766 19237
"200843_s_at" 19819 3411
"200844_s_at" 19459 2963
"200845_s_at" 7965 14537
"200846_s_at" 20470 17675
"200847_s_at" 3931 18365
"200848_at" 6824 18215
"200849_s_at" 3320 16007
"200850_s_at" 3621 3485
"200851_s_at" 3202 19895
"200852_x_at" 8812 21091
"200853_at" 18618 13465
"200854_at" 4677 14207
"200855_at" 3925 17262
"200856_x_at" 2350 2724
"200857_s_at" 1528 20500
"200858_s_at" 19058 15017
"200859_x_at" 2086 2865
"200860_s_at" 6423 17287
"200861_at" 6866 15359
"200862_at" 19755 18892
"200863_s_at" 6497 13432
"200864_s_at" 4566 20428
