"inst_2380" "inst_5992" "inst_7411"
"1007_s_at" 21364 3317 16741
"1053_at" 2771 18195 18900
"117_at" 9561 12118 11958
"121_at" 8089 20866 20850
"1255_g_at" 10568 17044 8916
"1294_at" 1772 8665 8266
"1316_at" 20888 307 2044
"1320_at" 8568 19795 6501
"1405_i_at" 18515 14085 11223
"1431_at" 11627 7486 13084
"1438_at" 12335 2582 11025
"1487_at" 7876 4227 2085
"1494_f_at" 19946 21498 6745
"1598_g_at" 20877 17941 22213
"160020_at" 22213 1802 84
"1729_at" 22215 3790 18200
"1773_at" 21313 3365 1869
"177_at" 5824 12618 6851
"179_at" 22257 22281 16238
"1861_at" 286 18950 3895
"200000_s_at" 1100 9081 19221
"200001_at" 8033 8206 15135
"200002_at" 4111 10420 5385
"200003_s_at" 10504 18760 17026
"200004_at" 5747 8661 4095
"200005_at" 7829 6542 16888
"200006_at" 16387 11125 5425
"200007_at" 4169 3136 5871
"200008_s_at" 19449 3620 19298
"200009_at" 6163 8146 17418
"200010_at" 16154 9256 15025
"200011_s_at" 15794 4676 4543
"200012_x_at" 17654 18928 16521
"200013_at" 6639 18222 14878
"200014_s_at" 5246 7540 18793
"200015_s_at" 5607 7755 4763
"200016_x_at" 6838 9899 3829
"200017_at" 10548 18693 3164
"200018_at" 10523 10708 2217
"200019_s_at" 5367 11085 16562
"200020_at" 16866 4494 15819
"200021_at" 17670 13379 4589
"200022_at" 5837 18653 5325
"200023_s_at" 4282 7775 17581
"200024_at" 7526 10567 15525
"200025_s_at" 6349 11102 5170
"200026_at" 10559 19598 14816
"200027_at" 7145 5681 15167
"200028_s_at" 6541 3521 3828
"200029_at" 10604 18796 17580
"200030_s_at" 17337 8976 5533
"200031_s_at" 10551 13296 4560
"200032_s_at" 10692 19199 4364
"200033_at" 7394 9923 15818
"200034_s_at" 5463 19306 17218
"200035_at" 20865 10683 3988
"200036_s_at" 6238 17911 15432
"200037_s_at" 3398 9938 4999
"200038_s_at" 10644 18788 16095
"200039_s_at" 7512 8284 15456
"200040_at" 6657 6197 20095
"200041_s_at" 6611 6189 17624
"200042_at" 5532 4803 19404
"200043_at" 16754 10686 5379
"200044_at" 5543 8148 4384
"200045_at" 16319 8904 16007
"200046_at" 2522 4840 5466
"200047_s_at" 3713 9830 3867
