"inst_1573" "inst_3190" "inst_7188"
"1007_s_at" 20724 5200 4510
"1053_at" 18258 16363 5929
"117_at" 1622 10693 10150
"121_at" 19082 16900 18225
"1255_g_at" 13104 10053 10716
"1294_at" 21724 1192 3079
"1316_at" 19830 7493 11804
"1320_at" 3791 4206 16722
"1405_i_at" 3224 334 155
"1431_at" 5526 16108 16408
"1438_at" 4018 4219 3399
"1487_at" 1760 5951 3915
"1494_f_at" 19610 21053 17700
"1598_g_at" 1424 22212 21955
"160020_at" 14757 22048 4286
"1729_at" 908 19649 19595
"1773_at" 10129 19953 2280
"177_at" 20316 2630 7466
"179_at" 16301 19961 20203
"1861_at" 9946 4107 9089
"200000_s_at" 16581 18270 4601
"200001_at" 16256 16159 8124
"200002_at" 15930 8088 8282
"200003_s_at" 1157 9983 8043
"200004_at" 15703 16644 18531
"200005_at" 3405 6959 8901
"200006_at" 21422 16297 8731
"200007_at" 1488 9493 9111
"200008_s_at" 3540 16668 7456
"200009_at" 2713 17469 9315
"200010_at" 18709 9183 8772
"200011_s_at" 16259 8913 21476
"200012_x_at" 3512 17605 17991
"200013_at" 17269 9053 8534
"200014_s_at" 19845 7667 7225
"200015_s_at" 16222 16153 7655
"200016_x_at" 20047 9874 9570
"200017_at" 20271 11911 7049
"200018_at" 2149 9819 8318
"200019_s_at" 14165 8696 18231
"200020_at" 2977 8465 18862
"200021_at" 1018 11944 18999
"200022_at" 14371 10420 8876
"200023_s_at" 17928 9034 6751
"200024_at" 2424 17281 7685
"200025_s_at" 3212 7753 9688
"200026_at" 19121 9817 9421
"200027_at" 15542 8853 5141
"200028_s_at" 19235 19483 20724
"200029_at" 15939 8163 7512
"200030_s_at" 2253 16760 18739
"200031_s_at" 2763 11906 18301
"200032_s_at" 14818 11913 8830
"200033_at" 17046 8650 17931
"200034_s_at" 14662 16766 7891
"200035_at" 22254 5024 20247
"200036_s_at" 2500 8812 7694
"200037_s_at" 20241 16568 8031
"200038_s_at" 14171 17000 8790
"200039_s_at" 16001 10577 18503
"200040_at" 14604 6430 7143
"200041_s_at" 18528 19268 7374
"200042_at" 17575 5867 4880
"200043_at" 19667 8519 9322
"200044_at" 21410 16224 5129
"200045_at" 17104 6837 18917
"200046_at" 18660 17388 7613
"200047_s_at" 21140 10308 6742
"200048_s_at" 17562 9250 9514
"200049_at" 217 4926 2034
"200050_at" 21222 4299 8310
"200051_at" 18946 5734 18341
"200052_s_at" 18863 16628 5296
"200053_at" 2021 4885 4626
"200054_at" 20499 6804 4666
"200055_at" 3528 18818 19461
"200056_s_at" 21720 16154 5848
"200057_s_at" 15653 16592 18590
"200058_s_at" 18179 8515 8203
"200059_s_at" 16867 17476 7115
"200060_s_at" 21212 8337 4333
"200061_s_at" 3564 11904 9370
"200062_s_at" 2422 11873 9467
"200063_s_at" 1009 16395 9172
"200064_at" 14348 16053 18366
"200065_s_at" 15975 18268 8649
"200066_at" 14400 6867 4698
"200067_x_at" 17945 16261 8913
