"inst_1706" "inst_1828" "inst_1869" "inst_2533" "inst_5457" "inst_6096" "inst_6358" "inst_6794" "inst_7146"
"221829_s_at" 6445 2099 4480 16293 3880 8098 10931 3623 14787
"221830_at" 4349 11861 8693 1901 10744 8729 6275 3016 19522
"221831_at" 21189 13468 7379 3093 19050 17230 2958 18710 19781
"221832_s_at" 20059 16798 20192 15626 2532 17783 9400 18117 2934
"221833_at" 9549 21242 20570 16502 9907 2658 428 19116 19591
"221834_at" 2658 902 20460 17652 339 2970 6276 5513 948
"221835_at" 14044 2855 15048 10265 14215 12753 15906 15723 6068
"221836_s_at" 21362 21218 300 6669 8245 9488 20699 18772 4542
"221837_at" 19560 10083 12946 1404 6606 2443 13033 96 19196
"221838_at" 5087 19597 335 13468 19937 3770 17632 2073 14336
"221839_s_at" 5043 20707 2402 6312 7839 19356 10573 19537 15129
"221840_at" 2759 13699 6557 7307 579 21687 21088 1627 15218
"221841_s_at" 1576 20906 7237 2019 1662 8225 1788 20787 15801
"221842_s_at" 7161 15913 19812 5507 3601 3274 4908 9859 4392
"221843_s_at" 5114 2246 5192 5744 8148 15893 10722 17968 16542
"221844_x_at" 20187 15088 6325 17337 3712 4066 5805 5741 15156
"221845_s_at" 3370 21799 19805 18378 20261 17182 4183 7451 2445
"221846_s_at" 20703 1878 13682 9458 9476 21999 3540 6231 4332
"221847_at" 3992 15840 19243 16059 4653 8610 9604 6107 18293
"221848_at" 10068 19262 6434 19179 19542 9274 7164 1052 20661
"221849_s_at" 5408 21289 8511 15962 2884 3201 20255 4184 1171
"221850_x_at" 1330 17058 6308 6272 3642 3815 12547 18560 20358
"221851_at" 20424 11445 6386 18356 21131 3809 14019 626 7874
"221852_at" 13701 8690 13782 14397 11791 15225 14082 15348 6912
"221853_s_at" 10189 15947 8173 5364 6971 8993 19779 6096 19639
"221854_at" 12307 17882 12701 12118 12057 14097 12466 10492 15434
"221855_at" 1534 15063 7849 814 6244 21251 2067 3275 19585
"221856_s_at" 20649 1896 22059 1031 10459 1872 14888 4519 13160
"221857_s_at" 19706 4873 252 21950 269 202 8714 36 11607
"221858_at" 8291 16637 9839 11412 19460 2150 1714 20944 565
"221859_at" 16604 3701 17201 20057 17573 3102 14940 15190 473
"221860_at" 10786 21977 20294 19162 8964 16042 12268 9780 630
"221861_at" 3065 326 2575 21028 5567 4716 943 1001 8036
"221862_at" 8621 777 17586 15056 16584 20369 20764 11723 13659
"221863_at" 17812 7910 14603 12769 16889 10330 16593 11415 8057
"221864_at" 20910 14557 1882 17435 20978 2356 4511 21137 1302
"221865_at" 1620 16622 8635 17020 6183 18323 2326 5497 22071
"221866_at" 10498 5263 18178 18102 20983 19162 21468 19865 12694
"221867_at" 178 11308 19105 20853 10007 22172 2247 21912 14167
"221868_at" 1630 11671 19214 15616 13 16212 20910 20183 2
"221869_at" 19849 20623 833 21694 2186 18736 21851 4720 665
"221870_at" 13700 4648 12703 12684 75 12141 13811 10792 9112
"221871_s_at" 21156 14630 20440 2528 2610 2546 7493 20931 1423
"221872_at" 15011 5814 15535 10603 13020 11463 15107 12443 9170
"221873_at" 7909 15700 18157 8119 3341 5501 10863 7428 20115
"221874_at" 15077 2523 10430 13926 6788 14325 14311 15000 10611
"221875_x_at" 21099 17588 21690 8470 8171 8104 6778 4366 20243
"221876_at" 2397 14699 51 20583 1334 579 1944 17567 13833
"221877_at" 781 13262 4268 20464 6409 4580 8344 21438 2844
"221878_at" 20926 19651 385 16857 6817 21824 19705 19385 360
"221879_at" 8051 13284 19405 18147 4514 8427 1580 17279 20263
"221880_s_at" 302 17922 15343 13514 7339 19976 8816 18447 5305
"221881_s_at" 1738 20349 19090 6633 18460 18569 11015 21364 5009
"221882_s_at" 3354 14212 22020 21332 10955 8001 21489 9474 17733
"221883_at" 19853 2215 4226 2869 1946 19388 698 7439 22065
"221884_at" 6528 20814 10814 13360 20708 16962 3332 2444 16267
"221885_at" 16543 20451 12804 9311 12933 10741 1492 12300 13062
"221886_at" 16903 12331 13097 11271 16443 11708 871 15495 12093
"221887_s_at" 21859 21766 15139 13419 8581 9577 21744 9770 506
"221888_at" 4804 20751 19809 18517 2179 20122 22002 4440 1714
"221889_at" 9875 17047 18198 22087 20442 21095 425 2477 13746
"221890_at" 20440 743 2807 22189 20691 3235 7479 3015 2600
"221891_x_at" 20472 12776 19244 17604 9807 11447 19827 17426 14638
"221892_at" 20943 13313 10686 21979 6049 21032 22220 3683 82
"221893_s_at" 1224 16206 5075 20615 6944 7937 4549 6684 19534
"221894_at" 10762 17846 11922 12733 18213 3487 653 4146 12091
"221895_at" 19891 21670 7293 2098 8207 6604 11559 7933 15108
"221896_s_at" 4498 1219 6388 5765 2496 9500 19709 8230 4575
"221897_at" 7506 1662 7960 4234 10257 20578 9791 20061 19062
"221898_at" 17057 10699 19869 16540 15849 99 18209 14137 9975
"221899_at" 21907 18548 3394 4838 9749 18803 839 3527 4978
"221900_at" 13912 4820 15444 11089 14206 14270 18014 13938 9093
"221901_at" 13465 21322 11920 10069 12524 13585 20176 12483 20330
"221902_at" 6407 20249 11293 13979 3974 3181 21232 130 4313
"221903_s_at" 1838 14614 8046 7590 20587 1396 6536 20834 18903
"221904_at" 21411 13903 7259 6282 4126 17879 2774 21759 22163
"221905_at" 5176 128 6983 19889 16407 797 22253 14305 2286
"221906_at" 8480 91 16754 12570 20697 5998 22249 20697 1885
"221907_at" 3015 18051 2525 1399 20156 19677 1799 19758 19785
"221908_at" 7893 20355 16480 11432 885 5763 2492 21635 3102
"221909_at" 9284 16925 14113 12180 20616 20898 5424 3510 5334
"221910_at" 15999 4420 17573 15166 15853 15292 2760 1185 223
"221911_at" 14448 17817 14238 12812 14576 11030 1352 13794 5541
"221912_s_at" 1560 846 17894 9447 2838 21640 18734 20514 13809
"221913_at" 399 14816 15908 21302 3506 1554 3533 1844 210
"221914_at" 14607 6564 16149 12263 14132 13017 15073 15668 9002
"221915_s_at" 9585 351 4417 1838 21548 2307 1307 21372 13826
"221916_at" 19780 14511 11590 9839 18657 20786 4876 15305 20308
"221917_s_at" 21672 1614 255 5317 6247 20050 11523 19786 21923
"221918_at" 4082 14135 6748 18337 4199 7222 2280 6275 14618
"221919_at" 9826 20616 4136 4627 8951 2168 5290 7230 21957
"221920_s_at" 22232 21117 8443 18459 2420 3866 6390 3422 19274
"221921_s_at" 13047 6680 10258 1121 17163 18729 12372 11361 4119
"221922_at" 3190 19344 4323 21652 4742 6464 2356 2223 21348
"221923_s_at" 10859 844 18601 5948 17819 15791 20146 8265 4539
"221924_at" 15560 109 16766 1386 13938 172 19277 13511 6713
"221925_s_at" 21687 20842 1062 5686 21507 1356 133 4558 2171
"221926_s_at" 12001 20526 12557 12755 445 17278 18077 8866 994
"221927_s_at" 11070 11637 8671 6334 18143 18668 6063 19639 2847
"221928_at" 5620 60 21997 975 6933 21385 20593 20022 2036
"221929_at" 11382 8731 16211 20331 17374 12780 12274 16439 3713
"221930_at" 16967 5600 10185 13358 12291 10548 13943 14471 8212
"221931_s_at" 3227 13983 4849 3255 2060 7595 3686 1750 17357
"221932_s_at" 11199 13528 4548 8849 17937 16555 4854 9004 3293
"221933_at" 11935 4519 10326 13940 14055 12593 3792 15995 11547
"221934_s_at" 5823 16962 21308 5654 19433 19025 12285 19232 20157
"221935_s_at" 4913 21646 5350 3163 1156 16087 2148 19255 14419
"221936_x_at" 18663 750 10022 1196 22264 1164 2330 3447 7167
"221937_at" 21372 13753 7542 4527 2178 2796 21669 8153 3166
"221938_x_at" 10930 19171 3895 19828 17616 19515 1191 19131 1530
"221939_at" 3546 13725 20418 4183 2897 7366 10583 7683 3831
"221940_at" 1667 143 6506 3680 4315 15821 20659 4478 17765
"221941_at" 412 6942 19921 16972 22175 638 2815 22115 316
"221942_s_at" 19487 1286 9609 9942 10870 534 8305 9054 1413
"221943_x_at" 20158 14252 3385 18341 2967 5341 8654 17549 14521
"221944_at" 20727 10894 8462 22172 21490 21550 16969 3290 6008
"221945_at" 13720 8494 4449 21985 3272 4537 14780 11589 880
"221946_at" 8019 11113 9810 11999 19282 19141 22247 3253 326
"221947_at" 15070 10652 6057 21827 3644 93 3201 18425 3188
"221948_s_at" 14688 5438 12630 10756 13239 10229 15345 13522 10839
"221949_at" 2869 19968 7124 20417 22032 21178 21955 21567 18793
"221950_at" 16056 5959 14595 12225 13310 12677 15219 12564 197
"221951_at" 8788 18976 1855 15361 7842 3737 21630 22122 306
"221952_x_at" 10208 12190 19124 7455 9683 17122 11432 6839 14831
"221953_s_at" 21313 20263 2787 21941 2721 2732 1731 9758 1820
"221954_at" 9079 11827 19330 8885 7434 6524 11856 485 21845
"221955_at" 17575 9795 14096 13298 17746 406 6354 13885 7525
"221956_at" 17983 426 10848 12778 601 21593 17737 583 8170
"221957_at" 2401 14861 722 3395 10879 16655 1627 2929 20754
"221958_s_at" 21870 12754 8983 11698 10741 21686 11458 17898 466
"221959_at" 6606 1775 5494 11053 20826 1291 20550 21701 2887
"221960_s_at" 9085 1410 938 4141 4087 20105 3979 3834 10289
"221961_at" 8894 5137 7348 21797 21205 3917 19889 21717 8034
"221962_s_at" 1256 13702 1235 1241 1768 18407 1181 20315 4966
"221963_x_at" 5536 20397 8872 15337 4662 3426 19881 8599 19551
"221964_at" 10597 13298 21228 16498 9620 3052 22257 2909 1598
"221965_at" 20722 12487 7034 5017 2641 5545 7407 3825 17362
"221966_at" 2836 450 16102 11330 21818 21461 18 1389 16082
"221967_at" 829 282 7427 15902 431 2155 21958 1695 4211
"221968_s_at" 16109 5797 10715 10881 12615 12496 13079 13787 9023
"221969_at" 19871 9020 14041 13879 22213 22171 15883 21856 10767
"221970_s_at" 7282 1796 8861 5712 7131 8279 10993 8164 18681
"221971_x_at" 11046 19374 5682 4618 17828 18043 4272 959 3830
"221972_s_at" 2810 21522 5380 17936 7170 17399 5010 1834 18408
"221973_at" 1130 4415 5087 7580 843 21797 6503 21321 102
"221974_at" 15894 17419 22245 16591 14090 637 2019 14898 19900
"221975_s_at" 12150 3844 14340 2081 13475 11663 12682 15819 11176
"221976_s_at" 20157 13279 16248 14783 4454 4360 2336 1089 7661
"221977_at" 12428 3168 17139 11539 9714 20519 12863 12929 11745
"221978_at" 19503 7285 15020 10825 17284 14275 17225 13868 9720
"221979_at" 729 510 6 5741 1834 21559 21452 22136 240
"221980_at" 19415 10036 378 21578 11483 13757 21109 13891 11896
"221981_s_at" 7358 11006 17429 22185 3492 19325 3359 19444 780
"221982_x_at" 10349 12256 4 20635 1514 1058 20746 52 499
"221983_at" 5237 16166 1765 8731 7524 16049 4230 18164 17460
"221984_s_at" 5721 12083 6757 16288 2413 6218 5140 21124 17748
"221985_at" 7413 14259 7505 7359 8537 19211 4821 8009 21181
"221986_s_at" 21318 18181 5974 16940 20417 20483 7111 21366 4453
"221987_s_at" 9059 18444 5526 8071 3172 1906 21099 3667 16462
"221988_at" 9647 16248 444 18117 19384 19296 7430 5337 2822
"221989_at" 3185 22144 3546 4555 8941 9604 2794 19875 4741
"221990_at" 17980 9868 7743 1742 13318 20691 1692 10642 8509
"221991_at" 16839 1351 11166 684 123 1235 14344 16543 13205
"221992_at" 21866 6189 7532 20236 22192 16646 18606 2701 14403
"221993_s_at" 14268 10232 11999 21136 16808 15231 19624 11295 6715
"221994_at" 19267 6644 13335 11947 308 1638 14250 16498 12722
"221995_s_at" 20371 16718 3030 19085 5688 4743 7234 6017 2007
"221996_s_at" 11052 11125 15129 3592 14177 20279 7562 2544 11349
"221997_s_at" 20398 656 1830 2145 21465 19869 1464 20072 11678
"221998_s_at" 4829 21645 4491 7708 9411 7024 5282 17728 20476
"221999_at" 19976 17356 2524 3865 20975 8383 6327 18434 2453
"222000_at" 10144 14117 3118 18319 958 16723 5135 17820 16306
"222001_x_at" 7632 22102 1883 6043 10334 8210 20840 3741 993
"222002_at" 18726 8625 16624 11940 17372 20484 14779 1587 4884
"222003_s_at" 4595 14634 7255 12598 20000 1652 17179 21930 12466
"222004_s_at" 14635 6601 15138 12041 15222 13072 15740 13265 11412
"222005_s_at" 10622 11414 14313 20494 4091 1806 18789 21222 2423
"222006_at" 21482 19011 1653 2786 18940 15435 3941 5061 2008
"222007_s_at" 15021 6846 13048 9902 11333 11024 13795 15855 8466
"222008_at" 16879 8689 12428 14375 16355 12410 13414 15244 9697
"222009_at" 19576 6385 13236 11239 2937 12497 6495 20280 1057
"222010_at" 7321 12323 3479 8290 5167 7777 10459 3644 15805
"222011_s_at" 9014 13827 1899 5827 6156 9612 2964 3805 17926
"222012_at" 12331 2943 17766 4906 18258 20084 14722 166 6277
"222013_x_at" 7124 15674 19919 2952 10198 3455 10354 1191 4512
"222014_x_at" 5577 19955 4365 5861 2744 18010 20587 3933 20797
"222015_at" 21934 557 3397 6932 4352 1324 9 881 17447
"222016_s_at" 3420 22193 13323 2452 467 1083 1193 7313 2033
"222017_x_at" 15803 9912 151 4644 15373 13595 12712 14456 10356
"222018_at" 7697 20388 4475 17717 18286 3728 1520 3744 3774
"222019_at" 7539 1456 2689 3335 4080 1567 5851 20305 19919
"222020_s_at" 13102 10434 16545 13413 13611 10885 17728 12029 11333
"222021_x_at" 11135 19856 4288 5370 9671 19235 19780 19456 21559
"222022_at" 11792 5744 14205 12472 14482 15206 14386 14180 11572
"222023_at" 12958 5171 10772 17593 13189 17681 19811 12828 9418
"222024_s_at" 4111 22166 2137 20528 8545 20168 6878 20820 19517
"222025_s_at" 16945 17228 10928 13667 12478 12642 8981 11462 1360
"222026_at" 1878 1346 7604 18011 17977 2480 5579 22258 15113
"222027_at" 9226 348 347 17641 1071 6979 5896 5812 21127
"222028_at" 5864 2211 18663 3519 4130 6093 5744 20137 21763
"222029_x_at" 21238 17907 18584 2750 19440 4700 7639 21714 2376
"222030_at" 7248 20821 5775 2156 8131 20809 1474 17755 21422
"222031_at" 8424 7607 21437 8517 7147 17767 11061 960 7119
"222032_s_at" 10645 1540 18938 3574 21606 2047 3946 1639 11488
"222033_s_at" 13784 9431 934 18111 14263 9958 21835 14598 4777
"222034_at" 21160 21273 19109 18411 9876 20351 1921 7160 20110
"222035_s_at" 7824 17786 4927 6463 7619 6234 6281 8543 18096
"222036_s_at" 10671 17208 6625 5635 4223 17280 2215 4466 17154
"222037_at" 21479 15187 21070 4403 3746 15721 582 804 15936
"222038_s_at" 198 6114 22057 20394 863 22139 7858 267 51
"222039_at" 875 18169 18500 18520 1036 16267 7016 18785 17654
"222040_at" 6996 13232 3349 7932 4691 8176 699 5449 20337
"222041_at" 7503 13050 21736 5837 2535 7019 11639 6127 775
"222042_x_at" 16922 5900 9508 9282 15064 2157 15094 16503 6774
"222043_at" 15206 7435 17047 10345 20182 19544 21998 20762 4639
"222044_at" 4188 18877 7066 19125 10070 4123 9371 17606 1321
"222045_s_at" 1784 13287 4140 4587 17981 18897 9108 18805 4173
"222046_at" 11033 10721 4946 2207 22038 22085 19126 17773 2635
"222047_s_at" 8453 17803 19819 7420 7748 5663 9623 4174 15118
"222048_at" 9445 21394 2980 15752 21391 2590 493 22069 21706
"222049_s_at" 14992 6726 13356 9759 14421 12406 16712 12185 8458
"222050_at" 119 4513 14255 13208 20901 5730 17212 4600 7499
"222051_s_at" 16840 10482 14560 952 19791 14307 13156 1328 8438
"222052_at" 8743 21245 18882 19055 5731 16841 20086 8697 19429
"222053_at" 18063 10099 14236 13137 3228 18266 12933 12047 6276
"222054_at" 11401 8925 2562 3167 14378 12918 15725 15594 11241
"222055_at" 11255 10641 12097 12968 2697 11104 14167 16497 9468
"222056_s_at" 11167 12599 5741 18617 8924 16034 7720 6028 1921
"222057_at" 9235 14872 496 21464 20642 18031 3042 21445 7868
"222058_at" 17786 4343 11936 21618 21415 12583 19281 16229 12423
"222059_at" 18067 6886 12640 10858 15771 3170 17651 15833 8349
"222060_at" 9451 21270 3228 21458 6390 17725 21801 9491 20980
"222061_at" 64 4924 7619 4193 14040 21563 10873 14037 11548
"222062_at" 267 17050 552 8427 9855 19919 8636 5866 3066
"222063_s_at" 13070 6074 17148 11855 5549 15090 15151 10299 9435
"222064_s_at" 20101 14815 4162 17377 18927 16397 6108 19698 3688
"222065_s_at" 20115 19408 8341 5258 7627 19213 11819 4227 19662
"222066_at" 11266 9083 12879 11491 13976 10419 14228 3538 9783
"222067_x_at" 8270 20354 21248 1407 2338 5926 5110 3376 18544
"222068_s_at" 21918 11425 10496 1225 21960 2469 10386 21507 13024
"222069_s_at" 17816 11130 9338 19972 16516 15091 18855 15578 6014
"222070_at" 2318 16910 4149 20406 2289 19413 21604 22246 18715
"222071_s_at" 9545 6701 412 18070 17775 947 17999 17121 10331
"222072_at" 19471 6681 17468 16361 5889 10243 14041 17213 13243
"222073_at" 12686 3773 15222 9478 15904 10207 18518 2541 11182
"222074_at" 13035 2288 12070 15672 713 586 5564 1392 14323
"222075_s_at" 9697 1709 10013 14238 11178 19522 641 20891 14056
"222076_at" 17212 5860 13547 12210 12571 11240 15152 12491 9437
"222077_s_at" 7648 14076 6962 16039 5133 4943 10724 1658 17374
"222078_at" 19626 9446 16351 14383 16860 13045 17136 10737 7037
"222079_at" 18891 4268 12051 298 19701 21028 14158 18605 10468
"222080_s_at" 11974 4811 15915 10521 5896 220 18523 8078 7760
"222081_at" 17498 7359 17114 9947 2216 4739 12614 32 7687
"222082_at" 19345 9691 17461 212 2472 21541 14803 14200 13850
"222083_at" 13614 9248 9203 14606 12572 11847 18027 12970 9848
"222084_s_at" 16518 6698 17365 9178 13806 10431 18450 12430 9099
"222085_at" 8338 9483 12857 9696 20445 1485 17367 1122 11091
"222086_s_at" 14981 5563 12024 14268 13644 12436 17463 15429 9990
"222087_at" 844 6700 17403 19180 8325 812 21892 9318 11490
"222088_s_at" 12828 9781 8122 18877 12523 14468 14609 11276 10812
"222089_s_at" 15766 6877 12421 9900 17159 11329 15330 14194 12191
"222090_at" 16691 10627 16274 4881 1236 17462 8752 6539 9178
"222091_at" 14141 8898 14840 14539 16283 12396 19294 11499 7616
"222092_at" 13275 4816 17412 11224 11833 13897 2494 15626 11730
"222093_s_at" 59 11420 5338 262 2296 7289 6783 20005 2737
"222094_at" 13520 6045 7764 8250 19972 6008 8427 8403 13708
"222095_s_at" 17696 3522 13265 19544 11736 7577 17951 2387 7494
"222096_x_at" 17780 8838 10066 20718 21707 10605 911 12078 14319
"222097_at" 14466 2955 15668 9565 16719 14179 14393 10972 11979
"222098_s_at" 17827 8307 9902 9584 15807 11073 13339 10992 9234
"222099_s_at" 2405 22222 7277 2485 19252 18009 21324 8574 3264
"222100_at" 17670 6663 10628 9077 15658 6059 17102 10354 9880
"222101_s_at" 12925 10663 10779 268 12316 13570 11024 10868 6800
"222102_at" 12391 10287 10639 1515 10417 10285 18762 15005 10996
"222103_at" 2728 17621 3842 5879 3067 7397 7468 9756 17343
"222104_x_at" 22267 14418 21212 1004 7241 19108 10035 20307 19992
"222105_s_at" 3824 1339 3939 20766 1207 2715 4754 18943 19334
"222106_at" 19086 10445 16915 14923 12457 14433 19400 16212 9823
"222107_x_at" 13888 7846 17256 14298 12155 15188 17189 16491 10404
"222108_at" 4379 1849 5515 17467 10008 3706 3105 1013 20610
"222109_at" 4852 22101 362 21063 19643 5927 9833 22106 21497
"222110_at" 8938 7533 345 2760 5723 3885 452 17986 485
"222111_at" 22150 1902 19139 20913 2590 386 721 21656 17630
"222112_at" 13404 3251 13994 196 18365 150 19093 14594 7701
"222113_s_at" 5506 15276 8351 16953 5252 6673 4536 4214 20961
"222114_x_at" 18394 11349 10227 18493 4650 3595 17270 21576 12313
"222115_x_at" 21666 355 2661 1003 17618 16061 2720 732 14757
"222116_s_at" 4472 20506 10711 11683 5793 7217 5970 19271 17137
"222117_s_at" 12710 3730 9387 12463 8118 1691 795 6235 11575
"222118_at" 4911 16678 19957 15608 9060 17150 6547 3806 21992
"222119_s_at" 10496 19705 6960 18930 2674 6703 2870 2920 18783
"222120_at" 7404 2345 2119 17563 3332 5565 21703 5458 21197
"222121_at" 2813 4633 15440 21910 1771 21256 21731 2534 18109
"222122_s_at" 6731 20087 8789 7300 19316 5004 4059 20091 16484
"222123_s_at" 12909 10002 1276 14297 18920 11682 17848 13171 8990
"222124_at" 16085 4004 16621 11364 16677 10976 15690 15909 11662
"222125_s_at" 2708 18257 18065 5589 8239 8106 8090 6934 15964
"222126_at" 895 405 905 3756 6371 20832 20549 1094 1077
"222127_s_at" 5959 16343 21429 6105 5722 7050 8019 8580 14713
"222128_at" 8502 3693 21806 345 20934 92 20902 13303 14129
"222129_at" 7653 665 449 19767 4681 2323 870 18140 20147
"222130_s_at" 4819 19903 3448 2261 9829 18090 4642 18379 15612
"222131_x_at" 9480 13084 7067 1414 6362 1950 4806 20213 2323
"222132_s_at" 20561 529 6182 3159 18576 16268 2423 19228 18711
"222133_s_at" 8858 20182 21712 8657 1973 6760 2724 21712 2598
"222134_at" 19021 11412 14642 3993 12062 15186 7973 16893 13624
"222135_at" 14584 10855 16713 19761 13114 11296 13326 17151 7359
"222136_x_at" 508 14225 3205 5295 5053 5792 630 1139 20635
"222137_at" 21592 17028 6160 22267 22041 1593 10528 22229 19519
"222138_s_at" 3624 1169 1334 6874 20227 4550 1081 20175 18268
"222139_at" 18925 823 1913 21350 13872 13093 16600 14143 11505
"222140_s_at" 6010 16666 19438 17147 7029 16464 9674 7516 17948
"222141_at" 19571 3707 10874 20713 10441 1542 14919 6353 13860
"222142_at" 15566 148 891 1560 20570 6996 5958 3326 12314
"222143_s_at" 3612 19982 6869 8411 10995 4908 8140 9021 14943
"222144_at" 18167 6407 15368 5055 15451 12185 14053 10583 12823
"222145_at" 21342 10402 7957 1420 21933 19667 12160 22165 2047
"222146_s_at" 18160 22275 20823 21383 15122 14014 7595 16378 19874
"222147_s_at" 3063 14036 915 1514 6135 15834 21866 4978 15300
"222148_s_at" 9194 13708 19732 15874 17883 17480 7435 20089 18469
"222149_x_at" 1453 13131 21430 5710 1444 2703 21243 21200 19305
"222150_s_at" 7669 12444 5795 3725 21315 18265 4793 585 22245
"222151_s_at" 6639 18148 4274 18289 8746 2381 11223 20526 14490
"222152_at" 695 21447 20832 20182 17801 5641 5667 7467 15376
"222153_at" 18697 820 11642 1144 16253 17244 16278 17002 12822
"222154_s_at" 4395 12499 410 3564 5374 5814 12465 6285 5568
"222155_s_at" 1320 21016 6422 16865 7137 17013 2400 3815 2541
"222156_x_at" 10636 1069 1290 8783 21757 22239 6543 19784 12602
"222157_s_at" 9682 20801 19387 4620 4760 3655 22140 1863 2528
"222158_s_at" 2529 15499 1438 5972 5051 17444 5303 5341 18881
"222159_at" 19221 4824 9626 3279 11475 14986 6233 16393 7605
"222160_at" 4442 9750 6497 866 21148 183 10281 12279 13696
"222161_at" 5455 11503 10158 1868 21047 285 21345 13558 5482
"222162_s_at" 14942 20962 2016 4642 12109 9889 9420 13035 4566
"222163_s_at" 7164 15547 3513 16520 988 6010 6612 7839 4705
"222164_at" 21785 834 21589 16527 10173 20544 21188 8232 1344
"222165_x_at" 7435 17746 394 18838 21586 19299 3944 3165 16498
"222166_at" 13797 1445 13913 10089 17246 20182 14160 12786 8879
"222167_at" 19495 12327 11890 502 8385 22045 161 19170 1135
"222168_at" 16703 17072 13554 14222 14926 3829 21091 11251 5763
"222169_x_at" 18910 8346 9703 12547 20498 445 19941 10058 14
"222170_at" 21027 13817 17269 20048 2115 8458 7352 1035 3428
"222171_s_at" 15315 10882 15811 21141 20515 19831 18986 6535 1793
"222172_at" 15835 10845 17651 12196 16743 13721 19508 10398 8650
"222173_s_at" 18157 17904 117 12732 2268 242 16640 297 12855
"222174_at" 19583 6272 11975 9788 15474 8577 18365 11245 7875
"222175_s_at" 20630 1464 7274 21231 20032 19953 2511 7416 2074
"222176_at" 19491 9684 18249 10794 12176 10106 13619 2538 8652
"222177_s_at" 16231 3387 14497 10498 1424 896 18563 15027 7597
"222178_s_at" 17346 5691 14269 14862 14470 11346 16716 15249 9721
"222179_at" 7509 6463 18113 5338 22057 1508 20644 1880 14168
"222180_at" 2832 361 2546 190 22216 20877 6957 5398 20098
"222181_at" 20661 2791 4235 6682 12651 1386 13615 14780 13163
"222182_s_at" 10798 17053 3536 6505 8635 4268 2609 2625 18615
"222183_x_at" 199 21040 6063 22062 7027 7358 5942 21026 655
"222184_at" 12393 11519 13691 9043 12798 1532 18187 15240 13113
"222185_at" 11510 2720 14597 13729 11443 13395 15900 13421 9886
"222186_at" 1763 13552 6621 19603 9816 3090 6723 6342 2249
"222187_x_at" 21112 10071 22147 19969 21985 8398 22064 21618 12044
"222188_at" 13471 4309 17958 15154 17539 19424 7863 13234 5498
"222189_at" 6604 8095 16236 14471 13931 2728 13529 17015 3722
"222190_s_at" 9332 20662 5458 16191 20997 4473 2286 6066 1931
"222191_s_at" 2657 22134 8719 17052 4380 4547 1867 9226 21206
"222192_s_at" 11019 4221 4196 17450 6148 6780 811 18205 7548
"222193_at" 2330 4152 19199 18986 4082 3261 7402 19882 12202
"222194_at" 18580 10075 16318 15048 7859 14638 12647 207 9917
"222195_s_at" 9016 15634 21765 5623 8176 19507 20449 5094 887
"222196_at" 13965 6167 16107 10534 15615 4628 14979 364 8406
"222197_s_at" 16499 8297 7249 13732 16533 11291 16194 11854 8344
"222198_at" 11340 5689 13915 10150 12200 13142 13593 15638 10713
"222199_s_at" 2292 20481 21513 4996 2416 20137 4727 9813 3122
"222200_s_at" 192 16136 1565 16295 146 8436 9120 19051 3807
"222201_s_at" 988 17193 8315 2560 7144 16508 4664 17488 2733
"222202_at" 19125 4100 13977 13970 7307 14876 14301 7095 6551
"222203_s_at" 2219 2166 8802 3478 1713 15487 9588 6484 20836
"222204_s_at" 1803 18714 21833 8540 250 7853 20454 21409 18800
"222205_x_at" 13150 5975 11038 10325 3316 21936 18391 11162 9075
"222206_s_at" 1871 15069 18321 16004 19668 20850 6470 20242 21534
"222207_x_at" 22236 20464 18758 16489 8189 5131 5026 9199 21022
"222208_s_at" 5313 4082 5255 1492 21377 618 693 18405 54
"222209_s_at" 1033 1846 3629 4796 5139 15697 1437 6119 18140
"222210_at" 12164 8047 16649 1309 12214 3304 16563 13450 6646
"222211_x_at" 7819 4425 11731 19239 1289 2901 17091 10417 12746
"222212_s_at" 10903 17018 18712 8571 5211 18121 8347 8688 15059
"222213_x_at" 18368 4220 16354 14528 11599 982 13464 15270 9272
"222214_at" 8958 5208 3876 15266 10732 20806 1663 21063 3115
"222215_at" 19402 8621 14401 13365 15171 10087 12630 11172 9527
"222216_s_at" 7423 18981 21360 2585 3376 7229 6971 20011 18413
"222217_s_at" 2968 17118 20826 4702 10244 18854 12427 18567 1604
"222218_s_at" 4751 9635 4246 21883 1485 18906 21871 2065 17780
"222219_s_at" 19531 4052 15997 14823 14385 12879 18662 14224 12098
"222220_s_at" 9546 4550 18047 21929 2146 3132 10024 6213 10995
"222221_x_at" 9668 20818 3233 5173 10269 4116 21974 19896 15810
"222222_s_at" 21596 17083 21924 21590 18650 2202 18667 5379 337
"222223_s_at" 16873 3967 14256 17841 6356 14770 14922 15518 1525
"222224_at" 10690 4864 15531 21968 19715 16741 5891 7955 18160
"222225_at" 18503 7238 16423 583 13829 16694 9930 3332 12879
"222226_at" 12312 10366 15499 11767 11379 12993 19012 16465 8551
"222227_at" 17021 5699 13423 14519 14739 11335 17094 15865 7193
"222228_s_at" 21613 18003 5194 655 18237 20880 21653 18352 19049
"222229_x_at" 10861 15476 19060 17037 4240 5041 8036 5042 19862
"222230_s_at" 7760 11608 8352 3170 8561 17211 9061 4869 15400
"222231_s_at" 8994 1182 7194 5975 4800 17253 9545 7199 5516
"222233_s_at" 6788 19503 4639 5309 4711 16904 2145 18782 20133
"222234_s_at" 1090 14121 10425 11575 3728 6812 96 19609 13717
