"inst_1706" "inst_1828" "inst_1869" "inst_2533" "inst_5457" "inst_6096" "inst_6358" "inst_6794" "inst_7146"
"203404_at" 16640 10866 13340 14878 6101 19907 12064 1622 1375
"203405_at" 9521 17397 19817 19332 3397 6096 7575 6969 19776
"203406_at" 7609 13630 5293 2791 3435 9744 8084 6762 15744
"203407_at" 4471 19222 15173 9763 18853 17650 11016 9544 450
"203408_s_at" 15673 15676 4594 15305 11878 9995 7586 16710 14979
"203409_at" 7633 20989 19720 8219 8974 17329 472 6521 5080
"203410_at" 5880 17119 2074 4220 5821 18660 3684 9509 20895
"203411_s_at" 8641 18973 6900 8662 8078 4643 11429 4006 16709
"203412_at" 21075 20113 19626 4356 19415 17352 22059 1753 2269
"203413_at" 19815 5977 6768 19944 5475 9353 14013 14618 7436
"203414_at" 3156 13840 2263 1741 3752 16050 3942 20205 19826
"203415_at" 6301 12205 18694 6501 7401 9539 20259 6564 14926
"203416_at" 20225 3726 6727 6237 13456 3549 19575 19538 13749
"203417_at" 6948 11084 13163 11289 21361 4763 17192 22257 7303
"203418_at" 3638 16688 19179 6276 4031 19363 11646 7396 21447
"203419_at" 22001 630 6070 18186 17933 21501 20977 21285 16001
"203420_at" 2013 523 21189 6341 5044 16547 5341 1055 15750
"203421_at" 476 21191 16579 9873 5510 16006 1321 9359 14271
"203422_at" 6120 22074 4533 5424 18917 8762 3911 18976 21159
"203423_at" 14620 5896 12582 12439 12606 12199 15042 12794 8766
"203424_s_at" 19401 187 9320 10286 2787 15290 3318 16217 21058
"203425_s_at" 20400 21717 559 1057 21472 4611 12467 117 15578
"203426_s_at" 13731 16222 13827 9862 916 20833 3850 17880 13124
"203427_at" 5649 16736 21186 17463 2710 7501 5857 633 21696
"203428_s_at" 897 15249 7309 2048 10761 16865 11090 7479 18991
"203429_s_at" 4758 15421 6632 7340 2463 6769 6669 1825 19679
"203430_at" 2910 14616 3806 3908 7085 15766 8839 4913 14482
"203431_s_at" 20977 16517 1673 4962 18151 18583 4091 2056 1247
"203432_at" 3393 17849 19596 19554 5560 5970 8438 8727 16766
"203433_at" 7298 17036 5850 7677 6852 20219 21239 3809 15285
"203434_s_at" 11506 8303 13454 4477 16201 15039 19462 2246 2796
"203435_s_at" 14445 7852 12843 11030 13392 14452 15378 14807 1580
"203436_at" 2895 14218 4205 6929 9182 15567 9012 5813 16591
"203437_at" 1919 17860 1948 7198 18910 17855 8034 7384 15920
"203438_at" 9177 16037 5264 5770 18735 8922 11369 18902 15249
"203439_s_at" 5555 21150 1228 20270 6340 20360 2163 6153 17101
"203440_at" 19721 21142 9809 9253 16592 12226 20603 11205 19475
"203441_s_at" 19695 21719 7913 6664 157 1076 11442 1210 20149
"203442_x_at" 21750 16273 6165 4614 6693 21229 6894 19620 18263
"203443_at" 17941 10065 15756 14804 16361 7227 18826 16929 6483
"203444_s_at" 137 4630 417 20446 21165 2180 14320 20193 12375
"203445_s_at" 11124 14919 8659 15458 6235 2399 8518 6836 5224
"203446_s_at" 8177 12196 20475 3665 8121 3882 9456 1473 19044
"203447_at" 9598 11782 14997 15117 5577 5511 4634 17290 4826
"203448_s_at" 5206 19600 21664 6140 1353 17252 20827 18823 3239
"203449_s_at" 9336 15995 8913 18891 3431 18006 2956 18807 21491
"203450_at" 989 21271 1173 2674 18981 5518 2851 6915 5605
"203451_at" 4389 5276 353 15445 5849 21717 9633 18367 873
"203452_at" 530 13237 4874 21137 896 21120 22132 5514 3877
"203453_at" 7636 5980 10057 9843 20307 6370 14331 6049 6938
"203454_s_at" 1993 13506 21305 6234 5767 19665 10826 8209 20297
"203455_s_at" 5110 15434 2465 17578 2565 3087 3409 2194 16483
"203456_at" 9095 11121 2648 21928 21256 2996 14461 19948 7371
"203457_at" 112 257 21051 22275 18495 293 20732 17912 22200
"203458_at" 4675 14540 18237 481 6719 8021 3693 6496 5035
"203459_s_at" 2005 20393 7811 21429 19216 5061 3643 21136 15121
"203460_s_at" 3837 14843 21731 6861 9841 3393 7124 5214 4776
"203461_at" 13709 6470 13679 10928 14617 14589 15786 11132 10113
"203462_x_at" 7155 18654 6775 8938 8745 8772 12295 3009 4987
"203463_s_at" 6420 19151 5923 511 17632 2078 8442 21695 2697
"203464_s_at" 22256 988 14230 18624 20894 21204 9824 21398 272
"203465_at" 7341 18500 21882 15673 4381 4301 4587 3749 17231
"203466_at" 4939 15679 8328 7771 10697 7563 21015 19146 20353
"203467_at" 21861 20892 236 16663 1162 17768 3402 6829 4050
"203468_at" 21845 21842 2343 15891 6298 8294 11520 8253 1983
"203469_s_at" 21886 9295 15494 812 9964 20024 18539 20580 12030
"203470_s_at" 10729 6604 2286 4216 17448 14509 13759 16489 8357
"203471_s_at" 15360 10603 19218 7836 1352 16978 14220 17216 7876
"203472_s_at" 14341 5512 12506 10631 13065 13818 15163 10329 9505
"203473_at" 18653 8274 17833 16074 13197 14123 1320 14227 13119
"203474_at" 16620 8370 3632 19750 14741 9947 18999 12401 8895
"203475_at" 11925 9484 11621 2084 13897 1026 16492 16549 7349
"203476_at" 8785 16891 15664 1510 7107 8987 20835 6814 5589
"203477_at" 12806 11143 19146 20177 11879 9963 13483 16250 6271
"203478_at" 9988 13762 6622 7284 10195 7285 10620 3761 4697
"203479_s_at" 21877 15841 2639 2998 9245 15987 3355 21554 3171
"203480_s_at" 20481 1852 4702 17658 2114 19217 8432 1887 18676
"203481_at" 6388 21234 21698 7164 4903 16415 9814 3714 18492
"203482_at" 594 1789 19591 1570 2346 21404 20961 6430 17890
"203483_at" 19302 8412 16810 13246 16605 15151 17933 16980 8746
"203484_at" 6711 13217 6923 6392 7204 17552 5214 7194 16096
"203485_at" 14578 3468 14053 13150 16226 14262 16778 13796 9830
"203486_s_at" 4640 13008 6255 3596 9864 15468 21215 8921 16683
"203487_s_at" 5553 1903 21303 7390 4341 15972 6412 8625 21366
"203488_at" 21809 12869 17794 1800 2395 7538 6249 4892 20820
"203489_at" 2989 20472 6553 18185 3219 7161 5092 8147 18495
"203490_at" 4177 22252 190 19797 21820 21419 7584 21791 2268
"203491_s_at" 7937 21363 7679 15419 2632 5691 2592 9271 19161
"203492_x_at" 7938 11824 18939 3443 19568 3163 5541 7817 14814
"203493_s_at" 3450 16228 4732 3332 1482 3859 9264 1018 3571
"203494_s_at" 1730 16256 7311 4775 18582 17742 9003 4538 15996
"203495_at" 2654 21408 6879 1610 17867 21984 1233 272 2162
"203496_s_at" 9241 21609 8097 17585 9124 3543 770 2356 20704
"203497_at" 4328 15294 4156 3071 3914 3707 6931 7762 17504
"203498_at" 12346 11273 11507 17842 11920 15518 18707 2688 6123
"203499_at" 2163 17270 14832 12081 10910 6303 20056 20331 17205
"203500_at" 20494 14643 19477 16290 1864 2378 6504 19812 3442
"203501_at" 16623 16400 18643 20784 309 10788 8577 19766 22089
"203502_at" 933 15353 8278 21131 3134 5793 9813 17258 2952
"203503_s_at" 5437 15316 18903 5946 5436 22129 22281 1597 18579
"203504_s_at" 9173 101 21836 18707 633 6013 7870 14474 2961
"203505_at" 9548 766 8025 18503 2190 3545 450 3360 21846
"203506_s_at" 8347 19665 2052 19505 1407 1703 21797 5175 20009
"203507_at" 19081 6623 16121 9530 16805 10966 10382 11654 7186
"203508_at" 19192 4925 6000 18720 13207 11187 16058 13276 6751
"203509_at" 11217 18345 18823 4811 18708 1242 2833 17699 18558
"203510_at" 3383 19258 12669 19992 6035 5567 7305 2963 15747
"203511_s_at" 3088 15698 8426 1053 9118 17736 10807 9481 4260
"203512_at" 4519 20518 6407 5986 10106 6928 3314 7808 4409
"203513_at" 2434 13459 6951 5887 5414 4869 2398 814 19341
"203514_at" 21008 20882 4160 15417 5704 1620 20826 19574 1898
"203515_s_at" 5146 20905 3930 3969 1440 19362 8824 1612 19713
"203516_at" 10162 754 11816 20425 12186 3723 21439 20147 1177
"203517_at" 4697 14065 20010 8251 6401 7832 11089 9956 20247
"203518_at" 9818 17701 4545 5299 7292 21865 6774 4786 18508
"203519_s_at" 9104 12482 3571 17995 5952 16548 2703 7123 18904
"203520_s_at" 6583 19227 19599 6625 21003 20828 12319 4808 1297
"203521_s_at" 5935 16892 20568 8941 369 7060 11302 5725 21983
"203522_at" 7444 21769 44 19823 1026 16478 451 9748 20132
"203523_at" 19307 2626 4359 19782 20044 20357 2248 14778 13312
"203524_s_at" 201 18198 1977 7439 18471 2704 20150 1077 21549
"203525_s_at" 10371 20988 21527 18622 3612 17727 2125 8767 4330
"203526_s_at" 680 11828 2007 2632 1516 17847 20772 22021 3070
"203527_s_at" 17271 1715 16182 15036 237 21943 20592 16188 14166
"203528_at" 717 17365 652 20838 21925 21925 21720 5383 4368
"203529_at" 9453 1309 8157 6074 9350 9503 7041 19181 18700
"203530_s_at" 9133 21698 822 1500 20167 16165 12421 7102 20477
"203531_at" 628 12559 4511 15927 8439 7169 6464 4694 14866
"203532_x_at" 3448 745 4539 21362 3581 19740 8445 18669 20833
"203533_s_at" 1247 21198 21172 2621 19277 6011 1419 20544 22233
"203534_at" 10470 14445 19803 3655 9066 18780 7659 8966 18047
"203535_at" 12600 18598 8294 17569 22258 1114 7556 2019 4998
"203536_s_at" 5702 20353 4586 16317 5010 20655 1272 9115 18306
"203537_at" 4582 12898 20752 8331 20154 5029 10994 2596 4098
"203538_at" 2614 18015 21880 20244 1469 17661 5784 19580 19250
"203539_s_at" 13255 11041 10849 4200 13738 10952 16838 11558 7069
"203540_at" 15227 5152 12434 12174 16572 11075 17261 7491 9097
"203541_s_at" 9771 4735 10103 13805 12804 19348 12785 18010 9219
"203542_s_at" 6688 9039 2662 4920 322 19565 16059 2447 12203
"203543_s_at" 7278 7863 21824 20812 20859 20847 17543 19637 6556
"203544_s_at" 3863 13064 5905 4606 3390 7920 2923 8490 21550
"203545_at" 6911 13609 6478 15223 5652 17619 7708 5252 16253
"203546_at" 9265 12589 796 6421 1772 4461 20983 4331 18713
"203547_at" 13073 4791 2969 16705 20677 67 11815 15839 150
"203548_s_at" 17770 10756 4966 6050 6059 495 20833 16677 7115
"203549_s_at" 19386 11149 18247 8594 16882 18429 13332 15158 11415
"203550_s_at" 2171 14144 6172 4163 5778 8165 8664 17366 2633
"203551_s_at" 8729 12249 3186 7624 3678 2124 2831 5478 19981
"203552_at" 3479 16674 1993 7369 5345 17411 5044 19936 20403
"203553_s_at" 5999 13946 4402 15503 11288 5072 2147 8105 21103
"203554_x_at" 7349 528 21011 20703 8798 16322 11327 9897 5785
"203555_at" 2572 17524 7042 18945 18563 19267 11764 21763 182
"203556_at" 4957 17461 20833 8070 4966 4458 7962 17819 21830
"203557_s_at" 7149 19494 4337 3053 6495 9132 5590 4865 3388
"203558_at" 733 11729 10878 374 21547 504 15615 17961 3248
"203559_s_at" 13661 2728 15537 12915 13483 11138 16429 16010 7331
"203560_at" 7764 914 19476 18060 7690 9581 12247 7769 19494
"203561_at" 15148 3566 19296 20037 14623 12779 1643 10813 235
"203562_at" 664 2886 6705 5659 10786 20864 17932 7517 6081
"203563_at" 21795 291 10084 11233 21544 18476 22208 8008 35
"203564_at" 10469 12465 7180 3926 9946 17844 4506 17332 19243
"203565_s_at" 3468 18771 2407 17555 2243 15908 9738 20729 16155
"203566_s_at" 2641 16039 7599 5079 2651 8129 2876 6276 21464
"203567_s_at" 18502 13610 8425 5892 12603 15176 658 16270 18851
"203568_s_at" 17643 1094 19743 20343 16321 10479 1850 16846 1817
"203569_s_at" 9564 13968 20336 6217 2662 15754 3089 19717 19649
"203570_at" 20904 18533 13129 14157 11057 3922 7988 2880 3694
"203571_s_at" 2461 20404 12527 9671 9415 9222 8323 17403 5736
"203572_s_at" 3555 21560 4530 7707 19011 15694 3093 1266 20698
"203573_s_at" 3180 20826 8415 19964 4016 5365 6837 19234 21893
"203574_at" 5239 16056 1471 15384 3597 16398 9630 19118 18320
"203575_at" 10461 18941 3967 6443 1944 4366 12251 2092 3104
"203576_at" 5012 20762 21179 3452 10763 18215 9748 2869 3687
"203577_at" 7126 19005 4166 1252 8088 19686 20681 17860 19801
"203578_s_at" 658 11787 8286 2618 2163 19147 8053 3421 17784
"203579_s_at" 8222 13486 19973 7704 19659 19880 10523 8348 4396
"203580_s_at" 5379 1038 18653 5303 10733 5757 2823 17478 16877
"203581_at" 8841 17675 2909 18251 1356 18363 815 8433 16765
"203582_s_at" 2664 15487 6149 8203 6294 16924 10464 17532 20142
"203583_at" 7403 13081 20299 8658 9874 8480 7915 7315 19695
"203584_at" 7039 18267 18240 2290 5505 8670 6955 8241 16490
"203585_at" 4810 19574 3778 45 8733 6030 8439 19245 15696
"203586_s_at" 6686 2008 1801 2163 21141 2665 191 1671 3751
"203587_at" 17632 7876 6792 608 17520 576 19288 10173 6512
"203588_s_at" 1951 20618 4062 6208 18473 20866 4335 5145 21352
"203589_s_at" 21197 17597 21497 21890 18571 2910 9359 20508 1388
"203590_at" 6983 14598 2795 18525 9475 19260 20371 7210 15216
"203591_s_at" 15367 5154 2941 20479 13856 11577 15889 14229 10498
"203592_s_at" 21682 20998 15810 136 3384 21064 21585 9105 1080
"203593_at" 1673 13417 5105 19083 2113 7835 4430 847 17704
"203594_at" 7443 17318 8787 2498 6086 7156 9413 2779 16394
"203595_s_at" 11140 11768 21974 9867 11040 20928 3474 5286 17235
"203596_s_at" 22181 499 20856 9143 904 22196 21525 142 20695
"203597_s_at" 7184 21290 6781 18323 1213 9368 2293 7420 18222
"203598_s_at" 578 18459 5901 5957 3245 4854 7182 4878 20751
"203599_s_at" 2141 16467 2345 6801 2356 5409 6131 2337 15895
"203600_s_at" 8183 14301 7087 8800 6255 4113 10201 1755 21233
"203601_s_at" 17491 9911 551 2851 17653 13429 16460 11036 13356
"203602_s_at" 1128 22247 20663 19113 4249 19619 9884 3782 2089
"203603_s_at" 18541 3210 9013 21467 16116 9896 19384 12361 11149
"203604_at" 6505 10480 19566 18598 21856 1600 17702 20689 10928
"203605_at" 5259 15705 18251 7219 6556 18968 2225 18662 16690
"203606_at" 7434 17741 3976 5774 3928 7454 7173 17356 15627
"203607_at" 6927 13485 6998 19184 2915 3840 3411 18684 15859
"203608_at" 2875 17733 6583 15770 1911 20139 2401 5228 17761
"203609_s_at" 20736 8332 16003 18422 9733 3118 5234 21815 2279
"203610_s_at" 13380 13204 4129 2112 590 14981 642 13471 20160
"203611_at" 8532 13889 7605 4779 19769 4033 9148 18696 2155
"203612_at" 5997 17369 4535 7654 4863 16340 2442 4163 4647
"203613_s_at" 7886 15853 6294 8208 4970 3562 5628 9639 19746
"203614_at" 4404 11665 7392 6299 9523 16371 3681 3455 20201
"203615_x_at" 8479 17990 3175 735 7710 15718 21190 10062 21800
"203616_at" 6492 16103 20252 6730 5559 5867 10279 6514 17312
"203617_x_at" 20077 16036 21694 22281 11184 16159 20250 1347 16602
"203618_at" 18543 8948 12131 3356 15578 13924 13641 11591 8877
"203619_s_at" 14883 5568 11612 9425 16663 10220 15649 12147 10254
"203620_s_at" 9455 14411 21380 16036 1616 18689 21575 21418 1762
"203621_at" 7334 13999 4787 3747 7242 8531 10124 6815 17852
"203622_s_at" 10018 11917 8241 8010 9416 16881 9787 17822 15085
"203623_at" 10264 15082 11074 244 1776 1582 629 1865 14133
"203624_at" 8630 21691 4134 19975 8198 9167 12259 7344 20259
"203625_x_at" 6053 15067 20444 20260 7146 18581 5058 8504 16151
"203626_s_at" 12433 10012 20573 635 4547 18617 16914 21353 18007
"203627_at" 6529 614 1082 6413 3499 6242 996 3395 844
"203628_at" 643 64 20447 19727 8490 19304 3398 5746 1163
"203629_s_at" 2880 18625 6367 16673 19049 4880 11524 1489 20947
"203630_s_at" 4351 15615 2369 21935 8627 5768 4640 18571 20277
"203631_s_at" 12081 2413 13291 571 12359 15179 17986 16231 10856
"203632_s_at" 1214 21844 11235 13821 17719 3348 19841 2577 1445
"203633_at" 9737 21864 5147 21792 9053 7305 6371 9327 4811
"203634_s_at" 9340 5238 139 21828 11292 18443 5091 21526 290
"203635_at" 10395 14601 6808 8415 20733 20379 3480 18618 16249
"203636_at" 15118 17431 5486 21887 21388 17554 10016 9252 15293
"203637_s_at" 17926 17287 16925 4391 15929 21097 9485 230 18915
"203638_s_at" 21274 3570 11764 11979 10157 18631 16130 19535 12769
"203639_s_at" 15585 3492 14733 18510 956 19977 19170 22168 7002
"203640_at" 7681 20761 12065 21633 10256 20529 7175 4285 19949
"203641_s_at" 8742 7984 13072 11361 21153 2114 13479 20322 7751
"203642_s_at" 4065 25 15240 22064 1740 8373 4337 9889 5268
"203643_at" 3685 275 7710 20387 8391 2981 19951 3942 1418
"203644_s_at" 682 18371 3644 19710 19198 5856 980 9947 19236
"203645_s_at" 12754 8930 16755 9171 16569 13870 19383 15921 13019
"203646_at" 362 1467 6810 16632 671 2897 1729 18236 3884
"203647_s_at" 5468 16283 3107 8499 6326 7592 5998 6872 15661
"203648_at" 11125 17112 8266 7200 5904 15780 11300 5915 15277
"203649_s_at" 16857 4037 1846 11266 4520 12297 19436 12268 5864
"203650_at" 5808 16963 21992 15925 2494 3228 7436 21603 2381
"203651_at" 5784 13856 1455 4072 9420 2905 19843 2760 904
"203652_at" 3859 20012 2065 19094 895 16192 6158 20427 21064
"203653_s_at" 8712 22058 1181 17660 8152 16470 7423 9275 20213
"203654_s_at" 9563 11825 7698 16159 7054 15485 8383 9285 5800
"203655_at" 2826 19871 617 21090 9398 9277 22112 2118 17048
"203656_at" 2126 255 8130 4947 2314 7095 3230 18451 15501
"203657_s_at" 4591 21982 7581 12572 21114 2440 22254 22004 379
"203658_at" 20909 13790 9008 20999 18104 8648 10202 9094 2660
"203659_s_at" 3977 17515 4547 16573 4048 18216 19697 4277 3627
"203660_s_at" 7689 14683 7715 3449 5373 9862 7428 7227 14904
"203661_s_at" 22107 9954 5625 129 1755 18770 2619 21846 6750
"203662_s_at" 542 4967 20770 21573 1541 22001 13930 21556 13677
"203663_s_at" 9528 14410 19818 15601 8743 6962 8665 8531 16259
"203664_s_at" 1262 15878 5394 6016 4690 19918 8783 18552 14479
"203665_at" 2265 1165 14500 13556 1068 2281 7271 6659 191
"203666_at" 10185 11345 17813 12038 1201 4859 15518 5763 8238
"203667_at" 8467 14642 4023 8921 7830 6779 7033 5052 18870
"203668_at" 10373 17326 21706 19722 19578 6651 6634 21342 15262
"203669_s_at" 2335 19660 22176 2139 4468 22231 7661 22170 2583
"203670_at" 17683 6669 13247 14218 19559 5144 17755 16243 10703
"203671_at" 1312 22054 16879 776 21539 1436 1338 15385 512
"203672_x_at" 1274 969 2262 997 5591 7386 12500 4295 16715
"203673_at" 19348 8294 11760 680 14062 13630 10509 16642 14195
"203674_at" 8531 14640 21763 15599 5232 3345 20661 5399 20323
"203675_at" 9039 17916 18392 17344 7452 9558 5837 8888 19783
"203676_at" 21497 18621 3834 209 21103 9606 3143 19917 2464
"203677_s_at" 5316 21993 3427 7181 8826 7617 3485 6334 17249
"203678_at" 3131 13917 6617 17351 18293 3697 20306 1380 725
"203679_at" 6715 19427 5235 3970 11074 5395 21445 18593 19977
"203680_at" 3414 3618 8253 18926 5479 4732 12165 5899 3204
"203681_at" 11328 5771 13045 11735 15628 11786 10655 12527 9623
"203682_s_at" 4772 17416 5222 2198 9601 8319 3993 2859 1477
"203683_s_at" 6207 14626 13611 21530 3975 17410 3518 7391 710
"203684_s_at" 15225 10409 6337 2729 16367 11970 18520 314 7957
"203685_at" 261 9608 18522 20022 3856 5255 13624 21877 13766
"203686_at" 9931 20394 20041 7850 18575 4265 19746 6635 4792
"203687_at" 15920 5649 8235 13483 16261 10982 16396 15894 8863
"203688_at" 10491 19979 7460 5060 19180 2009 4823 3634 15808
"203689_s_at" 8909 2156 18995 2934 6600 2701 8332 3844 16815
"203690_at" 876 20346 18166 17360 886 5286 3871 3090 17736
"203691_at" 18448 17261 15753 1935 15854 10386 21791 15313 15618
"203692_s_at" 3993 11732 18562 18201 802 9526 5598 19133 14544
"203693_s_at" 3578 20245 18646 3221 7899 19999 6469 20455 2661
"203694_s_at" 5255 20658 5592 3412 18134 6510 20277 18125 1416
"203695_s_at" 18959 11957 1001 545 4983 2002 605 6533 18487
"203696_s_at" 21368 21585 19909 2883 6305 18404 8918 20483 20432
"203697_at" 16490 3772 15937 10960 16173 2068 16608 15729 6582
"203698_s_at" 19506 4534 17748 18756 27 1556 8422 13608 13960
"203699_s_at" 21766 3679 15806 9072 378 18293 16364 3773 12413
"203700_s_at" 21282 11043 14358 11313 2138 3375 12600 1991 7931
"203701_s_at" 9733 20413 2738 8099 19992 17974 9683 4652 21282
"203702_s_at" 4113 21041 21578 2377 18125 20320 6009 20359 15283
"203703_s_at" 13799 12649 9776 721 19366 20206 21795 12814 8247
"203704_s_at" 5046 1513 19280 16855 8647 7709 3074 5817 20274
"203705_s_at" 1390 18600 21335 18634 8875 17714 5109 3310 1722
"203706_s_at" 10737 14473 18485 2439 21132 17737 2269 563 2105
"203707_at" 19962 16886 18524 18239 3254 7644 20034 19707 1653
"203708_at" 17424 15504 3729 2432 13566 13296 14844 11512 14180
"203709_at" 6694 22019 19792 15525 9045 18393 3298 19533 3462
"203710_at" 13512 457 20742 6986 4 1446 10793 11466 3262
"203711_s_at" 11119 12902 19999 7743 2696 21203 12404 3931 5786
"203712_at" 2907 19272 4717 4552 18942 17663 4243 8915 17726
"203713_s_at" 20116 18663 1068 19798 7933 18518 442 3925 2201
"203714_s_at" 6066 20765 2548 16606 6151 7917 4123 8154 16605
"203715_at" 7615 20598 18483 19885 4916 3423 5890 4342 17256
"203716_s_at" 18664 20987 11145 17511 11502 11355 274 11460 19011
"203717_at" 14059 12255 9272 9724 18847 4528 2648 17687 20428
"203718_at" 598 15560 7627 7372 18615 1646 20786 6637 18941
"203719_at" 20200 16723 4463 2763 20093 6597 5552 2229 4006
"203720_s_at" 2876 18435 7945 7929 3191 5100 8826 19074 2327
"203721_s_at" 7305 13301 6929 16704 7190 9086 11985 8540 4503
"203722_at" 1721 19831 19791 1370 21106 4946 984 5540 21082
"203723_at" 2208 13693 20210 17612 838 21781 9967 20715 20164
"203724_s_at" 2574 16392 13822 1018 19246 18379 20645 9006 2059
"203725_at" 3854 18174 5178 15513 18025 4937 7301 18526 2830
"203726_s_at" 10267 16262 13936 13434 21201 3230 9898 646 5413
"203727_at" 8300 11621 21383 19543 21568 19512 5009 20266 15002
"203728_at" 500 12992 425 16870 4478 5638 21107 9166 19999
"203729_at" 12603 21729 2222 1539 20847 300 6604 18303 4801
"203730_s_at" 3964 1424 20622 20312 19069 7233 11444 4995 17876
"203731_s_at" 384 16184 22051 21937 20932 22205 22264 21226 15312
"203732_at" 4332 14345 8894 3001 7758 6930 7553 5914 20136
"203733_at" 10584 21307 21262 8381 3350 17175 3592 4213 2469
"203734_at" 1615 11882 2895 1678 1265 21704 19981 21393 16789
"203735_x_at" 21480 16319 20845 6020 1402 4729 4204 20443 18295
"203736_s_at" 2291 13671 17239 14208 18083 5573 8968 1901 1563
"203737_s_at" 5017 22140 1424 18537 6640 7520 20466 18810 19800
"203738_at" 1067 17386 20768 6365 7024 16091 11629 3658 16588
"203739_at" 8658 19241 2607 17452 3171 6110 2448 3550 20642
"203740_at" 3669 1519 6452 5964 10643 19690 20313 17733 17602
"203741_s_at" 6188 21821 7880 3500 19947 79 21083 2327 14958
"203742_s_at" 21471 19766 2331 16701 6176 18909 8906 4347 17759
"203743_s_at" 6683 14111 6815 4079 3731 6352 3375 7018 19297
"203744_at" 8481 12408 21059 19069 19686 7858 10042 17578 17645
"203745_at" 8008 16044 7335 4891 20224 18001 4596 18558 15918
"203746_s_at" 1859 13020 2579 3653 4768 18764 8696 6340 4288
"203747_at" 10868 3657 13510 12162 20122 807 18075 1508 10181
"203748_x_at" 7932 19986 19357 8023 18987 5698 5620 19940 2284
"203749_s_at" 8550 21118 4637 21378 3414 17242 1371 7727 1484
"203750_s_at" 1828 10541 17922 15196 21852 21995 16978 22171 12350
"203751_x_at" 7954 4574 7538 7462 19943 2837 17882 1308 944
"203752_s_at" 8289 1587 7472 7157 6918 4370 5269 9172 3004
"203753_at" 17762 17651 5301 16071 11022 10442 5656 10367 21971
"203754_s_at" 10031 12398 21910 2697 18440 21734 3961 889 12
"203755_at" 4663 15373 6541 20557 3175 18211 7653 2808 4516
"203756_at" 20054 4533 14570 11873 18556 22025 16729 18913 5854
"203757_s_at" 4985 19483 15920 11604 368 18510 22042 2319 22146
"203758_at" 12420 1008 665 20632 13198 10495 1192 16040 302
"203759_at" 22225 19264 20292 6266 20423 2337 9058 20749 19421
"203760_s_at" 13677 10891 1476 17315 15688 13217 11279 16910 5904
"203761_at" 12058 2985 7965 21583 17494 19580 14723 16492 13272
"203762_s_at" 8384 22167 18104 1387 18197 1854 8619 2398 1506
"203763_at" 10378 21310 2387 21498 3057 17265 10836 19579 16278
"203764_at" 4904 13604 5001 21747 9937 6372 10992 2290 15012
"203765_at" 917 15103 8781 17209 1297 6426 2948 4219 2984
"203766_s_at" 16644 7096 12883 9047 14899 12070 15182 13591 9617
"203767_s_at" 491 12996 21567 17875 20100 3237 6672 8914 692
"203768_s_at" 12789 822 16550 2042 1386 1127 19041 886 231
"203769_s_at" 18425 504 21737 470 19912 14872 8064 695 15460
"203770_s_at" 18599 10918 11787 2979 2387 15311 21047 15336 641
"203771_s_at" 3091 12828 20254 1245 2589 15612 12432 858 18631
"203772_at" 11700 10249 7429 18187 12085 13995 13826 16647 11498
"203773_x_at" 761 22089 8255 5900 20412 17892 8996 20853 20736
"203774_at" 7303 17516 7026 3249 8824 19014 9059 3706 19231
"203775_at" 4538 16444 2055 3938 3367 17654 3170 2478 20904
"203776_at" 9350 21158 21259 3606 9991 21121 12152 7436 20023
"203777_s_at" 3894 21731 20989 8501 19329 4931 4362 1911 4183
"203778_at" 20443 21302 1288 3016 9210 16670 560 21082 15518
"203779_s_at" 640 1942 13077 14232 8945 20435 10229 2759 20786
"203780_at" 2024 12758 9099 10736 4687 4202 2062 18147 18383
"203781_at" 4327 17948 4364 8291 3407 8281 10344 2995 19095
"203782_s_at" 20763 19873 21799 18817 4720 19524 21854 20019 18932
"203783_x_at" 18010 5782 11002 9024 11696 10014 18486 15022 10199
"203784_s_at" 12406 5280 18023 20566 1871 19947 12775 20372 1698
"203785_s_at" 4178 20992 22208 5464 8141 19330 12536 4380 18525
"203786_s_at" 10021 12111 13255 311 10501 9800 11493 7827 20068
"203787_at" 4784 21664 7495 17316 1943 6021 2083 7140 865
"203788_s_at" 10355 18056 10420 12917 4123 18185 9212 21646 1669
"203789_s_at" 10141 12523 10381 7391 6649 8262 4548 8999 5348
"203790_s_at" 2244 20593 21811 3777 3164 7620 2991 19366 18080
"203791_at" 20198 21036 3743 20660 1952 4936 4341 2129 17771
"203792_x_at" 1140 1522 15507 20517 17726 20556 1542 991 12782
"203793_x_at" 21184 13474 20987 20614 19241 1265 11367 6461 1182
"203794_at" 21017 1740 3419 4633 897 5841 2183 2569 3455
"203795_s_at" 19908 15409 7281 21225 2538 18068 1972 21850 3307
"203796_s_at" 8125 14399 728 4638 5899 8481 11566 9083 2004
"203797_at" 9894 8244 3500 8113 12673 20679 14622 16015 11437
"203798_s_at" 14936 7043 9538 14362 12957 12506 16991 12340 6162
"203799_at" 4270 18503 21364 6438 1109 9400 8849 2184 20306
"203800_s_at" 5630 1919 5321 3235 8904 16857 9644 19813 4773
"203801_at" 7778 21311 4662 1990 20124 9398 11717 2378 295
"203802_x_at" 9504 21132 8195 15280 18519 16151 4694 5283 19138
"203803_at" 10892 20633 450 3225 2168 16403 6316 1290 19185
"203804_s_at" 9619 15291 21394 19229 2007 20791 5921 19162 15778
"203805_s_at" 7613 13196 7686 5301 9800 18454 21059 5932 18675
"203806_s_at" 7860 13268 374 17907 2799 3933 2464 20057 14385
