"inst_2638" "inst_5302" "inst_6703"
"1007_s_at" 15650 9509 19991
"1053_at" 5719 2243 4422
"117_at" 13341 12580 897
"121_at" 5602 21291 15382
"1255_g_at" 13586 10730 12920
"1294_at" 7681 7636 21143
"1316_at" 21180 7376 18364
"1320_at" 14485 10686 8106
"1405_i_at" 14151 3833 17587
"1431_at" 21317 7518 20864
"1438_at" 6246 4158 19293
"1487_at" 6411 19819 18136
"1494_f_at" 4679 19123 20504
"1598_g_at" 20753 20110 5104
"160020_at" 697 13501 1473
"1729_at" 16939 9560 4956
"1773_at" 20670 2493 6328
"177_at" 9876 17160 17163
"179_at" 20519 65 944
"1861_at" 19316 859 7323
"200000_s_at" 8167 4418 4231
"200001_at" 6943 5923 8147
"200002_at" 5440 6230 7797
"200003_s_at" 15711 9199 10117
"200004_at" 15389 4638 6530
"200005_at" 18320 1964 5293
"200006_at" 4693 6323 7660
"200007_at" 8241 5346 14861
"200008_s_at" 17775 1619 1065
"200009_at" 8345 8955 5418
"200010_at" 16701 5026 3401
"200011_s_at" 6540 6435 6874
"200012_x_at" 7535 9820 17765
"200013_at" 6501 9097 5087
"200014_s_at" 5968 8273 15376
"200015_s_at" 4143 3814 17142
"200016_x_at" 7727 7963 14326
"200017_at" 6203 8655 15407
"200018_at" 7999 8187 8462
"200019_s_at" 17548 4551 14412
"200020_at" 20912 7352 6192
"200021_at" 7793 20594 10231
"200022_at" 15951 9817 15605
"200023_s_at" 7987 1986 16630
"200024_at" 3583 7069 7970
"200025_s_at" 3720 8422 16455
"200026_at" 4281 21731 18738
"200027_at" 5234 7120 16570
"200028_s_at" 6584 3459 15492
"200029_at" 17902 9262 15539
"200030_s_at" 6296 6452 6588
"200031_s_at" 6395 7570 10161
"200032_s_at" 6374 10088 8223
"200033_at" 5410 3582 16948
"200034_s_at" 8335 9263 5285
"200035_at" 22105 6324 8146
"200036_s_at" 5152 5760 14879
"200037_s_at" 7162 9940 18411
"200038_s_at" 16968 9210 8603
"200039_s_at" 5647 2331 6330
"200040_at" 16526 9075 14139
"200041_s_at" 16591 5266 6467
"200042_at" 6166 5593 7137
"200043_at" 18240 3220 17701
"200044_at" 4344 5917 5528
"200045_at" 6467 8431 7322
"200046_at" 8043 2408 15173
"200047_s_at" 5614 8027 20214
"200048_s_at" 6273 6175 17353
"200049_at" 5301 3494 15024
"200050_at" 6917 19572 7105
"200051_at" 18999 5735 16842
"200052_s_at" 16521 4709 6514
"200053_at" 17182 3379 1029
"200054_at" 3917 9998 5024
"200055_at" 4178 5539 18471
"200056_s_at" 3907 6110 19903
"200057_s_at" 19689 7203 14440
"200058_s_at" 6328 6321 14681
"200059_s_at" 6003 6594 14982
"200060_s_at" 4241 500 16274
"200061_s_at" 6950 21201 10160
"200062_s_at" 10544 19996 10111
"200063_s_at" 15435 20702 14694
"200064_at" 7455 8024 4395
"200065_s_at" 17413 5940 6750
"200066_at" 20652 7299 2520
"200067_x_at" 7278 6301 19565
"200068_s_at" 18400 7902 14547
"200069_at" 2378 8724 17530
"200070_at" 4905 5629 6848
"200071_at" 19217 1021 6980
"200072_s_at" 16837 2068 6877
"200073_s_at" 18295 8805 17700
"200074_s_at" 15899 7889 14825
