"inst_337" "inst_848" "inst_965" "inst_2433" "inst_3295" "inst_5294" "inst_6695"
"200614_at" 6561 18923 6265 15141 5653 13896 6956
"200615_s_at" 13144 15099 18959 2836 13056 15407 1512
"200616_s_at" 17386 18499 20671 14069 4938 16832 15533
"200617_at" 14211 18299 18756 18716 14882 18496 1510
"200618_at" 4287 19598 4211 16134 15267 18650 3647
"200619_at" 17308 15842 6237 21356 13800 16826 16152
"200620_at" 12390 15740 4997 12114 13562 17433 5557
"200621_at" 5964 3387 1892 12061 1867 16358 15540
"200622_x_at" 1840 4142 4811 11621 15303 13349 5988
"200623_s_at" 2445 807 20757 10686 3154 12922 1765
"200624_s_at" 16233 17712 5432 18108 19173 18626 4452
"200625_s_at" 14122 20287 6417 12824 14688 15858 15609
"200626_s_at" 2630 21637 6364 13118 5465 19404 7311
"200627_at" 11271 17322 18369 12799 15554 14012 5006
"200628_s_at" 5713 2561 2268 10159 2589 455 2463
"200629_at" 5765 4049 4301 11680 13160 14142 8216
"200630_x_at" 5754 19209 19392 10968 3992 12617 5701
"200631_s_at" 14520 5692 16964 16598 16033 17602 15004
"200632_s_at" 11302 2206 5438 19771 17524 2147 438
"200633_at" 3797 9455 5495 10403 8255 2317 9994
"200634_at" 2614 17527 17143 12737 15630 15224 3971
"200635_s_at" 14436 17074 19908 7694 13718 20863 4119
"200636_s_at" 17844 20724 3276 19738 18327 13397 7033
"200637_s_at" 5328 3679 21097 5132 19518 17447 17341
"200638_s_at" 13858 19618 5963 15062 15939 17852 4211
"200639_s_at" 19473 16687 4147 18394 18410 20818 7852
"200640_at" 12271 15820 3460 14363 14714 17193 3683
"200641_s_at" 3986 16165 2883 14835 18646 12862 3635
"200642_at" 11043 4434 5141 12044 13157 14343 5595
"200643_at" 3308 18266 1888 13618 16560 19098 6268
"200644_at" 11418 19796 18426 20855 18206 19827 14797
"200645_at" 10999 19401 18337 11923 15697 19422 14172
"200646_s_at" 3057 21504 20923 1100 21897 18534 5383
"200647_x_at" 14650 15684 19086 13012 14293 17198 17026
"200648_s_at" 5591 18525 7234 13569 20921 17009 15876
"200649_at" 3486 3770 4655 21224 819 21432 8376
"200650_s_at" 4385 18750 18883 9858 5391 13658 9913
"200651_at" 4123 5904 4213 5248 14624 12244 4754
"200652_at" 5541 17108 17926 14938 5542 18786 15861
"200653_s_at" 15292 20394 19038 14517 15424 19974 7458
"200654_at" 4330 15821 5493 13290 5491 12692 2162
"200655_s_at" 12429 3534 5910 14978 17797 17210 8328
"200656_s_at" 13412 2940 5648 17867 16158 13844 4932
"200657_at" 11515 5653 6982 10766 4562 12261 15769
"200658_s_at" 4933 4926 5789 18107 17098 15518 4310
"200659_s_at" 19083 3778 20811 22095 16199 13448 14025
"200660_at" 15063 5174 6267 1657 13704 13168 2510
"200661_at" 16965 4895 2867 18839 15526 16459 6672
"200662_s_at" 13798 18328 17935 12530 17307 15041 15888
"200663_at" 11122 16659 5231 11628 4845 14462 7414
"200664_s_at" 14567 1331 299 19795 1051 19272 20788
"200665_s_at" 8559 14650 8308 3341 6182 8481 13896
"200666_s_at" 5033 2974 2274 18925 2472 19480 17319
"200667_at" 14422 3543 17723 11825 15824 19763 18773
"200668_s_at" 12065 15634 2982 12336 5559 16668 7489
"200669_s_at" 14055 17704 5439 16043 14401 20064 3703
"200670_at" 5723 15463 1983 11266 13328 13642 8435
"200671_s_at" 21983 3064 20954 6537 1774 14254 2527
"200672_x_at" 6381 19222 1748 17876 1363 19423 1395
"200673_at" 11024 16623 4142 10490 13679 13620 8246
"200674_s_at" 3728 5413 5862 5197 8397 2119 7173
"200675_at" 10883 19429 3873 19334 16382 20942 14081
"200676_s_at" 4792 21689 21546 20794 21324 18854 7227
"200677_at" 12887 15423 5295 14268 4414 17506 7634
"200678_x_at" 12589 15407 2852 15312 16867 11897 6870
"200679_x_at" 6044 15172 5935 16941 17804 16119 5331
"200680_x_at" 6233 19001 5296 12212 14808 14622 7762
"200681_at" 14979 15790 7130 13399 14612 18596 14385
"200682_s_at" 5860 18683 17369 17141 17284 17350 8418
"200683_s_at" 3319 17363 17049 18521 17953 20680 15581
"200684_s_at" 10896 20452 18653 19714 3219 13868 14795
"200685_at" 21112 16700 22192 20362 4298 17559 20124
"200686_s_at" 19852 19702 21172 19603 19243 20896 20141
"200687_s_at" 15306 18768 6127 20580 16245 17596 7720
"200688_at" 11388 2790 19204 18464 5672 2341 3413
"200689_x_at" 3958 4626 7024 10481 5299 12509 6864
"200690_at" 14496 3946 18452 14328 14742 17049 5447
"200691_s_at" 12879 17109 6235 13332 13874 17849 6430
"200692_s_at" 12081 16338 5079 11317 16901 16067 4918
"200693_at" 15751 16769 4642 17490 15290 16995 7668
"200694_s_at" 6225 17774 4560 13356 15680 15778 14307
"200695_at" 12742 15889 339 10840 5271 1037 3478
"200696_s_at" 17021 261 7160 15975 17582 12474 2269
"200697_at" 20976 18386 20929 20276 14012 18790 3071
"200698_at" 4179 19677 16827 18449 16456 17184 5483
"200699_at" 16580 18234 19027 19437 5170 14538 3573
"200700_s_at" 13644 15492 5098 10304 16575 16212 6323
"200701_at" 5866 3936 18889 15405 18185 17662 2286
"200702_s_at" 5945 2975 21095 11772 15759 18503 17776
"200703_at" 12133 5347 6089 11851 18125 15751 16461
"200704_at" 5298 2267 5868 10043 5181 16256 2033
"200705_s_at" 11077 2471 4016 4975 15156 13342 16696
"200706_s_at" 17102 21191 1992 1862 1513 18031 21158
"200707_at" 6368 5364 3800 10115 1692 12711 1959
"200708_at" 10850 16398 6025 17905 4201 19700 8193
"200709_at" 2181 5109 4056 13577 21562 16089 2798
"200710_at" 12548 19307 17799 19614 4861 19288 2385
"200711_s_at" 6234 18074 5927 14176 19771 17509 17919
"200712_s_at" 17902 17037 5497 12375 18674 21301 20534
"200713_s_at" 11406 17172 5479 15714 13169 16623 18841
"200714_x_at" 16376 19646 5888 13305 17476 20542 4741
"200715_x_at" 3201 16946 18791 10273 4716 14033 14990
"200716_x_at" 2926 15844 17386 5264 8482 16844 5376
"200717_x_at" 13800 9158 10727 5094 8252 11951 9992
"200718_s_at" 11086 15404 4830 13535 5793 1744 17628
"200719_at" 14391 17360 17812 19474 2787 17458 6665
"200720_s_at" 5128 17158 18617 21596 15880 2314 7551
"200721_s_at" 14202 18701 18703 13255 15051 13269 4786
"200722_s_at" 3638 19930 2537 19218 21082 20086 6721
"200723_s_at" 10825 20934 17760 15407 16380 16010 4132
"200724_at" 4594 10426 4782 12028 21953 1410 1803
"200725_x_at" 5437 15182 6273 2820 3457 1833 16723
"200726_at" 15819 19733 19352 17990 17569 20395 20280
"200727_s_at" 15722 22004 20698 10971 1186 17556 6171
"200728_at" 17477 16236 20295 12784 14999 14668 14345
"200729_s_at" 17205 20220 18896 13994 15663 16784 6907
"200730_s_at" 4153 17474 3662 10662 13432 16092 945
"200731_s_at" 5935 18046 3214 13737 14419 20447 1843
"200732_s_at" 5941 16031 16846 10097 15107 18668 3355
"200733_s_at" 21772 4022 20712 1876 5650 20219 19997
"200734_s_at" 13463 2758 19095 18679 13511 19920 19905
"200735_x_at" 11651 9045 6202 5187 8375 12667 7228
"200736_s_at" 10589 9536 10842 16111 7273 7605 6058
"200737_at" 14886 17341 19148 15261 18112 2095 6794
"200738_s_at" 12904 3934 7205 12493 14196 13858 6298
"200739_s_at" 6191 2283 18844 2472 20615 16046 6958
"200740_s_at" 12173 18998 6501 13480 14709 17575 18981
"200741_s_at" 10944 9423 4434 4947 8075 861 16318
"200742_s_at" 5850 2593 4298 11593 2290 14505 17191
"200743_s_at" 14919 4253 18172 11995 5767 16825 8198
"200744_s_at" 6323 16838 6400 21396 17417 20334 7493
"200745_s_at" 15788 15245 19673 17350 16786 15172 8196
"200746_s_at" 15296 15363 6751 16545 16254 19455 14204
"200747_s_at" 20776 19179 18317 13623 3039 2462 3103
"200748_s_at" 10891 4870 5386 1179 5425 11931 5080
"200749_at" 14221 16807 6505 13045 18325 20126 16766
"200750_s_at" 13505 4508 17862 13573 14220 12605 7763
"200751_s_at" 18453 2681 5698 16192 17107 15754 6676
"200752_s_at" 2456 4553 6175 21551 17849 13287 2948
"200753_x_at" 14512 16990 4110 15636 14931 18255 15379
"200754_x_at" 12867 4581 4951 14696 15244 14047 7200
"200755_s_at" 11858 20780 5889 10412 5337 18300 2722
"200756_x_at" 14123 15843 6088 1868 14399 1912 3026
"200757_s_at" 16640 5983 17117 19163 18361 18210 1663
"200758_s_at" 11903 18721 2977 11602 13357 16480 6734
"200759_x_at" 19705 2432 4321 12301 5344 13731 5058
"200760_s_at" 5291 21135 20918 17775 15909 17218 16088
"200761_s_at" 20066 16544 5099 17597 18077 21362 17984
"200762_at" 18413 3410 4645 15251 2295 19687 7245
"200763_s_at" 12212 17788 17778 5202 8405 11965 16765
"200764_s_at" 12448 3050 5623 11789 18591 16760 12091
"200765_x_at" 12523 5346 17280 13298 16031 14539 12472
"200766_at" 3488 16582 3156 18249 17691 20430 15035
"200767_s_at" 2372 21876 7059 15609 17295 20078 4290
"200768_s_at" 14820 3919 7132 14327 19012 17997 17502
"200769_s_at" 5474 20900 2742 11966 15588 20364 15106
"200770_s_at" 11520 2149 852 11019 17783 21955 3561
"200771_at" 15237 4273 19958 18735 14635 14757 936
"200772_x_at" 15678 17133 17930 11108 15462 13675 3757
"200773_x_at" 13175 5992 5337 10701 14337 12297 2856
"200774_at" 16898 15656 5444 17426 16925 18895 16546
"200775_s_at" 14595 16376 19980 14230 2558 17419 1104
"200776_s_at" 13087 4839 6319 13820 16202 14711 6449
"200777_s_at" 18315 17469 2737 12300 13038 19173 7430
"200778_s_at" 13210 5520 16973 14372 14416 20473 6006
"200779_at" 1340 945 1269 11637 1008 419 2248
"200780_x_at" 14769 5122 7133 11578 4182 15102 4843
"200781_s_at" 11756 16521 18352 5062 8222 1132 15046
"200782_at" 12313 18270 5102 11471 4310 18821 15807
"200783_s_at" 14880 18870 19515 17006 20037 16927 20313
"200784_s_at" 8333 7280 12705 6649 8570 6735 19102
"200785_s_at" 20223 14745 8360 1671 11424 8230 400
"200786_at" 12125 3131 16910 14275 5354 14215 6385
"200787_s_at" 11079 16043 21409 17227 15656 21033 2699
"200788_s_at" 3561 21527 5433 18363 15767 20440 4114
"200789_at" 12783 3386 3352 11508 2015 13400 5983
"200790_at" 11465 15535 3253 1352 4698 14730 16257
"200791_s_at" 12892 18168 19127 15306 17168 21053 3864
"200792_at" 11009 5102 4810 16065 14875 15567 14628
"200793_s_at" 5097 16827 20926 20900 17955 14434 14418
"200794_x_at" 16225 16389 18687 12185 18776 17661 6764
"200795_at" 2474 14905 9448 5251 20989 8152 10458
"200796_s_at" 3857 1072 87 10101 2299 2189 22247
"200797_s_at" 16035 1238 710 17417 1185 14450 4045
"200798_x_at" 14165 2074 331 15697 1010 1925 4115
"200799_at" 5359 3356 2983 8726 3935 16270 8051
"200800_s_at" 20571 1700 2469 11848 2370 20518 2325
"200801_x_at" 4010 8990 10880 4900 8023 1698 7954
"200802_at" 5792 16280 2653 10377 2532 1914 5982
"200803_s_at" 5802 16555 17348 10928 16394 12552 16050
"200804_at" 5578 5298 17703 13236 13870 14682 4925
"200805_at" 20463 3226 19149 12706 18263 660 6204
"200806_s_at" 5059 17732 4366 14408 14545 13790 14809
"200807_s_at" 5302 5853 6130 12785 8043 12446 15859
"200808_s_at" 1077 2024 2948 11245 3789 14851 1342
"200809_x_at" 11680 4757 17002 4922 5007 2457 7264
"200810_s_at" 16477 15972 19639 11255 4817 19295 7863
"200811_at" 15176 17325 6587 18239 13575 22163 6184
"200812_at" 12967 4189 4354 16870 15427 16924 16962
"200813_s_at" 2283 5418 17054 17140 5484 15014 5032
"200814_at" 16684 15472 16934 11583 16651 17949 15426
"200815_s_at" 12285 4463 5983 10772 5766 19897 3421
"200816_s_at" 14972 18052 20244 15340 4514 20941 8476
"200817_x_at" 2878 9138 10815 4917 8046 1790 9924
"200818_at" 15820 19139 20543 12103 3585 15236 16105
"200819_s_at" 5611 9370 17500 5103 8262 12676 4766
"200820_at" 13080 16704 18963 18105 16880 15889 14623
"200821_at" 19409 16818 3592 20859 17400 20640 7316
"200822_x_at" 5688 20106 20456 15159 4947 13969 1854
"200823_x_at" 2479 2557 19505 10096 2849 2154 6288
"200824_at" 11178 14762 8476 10735 11022 13975 7257
"200825_s_at" 12093 4893 5345 13586 3067 18414 1413
"200826_at" 3199 4094 19169 13392 14850 15543 4172
"200827_at" 12856 1399 1182 16315 15288 16622 1784
"200828_s_at" 6552 18485 4679 18613 15645 13892 8340
"200829_x_at" 14374 4769 6689 15976 15882 16683 19920
"200830_at" 11965 17815 17491 19488 16286 15202 17167
"200831_s_at" 18366 20121 19991 21625 20202 18471 6316
"200832_s_at" 19078 19868 19213 19096 21339 20994 19351
"200833_s_at" 14702 16853 4319 11693 3940 14715 16594
"200834_s_at" 12370 5475 6292 4997 8140 1828 9953
"200835_s_at" 9195 19799 19974 12325 2649 625 20714
"200836_s_at" 11255 1095 17561 22272 2985 21670 2409
"200837_at" 14007 18931 20921 16017 13163 16298 18262
"200838_at" 20365 17680 4686 11190 17014 16252 8347
"200839_s_at" 12725 17672 17861 12426 13907 17542 7738
"200840_at" 12491 17749 4330 11209 4630 15132 19151
"200841_s_at" 16750 17959 5283 11455 13878 13218 8254
"200842_s_at" 21269 4145 3351 11303 2415 14605 15943
"200843_s_at" 4469 2989 5263 12410 2980 1992 6632
"200844_s_at" 5681 15934 6860 12022 4544 15955 5251
"200845_s_at" 18399 15081 5938 14276 14199 15213 15582
"200846_s_at" 15971 4303 6712 15442 16538 16891 6510
"200847_s_at" 19217 3265 6378 11096 3711 12962 8305
"200848_at" 4805 18995 17721 16023 2426 17907 15201
"200849_s_at" 17352 21783 19879 15527 15962 13299 7418
"200850_s_at" 17528 16835 4675 13663 3339 17221 5664
"200851_s_at" 13501 19570 6068 20144 13644 20408 7190
"200852_x_at" 12941 3700 7174 20928 12991 16648 6483
"200853_at" 17598 3560 17302 9830 17668 11976 14028
"200854_at" 17312 18975 5851 14097 2221 16069 3977
"200855_at" 4504 1951 2849 18713 1561 879 5683
"200856_x_at" 14489 17768 1547 17744 17013 21116 15414
"200857_s_at" 5691 3701 3368 19932 16529 22130 587
"200858_s_at" 14002 4167 6124 2822 12977 18249 17157
"200859_x_at" 5856 3494 4827 10222 13673 1932 2682
"200860_s_at" 13695 15935 17994 16449 4210 18627 14504
"200861_at" 12202 2457 1255 16103 14979 1881 6292
"200862_at" 14280 20200 18465 20357 18293 20984 4601
"200863_s_at" 11103 17292 6043 11754 15209 16386 17895
"200864_s_at" 13826 17766 20138 17123 18343 21639 2060
"200865_at" 9584 12282 14739 7016 9381 4223 20701
"200866_s_at" 4830 4430 2861 16346 16366 15200 3349
"200867_at" 14375 5806 6368 14641 16821 16012 5220
"200868_s_at" 11409 4849 1005 13463 4283 13819 18780
"200869_at" 11042 16942 7136 4962 8099 1729 15360
"200870_at" 12952 17686 4624 12803 4733 16917 17406
"200871_s_at" 13539 20849 18575 12454 4732 19135 8410
"200872_at" 5927 19881 5727 11395 17379 13540 14991
"200873_s_at" 17994 5497 2906 12449 13651 13006 16589
"200874_s_at" 11459 2414 16920 17306 20361 18567 6583
"200875_s_at" 16862 15202 5115 13929 15977 15977 4648
"200876_s_at" 14226 15427 3095 14585 14149 14324 14220
"200877_at" 3399 16912 18521 12832 15351 14504 6991
"200878_at" 19807 345 431 9838 4088 15589 15872
"200879_s_at" 4847 10078 7692 3417 7711 3431 21839
"200880_at" 11670 17182 17026 19648 18145 21128 17756
"200881_s_at" 13044 17941 5269 20742 19698 17000 5606
"200882_s_at" 11475 4005 5795 11936 14456 12589 18293
"200883_at" 11317 17579 5813 14959 17279 20405 8359
"200884_at" 12079 1777 2755 18125 17870 18864 16193
"200885_at" 1084 4635 18715 20882 5340 12992 4572
"200886_s_at" 6114 16276 6702 10874 14417 16603 15056
"200887_s_at" 20286 19119 20271 15260 17747 18075 5162
"200888_s_at" 4488 15184 5067 10247 15720 12495 15114
"200889_s_at" 4767 4188 5660 15045 14519 17475 16063
"200890_s_at" 15915 15954 5885 12122 19936 18751 7565
"200891_s_at" 13261 4622 20581 15880 15275 20053 16635
"200892_s_at" 5362 5053 2237 17509 16559 16098 15546
"200893_at" 13831 18576 6337 11082 13981 16033 18079
"200894_s_at" 14663 17734 18379 18514 20109 15152 3889
"200895_s_at" 16235 18927 7051 22025 19532 17444 2451
"200896_x_at" 2054 16129 17599 15627 5492 16707 17328
"200897_s_at" 11206 3056 3721 11678 708 14906 19418
"200898_s_at" 14184 19245 1028 15330 3235 12090 2727
"200899_s_at" 18450 3609 18442 11650 18790 17799 6629
"200900_s_at" 4412 21015 20550 18009 4219 19296 15304
"200901_s_at" 4951 5941 18256 16428 5507 16986 5734
"200902_at" 17034 4749 4496 13117 15082 15499 17275
"200903_s_at" 6514 16605 17668 14788 5446 17637 6271
"200904_at" 3237 20945 21478 14083 1092 804 5980
"200905_x_at" 12580 16061 17148 12101 15712 17525 8221
"200906_s_at" 17372 19635 18637 7648 1163 12603 7103
"200907_s_at" 3109 1833 1294 7335 1427 17425 4664
"200908_s_at" 1538 17033 19765 21794 22226 21339 22038
"200909_s_at" 11453 16217 17087 5022 16054 12602 5470
"200910_at" 15438 4657 6342 18699 15308 12360 3220
"200911_s_at" 14884 18767 19618 11620 19549 20043 3764
"200912_s_at" 15665 2753 1417 12963 3514 12397 16072
"200913_at" 11138 18039 18750 22152 15254 21384 2465
"200914_x_at" 17090 20176 17828 14082 15383 17669 18682
"200915_x_at" 4628 16672 18946 15517 18053 14375 16648
"200916_at" 16475 3239 6100 14320 13532 14603 7921
"200917_s_at" 3234 21475 5829 13843 21446 15292 17613
"200918_s_at" 17143 5278 19731 16326 13079 20452 8191
"200919_at" 4184 15557 5226 10215 18219 18655 16160
"200920_s_at" 12797 1049 464 10572 1530 1260 1577
"200921_s_at" 13308 1514 385 2162 420 12478 1505
"200922_at" 2184 3590 2712 20818 18252 17064 6495
"200923_at" 16077 2540 2125 8156 17731 851 20339
"200924_s_at" 16944 20100 3091 12468 1563 1708 1276
"200925_at" 12169 15541 6911 11286 12982 13780 4252
"200926_at" 5122 8774 10475 5204 8406 11981 10033
"200927_s_at" 10869 4509 17781 16973 20864 15690 2403
"200928_s_at" 5305 7208 12129 20294 18092 11051 1794
"200929_at" 4588 18886 4550 16130 14802 13866 14962
"200930_s_at" 7548 14526 13602 8966 11559 3919 971
"200931_s_at" 3343 5959 1316 18965 1787 13044 15873
"200932_s_at" 16828 1780 3070 15668 17131 16037 6433
"200933_x_at" 11452 8835 5454 5157 8342 2303 15088
"200934_at" 11710 17354 6667 13223 18362 17989 17143
"200935_at" 1038 5517 5325 18488 19263 1882 202
"200936_at" 5138 9095 5632 5172 8358 2388 10020
"200937_s_at" 4558 16575 5133 9816 4908 13224 14700
"200938_s_at" 9918 12385 15086 4283 4966 10945 9554
"200939_s_at" 16092 7960 15837 613 4130 3241 427
"200940_s_at" 2805 21797 18455 17169 653 19443 917
"200941_at" 15345 15356 6635 14550 15395 19875 18218
"200942_s_at" 3102 3074 6169 12690 15794 14943 4743
"200943_at" 12371 19007 17393 13372 4267 13315 6733
"200944_s_at" 13863 3984 3840 10512 18654 13753 19328
"200945_s_at" 18482 18526 6999 15554 2302 14660 5970
"200946_x_at" 15778 20399 16777 17811 13737 19363 4599
"200947_s_at" 13025 20044 20422 17121 18358 19330 4432
"200948_at" 17169 15571 20065 16485 16025 16319 8168
