"inst_342" "inst_435" "inst_437" "inst_499" "inst_576" "inst_632" "inst_2990" "inst_4392" "inst_4569"
"205395_s_at" 17921 21589 1045 9237 21341 21640 6731 16980 6178
"205396_at" 277 7429 19883 8428 15157 4509 16940 22238 21945
"205397_x_at" 42 22041 12334 16109 9157 12875 22035 15394 7085
"205398_s_at" 7860 15177 4636 20023 13188 3506 7491 2190 4608
"205399_at" 14469 3250 14441 20767 11573 2912 11083 12959 13399
"205400_at" 13932 6479 9859 14742 1575 10612 21659 11448 1729
"205401_at" 13126 18692 14411 1810 2690 20405 7177 11301 5780
"205402_x_at" 18558 6547 1113 10444 8087 16451 13381 13377 5932
"205403_at" 10434 13910 12644 14756 9710 15425 3551 13603 20077
"205404_at" 8576 6365 5886 8604 14418 14670 10551 11120 11763
"205405_at" 7907 18039 18706 306 17512 19151 10026 502 21585
"205406_s_at" 3955 1486 2786 3901 4544 14573 3170 6636 18804
"205407_at" 10296 9691 15333 11422 9560 9273 8106 12434 5880
"205408_at" 6890 18225 4713 16563 16815 5748 1472 15768 2565
"205409_at" 7580 124 487 20486 1382 239 2668 22080 19820
"205410_s_at" 3814 19085 3773 4866 2961 6119 10211 12683 372
"205411_at" 1515 20032 19213 6716 3642 19010 8742 544 22155
"205412_at" 17442 15203 16242 9059 15495 5998 16215 17758 15335
"205413_at" 372 10226 21236 8659 22115 9756 11231 5461 12046
"205414_s_at" 11350 11374 3304 22057 4742 11247 20804 2353 15951
"205415_s_at" 6569 5204 5773 9128 16431 8799 7639 20445 1525
"205416_s_at" 19222 15574 20317 20295 15174 10014 1907 4437 16762
"205417_s_at" 16544 14661 7388 8516 15930 5314 19184 16562 5523
"205418_at" 10086 9244 12724 14439 9588 11704 20630 11381 11683
"205419_at" 15031 9387 15478 15101 1940 8179 17007 10146 10026
"205420_at" 7386 12917 338 20695 19069 15239 1765 1634 8450
"205421_at" 12524 12045 12505 13066 9500 12283 9476 12504 14532
"205422_s_at" 11450 18396 12543 13098 9197 14924 19172 12570 20943
"205423_at" 21548 1471 16822 21682 13350 5568 20669 18350 20705
"205424_at" 11830 12769 12185 5813 517 10777 354 370 19969
"205425_at" 1206 3392 4761 3840 4494 3671 18257 7331 15262
"205426_s_at" 5059 2846 8114 19041 15062 1980 16211 13900 21235
"205427_at" 1275 2385 1429 21184 17353 14056 20108 20078 19146
"205428_s_at" 5013 1354 1010 2538 2474 16413 12381 907 11174
"205429_s_at" 16524 17821 372 18922 17597 4494 2414 16241 19364
"205430_at" 12481 12298 13724 15374 5399 11267 18579 18095 13202
"205431_s_at" 1545 1099 1702 3075 2365 9531 9897 5024 13759
"205432_at" 2455 22227 21784 257 2020 21696 21874 22092 21818
"205433_at" 15321 13109 13951 10078 6047 2982 11292 10647 11744
"205434_s_at" 15374 2246 20786 1754 2651 2461 20316 5983 2824
"205435_s_at" 19902 6896 6331 9174 3039 1808 4304 3026 29
"205436_s_at" 19634 8013 18181 5333 19305 21812 18183 7725 5635
"205437_at" 22105 7256 4558 364 2006 13219 1909 17581 18303
"205438_at" 15229 9064 10494 14427 8798 16669 10774 1518 18051
"205439_at" 10035 13771 14634 15549 10078 12234 9086 13244 655
"205440_s_at" 2031 18894 1220 3641 22209 11375 12469 7629 1520
"205441_at" 17175 6217 1096 20948 5220 3731 6983 16325 6390
"205442_at" 19623 13641 12510 8707 20114 20605 316 18056 20612
"205443_at" 6894 20431 4258 6958 12855 3066 4687 6393 5112
"205444_at" 17797 1183 8854 17620 3609 16141 10631 1274 12411
"205445_at" 6878 1137 20005 1929 1528 14829 13204 13505 14657
"205446_s_at" 549 20088 20533 8832 13580 19679 1973 22153 21513
"205447_s_at" 9462 11594 10479 6357 8233 14799 2918 15303 19115
"205448_s_at" 3309 2794 2027 5178 21071 290 2959 924 1528
"205449_at" 17923 1271 176 19240 19733 11979 5605 7814 7689
"205450_at" 20163 7658 17680 6136 16436 10016 3885 3382 5640
"205451_at" 9823 13409 13684 13830 8362 18606 20708 10041 12090
"205452_at" 5669 5701 4029 19106 13957 1197 4477 6472 17914
"205453_at" 116 10806 21061 10401 10482 14565 13924 13977 1821
"205454_at" 14602 9017 13818 14144 7293 6521 677 11606 6051
"205455_at" 22182 4126 1022 3435 16634 8337 13290 932 15622
"205456_at" 3992 208 855 21484 732 12844 11059 13013 9647
"205457_at" 871 19335 16525 7772 5566 20579 7121 19067 1940
"205458_at" 5356 2686 5136 6350 4799 5342 12683 3568 9779
"205459_s_at" 21231 4446 21487 18606 10218 21145 10233 13661 15997
"205460_at" 10851 22279 12572 13872 9533 134 13854 10261 987
"205461_at" 3399 19748 17111 384 21492 20547 21496 19754 3442
"205462_s_at" 6659 17434 5059 20272 16599 21958 15224 18887 6391
"205463_s_at" 4123 19470 2924 5451 12543 12722 3387 14475 3115
"205464_at" 5987 3197 14883 9943 1179 15068 14420 19065 20628
"205465_x_at" 11304 10368 15219 9642 10886 10883 9306 12087 9841
"205466_s_at" 9783 13981 11095 13038 9802 16348 934 10416 21600
"205467_at" 9277 4676 10698 1337 9823 12648 18549 18426 13258
"205468_s_at" 14732 12885 10091 10786 7588 15627 13636 120 13998
"205469_s_at" 8181 15949 4420 1873 14137 5427 16357 20020 17231
"205470_s_at" 9668 18976 13638 15064 7796 6491 5711 12912 11169
"205471_s_at" 13663 10082 10969 3925 1094 11279 19631 5721 9008
"205472_s_at" 12510 12774 11698 15502 7746 15659 4227 22007 10517
"205473_at" 8992 12976 14624 10624 11611 8961 12071 20889 14255
"205474_at" 15939 6302 16195 6325 17846 19364 6943 16074 7653
"205475_at" 4030 3562 1265 2247 559 12500 20963 8686 12899
"205476_at" 13495 12861 11229 15019 8459 11669 17689 9915 9672
"205477_s_at" 12908 10968 15145 11530 9758 14923 14295 12560 13559
"205478_at" 11454 11397 12755 13976 8158 11543 2168 9927 333
"205479_s_at" 1080 6556 21308 19401 4133 16204 17085 19608 2552
"205480_s_at" 7251 15587 8885 7150 18757 17530 7393 6063 16695
"205481_at" 20072 2974 260 1562 1779 13440 423 2809 9953
"205482_x_at" 19938 19711 4376 17286 4398 14 21785 6829 3662
"205483_s_at" 6225 19367 7161 20124 12889 3231 4346 21946 16965
"205484_at" 10646 10354 13779 9698 7924 15019 4832 12469 11052
"205485_at" 3566 12388 10076 13534 6062 7969 12596 224 13831
"205486_at" 3685 7630 5725 3008 16415 17707 2805 5772 19380
"205487_s_at" 13788 13350 13273 10975 10761 11152 12853 11509 11380
"205488_at" 19040 5940 11206 1378 19803 16554 10329 12972 12852
"205489_at" 18367 3657 1230 4476 834 4658 13615 9998 9357
"205490_x_at" 20794 21314 12193 19889 9646 7690 10263 1962 6132
"205491_s_at" 11650 741 15705 8128 2275 6874 15696 9273 10963
"205492_s_at" 22087 3933 18495 14694 8931 19239 9479 9123 11399
"205493_s_at" 13500 1011 15817 20898 6354 13884 6303 19785 4836
"205494_at" 1619 20557 18984 21924 17476 13621 21619 915 15754
"205495_s_at" 2661 601 9648 14434 7496 13507 10364 9644 10284
"205496_at" 13459 12465 15720 13144 9454 12044 9271 13402 13171
"205497_at" 10897 20545 16555 14907 5853 3903 20529 376 20423
"205498_at" 5698 3824 2923 1551 17990 17236 13935 16012 17635
"205499_at" 14091 21836 11336 961 7462 15354 22214 15962 19427
"205500_at" 3952 14997 1342 842 130 9670 18458 20133 8220
"205501_at" 15025 11040 10966 9860 11814 13610 20570 19866 21766
"205502_at" 2477 4112 16776 3166 1328 4687 18658 4065 1581
"205503_at" 17612 15228 19027 3397 3082 13256 11653 1571 18997
"205504_at" 14637 8878 10105 14738 10640 16241 18513 10646 12871
"205505_at" 2415 20507 127 6770 597 10099 19905 6861 9337
"205506_at" 9182 13254 15458 10734 11276 7717 13453 13256 13944
"205507_at" 19386 1055 19056 6257 2832 3772 13693 5581 12292
"205508_at" 5746 18595 1391 6969 3909 16986 9314 21138 2138
"205509_at" 19240 2735 4184 2029 885 16649 21209 20179 2100
"205510_s_at" 1705 5703 18387 22091 3218 14494 3914 16686 7690
"205511_at" 14265 10617 4575 3482 12239 12632 5653 17740 1831
"205512_s_at" 18089 8207 6593 5874 12160 17594 6952 15282 18565
"205513_at" 3828 2327 21978 19160 283 2237 1478 190 2734
"205514_at" 15340 797 14647 15472 8039 7998 19010 13573 22148
"205515_at" 4639 19513 12228 21276 14283 15680 18050 11932 2887
"205516_x_at" 21601 20133 20083 5916 12716 3668 16492 4909 17486
"205517_at" 9492 12411 14562 14071 10664 14848 2123 1251 20335
"205518_s_at" 137 3045 16964 2022 4131 8000 14885 8660 13213
"205519_at" 2578 16427 17354 1964 14222 4702 7922 20623 6653
"205520_at" 7853 3464 3878 19228 4168 21030 823 18880 2291
"205521_at" 9855 20975 21947 15060 11260 10723 6538 19569 19131
"205522_at" 18832 5073 16885 1612 83 4551 12826 8369 21870
"205523_at" 12458 8536 12864 14173 6306 12677 3382 9268 475
"205524_s_at" 10409 10915 11454 11084 9892 9582 12202 13503 21986
"205525_at" 13193 2007 14749 12270 9035 9542 9308 3279 21844
"205526_s_at" 7507 6942 16662 3777 13021 20881 3366 17893 17383
"205527_s_at" 21884 8365 5469 16283 19410 5489 18989 15597 15357
"205528_s_at" 11143 14018 11677 14160 11963 7361 10436 11268 15593
"205529_s_at" 6973 5925 2490 2943 17709 6564 13391 1890 2099
"205530_at" 21588 4414 2897 1815 17881 5506 3720 14642 2753
"205531_s_at" 6338 10999 8949 12254 16609 16188 1234 1898 788
"205532_s_at" 10247 9864 13545 5312 5760 11165 21547 12819 14929
"205533_s_at" 9611 10953 10393 9612 7543 12104 10662 9639 8476
"205534_at" 21125 13500 20133 3112 1920 19865 12455 2514 20608
"205535_s_at" 9106 13724 15402 12768 9619 7887 10332 13702 14188
"205536_at" 7999 21864 17401 18504 4257 11084 21891 20232 20217
"205537_s_at" 11091 11385 15593 14558 6190 12147 12593 20483 12794
"205538_at" 585 535 2154 294 21974 9512 15099 14582 18153
"205539_at" 11259 6076 22202 282 2975 10466 9358 9484 14708
"205540_s_at" 10982 17285 20337 8486 17477 7381 20458 2501 18217
"205541_s_at" 10453 5219 17093 3407 246 5158 382 5611 2481
"205542_at" 13797 1866 543 1514 16677 17957 19837 371 15627
"205543_at" 6420 7084 6758 16856 20642 20827 5355 18725 2782
"205544_s_at" 11615 11124 10309 13000 8749 11583 14289 13266 13889
"205545_x_at" 3398 4270 5483 15889 2397 21443 5089 3567 3307
"205546_s_at" 1591 22243 21833 8389 14179 1303 15514 1547 18835
"205547_s_at" 4515 2629 3278 1261 4128 8311 20456 16850 20401
"205548_s_at" 19865 219 18961 1277 20191 19291 18275 18991 3593
"205549_at" 1831 13447 7799 16917 20811 14979 11044 16697 14476
"205550_s_at" 4510 4040 9100 4499 5499 2151 3606 16618 7675
"205551_at" 11009 13386 11720 10634 6480 14774 11610 8735 9842
"205552_s_at" 11503 15253 15583 11670 7615 6768 20995 21863 17717
"205553_s_at" 12954 11184 12484 12054 9542 7168 1189 905 13978
"205554_s_at" 7851 15916 4547 22154 4988 9962 9444 21485 14196
"205555_s_at" 5971 9712 6426 16450 5416 8120 13031 19149 16692
"205556_at" 12201 11251 14790 9446 6928 7898 20558 13686 13861
"205557_at" 13260 11099 11204 11768 7201 8247 79 12484 11165
"205558_at" 5028 16150 49 19877 191 2491 18945 20885 21659
"205559_s_at" 14982 3058 10533 11580 5786 6671 2654 10808 9816
"205560_at" 9978 9140 9715 10977 6053 10195 9627 9634 12911
"205561_at" 20381 13054 12003 20214 10755 13058 14089 320 4734
"205562_at" 18073 4433 1808 2832 12199 374 2864 7249 17884
"205563_at" 9326 11883 12803 11979 9684 15508 9971 9065 11377
"205564_at" 9295 1912 10109 11168 11296 10736 10556 10157 11049
"205565_s_at" 15990 8483 4391 7856 15293 1322 21002 19694 19972
"205566_at" 3548 18609 18427 2723 4540 18335 301 3958 21715
"205567_at" 4388 5198 18015 1543 3389 9057 13424 135 12073
"205568_at" 10529 11481 12033 12616 6939 8817 9987 13158 13877
"205569_at" 14598 14400 9624 14884 8602 6858 8661 6370 20826
"205570_at" 6671 21440 3463 621 21637 466 372 19359 16104
"205571_at" 18246 6762 385 6269 19061 3566 15749 14690 2738
"205572_at" 11098 10288 12841 14288 9554 8053 639 8979 13049
"205573_s_at" 8511 8273 5086 19503 19443 1184 11705 5069 16321
"205574_x_at" 20520 7306 7640 20490 5428 19436 22202 15966 16111
"205575_at" 17687 15569 18171 17764 2091 5120 9520 19244 18858
"205576_at" 9282 7707 9245 10145 8448 6438 12949 9845 19662
"205577_at" 11322 19990 10821 21970 7893 14850 11105 10446 10367
"205578_at" 15093 8932 10643 14716 4474 11011 12968 10200 13634
"205579_at" 3539 3483 19410 9619 1939 6732 18268 628 4687
"205580_s_at" 8354 3898 21289 2133 328 16001 16013 47 20519
"205581_s_at" 11550 13908 13137 9930 7212 13286 14174 11966 8471
"205582_s_at" 11939 10748 14320 10089 6298 11008 11668 9985 10329
"205583_s_at" 7585 18951 8060 21309 19600 14065 16194 5271 5950
"205584_at" 13865 12848 9956 2212 9940 15634 19179 18758 19428
"205585_at" 13014 1310 12192 403 8223 21020 19636 20611 582
"205586_x_at" 18551 2577 5995 18559 12536 1066 14642 18101 21613
"205587_at" 13324 10586 14657 15178 7048 10834 13431 12341 11798
"205588_s_at" 18996 4201 19747 1414 4273 21383 4525 7707 19805
"205589_at" 11938 22235 20972 1559 492 13465 13351 12595 13574
"205590_at" 4175 8673 20315 17727 20576 16346 13758 16442 13142
"205591_at" 16948 9582 2888 7295 19370 18123 10894 6834 8808
"205592_at" 13441 11019 10567 12012 940 8275 13626 11625 13221
"205593_s_at" 13249 13766 13723 10796 7809 20441 12505 1838 11911
"205594_at" 3524 22086 5996 7029 21936 16818 14826 17735 5948
"205595_at" 296 16162 2222 2834 19604 16383 17421 1263 12213
"205596_s_at" 16817 17398 4488 18655 21013 2653 19228 5808 4489
"205597_at" 8850 20611 14283 10557 2641 15791 9334 8894 9429
"205598_at" 4811 5578 2267 8177 19119 4155 2040 22246 8191
"205599_at" 457 530 1307 21345 7349 13982 21816 11678 10466
"205600_x_at" 4701 2897 17644 4315 3482 3017 19490 14761 18098
"205601_s_at" 19289 15449 516 3082 512 21198 9387 9498 17091
"205602_x_at" 607 6682 6415 2950 9028 13372 9564 20953 12870
"205603_s_at" 1449 16916 8027 8162 1216 5111 15161 20983 2854
"205604_at" 3757 21812 4313 120 13345 16224 13861 11204 1437
"205605_at" 10917 11890 13755 13982 8183 8962 12786 13057 13455
"205606_at" 6857 157 7214 19934 4984 199 22275 7566 1104
"205607_s_at" 19431 18183 2096 2633 10968 12790 6041 15244 17964
"205608_s_at" 4930 2061 19974 1230 747 2244 19289 1837 9885
"205609_at" 13031 11482 15432 12046 11931 8349 11148 9839 12476
"205610_at" 13547 5344 15654 14172 11259 13578 11126 10716 12836
"205611_at" 11358 12011 11956 11971 7327 8397 12412 8726 8291
"205612_at" 10237 9662 15178 11555 11330 14252 12633 8215 9353
"205613_at" 15770 19449 20640 1420 10180 17557 12781 19611 21430
"205614_x_at" 3875 10276 764 22061 3506 15681 994 1908 20851
"205615_at" 13151 12983 12121 15199 10093 11426 11895 10837 11495
"205616_at" 490 1885 6788 21749 590 706 20908 595 21616
"205617_at" 1482 14096 21956 6222 2041 9012 16006 2243 2208
"205618_at" 20205 15890 22149 1326 13496 18356 18537 13987 6586
"205619_s_at" 13021 9356 11637 9920 5875 11217 12851 8882 9765
"205620_at" 9160 5886 6506 15081 11297 7571 13499 12326 13856
"205621_at" 15787 16359 16780 6415 17091 17694 17597 18860 3982
"205622_at" 21788 12260 20967 22190 20713 20734 20909 13813 7912
"205623_at" 13636 590 10013 11783 7970 6424 17682 19403 899
"205624_at" 14565 91 18820 937 19762 8765 11235 12947 4445
"205625_s_at" 19694 5329 14011 11434 14975 6943 4967 21344 17473
"205626_s_at" 13258 15394 10283 10373 6592 9449 12847 10208 4929
"205627_at" 11298 19179 15867 13431 10727 11712 679 410 18829
"205628_at" 6408 11851 6979 7628 20314 20676 18423 14234 1360
"205629_s_at" 13138 11421 12614 12113 10296 8907 312 12668 9657
"205630_at" 13044 3567 995 3232 2546 10154 9584 2761 9246
"205631_at" 20012 6585 4229 9180 5234 5846 4558 20713 19646
"205632_s_at" 804 1595 13330 1208 18395 14058 1704 803 11010
"205633_s_at" 7382 5488 7153 1717 4225 2609 15561 14745 16667
"205634_x_at" 19116 4311 2935 7765 15069 816 19850 16730 14765
"205635_at" 10343 11743 9883 13828 7775 16355 13991 6702 18645
"205636_at" 167 17254 20960 192 5453 10191 14506 12119 13696
"205637_s_at" 751 3542 19168 7993 14993 10323 11166 1500 15501
"205638_at" 9127 6242 9227 14167 8585 8834 14649 2000 19864
"205639_at" 11977 12551 11963 12603 7452 15163 7732 6706 14210
"205640_at" 17222 16708 22147 20816 13489 8816 17362 966 20226
"205641_s_at" 22036 22231 18769 5749 14781 21554 17729 18792 21058
"205642_at" 20998 3418 5711 8667 20498 288 4285 22062 21765
"205643_s_at" 21212 543 1074 443 3538 10202 13956 16120 12626
"205644_s_at" 16598 16171 5629 19163 19092 5281 8456 5131 7681
"205645_at" 21243 13394 14402 18913 9782 9976 7251 21549 2906
"205646_s_at" 13659 14930 9593 14945 7302 7802 11445 9097 4247
"205647_at" 11214 9058 10460 15155 10627 8112 20695 21479 21796
"205648_at" 19663 19133 12105 13256 9686 14216 9965 12284 9506
"205649_s_at" 12607 11902 12738 13053 9259 11530 20613 10775 12085
"205650_s_at" 2067 16341 21727 175 810 7237 10730 12625 13645
"205651_x_at" 9887 10549 15638 11830 6194 11203 14601 12224 4993
"205652_s_at" 939 15179 20381 21472 13648 7249 250 20057 49
"205653_at" 21082 9952 13459 20824 8110 8238 5857 11388 14122
"205654_at" 3691 20937 20852 7929 22147 8085 3933 10221 4634
"205655_at" 10193 12163 415 19990 11117 15512 938 2247 21161
"205656_at" 19529 1661 5593 736 727 3258 13345 1697 11468
"205657_at" 21228 21987 21338 14554 4209 14188 12767 20009 15594
"205658_s_at" 5614 6430 20899 8165 5617 6304 21279 6576 1765
"205659_at" 9793 2929 5446 10778 13724 3604 7173 1485 6792
"205660_at" 800 5249 18412 18268 1748 5834 5967 21320 2293
"205661_s_at" 19788 4704 7281 16492 12299 18978 2560 3065 19613
"205662_at" 12801 8184 7677 12398 10346 20777 21280 18396 21854
"205663_at" 15194 10834 15998 18417 2460 6906 9527 20216 8204
"205664_at" 4043 7228 3176 4931 21062 5611 16980 15953 8277
"205665_at" 21517 13401 21732 21979 8965 6006 9423 17319 16493
"205666_at" 13437 12968 13283 14287 10170 11454 10768 12922 9870
"205667_at" 4694 2141 18917 7533 743 10306 6956 3361 16092
"205668_at" 13990 11858 14622 12730 5911 11434 19202 12882 14578
"205669_at" 18324 6568 6729 1739 4414 7025 12556 17298 12189
"205670_at" 12449 10192 12865 12952 9204 12219 10093 10563 13461
"205671_s_at" 10221 9896 12215 14348 10008 13190 9893 9046 10536
"205672_at" 586 21339 655 20188 2865 803 15877 19905 19580
"205673_s_at" 1283 3741 18278 20590 4074 20572 4028 20902 6844
"205674_x_at" 11895 8377 11492 9360 10654 15967 747 13670 8538
"205675_at" 9631 12460 9965 10171 1653 12474 12743 10267 12482
"205676_at" 2228 7430 6797 4247 12956 9189 18777 1751 16115
"205677_s_at" 8994 16834 18043 1672 12118 20052 6210 13931 15155
"205678_at" 5591 2489 2509 2277 7154 7990 13668 17993 14383
"205679_x_at" 4202 6629 20055 4564 15186 20745 14683 2933 12640
"205680_at" 13004 15143 14589 18338 7166 7229 14277 8646 20937
"205681_at" 14819 16857 16083 10191 3267 21232 7699 18627 1539
"205682_x_at" 18428 1545 2913 20297 258 14225 21667 674 6541
"205683_x_at" 14524 20923 8360 18844 9661 19321 21296 10053 14229
"205684_s_at" 572 1902 4758 18433 19585 10483 20183 6194 18230
"205685_at" 18989 13485 21163 1781 1642 9977 20528 11035 8776
"205686_s_at" 11521 1016 12434 21919 2406 7854 890 11619 11220
"205687_at" 16235 7400 7124 18065 12194 17790 8531 14242 19333
"205688_at" 1824 16453 22268 20312 19584 21267 20099 1822 21833
"205689_at" 18432 6724 15470 2422 3453 7576 21860 21263 15730
"205690_s_at" 17080 6124 4651 17690 4517 3532 17086 17546 19154
"205691_at" 19591 12178 3697 18449 21034 15742 13220 18733 4382
"205692_s_at" 7835 5338 595 1515 1330 14399 21563 10727 12247
"205693_at" 20746 8174 19162 21047 13811 7539 315 12521 14390
"205694_at" 8843 19488 14114 8762 8450 3874 9078 18317 4274
"205695_at" 18939 2497 3271 7158 14564 16587 12380 16651 2788
"205696_s_at" 4507 1203 6552 18508 18801 14797 800 4947 12891
"205697_at" 12868 9866 19783 14190 8216 16085 10503 8224 7016
"205698_s_at" 2908 18467 19236 17657 275 750 18586 17410 3479
"205699_at" 15466 5364 9106 8183 7426 13484 8607 12264 10574
"205700_at" 15089 9584 19725 13386 8365 11145 21746 3556 21674
"205701_at" 17768 19217 8815 2016 18369 21911 6012 21560 21317
"205702_at" 18096 6529 6346 20231 12155 4746 3500 16285 3648
"205703_at" 10705 8967 10814 9759 11684 15842 7457 10181 13517
"205704_s_at" 21058 14446 3289 18895 4960 163 3448 4400 18993
"205705_at" 18134 22001 21851 20793 3905 6285 22107 17460 21739
"205706_s_at" 12937 12730 13353 9491 8370 13486 16832 7446 19327
"205707_at" 5364 4111 20693 19992 16514 5849 19415 19888 15955
"205708_s_at" 19101 8569 69 111 19452 121 8714 2007 15230
"205709_s_at" 479 18079 2689 18436 20018 12249 4904 15140 453
"205710_at" 3724 5893 3240 2146 1752 8075 12032 718 20184
"205711_x_at" 17758 7496 6202 16017 13932 3892 16337 14373 15071
"205712_at" 4025 5853 532 465 543 15119 10164 762 12389
"205713_s_at" 9346 12108 12886 15140 6783 11327 12617 186 7456
"205714_s_at" 15828 9200 12844 15398 11912 12862 11360 10619 9459
"205715_at" 14747 9851 10867 14618 7232 11306 4608 13048 1834
"205716_at" 2293 1018 623 21605 1058 81 1572 19894 15872
"205717_x_at" 9010 8446 18204 3195 16825 5944 4729 4107 5943
"205718_at" 11057 12676 10983 10712 7827 18595 5433 13616 493
"205719_s_at" 12186 10361 10841 9792 12549 10036 10070 6705 11075
"205720_at" 11792 12026 15252 14216 8016 12079 10658 9606 8850
"205721_at" 20148 207 10651 11715 10721 14448 12802 8513 10657
"205722_s_at" 12857 11159 10640 10150 7104 11703 11511 11729 11711
"205723_at" 90 21796 3748 4483 3324 14207 11588 21734 11109
"205724_at" 19382 19060 4885 836 2560 10276 21741 8379 21634
"205725_at" 1301 1042 21850 1808 6582 14382 21174 19537 2712
"205726_at" 2991 4190 3928 7157 13903 4677 3308 14545 519
"205727_at" 13332 12229 13674 14147 9394 12028 16100 1927 15693
"205728_at" 14597 13306 12537 12948 11659 9365 13601 9194 17514
"205729_at" 5382 7222 21090 18724 18694 4094 13372 22279 22246
"205730_s_at" 21813 17014 18280 6601 2122 9930 18773 14385 17496
"205731_s_at" 7230 4178 7641 4347 15956 3662 3649 17382 6942
"205732_s_at" 4060 20982 19004 20471 11874 18346 2050 13720 6316
"205733_at" 16369 17010 8813 5382 13464 18577 7527 15530 16715
"205734_s_at" 11079 13375 15296 11354 10841 12071 10699 15261 14625
"205735_s_at" 14588 9062 12630 12436 6658 11782 10640 8964 8884
"205736_at" 9761 11401 12902 10363 6576 10528 899 21204 11734
"205737_at" 20666 511 19073 21037 6028 13502 5549 2758 12299
"205738_s_at" 21184 5104 5349 8810 8392 15041 19755 11863 13558
"205739_x_at" 5097 13122 21159 16378 22050 7946 19612 20031 15585
"205740_s_at" 8538 6454 18029 2514 15260 20691 20425 17606 15276
"205741_s_at" 4999 5127 16661 17441 13033 11102 5927 5330 2976
"205742_at" 816 15791 2417 16179 16613 6915 13702 21602 4682
"205743_at" 18796 7288 3336 19718 20105 4912 9663 15805 17168
"205744_at" 727 506 5401 6589 2416 13503 7707 20794 21322
"205745_x_at" 1544 7833 8160 18106 19896 20257 18163 3069 17322
"205746_s_at" 1054 21831 5937 400 13455 2222 20286 16795 20257
"205747_at" 9416 11330 9532 740 6856 7772 12197 9758 10375
"205748_s_at" 15785 20603 5174 417 17943 2200 6558 17686 7848
"205749_at" 20660 3760 18224 19391 1403 8457 14744 1278 1474
"205750_at" 20875 4948 7492 21947 2308 16878 951 17052 3263
"205751_at" 11427 10763 10320 9632 10391 13628 9736 831 2090
"205752_s_at" 3730 16138 3785 2026 12385 5609 9814 11369 1135
"205753_at" 9388 13186 14316 9374 10037 15616 105 13011 7221
"205754_at" 22267 2021 9984 14390 7628 15075 10134 12304 8713
"205755_at" 848 21450 10677 6553 518 12913 13102 13618 14074
"205756_s_at" 16373 3512 63 16338 13124 11470 15687 15529 15329
"205757_at" 18816 19647 18474 2376 5609 9784 3669 21983 21656
"205758_at" 8433 4559 17305 3268 19746 14832 9573 354 9531
"205759_s_at" 8534 6960 18824 18246 3985 21381 10203 17785 21098
"205760_s_at" 8310 20973 4480 16210 473 10385 19995 16088 2459
"205761_s_at" 4185 6856 4304 3313 20076 6032 6906 14375 3794
"205762_s_at" 8845 772 446 14132 11021 15271 7315 20051 20634
"205763_s_at" 8705 7697 8695 19918 17012 19178 2012 7366 20458
"205764_at" 15111 11674 9527 13300 7526 8409 14752 973 11184
"205765_at" 12379 12744 13670 15367 10205 11423 10257 2848 9966
"205766_at" 14382 11605 14819 11857 11750 15515 11514 8283 10197
"205767_at" 14472 11692 15678 13319 6481 12130 11945 10836 4261
"205768_s_at" 4198 9810 4764 18648 21259 10829 20784 7440 15228
"205769_at" 20653 19361 8480 3525 16973 12564 6432 17157 1805
"205770_at" 198 21005 6870 20871 20732 17322 17469 17500 4868
"205771_s_at" 12129 20094 3664 2398 11637 18880 19381 2427 3010
"205772_s_at" 2157 7992 5617 21432 1613 7215 10509 19119 11903
"205773_at" 9503 10846 13722 11904 11959 15034 1176 19939 10525
"205774_at" 18676 17181 7592 16185 19797 3984 20982 18766 20351
"205775_at" 1540 21120 19415 1491 14549 1998 965 17302 5255
"205776_at" 16016 21649 14620 882 2784 10713 1629 15390 1656
"205777_at" 2207 18942 18793 5245 1621 20945 9759 21257 21804
"205778_at" 3017 10530 19840 20923 9037 15275 1838 1267 893
"205779_at" 11396 10506 10530 10195 8434 7161 10772 903 1858
"205780_at" 3644 19450 20125 8271 21826 12815 16854 2496 20098
"205781_at" 3333 2323 3215 17423 18138 12991 96 548 15918
"205782_at" 14639 11744 21813 5313 12228 8483 14171 187 3279
"205783_at" 16750 14380 20940 2749 2419 8664 1880 7664 14569
"205784_x_at" 21464 11601 26 13455 4003 2485 10175 2014 19236
"205785_at" 3776 4274 5141 6333 2366 2917 11229 97 11865
"205786_s_at" 10899 8369 14359 11238 18302 8458 5860 10888 9766
"205787_x_at" 2566 16033 20014 7554 2190 17032 18966 21309 7744
"205788_s_at" 16534 7166 7477 15723 14761 4997 8799 5669 5368
"205789_at" 11324 9831 12104 15383 7538 14862 1921 12530 13207
"205790_at" 22086 3132 5811 1186 2086 14517 9252 987 19933
"205791_x_at" 14157 8790 15146 12705 7741 6932 19516 19407 6920
"205792_at" 19484 10513 2943 6543 13942 10477 14733 4552 12556
"205793_x_at" 21735 7571 21905 21974 412 8243 1914 14112 19512
"205794_s_at" 4616 20367 851 7056 16157 18597 11275 5767 3179
"205795_at" 12321 10607 11709 17506 6968 12012 13495 9607 566
"205796_at" 1036 10928 8139 5005 4009 10684 21640 4349 17814
"205797_s_at" 22189 20145 3112 20092 13890 15238 2296 17430 21962
"205798_at" 21837 21914 21853 1105 16864 2916 216 8601 21501
"205799_s_at" 18334 20448 8806 11937 3562 7931 22106 383 21355
"205800_at" 12661 10458 12860 11876 8312 12068 14078 9859 11153
