"inst_863" "inst_971" "inst_3794" "inst_3876" "inst_4352" "inst_4530"
"1007_s_at" 19199 19327 11914 3808 9702 5089
"1053_at" 18981 15455 17332 5324 19285 18415
"117_at" 2 2 18260 9550 3397 1195
"121_at" 17349 21724 15120 1453 19969 17377
"1255_g_at" 8040 8674 7437 7114 6139 15222
"1294_at" 6631 10419 19533 2916 1805 1137
"1316_at" 6508 9458 19128 3102 3108 20749
"1320_at" 9091 11592 21930 1617 9714 16953
"1405_i_at" 11129 6307 9417 6930 6140 5231
"1431_at" 6816 11810 20473 11848 20673 17344
"1438_at" 220 2686 13826 6522 3776 8231
"1487_at" 2163 15618 20163 16210 20715 7854
"1494_f_at" 1957 3822 584 4621 1750 20564
"1598_g_at" 3658 2618 20352 21057 11259 10723
"160020_at" 984 11414 15332 514 19913 2512
"1729_at" 3327 21124 4491 4171 3772 9994
"1773_at" 21017 21040 19325 16838 15472 7643
"177_at" 11082 11942 1157 3413 21017 1632
"179_at" 20396 1090 2760 5745 13519 2134
"1861_at" 20602 17384 15125 12971 18316 8265
"200000_s_at" 16455 17520 14086 18362 11422 17991
"200001_at" 15290 16933 17466 5228 3990 19356
"200002_at" 17059 3386 12227 13156 13562 8093
"200003_s_at" 8275 4218 6782 8527 5578 13045
"200004_at" 16832 15212 5302 16895 13334 8993
"200005_at" 15785 5022 11636 14585 12660 9741
"200006_at" 14206 3411 11245 6636 11515 9354
"200007_at" 15897 15272 13009 15325 13403 9144
"200008_s_at" 14317 4203 13572 5678 17131 8453
"200009_at" 15499 5191 10523 6633 12762 10990
"200010_at" 14212 2924 4267 13491 11396 10309
"200011_s_at" 16748 19735 11728 6423 10878 10276
"200012_x_at" 4345 5119 3892 6626 5536 19780
"200013_at" 2707 4935 10943 14728 10091 17818
"200014_s_at" 16446 15032 11261 20053 14681 8828
"200015_s_at" 15081 15010 14369 14346 17851 10204
"200016_x_at" 16266 16029 6706 15663 5493 8671
"200017_at" 7712 4072 6884 8637 5708 13131
"200018_at" 14991 17973 6875 8620 5695 8329
"200019_s_at" 14165 5144 11048 17662 5656 9267
"200020_at" 20402 19000 3702 4849 14434 7028
"200021_at" 8089 1702 6996 8753 5838 13227
"200022_at" 14153 4572 13427 8538 5599 11187
"200023_s_at" 15847 5273 11324 16487 12852 6610
"200024_at" 14277 16203 4513 4494 4012 17618
"200025_s_at" 14847 14870 12319 16151 5693 8674
"200026_at" 4610 4747 7003 12845 5842 17798
"200027_at" 14441 4871 13306 13791 3188 6941
"200028_s_at" 17784 18398 12362 3737 13422 7943
"200029_at" 4319 3327 13282 8574 3940 18053
"200030_s_at" 15635 4305 3876 12900 9731 8783
"200031_s_at" 7781 15167 6867 8612 5683 13111
"200032_s_at" 7916 15575 6889 8640 5713 18300
"200033_at" 18939 5159 4975 6219 14929 6427
"200034_s_at" 15563 2902 5174 5676 9976 17953
"200035_at" 18960 20219 10434 5522 18317 1603
"200036_s_at" 1265 3180 12331 16779 10661 8391
"200037_s_at" 17358 17757 10573 15828 14792 9491
"200038_s_at" 8265 4023 5268 8732 5814 17286
"200039_s_at" 15202 18254 12825 5720 3948 4483
"200040_at" 17531 17472 14031 6407 14718 6277
"200041_s_at" 15607 17049 13428 4994 12949 18002
"200042_at" 19180 16995 14690 17451 16840 5741
"200043_at" 16325 20051 13203 17958 12895 8812
"200044_at" 18183 15415 17224 16174 16938 3785
"200045_at" 18529 2200 12605 5474 10172 5102
"200046_at" 15531 3798 10442 16189 14715 7613
"200047_s_at" 18515 1803 15451 14743 10804 8963
"200048_s_at" 15264 3708 13550 13493 11605 6707
"200049_at" 4141 20011 14785 3934 15771 18266
"200050_at" 15777 19505 3508 5469 10046 7543
"200051_at" 14389 3096 17208 16697 16285 11156
"200052_s_at" 3657 4978 17133 15124 15149 10111
"200053_at" 17334 18291 14967 1069 19506 18932
"200054_at" 18738 17149 10539 14828 19930 8839
"200055_at" 2263 1188 14338 15975 13134 9376
"200056_s_at" 4298 16307 19136 17617 17989 4310
"200057_s_at" 15585 16257 5274 5003 10310 8593
"200058_s_at" 4869 16243 18401 14998 15402 8068
"200059_s_at" 15071 4449 10379 12952 17240 10597
"200060_s_at" 16943 1144 17082 19046 16089 17565
"200061_s_at" 8065 3449 6866 8610 5681 13110
"200062_s_at" 7910 8406 6768 8512 5562 13027
"200063_s_at" 7848 3161 6922 8680 5750 17572
"200064_at" 4593 3757 4370 4208 11661 8380
"200065_s_at" 15191 4559 10899 15128 10874 10147
"200066_at" 1829 16481 14275 15244 14696 11174
"200067_x_at" 16941 3820 12882 5612 10984 5569
"200068_s_at" 15582 17603 12443 3527 12985 4918
"200069_at" 17303 15471 16561 18057 15241 10576
"200070_at" 1784 4618 20828 13930 10383 5608
"200071_at" 17546 19216 19855 16868 21071 5100
