"inst_664" "inst_881"
"1007_s_at" 17136 18047
"1053_at" 3629 20889
"117_at" 16982 11705
"121_at" 8135 17870
"1255_g_at" 13309 6760
"1294_at" 304 5912
"1316_at" 21054 6279
"1320_at" 987 13503
"1405_i_at" 15071 1594
"1431_at" 9575 11196
"1438_at" 21097 19568
"1487_at" 18279 2182
"1494_f_at" 5530 13051
"1598_g_at" 20025 17379
"160020_at" 21349 61
"1729_at" 19937 19404
"1773_at" 6754 2017
"177_at" 16932 11386
"179_at" 18929 1126
"1861_at" 7702 3327
"200000_s_at" 16247 17465
"200001_at" 8370 14824
"200002_at" 7194 5156
"200003_s_at" 5161 9154
"200004_at" 5967 15821
"200005_at" 4701 5303
"200006_at" 4410 16070
"200007_at" 6821 4442
"200008_s_at" 6636 14752
"200009_at" 7915 14685
"200010_at" 3461 4512
"200011_s_at" 3579 18192
"200012_x_at" 5528 8475
"200013_at" 6475 15681
"200014_s_at" 3806 17263
"200015_s_at" 4642 14890
"200016_x_at" 17608 8694
"200017_at" 4339 8761
"200018_at" 7247 5183
"200019_s_at" 8144 5005
"200020_at" 4361 14587
"200021_at" 18480 9282
"200022_at" 4847 9261
"200023_s_at" 5189 3023
"200024_at" 8214 15773
"200025_s_at" 4751 3276
"200026_at" 7191 15307
"200027_at" 3756 3829
"200028_s_at" 16428 17699
"200029_at" 3697 9082
"200030_s_at" 16204 14776
"200031_s_at" 6629 8801
"200032_s_at" 7363 8871
"200033_at" 4499 15723
"200034_s_at" 4369 5033
"200035_at" 17540 4339
"200036_s_at" 4424 4588
"200037_s_at" 3742 3662
"200038_s_at" 6425 8571
"200039_s_at" 5997 15423
"200040_at" 16156 4089
"200041_s_at" 5603 16412
"200042_at" 2189 4590
"200043_at" 1950 15687
"200044_at" 4222 15342
"200045_at" 16115 17617
"200046_at" 3022 16829
"200047_s_at" 3912 5127
"200048_s_at" 6301 14807
"200049_at" 8542 4386
"200050_at" 3525 3179
"200051_at" 7624 18773
"200052_s_at" 3667 15031
"200053_at" 5036 21576
"200054_at" 16888 18083
"200055_at" 7746 17694
"200056_s_at" 2393 17895
"200057_s_at" 8462 16132
"200058_s_at" 18384 15783
"200059_s_at" 8188 14700
"200060_s_at" 20468 15440
"200061_s_at" 7190 8750
"200062_s_at" 8320 8913
"200063_s_at" 7487 8661
"200064_at" 3415 16776
"200065_s_at" 6157 15741
"200066_at" 6401 1679
"200067_x_at" 3243 4702
"200068_s_at" 7729 15833
"200069_at" 199 16608
"200070_at" 16017 4925
"200071_at" 1065 5449
"200072_s_at" 19193 15683
"200073_s_at" 16302 14830
"200074_s_at" 4717 4258
"200075_s_at" 7103 15756
"200076_s_at" 16455 20919
"200077_s_at" 6015 3425
"200078_s_at" 6888 2860
"200079_s_at" 16938 5410
"200080_s_at" 3637 4915
"200081_s_at" 8620 16115
"200082_s_at" 7843 9091
"200083_at" 16838 4649
"200084_at" 3331 14885
"200085_s_at" 6775 4633
"200086_s_at" 8105 15317
"200087_s_at" 5033 15211
"200088_x_at" 17398 8573
"200089_s_at" 5877 17896
"200090_at" 5757 2284
"200091_s_at" 5056 3930
"200092_s_at" 5667 15129
"200093_s_at" 8260 3641
"200094_s_at" 5272 3279
"200095_x_at" 6286 9270
"200096_s_at" 2515 18808
"200097_s_at" 6296 1460
"200098_s_at" 5479 17364
"200099_s_at" 8592 8677
"200593_s_at" 16283 19314
"200594_x_at" 17948 15350
"200595_s_at" 8108 15881
"200596_s_at" 20104 16393
"200597_at" 405 14612
"200598_s_at" 6822 3001
"200599_s_at" 5367 15996
"200600_at" 4912 12599
"200601_at" 17527 16055
"200602_at" 1977 2931
"200603_at" 7862 16613
"200604_s_at" 16986 15734
"200605_s_at" 18487 17186
"200606_at" 5573 15413
"200607_s_at" 7354 16647
"200608_s_at" 17001 14774
"200609_s_at" 2667 2952
"200610_s_at" 7759 4163
"200611_s_at" 5607 3459
"200612_s_at" 18696 2240
"200613_at" 17670 17782
"200614_at" 6434 3718
"200615_s_at" 6558 20521
"200616_s_at" 6345 5406
"200617_at" 18600 18508
"200618_at" 16627 15951
"200619_at" 7478 16323
"200620_at" 5828 4619
"200621_at" 6378 14946
"200622_x_at" 6556 18768
"200623_s_at" 3690 21393
"200624_s_at" 2365 14665
"200625_s_at" 5520 4873
"200626_s_at" 7135 5012
"200627_at" 4761 4671
"200628_s_at" 5518 2852
"200629_at" 4307 2959
"200630_x_at" 17074 17623
"200631_s_at" 7330 3418
"200632_s_at" 3682 959
"200633_at" 4864 8994
"200634_at" 4120 4918
"200635_s_at" 8371 20627
"200636_s_at" 7132 4562
"200637_s_at" 18719 22155
"200638_s_at" 8524 3715
"200639_s_at" 3949 16569
"200640_at" 1779 14779
"200641_s_at" 4582 3213
"200642_at" 1209 3091
"200643_at" 818 5017
"200644_at" 16809 4218
"200645_at" 6691 4419
"200646_s_at" 4991 1806
"200647_x_at" 1478 5177
"200648_s_at" 18675 20731
"200649_at" 16424 21951
"200650_s_at" 6762 4659
"200651_at" 7273 8813
"200652_at" 3053 4974
"200653_s_at" 5321 18730
"200654_at" 7825 4826
"200655_s_at" 7056 18680
"200656_s_at" 7144 4358
"200657_at" 8256 14958
"200658_s_at" 4472 16778
"200659_s_at" 7686 5276
"200660_at" 3314 15046
"200661_at" 6332 15287
"200662_s_at" 3928 2700
"200663_at" 4815 16616
"200664_s_at" 295 16579
"200665_s_at" 20133 12923
"200666_s_at" 804 15490
"200667_at" 7767 15259
"200668_s_at" 2364 3631
"200669_s_at" 2118 16867
"200670_at" 1820 15704
"200671_s_at" 18275 932
"200672_x_at" 678 16344
"200673_at" 4656 4696
