"inst_3822" "inst_3825" "inst_3905" "inst_3908" "inst_4379" "inst_4382" "inst_4557" "inst_4560"
"200016_x_at" 16159 15128 13387 9693 14247 17124 15961 11529
"200017_at" 16325 15296 15915 5310 14462 17334 11140 14167
"200018_at" 16315 15288 15905 5299 14456 17324 6471 11924
"200019_s_at" 14624 11768 12212 3349 14418 17291 7847 19000
"200020_at" 11043 9621 20464 13669 11417 11946 8182 19151
"200021_at" 16430 15407 20738 10197 14582 17455 11239 14288
"200022_at" 20086 13047 15832 5236 14360 17238 6630 11350
"200023_s_at" 13195 12134 5261 9492 11641 12842 7018 18925
"200024_at" 14747 18710 11083 2227 12003 15277 8811 18463
"200025_s_at" 14314 13604 13838 3271 14454 17322 8953 10363
"200026_at" 16435 15414 20688 2441 14586 17460 16924 12241
"200027_at" 12839 11313 7825 13572 9851 12509 8711 9295
"200028_s_at" 12764 10971 12359 17034 12715 12443 18463 9736
"200029_at" 20404 18692 20538 10584 18545 15431 17866 20133
"200030_s_at" 14631 13318 13744 10343 11167 15222 16207 11657
"200031_s_at" 16305 15277 15898 5293 14445 17316 11118 14143
"200032_s_at" 16329 15300 15919 5312 14466 17338 15668 18660
"200033_at" 13678 12866 8538 9268 11521 12377 7384 6117
"200034_s_at" 14045 19825 10658 2977 12660 15447 7246 9730
"200035_at" 19792 3971 6658 10020 9124 5832 5372 21192
"200036_s_at" 19646 12421 12299 2601 11695 15106 8504 18742
"200037_s_at" 12151 12970 7877 11910 8798 11432 16346 6181
"200038_s_at" 14198 13590 15995 5379 14556 17432 15487 11740
"200039_s_at" 14087 13069 11670 11980 6462 14308 7736 10645
"200040_at" 12177 18747 7824 11967 10784 12494 6487 10110
"200041_s_at" 13262 9543 8290 15488 9417 13222 16764 19228
"200042_at" 11217 10045 9609 11205 10729 8520 15344 11376
"200043_at" 11630 19174 11770 16420 6753 7685 6383 8161
"200044_at" 9851 13607 10365 15414 10161 9656 9008 11600
"200045_at" 11193 10311 7856 12318 9263 11552 8365 10857
"200046_at" 11931 8265 9745 11458 5455 9129 8457 5367
"200047_s_at" 11457 10418 9201 15258 8103 14236 16344 6162
"200048_s_at" 12769 10483 8904 2778 12661 14247 8319 10048
"200049_at" 13422 11847 7392 18234 5542 5867 7718 2244
"200050_at" 10233 9423 10620 14832 20105 11924 19059 6077
"200051_at" 8802 4174 7615 19009 8781 6244 17788 5121
"200052_s_at" 10433 12273 8374 12422 10499 13122 7619 6300
"200053_at" 11395 19004 21086 16044 6248 3323 20427 12158
"200054_at" 19699 1116 20370 18645 18648 7484 18176 10890
"200055_at" 14489 9756 10034 11460 5716 10752 9069 19134
"200056_s_at" 9867 11956 1143 13427 8008 5105 16435 1820
"200057_s_at" 19951 18666 9829 10303 18349 14607 16327 11574
"200058_s_at" 11489 4858 10902 12682 10975 10159 3298 9766
"200059_s_at" 13043 13345 9765 3266 8465 14134 7217 7169
"200060_s_at" 9094 9798 11048 11251 19054 12352 5850 8885
"200061_s_at" 20284 15276 20445 5291 14443 17314 11117 14142
"200062_s_at" 16216 15185 15808 5211 14323 17200 11024 14042
"200063_s_at" 16362 15334 21322 5337 14494 17371 11168 14198
"200064_at" 13898 19760 11916 10812 9370 14110 5279 8299
"200065_s_at" 12254 13082 10986 13722 7777 13582 8626 11758
"200066_at" 4777 10284 5008 12147 2461 6942 15404 10657
"200067_x_at" 12354 11009 8575 21038 9649 11925 16163 11003
"200068_s_at" 8837 12024 19797 14866 10297 12375 6082 11738
"200069_at" 11894 6443 12652 21403 19039 5400 18245 2886
"200070_at" 13540 8608 3484 12581 9248 5649 17157 19543
"200071_at" 7615 7657 11936 21585 9048 10526 21138 2139
"200072_s_at" 11518 12047 12983 14464 10685 10917 19034 12053
"200073_s_at" 9994 12257 4606 11845 18769 11280 9156 6030
"200074_s_at" 13916 18596 10369 3238 11502 14633 16311 11302
"200075_s_at" 10862 12972 5395 10084 6227 9456 7326 10620
"200076_s_at" 12479 8670 11013 17364 9517 10253 16363 8349
"200077_s_at" 20132 19320 11819 2388 12253 14107 9109 9205
"200078_s_at" 13329 8323 7640 15880 12193 10013 16773 8772
"200079_s_at" 13866 11527 7367 10842 11719 14096 17146 10958
"200080_s_at" 16358 19731 7620 11236 11506 14965 16372 10499
"200081_s_at" 9971 10211 13834 9996 11139 14758 7352 10067
"200082_s_at" 16352 15322 15937 5328 14485 17360 8647 12074
"200083_at" 12962 11835 7828 15444 9981 5983 7202 8387
"200084_at" 8923 8435 8168 19331 7505 10251 6772 3111
"200085_s_at" 12667 8165 13287 10687 11273 14348 7851 19792
"200086_s_at" 14470 10880 8417 11226 17913 20646 16794 12041
"200087_s_at" 5498 20292 10696 18353 12304 10010 4469 9505
"200088_x_at" 16225 15194 15818 5222 14333 17214 11037 19873
"200089_s_at" 12630 13257 8797 9329 12562 14340 16901 8761
"200090_at" 14665 6979 8042 17979 7529 20721 17003 12031
"200091_s_at" 11023 18669 2743 2689 9854 13468 5584 2534
"200092_s_at" 19686 13598 21489 5343 14500 20565 17351 18964
"200093_s_at" 10773 7270 9910 10686 5822 9354 15502 6696
"200094_s_at" 12365 10280 19675 10039 18573 13593 5547 10727
"200095_x_at" 16419 15396 16007 5388 14568 17443 11225 14272
"200096_s_at" 11824 12531 12618 16718 18801 14579 3409 7341
"200097_s_at" 7160 18667 6904 19421 18817 13806 5471 4853
"200098_s_at" 13576 11267 9569 10511 12482 11737 17227 9610
"200099_s_at" 16372 15345 15958 5347 14504 17381 8793 9968
"200593_s_at" 5145 12557 12833 10629 18353 5394 17939 8908
"200594_x_at" 8940 11401 6266 14255 8902 8814 7890 10284
"200595_s_at" 1835 9886 4115 16523 6929 3506 5494 3710
"200596_s_at" 9222 6957 20580 3153 5507 11136 9111 20406
"200597_at" 6415 4140 9244 14597 10737 13438 4735 18576
"200598_s_at" 6065 7717 9133 12775 5626 13626 9212 5092
"200599_s_at" 6382 12797 2483 12307 5622 6267 7152 6995
"200600_at" 12819 9983 14787 8731 6713 12589 5640 7362
"200601_at" 20696 8493 4785 19958 7132 5827 2373 6758
"200602_at" 14124 3638 2812 21012 20389 5511 7230 6810
"200603_at" 6317 18835 3405 12419 8869 7198 5413 4527
"200604_s_at" 2153 20063 12028 16636 5876 9884 2644 3598
"200605_s_at" 6106 11841 19901 16510 7269 11690 7632 4997
"200606_at" 10894 9461 3634 10497 7925 11841 6018 6267
"200607_s_at" 6730 9205 20031 11373 18344 12975 9161 5556
"200608_s_at" 8723 11169 1792 18608 6682 6688 6594 2772
"200609_s_at" 19635 12070 20144 15162 11277 11821 6292 8639
"200610_s_at" 14652 18735 11742 20237 17997 11675 6379 7257
"200611_s_at" 10232 11258 10112 16793 9080 10149 8941 6207
"200612_s_at" 20159 8093 7662 1184 1021 148 5145 10035
"200613_at" 11503 7654 13342 10350 10698 13860 5793 9278
"200614_at" 12145 18738 10074 2214 14343 17224 7858 12081
"200615_s_at" 11634 10192 21281 13436 4854 7348 17584 11260
"200616_s_at" 13443 9282 11862 12737 8737 12939 17159 10772
"200617_at" 8018 6267 10508 16248 7898 3531 2886 10381
"200618_at" 14413 10660 10559 11262 9552 10401 4653 12028
"200619_at" 13042 7100 11256 15767 19636 15232 7873 9210
"200620_at" 12416 18625 6967 15608 10246 13812 7274 6078
"200621_at" 8138 6221 9006 15277 9222 13210 6189 4618
"200622_x_at" 9105 4566 6654 9421 8191 9612 7111 5504
"200623_s_at" 9715 7605 10757 17731 19086 11082 18465 20642
"200624_s_at" 6607 11301 12185 13456 5863 7005 6614 2011
"200625_s_at" 12198 10179 4752 11090 8784 10984 16094 8938
"200626_s_at" 9169 13186 13352 16947 9293 10998 4976 1696
"200627_at" 14139 18702 10123 3059 11271 14861 16242 6943
"200628_s_at" 2714 9712 10390 13992 5966 20728 6671 1855
"200629_at" 9929 11006 5512 10634 10105 11442 20486 19584
"200630_x_at" 12540 11914 13046 3111 7255 11873 15322 10712
"200631_s_at" 14565 11494 11700 11280 19162 14279 8223 18844
"200632_s_at" 14712 9127 477 9894 1711 1785 6635 20309
"200633_at" 16304 15275 15896 5290 14442 17313 11116 14141
"200634_at" 12140 12369 12993 11563 10250 12653 6307 9360
"200635_s_at" 6597 1965 5023 14708 4994 1926 3674 3969
"200636_s_at" 20001 7885 8447 13341 8746 7126 8957 19424
"200637_s_at" 13511 18715 12060 13704 6035 2403 2059 6634
"200638_s_at" 9708 18898 11829 9565 10921 13031 4175 7830
"200639_s_at" 13653 19842 9426 12725 11801 14857 7620 19129
"200640_at" 11527 19045 13573 12659 9947 11069 4706 10372
"200641_s_at" 7240 18894 20674 2987 2400 12690 8931 6238
"200642_at" 13497 9487 11051 10229 11171 14158 9141 10152
"200643_at" 11369 11560 2570 9725 9511 4130 8715 10423
"200644_at" 9757 11432 10823 15513 18640 13917 16401 6451
"200645_at" 12378 11546 7384 10438 9706 7714 8112 6187
"200646_s_at" 20852 20616 4642 15386 1403 5524 8410 2718
"200647_x_at" 12162 6802 12352 3351 12464 13560 9090 11886
"200648_s_at" 7152 19850 8937 12713 10543 12104 20019 5346
"200649_at" 3347 9129 5237 17298 2814 6101 1706 3545
"200650_s_at" 16181 15154 11730 2997 14277 17157 10992 13999
"200651_at" 14034 13116 15990 5373 14548 17427 8094 9715
"200652_at" 7945 8686 4044 12540 6804 9425 6667 2955
"200653_s_at" 13410 12936 10331 19790 6615 8131 3117 1554
"200654_at" 11846 8996 11782 10654 7425 10968 4730 8340
"200655_s_at" 10187 11284 10717 11407 18074 13424 15495 20216
"200656_s_at" 5678 9431 2774 15324 7735 9299 4640 5721
"200657_at" 20031 13646 13794 9601 14344 20656 9097 11054
"200658_s_at" 8258 11099 9428 14978 8677 12072 5378 4711
"200659_s_at" 11086 5214 12754 16576 11983 12762 3236 18716
"200660_at" 11999 19123 7332 15887 8529 13416 8205 18507
"200661_at" 13023 4899 6442 16848 8316 10091 5480 10279
"200662_s_at" 10549 13113 7701 16457 7917 11421 9223 5065
"200663_at" 19841 11556 6863 11587 19010 14254 15881 6183
"200664_s_at" 11954 10711 13613 15305 9105 12113 18085 1860
"200665_s_at" 14999 13792 19295 7084 14150 16429 19624 9996
"200666_s_at" 7054 8309 8425 17469 10241 11286 3732 3298
"200667_at" 12436 10151 12305 17986 17888 14547 16216 10649
"200668_s_at" 13270 13521 8758 12512 11001 14206 8930 10177
"200669_s_at" 11090 12606 19747 11511 9611 7665 16039 7541
"200670_at" 9066 9612 2261 9598 5517 7240 3885 1257
"200671_s_at" 14353 21784 7890 20729 21757 13315 2849 951
"200672_x_at" 1794 5846 8711 22005 18941 12216 20623 20514
"200673_at" 11577 11565 4764 12321 7844 11181 6006 5089
"200674_s_at" 20104 15352 15963 5351 14511 17387 17029 21085
"200675_at" 11097 10230 4092 18895 8605 6822 4178 4273
"200676_s_at" 988 19894 2302 18170 1892 2607 1516 18910
"200677_at" 13488 12318 7015 12967 9314 13193 15407 10135
"200678_x_at" 8157 6646 5912 14263 5961 8178 3036 10824
"200679_x_at" 11093 10919 13782 2985 10393 13226 3982 9370
"200680_x_at" 19605 15400 20083 5390 14574 17448 8875 12270
"200681_at" 19983 18786 12603 11864 9158 13069 6566 7753
"200682_s_at" 10697 11227 11413 10714 9257 10796 17084 10628
"200683_s_at" 11951 6872 9667 12373 7859 12030 6874 6298
"200684_s_at" 6392 11231 7666 17227 5778 6347 5940 18923
"200685_at" 5095 7481 521 20987 9484 12086 19634 7232
"200686_s_at" 10149 4325 4084 22065 7256 9070 7817 2674
"200687_s_at" 7018 4814 7105 13575 18628 10981 6670 9133
"200688_at" 8397 3965 9625 14662 5428 5984 21453 21158
"200689_x_at" 20565 18720 13300 9835 14565 17440 7962 19227
"200690_at" 11378 8709 13730 14462 18772 5542 18113 18928
"200691_s_at" 12311 11967 13245 13663 18885 14621 18948 9468
"200692_s_at" 5932 7843 7876 2511 9221 8221 16437 3013
"200693_at" 11775 12263 9557 14227 7456 11502 4193 3081
"200694_s_at" 7562 9926 8663 13824 7672 7507 7507 8533
"200695_at" 20745 12642 20161 13935 9369 6657 18779 20613
"200696_s_at" 9660 19203 7789 12566 5143 6689 3795 6475
"200697_at" 9895 11019 3742 11806 8076 9198 6289 10338
"200698_at" 6573 19072 13749 15158 6168 10774 17254 8730
"200699_at" 6306 11680 13311 19338 10992 7318 8028 18734
"200700_s_at" 5920 11421 12596 9840 8820 9169 16647 11371
"200701_at" 13897 11653 19968 20890 4486 5435 4886 7960
"200702_s_at" 4236 7873 12868 11024 11270 6759 8966 8873
"200703_at" 12585 10079 7857 9488 9850 10992 4981 3951
"200704_at" 11688 20741 8826 18526 4272 6388 3762 9703
"200705_s_at" 19913 19318 11768 3122 17976 20589 18730 11825
"200706_s_at" 5890 4609 8132 16038 4727 7248 8585 5087
"200707_at" 8306 4833 12140 18917 5157 6935 18550 21070
"200708_at" 12604 9227 10868 16994 10738 13944 18434 9317
"200709_at" 12153 18832 11629 11361 12145 5386 5518 10231
"200710_at" 4775 6381 4763 17198 2858 9453 5330 8277
"200711_s_at" 7795 9460 5942 22200 8802 10184 8538 4553
"200712_s_at" 5687 6539 9066 11129 6081 12413 6007 1364
"200713_s_at" 20071 13498 10848 16261 18147 14425 18743 4398
"200714_x_at" 7672 8385 10634 16677 4463 8523 5511 7882
"200715_x_at" 14582 12198 13333 15877 9607 14783 7319 10371
"200716_x_at" 16412 15389 15996 5380 14557 17433 9184 18513
"200717_x_at" 16302 15273 15894 5288 14440 17311 11115 14140
"200718_s_at" 14594 19376 12516 11119 14388 17262 7494 19098
"200719_at" 6916 7477 12942 16097 5683 8228 7259 10736
"200720_s_at" 4631 7321 8052 12547 8096 9416 5819 6015
"200721_s_at" 10874 13270 6902 20402 7161 6922 4468 10609
"200722_s_at" 7958 7974 6474 12058 6260 13134 16238 2677
"200723_s_at" 12817 12877 13647 11088 10642 12059 15840 7626
"200724_at" 1948 1159 342 555 2129 20593 19265 18920
"200725_x_at" 21340 13732 20402 2743 14396 20811 16251 20255
"200726_at" 10671 9996 4561 3135 12303 9078 18698 6685
"200727_s_at" 7776 5198 19954 3188 5691 4169 5570 291
"200728_at" 4529 19414 12465 14217 18670 7025 15519 3821
"200729_s_at" 9085 9635 8016 15603 8540 9246 7612 1734
"200730_s_at" 3702 10166 12314 11923 1795 2845 1195 9662
"200731_s_at" 1723 13213 11824 20812 4355 6560 609 4530
"200732_s_at" 8024 11254 10743 19449 6981 8641 1614 11128
"200733_s_at" 5142 8984 758 19701 7513 4195 611 536
"200734_s_at" 13707 7405 9607 2509 19098 13181 19437 19906
"200735_x_at" 16367 15338 15952 5340 14497 17377 8057 10720
"200736_s_at" 20215 11964 16338 7395 15497 20142 15356 8155
"200737_at" 4337 9688 1211 12270 4362 3231 3321 2000
"200738_s_at" 16437 15416 12957 12248 10126 14072 16286 12168
"200739_s_at" 12940 10723 11354 12308 11291 13866 8674 7456
"200740_s_at" 13846 13736 8488 12180 12668 14812 8795 7652
"200741_s_at" 16217 15186 15809 5212 14324 17202 11026 14043
"200742_s_at" 8287 12616 12802 20481 6875 11483 4381 5529
"200743_s_at" 7739 7183 3659 13166 5532 7946 7975 8073
"200744_s_at" 6707 9019 12535 14351 7887 11354 16117 11888
"200745_s_at" 9386 10759 13892 13134 6965 6658 3659 6939
"200746_s_at" 8389 10569 4504 21496 9437 7327 4864 7895
"200747_s_at" 19708 13701 3143 16071 10922 6409 1082 12267
"200748_s_at" 16432 19000 12759 2894 10474 14677 17550 19318
"200749_at" 7247 7715 2447 12426 5024 7633 18620 8323
"200750_s_at" 16287 15258 15870 5265 14406 17279 17238 11912
"200751_s_at" 3198 12997 5532 14288 6104 12873 8142 2517
"200752_s_at" 8598 11931 12750 17636 5215 5113 7629 20622
"200753_x_at" 13392 12400 9223 12377 11486 11971 19355 3234
"200754_x_at" 20045 18879 20763 13624 19550 14354 18418 10344
"200755_s_at" 6581 18668 13152 16555 5470 12196 6319 6390
"200756_x_at" 2049 13556 21385 16007 3032 8208 19018 5615
"200757_s_at" 9082 11736 10218 15776 4353 4230 4922 8822
"200758_s_at" 6462 12558 3547 17084 9195 3690 3895 11434
"200759_x_at" 6313 7874 2551 19592 2746 7811 4915 9546
"200760_s_at" 8283 8635 13290 15353 3158 7200 6002 8793
"200761_s_at" 1119 12043 4959 13333 6596 7386 3801 8852
"200762_at" 7131 13661 10898 20450 10915 10858 17815 9129
"200763_s_at" 16381 15358 15967 5353 14514 17391 11179 18905
"200764_s_at" 21240 1275 6933 11666 2772 5016 13055 16920
"200765_x_at" 15273 14333 7713 11907 10277 12564 10988 13336
"200766_at" 5094 9864 2597 18842 12322 12683 4448 4369
"200767_s_at" 8497 7463 5872 9733 6666 2836 7541 8555
"200768_s_at" 7469 19513 10921 14111 10360 7053 17509 19431
"200769_s_at" 3952 20138 13164 20909 10486 10775 16739 1869
"200770_s_at" 4472 2936 9069 21748 12164 14572 620 2306
"200771_at" 4103 19642 2885 20776 7828 9823 8447 19887
"200772_x_at" 16335 15305 15922 5314 12191 15284 5719 11585
"200773_x_at" 14031 19313 13642 9675 10346 13958 7107 10165
"200774_at" 10017 12039 8810 13890 10760 13470 8259 6353
"200775_s_at" 12986 10365 11442 11847 5665 5740 20620 21021
"200776_s_at" 6544 11859 11666 14272 9774 13780 18140 2661
"200777_s_at" 9197 12532 9096 10672 11345 13364 16187 9461
"200778_s_at" 7442 13205 12834 13441 9756 11234 9150 5774
"200779_at" 12483 10765 7826 9483 3921 13206 8168 10553
"200780_x_at" 14438 20033 12027 3330 12140 15273 8885 11345
"200781_s_at" 20175 19288 21353 5272 14415 20830 8977 19177
"200782_at" 12749 10953 8701 14295 6190 8217 4950 7228
"200783_s_at" 20060 9649 2747 20150 11391 7208 18494 488
"200784_s_at" 14680 165 14698 3500 16500 18786 1107 161
"200785_s_at" 7270 21667 17875 3824 15171 20183 11786 13301
"200786_at" 19953 9619 12897 11403 9512 14505 8999 11399
"200787_s_at" 9752 4367 9699 13252 6812 12298 20129 20702
"200788_s_at" 7556 9034 11169 14684 10245 10573 6457 6409
"200789_at" 8489 2393 7138 10040 6670 4550 1187 10842
"200790_at" 16328 15299 13562 19076 12475 9863 5954 7473
"200791_s_at" 8491 6050 12701 12259 8453 6906 1954 5396
"200792_at" 10943 19017 12117 11150 8628 13563 8059 10599
"200793_s_at" 9397 1947 5682 14739 7949 12091 4750 7418
"200794_x_at" 6818 13015 13436 11525 5642 12533 17740 9256
"200795_at" 13123 20859 11873 14181 592 20516 10870 4228
"200796_s_at" 603 1501 12136 21404 20667 21273 18605 678
"200797_s_at" 7642 4130 8141 17627 5118 6857 459 5016
"200798_x_at" 4933 9186 7819 18087 8665 12314 1071 629
"200799_at" 10885 12279 8585 10348 18109 13691 5536 5949
"200800_s_at" 4058 10583 10977 1079 12615 11833 5994 18794
"200801_x_at" 16186 15159 15770 5183 14284 17164 10997 14006
"200802_at" 12037 10074 8876 12931 5388 13431 15799 11367
"200803_s_at" 10428 18706 10262 15501 6141 13956 6143 3302
"200804_at" 10216 12786 8943 12047 8159 10354 4091 8571
"200805_at" 5735 12225 7980 21164 5815 5373 5415 9969
"200806_s_at" 12927 11820 11075 2760 11677 14338 8779 6234
"200807_s_at" 16196 15168 15786 5196 14301 17180 7734 11513
"200808_s_at" 19550 11155 11921 17245 19319 11951 15856 11567
"200809_x_at" 21121 19756 15793 5200 14308 17186 15501 20102
"200810_s_at" 7599 11817 4445 10579 5165 10131 18392 5474
"200811_at" 3465 10066 3486 19146 601 1840 19163 2067
"200812_at" 11850 9041 11596 13406 18624 13167 18022 9541
"200813_s_at" 2309 20569 9670 11678 10280 5268 8329 11005
"200814_at" 20656 13636 9914 10779 8404 15235 7308 11182
"200815_s_at" 10514 19169 8949 12267 7779 8954 5297 3479
"200816_s_at" 10781 7017 5692 14618 8549 8622 18263 19344
"200817_x_at" 16199 15171 15788 5198 14303 17182 11005 14021
"200818_at" 13650 12771 11756 10063 12080 12991 15634 10904
"200819_s_at" 16307 15279 15899 5294 14447 17317 7850 19096
"200820_at" 12685 5546 8649 10198 18487 13775 7730 9983
"200821_at" 4730 8900 9020 20748 8214 3297 3320 3039
"200822_x_at" 13870 18606 7019 3317 19735 12771 7345 12018
"200823_x_at" 20436 19906 12997 2971 19130 15168 16813 20055
"200824_at" 9238 10638 1911 1792 20840 5487 1966 3010
"200825_s_at" 11683 8579 10410 20463 6644 6702 4515 19233
"200826_at" 13816 8751 19832 10209 11622 15301 7348 19471
"200827_at" 12808 6707 5687 15789 8969 8664 6557 10078
"200828_s_at" 11716 6064 8031 13563 18655 14858 18182 9807
"200829_x_at" 13372 10390 10861 13815 11550 11413 6951 5635
"200830_at" 14376 20110 7855 13825 17901 13524 17457 11204
"200831_s_at" 946 5159 20877 18198 4886 5859 3629 4915
"200832_s_at" 842 12240 5766 10141 9453 6679 4202 4295
"200833_s_at" 9868 10225 5737 9932 8275 13192 3039 18628
"200834_s_at" 16247 15221 15833 5237 14361 17239 11060 14076
"200835_s_at" 21159 1820 21201 456 19492 2461 8032 4364
"200836_s_at" 13814 5258 20503 16957 6070 1788 4786 1064
"200837_at" 11672 11100 7741 19785 10152 14979 18601 18517
"200838_at" 9002 6786 4060 17619 6903 6519 16431 5333
"200839_s_at" 10196 7397 8531 11223 7647 8660 6264 10208
"200840_at" 20219 13493 10633 9965 14267 17143 7615 9695
"200841_s_at" 5305 3889 13564 9981 6085 7757 16067 2262
"200842_s_at" 13771 12068 7993 11303 11717 14805 16045 10815
"200843_s_at" 10067 8408 8962 13951 9985 11457 16241 20241
"200844_s_at" 20245 19497 12725 9390 4283 11561 6961 10935
"200845_s_at" 14454 12623 7101 16169 8065 12075 8023 9157
"200846_s_at" 9759 13530 8123 12936 8876 14150 6941 6940
"200847_s_at" 7308 8010 2999 12914 7152 6976 15329 6826
"200848_at" 8159 9940 10498 15744 7400 6215 4961 3209
"200849_s_at" 10620 10245 8737 14471 8625 2130 3381 9287
"200850_s_at" 8729 8685 11502 11964 5288 10975 6300 6249
"200851_s_at" 20095 19112 19676 14879 8218 13938 8383 18436
"200852_x_at" 2359 20203 5602 17177 9326 4725 2162 6639
"200853_at" 14039 11891 12013 12912 18207 15062 17768 18467
"200854_at" 5277 10213 4325 15351 2384 5713 4880 9591
"200855_at" 4501 13423 21578 9912 1595 3625 8356 7307
"200856_x_at" 2759 10683 9898 16985 5491 9971 6704 4836
"200857_s_at" 4734 13362 11031 15720 4441 1176 1734 10594
"200858_s_at" 8321 10272 4096 2899 8871 9714 7043 4764
"200859_x_at" 6318 10367 5528 14901 9901 5570 6919 20215
"200860_s_at" 13181 13057 11778 16547 18306 12676 8477 10304
"200861_at" 8803 8468 4065 14377 3854 3487 18409 19140
"200862_at" 6440 7176 12691 21883 10895 7189 5755 11383
"200863_s_at" 13007 12272 12384 11041 11412 14050 15896 11400
"200864_s_at" 1183 8378 2116 18929 4556 4109 2788 2625
"200865_at" 16977 15593 18512 7878 17641 20290 15182 17804
"200866_s_at" 3222 7491 12839 18601 9676 13868 1268 6921
"200867_at" 6043 9550 6575 18083 8958 11958 7966 2717
"200868_s_at" 12300 8779 7362 12935 8338 12972 6418 5622
"200869_at" 16226 15195 15820 5223 14335 17216 15962 19682
"200870_at" 20082 19549 7465 11010 19189 14961 16863 5688
"200871_s_at" 11665 10017 10353 10935 6611 13212 7177 11018
"200872_at" 19700 19729 13173 2872 14292 17171 9016 11631
"200873_s_at" 12956 19367 11348 11097 12058 14522 18505 11855
"200874_s_at" 11088 2415 13685 14280 20462 13068 6996 6655
"200875_s_at" 12522 10786 5665 10471 18857 10096 19139 19169
"200876_s_at" 12437 8856 10298 10615 10091 14384 4897 6848
"200877_at" 19650 13125 11212 2629 12042 15440 16763 19370
"200878_at" 5206 4616 11309 22277 19861 20653 2452 6946
"200879_s_at" 967 1420 20108 9592 2272 16896 20973 20054
"200880_at" 11322 7387 11460 14130 18413 7433 17521 9062
"200881_s_at" 10879 12036 20106 2938 9184 10139 18052 5575
"200882_s_at" 14227 11941 7596 2473 9304 12672 16685 10508
"200883_at" 7682 10738 6373 19907 3587 7623 5817 3212
"200884_at" 13873 11297 2169 13216 2376 3203 6621 11606
"200885_at" 19566 9958 4191 11270 5172 14319 6012 9656
"200886_s_at" 19707 12296 8561 2357 12396 15186 9131 11110
"200887_s_at" 8324 12467 3501 18335 2146 4808 2964 3003
"200888_s_at" 14537 18585 9499 2568 12682 15012 17775 20279
"200889_s_at" 4721 10287 9028 15485 7534 7727 6771 5168
"200890_s_at" 2680 11272 9396 16291 4232 3437 19152 5750
"200891_s_at" 20898 12931 21380 15539 8250 20919 3387 5881
"200892_s_at" 7803 9273 11968 13028 9469 8709 16209 3669
"200893_at" 14051 11287 5463 9359 10325 12995 17322 5818
"200894_s_at" 7148 9457 19684 18379 10137 8133 2395 3692
"200895_s_at" 13752 3432 10767 18175 8642 6038 18079 5988
"200896_x_at" 20246 12570 13189 2621 12589 13948 18523 18720
"200897_s_at" 13804 13583 7682 15201 18918 12866 18943 8057
"200898_s_at" 7198 19925 21906 21356 9078 13158 20537 19993
"200899_s_at" 11113 6652 8413 20130 8320 5307 7594 7326
"200900_s_at" 11126 4409 13535 14400 10761 4995 2553 3875
"200901_s_at" 10399 8069 5712 18224 7571 6220 15544 5636
"200902_at" 5993 11550 3056 11138 10846 8836 17355 5780
"200903_s_at" 13838 11443 9527 10115 10962 13794 15575 9110
