"inst_2500" "inst_4223" "inst_4807"
"1007_s_at" 21552 9993 6304
"1053_at" 10539 6576 8020
"117_at" 4246 17033 13164
"121_at" 21419 20151 15630
"1255_g_at" 14141 12941 8915
"1294_at" 12674 10196 1953
"1316_at" 21332 2661 2904
"1320_at" 13938 3672 14768
"1405_i_at" 10122 21436 13793
"1431_at" 6600 6200 21104
"1438_at" 18050 19988 2511
"1487_at" 1606 5421 947
"1494_f_at" 5196 130 20569
"1598_g_at" 20891 5300 19287
"160020_at" 9565 20682 16382
"1729_at" 4504 3750 6636
"1773_at" 22164 17237 1757
"177_at" 12858 2145 20504
"179_at" 22076 21256 1068
"1861_at" 3378 18544 4865
"200000_s_at" 12757 6574 1263
"200001_at" 10445 7020 5153
"200002_at" 12823 17447 6303
"200003_s_at" 15145 13714 6332
"200004_at" 8952 9687 20316
"200005_at" 12131 6309 4889
"200006_at" 11475 17227 8403
"200007_at" 9888 10917 18395
"200008_s_at" 6018 20715 19893
"200009_at" 12105 19231 15476
"200010_at" 15147 9653 6844
"200011_s_at" 5728 6046 7702
"200012_x_at" 19540 18824 17194
"200013_at" 19446 18428 7767
"200014_s_at" 8911 18555 16606
"200015_s_at" 10700 9840 16306
"200016_x_at" 15057 17012 16816
"200017_at" 15285 13756 16004
"200018_at" 15268 17234 16354
"200019_s_at" 19579 17425 3660
"200020_at" 10097 9347 16610
"200021_at" 20251 13797 11084
"200022_at" 15169 19737 6408
"200023_s_at" 12081 9497 7585
"200024_at" 15237 10698 6184
"200025_s_at" 15265 17623 16168
"200026_at" 15433 19815 16238
"200027_at" 11190 19184 18642
"200028_s_at" 6477 11414 15880
"200029_at" 15215 17823 7594
"200030_s_at" 12005 9567 17134
"200031_s_at" 15255 13749 7926
"200032_s_at" 15290 17801 10989
"200033_at" 9656 9119 21275
"200034_s_at" 11881 7385 6416
"200035_at" 21398 2154 2959
"200036_s_at" 20108 11806 7607
"200037_s_at" 11330 19906 19186
"200038_s_at" 15404 18500 8392
"200039_s_at" 10876 11453 5760
"200040_at" 8605 10523 17831
"200041_s_at" 9188 4371 6657
"200042_at" 5848 8265 17548
"200043_at" 3408 6833 16526
"200044_at" 9037 9741 15490
"200045_at" 7769 6067 5724
"200046_at" 4862 17602 7399
"200047_s_at" 10452 18329 19426
"200048_s_at" 12466 8788 7357
"200049_at" 6471 4944 6817
"200050_at" 11068 19218 20550
"200051_at" 7565 7664 2002
"200052_s_at" 8649 8181 7735
"200053_at" 20908 20817 1268
"200054_at" 3486 4289 18337
"200055_at" 11346 5503 4278
"200056_s_at" 2814 11644 21358
"200057_s_at" 11118 11219 16518
"200058_s_at" 7659 4502 6816
"200059_s_at" 7428 18610 21035
"200060_s_at" 9184 4332 3882
"200061_s_at" 15253 13748 7711
"200062_s_at" 15124 13707 10862
"200063_s_at" 15326 13767 11025
"200064_at" 9090 10668 17663
"200065_s_at" 10749 9298 5452
"200066_at" 1309 9568 6337
"200067_x_at" 11700 19065 19989
"200068_s_at" 10299 10212 8149
"200069_at" 4869 18673 17049
"200070_at" 11163 6138 3625
"200071_at" 7333 10529 16498
"200072_s_at" 7887 10519 15573
"200073_s_at" 6254 10292 16964
"200074_s_at" 10931 11757 15545
"200075_s_at" 7590 4682 2792
"200076_s_at" 7147 8010 6692
"200077_s_at" 12968 16878 8368
"200078_s_at" 10120 5627 4498
"200079_s_at" 10298 9647 8090
"200080_s_at" 9861 8993 19284
"200081_s_at" 12320 11650 6199
"200082_s_at" 15314 11426 8387
"200083_at" 10110 8708 16645
"200084_at" 6851 8055 19773
"200085_s_at" 11038 11375 3139
"200086_s_at" 9954 18257 6590
"200087_s_at" 6561 10951 18009
"200088_x_at" 15139 17218 10873
"200089_s_at" 19905 10612 8182
"200090_at" 9309 11666 7819
"200091_s_at" 11103 11281 7383
"200092_s_at" 15337 11513 8334
"200093_s_at" 5919 7867 7539
"200094_s_at" 20042 11474 6226
"200095_x_at" 15411 13794 11074
"200096_s_at" 10327 16751 7638
"200097_s_at" 6270 8742 20157
"200098_s_at" 11656 11773 5415
"200099_s_at" 15340 17070 16099
"200593_s_at" 6906 18332 5470
"200594_x_at" 9967 10633 16435
"200595_s_at" 4706 3010 8466
"200596_s_at" 10485 5997 6924
"200597_at" 8061 7055 19930
"200598_s_at" 7117 9405 3484
"200599_s_at" 5274 3480 16550
"200600_at" 5726 5328 9287
"200601_at" 4292 2564 6228
"200602_at" 4580 18388 8331
"200603_at" 7596 16718 20032
"200604_s_at" 2572 19048 18722
"200605_s_at" 3228 11447 22146
"200606_at" 20795 20660 19684
"200607_s_at" 8947 19203 5740
"200608_s_at" 6255 8056 20902
"200609_s_at" 10595 5106 17857
"200610_s_at" 5982 10259 8158
"200611_s_at" 6894 3012 5031
"200612_s_at" 958 11155 1506
"200613_at" 10591 4853 4094
"200614_at" 7126 9101 18506
"200615_s_at" 8936 10572 16433
"200616_s_at" 12321 17556 5356
"200617_at" 4465 1897 1903
"200618_at" 9360 9873 17088
"200619_at" 3748 7392 5716
"200620_at" 10000 8913 18389
"200621_at" 7111 4860 4899
"200622_x_at" 9602 18469 3488
"200623_s_at" 2306 516 2524
"200624_s_at" 7063 5483 21673
"200625_s_at" 12146 3532 6613
"200626_s_at" 7652 7382 20395
"200627_at" 10835 10528 20532
"200628_s_at" 7779 20122 15549
"200629_at" 3390 2360 1289
"200630_x_at" 12360 11556 7603
"200631_s_at" 9293 10613 19527
"200632_s_at" 10454 6174 6824
"200633_at" 12612 13747 10966
"200634_at" 9227 5447 3750
"200635_s_at" 21438 8440 2235
"200636_s_at" 3361 7677 2772
"200637_s_at" 16158 6822 5864
"200638_s_at" 9605 16874 20264
"200639_s_at" 7541 10380 6779
"200640_at" 6329 7459 15650
"200641_s_at" 7579 18317 20476
"200642_at" 12332 10661 7396
"200643_at" 5063 1768 4110
"200644_at" 6559 7099 7321
"200645_at" 8500 6902 6617
"200646_s_at" 1756 484 298
"200647_x_at" 12654 8888 3978
"200648_s_at" 8115 3684 8576
"200649_at" 5746 1577 1143
"200650_s_at" 15083 13687 18417
"200651_at" 15391 10276 6130
"200652_at" 5980 7585 4068
"200653_s_at" 7188 5917 4616
"200654_at" 10606 4219 3884
"200655_s_at" 7675 9597 6701
