"inst_1" "inst_2" "inst_3" "inst_4" "inst_61" "inst_1694" "inst_1816" "inst_1858" "inst_5068" "inst_5487"
"219544_at" 6830 1736 6614 1839 5541 1471 9100 3701 2883 9334
"219545_at" 13989 9253 14020 14582 10670 10209 21412 16605 3276 11861
"219546_at" 11324 6451 11804 13246 12779 21087 19625 3658 18194 1142
"219547_at" 2746 13845 4117 2124 4779 19857 3793 6985 1701 7409
"219548_at" 767 18652 18552 7717 558 16737 2666 11007 17027 738
"219549_s_at" 17640 17257 19083 17259 14152 17793 3026 7515 3855 5243
"219550_at" 10459 8923 10795 11627 8520 14356 22147 18710 2524 5594
"219551_at" 11160 6630 8750 9915 6538 20545 3322 7687 6503 20958
"219552_at" 14902 11351 12026 15692 13537 6406 14276 14484 12197 16286
"219553_at" 2077 4122 5981 3062 3509 20523 2294 3492 18014 7135
"219554_at" 11940 8059 11129 12688 9147 11846 17821 16575 10694 12300
"219555_s_at" 5360 14826 17376 3409 19251 2800 7142 7231 9756 6450
"219556_at" 21915 20655 21772 21801 10204 18874 1323 96 19351 9326
"219557_s_at" 516 1135 1860 5430 19214 8840 10418 4814 3253 12722
"219558_at" 17702 1845 6211 2243 19972 16104 783 1873 21866 5719
"219559_at" 21003 21200 8449 21496 1645 7179 17165 1099 10811 10031
"219560_at" 250 164 132 710 22145 2079 74 2179 518 3688
"219561_at" 8326 20199 8441 21679 7510 4009 1950 13632 16093 321
"219562_at" 21824 3889 5665 18806 1988 16960 13382 17406 563 17758
"219563_at" 16493 12667 4482 17493 14715 8187 18383 4216 22138 1748
"219564_at" 14303 11615 5679 13956 13678 10791 12801 15200 14422 13647
"219565_at" 8714 9971 2562 9909 10491 2361 21186 21356 5240 1987
"219566_at" 12924 9313 10938 11489 9097 7033 22150 19743 7529 14653
"219567_s_at" 987 9108 12761 2238 14824 15907 13476 7554 20171 1143
"219568_x_at" 1976 12125 2735 1487 12662 8023 16932 14887 16440 8939
"219569_s_at" 17049 19296 2750 18314 5699 13442 1439 14834 5692 11291
"219570_at" 3959 12270 2949 6097 16900 22058 738 19139 21199 21177
"219571_s_at" 16984 16231 17685 17949 5979 1527 20635 313 9136 19252
"219572_at" 15331 19443 19799 20654 3428 18424 21138 18915 21060 7465
"219573_at" 17054 3379 4229 8947 3827 19995 284 18758 7637 4317
"219574_at" 11008 7096 13166 11528 7310 7756 16619 17429 16100 16159
"219575_s_at" 15528 19111 6696 6834 6304 4354 8893 6488 10299 16901
"219576_at" 22024 15539 2061 716 19654 123 16464 2943 677 20680
"219577_s_at" 680 12714 6340 1215 14498 9094 7257 10208 18647 20495
"219578_s_at" 10617 7399 11949 11886 12102 11949 22217 18888 6972 2057
"219579_at" 21288 17591 22281 9131 2063 21784 21852 5223 10101 1728
"219580_s_at" 9015 9911 9019 10462 12515 2378 4572 15036 20155 3206
"219581_at" 7053 15516 17572 2786 5540 2822 5699 134 8913 1300
"219582_at" 17594 3636 16956 5750 13098 20202 19857 6633 6281 19135
"219583_s_at" 13713 10366 6617 1426 12941 16535 9244 1572 8904 22058
"219584_at" 14527 11770 13705 15577 10957 13252 17808 17150 15520 9994
"219585_at" 14932 11416 14770 15764 6453 10173 17579 20934 12920 1319
"219586_at" 6314 3764 1984 7206 11267 17718 16368 6284 1457 1133
"219587_at" 11817 6533 11189 11558 7761 22157 21622 14435 21649 2862
"219588_s_at" 18800 14332 7639 4953 19025 16616 5824 6771 2994 18325
"219589_s_at" 14820 9988 14435 13563 1409 13634 10788 20144 3674 16473
"219590_x_at" 17006 14137 18067 4157 18227 19861 6218 7368 8755 17973
"219591_at" 581 564 3477 628 19359 8257 17289 14416 1828 615
"219592_at" 11564 8872 13497 12637 11278 11936 16499 10577 15373 15293
"219593_at" 11131 6186 9481 11561 7737 10051 12721 14987 13200 12543
"219594_at" 13147 7311 11352 12236 8633 6783 13262 21632 15328 11664
"219595_at" 6495 12345 5686 3903 928 18845 5742 1966 7541 8880
"219596_at" 17604 17439 19603 7621 15838 15309 19297 20782 5522 7130
"219597_s_at" 13981 7966 14451 16025 12755 9672 10255 17762 11564 14642
"219598_s_at" 21469 19060 17786 8332 15467 18682 6929 8060 10519 8018
"219599_at" 5061 408 5711 16973 270 18159 18647 8498 10455 8358
"219600_s_at" 8404 5048 6545 19231 21128 4196 392 4086 8468 9477
"219601_s_at" 13416 10117 13824 13560 10580 14261 10415 19973 13375 13212
"219602_s_at" 1876 16287 970 2132 21779 9372 11537 20255 13489 12586
"219603_s_at" 14529 8858 1084 7365 3067 4359 19341 8194 9220 5923
"219604_s_at" 9291 10405 7309 15199 10301 10537 14072 11818 19057 21086
"219605_at" 20301 3807 19771 17385 13983 7856 17134 14147 11793 10813
"219606_at" 14245 10301 15024 16326 6521 13415 8270 14424 3639 11359
"219607_s_at" 8703 8480 9187 13093 6697 13632 15379 14755 14363 12629
"219608_s_at" 9145 9775 9304 10297 7016 83 19176 6243 22009 20295
"219609_at" 13791 6167 10935 10575 11898 5628 13341 13949 6324 21174
"219610_at" 2009 5826 11541 7368 7809 11956 2606 17022 20487 1105
"219611_s_at" 18398 14245 6910 6089 17833 355 19632 254 1291 769
"219612_s_at" 13707 3471 11712 14106 15264 8284 17558 20459 13042 15968
"219613_s_at" 7666 18455 16489 4633 19109 21434 5283 10084 4463 21738
"219614_s_at" 11853 6988 10260 11541 11057 10115 18287 17011 21857 16605
"219615_s_at" 8444 14892 3524 21828 1705 18547 11346 11578 15521 5526
"219616_at" 3034 15110 7778 8206 14718 3525 10536 16821 809 19355
"219617_at" 6206 15861 4609 20257 17259 19738 15385 53 462 457
"219618_at" 16118 3734 5386 3226 1470 18718 3697 11023 10011 20213
"219619_at" 10433 9036 4031 11988 9055 12670 18212 19553 11467 12917
"219620_x_at" 3458 1095 5759 8819 1360 11839 9280 1191 19009 8668
"219621_at" 11445 6204 10375 13812 11819 2751 3382 22276 2919 2278
"219622_at" 3178 1610 5366 3248 21742 5374 5850 3066 20408 8065
"219623_at" 5035 4909 2980 1387 15460 21935 1329 4097 6956 2665
"219624_at" 5192 9981 4970 12232 9084 437 21314 2037 10523 22091
"219625_s_at" 22283 15990 20458 18510 6237 20531 19061 10945 9082 20309
"219626_at" 425 983 453 367 20580 2025 8599 2914 13587 21055
"219627_at" 261 1183 65 215 6130 1979 768 8538 19909 16881
"219628_at" 19128 3292 1897 911 19873 5768 9487 238 6731 7128
"219629_at" 18844 13160 6266 20362 3744 2341 11256 8274 752 3691
"219630_at" 21256 21069 19953 22080 16167 6835 10299 17377 15342 9407
"219631_at" 15234 11815 11052 15192 13137 6002 4125 2801 1533 5064
"219632_s_at" 2152 501 399 1048 1607 19337 7237 7999 20489 19263
"219633_at" 7393 17369 7629 16389 15578 5154 19836 2870 9618 17710
"219634_at" 17471 14356 15661 20891 20211 2880 3768 10342 20442 20275
"219635_at" 17383 18703 6633 18167 21778 20283 4512 1595 1494 20529
"219636_s_at" 7481 13874 17449 7339 9926 20978 8593 12471 18293 4498
"219637_at" 21586 16508 5440 9655 14220 4288 567 13873 1485 2885
"219638_at" 19231 15070 8549 19758 6354 22252 11422 4539 380 4742
"219639_x_at" 4968 3526 8548 4437 13963 4725 2127 9735 567 8935
"219640_at" 292 8819 1607 12257 10224 3836 20328 9644 895 18489
"219641_at" 7217 4430 2236 7782 1586 1162 20845 3455 2775 5361
"219642_s_at" 14776 9786 14051 14411 13496 8093 13473 19083 16940 13572
"219643_at" 14939 11110 14414 12157 8794 8575 12731 18064 14854 13205
"219644_at" 159 2159 1907 118 14811 6072 590 803 3768 6222
"219645_at" 21125 17974 20640 21469 5548 11154 15307 20909 13602 12384
"219646_at" 19805 16931 17959 8463 13848 15474 19959 11460 6158 17872
"219647_at" 9238 1109 5512 9867 11962 8374 10498 20677 15797 10866
"219648_at" 4932 21510 7599 3224 5653 6058 2015 21371 8131 3768
"219649_at" 17000 4939 4899 5665 19617 19487 4363 1659 5059 5819
"219650_at" 2976 17625 20175 4061 17618 20733 9123 723 5694 19727
"219651_at" 10240 9969 9419 10005 12805 13529 15777 13641 16232 15743
"219652_s_at" 12531 6888 13100 15328 8425 10880 13257 17417 13550 13279
"219653_at" 7759 21445 20275 21901 1881 3959 12214 21413 22146 18769
"219654_at" 20570 19840 20804 19367 20539 5889 1742 13271 10207 1508
"219655_at" 10499 10447 13638 12195 6525 11010 22248 18533 9877 14884
"219656_at" 10949 6513 11282 12566 10494 12149 16015 21329 16520 19407
"219657_s_at" 6661 3183 1482 1598 932 4363 73 308 5620 21549
"219658_at" 11370 10362 6626 12536 12049 2809 21693 6466 8915 17743
"219659_at" 10264 7937 9041 12515 2201 13446 10706 20160 13189 12640
"219660_s_at" 7476 2580 2654 3161 943 11562 17735 17280 11956 13074
"219661_at" 5675 20356 15655 2808 4621 15882 7934 10905 5659 19339
"219662_at" 7708 4408 18350 2747 16654 17104 19971 809 19460 19110
"219663_s_at" 946 13273 682 19267 5761 5614 7922 13466 4389 2575
"219664_s_at" 16181 20249 22282 5599 19038 5799 4380 7472 5775 4873
"219665_at" 473 12305 15605 16992 18915 1870 4086 2854 15485 243
"219666_at" 3649 447 382 141 21845 764 15175 6230 13905 16318
"219667_s_at" 13952 10312 13883 15067 13297 7798 22189 14358 1620 11510
"219668_at" 8888 5401 9447 10498 7362 12772 17358 13016 14307 13801
"219669_at" 5111 16523 6948 7117 19590 11808 11867 20003 16874 11149
"219670_at" 2578 9217 6410 12480 12144 8431 12412 18984 20854 10309
"219671_at" 19972 12329 7347 21406 20054 12500 14640 13886 11981 1977
"219672_at" 6389 18078 20959 18520 3140 8132 16031 15466 767 2433
"219673_at" 16858 17734 20809 5741 16755 21321 1609 7298 583 18648
"219674_s_at" 4970 1707 4364 17097 1634 16761 6119 11390 5597 19868
"219675_s_at" 17410 18555 3160 4347 17362 4620 2633 3345 6834 4337
"219676_at" 4162 4833 903 1321 18411 4256 20886 10308 18565 7959
"219677_at" 2332 2138 1572 21578 16081 15524 22172 20252 3475 8457
"219678_x_at" 5615 19590 19093 18321 19192 20106 5369 11756 3635 9531
"219679_s_at" 3457 3283 3349 3299 4331 1420 2171 6269 18651 17193
"219680_at" 3700 12200 1097 16826 2240 3507 5524 11832 3270 19875
"219681_s_at" 1837 21745 650 536 19529 20513 19344 9149 20060 8646
"219682_s_at" 13230 10305 9214 3724 12531 5331 19359 15856 8598 14116
"219683_at" 4257 21764 6184 1466 21003 4656 7924 17574 10564 3713
"219684_at" 11533 8817 11739 13481 20554 9495 13081 16234 13074 14619
"219685_at" 404 1343 872 2000 4306 12071 13228 14375 14173 15231
"219686_at" 9056 5505 9778 10579 11376 6564 16785 12963 6135 14866
"219687_at" 10249 11257 6935 12146 17424 936 15100 19148 2855 786
"219688_at" 12055 5580 9507 12977 9966 20621 2619 993 20414 20790
"219689_at" 4680 4885 3001 1349 7460 9315 10544 315 15297 16614
"219690_at" 17402 20918 1849 3947 4363 17989 21248 12179 1953 4928
"219691_at" 13660 8526 2961 11542 11234 4673 20959 408 19498 21753
"219692_at" 22238 21021 16801 22134 19319 26 10751 20204 13326 20271
"219693_at" 14317 9833 14158 15617 11577 13621 15363 5855 761 16355
"219694_at" 12751 11603 11625 13629 6609 5655 1566 4336 7113 11556
"219695_at" 14520 11345 11092 11184 10898 7440 10394 17205 10997 12888
"219696_at" 18549 16884 4327 3613 4756 21868 1481 1157 20788 6606
"219697_at" 17743 1341 2134 19570 3675 13584 11770 13086 1225 6080
"219698_s_at" 2336 810 7341 1630 17485 21233 1143 4649 18849 21123
"219699_at" 11379 9662 13136 14486 11219 9718 15347 15926 15267 13553
"219700_at" 19225 15072 18596 7711 8284 7373 11063 13258 746 21477
"219701_at" 17824 13612 17177 18567 12052 8581 10580 12343 12498 5405
"219702_at" 17821 3528 17799 5151 1673 12125 9477 18023 18025 19817
"219703_at" 6313 9413 13366 3398 9315 2237 1035 1708 21443 16989
"219704_at" 5244 1518 21880 1957 4073 17567 16737 17428 11369 20431
"219705_at" 1164 2341 2521 18572 2727 21951 13810 3971 20224 1811
"219706_at" 3762 12030 4367 18362 2654 19539 3870 10104 17445 7073
"219707_at" 1358 1727 2879 589 1789 973 20942 11507 22072 410
"219708_at" 9044 5421 9535 10471 10759 3183 92 21558 5768 12468
"219709_x_at" 8115 21513 5623 20489 18236 18266 19372 7527 19042 822
"219710_at" 14794 10263 13284 15762 5858 12959 5427 18380 20800 10430
"219711_at" 3403 21474 1616 469 16033 2152 5096 10315 18479 17821
"219712_s_at" 18081 13872 1617 18820 18402 14007 17264 13050 16538 13238
"219713_at" 18505 18374 4277 7800 852 3604 21880 22250 20944 9194
"219714_s_at" 12900 5876 9912 11595 10789 7359 16790 3866 16145 15692
"219715_s_at" 16554 16021 6982 6168 20717 4648 3934 3062 16659 20425
"219716_at" 8999 2777 593 10101 4542 14385 120 6131 18590 1368
"219717_at" 21145 14660 3595 16747 15413 15837 20612 11873 20461 17420
"219718_at" 8337 15920 21082 18552 19724 20041 1578 7102 20762 2508
"219719_at" 13476 10530 13749 15075 8186 6802 15225 17812 10948 13330
"219720_s_at" 5292 4742 2198 1703 20218 17308 1526 9056 20616 895
"219721_at" 15000 11093 14599 15955 12186 11090 11453 13360 14572 12360
"219722_s_at" 7037 12111 19080 1716 15828 4521 844 2899 1750 2657
"219723_x_at" 8169 14692 20015 5700 21144 272 22144 3605 10544 20866
"219724_s_at" 1561 343 18885 19951 13442 14728 17338 13534 1106 7652
"219725_at" 9016 6650 12822 10706 8330 12731 15187 4821 12309 11997
"219726_at" 10141 6476 11031 12547 7827 9007 12893 20952 12067 5414
"219727_at" 9218 5436 10139 10153 6801 12482 15174 18059 20672 16432
"219728_at" 8692 5447 8781 12673 9675 9861 10840 14640 11929 14180
"219729_at" 11440 6628 12682 11982 10821 10251 14272 15914 14604 10771
"219730_at" 13332 9383 5588 16110 13366 22189 279 10040 19192 17016
"219731_at" 20114 14425 15890 17785 14382 1291 22201 7651 10066 21097
"219732_at" 714 2483 3271 423 1683 8302 11575 18775 7218 21907
"219733_s_at" 19649 21720 21985 18841 179 3472 4926 9232 2854 1202
"219734_at" 5080 21550 8490 19480 14191 1065 19244 855 5213 17144
"219735_s_at" 19404 4089 19694 2220 18663 13893 13455 17089 19861 12462
"219736_at" 12468 5957 9020 9947 8531 6921 16415 197 10695 22076
"219737_s_at" 14398 390 2086 374 12274 11896 6531 19460 10247 19251
"219738_s_at" 7371 5285 9585 10114 6394 6729 11645 19485 11228 10653
"219739_at" 1142 16664 19778 17384 1001 6336 17346 19586 14273 13844
"219740_at" 14704 4750 8414 2471 11196 11427 21820 17294 19806 16772
"219741_x_at" 16742 12073 16343 7132 437 2000 1312 3075 20246 694
"219742_at" 21037 13702 7958 21288 3254 4988 43 10053 17554 2523
"219743_at" 13913 10878 13637 15804 12567 8777 16731 19428 15547 1880
"219744_at" 14691 3647 1018 15386 10462 11979 15161 16925 15776 10933
"219745_at" 21885 20569 4932 6345 190 5135 1495 21791 21597 22226
"219746_at" 3086 4728 5287 5385 15433 8936 1715 12909 8232 11470
"219747_at" 2155 12911 16224 5725 19370 12161 14422 13981 10737 15008
"219748_at" 21901 20596 21754 21965 11232 9455 14006 11631 12474 12794
"219749_at" 21470 19387 21526 22214 315 2450 1975 15709 1166 3190
"219750_at" 14160 9980 12671 15363 7343 8307 15831 15728 21983 4052
"219751_at" 19541 14604 21060 18441 20437 20344 21495 2043 4219 758
"219752_at" 19254 21447 4684 19355 1354 1185 17454 12006 16941 18634
"219753_at" 20745 17612 20316 19184 12400 20634 21843 7024 21902 17266
"219754_at" 6053 519 213 528 2296 3366 20141 8468 19232 20497
"219755_at" 2817 8222 927 12342 9876 992 13406 1071 2948 3748
"219756_s_at" 14549 11670 12944 16090 10328 8877 14802 17861 12255 15125
"219757_s_at" 17078 4420 16094 6384 16814 3232 20589 897 19412 20135
"219758_at" 2640 4915 20937 21357 19701 15273 18776 3156 20670 19591
"219759_at" 13007 9329 13039 14039 9938 12554 21345 2772 10078 13513
"219760_at" 16358 12577 15928 174 4657 4173 9610 16717 21226 9652
"219761_at" 1393 251 1494 108 2772 11996 18297 18408 12689 21513
"219762_s_at" 16293 14509 3943 7154 16885 18557 20997 10530 19681 3611
"219763_at" 19154 1115 5872 3168 21443 3938 19788 8079 5967 1869
"219764_at" 14108 9126 3536 15308 13613 12691 13679 14931 15944 3028
"219765_at" 13637 11500 14760 1225 16171 20481 1291 1180 2648 20224
"219766_at" 13734 10264 10311 12571 11606 20292 12460 7214 3438 20602
"219767_s_at" 20753 18462 17754 19288 21495 20091 2820 2581 6968 21185
"219768_at" 12050 5642 9203 5474 12962 8328 13637 13798 13712 10447
"219769_at" 4429 13751 8222 5988 21118 715 7847 2923 9615 4054
"219770_at" 20871 21334 17517 17982 1701 3197 356 11692 4141 20621
"219771_at" 9804 328 9108 10500 16399 10224 1069 17241 1404 13942
"219772_s_at" 12181 6146 9607 12695 12532 11524 17089 19920 16354 14010
"219773_at" 14757 9624 419 14255 13053 6542 16347 12994 11254 11423
"219774_at" 16915 16089 2640 8152 1770 21445 8366 9609 2230 21311
"219775_s_at" 13261 7636 11017 11852 8336 6349 10389 19507 8419 10970
"219776_s_at" 12888 5018 592 11356 12214 12381 10297 14357 15526 10601
"219777_at" 14252 10708 14230 15432 7715 7348 13527 5961 12862 15800
"219778_at" 13343 11477 14118 8066 8966 10362 14413 19540 13861 10482
"219779_at" 947 2866 2849 9533 21605 12483 3413 13083 5408 1837
"219780_at" 9109 5591 5142 10269 13184 7769 17230 14516 10809 10630
"219781_s_at" 19617 1784 2484 9295 16078 10323 16756 7605 19019 21736
"219782_s_at" 13551 5284 13526 11110 10028 9153 14380 13307 13151 12631
"219783_at" 4071 15381 6891 6352 2309 1939 21705 4334 21671 4790
"219784_at" 2348 10426 12622 13060 1494 258 13791 15591 2670 18921
"219785_s_at" 826 8104 982 270 20859 4233 3420 10650 20951 19073
"219786_at" 19826 15862 3798 4234 9528 10525 14263 8974 10920 14734
"219787_s_at" 6649 22137 20583 4947 4758 16687 8808 526 8078 19509
"219788_at" 8798 9537 13608 10075 7834 6417 16221 22204 11385 10256
"219789_at" 2644 9270 1109 2478 19291 14467 14230 15312 9650 12046
"219790_s_at" 12611 10240 12062 14859 7206 10078 15288 16346 13873 14752
"219791_s_at" 12499 8592 12470 13201 9877 10255 10144 13131 13871 14262
"219792_at" 7878 20953 4030 19712 2112 1349 11270 15727 5736 101
"219793_at" 16111 12416 15709 17122 10693 20794 8986 6539 20186 2318
"219794_at" 13048 7742 4973 12337 18934 835 11893 17333 14680 744
"219795_at" 19326 16924 21298 3432 17510 22113 10135 20588 12239 5694
"219796_s_at" 12075 8728 12204 13013 10034 10015 12834 19132 13892 12518
"219797_at" 5117 17651 1591 7861 18634 1821 22181 11869 18778 3926
"219798_s_at" 19545 20597 18955 17887 4454 18983 5608 7315 8485 3347
"219799_s_at" 119 2015 2915 305 672 6462 22112 11149 11925 16216
"219800_s_at" 10602 10477 10366 12112 6975 18592 17545 19104 8714 5096
"219801_at" 20285 14920 17149 5295 4436 227 9421 12200 3318 22210
"219802_at" 16333 17254 8016 20530 2531 19223 4629 5224 19366 2215
"219803_at" 13809 10748 9335 11017 13028 10030 11081 14279 12740 12521
"219804_at" 13939 7413 9470 11037 6926 8984 17880 13526 16508 12619
"219805_at" 3442 3610 17160 17885 14802 4019 21429 8652 21404 20833
"219806_s_at" 447 214 134 1584 2869 19124 20397 10661 6088 5166
"219807_x_at" 11210 8705 11035 12096 10675 3008 21812 10734 8105 6043
"219808_at" 2341 140 1014 1062 1726 7343 11508 10893 6607 10641
"219809_at" 15294 15612 7863 4290 1480 3358 5945 21614 10323 16874
"219810_at" 14532 10657 7323 11590 13554 1903 9187 141 19142 20535
"219811_at" 1169 1836 19279 2069 999 649 17690 9229 233 18344
"219812_at" 128 1276 1819 330 21378 14031 11981 21195 16162 10075
"219813_at" 6333 2012 5321 2002 18826 12638 16245 12150 22017 16683
"219814_at" 13044 10171 8868 5575 18553 19381 15973 17093 21621 22200
"219815_at" 12392 129 11314 4516 8248 14886 19431 17256 22144 1264
"219816_s_at" 4037 12799 6106 7476 3813 2525 8411 9794 19623 20728
"219817_at" 20077 17068 6341 6640 19564 296 2337 41 22010 9519
"219818_s_at" 3132 20276 21081 18235 17349 16281 1145 2787 18759 17730
"219819_s_at" 21173 19913 4311 19094 17776 18794 5821 7914 17423 18351
"219820_at" 10042 1240 1982 10653 7416 7092 10231 21087 11834 10893
"219821_s_at" 2284 4024 7150 17792 18308 18040 20510 4026 2801 18287
"219822_at" 9182 9442 5517 14353 12066 15546 2520 4886 9980 3650
"219823_at" 810 9857 12014 2059 7422 13693 14460 12917 13460 15931
"219824_at" 18980 14626 6544 22193 21561 13799 13417 17834 11186 10271
"219825_at" 14246 9183 12855 13902 6834 9276 1017 17780 2506 12995
"219826_at" 14650 10649 4802 4611 11730 4672 6593 9900 1024 15634
"219827_at" 2079 8148 11406 12518 6911 13101 9785 12049 16256 14826
"219828_at" 4928 12067 1735 2040 3892 22211 19896 6069 21253 3443
"219829_at" 9419 5944 9498 12768 12639 6866 15686 17752 11859 12423
"219830_at" 954 10157 9115 12569 7645 7326 16903 21091 12681 15262
"219831_at" 14445 5874 9816 7927 20972 22227 9215 6682 3516 8030
"219832_s_at" 18672 21001 7263 18682 412 22127 20918 16539 670 8042
"219833_s_at" 14332 11369 1845 3190 8409 20544 8187 3268 19509 20379
"219834_at" 9899 7293 12114 14619 10143 8949 14901 4323 12045 1159
"219835_at" 12762 10306 13592 14565 11811 9848 12871 16645 12589 11869
"219836_at" 485 818 984 1677 14840 13414 11116 20179 940 14549
