"inst_455" "inst_995" "inst_1053" "inst_1156" "inst_1215" "inst_1286" "inst_1640" "inst_2641" "inst_2675" "inst_4439" "inst_5010" "inst_5212" "inst_5575" "inst_6174" "inst_6664" "inst_6975"
"209709_s_at" 17058 2722 1310 3678 20842 1981 3082 15965 14348 9862 17110 7641 16385 12235 20343 19253
"209710_at" 18197 16339 17804 20963 13646 3341 20241 6169 5906 10155 3773 5877 16688 15651 4282 16970
"209711_at" 22167 20832 2193 16115 20759 7213 19817 15652 15591 7589 7314 18018 11501 4723 17855 21834
"209712_at" 3383 20164 20484 5179 21967 8488 723 21728 19548 21040 20980 4372 18600 3393 21110 458
"209713_s_at" 19432 13709 13045 7759 10825 11970 8874 1910 8528 15429 21965 12240 22122 10800 9196 8493
"209714_s_at" 16001 18168 16506 15200 18174 8339 18522 15775 13076 17930 20244 18676 12625 15299 11690 17237
"209715_at" 16412 4666 19929 18380 21729 4678 15495 3373 18581 16824 17734 5629 11979 16702 17697 13276
"209716_at" 1529 7645 9612 17740 2949 21966 12596 8490 21584 1990 904 190 11408 117 211 9716
"209717_at" 7676 21404 19932 1315 21933 8810 5873 1738 3568 4903 1597 21732 16453 13091 19805 1937
"209718_at" 3621 18686 8672 22088 77 19477 16916 20615 20786 21869 3948 4537 14847 18866 21095 19606
"209719_x_at" 3757 7549 12237 6292 946 11752 7166 13945 11680 8814 539 8612 6401 11360 19741 8743
"209720_s_at" 10153 10764 7910 7905 8674 9512 10821 8860 12036 8874 11032 10958 4884 6799 21111 8154
"209721_s_at" 10692 12495 5968 20412 7374 6822 7783 9091 19494 4659 8330 1893 8250 1790 1817 12342
"209722_s_at" 10418 7199 11394 14233 11265 9975 12016 8596 7398 15289 15279 14868 957 8307 7607 10478
"209723_at" 18982 2185 5385 11277 13517 14691 20055 3548 2280 21529 1248 1642 10174 18836 11877 3495
"209724_s_at" 5181 21935 22024 1547 20569 7050 21944 1138 20809 6014 19087 3024 10132 18781 19256 2186
"209725_at" 20026 21947 21699 5848 14534 6047 20631 4143 6329 17194 4621 20611 18631 13670 12314 20799
"209726_at" 3092 37 246 741 21874 338 3772 22134 17847 6924 298 17932 10033 21152 17111 2935
"209727_at" 10623 928 13207 1438 1900 1141 11313 8081 3879 17367 19929 21268 1095 1697 22150 11768
"209728_at" 9469 9180 8448 9253 7638 13413 9290 10937 8131 11498 10283 10965 4890 7598 7391 8187
"209729_at" 21502 16308 22253 3333 19990 18224 20050 19740 19093 20765 3677 21645 21177 16387 3213 22273
"209730_at" 12612 1728 16118 7441 2995 17051 22097 20557 9937 4852 21678 21237 18365 7444 477 12024
"209731_at" 20041 17490 18969 22063 13595 4294 18083 21549 20532 20375 18699 21440 17017 22119 18251 19561
"209732_at" 13192 10993 12195 4143 785 2714 10791 16112 620 7735 14994 3794 9027 4240 2146 6213
"209733_at" 20458 4608 739 10456 16888 5319 2418 5190 19956 20281 2326 4175 16142 20393 19541 20955
"209734_at" 1890 11385 6768 2680 7449 4607 9185 9088 20385 13317 11234 10719 3401 4943 9816 8473
"209735_at" 4460 16870 15931 8656 7312 12233 17110 6265 10187 4694 8118 3923 10218 3573 11266 2024
"209736_at" 16806 18374 21603 2057 1875 11252 4771 21072 16026 4791 1736 7688 21717 20738 17525 13900
"209737_at" 16207 14910 10876 12706 6684 15524 10245 14904 20153 5751 8697 18413 9316 3104 6952 8842
"209738_x_at" 19378 1229 5558 8902 6673 16314 10280 20805 3780 3956 369 2187 17797 1824 6469 5303
"209739_s_at" 11554 9531 7425 16911 13733 7351 9251 9980 15329 21388 11556 10802 4794 21509 3921 7670
"209740_s_at" 12464 7306 10405 308 19292 15359 9863 12430 21238 19639 9185 12204 1182 447 5361 4929
"209741_x_at" 8800 21840 11011 17652 22207 20389 1764 22051 20704 17412 8054 18117 21127 18314 11862 3380
"209742_s_at" 21814 10811 7985 9222 10009 14711 12185 8015 8472 15339 14474 9516 6788 8225 100 6824
"209743_s_at" 16493 504 2771 1183 3606 482 158 18469 869 8225 20170 1229 9884 18243 20804 1783
"209744_x_at" 14740 626 259 1527 2228 8369 700 4496 3094 4097 3813 602 9246 3846 15612 1491
"209745_at" 10390 17050 16027 18351 21238 13 17968 21614 4360 1674 21734 20357 10817 21420 5050 17348
"209746_s_at" 20678 15217 20399 2431 2423 5557 19414 3588 14636 5899 18852 4019 12040 16085 16847 13983
"209747_at" 21392 18377 16959 9744 3518 16191 21005 20351 19973 19980 16735 21702 15423 17204 20504 21388
"209748_at" 5312 20634 17474 16823 17848 2595 19461 18536 5726 2297 17829 7063 2879 16321 14525 17858
"209749_s_at" 11974 12493 10384 12522 9808 18160 8059 15758 7416 11401 12317 9611 1631 9426 19216 6303
"209750_at" 18906 20489 22067 20628 3105 3677 3497 17585 19084 4358 21374 16355 12841 22242 12772 19287
"209751_s_at" 1274 21171 17914 15729 13631 7210 1473 416 13472 7479 3831 17352 14440 17886 14071 983
"209752_at" 19163 11403 9000 13041 12118 11667 12066 12612 12348 14856 9993 10121 7974 11035 6262 7917
"209753_s_at" 15340 17327 15643 17671 19483 588 4649 4266 6331 21128 20470 18469 13198 13090 19192 19447
"209754_s_at" 20324 18061 1647 17231 21640 451 5234 21461 15251 22228 21976 21779 15129 21620 21543 18253
"209755_at" 6731 1972 5394 14189 21027 14358 6747 12032 6770 2636 9368 1042 7874 9531 17977 6914
"209756_s_at" 9045 11331 4124 8994 5736 15448 7886 9102 7695 12592 13217 12504 7260 10013 7876 10683
"209757_s_at" 6765 14566 4938 14448 9795 16483 8304 20894 21690 13274 12569 15184 8467 13499 7728 5031
"209758_s_at" 149 8690 4749 12958 8947 18186 8988 16617 3053 18112 3284 20658 10136 1275 5214 9190
"209759_s_at" 5515 4319 17530 15141 13557 5330 3997 7112 16362 6679 19463 18088 15546 15453 5554 15009
"209760_at" 6359 4236 1349 17706 16802 4805 3969 19653 19340 3769 2682 15768 1921 21337 16303 21026
"209761_s_at" 1334 21109 9903 19694 14472 2127 21308 4072 19249 4003 38 18443 18843 15011 15442 443
"209762_x_at" 21034 22161 12588 2645 21757 4404 21946 16619 17959 10070 12 21024 10521 2460 18036 238
"209763_at" 14910 9423 9985 5952 8921 10043 13378 9984 11724 11721 4074 14387 6756 9405 16476 8623
"209764_at" 6483 10655 8833 7414 12189 18525 1665 66 22048 12362 4517 17333 15835 12418 1107 6453
"209765_at" 12771 8361 4608 11558 15676 12389 6948 21394 20431 6877 11121 4104 16285 12448 5416 13021
"209766_at" 15694 7161 4803 20862 16666 21598 10271 224 15288 2333 19202 21485 16734 19286 21925 6431
"209767_s_at" 12108 8004 323 15314 16760 14046 10611 16839 3753 19385 12076 3287 2096 21722 1453 6469
"209768_s_at" 9720 8786 10162 5864 9542 15800 12900 11890 7575 12386 12118 10854 7426 8219 8386 8557
"209769_s_at" 10071 13027 12359 14231 6959 16916 7245 213 8797 4781 14600 8895 307 655 9201 12609
"209770_at" 13943 6872 10500 4856 15728 1009 12922 9273 19886 6212 1070 8456 13483 14689 2805 12526
"209771_x_at" 5803 5254 15207 14867 4594 14471 5368 15410 7469 1313 8571 16122 10881 6228 12603 14459
"209772_s_at" 4070 4086 1076 12902 3113 14451 576 20092 10263 3841 21939 19620 10457 6540 21952 21112
"209773_s_at" 21169 18086 20370 16963 18649 7698 18616 16688 17926 20509 16874 18048 15654 17839 13020 18388
"209774_x_at" 13394 8323 3820 20359 102 7198 14558 13215 162 391 14409 9577 7425 17195 17630 10675
"209775_x_at" 12377 14261 10791 10691 8871 16049 7714 13087 3279 10867 13426 15171 8884 1423 12661 13536
"209776_s_at" 16382 21946 10951 2214 17362 1534 20886 21283 5912 18943 21754 22140 22257 15676 13881 15828
"209777_s_at" 20514 21429 21669 21728 22158 20675 20654 20961 21578 18026 7131 18587 16859 19037 20817 22128
"209778_at" 6267 5108 17572 1963 21085 6801 6148 17975 4432 6728 1388 21293 17099 12971 16705 17332
"209779_at" 13886 14528 5005 10519 3762 14413 7996 9740 13551 1433 1216 12735 9588 1020 15127 648
"209780_at" 15065 19773 20686 15218 19353 2589 15802 15803 4874 8789 18719 18679 20695 15223 16387 18030
"209781_s_at" 12526 7163 5694 14860 18584 18919 2180 12427 3743 10031 11202 1419 11467 18402 13004 10842
"209782_s_at" 13613 1309 730 1692 21143 8684 3825 4804 18462 20756 20780 2964 12578 3299 19914 3027
"209783_at" 19874 7586 6386 13544 6127 9782 10167 22122 11907 14647 2986 14009 1013 10747 10615 10529
"209784_s_at" 17840 19952 14303 14583 22084 11851 22153 22080 22058 3912 20119 21296 20905 3459 19090 1131
"209785_s_at" 10846 3629 12183 8649 9623 10635 17 254 7848 12970 657 20973 1091 5987 9318 12164
"209786_at" 3231 3272 665 3189 17578 867 2104 5270 14781 7056 5961 2095 11114 11794 14262 3500
"209787_s_at" 6069 2358 1974 5641 16630 4796 1821 15504 4903 6301 8741 1823 13873 4766 5262 2572
"209788_s_at" 10758 20767 14688 21350 4806 21731 1201 6251 22075 8526 1745 17718 9727 16125 16069 21208
"209789_at" 6658 736 12238 13161 12465 9750 7789 11543 21104 8764 6762 3330 10250 9402 18252 12145
"209790_s_at" 16174 19881 20582 5381 15532 62 5199 15510 19623 6334 18321 19414 15002 18180 21290 3665
"209791_at" 17791 20408 14928 10193 9665 7856 1018 1411 15811 20708 18072 17016 13924 215 8332 22272
"209792_s_at" 9098 9064 7026 10347 20024 13261 10246 7803 10643 15352 13153 10530 6184 6463 7982 6815
"209793_at" 13216 6387 8198 10791 11201 10426 11517 12075 12231 12866 13244 11160 5444 5422 8639 9699
"209794_at" 4636 13163 9847 9774 12309 10544 14157 8096 8700 21909 13435 13239 8428 5499 4395 5986
"209795_at" 10703 10906 6618 16635 11665 19567 6873 9281 1129 14282 12100 14418 7973 21843 6094 7357
"209796_s_at" 14090 15253 17856 15503 17409 4932 15466 4441 14967 9817 17417 8269 11817 18184 15640 15919
"209797_at" 16263 16957 14579 17879 14449 4570 17815 6551 6178 9560 6442 5845 11657 17185 3915 16785
"209798_at" 20636 3618 18878 15458 18503 3118 19180 3200 14625 8170 4908 4763 20571 19940 18078 15462
"209799_at" 19972 19188 21035 18492 4145 2054 3582 17995 13072 4931 20965 5921 18401 19041 15924 16524
"209800_at" 10790 13704 8554 14563 168 16419 8720 9214 2161 23 2025 6171 1287 9690 14503 5116
"209802_at" 13325 10604 13444 8718 14137 13759 7362 4598 7640 3959 911 14137 12470 16374 21472 12422
"209803_s_at" 19215 16202 2566 18023 4735 1969 15752 17150 3312 7952 5551 1902 14712 15341 12938 4038
"209804_at" 20920 15023 17793 1747 15943 863 2057 21400 14466 19243 20992 17820 18958 13420 18579 13512
"209805_at" 2022 19622 19391 4003 2862 21665 18570 2488 21310 5489 8459 6897 15918 12901 21193 21822
"209806_at" 16615 2606 567 15855 16721 5860 3149 17039 12734 9263 4633 6311 9294 4720 12948 2457
"209807_s_at" 6989 10374 10322 7639 18067 9532 14072 10766 14604 6352 14851 12819 1142 7677 4288 10202
"209808_x_at" 4823 2472 15183 15325 1521 1645 2863 22281 3995 5620 7840 3488 14631 810 20699 13028
"209810_at" 13145 10295 3191 13932 8980 18178 7194 13292 10554 13995 15375 13411 6265 9873 506 10942
"209811_at" 20144 16905 22275 4118 15094 2848 1196 21106 16525 15573 21872 19093 15947 17883 18342 22255
"209812_x_at" 11477 2666 18944 19985 16320 601 12839 13052 19822 21901 16934 11394 18 1969 21972 16014
"209813_x_at" 8343 362 4838 2142 11566 3757 17793 5049 1012 14091 3825 433 11613 15969 714 1135
"209814_at" 13705 15927 17676 15346 18880 1203 3905 2116 14743 9432 17348 5226 12152 13852 17943 16266
"209815_at" 1321 346 6042 20656 2920 8770 267 21825 19071 19378 1179 2304 18572 21401 13971 15788
"209816_at" 6126 14572 8915 4804 8834 2814 4713 14501 14755 17866 11127 9911 5620 3099 7904 9990
"209817_at" 21411 20372 18027 21682 19328 690 5273 4851 20608 16428 3750 15481 19240 13328 17533 20584
"209818_s_at" 6942 16968 15844 1068 20232 3509 20150 18740 5706 19995 716 1762 13492 2351 17807 22097
"209819_at" 6970 6116 5818 9623 11730 14638 11605 11615 11929 10921 12112 14682 6394 7425 8484 8720
"209820_s_at" 20116 18445 18110 21690 20412 19189 20728 16034 3157 19758 20831 21226 19524 19788 20574 14021
"209821_at" 11085 9595 7209 9572 13427 15551 12198 11976 8109 2603 9958 13109 7504 10939 406 8027
"209822_s_at" 17421 5794 8725 15476 322 8981 11343 333 19221 11636 1228 97 10362 21542 20618 1840
"209823_x_at" 12527 6084 8425 9311 7658 13456 11104 7786 7964 11862 10358 10576 3737 7669 7250 6933
"209824_s_at" 21862 1830 319 130 1880 1984 19454 15883 19867 19743 18768 1589 14813 21176 15153 15888
"209825_s_at" 17766 5818 17407 21398 19150 4397 19064 18406 6201 20169 18137 15975 14996 21132 20237 19323
"209826_at" 750 3002 11582 15769 957 11378 5915 15031 19211 20062 1511 944 2257 13743 13734 20398
"209827_s_at" 20300 13004 13039 446 6528 19469 12946 13302 19994 17701 10809 14905 8731 4328 10768 5817
"209828_s_at" 8141 6856 7680 9787 7481 15683 9644 9995 11809 12257 10011 10838 3795 10613 6025 7779
"209829_at" 8084 13435 4324 11039 10505 16218 13623 19909 17138 14388 9672 9335 8589 13167 10899 11805
"209830_s_at" 15748 14876 13737 10183 9438 13460 8298 2038 9595 10407 16957 1463 328 6071 10810 8890
"209831_x_at" 13681 3036 14468 632 14550 20457 2305 15459 13065 2042 6854 1824 20446 2823 14780 18926
"209832_s_at" 5971 3381 20153 1815 20413 21263 20200 5055 21401 8779 2804 18449 20986 15008 21785 19711
"209833_at" 18185 19812 17718 18198 4523 9368 1277 1883 2540 18670 21085 5660 14617 2680 13565 20937
"209834_at" 11279 14217 12720 5881 14821 15124 12557 14717 11816 18907 10953 14448 9501 10126 13374 10546
"209835_x_at" 1675 243 116 3764 13380 6506 127 3311 2945 7343 18863 470 231 12747 4629 143
"209836_x_at" 19009 20027 14293 21799 12800 20062 18367 17672 19270 8555 4221 16608 14819 20962 4361 17508
"209837_at" 208 6044 17851 3870 16297 5102 2448 21988 21751 5158 6164 5576 965 12136 17744 20848
"209838_at" 2559 4559 20689 4076 21950 2101 17100 21524 20299 18975 20193 5709 18781 18581 21744 22252
"209839_at" 16474 14602 5635 9806 13146 15697 9215 20689 19983 8078 7454 5254 964 528 2105 9578
"209840_s_at" 13503 10562 10580 14274 9387 17870 10113 12744 11976 11331 10385 14649 7541 9098 8457 7012
"209841_s_at" 21159 12162 6979 14928 5860 12425 13307 15654 20029 3160 16329 6180 19826 16011 402 5854
"209842_at" 8751 14814 11308 8105 10434 11535 2866 1187 9908 14193 10934 11883 7766 11229 665 4730
"209843_s_at" 8309 10190 3473 13616 9007 10838 10849 11071 11668 11324 14741 12936 3949 8375 6901 6888
"209844_at" 8968 8860 7214 9462 21009 13178 7201 9872 8351 18357 11401 12040 4663 5701 17798 7042
"209845_at" 15926 1046 786 15995 2304 4910 1630 18455 13039 2889 4762 3910 14470 19654 16047 15751
"209846_s_at" 10141 9029 5371 1730 17237 9245 9905 11050 792 6367 9244 10906 3668 1611 14967 8000
"209847_at" 6623 10520 4322 10070 7102 16365 10369 12084 6877 12568 14996 14370 7346 8866 9901 5989
"209848_s_at" 14314 7420 10837 14507 8630 10928 10781 22033 16125 12516 17825 17231 477 176 12864 8295
"209849_s_at" 5390 18534 19891 3872 21170 1886 19209 17398 19573 20851 18621 17816 13002 18623 16129 19070
"209850_s_at" 22173 17354 17381 7964 4602 12191 2997 19164 11610 3903 8963 20679 11167 195 16134 19039
"209851_at" 2496 10156 3948 11880 8329 17246 7242 49 1997 10803 14671 20175 16203 9689 7669 12279
"209852_x_at" 15440 21802 20951 21652 21749 5994 19937 18285 16459 17571 5245 19558 19894 19703 12100 19410
"209853_s_at" 20780 15366 19881 19817 14395 7084 3095 5968 14709 19372 20524 15634 17874 17279 18921 17048
"209854_s_at" 11955 9246 6796 9482 9705 13305 9696 10716 6545 10950 13327 10569 5815 8177 8335 6916
"209855_s_at" 7711 12245 8125 7271 9036 12407 11276 8660 12024 12250 9657 8393 5607 5317 8511 8360
"209856_x_at" 15339 4156 166 21466 13271 6551 17832 991 21154 6500 20800 6540 13285 21351 18371 3868
"209857_s_at" 10644 430 5377 12954 12162 15501 898 5436 13825 1376 16311 21452 1799 21266 9561 1259
"209858_x_at" 9143 19481 21188 3390 21167 7229 5212 17635 18232 8597 21253 20622 21997 16979 21248 2573
"209859_at" 6489 12488 7075 1449 18530 6883 13782 12210 16660 21309 15280 12222 4397 2665 13169 10045
"209860_s_at" 17016 5935 17164 15983 14050 2409 5506 6381 3944 8489 16163 5445 11921 16539 13577 13897
"209861_s_at" 2895 5604 17336 15155 15862 6489 4037 6111 6185 18734 18987 7599 13675 15456 15820 15211
"209862_s_at" 2813 1960 15084 3830 15018 2927 2283 3075 5608 17204 7837 4020 2884 13196 18411 18740
"209863_s_at" 16114 5472 10748 1349 12375 16474 8847 14654 7300 10893 4198 17565 12201 8332 11039 11034
"209864_at" 1288 1802 17717 18825 15362 5917 16104 6625 13822 2463 17037 5146 9453 15952 13072 3986
"209865_at" 21543 21206 14750 17782 4197 3909 2754 6938 15483 5332 19384 7925 20866 16235 15188 21725
"209866_s_at" 8500 8194 6250 21037 12519 4233 8225 14507 19719 1515 10976 11600 6386 19982 16046 5512
"209867_s_at" 13249 7533 3725 910 5743 10236 9888 12624 5677 14478 14443 12220 6801 1335 14142 11392
"209868_s_at" 4855 5721 18173 3683 4972 4575 4693 3826 4854 3064 5536 7476 20139 4365 11477 13272
"209869_at" 19105 9324 7682 12110 7921 12775 10404 10864 9961 13347 13882 10601 7545 9122 6041 7023
"209870_s_at" 8536 8294 5264 13471 4624 13446 236 19190 17266 20872 1670 20456 2053 9340 11404 11990
"209871_s_at" 10868 9993 9380 6537 18420 17999 14815 12691 3032 5155 581 9547 99 9642 16733 5740
"209872_s_at" 17529 19706 21259 10124 3524 17298 21691 915 20973 5487 21113 21116 14074 8775 17239 2425
"209873_s_at" 16265 20417 16378 7027 17131 16667 5824 17738 12468 7951 7642 6409 19091 5583 14698 18539
"209874_x_at" 16269 1499 6390 17391 20704 18951 21750 15765 3383 575 7811 2442 2554 4642 2709 21187
"209875_s_at" 12531 412 12872 202 12258 6086 7561 11207 8 2515 13654 11607 6229 584 10974 12220
"209876_at" 21327 19876 21809 15494 14112 20765 20317 17777 13401 1255 22179 21122 16136 1179 17333 22122
"209877_at" 7218 3947 10080 14732 9920 10310 9163 21155 17833 7010 3158 20872 22181 8392 10910 8632
"209878_s_at" 14885 22162 18562 1699 16507 7237 20771 22181 3523 8744 21448 3687 20959 19715 18868 15936
"209879_at" 8138 9327 3003 1107 7202 1186 10526 12386 21503 12671 9922 13828 1540 1721 9113 7453
"209880_s_at" 20929 8018 13014 3112 10128 162 13027 14414 3251 13207 12620 12409 7783 17247 9433 4944
"209881_s_at" 12240 7942 12439 18317 10591 9256 7675 9637 21957 19283 15417 7976 2457 22256 4797 12315
"209882_at" 1078 2703 1370 15300 1533 3619 511 2890 1010 2770 17288 2375 9564 4203 18116 2353
"209883_at" 21342 9727 7126 21162 2992 19629 13912 12142 15791 20092 14498 3286 9273 17882 753 4275
"209884_s_at" 1481 19174 14959 5510 4183 1082 2578 1898 6052 734 6012 7379 20689 21525 1430 3087
"209885_at" 318 15018 14858 9255 18724 13069 5643 4262 8611 21348 6061 17968 15828 9171 3227 3185
"209886_s_at" 10852 11840 7851 12101 10512 16518 12954 9801 7919 14233 11301 10473 7563 7394 10155 6644
"209887_at" 12661 11573 6842 13613 8114 18177 9630 12964 11791 15245 9663 12296 6838 9181 6095 10002
"209888_s_at" 7131 10592 7928 12399 7558 12855 9473 10471 10094 11597 12305 12248 3551 8879 5958 7720
"209889_at" 11475 7767 7400 21152 8816 20275 9582 10458 19824 10989 13709 11165 3313 3068 6554 8180
"209890_at" 14532 20189 159 21034 13273 953 652 18554 22118 6354 2753 3983 11493 4404 11301 20370
"209891_at" 21604 16033 20766 17523 18643 7272 5904 16939 17929 17032 16680 18478 20529 20700 2589 20591
"209892_at" 12723 17393 2251 15700 21742 4141 21415 21313 5583 4525 2900 20934 19969 16285 2106 2169
"209893_s_at" 8555 20258 10217 3697 15332 9225 152 4101 18378 18033 1261 20873 18504 3357 4149 14338
"209894_at" 7586 3830 4347 11485 6484 15562 5604 75 12591 1566 20560 6210 9961 13523 8085 11560
"209895_at" 16949 20079 20713 16810 13835 294 16759 20061 3620 9493 21155 18457 19191 20065 16048 3592
"209896_s_at" 16030 20538 20096 19599 14805 3579 4455 19155 4137 17633 20951 5508 16449 15733 16779 14122
"209897_s_at" 1935 17583 9925 11376 13766 13998 16298 2419 10050 5578 21913 21814 21780 8714 11384 76
"209898_x_at" 1509 18065 15811 19757 2193 1114 4296 17336 17714 4169 6232 4224 11566 4153 13690 2951
"209899_s_at" 20280 19472 17634 17405 17612 20112 19279 20331 17756 9477 17565 16165 19010 18467 15807 18079
"209900_s_at" 1486 15928 19809 21550 12951 8420 4581 15134 14885 20329 2684 6252 18917 19903 15097 20428
"209901_x_at" 8220 9166 7356 18416 7116 5954 8520 10213 19618 10720 13032 11253 4960 17567 9268 6488
"209902_at" 4104 18939 20827 20546 21360 5127 19508 16631 16947 9002 16476 18872 18855 20485 19085 18509
"209903_s_at" 17744 20149 19840 16670 20322 3983 2471 19282 16215 19569 7364 18433 19161 20621 17545 13968
"209904_at" 9679 9816 8480 9693 10229 12929 10521 11077 10319 11771 12580 8319 4852 5046 8046 7969
"209905_at" 9724 9744 7973 14409 2971 19840 11883 10979 22046 3413 13691 13361 7746 4388 4682 5552
"209906_at" 14245 12399 4391 1127 8739 8094 11540 13730 346 17887 13488 13957 1666 3782 19237 9480
"209907_s_at" 3305 3382 1581 5061 13038 3821 18449 4152 12831 3400 3596 2781 18153 4833 19015 3303
"209908_s_at" 690 6919 11607 6069 2873 18501 10449 11400 9283 21200 18013 9811 8867 5199 21451 9339
"209909_s_at" 20662 8903 3607 7270 763 13239 9212 21053 6540 5157 21853 20762 21642 10053 19450 12322
"209910_at" 14242 575 6277 17389 22088 21999 15675 5449 19564 5357 21845 20746 19500 14105 3035 20641
"209911_x_at" 18864 4120 14822 2993 15889 2871 17317 5396 2292 7198 19134 6133 13458 3065 16115 13340
"209912_s_at" 11412 20303 5936 22 16716 21590 1111 13793 18762 1111 16105 7200 9236 20973 2970 235
"209913_x_at" 18448 90 1770 20157 17320 7987 1150 16764 21955 2738 6563 199 12606 15492 20215 2270
"209914_s_at" 6867 14636 11929 8557 7462 15427 12004 12719 10204 13739 722 13999 5800 5346 9473 11657
"209915_s_at" 8059 12398 7029 9426 5300 14862 11361 9869 11765 10426 12367 10602 4657 7686 9242 7024
"209916_at" 13908 17232 21235 19656 18445 4506 19927 6859 5214 18513 6933 20115 20118 13318 14932 21091
"209917_s_at" 3851 21501 2239 11897 1434 16028 19544 17062 10793 7883 18717 6368 12332 5904 2324 18874
"209918_at" 11235 6568 9932 11753 9581 16460 6305 8448 9713 12886 12050 14155 5404 10260 7016 4239
"209919_x_at" 3262 12312 5042 1998 10236 4529 15040 17107 14771 5159 16702 14436 7142 18905 12215 4288
"209920_at" 1458 18955 2325 2896 2482 20714 4204 4625 5015 16058 21126 8177 13291 13095 17520 13702
"209921_at" 285 75 7 2181 37 296 110 258 21132 636 115 15 118 21812 1967 675
"209922_at" 10227 1643 2323 844 1341 6533 1643 900 16646 4841 20870 7769 19730 12263 14632 20624
"209923_s_at" 1734 19052 17839 3749 14703 6885 18520 2729 20166 21366 19690 6289 13549 17186 4917 18276
"209924_at" 10673 10611 6971 6606 8029 15973 12014 11332 7130 13641 14881 9545 3037 1711 8856 9238
"209925_at" 16707 17674 17896 8158 1414 14716 3208 6443 22195 1735 19071 1192 12506 13198 13371 16527
"209926_at" 2646 21808 12429 11251 11292 18257 1512 21067 12123 22248 19991 21872 22241 21276 1182 475
"209927_s_at" 5194 16544 1852 18809 13266 6196 2667 4585 4880 20751 20520 16136 9288 17905 19470 3272
"209928_s_at" 7565 6954 6861 10185 10580 12560 7528 789 14550 1521 18175 12148 8763 6053 10786 5421
"209929_s_at" 15836 4983 19264 21814 15516 21144 19573 19314 15063 7725 3073 15618 14030 2170 18055 18796
"209930_s_at" 6501 8925 9595 21762 9329 7497 13685 7906 22283 14415 14024 8331 6631 18926 7824 9137
"209931_s_at" 11727 12268 11360 14130 7012 16756 14141 12004 1352 10701 10887 9414 6248 1733 9976 9698
"209932_s_at" 3090 17989 18880 4072 20469 6405 16625 17737 17976 19958 8614 20015 12595 19829 15420 18194
"209933_s_at" 4355 9676 7808 20513 7542 19111 6666 8102 21909 11458 9278 11029 5482 12594 7110 7425
"209934_s_at" 13975 5051 14290 17350 18777 8193 4244 3281 1531 7303 3649 4320 9849 3545 13532 3638
"209935_at" 8629 19714 19594 3621 17225 2842 15806 2264 393 19591 7101 2036 14951 1703 17406 16829
"209936_at" 14250 8821 13184 20515 13521 22151 10904 5702 20485 4545 2067 19048 2145 17922 20669 20380
"209937_at" 7385 12649 11083 14232 12451 17825 14514 275 11627 13302 12692 17144 7101 969 138 5444
"209938_at" 21668 19831 16646 3204 2599 19280 15863 21831 15072 3569 18076 17785 19767 20422 21627 20534
"209939_x_at" 4741 2693 1603 2116 2370 1139 15390 2122 881 2027 3133 4317 15751 12462 4685 14580
"209940_at" 8518 12005 12103 12442 4501 11927 14925 4478 5511 2261 12394 14702 15712 1366 20591 2062
"209941_at" 1471 16695 20379 21243 19975 9082 21584 21636 2216 5863 20042 2913 13962 21907 4931 16271
"209942_x_at" 10374 1362 5734 13983 20607 10924 14259 9229 13686 5018 11177 9837 13589 2454 18635 11299
"209943_at" 17367 18455 21723 1502 22140 3742 16845 15874 6132 8827 20389 17663 20469 12618 17554 16560
"209944_at" 19510 16566 14823 5241 13147 7208 5436 6968 14305 9386 2256 16852 16599 19519 12038 3815
"209945_s_at" 17482 2843 16708 16267 3855 5850 16488 4214 3583 8238 1792 16069 15116 2909 4350 16222
"209946_at" 14205 1264 5743 1824 1552 17925 20505 16976 2378 3216 3097 18901 1464 1597 4225 13118
"209947_at" 21786 21576 14374 18877 4869 8957 4039 21307 1535 22196 19223 16210 19831 20896 18952 19061
"209948_at" 2690 11146 13266 19273 10664 7799 8403 14320 22012 3819 17725 13085 977 22190 2886 10787
"209949_at" 13266 8542 13209 4332 2759 3087 13465 1396 19516 4537 15669 9643 1523 11316 15597 10292
"209950_s_at" 6778 6630 10535 21699 11932 21498 13651 1050 17898 13407 15066 15121 8158 1630 9919 7105
"209951_s_at" 872 7672 4335 7433 10390 11656 8873 10227 12186 7211 9928 15219 8704 972 1622 276
"209952_s_at" 7799 7528 8891 9214 11886 13480 12855 12285 10600 13264 11964 12478 3789 7435 8293 10725
"209953_s_at" 20964 20629 17898 21032 19811 4444 19051 16999 15376 8599 22059 8032 18683 19373 20682 20414
"209954_x_at" 19537 17253 21842 542 13121 2267 1771 4673 5345 18488 21862 20286 16545 1535 16110 13808
"209955_s_at" 8669 12448 7156 12926 9360 15332 7097 12459 8751 14189 14270 14503 6325 3267 1279 10819
"209956_s_at" 20632 13424 2984 12714 11594 9530 11365 10495 10067 12509 2388 14864 4126 10235 11632 12200
"209957_s_at" 29 11465 13278 12811 7019 17606 14651 10565 16106 20088 13400 9106 2868 1620 12187 11397
"209958_s_at" 8058 15775 4899 14670 14741 6963 3022 975 1062 4744 20971 4367 12170 8025 19061 13323
"209959_at" 7399 11865 9463 922 5732 20702 7536 10512 2 11782 10978 12037 3470 8661 6955 9649
"209960_at" 10067 9360 7290 15050 7853 7461 10944 12703 2984 11064 13876 8766 6136 15947 8623 6529
