"inst_1109" "inst_1300" "inst_2654" "inst_4681" "inst_5276" "inst_5641"
"1007_s_at" 1269 4050 21531 6740 9128 4547
"1053_at" 3301 1018 7253 20032 18229 18995
"117_at" 5918 9779 8296 1720 11296 8399
"121_at" 1400 1632 16317 9342 18798 18268
"1255_g_at" 7599 14288 9167 18143 16005 5517
"1294_at" 14849 4813 4839 21918 8483 20460
"1316_at" 6589 7396 20983 20204 3713 13040
"1320_at" 6225 17294 12297 3219 21868 14375
"1405_i_at" 11860 6174 12164 21762 5500 5604
"1431_at" 7148 13062 14905 9060 11592 2230
"1438_at" 6173 11129 4745 2013 5547 21091
"1487_at" 18124 20093 19095 2067 5237 20019
"1494_f_at" 6018 9407 330 20193 7084 3237
"1598_g_at" 17558 22135 17168 9242 5817 1572
"160020_at" 6616 1816 4348 333 19961 4176
"1729_at" 17330 4678 21643 11170 4011 19972
"1773_at" 11856 19638 21856 3744 19749 18941
"177_at" 5449 5137 11373 20455 893 933
"179_at" 4481 22123 20281 12437 3404 18891
"1861_at" 21562 9823 16197 19583 1443 18060
"200000_s_at" 19613 6798 3279 3214 6482 19525
"200001_at" 20026 9480 19917 10522 7732 11298
"200002_at" 15585 8606 14910 19649 10688 11150
"200003_s_at" 15448 20051 15299 15720 14169 6630
"200004_at" 2160 5176 18079 11599 11635 13812
"200005_at" 18987 19692 18499 9654 9671 17685
"200006_at" 3218 6878 16626 13502 10806 16351
"200007_at" 836 7739 5945 9688 18711 4879
"200008_s_at" 18233 20423 21045 11627 20493 14143
"200009_at" 15440 7113 19140 12650 11367 11027
"200010_at" 2896 9911 19378 12027 11729 11073
"200011_s_at" 1493 6767 16722 8092 6894 13575
"200012_x_at" 3000 9748 15084 19739 18349 4562
"200013_at" 16142 8164 15204 13644 18334 13009
"200014_s_at" 3149 6993 6946 13275 18586 18449
"200015_s_at" 2712 4601 14997 10963 19443 14127
"200016_x_at" 1214 8294 5117 19537 18747 11277
"200017_at" 3289 8876 14826 19599 14332 6739
"200018_at" 3392 20625 5621 20144 14315 6732
"200019_s_at" 18866 8899 5766 19715 10456 14576
"200020_at" 17545 8342 15616 6801 7761 12449
"200021_at" 1806 20029 6780 15913 14506 6879
"200022_at" 16065 19782 15751 13311 19421 6649
"200023_s_at" 17652 9564 6912 10333 9402 16311
"200024_at" 3324 8492 6764 20490 11412 10841
"200025_s_at" 3467 9698 3976 13215 11368 10772
"200026_at" 1884 9916 4974 19934 11762 6884
"200027_at" 16352 6408 14750 11454 18731 14359
"200028_s_at" 19169 8226 6089 9922 6026 11932
"200029_at" 1339 9941 5106 20333 20337 4893
"200030_s_at" 2030 9005 15575 13178 18350 4098
"200031_s_at" 16099 19825 7122 15790 14301 6725
"200032_s_at" 15575 20636 6519 20976 14337 6743
"200033_at" 848 9734 15992 11322 10472 12539
"200034_s_at" 2830 7800 18413 13468 11393 3979
"200035_at" 2169 3347 18456 4657 3010 19068
"200036_s_at" 17781 8370 4365 19976 18503 15495
"200037_s_at" 17456 3796 14732 11638 18282 10878
"200038_s_at" 3355 20502 7302 19751 18368 6853
"200039_s_at" 17049 7782 17417 13240 10622 15813
"200040_at" 16297 5233 7225 10591 8403 14140
"200041_s_at" 16569 7669 18339 12683 7574 17589
"200042_at" 20167 19721 14401 8483 7034 14558
"200043_at" 16950 8905 16824 12850 19950 11229
"200044_at" 17881 7259 17723 9993 9088 13836
"200045_at" 17293 5293 16892 7025 7737 14377
"200046_at" 2542 7713 14778 9602 8751 4978
"200047_s_at" 2484 7704 6466 6308 10404 11265
"200048_s_at" 15476 6915 5269 20194 10491 17419
"200049_at" 18369 9314 17336 3603 5387 2626
"200050_at" 577 4229 20689 9659 19232 13084
"200051_at" 21066 8161 7319 20179 2276 17956
"200052_s_at" 16412 6500 17809 13298 10870 14277
"200053_at" 18283 6016 18855 893 904 1637
"200054_at" 21417 5512 17103 4958 10859 12767
"200055_at" 18789 4339 5654 12560 5313 15386
"200056_s_at" 2175 8918 5363 7387 8724 16331
"200057_s_at" 2166 9455 5976 13050 19051 15261
"200058_s_at" 2206 4086 17580 4276 19361 15113
"200059_s_at" 15558 20299 14418 12306 20311 4640
"200060_s_at" 1978 4394 18298 3401 11138 12714
"200061_s_at" 2801 19648 6773 15789 14298 6723
"200062_s_at" 16946 20712 9388 15707 14148 6614
"200063_s_at" 2068 19374 3807 13811 14393 6779
"200064_at" 16193 9016 18660 9441 11201 12476
"200065_s_at" 15751 6895 18782 12378 9678 16936
"200066_at" 19484 19617 19647 11822 11099 12820
"200067_x_at" 16360 19360 7063 11309 11130 14794
"200068_s_at" 3206 9326 15949 10034 9825 4004
"200069_at" 20129 5284 6846 4607 18857 11458
"200070_at" 16718 4379 1270 5652 2572 22082
"200071_at" 2456 2808 16552 4332 8370 13063
"200072_s_at" 17890 9152 19184 8753 18262 14879
"200073_s_at" 15933 4780 5398 20303 11088 13407
"200074_s_at" 16474 7998 15668 19925 9948 13775
"200075_s_at" 20825 2588 18217 13186 10090 19177
"200076_s_at" 689 4760 17730 10014 4323 17873
"200077_s_at" 17389 8186 5779 13523 18941 13455
"200078_s_at" 20254 6952 14853 8002 4839 17457
"200079_s_at" 2708 7366 15211 9188 18362 16919
"200080_s_at" 2742 4183 4973 19939 18925 6773
"200081_s_at" 3186 9461 17288 20163 11104 10941
"200082_s_at" 2173 7673 16461 20439 19850 11198
"200083_at" 19216 7514 15902 7605 3001 15118
"200084_at" 2297 5135 14897 9562 11789 12826
"200085_s_at" 19005 8544 15518 11305 10008 17483
"200086_s_at" 2528 4762 4688 20046 19138 17703
"200087_s_at" 16931 8880 18639 5845 6841 12818
"200088_x_at" 15604 19991 9402 19838 14164 6626
"200089_s_at" 16406 9660 14703 20124 11976 12266
"200090_at" 17832 9552 1596 10546 10141 10836
"200091_s_at" 2019 4574 6847 19721 18355 4728
"200092_s_at" 2047 20153 4888 13410 14404 6792
"200093_s_at" 17329 4612 4690 12609 18777 13534
"200094_s_at" 660 8011 14737 10043 21307 14862
"200095_x_at" 16545 20389 9601 15903 14491 6864
"200096_s_at" 16838 8909 15407 5912 12013 19334
"200097_s_at" 17541 4129 18415 10765 9766 3891
"200098_s_at" 16413 3465 15960 10055 9419 12756
"200099_s_at" 1259 20509 14913 20590 14411 6797
"200593_s_at" 17384 8093 18651 10181 7332 3529
"200594_x_at" 1116 6894 15981 9203 9997 4131
"200595_s_at" 18933 4854 14243 6748 3735 16784
"200596_s_at" 2345 5113 5168 9890 2071 15348
"200597_at" 424 19469 3083 4393 3919 16319
"200598_s_at" 20944 9089 3812 12513 3440 15023
"200599_s_at" 20310 8894 20425 12921 6883 17361
"200600_at" 14881 6813 13720 5343 17282 8143
"200601_at" 21595 114 2721 4226 2136 20799
"200602_at" 724 1878 14785 13529 5414 20756
"200603_at" 1227 4333 6886 12321 9262 12465
"200604_s_at" 17154 22259 19575 9228 11515 16598
"200605_s_at" 1212 19744 6994 11669 19007 11420
"200606_at" 15987 6830 18094 7365 8755 4859
"200607_s_at" 18051 19370 7011 19827 5212 10904
"200608_s_at" 1213 6414 14829 9019 11570 11830
"200609_s_at" 3340 5443 3378 11926 5640 4652
"200610_s_at" 17747 19995 15385 10825 9746 12339
"200611_s_at" 18178 8687 16139 4708 6508 16777
"200612_s_at" 19084 1200 6154 4816 455 16364
"200613_at" 20135 19489 17919 10636 7400 17726
"200614_at" 16669 7293 15499 13299 11271 4588
"200615_s_at" 16249 5230 19230 7575 19320 19290
"200616_s_at" 16911 3288 16305 20424 733 17131
"200617_at" 17170 7129 5995 3726 7659 14958
"200618_at" 1317 7154 18318 4066 10762 15200
"200619_at" 18427 6003 16911 7499 6927 12924
"200620_at" 18551 7014 19036 20250 10145 13632
"200621_at" 17712 1599 6230 10495 4945 15735
"200622_x_at" 20139 8127 16657 9421 6695 16332
"200623_s_at" 19189 2507 2890 9920 837 16415
"200624_s_at" 18788 7871 6069 9261 19596 12461
"200625_s_at" 16912 4545 16104 11582 9578 16530
"200626_s_at" 404 4267 18690 9341 6645 12613
