"inst_325" "inst_449" "inst_484" "inst_489" "inst_493" "inst_544" "inst_836" "inst_953" "inst_999" "inst_1057" "inst_1160" "inst_1219" "inst_1644" "inst_2679" "inst_4443" "inst_5216" "inst_5579" "inst_5947" "inst_5952" "inst_6178" "inst_6938" "inst_6979"
"200638_s_at" 5980 8820 16698 13290 17902 4696 15088 15610 15778 2532 3883 16422 3971 4112 17376 16656 6931 18544 8538 12699 14430 15207
"200639_s_at" 814 5332 7183 5323 3681 20373 14282 14345 17062 1855 6371 14070 14964 6160 8044 18276 8901 14265 7474 16634 19365 16175
"200640_at" 6474 5280 7465 14496 5288 6731 1848 4752 16905 19972 15986 16819 16019 7138 16504 14291 9657 16451 18747 13102 13642 17172
"200641_s_at" 19228 5125 18238 15356 8429 3439 15204 3903 16090 17363 3272 16562 4061 10016 17948 18096 17567 21792 19389 10606 13141 5430
"200642_at" 1824 3001 4812 2239 3087 6898 1306 3456 3584 2618 1944 3318 2910 5817 4404 13617 6934 2995 5508 2498 3557 3191
"200643_at" 4706 16684 8444 15447 7559 9195 13603 2215 16567 17540 16441 16466 21022 14163 17025 15720 18621 20095 6507 20363 19908 3674
"200644_at" 20354 19526 16981 19603 8196 5551 18038 16997 17874 5340 5808 14553 17326 13328 6927 19474 7139 16964 4937 16749 15405 19160
"200645_at" 16777 16831 14470 4145 16556 6189 18948 20523 17952 18700 18103 16671 17586 7494 16271 15363 16113 17397 8394 17554 16916 19302
"200646_s_at" 3543 16705 5523 15769 17587 1123 1666 19552 16907 4651 19955 1160 21230 10486 18800 2767 16875 21930 1504 10589 556 3543
"200647_x_at" 4559 17327 19352 15533 3411 7496 12600 15556 4037 3976 5148 3765 2815 12994 6032 12678 7210 6200 8506 13072 16229 16330
"200648_s_at" 18657 2175 20215 22107 8042 5145 13264 16656 19878 20973 16567 5200 15247 9889 16949 20924 20052 20897 21405 10853 18992 20975
"200649_at" 15283 7635 7903 2243 5655 4364 1489 14913 1643 20135 3414 20108 19102 5571 2800 12471 5327 13648 2148 2049 3550 4765
"200650_s_at" 16550 16078 14997 16410 16437 19161 12799 4940 4859 4937 18641 16111 16750 16010 9729 15568 9390 12951 14654 4859 14533 18480
"200651_at" 19238 3112 7053 15122 7891 19179 12774 14699 15186 18111 15995 3335 4200 16179 6823 3142 18543 12525 11920 5082 15274 18104
"200652_at" 7237 7799 16181 16926 9120 18699 14758 19351 18668 5606 15834 16680 18195 6116 13806 5108 7998 18774 3200 15006 14728 17762
"200653_s_at" 4878 8779 3232 15237 8267 19830 17148 5000 17921 4227 21391 5179 4295 5541 16796 4017 6403 15170 5259 15763 16955 18566
"200654_at" 17922 8900 15893 15273 16338 19574 14876 18293 15883 4904 18893 4466 15739 10525 7307 15400 18807 17650 18067 16146 14811 17662
"200655_s_at" 5396 5718 14504 13919 3878 8603 12537 14578 2904 19807 6720 3081 14034 10129 7893 14939 16969 12535 10500 12449 17879 14692
"200656_s_at" 2137 5587 14627 17046 7520 4868 13895 18096 16285 4907 18773 4438 20416 8844 17574 16704 17335 20875 5939 17912 16062 19508
"200657_at" 5552 8111 14978 3079 8874 7795 2496 16528 13658 17447 6136 5432 15507 11471 6241 4919 16594 9003 11539 12665 14042 15206
"200658_s_at" 17514 6872 4540 15573 9441 6100 13730 17114 15079 2830 17585 4029 14849 11053 17906 14558 19293 12624 7502 11153 18098 16612
"200659_s_at" 15190 19817 2150 15113 17000 9087 12643 19224 3750 1923 21883 2397 2718 21325 6366 3279 17446 15859 11132 16694 16978 16974
"200660_at" 1753 19362 16596 18020 7255 7850 15981 18924 18997 18857 16526 13653 19876 19918 18358 17135 20022 14260 10710 13145 19818 19905
"200661_at" 14868 17077 18846 15975 2786 4303 15336 14336 14460 3196 17871 14913 16009 11546 15495 17251 17366 17437 18158 14923 18936 19393
"200662_s_at" 18214 4211 15222 4168 2739 6074 2510 14979 17004 1581 19516 14959 2154 11600 14375 3445 5922 4214 4180 15908 15539 14498
"200663_at" 3981 6997 9365 13578 6238 6926 16285 15428 4951 17562 6044 13759 3504 12122 14314 16416 20069 13201 6895 14892 16365 17290
"200664_s_at" 30 56 239 7 35 120 5 5 14 7 13 19 7 4 444 23 12 1053 800 30 8 10
"200665_s_at" 8358 7355 20517 6868 4410 13368 9242 12526 8070 11753 8361 8781 12606 14237 5636 11083 14762 8853 21335 3578 6687 8328
"200666_s_at" 15 35 631 16 12 107 13 10 20 10 6 199 20 6 1031 84 30 1729 697 21 11 19
"200667_at" 1071 3567 5233 2356 3574 6321 1870 14555 1557 2176 4455 14071 2706 7821 5478 12708 3311 993 6649 2996 17806 1923
"200668_s_at" 2847 906 16576 12825 1728 5835 2731 4159 14606 5507 4370 15577 17320 6114 6888 13329 6278 4857 5513 11551 4012 15146
"200669_s_at" 5892 1137 4543 2657 2296 5161 14176 3841 4525 2806 2620 15137 3101 5873 7776 12958 5837 14799 5880 10426 14872 4060
"200670_at" 18022 7343 21366 20816 18028 3912 17613 20334 21528 17499 19579 21435 19052 20084 6864 19503 20008 20208 9465 21773 21146 20058
"200671_s_at" 9952 218 21192 2452 5946 14656 19653 1864 19123 481 15570 421 164 19968 4524 21633 10037 3630 19331 7447 3240 2692
"200672_x_at" 6299 5756 18151 175 783 5164 19624 2398 15629 5162 20161 16424 17657 21225 18908 2182 9908 19822 19132 14107 2736 15867
"200673_at" 6738 8748 6718 15804 6761 3842 14680 16593 14371 5700 4525 17709 15757 2141 5112 13911 7209 15772 7121 12744 16992 15795
"200674_s_at" 5714 5491 15438 14749 18083 20821 2664 4941 8099 18851 17352 13574 2871 16153 13955 12725 17712 9347 19851 5054 3966 4937
"200675_at" 3258 1443 18808 20220 17303 6613 17365 18310 17216 4267 19550 15618 18190 6741 17049 4106 2192 20528 5162 19190 16436 18993
"200676_s_at" 18442 17248 4614 19255 6028 21907 2800 18290 4768 6256 17676 16127 1818 2722 4722 2078 102 20550 3005 2836 18686 5174
"200677_at" 5348 7350 9048 18900 18000 4720 16425 17118 3949 17819 19340 3982 2869 6907 6043 13686 8331 4699 8006 10587 14703 15480
"200678_x_at" 16909 18769 15507 4739 16179 8359 15833 19712 2831 18151 5832 4383 21825 9966 14202 20067 18728 12125 4882 11124 16131 21628
"200679_x_at" 15762 8894 5332 15717 6270 19698 14200 2017 16373 19380 16887 16531 15940 12855 15483 14868 10028 13184 11073 13930 18709 19637
"200680_x_at" 7239 6085 15325 15195 8470 9142 2829 14466 15828 6171 4788 17897 2021 13953 9937 5158 12118 9476 10675 10149 3840 5602
"200681_at" 2596 6826 8230 12570 6517 7810 13328 4611 3466 18615 6585 15662 14133 10271 13794 15913 17122 15626 9591 15012 14550 3708
"200682_s_at" 2215 7387 17151 5387 6979 8705 15969 15504 15271 5676 18030 15022 16673 9843 15978 12898 9130 19555 10718 14096 17277 15634
"200683_s_at" 17303 4524 5470 13381 5664 4247 12446 18877 2589 5194 16672 3643 16681 8174 18045 14519 3360 6195 10022 11557 3977 5132
"200684_s_at" 1601 7805 16617 765 21096 7550 15786 15078 15374 2554 4615 3346 3696 7783 7542 1293 4826 14202 1627 11179 17324 14384
"200685_at" 8890 5246 21596 10039 16772 12697 19750 2001 16847 3430 21430 1852 14124 10743 19354 13952 3488 13562 2828 21407 21287 17056
"200686_s_at" 15373 17060 18977 14093 5277 8943 18568 2537 16318 2321 16147 21502 733 2424 7231 13596 2607 19858 1063 18390 17166 5290
"200687_s_at" 3255 12657 18677 19597 3972 7232 14143 15389 16510 3345 20507 3279 17290 6680 15196 15476 10082 12714 2161 14973 17375 16858
"200688_at" 5088 21675 3201 14026 18292 8799 20501 18989 18869 21469 3477 2902 18017 11286 20455 19325 17012 6127 19466 22112 19834 21973
"200689_x_at" 14720 6228 15517 17009 17987 6500 12939 15517 4202 18856 4754 4290 2879 16189 6814 3340 9116 13225 8970 5091 13122 4717
"200690_at" 4226 7416 9075 1483 6762 20793 1604 14776 3932 3857 3636 4012 3905 6419 1817 12783 3318 3012 2247 11334 19747 2404
"200691_s_at" 1323 2624 6805 2609 1785 3790 12316 3537 3037 2461 1482 2881 2208 3719 5317 3994 4000 5094 1272 9805 4137 3669
"200692_s_at" 4872 3178 4796 4578 2135 2057 1802 1993 4034 2184 1833 1038 2716 5293 17012 3159 5083 5142 4763 11203 3426 3819
"200693_at" 15709 9367 19660 15478 6765 7946 15812 14880 16355 3814 5344 4310 14732 6351 14777 13330 7134 18677 8727 15597 14412 16260
"200694_s_at" 6201 4299 8177 15526 16269 7769 16858 18595 15068 17579 20224 19121 19347 12472 15068 14344 8493 13606 6033 18755 15290 19017
"200695_at" 17743 16277 14346 13198 9299 1940 2241 673 15756 22096 3185 19130 15207 11453 7097 19260 6672 21004 2509 10995 14659 16030
"200696_s_at" 17670 15959 3065 3416 16394 2629 1260 20871 3138 18073 2340 14692 16406 4301 3853 2678 4633 5405 3874 2708 13600 5751
"200697_at" 20794 7053 15367 2013 1922 19517 19667 20898 17305 3205 4071 14002 19530 6137 18245 16853 5694 16002 8946 19174 16716 4523
"200698_at" 2117 1555 16112 13619 5281 6299 17800 18164 17341 20317 19504 16483 16904 4176 16298 17077 6913 16272 10495 17158 19628 17671
"200699_at" 4321 17612 8092 15870 7089 18998 15241 21419 4608 21547 21646 14395 16453 6822 14570 5046 8370 13722 5487 12062 15051 4585
"200700_s_at" 17590 7843 7881 17900 8768 5560 17669 15918 18780 18302 18751 15111 17099 9389 17385 17325 9083 16184 9028 3144 17336 17966
"200701_at" 1017 8717 3230 14674 6603 3466 13179 16133 16773 6267 5430 14357 3981 2933 14864 13626 9683 13633 6359 9789 19510 17075
"200702_s_at" 4595 7849 18768 13099 5882 22001 19410 21707 15095 18947 17815 15392 4616 13987 15757 14693 18727 3715 6905 21331 16283 17350
"200703_at" 3900 5768 17038 1024 3285 20334 15177 4434 17106 2978 20101 13235 17097 9577 5868 2895 5786 14208 7945 14631 15679 16085
"200704_at" 3774 16178 4909 15658 6421 4525 1359 14343 2174 3718 2971 1934 14238 3722 15977 12652 2452 4377 1308 12265 1851 2939
"200705_s_at" 7177 8151 5513 2255 19269 7899 12851 15408 4099 17752 16864 5246 16133 16052 17610 16235 18460 3551 6741 4912 14944 15182
"200706_s_at" 1456 5703 20198 20889 7978 5407 13252 4779 13674 431 852 13628 1681 2563 18789 3218 2863 16365 2090 9883 2705 4766
"200707_at" 5193 19445 4984 4614 7416 4325 12699 4687 15933 2520 15910 2766 19427 7668 14509 12627 20327 14205 6005 10009 13397 17646
"200708_at" 20393 3439 20585 13224 5072 6014 14717 2717 14385 4077 17641 15985 14671 10732 6318 13945 8968 14289 8945 18010 2992 14398
"200709_at" 19295 17967 14218 14870 5787 5082 15609 20333 17143 17766 17805 16618 14981 8837 13793 15147 16088 15917 5997 18840 18967 20458
"200710_at" 6293 3916 8859 12621 5018 842 18372 17970 14928 930 19660 14286 15244 9560 6804 15346 5905 12827 6791 17549 21722 19484
"200711_s_at" 4989 9241 3300 3966 3933 20136 12512 14618 15199 4349 5799 13773 17160 6647 15767 18576 4757 4864 4828 11159 16159 19293
"200712_s_at" 14725 8277 15313 4187 2097 4071 15352 14533 13820 683 1366 19113 13970 2296 15153 16980 7705 18935 20207 15610 18335 17364
"200713_s_at" 19185 17871 7197 14595 8270 4938 15332 4887 3912 4896 3688 15943 2819 3629 4587 3467 5974 14194 7018 11992 4462 4110
"200714_x_at" 18025 19047 5815 12755 4414 1473 14600 18614 17465 3784 18800 17333 20552 4353 6181 14876 6022 12331 5685 13273 17983 14682
"200715_x_at" 5762 7325 4738 15445 6192 8078 13924 15591 13834 3822 16465 3474 2741 13811 3855 14634 6572 12361 5772 10027 4335 4762
"200716_x_at" 16772 8747 7505 15812 18334 18741 2525 14907 4012 18879 16277 4060 16215 16184 9928 13359 17141 9446 10704 5086 16081 15014
"200717_x_at" 7268 8708 8081 3561 16759 20084 5822 8615 7958 18393 16979 13951 14735 16099 9844 7731 11976 9153 14974 4991 13192 14389
"200718_s_at" 4924 7216 9074 16707 9319 19604 12359 14679 15072 5291 4958 14937 15433 7303 6078 3199 6510 15027 9841 13284 3532 5461
"200719_at" 17844 2745 17628 13741 17725 8052 18055 15850 14337 18514 17622 19920 18499 4712 18678 17922 6391 16099 8640 10790 20203 14561
"200720_s_at" 10583 19183 4452 2621 7177 4631 18692 19986 17445 1841 6473 4489 16170 11785 14954 18459 18045 14067 10894 13669 18781 20723
"200721_s_at" 19347 17924 17548 14025 16142 8733 18754 19785 15646 18179 17126 3213 16910 6731 15461 15085 6514 18360 6338 16271 17634 5623
"200722_s_at" 21027 19637 21164 19487 6181 9502 21369 18305 19160 18807 4843 17234 19048 10009 17143 21382 20928 22114 20362 15441 21228 3892
"200723_s_at" 19851 18446 18979 14542 8472 5116 15871 17813 17864 19422 3438 15610 17243 11181 15801 18903 15968 20147 18039 12778 16410 18487
"200724_at" 20300 21024 8878 1366 3699 4022 8786 9143 7890 14178 13039 21304 193 20386 21931 3599 2650 13382 20383 1913 12915 13951
"200725_x_at" 14579 19551 8167 4559 18866 19272 2489 15952 13825 18033 6027 3304 4695 19883 14616 15208 18275 6262 17790 11125 14086 14987
"200726_at" 4613 1560 20156 14999 2712 5331 18111 5008 16377 733 5646 16614 16252 8432 7421 17055 7321 16452 10832 14201 20061 16082
"200727_s_at" 19481 18396 7056 3225 7815 1552 19551 3445 15431 20959 4568 13570 1398 9217 2254 4777 5955 20933 20333 18105 2372 3441
"200728_at" 5099 6536 14194 16083 4727 540 968 18307 15371 19653 4309 16870 1966 8612 15907 14116 18868 4980 11985 10284 4329 4821
"200729_s_at" 6462 3789 8772 15206 4381 4459 17283 17903 14492 1211 16177 17167 3074 5510 15734 12722 5892 18644 7921 12707 17164 17407
"200730_s_at" 3265 3282 18518 4401 2344 3535 16316 14915 4848 5175 18134 19233 2171 20042 18889 20577 6263 17334 11058 10834 13144 4513
"200731_s_at" 20865 5274 5215 15126 16808 20412 1611 18784 19090 17717 5993 16551 4487 13865 20212 15009 9735 17822 5875 11989 15317 4293
"200732_s_at" 17763 6360 20923 21227 3885 8915 14316 16717 16751 20481 16250 15668 17240 13723 20220 14278 8163 12696 18966 13459 14931 14982
"200733_s_at" 1025 1401 18817 1478 383 18945 15728 16543 18646 2995 18752 20716 4169 6429 14353 3235 5595 19947 113 20143 17518 18489
"200734_s_at" 5012 20468 8385 5367 19208 6716 13151 15009 2038 3165 18438 2598 4801 12332 5766 16529 16804 6169 7708 17671 3968 4543
"200735_x_at" 16226 16061 14247 16389 7171 19248 5430 3805 8172 5017 6416 5189 3482 16149 9892 13536 12046 9324 10978 5043 4261 4770
"200736_s_at" 7497 6556 6829 7513 7604 9159 6224 5468 8027 11924 5277 13577 7659 10064 14917 5761 11438 4049 6558 15325 11617 8392
"200737_at" 6084 5184 5759 2617 3607 2619 16685 3029 14782 138 4408 14556 1483 3744 8226 3578 5508 17321 7335 15438 19097 17240
"200738_s_at" 1849 4101 6944 5269 4102 7751 1579 2918 3757 3179 4382 13593 2580 9150 6057 12842 6058 12831 11386 11069 13817 4588
"200739_s_at" 14805 17482 6062 16809 16992 1216 12741 15073 15019 2327 3492 2261 16384 11736 16456 17247 20268 19253 17846 12142 14675 16833
"200740_s_at" 18226 3948 3925 14927 5289 3407 14854 15536 15350 3827 5026 15794 14534 6955 8207 13244 9268 14784 8051 13294 13507 5434
"200741_s_at" 3722 7369 14852 4561 8366 21153 6129 2745 8094 17980 17827 4642 14456 16039 9766 7554 11862 8968 14740 4895 13991 15710
"200742_s_at" 3252 16311 5309 14271 3732 2447 12582 4305 14908 1056 997 2168 14678 2858 3960 17379 3400 20924 12024 11824 3278 2704
"200743_s_at" 7352 5794 16272 13092 931 585 2534 2766 857 2573 4804 3347 14056 1810 3759 1304 3717 6094 7003 13165 3995 4608
"200744_s_at" 19107 5108 14306 16903 6632 4216 14342 16182 16781 1936 4888 15428 18836 8387 15925 17338 17874 15765 10698 14175 17431 14207
"200745_s_at" 17415 3630 6195 16807 6460 5416 15906 18775 14888 19707 4064 4437 3896 8743 5367 2824 7005 18822 18010 13932 15734 16863
"200746_s_at" 5349 4315 8810 17113 4021 8996 12331 17034 14173 17506 18781 5371 16534 7098 13625 15188 6145 16281 8363 13260 16515 5471
"200747_s_at" 6056 7371 14146 4287 20713 21804 17984 21327 13643 21693 19196 3001 18279 9106 8265 18166 8005 6344 4781 2900 18779 16734
"200748_s_at" 4135 5258 8038 13150 7922 3953 2351 3916 4118 6180 6118 5271 15362 7467 14560 13054 19738 3672 11213 10513 16518 18879
"200749_at" 720 2181 14842 18200 253 3354 12295 14329 14352 2298 18468 16976 15462 7339 6675 4575 4093 3582 2681 19178 13557 3175
"200750_s_at" 4855 7771 15717 13794 7408 6879 2850 3201 16384 6063 16595 3835 14933 12507 9825 16315 17849 13139 10953 13285 16523 16291
"200751_s_at" 1830 16300 14458 2808 5409 8073 13387 4254 17922 5741 3479 17927 4205 8137 17991 15668 18945 21455 10786 10585 18719 14966
"200752_s_at" 7174 8700 20627 2546 20042 5640 18944 1388 15205 19124 18416 3513 21038 8675 19411 19146 17660 17531 11133 20356 21998 15825
"200753_x_at" 3365 2373 16885 5021 6004 5874 14721 14770 15036 3325 6682 17104 18359 10382 18308 20861 9157 13632 7756 14988 19594 19911
"200754_x_at" 15754 4322 16882 20989 16434 5376 2770 16713 4584 17419 16195 5091 16397 10043 7499 14286 7700 4317 11107 12967 13980 15132
"200755_s_at" 19205 19654 17099 2646 16601 7921 19627 18100 2754 3226 6700 13972 14639 6506 17328 17861 6970 19670 6181 10515 3306 18659
"200756_x_at" 17031 7793 21073 14539 8975 5399 18777 17605 13705 374 2963 3932 17445 5503 20553 20564 16735 20308 20529 17288 19354 4928
"200757_s_at" 1937 18030 14996 4698 9449 18719 13905 16095 16227 5894 5047 13302 14521 5801 16514 15438 5274 17412 6217 12828 17138 5659
"200758_s_at" 17772 16550 9001 3880 9175 19155 12592 2348 4435 5608 1606 2606 17019 11301 16330 19235 16933 15500 10621 18176 3606 17125
"200759_x_at" 18123 18772 6185 15438 9544 19379 565 1493 3585 20173 6437 18550 16522 7153 15380 1531 3262 15194 7126 10180 16017 14194
"200760_s_at" 6332 5944 8206 2369 4676 2978 15247 16329 3945 1716 1734 3084 1582 675 6528 3120 1994 17797 9362 10590 4394 4045
"200761_s_at" 7367 6722 6959 1770 3547 555 17042 3922 14255 2550 4217 4836 4568 1540 6781 3397 5163 14620 1418 13208 19006 15120
"200762_at" 2529 690 5543 13059 4831 1367 13129 2568 2234 382 5857 505 1860 2151 3777 3200 2929 2018 2065 13245 3774 18612
"200763_s_at" 15023 4415 7019 4591 9186 8759 2557 4626 8189 18882 16669 13404 3656 16156 9902 13294 16080 9357 11877 5056 13616 15041
"200764_s_at" 18907 15870 4097 18276 16831 16002 2345 2904 16319 21977 8868 12155 20273 10160 1453 20891 20420 20314 18634 5063 20660 20069
"200765_x_at" 6264 14455 14982 14784 4620 11307 12524 15071 4274 5254 7730 9927 18015 11586 12800 14739 8132 15607 13935 1798 14378 17899
"200766_at" 3037 5123 8920 15515 9353 5254 697 17635 3881 19035 660 17738 3563 4590 18174 20973 19548 18700 3550 2999 17641 3668
"200767_s_at" 1117 6623 20259 17020 9013 6951 13139 18151 17704 4339 18344 5315 795 13312 16872 15639 7010 16151 9003 16827 20209 20136
"200768_s_at" 14949 17580 20343 5398 1829 20091 18393 18085 21850 21726 21942 21865 21775 21612 20336 15341 16029 4089 20465 20982 21825 21181
"200769_s_at" 17751 7536 20511 17326 5474 5848 20817 19546 20201 22187 21775 22017 16965 21784 21880 18842 20571 21968 22011 20221 16222 21189
"200770_s_at" 6901 2506 5396 2228 6697 10564 673 908 3430 541 1099 19656 21453 9840 19363 16004 8842 14261 3468 13541 15646 17751
"200771_at" 3236 7402 4789 14691 5247 6117 1069 17133 886 2009 6377 14053 14988 3196 4936 13008 2901 4559 5399 11710 4170 14260
"200772_x_at" 21921 20289 14831 17884 18693 9490 13703 14337 15148 19922 17643 16202 16029 20644 13848 14665 18277 9239 18767 5021 17176 18245
"200773_x_at" 3838 9182 7792 3587 16266 9386 14290 16222 14298 19081 17579 14206 17228 20440 14223 4378 16467 13088 12063 10592 13163 16263
"200774_at" 4851 16429 5202 13134 6832 3349 14924 16753 14759 4317 18736 17226 16762 9587 8179 13403 7200 11876 7408 17977 14747 4768
"200775_s_at" 6351 4872 4576 4163 3362 9102 14907 14502 3710 18784 16106 14974 14333 10522 17917 4614 8732 3784 8927 12204 13449 16560
"200776_s_at" 14970 5719 16315 12831 3247 1807 17345 4380 15338 1909 2341 16197 4780 3942 18251 19950 16491 20287 11288 11505 3512 16168
"200777_s_at" 3467 4486 15040 12503 6003 3458 15832 4563 16335 18565 5506 15782 16819 7362 15967 17271 16608 6460 9945 12274 16754 19343
"200778_s_at" 17404 7193 8756 15072 9326 2953 13161 3623 14192 21122 4693 14132 2792 7817 18835 20350 17233 18799 11490 14536 15278 16338
"200779_at" 16318 16239 2477 2736 20242 8006 14792 14656 17475 3666 20289 19556 19579 21507 14601 20962 20310 15084 10422 16327 21757 20061
"200780_x_at" 4838 17539 16441 14909 16854 5756 12312 14867 8072 19472 16571 4381 16654 11986 16054 12953 8717 9307 11429 11565 4006 14213
"200781_s_at" 6625 7925 4512 4161 7949 18631 2471 4405 7929 17510 16855 15176 15210 20420 16154 3084 17183 9119 18820 4973 4121 14953
"200782_at" 6405 15973 15430 14086 18179 8421 15018 15805 14294 4688 1899 16058 15929 2704 3325 16082 4751 17070 7877 14081 16411 18382
"200783_s_at" 6814 1176 1161 267 18157 1291 17267 19081 17486 17769 18060 16478 15918 8608 15176 17991 17314 3955 20853 16317 15259 16889
"200784_s_at" 9906 10855 20252 6986 12601 10710 8740 10383 6010 13536 11917 2784 10300 22026 1015 5700 13029 10088 22278 1891 5587 10100
"200785_s_at" 10672 3769 20318 9644 21631 10698 6356 5566 6353 15694 13089 9819 9016 15878 6229 10564 14761 9406 88 8953 8493 11982
"200786_at" 4397 3778 5181 2493 9448 6568 12285 14884 3302 4644 2642 3478 2458 7418 4303 12598 6576 4973 5800 10830 3757 4071
"200787_s_at" 1253 4695 6940 15215 1570 7370 18289 18134 3105 19876 4784 2718 19190 11394 19508 18571 18836 19978 3573 14353 19587 5292
"200788_s_at" 3907 5388 8104 3967 4309 3504 16591 14559 14637 20240 6156 4110 20756 7329 4048 17492 17884 20153 8296 13700 20305 21358
"200789_at" 1015 9334 6108 14082 6040 5375 15511 15067 1327 2498 2424 3590 14227 9757 20156 18422 19944 13494 4241 16876 19872 5389
"200790_at" 18154 19373 14872 4655 4780 20383 14518 15497 13849 4839 21553 17670 17728 21014 16570 15783 7922 12904 18478 21821 16441 16699
"200791_s_at" 2588 4750 7634 19262 4004 609 12651 2384 4010 20136 4911 13801 14479 4574 15523 18715 7051 15540 4517 12049 15198 14644
"200792_at" 6463 8667 8928 5158 8860 8236 14029 17620 13865 17339 18340 5334 16459 13256 16192 4004 9752 5485 7480 10931 15724 14962
"200793_s_at" 17229 7224 5882 5130 2222 1055 2567 3508 17356 1628 6457 14735 4543 11279 1954 3795 5074 4153 8980 13667 18121 18042
"200794_x_at" 16397 17029 15892 13952 17010 8997 13750 17219 17668 5453 4497 19931 14419 5492 19822 13374 6119 12950 3684 11126 13935 16162
"200795_at" 20090 733 6551 750 20085 5037 9454 9841 8961 8720 7166 6275 9531 20822 4264 11907 313 672 21207 9429 577 7594
"200796_s_at" 18285 4246 9249 577 21013 7141 22229 790 1456 362 339 1693 854 461 21785 21628 21747 21960 14538 11171 2175 2743
"200797_s_at" 1001 4134 16756 1861 3289 833 418 1584 1731 804 3027 18649 2244 3263 6680 19123 2276 1934 5707 12212 1456 5133
"200798_x_at" 5868 7115 7052 3205 5284 2301 13352 1432 1543 482 1797 18786 16746 846 7121 16985 5448 20569 3353 3132 14059 15778
"200799_at" 7 4 47 19 2 12793 20 22 29 19 8703 3 10 14367 8 13 161 853 64 187 12 5
"200800_s_at" 1 1 1 2 1 1 9 6 12 4 1 1 3 2 1 2 3 29 1 1 4 3
"200801_x_at" 7111 16762 15533 12812 18571 8551 5963 14468 7937 19948 17875 14790 15786 16013 9735 4706 11828 8901 14669 4864 4209 14693
"200802_at" 7180 19581 6592 4990 16146 9462 2124 2936 3570 2163 18952 17130 14152 13884 15048 2826 7232 12513 7843 18646 3834 5456
"200803_s_at" 16895 20038 8315 13983 17899 6603 15086 18857 15158 4575 5674 16866 14886 9190 14569 4003 6051 17671 11925 13745 13747 4718
"200804_at" 2707 7167 8449 12907 6813 3868 14163 16929 15575 18527 6707 14529 17044 10986 17956 14686 16525 14475 9233 11132 16403 19220
"200805_at" 15618 16258 16679 806 17355 6978 16366 18906 18637 5363 6741 1220 20074 10816 19482 14150 8603 6401 5017 11700 18863 19258
"200806_s_at" 1141 460 1028 955 604 239 145 881 1075 763 253 616 144 1928 1261 847 2143 13838 3809 697 337 1374
"200807_s_at" 2133 714 1623 1859 1077 1887 2415 1481 3288 2021 734 990 1411 13026 6277 2206 11844 8930 7781 4877 913 1812
