"inst_5923" "inst_5928" "inst_5967"
"1007_s_at" 8923 8809 13677
"1053_at" 10479 2527 20502
"117_at" 11306 11096 787
"121_at" 4975 3392 17495
"1255_g_at" 13139 16634 6956
"1294_at" 20767 19204 18285
"1316_at" 1000 2094 21648
"1320_at" 11854 10462 8606
"1405_i_at" 16577 11879 5320
"1431_at" 18876 20389 985
"1438_at" 4179 4508 19444
"1487_at" 2425 2278 19697
"1494_f_at" 1082 5750 21481
"1598_g_at" 9345 20062 12674
"160020_at" 889 2954 374
"1729_at" 6859 4453 3539
"1773_at" 4341 737 21867
"177_at" 1078 21462 16374
"179_at" 21927 7870 3817
"1861_at" 16160 5523 3105
"200000_s_at" 20562 4046 20895
"200001_at" 10077 7129 21138
"200002_at" 17796 8865 13918
"200003_s_at" 13103 13582 6268
"200004_at" 16130 7145 11775
"200005_at" 5866 9041 10265
"200006_at" 15835 10046 15924
"200007_at" 18670 17561 11147
"200008_s_at" 19096 2848 13441
"200009_at" 17533 17739 10795
"200010_at" 16555 17185 11149
"200011_s_at" 16474 9784 10647
"200012_x_at" 15867 17898 6192
"200013_at" 15860 8794 12462
"200014_s_at" 8115 9344 12399
"200015_s_at" 5838 8714 15755
"200016_x_at" 16028 10755 6117
"200017_at" 13340 16910 6513
"200018_at" 13316 8433 6489
"200019_s_at" 9161 16926 6423
"200020_at" 15856 17199 11804
"200021_at" 13584 14241 6771
"200022_at" 13146 7570 6315
"200023_s_at" 17229 7968 13720
"200024_at" 16197 9079 15583
"200025_s_at" 18279 9611 6486
"200026_at" 13593 8629 6784
"200027_at" 5168 6738 11997
"200028_s_at" 16708 17465 11611
"200029_at" 10262 8957 6392
"200030_s_at" 16032 10695 9516
"200031_s_at" 13293 13813 6465
"200032_s_at" 13346 8588 6520
"200033_at" 18293 6717 11823
"200034_s_at" 9916 9625 6289
"200035_at" 19388 3909 18155
"200036_s_at" 16479 10649 12197
"200037_s_at" 10269 7068 11589
"200038_s_at" 10541 8643 6706
"200039_s_at" 17334 10373 14172
"200040_at" 5051 6739 11558
"200041_s_at" 16357 9235 17074
"200042_at" 10115 8479 12906
"200043_at" 18942 18197 10893
"200044_at" 9466 4143 11833
"200045_at" 8159 7623 15054
"200046_at" 9534 7482 10877
"200047_s_at" 20378 10157 12328
"200048_s_at" 7383 6792 15223
"200049_at" 8045 20014 16707
"200050_at" 1646 17805 3614
"200051_at" 4370 9353 17796
"200052_s_at" 6343 7690 18656
"200053_at" 1432 10622 12002
"200054_at" 8241 3786 13037
"200055_at" 8898 16970 14335
"200056_s_at" 8438 6253 19128
"200057_s_at" 16136 16981 3792
"200058_s_at" 15881 8144 15841
"200059_s_at" 16094 10521 12606
"200060_s_at" 8982 3387 13640
"200061_s_at" 13291 13812 6462
"200062_s_at" 13078 13553 6245
"200063_s_at" 13428 9918 6575
"200064_at" 8701 6556 11128
"200065_s_at" 7396 8797 12299
"200066_at" 9141 4622 9657
"200067_x_at" 9408 8418 12188
"200068_s_at" 16999 7760 3367
"200069_at" 6373 8596 14599
"200070_at" 992 3230 10748
"200071_at" 9069 6269 10179
"200072_s_at" 9194 8811 13121
"200073_s_at" 4091 6415 16696
"200074_s_at" 6639 8991 13570
"200075_s_at" 3339 7868 20900
"200076_s_at" 9979 2694 14211
"200077_s_at" 18301 10567 9837
"200078_s_at" 4681 8974 13333
"200079_s_at" 4603 9010 12200
"200080_s_at" 19977 17938 6566
"200081_s_at" 10547 8389 10920
"200082_s_at" 8369 8052 6553
"200083_at" 18302 6076 18426
"200084_at" 16548 17333 13107
"200085_s_at" 7927 9890 17765
"200086_s_at" 9239 2744 13501
"200087_s_at" 6514 4713 14668
"200088_x_at" 13097 17124 6262
"200089_s_at" 9250 17221 14718
"200090_at" 17742 5139 17152
"200091_s_at" 8095 7993 14151
"200092_s_at" 13446 8589 6598
"200093_s_at" 18742 8207 17085
"200094_s_at" 8740 5624 13706
"200095_x_at" 13567 14203 6738
"200096_s_at" 18724 6320 15561
"200097_s_at" 17699 17104 3090
"200098_s_at" 8868 5772 15476
"200099_s_at" 13452 8734 6602
"200593_s_at" 3421 8586 14730
"200594_x_at" 16093 8301 11389
"200595_s_at" 16888 7684 15079
"200596_s_at" 4983 18476 15974
"200597_at" 16104 3096 15998
"200598_s_at" 5399 4879 15832
"200599_s_at" 3440 7187 15987
"200600_at" 5794 5704 7185
"200601_at" 22056 16937 18268
"200602_at" 21210 18773 3568
"200603_at" 5438 6360 15740
"200604_s_at" 8413 18385 10324
"200605_s_at" 19281 10100 3310
"200606_at" 18739 5272 15424
"200607_s_at" 19156 9429 12291
"200608_s_at" 9969 9117 16401
"200609_s_at" 10265 19689 12339
"200610_s_at" 19746 8177 9886
"200611_s_at" 9187 7249 17790
"200612_s_at" 9463 3003 11961
"200613_at" 8008 8030 15511
"200614_at" 13111 9608 6280
"200615_s_at" 16035 8932 15389
"200616_s_at" 2921 5187 13814
"200617_at" 18507 4946 16889
"200618_at" 17078 10548 11345
"200619_at" 5030 7300 14218
"200620_at" 7716 18804 3556
"200621_at" 18773 3811 15942
"200622_x_at" 9071 7511 16213
"200623_s_at" 9435 2598 3966
"200624_s_at" 20200 19695 10163
"200625_s_at" 5739 8859 11701
"200626_s_at" 16758 17447 9541
"200627_at" 8560 17601 9897
"200628_s_at" 7012 5643 17474
"200629_at" 5936 3245 3952
"200630_x_at" 17366 18152 3780
"200631_s_at" 17994 8224 9283
"200632_s_at" 8903 4443 1885
"200633_at" 13288 13809 6461
"200634_at" 16759 9499 16495
"200635_s_at" 18108 8441 15859
"200636_s_at" 10526 9393 17018
"200637_s_at" 19934 6949 15671
"200638_s_at" 17799 10670 11470
"200639_s_at" 7613 17604 13953
"200640_at" 19308 10486 10449
"200641_s_at" 18865 7583 14290
"200642_at" 8461 10741 11135
"200643_at" 19421 7933 9549
"200644_at" 18657 6732 12629
"200645_at" 17514 8182 17236
"200646_s_at" 21202 6777 15818
"200647_x_at" 8009 19094 17915
"200648_s_at" 16081 9897 19538
"200649_at" 1274 4949 15338
"200650_s_at" 10033 13453 6169
"200651_at" 10204 8979 11212
"200652_at" 6748 6432 19429
"200653_s_at" 8333 7663 10987
"200654_at" 17453 3974 16310
"200655_s_at" 9667 10214 15754
"200656_s_at" 7858 5404 21302
"200657_at" 16652 10221 6284
"200658_s_at" 5105 5076 18431
"200659_s_at" 20465 8152 11111
"200660_at" 4238 10429 14156
"200661_at" 4746 8824 17714
"200662_s_at" 8266 3858 11443
"200663_at" 10234 7421 9652
"200664_s_at" 1267 2291 10369
"200665_s_at" 8962 10511 9130
"200666_s_at" 3685 4222 2925
"200667_at" 3601 6036 9521
"200668_s_at" 8708 10722 11371
"200669_s_at" 9333 18165 15141
"200670_at" 16903 6198 15719
"200671_s_at" 2903 20932 20671
"200672_x_at" 8744 715 22014
"200673_at" 7848 7945 12296
"200674_s_at" 13465 18245 6615
"200675_at" 18198 7342 12250
"200676_s_at" 17578 4872 15785
"200677_at" 4838 10358 9567
"200678_x_at" 4728 8264 19998
