"inst_3143" "inst_6522" "inst_7277"
"1007_s_at" 22019 7495 6912
"1053_at" 8954 2107 9970
"117_at" 9311 8703 14607
"121_at" 20202 7293 8475
"1255_g_at" 13883 8411 15721
"1294_at" 18871 2670 20559
"1316_at" 5007 3936 21681
"1320_at" 14025 12811 13541
"1405_i_at" 5183 4759 17750
"1431_at" 2527 3886 18009
"1438_at" 4016 12156 6436
"1487_at" 19253 2387 1832
"1494_f_at" 21284 825 12088
"1598_g_at" 1866 15872 22094
"160020_at" 21316 22139 8328
"1729_at" 18920 4787 5012
"1773_at" 20477 20399 1318
"177_at" 3953 2262 1277
"179_at" 6264 22266 12042
"1861_at" 1726 4442 9231
"200000_s_at" 7535 5049 5739
"200001_at" 4822 5589 6690
"200002_at" 17479 5181 9407
"200003_s_at" 12671 6759 12565
"200004_at" 17256 20303 9017
"200005_at" 7664 7954 9396
"200006_at" 7799 7732 9992
"200007_at" 18157 18454 7301
"200008_s_at" 5524 19232 8816
"200009_at" 8941 14902 10774
"200010_at" 17323 6792 10460
"200011_s_at" 8318 16377 5037
"200012_x_at" 17458 6904 21411
"200013_at" 10068 5347 11961
"200014_s_at" 9711 17301 8236
"200015_s_at" 17622 7681 8138
"200016_x_at" 17026 14882 11194
"200017_at" 12800 5733 12288
"200018_at" 12785 15714 12180
"200019_s_at" 7291 6107 12126
"200020_at" 6050 7177 2720
"200021_at" 20444 10230 21953
"200022_at" 9469 14547 12019
"200023_s_at" 19143 6656 8966
"200024_at" 9501 7055 21319
"200025_s_at" 17729 5182 10425
"200026_at" 12943 15156 11698
"200027_at" 9163 19052 7490
"200028_s_at" 17277 6628 10181
"200029_at" 16978 6835 20978
"200030_s_at" 7557 16271 11972
"200031_s_at" 12772 6162 21612
"200032_s_at" 12805 7044 21086
"200033_at" 18347 17262 7953
"200034_s_at" 17360 5861 20979
"200035_at" 2580 3195 3562
"200036_s_at" 8411 15113 11070
"200037_s_at" 10326 15990 4800
"200038_s_at" 12913 8041 21220
"200039_s_at" 3235 7798 9931
"200040_at" 10128 16042 8029
"200041_s_at" 7781 7564 9837
"200042_at" 10295 15178 9693
"200043_at" 9570 15620 9203
"200044_at" 17472 14605 6733
"200045_at" 4255 4075 8441
"200046_at" 18344 16465 3707
"200047_s_at" 18070 19183 3365
"200048_s_at" 8039 6804 9122
"200049_at" 9309 17300 11479
"200050_at" 8943 18805 10191
"200051_at" 2098 2701 7864
"200052_s_at" 5242 16410 8156
"200053_at" 20385 5442 11081
"200054_at" 19363 15489 9762
"200055_at" 5649 5942 8257
"200056_s_at" 19758 18694 4114
"200057_s_at" 9414 15516 11336
"200058_s_at" 8717 6907 8402
"200059_s_at" 17805 19029 10034
"200060_s_at" 5088 4478 2932
"200061_s_at" 12770 5403 21741
"200062_s_at" 12652 10043 21699
"200063_s_at" 19322 14776 21173
"200064_at" 8747 15529 12435
"200065_s_at" 6424 17799 11619
"200066_at" 9273 4675 6868
"200067_x_at" 17366 19152 4633
"200068_s_at" 10237 7245 9745
"200069_at" 5939 17884 10712
"200070_at" 17452 3313 8906
"200071_at" 10084 21102 2047
"200072_s_at" 10196 14732 11241
"200073_s_at" 6992 15075 8760
"200074_s_at" 18418 5344 12064
"200075_s_at" 4820 5532 9584
"200076_s_at" 8549 7906 4932
"200077_s_at" 18452 5412 12391
"200078_s_at" 4977 6362 6109
"200079_s_at" 6232 18708 8219
"200080_s_at" 17990 6673 11525
"200081_s_at" 17697 5699 11928
"200082_s_at" 9776 15476 12403
"200083_at" 19907 5325 9206
"200084_at" 7991 20543 7566
"200085_s_at" 5348 5348 9371
"200086_s_at" 7848 7133 10450
"200087_s_at" 17588 7431 4799
"200088_x_at" 12663 7488 20943
"200089_s_at" 19118 6528 10710
"200090_at" 3838 19233 10095
"200091_s_at" 7724 5430 9793
"200092_s_at" 19238 17307 11519
"200093_s_at" 3323 7275 8216
"200094_s_at" 9635 6446 10648
"200095_x_at" 12920 10220 21576
"200096_s_at" 10299 7332 8699
"200097_s_at" 8591 19124 5878
"200098_s_at" 10420 14669 9069
"200099_s_at" 12854 10183 11866
"200593_s_at" 18014 5727 8323
"200594_x_at" 10579 17569 9694
"200595_s_at" 10475 6219 3814
"200596_s_at" 7022 6872 8680
"200597_at" 2198 14807 8085
"200598_s_at" 4497 14729 10792
"200599_s_at" 5431 14869 8398
"200600_at" 17776 12112 7786
"200601_at" 10126 4681 2690
"200602_at" 20470 8029 4993
"200603_at" 3836 16123 4735
"200604_s_at" 18392 15448 5756
"200605_s_at" 18866 21792 4928
