"inst_1717" "inst_2867" "inst_7451"
"1007_s_at" 19123 13100 16711
"1053_at" 12469 17975 19192
"117_at" 21819 8260 9435
"121_at" 20337 19306 19218
"1255_g_at" 11506 6388 10647
"1294_at" 14369 19837 1105
"1316_at" 12314 991 13584
"1320_at" 6329 3037 11105
"1405_i_at" 12415 5854 7382
"1431_at" 3386 5645 10031
"1438_at" 7976 21947 19969
"1487_at" 19395 12929 14989
"1494_f_at" 21931 289 359
"1598_g_at" 400 1594 21663
"160020_at" 20768 10098 71
"1729_at" 21691 2259 20098
"1773_at" 4642 18336 532
"177_at" 14476 3877 6153
"179_at" 16233 2093 213
"1861_at" 8216 14038 2973
"200000_s_at" 19721 13068 3342
"200001_at" 12474 15006 4510
"200002_at" 15367 10557 15977
"200003_s_at" 16123 9803 3980
"200004_at" 15334 11406 13132
"200005_at" 13611 13672 13794
"200006_at" 15929 12265 3960
"200007_at" 15863 2994 13458
"200008_s_at" 14036 14665 13750
"200009_at" 14921 10244 4245
"200010_at" 14847 2885 13277
"200011_s_at" 14078 14224 17238
"200012_x_at" 907 9698 14935
"200013_at" 13926 11372 13993
"200014_s_at" 16771 15384 18505
"200015_s_at" 18928 16417 15635
"200016_x_at" 13049 10231 13212
"200017_at" 1880 10921 3216
"200018_at" 13550 10682 2891
"200019_s_at" 18321 13503 13785
"200020_at" 15488 13243 3381
"200021_at" 1194 11533 3518
"200022_at" 13825 2862 3682
"200023_s_at" 15943 14997 14865
"200024_at" 1758 10110 13839
"200025_s_at" 1910 10494 4009
"200026_at" 14184 9871 4258
"200027_at" 15469 14585 15913
"200028_s_at" 813 11928 16120
"200029_at" 13277 2525 14230
"200030_s_at" 16279 10205 13385
"200031_s_at" 1360 5082 3287
"200032_s_at" 14789 2911 3573
"200033_at" 18938 10123 2658
"200034_s_at" 16024 2414 3441
"200035_at" 17194 12235 19369
"200036_s_at" 13367 12438 15716
"200037_s_at" 17574 12931 14441
"200038_s_at" 14517 2361 13281
"200039_s_at" 16066 14233 15639
"200040_at" 16075 11592 15284
"200041_s_at" 15519 12353 14277
"200042_at" 16831 13474 2749
"200043_at" 12441 13673 18892
"200044_at" 18150 14934 17553
"200045_at" 13002 11035 15489
"200046_at" 12807 15976 15679
"200047_s_at" 17652 18014 15092
"200048_s_at" 12464 13845 14130
"200049_at" 14204 16099 20677
"200050_at" 19738 18729 2501
"200051_at" 21971 20026 20846
"200052_s_at" 16052 12914 14564
"200053_at" 14528 12071 14185
"200054_at" 1693 16396 18842
"200055_at" 1442 11441 15836
"200056_s_at" 19469 20670 14055
"200057_s_at" 14057 11428 17373
"200058_s_at" 18021 11974 17248
"200059_s_at" 12950 12688 15307
"200060_s_at" 17346 13929 18538
"200061_s_at" 12609 5080 4454
"200062_s_at" 1607 4973 3933
"200063_s_at" 13237 5143 3860
"200064_at" 17257 10115 13780
"200065_s_at" 17184 12587 14705
"200066_at" 1489 2603 14916
"200067_x_at" 17899 11434 14152
"200068_s_at" 14986 2740 16641
"200069_at" 19880 18824 18777
"200070_at" 662 15492 15423
"200071_at" 12397 19474 15939
"200072_s_at" 17476 12757 15795
"200073_s_at" 16655 12849 15840
"200074_s_at" 14299 10683 4060
"200075_s_at" 1927 17631 18534
"200076_s_at" 18377 16349 3722
"200077_s_at" 19152 10017 13145
"200078_s_at" 13511 16844 13502
"200079_s_at" 15101 10694 4353
"200080_s_at" 17985 11526 3545
"200081_s_at" 15822 11405 3053
"200082_s_at" 17181 2722 13149
"200083_at" 17727 13716 14666
"200084_at" 15333 16833 16796
"200085_s_at" 15097 12967 18227
"200086_s_at" 14809 15565 13940
"200087_s_at" 19464 14157 3943
"200088_x_at" 1294 4982 4246
"200089_s_at" 17278 10039 17622
"200090_at" 13857 20216 20477
"200091_s_at" 13685 11276 14497
"200092_s_at" 16164 10179 4254
"200093_s_at" 15649 16101 15413
"200094_s_at" 15803 11671 14170
"200095_x_at" 12539 5194 4131
"200096_s_at" 14541 19385 2174
"200097_s_at" 20179 17787 3307
"200098_s_at" 13295 15256 15799
"200099_s_at" 15753 5152 13122
"200593_s_at" 14884 13077 17251
"200594_x_at" 18611 9823 4400
"200595_s_at" 18089 14951 17022
"200596_s_at" 19290 10593 17656
"200597_at" 13755 17722 17550
"200598_s_at" 17568 15102 14398
"200599_s_at" 15037 11940 16081
"200600_at" 18120 9481 3586
"200601_at" 22141 21757 16091
"200602_at" 19617 15474 617
"200603_at" 18796 15435 17012
"200604_s_at" 12987 14901 2507
"200605_s_at" 1616 11150 14125
"200606_at" 12061 11846 4406
"200607_s_at" 19075 14593 4251
"200608_s_at" 20328 18427 14306
"200609_s_at" 1340 14596 21156
"200610_s_at" 1741 11438 3950
"200611_s_at" 17595 18270 17437
"200612_s_at" 289 19645 17852
"200613_at" 19048 16006 16112
"200614_at" 17384 2687 3302
