"inst_2318" "inst_2356" "inst_3801" "inst_3883" "inst_4359" "inst_4537"
"1007_s_at" 3644 5309 3135 8000 10180 9330
"1053_at" 6923 17375 16680 5199 20931 18502
"117_at" 15921 19318 986 9212 6572 5017
"121_at" 4398 5622 17934 2580 16019 5111
"1255_g_at" 11224 11727 10058 10595 6842 13426
"1294_at" 19968 17640 21294 14981 3961 18716
"1316_at" 1789 3322 2626 2083 15869 19333
"1320_at" 1105 12394 16933 16011 843 14932
"1405_i_at" 11313 6511 2407 12281 6001 365
"1431_at" 21753 11145 19172 9207 2216 21442
"1438_at" 19042 9664 18587 16492 11852 20041
"1487_at" 3645 17635 15668 19204 15264 16040
"1494_f_at" 10350 2192 13621 20662 15815 5703
"1598_g_at" 1921 3429 21197 17951 12808 3012
"160020_at" 3469 533 3554 7121 21565 958
"1729_at" 10677 21003 19757 3524 20888 3063
"1773_at" 3893 192 20371 19042 1776 16850
"177_at" 19487 1793 3454 21818 20993 2066
"179_at" 18596 251 4744 20781 10754 21799
"1861_at" 4004 21633 17349 7473 19870 7886
"200000_s_at" 11061 4682 13996 14879 19080 16983
"200001_at" 17225 17287 14119 15072 12737 16802
"200002_at" 8148 16620 7779 17892 3567 5912
"200003_s_at" 12959 16495 9671 10291 5639 11229
"200004_at" 9641 6280 7091 7072 17473 7617
"200005_at" 7333 7253 8179 17440 11776 9052
"200006_at" 17211 6732 7088 15633 3507 8834
"200007_at" 2761 5271 6613 8424 12847 7465
"200008_s_at" 19693 20568 4901 6317 11806 16960
"200009_at" 19143 15928 6847 7849 16224 8730
"200010_at" 9513 15890 13584 7462 10394 7074
"200011_s_at" 9045 17223 7335 15181 17471 16384
"200012_x_at" 9974 17018 13752 15275 5595 7579
"200013_at" 11013 16268 15809 14892 5557 17669
"200014_s_at" 10022 16098 7121 21636 12930 9377
"200015_s_at" 17993 16786 7635 4454 17615 4028
"200016_x_at" 10919 5117 9598 15689 5553 17609
"200017_at" 13069 6517 9778 10399 5767 16024
"200018_at" 12906 7089 9767 10388 5759 7648
"200019_s_at" 9424 16722 7109 16126 5722 8586
"200020_at" 4905 6498 3616 6042 15708 7605
"200021_at" 13088 3876 9890 10509 5897 11412
"200022_at" 17438 7018 16280 10305 5660 7599
"200023_s_at" 7739 6445 7509 5965 9643 15742
"200024_at" 17972 6787 8128 7178 3677 15889
"200025_s_at" 10104 6755 16250 16032 5758 16202
"200026_at" 12940 10249 9897 6263 5902 7402
"200027_at" 9356 16406 14664 7456 13887 7637
"200028_s_at" 8817 7000 16233 14671 11456 8846
"200029_at" 17245 5541 15244 10341 13034 8716
"200030_s_at" 19006 7425 7856 14738 3187 16362
