"inst_2310" "inst_2348" "inst_3620" "inst_3723" "inst_4281" "inst_4745"
"1007_s_at" 15036 19923 10479 4993 10788 4894
"1053_at" 16151 20976 7993 15577 18761 16247
"117_at" 9207 19452 17224 2266 8441 817
"121_at" 2553 7447 20980 7311 15238 21909
"1255_g_at" 7381 11847 16656 9505 8358 9756
"1294_at" 20101 3577 3209 13720 3475 1673
"1316_at" 13719 19391 12177 1259 22167 17770
"1320_at" 10101 9971 21239 2140 19026 17227
"1405_i_at" 4377 16586 15688 12429 5553 8844
"1431_at" 20505 12863 11607 639 21221 20268
"1438_at" 17213 13402 18913 5926 21583 22079
"1487_at" 13189 18585 10208 4364 2741 5220
"1494_f_at" 2685 12903 22200 14032 20066 20139
"1598_g_at" 20538 19935 21832 3639 21402 21116
"160020_at" 948 281 374 13745 10298 14074
"1729_at" 12417 620 3055 13809 2401 2884
"1773_at" 18786 1459 20116 6989 13189 16363
"177_at" 12655 19234 18781 11287 14820 17823
"179_at" 1146 9306 20676 3786 21549 22071
"1861_at" 10664 21289 9690 6412 16165 2793
"200000_s_at" 13493 573 6518 6127 15638 18660
"200001_at" 13864 4493 11180 16128 4285 4935
"200002_at" 10594 18286 13353 5812 4055 13890
"200003_s_at" 5968 17022 15088 9836 6148 8031
"200004_at" 13081 6959 11608 18510 12874 14669
"200005_at" 11007 2859 9808 6629 10487 12839
"200006_at" 13208 7587 18927 7120 10192 14029
"200007_at" 10821 4986 12182 16009 11393 14884
"200008_s_at" 13440 4044 6336 21310 16356 5897
"200009_at" 11422 6123 11707 14826 13930 5355
"200010_at" 12014 6264 13254 16114 15147 15155
"200011_s_at" 14853 16541 8118 16421 14453 14726
"200012_x_at" 3133 17891 11223 4830 3700 12571
"200013_at" 10447 7635 13399 6179 4428 12334
"200014_s_at" 16072 6273 11757 7359 14645 4602
"200015_s_at" 18813 7203 10822 6658 14853 13623
"200016_x_at" 12661 16506 20158 16202 4300 17527
"200017_at" 5990 17711 15179 9927 6264 8175
"200018_at" 5997 16634 15171 9920 6256 4721
"200019_s_at" 12613 5073 13048 7488 3816 15059
"200020_at" 10893 3715 7991 20328 14180 13805
"200021_at" 6097 3098 15266 10008 6378 8314
"200022_at" 10772 16863 15099 14126 3921 14121
"200023_s_at" 16608 16353 9133 15508 10979 17404
"200024_at" 12442 17728 13266 6100 3206 5839
"200025_s_at" 13105 19437 19378 14134 10191 12609
"200026_at" 6011 10244 19331 7218 2703 2806
"200027_at" 18468 17789 9204 4894 13746 13391
"200028_s_at" 11109 16865 13020 14800 10327 15502
"200029_at" 2909 17545 13134 3841 3409 4361
"200030_s_at" 11258 5095 13267 7539 4523 12984
"200031_s_at" 5947 10445 15167 9908 6241 8153
"200032_s_at" 6123 17839 15182 7693 4209 4783
"200033_at" 13588 17967 12748 16212 11426 16290
"200034_s_at" 10852 19157 15091 7422 11452 13923
"200035_at" 2484 6366 10908 6836 10889 20033
"200036_s_at" 12330 17405 10330 6153 13830 15597
"200037_s_at" 12726 6246 20187 18478 15324 14608
"200038_s_at" 4014 10484 15246 6197 10771 13628
"200039_s_at" 12895 17036 6240 5663 12821 16299
"200040_at" 15750 6856 12267 13924 15194 15405
"200041_s_at" 13299 3318 7343 3987 15196 16958
"200042_at" 17971 7538 11952 4323 11651 18113
"200043_at" 15182 19754 20019 16026 3469 20811
"200044_at" 15941 18459 11292 14471 3093 17077
"200045_at" 15343 6214 5404 6552 13460 5627
"200046_at" 11452 3373 9533 13967 13732 16646
"200047_s_at" 10879 18562 5289 16360 16949 18167
"200048_s_at" 12478 4519 11198 6087 12744 17191
"200049_at" 19449 5091 4628 7774 11719 17345
"200050_at" 2403 6617 10380 17373 10430 2026
"200051_at" 12356 1452 3759 6811 2992 4570
"200052_s_at" 14496 6878 9987 14441 11943 14528
"200053_at" 11004 4724 21213 2745 14729 19886
"200054_at" 19417 6555 7067 17906 16826 12699
"200055_at" 11917 3483 5010 2812 13517 17251
"200056_s_at" 16661 16609 11473 17628 17213 17115
"200057_s_at" 11122 5999 12290 7049 10535 14264
"200058_s_at" 13976 5204 8502 5344 4476 5281
"200059_s_at" 12821 19402 7693 18034 12145 13646
"200060_s_at" 10515 18600 7684 7715 12792 12816
"200061_s_at" 5944 16876 15165 9907 6240 8152
"200062_s_at" 6129 17089 15076 9824 6132 8020
"200063_s_at" 5923 16953 15208 9954 6300 8225
"200064_at" 12678 5670 10439 16843 3740 13895
"200065_s_at" 13433 3128 9787 14454 1909 13554
"200066_at" 16876 4015 18894 17601 12560 12843
"200067_x_at" 15802 7396 7174 7734 15491 15791
"200068_s_at" 12843 4529 9591 15448 12357 14889
"200069_at" 20017 2703 3903 19756 13982 16264
"200070_at" 2017 2828 11916 970 14269 17020
"200071_at" 18300 5510 5563 21333 21479 18964
"200072_s_at" 10741 3786 8127 17247 13425 12729
"200073_s_at" 17068 17756 12707 16854 11070 14278
"200074_s_at" 13849 18089 19036 15440 10414 6004
"200075_s_at" 18108 3686 8742 3141 11178 12368
"200076_s_at" 11924 18823 5213 6030 19325 18936
