"inst_2193" "inst_3771" "inst_3852" "inst_3963" "inst_4328" "inst_6048"
"1007_s_at" 842 6779 15761 15175 9880 14897
"1053_at" 21228 13613 17106 18435 9130 14590
"117_at" 21474 934 8030 8580 717 8162
"121_at" 16207 7836 16763 12439 8847 14203
"1255_g_at" 11087 9723 7957 7357 13917 4171
"1294_at" 19658 18801 1677 3649 7534 16565
"1316_at" 7332 15285 17908 20294 11261 14890
"1320_at" 11281 653 401 2773 422 191
"1405_i_at" 16087 8135 9074 3317 12410 8034
"1431_at" 16000 19884 14771 14545 6129 11531
"1438_at" 14130 528 549 1212 1326 12937
"1487_at" 7079 7539 18928 15525 11577 18833
"1494_f_at" 19877 13647 15852 5856 20199 1329
"1598_g_at" 3651 4588 16571 18371 9383 19462
"160020_at" 17765 16411 2459 851 19858 3711
"1729_at" 22124 21388 21404 22084 21507 21727
"1773_at" 18091 16886 14224 15330 6900 16968
"177_at" 14478 7681 15438 17760 21004 9199
"179_at" 21962 1783 6519 4107 8411 11030
"1861_at" 17836 15043 20087 4496 18114 15222
"200000_s_at" 4437 14902 15451 13847 9105 13704
"200001_at" 5620 7720 6361 12165 18497 11280
"200002_at" 5800 15878 13363 5512 11838 9954
"200003_s_at" 9713 9382 9033 7616 13415 5449
"200004_at" 4366 7402 14711 11419 9807 12444
"200005_at" 18999 14873 18015 19164 11440 16133
"200006_at" 4506 14161 13775 5320 9778 9936
"200007_at" 2870 8053 5348 4707 9323 10563
"200008_s_at" 21244 18753 15992 13785 3900 16890
"200009_at" 16420 16103 16354 12774 9158 14325
"200010_at" 9512 6969 13305 12091 10996 11068
"200011_s_at" 3866 4879 4082 6056 8523 3903
"200012_x_at" 14372 14424 6914 12987 18839 3249
"200013_at" 7105 13315 14107 11286 18578 10327
"200014_s_at" 3478 5336 3935 4631 4124 11046
"200015_s_at" 15345 16038 14639 14786 11365 16186
"200016_x_at" 9693 9317 15651 13975 11837 11124
"200017_at" 9458 9463 9149 7727 13505 5538
"200018_at" 9545 9456 9139 7718 13493 5533
"200019_s_at" 6589 13787 6487 5593 11655 3822
"200020_at" 797 6072 13528 11211 3169 12812
"200021_at" 5448 9552 9269 7846 19885 5643
"200022_at" 9705 7322 7064 7636 10544 5463
"200023_s_at" 17467 17208 15341 14169 10450 13609
"200024_at" 14933 6749 5970 4835 17976 3119
"200025_s_at" 9539 13513 13309 7714 9394 3930
"200026_at" 14519 9553 4465 7851 17796 5646
"200027_at" 16487 18746 17375 15448 17284 16999
"200028_s_at" 22067 17301 22099 22053 18449 22122
"200029_at" 9635 16651 14716 12889 17504 9775
"200030_s_at" 15282 13727 6963 5908 10387 9846
"200031_s_at" 9813 9448 9131 7706 13485 5525
"200032_s_at" 9664 13204 9151 7730 19521 5541
"200033_at" 15916 5403 4951 3365 8787 10171
"200034_s_at" 7167 14110 13870 7622 18100 3732
"200035_at" 1049 16840 3656 3584 9586 2771
"200036_s_at" 15268 15930 13565 11809 11442 10220
"200037_s_at" 15619 15513 13977 11926 9279 11821
"200038_s_at" 9467 15222 13882 7820 11467 5623
"200039_s_at" 4523 14037 6102 11717 7970 10344
"200040_at" 19357 7714 16378 13844 17867 14595
"200041_s_at" 5056 5734 5098 4657 8543 10819
"200042_at" 14411 14577 13383 11728 7152 12265
"200043_at" 4037 6312 6216 4809 19585 12203
"200044_at" 7104 14513 13834 11263 9379 9939
"200045_at" 2360 4053 7107 3487 4703 12448
"200046_at" 1590 14149 4474 3139 5195 12094
"200047_s_at" 3090 6726 2822 2647 2732 3873
"200048_s_at" 4154 14450 6599 12587 9810 11570
"200049_at" 1837 7248 6477 11183 4312 14536
"200050_at" 6757 2594 3532 13537 3928 10145
"200051_at" 6323 3839 6829 13572 7047 13764
"200052_s_at" 14294 6589 6879 11854 5096 12410
"200053_at" 15367 15281 1734 17207 20603 4026
"200054_at" 1153 13386 6165 2048 3129 12333
"200055_at" 4432 16469 15186 14268 11501 12240
"200056_s_at" 1878 5687 5601 4401 4115 3898
"200057_s_at" 16979 7132 14138 13878 11500 12452
"200058_s_at" 4080 7500 6779 5670 9428 13258
"200059_s_at" 7039 7685 5242 4888 7081 10737
"200060_s_at" 14758 18456 13892 14210 9275 14777
"200061_s_at" 9616 9447 9129 7704 19340 5523
"200062_s_at" 9630 9369 9015 7602 13407 5436
"200063_s_at" 9729 9490 9191 7769 17489 5565
"200064_at" 14767 8000 15476 11998 10361 12624
"200065_s_at" 3799 4790 3313 2545 7436 3212
"200066_at" 16554 15458 19659 19220 10057 19650
"200067_x_at" 6567 16264 6068 12311 8334 11404
"200068_s_at" 5326 14194 14843 4639 7914 11906
"200069_at" 2246 1633 2484 3963 864 11665
"200070_at" 14757 17013 13762 17777 19182 18119
"200071_at" 880 3938 2439 2627 999 11199
"200072_s_at" 5292 4339 4084 4004 5424 9626
"200073_s_at" 6349 8015 16922 16155 6922 16341
"200074_s_at" 16428 15035 17889 17522 19204 14928
"200075_s_at" 5198 13368 13783 13280 17176 13838
"200076_s_at" 14534 15860 17787 17074 9500 16948
"200077_s_at" 6988 13263 7149 12056 17735 10554
"200078_s_at" 1899 6219 2562 3083 4707 3487
"200079_s_at" 5115 7071 6302 14683 7591 13916
"200080_s_at" 6328 13248 13686 7764 11367 9707
"200081_s_at" 14566 14002 14328 5437 10119 9624
"200082_s_at" 9641 13332 14754 12095 19262 10117
"200083_at" 2578 6448 4383 3656 7525 10429
"200084_at" 2508 7037 4185 4290 4190 11233
"200085_s_at" 2566 16556 5686 11301 9325 10733
"200086_s_at" 4466 16140 6748 11760 7951 3351
"200087_s_at" 6858 14807 7145 5913 9715 12252
"200088_x_at" 9565 9378 9027 7611 18445 5444
"200089_s_at" 14437 7887 13959 12404 9284 9940
"200090_at" 5482 4750 2212 2841 7079 12381
"200091_s_at" 14427 5241 7121 7651 17438 9742
"200092_s_at" 9790 6763 9199 7781 19507 3951
"200093_s_at" 6578 15511 4908 14029 9691 12302
"200094_s_at" 16931 5646 3524 12213 18832 9769
"200095_x_at" 9600 9543 9255 7830 13594 5631
"200096_s_at" 1753 4926 3614 3814 3555 10108
"200097_s_at" 1971 14252 4141 3611 6119 10756
"200098_s_at" 15260 14031 18422 17874 10169 18513
"200099_s_at" 9576 9502 9202 7785 17321 5576
"200593_s_at" 18790 3901 16728 15271 5800 17626
"200594_x_at" 15768 4905 18200 15904 6760 17842
"200595_s_at" 17963 16375 15978 12773 7732 16507
"200596_s_at" 7500 7980 2221 2684 5694 3422
"200597_at" 22154 19879 22058 22045 10803 21666
"200598_s_at" 14424 6829 2528 13245 7802 10328
"200599_s_at" 4034 5518 14815 5584 9844 12637
"200600_at" 3265 5566 8229 8319 10239 9464
"200601_at" 2957 6703 6443 5191 10383 11256
"200602_at" 3430 17233 5145 12543 4611 13001
"200603_at" 4107 7361 13842 6048 8574 10297
"200604_s_at" 3250 7262 4560 4526 1513 10641
"200605_s_at" 4028 7744 14215 3488 3602 13251
"200606_at" 19265 18024 15254 5486 7104 11126
"200607_s_at" 16446 7989 1235 5685 4619 11810
"200608_s_at" 3977 13214 6222 11420 7958 12020
"200609_s_at" 19559 7961 13472 5348 5379 11705
"200610_s_at" 17200 14411 14174 12665 9848 13200
"200611_s_at" 17246 7700 2768 3324 4296 2645
"200612_s_at" 6078 16922 3554 16443 7821 13739
"200613_at" 7398 14878 15298 15112 17475 15333
"200614_at" 5871 6364 6126 7620 8515 3596
"200615_s_at" 16722 15689 14893 14357 5365 14109
"200616_s_at" 4218 13446 3893 13303 7432 12143
"200617_at" 1836 4944 14930 11255 19211 13653
"200618_at" 5619 4848 5408 3671 8007 11091
"200619_at" 3808 5642 5744 11652 5091 10449
"200620_at" 2160 6036 3958 3322 6691 2659
"200621_at" 18371 3021 4278 6043 3746 10056
"200622_x_at" 4696 14564 4515 11338 9352 12965
"200623_s_at" 2388 13282 13756 12239 21892 12729
"200624_s_at" 17309 14821 5980 12560 6381 14731
"200625_s_at" 5107 5814 13979 6018 17270 9813
"200626_s_at" 6797 6251 15315 12817 9569 13560
"200627_at" 15686 7975 14530 11736 10949 13041
"200628_s_at" 17435 16493 5300 14756 8081 16100
"200629_at" 6029 13735 17319 15786 17622 14810
"200630_x_at" 6122 13891 13532 5269 9451 3781
"200631_s_at" 5459 15820 16409 13529 10395 16069
"200632_s_at" 20632 3236 5271 2001 10604 12646
"200633_at" 15121 9446 9128 7703 17643 5522
"200634_at" 3978 13825 13306 3249 19151 9772
"200635_s_at" 14445 7028 18166 18167 4723 19878
"200636_s_at" 13491 13230 19911 17811 10431 19636
"200637_s_at" 9540 16385 16154 14445 6438 19444
"200638_s_at" 5480 5654 6608 3273 7249 3364
"200639_s_at" 3888 7469 14717 3848 18342 13179
"200640_at" 3652 6153 13974 3710 10262 3634
"200641_s_at" 18536 16335 3661 3360 3077 3496
"200642_at" 5652 14289 6619 5871 9724 10356
"200643_at" 3756 13649 3402 13996 18828 3574
"200644_at" 1922 3571 3710 3896 8118 9984
"200645_at" 2760 8031 3711 4445 7845 3483
"200646_s_at" 17311 17798 5253 19568 20577 15147
"200647_x_at" 14571 16223 15194 13657 11015 11451
"200648_s_at" 22225 7625 15762 18306 9415 15357
"200649_at" 3730 3728 14756 14206 21625 15190
"200650_s_at" 9781 9336 13624 7562 13374 3335
"200651_at" 9837 6783 7097 7816 11745 3940
"200652_at" 4402 3274 6786 5898 6602 11832
"200653_s_at" 1789 2324 6253 4055 9359 11423
"200654_at" 3979 7515 5696 12576 10672 10095
"200655_s_at" 2094 6449 16274 13168 10813 11565
"200656_s_at" 5146 5054 3858 12154 6555 10381
"200657_at" 14247 7374 6803 5481 9851 3442
"200658_s_at" 4871 5535 13983 13028 8502 13444
"200659_s_at" 15344 6794 6967 15307 6907 14265
"200660_at" 15365 13575 6944 5866 19638 3347
"200661_at" 2440 7482 3240 6040 7307 10791
"200662_s_at" 7239 15059 7087 14458 5769 13265
"200663_at" 2605 7310 13754 4317 9861 10329
"200664_s_at" 18262 1195 6202 15853 1671 20694
"200665_s_at" 9791 12897 11105 11340 20166 6454
"200666_s_at" 18345 885 19932 19199 5598 20855
"200667_at" 16934 20248 20169 20250 18793 20370
"200668_s_at" 15332 19438 5474 5577 18516 15117
"200669_s_at" 16668 19546 6022 11694 11532 15456
"200670_at" 20057 21463 22256 22232 21045 22234
"200671_s_at" 12460 17535 19830 19434 4418 18117
"200672_x_at" 6202 20049 21353 16444 6913 20307
"200673_at" 14806 13167 5347 13305 7549 11190
"200674_s_at" 9528 9507 13234 7788 19434 5580
"200675_at" 1347 4552 13267 4819 6408 11868
"200676_s_at" 5445 6618 18106 2509 6157 12751
"200677_at" 14939 14737 5154 5800 8378 11108
"200678_x_at" 5998 15724 3449 5548 10901 2419
"200679_x_at" 7038 14009 6931 5058 9525 10343
"200680_x_at" 5006 9546 7014 7837 11819 5637
"200681_at" 14470 14570 13578 5674 7874 11026
"200682_s_at" 7057 5959 2766 4278 7707 3570
"200683_s_at" 2115 7875 2441 2631 4857 2987
"200684_s_at" 4813 5705 4713 3168 3047 10034
"200685_at" 17830 21580 19886 20819 20555 20693
"200686_s_at" 7090 16236 15366 13760 5831 13084
"200687_s_at" 6275 3159 13322 15278 4911 12931
"200688_at" 5524 14639 18812 13511 10995 13023
"200689_x_at" 15422 7415 6533 5387 11851 3801
"200690_at" 5683 7352 15067 15614 5599 11430
"200691_s_at" 6376 5263 6374 4810 3713 11624
"200692_s_at" 17673 3876 4606 4565 5559 10835
"200693_at" 4591 7779 7114 4492 6596 11553
"200694_s_at" 19669 13990 15732 15295 17295 16280
"200695_at" 5635 7688 2894 3202 9508 1890
"200696_s_at" 18275 16987 20115 21340 21263 15377
"200697_at" 15765 6541 14653 5614 8590 15285
"200698_at" 4412 7125 6826 2629 7156 12497
"200699_at" 6003 6512 17421 5081 9881 13244
"200700_s_at" 6655 14844 13265 11557 6784 9660
"200701_at" 7487 13247 14294 14261 8333 11474
"200702_s_at" 15712 13733 3163 12387 7486 14830
"200703_at" 14680 2595 3075 3441 6746 2401
"200704_at" 17449 5239 15538 12913 11148 12111
"200705_s_at" 14820 13158 14285 12340 11194 10784
"200706_s_at" 17082 5460 3347 4691 1880 3989
"200707_at" 17333 7504 13546 13812 20970 3814
"200708_at" 3402 14561 14897 13645 9534 13979
"200709_at" 4902 15881 6484 6007 18676 11189
"200710_at" 2238 4767 2940 5502 7976 11164
"200711_s_at" 14442 5017 5981 4397 3093 10907
"200712_s_at" 6064 1802 739 1775 1055 2050
"200713_s_at" 4275 2615 5291 4455 2636 9694
"200714_x_at" 2055 3642 13800 11452 10181 11109
"200715_x_at" 18248 6428 18147 19177 4969 11895
"200716_x_at" 9632 9540 14028 7821 18857 5624
"200717_x_at" 9559 9444 9126 7700 13484 5519
"200718_s_at" 2299 6048 5193 5030 8286 9791
"200719_at" 5904 2111 2794 2362 1389 10654
"200720_s_at" 18990 20093 15898 19452 11714 16224
"200721_s_at" 2650 7076 13869 13787 9220 14805
"200722_s_at" 21487 19184 4086 19686 4342 18687
"200723_s_at" 19287 17794 6274 14623 7162 14968
"200724_at" 17576 6898 19622 18927 18757 20345
