"inst_2778" "inst_5800" "inst_6274"
"1007_s_at" 19639 3958 7498
"1053_at" 15740 19032 8503
"117_at" 9412 13053 4327
"121_at" 609 10460 20375
"1255_g_at" 10745 11600 12242
"1294_at" 3803 17804 556
"1316_at" 21834 20636 8249
"1320_at" 258 15946 15848
"1405_i_at" 7748 12132 2178
"1431_at" 8579 20129 9463
"1438_at" 2564 3876 19328
"1487_at" 17478 2214 3552
"1494_f_at" 1282 21322 21230
"1598_g_at" 20033 2174 3764
"160020_at" 21432 5853 20879
"1729_at" 19928 4107 8752
"1773_at" 1798 16495 2238
"177_at" 8646 9543 18285
"179_at" 1179 4236 19866
"1861_at" 2846 7272 10785
"200000_s_at" 17423 17775 5155
"200001_at" 18935 17691 8831
"200002_at" 5472 8028 9041
"200003_s_at" 6357 18248 19197
"200004_at" 15485 16748 8523
"200005_at" 14828 17697 8446
"200006_at" 16930 9413 10800
"200007_at" 17616 17005 18831
"200008_s_at" 6087 17738 8729
"200009_at" 14525 18649 8725
"200010_at" 5686 9925 9779
"200011_s_at" 17287 9444 6116
"200012_x_at" 15876 18850 19942
"200013_at" 5841 9184 9619
"200014_s_at" 17956 18328 10187
"200015_s_at" 15761 8152 6259
"200016_x_at" 6658 10617 9608
"200017_at" 9774 10728 9190
"200018_at" 15490 17026 10144
"200019_s_at" 16468 10845 10610
"200020_at" 5801 17093 9756
"200021_at" 15288 9328 19561
"200022_at" 3074 17460 10636
"200023_s_at" 15326 9194 9064
"200024_at" 14512 16714 10811
"200025_s_at" 5912 16822 10959
"200026_at" 15587 8779 9552
"200027_at" 17632 7438 10988
"200028_s_at" 16193 7361 10218
"200029_at" 15881 18173 20391
"200030_s_at" 14770 17736 6989
"200031_s_at" 9738 12510 9859
"200032_s_at" 9778 8883 11015
"200033_at" 5787 8882 6694
"200034_s_at" 15456 18491 9845
"200035_at" 15009 16621 5461
"200036_s_at" 15075 10409 10659
"200037_s_at" 14482 9381 9826
"200038_s_at" 16230 17224 10760
"200039_s_at" 19838 9922 10547
"200040_at" 7146 8907 8964
"200041_s_at" 14513 7962 21689
"200042_at" 15118 8025 9556
"200043_at" 3744 17992 4027
"200044_at" 3897 16933 7830
"200045_at" 17684 10724 10459
