"inst_3291" "inst_4610" "inst_5671"
"1007_s_at" 1968 11357 1584
"1053_at" 1480 15224 2518
"117_at" 6685 8729 9728
"121_at" 2109 15025 17307
"1255_g_at" 2695 5404 9075
"1294_at" 15520 2522 17244
"1316_at" 12230 18891 19858
"1320_at" 9728 4474 10800
"1405_i_at" 6431 16976 15519
"1431_at" 12288 2083 3316
"1438_at" 19024 20225 19842
"1487_at" 15916 16921 16929
"1494_f_at" 14500 12770 7317
"1598_g_at" 15791 11336 4019
"160020_at" 13967 15887 16073
"1729_at" 17940 12903 16366
"1773_at" 14347 21151 15834
"177_at" 4095 14076 2801
"179_at" 16327 16734 19700
"1861_at" 2002 9950 3870
"200000_s_at" 11421 11669 3717
"200001_at" 1297 10576 1325
"200002_at" 1755 1790 2584
"200003_s_at" 4701 4207 4367
"200004_at" 2010 11286 4432
"200005_at" 13354 10102 5524
"200006_at" 2194 1964 3364
"200007_at" 594 8771 2728
"200008_s_at" 12833 17985 13636
"200009_at" 11497 10929 4521
"200010_at" 1884 8644 4423
"200011_s_at" 2033 11386 1901
"200012_x_at" 2544 1610 12651
"200013_at" 2376 2465 5020
"200014_s_at" 11328 10480 12505
"200015_s_at" 11960 9424 1628
"200016_x_at" 11098 2061 4309
"200017_at" 4899 2165 5825
"200018_at" 4870 2220 5548
"200019_s_at" 1398 1543 2783
"200020_at" 17323 13463 14195
"200021_at" 5111 4322 7459
"200022_at" 4732 9454 12321
"200023_s_at" 1894 1425 2542
"200024_at" 1927 1792 4964
"200025_s_at" 10194 2235 12318
"200026_at" 5120 1903 7460
"200027_at" 12832 10787 3510
"200028_s_at" 16080 16942 18846
"200029_at" 2105 2053 3216
"200030_s_at" 2167 9178 4334
"200031_s_at" 4851 4255 5137
"200032_s_at" 4903 1651 12231
"200033_at" 14461 16330 14796
"200034_s_at" 2336 8930 5540
"200035_at" 17814 16990 15510
"200036_s_at" 2237 2364 3159
"200037_s_at" 11177 12020 4690
"200038_s_at" 5068 2451 5628
"200039_s_at" 11364 9890 4893
"200040_at" 12698 10080 4185
"200041_s_at" 12434 12450 5124
"200042_at" 12887 14327 13066
"200043_at" 2503 11613 2460
"200044_at" 1120 12150 1984
"200045_at" 16215 15622 15459
"200046_at" 1053 2198 893
"200047_s_at" 17059 17982 13973
"200048_s_at" 11456 2031 4170
"200049_at" 22033 21278 21431
"200050_at" 22092 20502 21706
"200051_at" 15411 13167 14366
"200052_s_at" 2368 14826 4643
"200053_at" 12611 16431 3785
"200054_at" 14458 15792 12871
"200055_at" 325 1283 995
"200056_s_at" 16562 16239 13654
"200057_s_at" 11246 9118 4673
"200058_s_at" 10404 14102 5207
"200059_s_at" 2112 10213 2669
"200060_s_at" 17900 19223 17303
"200061_s_at" 4849 4254 7409
"200062_s_at" 4674 4199 7364
"200063_s_at" 4957 8934 12749
"200064_at" 11621 11427 5673
"200065_s_at" 1332 10785 2093
"200066_at" 15891 15871 14915
"200067_x_at" 11540 10409 3877
"200068_s_at" 10277 10210 4746
"200069_at" 21922 21698 21828
"200070_at" 13323 13212 503
"200071_at" 21490 19576 19401
"200072_s_at" 11377 12626 5462
"200073_s_at" 11835 11552 4794
"200074_s_at" 2347 8991 3745
"200075_s_at" 1613 9018 1476
"200076_s_at" 11016 10981 1179
"200077_s_at" 10661 8617 5690
"200078_s_at" 12472 9721 3107
"200079_s_at" 11758 12091 4225
"200080_s_at" 2378 10614 12209
"200081_s_at" 1394 8600 3665
"200082_s_at" 1899 8669 4865
"200083_at" 18880 16588 16656
"200084_at" 11657 14318 4559
"200085_s_at" 1592 2245 2165
"200086_s_at" 1379 1395 1807
"200087_s_at" 12284 11052 3377
"200088_x_at" 4694 1905 7368
"200089_s_at" 2553 9614 4741
"200090_at" 19578 16871 16808
"200091_s_at" 10499 9026 5819
"200092_s_at" 2279 916 13861
"200093_s_at" 1078 10169 3778
"200094_s_at" 10939 11303 5004
"200095_x_at" 5085 4317 7454
"200096_s_at" 2534 11124 5539
"200097_s_at" 11352 12446 2915
"200098_s_at" 13628 11131 3978
"200099_s_at" 4978 1817 7435
"200593_s_at" 14844 14487 14526
"200594_x_at" 12977 13522 4350
"200595_s_at" 18248 17802 15067
"200596_s_at" 16828 17510 5375
"200597_at" 16362 18613 17135
"200598_s_at" 12602 2161 12875
"200599_s_at" 12164 10141 4497
"200600_at" 9283 15474 10118
"200601_at" 11518 15477 337
"200602_at" 10986 10184 1526
"200603_at" 11108 11720 4682
"200604_s_at" 2068 13759 5051
"200605_s_at" 1962 14681 2613
"200606_at" 13729 13856 12229
"200607_s_at" 16751 13216 17077
"200608_s_at" 14683 15300 14664
"200609_s_at" 1546 11139 1083
"200610_s_at" 10905 11624 5328
"200611_s_at" 1131 12067 1788
"200612_s_at" 29 13422 19375
"200613_at" 1669 9870 2023
"200614_at" 11734 12186 14112
"200615_s_at" 2472 11092 1681
"200616_s_at" 2483 1641 5011
"200617_at" 1002 12277 1479
"200618_at" 1482 9682 1048
"200619_at" 2085 15589 1404
"200620_at" 1508 10172 4127
"200621_at" 1659 2361 1293
"200622_x_at" 1837 2130 3367
"200623_s_at" 888 9443 632
"200624_s_at" 12174 14093 4767
"200625_s_at" 1782 10090 3936
"200626_s_at" 11639 11538 858
"200627_at" 2485 10669 12423
"200628_s_at" 1107 13575 2027
"200629_at" 1545 8638 574
"200630_x_at" 10756 8602 13352
"200631_s_at" 11650 8992 2400
"200632_s_at" 14187 13871 13375
"200633_at" 16321 4253 15726
"200634_at" 1918 2200 3303
"200635_s_at" 12303 11820 1764
"200636_s_at" 1758 8734 3671
"200637_s_at" 12672 10729 1422
"200638_s_at" 2491 11869 4452
"200639_s_at" 2311 10591 3759
"200640_at" 1980 8944 3697
"200641_s_at" 2410 14709 12969
"200642_at" 1477 9249 3233
"200643_at" 12851 13446 4766
"200644_at" 10487 14142 2978
"200645_at" 11209 9177 1988
"200646_s_at" 335 13613 2477
"200647_x_at" 10515 1883 3890
"200648_s_at" 17308 12909 15577
"200649_at" 1172 10506 488
"200650_s_at" 1752 4176 12618
"200651_at" 10847 9384 6033
"200652_at" 13085 14350 5388
"200653_s_at" 1651 11428 1307
"200654_at" 788 9262 120
"200655_s_at" 11039 1915 2663
"200656_s_at" 10174 16139 2697
"200657_at" 10254 9361 12450
"200658_s_at" 1309 12448 3024
"200659_s_at" 546 12129 537
"200660_at" 617 2241 1244
"200661_at" 2184 8726 2159
"200662_s_at" 14155 10917 4181
"200663_at" 10667 9079 3153
"200664_s_at" 22119 22233 22132
"200665_s_at" 3375 2340 7267
"200666_s_at" 22277 22268 22188
"200667_at" 16355 16522 18420
"200668_s_at" 14911 12147 4841
"200669_s_at" 14474 14043 13350
"200670_at" 22217 21868 21913
"200671_s_at" 664 537 17123
"200672_x_at" 12954 15958 13320
"200673_at" 10182 11127 4607
"200674_s_at" 4988 1914 12630
"200675_at" 1259 9754 1155
"200676_s_at" 592 18887 2639
"200677_at" 11793 10402 1943
"200678_x_at" 974 10283 1303
"200679_x_at" 10605 1980 3332
"200680_x_at" 11309 8821 12253
"200681_at" 1698 9646 3576
"200682_s_at" 10574 11964 5806
"200683_s_at" 10394 13125 5939
"200684_s_at" 12343 18212 2883
"200685_at" 19109 17258 19169
"200686_s_at" 19796 17347 17378
"200687_s_at" 12759 13538 3566
"200688_at" 309 11854 2533
"200689_x_at" 2217 2470 12642
"200690_at" 13874 11519 3415
"200691_s_at" 12187 11262 2610
"200692_s_at" 12834 12576 5211
"200693_at" 2261 11979 4158
"200694_s_at" 13594 16803 4884
"200695_at" 474 17705 12535
"200696_s_at" 1418 9173 2609
"200697_at" 13060 11146 2984
"200698_at" 1654 14525 4420
"200699_at" 967 9271 1199
"200700_s_at" 10157 1218 4668
"200701_at" 904 9858 3371
"200702_s_at" 16921 13551 5733
"200703_at" 10496 11407 12369
"200704_at" 12540 9485 1357
"200705_s_at" 1959 9260 12811
"200706_s_at" 15328 9337 4803
"200707_at" 11736 12633 1547
"200708_at" 2089 12497 1881
"200709_at" 11100 9030 3673
"200710_at" 1168 13748 944
"200711_s_at" 10586 12649 1474
"200712_s_at" 13179 15400 13301
"200713_s_at" 12027 12086 5337
"200714_x_at" 942 11413 1630
"200715_x_at" 1496 10290 15013
"200716_x_at" 5070 1912 4106
"200717_x_at" 4845 4251 7406
"200718_s_at" 2087 2406 13275
"200719_at" 10708 12362 3229
"200720_s_at" 12118 12558 4910
"200721_s_at" 15752 16621 5351
"200722_s_at" 14384 20521 16987
"200723_s_at" 13435 17082 12559
"200724_at" 13011 16684 152
"200725_x_at" 2413 1496 5353
"200726_at" 18395 14453 16424
"200727_s_at" 17298 1423 549
"200728_at" 12852 11073 5472
"200729_s_at" 13534 10986 1152
"200730_s_at" 13148 16465 16090
"200731_s_at" 13484 19099 16004
"200732_s_at" 13754 18958 16654
"200733_s_at" 10337 15263 13594
"200734_s_at" 1820 2448 4010
"200735_x_at" 4966 9123 12108
"200736_s_at" 4469 10623 6274
"200737_at" 2370 10221 1762
"200738_s_at" 1764 8870 3467
"200739_s_at" 13634 12391 5322
"200740_s_at" 2536 8751 3175
"200741_s_at" 4675 2292 7365
"200742_s_at" 11476 12119 710
"200743_s_at" 13736 12418 2329
"200744_s_at" 11203 13761 4417
"200745_s_at" 11317 1771 5933
"200746_s_at" 10897 10701 1855
"200747_s_at" 18308 17692 17223
"200748_s_at" 10485 2325 3459
"200749_at" 14403 12201 5246
"200750_s_at" 10273 8862 4647
"200751_s_at" 2199 16855 13754
"200752_s_at" 1242 9687 990
"200753_x_at" 13987 16170 4537
"200754_x_at" 14235 15278 4756
"200755_s_at" 12889 12021 2483
"200756_x_at" 481 14792 14143
"200757_s_at" 11499 12137 3584
"200758_s_at" 12136 16039 2058
"200759_x_at" 12563 11751 13237
"200760_s_at" 13216 9025 4165
"200761_s_at" 12795 8957 2191
"200762_at" 13219 10117 3040
"200763_s_at" 4996 1864 5726
"200764_s_at" 2032 4327 1150
"200765_x_at" 1315 4170 2102
"200766_at" 10816 13493 528
"200767_s_at" 10446 2329 947
"200768_s_at" 22163 21718 21726
"200769_s_at" 18394 21496 19107
"200770_s_at" 1311 13722 5319
"200771_at" 752 17291 2539
"200772_x_at" 2119 1644 5203
"200773_x_at" 2031 8799 12569
"200774_at" 10650 9607 3827
"200775_s_at" 10616 14496 15429
"200776_s_at" 732 15347 12224
"200777_s_at" 11148 10285 3078
"200778_s_at" 1660 10564 2789
"200779_at" 21770 21316 19721
"200780_x_at" 1201 1427 4728
"200781_s_at" 4815 8640 13098
"200782_at" 2143 9140 2564
"200783_s_at" 11486 9745 4398
"200784_s_at" 2760 17073 6825
