"inst_3522" "inst_5062" "inst_5481"
"1007_s_at" 4335 20792 6325
"1053_at" 20565 19037 16429
"117_at" 8078 8261 9807
"121_at" 18734 1107 6786
"1255_g_at" 9470 9397 9764
"1294_at" 2086 619 16176
"1316_at" 19562 21742 18875
"1320_at" 8259 17148 11685
"1405_i_at" 2661 12288 8304
"1431_at" 13949 21762 18839
"1438_at" 4254 13577 18505
"1487_at" 12868 18684 3802
"1494_f_at" 2367 1917 19084
"1598_g_at" 21751 4357 18931
"160020_at" 3128 916 21780
"1729_at" 14804 5917 17051
"1773_at" 22221 14052 211
"177_at" 11074 21236 5384
"179_at" 20369 2396 5254
"1861_at" 4442 6313 2771
"200000_s_at" 17126 17973 18101
"200001_at" 16808 5790 16488
"200002_at" 13014 15960 7296
"200003_s_at" 12599 8587 7496
"200004_at" 15509 6556 16704
"200005_at" 13863 3593 14659
"200006_at" 12395 15308 15285
"200007_at" 2903 15357 6037
"200008_s_at" 15776 5863 15076
"200009_at" 16087 5513 17528
"200010_at" 16005 15207 16094
"200011_s_at" 15952 13874 16476
"200012_x_at" 3486 4726 7421
"200013_at" 15508 15828 14394
"200014_s_at" 12884 15156 14959
"200015_s_at" 15275 19864 17826
"200016_x_at" 14174 14096 14502
"200017_at" 12890 18709 15927
"200018_at" 4250 14276 17340
"200019_s_at" 15734 14130 16952
"200020_at" 12732 4670 16659
"200021_at" 13996 8753 9599
"200022_at" 5832 14493 14462
"200023_s_at" 15272 4921 15250
"200024_at" 14504 14595 18617
"200025_s_at" 13039 13719 16070
"200026_at" 12511 6168 7216
"200027_at" 12364 16914 5439
"200028_s_at" 14068 4526 15467
"200029_at" 15783 14743 5821
"200030_s_at" 14458 5927 15489
"200031_s_at" 12958 8654 14866
"200032_s_at" 4569 15783 5848
"200033_at" 13792 13290 5921
"200034_s_at" 14743 15310 15940
"200035_at" 4720 16985 3986
"200036_s_at" 15348 15575 15053
"200037_s_at" 13005 13656 6165
"200038_s_at" 13046 12745 14578
"200039_s_at" 18733 16002 18488
"200040_at" 4083 14872 6739
"200041_s_at" 13144 14870 18973
"200042_at" 14776 15183 5458
"200043_at" 1420 15432 18137
"200044_at" 5493 14201 15755
"200045_at" 14517 17725 18262
"200046_at" 17789 16164 7171
"200047_s_at" 18851 17493 4183
"200048_s_at" 3722 15177 14519
"200049_at" 15962 4092 14808
"200050_at" 17772 4531 4739
"200051_at" 12410 15112 20205
"200052_s_at" 19717 13452 4816
"200053_at" 21329 5168 21092
"200054_at" 14300 16647 16123
"200055_at" 13531 16318 18887
"200056_s_at" 15754 16481 16798
"200057_s_at" 13665 5478 6929
"200058_s_at" 19852 15656 21435
"200059_s_at" 14313 12994 4836
"200060_s_at" 20857 17077 6116
"200061_s_at" 15809 8653 6671
"200062_s_at" 7686 8579 9476
"200063_s_at" 13423 14752 9563
"200064_at" 14220 5865 6454
"200065_s_at" 18490 12901 15313
"200066_at" 14576 19739 7478
"200067_x_at" 13401 16711 16253
"200068_s_at" 13324 13119 15685
"200069_at" 16416 5024 3280
"200070_at" 18919 13697 17349
"200071_at" 16904 19410 7538
"200072_s_at" 16970 5980 17803
"200073_s_at" 3732 16594 6948
"200074_s_at" 15733 15095 14987
"200075_s_at" 18044 17534 7255
"200076_s_at" 15341 18791 17445
"200077_s_at" 4373 13398 16259
"200078_s_at" 3756 15077 4983
"200079_s_at" 4892 6402 5651
"200080_s_at" 2146 3526 7379
"200081_s_at" 4894 14013 18114
"200082_s_at" 4116 18358 14814
"200083_at" 16616 5810 17947
"200084_at" 4063 4798 5923
"200085_s_at" 18761 5751 14536
"200086_s_at" 14451 18803 5513
"200087_s_at" 5350 5835 14332
"200088_x_at" 7691 6629 14925
"200089_s_at" 12682 16201 16745
"200090_at" 12809 5155 20716
"200091_s_at" 5217 20531 15789
"200092_s_at" 15083 12772 4859
"200093_s_at" 14385 16877 7115
"200094_s_at" 13935 16619 20142
"200095_x_at" 7809 8744 14717
"200096_s_at" 17193 21111 14599
"200097_s_at" 2841 5587 3252
"200098_s_at" 19364 16531 16003
"200099_s_at" 13172 14398 14335
"200593_s_at" 5056 6099 16131
"200594_x_at" 13032 5988 14660
"200595_s_at" 13939 16070 17099
"200596_s_at" 14079 19194 17121
"200597_at" 19403 16540 18830
"200598_s_at" 3794 19681 15109
"200599_s_at" 13525 6346 17656
"200600_at" 16239 14804 10366
"200601_at" 4120 20739 17972
"200602_at" 16456 20386 5275
"200603_at" 13304 15847 15996
"200604_s_at" 13017 13941 5960
"200605_s_at" 15918 20806 6884
"200606_at" 4513 19459 5544
"200607_s_at" 15538 3633 2658
"200608_s_at" 12781 19946 6565
"200609_s_at" 16901 3343 6301
"200610_s_at" 3686 16820 16027
"200611_s_at" 17812 5328 7326
