"inst_335" "inst_603" "inst_1692" "inst_1814" "inst_1856" "inst_6006" "inst_7303"
"200029_at" 3799 5721 5436 10082 16796 4728 14101
"200030_s_at" 6539 5239 14305 8183 4798 5674 15213
"200031_s_at" 5038 8038 14912 20997 15081 7671 13957
"200032_s_at" 5293 4597 5243 20686 4485 13071 3471
"200033_at" 12197 16847 18114 9796 18034 18234 16135
"200034_s_at" 14484 7099 17113 21134 14382 12884 2630
"200035_at" 2612 20436 21008 9683 260 19365 19865
"200036_s_at" 11412 6183 4141 10624 15204 12836 2946
"200037_s_at" 11454 7948 5013 5301 14570 14485 17091
"200038_s_at" 13436 6317 4684 20181 14362 13937 4572
"200039_s_at" 12593 14918 14296 9801 18041 13463 15529
"200040_at" 14433 4639 15343 5982 17209 13322 15917
"200041_s_at" 7076 17847 16343 8728 20537 16958 16292
"200042_at" 3879 4354 14499 8777 16557 16394 3019
"200043_at" 13828 4376 16907 2040 21785 16488 3178
"200044_at" 5165 6483 4144 7643 16486 16981 14684
"200045_at" 4650 2466 18215 7761 5037 16673 16993
"200046_at" 14924 6472 4347 4802 19969 4813 13626
"200047_s_at" 19339 2948 16877 6939 17303 14399 15395
"200048_s_at" 16992 16856 15128 8139 14823 13923 5311
"200049_at" 15661 7570 14930 5585 1641 15553 16711
"200050_at" 12449 6735 3129 6099 18425 19728 1658
"200051_at" 4886 21886 15309 19818 16218 20816 3447
"200052_s_at" 12012 8060 19259 8465 19941 16675 15335
"200053_at" 12668 5255 4711 5090 21959 17506 17826
"200054_at" 13384 5694 18671 8604 21309 15739 16181
"200055_at" 5107 6990 14644 20693 16109 16304 4425
"200056_s_at" 20669 19345 17759 3454 18867 17771 5329
"200057_s_at" 6470 6967 14786 6080 14796 4538 5103
"200058_s_at" 18677 17050 19355 7771 19235 13218 16577
"200059_s_at" 15304 8001 15709 8487 16803 12563 4130
"200060_s_at" 17515 15725 17795 4127 16970 4821 13794
"200061_s_at" 11381 15483 16317 21112 14755 7670 4360
"200062_s_at" 4756 7663 3251 20393 3595 7596 14510
"200063_s_at" 17000 16949 17674 21289 15418 12599 3094
"200064_at" 4695 15428 17393 7614 4745 12509 3565
"200065_s_at" 12460 18983 4392 10837 16127 5783 14203
"200066_at" 11456 5724 17608 2054 16662 14006 19001
"200067_x_at" 6789 6867 16633 4535 16302 5032 4611
"200068_s_at" 11318 6136 16809 5984 15213 12574 4724
"200069_at" 19467 869 14940 6253 17453 2757 20318
"200070_at" 19207 20154 20515 20518 16699 12371 17418
"200071_at" 14284 5512 21027 3390 20214 17396 18617
"200072_s_at" 19116 17190 17391 6083 17593 14682 15471
"200073_s_at" 17581 6653 19047 9144 21439 19687 19766
"200074_s_at" 15386 4998 4999 8840 15837 13988 4998
"200075_s_at" 12784 6854 4950 9248 15843 17059 4946
"200076_s_at" 3519 19183 2672 2149 17053 16141 13872
"200077_s_at" 11358 4526 15154 9973 15644 5548 15707
"200078_s_at" 3118 15679 19004 2031 4571 14601 15067
"200079_s_at" 11706 5056 4743 5953 14386 13259 16446
"200080_s_at" 7072 4075 3238 8206 16268 13397 2147
"200081_s_at" 6108 7852 14572 7999 14416 5634 3521
"200082_s_at" 12486 2950 4581 9344 4236 5841 5376
"200083_at" 14274 15034 15510 5802 3316 17648 18143
"200084_at" 14837 3006 3337 2214 19174 14907 17802
"200085_s_at" 5967 15734 15306 9190 14703 12560 5083
"200086_s_at" 13914 7786 4311 10593 14764 13147 14370
"200087_s_at" 15165 15587 15102 7532 16430 16623 15274
"200088_x_at" 6209 16487 14878 20939 4269 7604 5346
"200089_s_at" 12867 6615 5369 20180 14434 13134 18981
"200090_at" 15600 5884 1353 7607 16406 14393 4352
"200091_s_at" 14253 16201 14374 9001 17611 13229 4878
"200092_s_at" 5805 5861 3552 21543 3769 12871 3785
"200093_s_at" 15929 5701 17650 7736 20781 17466 14822
"200094_s_at" 7026 18616 16026 19932 14640 12705 4395
"200095_x_at" 3967 7287 4750 20377 4392 7743 5233
"200096_s_at" 17819 16546 16690 4156 15538 21034 3650
"200097_s_at" 15776 3629 19886 5151 19166 12973 17127
"200098_s_at" 12600 6913 17898 9537 15668 17435 16186
"200099_s_at" 11713 4090 5530 20252 16249 7706 5340
"200593_s_at" 14891 18973 15978 6242 2969 19056 3811
"200594_x_at" 6659 16643 4877 4870 3338 5097 18415
"200595_s_at" 12643 4935 5253 1573 17932 4819 4651
"200596_s_at" 17596 19034 14350 6927 15550 15512 3836
"200597_at" 15355 169 3234 10153 2108 14539 21019
"200598_s_at" 6534 17476 2918 7061 15513 16299 2058
"200599_s_at" 13877 19113 2225 6666 16361 5400 3251
"200600_at" 8202 13962 12202 4612 4805 10071 16147
"200601_at" 3578 16951 21375 1183 20237 2422 3112
"200602_at" 3031 20948 20576 2069 21021 5298 3740
"200603_at" 19554 18214 14590 6145 18683 12863 14710
"200604_s_at" 6984 6332 5279 1968 16272 16452 17148
"200605_s_at" 16144 15351 4326 1950 19186 13263 4917
"200606_at" 17115 15166 18744 1084 10995 15573 15429
"200607_s_at" 16011 7552 4747 7374 16584 14633 14304
"200608_s_at" 16439 6880 17413 8173 17734 16292 17862
"200609_s_at" 7030 20344 15731 8706 4286 4883 18425
"200610_s_at" 14929 16425 18608 4738 20934 13593 4276
"200611_s_at" 5362 3586 14823 5307 14696 13203 17592
"200612_s_at" 13174 5424 729 1842 21711 5160 14422
"200613_at" 14739 3171 17357 8485 17700 14007 14880
"200614_at" 13182 17447 4448 7668 14963 13768 3884
"200615_s_at" 11500 20835 18828 2954 17497 5835 2663
"200616_s_at" 5196 633 2378 7047 3230 16153 1382
"200617_at" 2111 7940 19145 7023 17372 4725 14138
"200618_at" 5971 5142 21550 5290 17626 17267 16340
"200619_at" 16175 20510 20575 7503 19659 13036 17810
"200620_at" 13126 17804 15651 3053 16206 14888 4590
"200621_at" 6890 8055 17854 10661 20175 13169 15995
"200622_x_at" 3874 15612 2661 5310 4802 14238 2474
"200623_s_at" 2113 7934 17589 20881 3965 5268 16852
"200624_s_at" 19481 16687 2033 751 16375 4810 15491
"200625_s_at" 14201 6772 14446 2499 14822 5792 13783
"200626_s_at" 2636 7843 2901 35 15648 3027 14655
"200627_at" 5459 7078 3279 7873 14538 15037 5242
"200628_s_at" 12299 17546 3336 6523 19051 4539 16916
"200629_at" 13029 6725 14723 4965 14790 2391 14427
"200630_x_at" 2259 19399 16494 8431 19462 4915 2696
"200631_s_at" 14808 15163 19087 6806 17219 13596 15926
"200632_s_at" 14481 18435 17630 21164 16528 13663 19588
"200633_at" 3367 7216 15401 20190 14461 15516 4881
"200634_at" 1506 6271 15218 5493 17624 5036 5102
"200635_s_at" 19667 3261 19164 4356 5834 13351 14053
"200636_s_at" 17591 16038 19631 8842 9398 15136 4203
"200637_s_at" 19095 21050 19949 3047 9084 15309 1096
"200638_s_at" 15510 6314 4775 9028 17002 12418 2860
"200639_s_at" 18101 19500 16097 10365 19718 16430 17062
"200640_at" 11703 18622 16496 9413 17187 12624 14681
"200641_s_at" 4833 5963 2352 1382 20879 5650 1494
"200642_at" 6675 17218 4149 9811 18332 13625 5057
"200643_at" 1904 19690 20497 21213 19779 14645 4471
"200644_at" 7089 18761 16945 5981 21754 17556 19351
"200645_at" 11333 6384 3843 4668 4229 16175 17118
"200646_s_at" 2340 18381 3531 19942 21879 1565 14659
"200647_x_at" 12828 19927 15690 9362 18373 14300 2499
"200648_s_at" 13073 20577 17515 20355 21982 15428 20397
"200649_at" 5262 15188 3777 3962 3858 16239 20632
"200650_s_at" 5448 6297 4195 20559 4657 14186 16052
"200651_at" 5102 7069 5487 19771 4411 12522 14551
"200652_at" 14092 15264 17011 4481 16887 15960 15474
"200653_s_at" 17006 15413 18991 5771 19822 18676 15790
"200654_at" 5042 3519 17953 6035 15332 13567 15046
"200655_s_at" 11316 7745 4660 20712 20254 18018 15496
"200656_s_at" 12041 6919 14817 5109 16903 16387 4308
"200657_at" 11802 18094 4381 6961 4631 5308 13824
"200658_s_at" 14285 4605 3312 5148 3571 12158 2836
"200659_s_at" 5175 2722 5334 6858 1857 14001 13827
"200660_at" 15408 5872 3595 20690 20497 12505 3335
"200661_at" 12666 3527 14328 10625 17655 13620 17241
"200662_s_at" 16292 3716 2461 411 15624 18912 5219
"200663_at" 11317 7087 15561 10733 16012 12219 4434
"200664_s_at" 16981 18127 14303 174 1917 20015 17104
"200665_s_at" 7298 9373 5736 15592 6232 9517 21270
"200666_s_at" 13071 15710 18217 256 1171 19876 17203
"200667_at" 16621 5820 21107 6635 3298 15285 15427
"200668_s_at" 12692 5110 15758 3585 16258 14916 17388
"200669_s_at" 14732 4019 2662 4155 18075 4962 16656
"200670_at" 15596 4153 4791 626 20063 2117 998
"200671_s_at" 22140 8313 10049 8133 1341 15215 1290
"200672_x_at" 19755 7006 15020 3010 4677 2380 19522
"200673_at" 11489 5298 4409 7042 1877 13525 14039
"200674_s_at" 4216 6381 2334 19816 14808 5505 14013
"200675_at" 16904 2428 19847 674 21108 13740 19005
"200676_s_at" 2387 2999 3827 3474 21084 3907 850
"200677_at" 13779 17875 4809 4568 3308 12608 19365
"200678_x_at" 13650 6003 17396 10062 4419 15019 15366
"200679_x_at" 12730 7692 18241 8200 19432 19113 3627
"200680_x_at" 4030 17084 16093 3471 18712 4968 15431
"200681_at" 14847 16617 2524 8467 15736 13330 17445
"200682_s_at" 12801 15098 15126 8202 4767 14255 13886
"200683_s_at" 12842 6740 14997 451 4470 17364 16893
"200684_s_at" 13747 16540 17886 1902 17832 13952 15413
"200685_at" 17913 10406 15736 19907 21160 5205 4613
"200686_s_at" 18322 16984 3328 21191 20683 13204 17249
"200687_s_at" 18601 18319 19939 8007 21564 19677 18480
"200688_at" 15388 7849 2656 7168 4774 15965 16803
"200689_x_at" 5477 4831 14938 9478 4283 4824 14180
"200690_at" 3297 6433 4192 6708 19062 3262 3993
"200691_s_at" 14200 15222 5376 5071 14947 13209 13714
"200692_s_at" 13611 5031 14897 9342 15279 18829 3941
"200693_at" 17298 15388 14911 7698 20020 14684 13844
"200694_s_at" 11511 7233 15942 6698 3126 18932 3617
"200695_at" 14895 15883 19717 2329 20688 16003 13769
"200696_s_at" 17618 4473 22029 4020 3149 15562 17895
"200697_at" 21410 17407 18147 4129 2855 16909 16401
"200698_at" 4523 6006 14449 7155 18515 14322 4552
"200699_at" 16952 19214 4670 7647 4804 13303 14908
"200700_s_at" 16782 6937 1667 8037 17346 4041 4802
"200701_at" 5885 4654 3123 4713 2702 16897 15484
"200702_s_at" 20713 21618 3284 20099 3489 13194 1489
"200703_at" 12523 7892 19153 10571 21892 19071 15748
"200704_at" 4334 4268 18039 5958 4361 13180 3861
"200705_s_at" 15344 16195 14686 9293 2745 14225 4033
"200706_s_at" 4893 20116 4012 1887 19489 18533 15162
"200707_at" 13657 15447 17277 8818 15564 20891 16721
"200708_at" 13980 4127 15544 7389 21241 14886 3744
"200709_at" 3997 1968 4865 7427 17075 2950 3142
"200710_at" 15640 4702 14480 8254 19100 15532 14005
"200711_s_at" 4320 5639 2613 6318 15697 16123 16743
"200712_s_at" 16425 4778 4563 1364 14557 18177 4358
"200713_s_at" 11769 15404 16311 1455 2666 16234 17504
"200714_x_at" 17325 3409 20859 4248 15638 19918 18291
"200715_x_at" 3767 16902 4520 4567 17417 4151 3674
"200716_x_at" 3455 5594 3996 21032 2073 14279 5135
"200717_x_at" 17348 17365 15970 20816 4711 7669 14204
"200718_s_at" 5882 7192 16080 8041 19247 5775 4263
"200719_at" 18242 15439 1598 2845 20618 19585 15701
"200720_s_at" 3078 18226 3582 6144 17042 3681 3584
"200721_s_at" 12638 16465 18808 8843 17973 18476 17541
"200722_s_at" 5725 16293 4393 3595 21631 19861 4986
"200723_s_at" 14976 4915 14689 2624 4170 5412 14191
"200724_at" 3224 21131 15002 15195 13124 1640 5388
"200725_x_at" 6975 4105 5432 20003 14772 13462 4046
"200726_at" 15916 6579 16516 10762 20842 19599 15861
"200727_s_at" 11367 3974 15643 608 20651 14544 2123
"200728_at" 18878 15109 20849 3900 18444 16800 3918
"200729_s_at" 18841 15191 4904 3827 17465 16534 4693
"200730_s_at" 13096 6447 913 597 14481 5766 14184
"200731_s_at" 5593 3746 20799 3324 18325 17019 684
"200732_s_at" 12323 563 17750 9785 15224 17491 13847
"200733_s_at" 20922 2663 19036 2945 18283 15371 16155
"200734_s_at" 13003 6043 4478 10135 19002 13393 5348
"200735_x_at" 15118 15246 5009 20280 16859 12346 4563
"200736_s_at" 9928 12673 11421 7796 16961 8420 4775
"200737_at" 16503 18698 16779 2060 17223 16891 15737
"200738_s_at" 4864 4102 14730 20673 16250 12257 14724
"200739_s_at" 16441 15358 1141 10406 3280 14773 5263
"200740_s_at" 11700 4121 16435 4332 17666 13092 15490
"200741_s_at" 5982 15262 3253 20695 14489 7597 4603
"200742_s_at" 12602 18978 17206 3752 2667 13474 17600
"200743_s_at" 16289 4712 1870 3882 14664 3272 16253
"200744_s_at" 13935 5946 2439 5924 17572 13827 4700
"200745_s_at" 13498 7648 17106 7472 18494 17644 4335
"200746_s_at" 16383 18177 18856 3630 18939 13642 14445
"200747_s_at" 6138 21051 20130 20214 4575 14685 22086
"200748_s_at" 11609 5894 3099 20383 2719 14325 5107
"200749_at" 19566 6312 3801 4262 15752 14974 13920
"200750_s_at" 13682 6461 14777 20064 19444 14940 4519
"200751_s_at" 19461 5918 3924 2510 17473 13573 17436
"200752_s_at" 19604 7268 21851 6135 3452 18718 2673
"200753_x_at" 13560 3645 5221 6033 21559 17690 20172
"200754_x_at" 12756 16633 14727 9675 16685 14759 19646
"200755_s_at" 13994 18217 4845 3561 15239 15467 5094
"200756_x_at" 12767 4265 1885 1232 4843 4943 18098
"200757_s_at" 13212 5233 17544 1397 4467 14170 2368
"200758_s_at" 12564 6970 19073 9650 14634 18074 19959
"200759_x_at" 14628 2991 4196 6068 3882 2588 17690
"200760_s_at" 15742 15749 15158 4371 15263 15758 3419
"200761_s_at" 21120 7262 3442 2464 16385 15187 2064
"200762_at" 17215 3197 16279 4049 17509 18582 16619
"200763_s_at" 4534 14982 16715 20201 3484 13126 5213
"200764_s_at" 11321 7283 17956 13850 301 19573 10505
"200765_x_at" 13218 4644 17557 17231 13848 4023 7781
"200766_at" 3919 17536 21057 7198 18539 16051 21840
"200767_s_at" 3526 7100 1001 5700 16463 3682 19054
"200768_s_at" 13579 7744 16999 20620 19918 12826 16772
"200769_s_at" 4479 546 1491 783 19949 3499 15887
"200770_s_at" 19991 3466 4528 3775 20006 20537 19252
"200771_at" 15020 17395 1437 1802 15992 14587 15086
"200772_x_at" 11846 5650 4387 20282 14816 13513 13932
"200773_x_at" 13066 19209 14782 9232 4698 12981 14397
"200774_at" 13905 7406 15206 5613 18977 5615 16242
"200775_s_at" 15707 5231 5001 1949 3101 4378 13807
"200776_s_at" 6698 5128 2553 4400 19661 5554 17040
"200777_s_at" 17983 17013 15678 9696 15894 15978 14641
"200778_s_at" 12506 15735 2205 994 15611 12896 2756
"200779_at" 478 5305 4862 507 17720 4209 507
"200780_x_at" 11994 7272 4742 9221 2296 4357 14389
"200781_s_at" 13363 16229 5089 9691 4751 5204 4779
"200782_at" 11314 5336 2765 2434 16743 13473 14113
"200783_s_at" 11838 78 16434 7535 20926 19034 19529
"200784_s_at" 8691 12051 10147 326 13789 6551 14342
"200785_s_at" 13940 8644 13715 5676 14102 7020 4514
"200786_at" 14907 17253 17009 9282 14565 14049 16279
"200787_s_at" 12710 6011 18740 4471 21453 2404 3931
"200788_s_at" 6793 6207 21064 2444 15850 15165 2677
"200789_at" 11705 19662 19955 5215 20450 15919 3063
"200790_at" 13424 7424 17173 7066 20647 17785 15204
"200791_s_at" 13383 16884 4780 6281 19113 16160 5298
"200792_at" 12886 16280 14933 10162 16548 12428 14777
"200793_s_at" 21124 19079 15863 1856 20966 14631 4994
"200794_x_at" 14447 17011 3665 500 15386 5456 18324
"200795_at" 5905 21762 753 12705 10329 7805 10661
"200796_s_at" 18106 5832 2240 10416 21869 4217 20704
"200797_s_at" 16791 2419 2777 4187 15778 2417 392
"200798_x_at" 19195 5265 4214 1804 20941 13214 4023
"200799_at" 4366 1296 1756 96 10311 17369 1062
"200800_s_at" 20508 19622 15876 19 66 16824 31
"200801_x_at" 4560 15592 14463 20414 14836 7574 13942
"200802_at" 7028 16749 18281 8735 19622 15182 4117
"200803_s_at" 14229 3958 2226 1499 4428 4074 3560
"200804_at" 3835 4871 15873 8357 15743 13754 5492
"200805_at" 18568 21662 19481 19860 3963 18423 13834
"200806_s_at" 5522 7001 4389 1821 18466 14560 3504
"200807_s_at" 6768 15399 14440 8450 4991 13131 3279
"200808_s_at" 1540 19848 999 6077 16067 13769 17473
"200809_x_at" 13633 14929 4990 20637 2587 4871 3651
"200810_s_at" 18812 7453 4236 2715 3407 15254 13755
"200811_at" 12822 5892 2385 1054 1153 2990 3596
"200812_at" 17043 6322 5557 8619 18996 14400 15435
"200813_s_at" 2224 3068 17651 430 21281 20924 21678
"200814_at" 6207 4856 2288 8748 14716 5830 5487
"200815_s_at" 4445 15165 16169 4814 2268 14139 14857
"200816_s_at" 16374 16973 19636 10686 19795 20047 20319
"200817_x_at" 3616 3846 4585 21072 2812 7584 5506
"200818_at" 17335 4828 1122 9744 16234 16480 14106
"200819_s_at" 6705 7375 4430 20522 4923 12380 14745
"200820_at" 11323 15270 16025 10513 16530 16564 17254
"200821_at" 18451 5085 20545 1152 18805 21262 4670
"200822_x_at" 3999 3007 4225 19851 2715 5000 14755
"200823_x_at" 3432 4606 3265 21192 4880 16032 2931
"200824_at" 6176 20255 1151 9827 1834 5459 14032
"200825_s_at" 13264 2789 16661 6967 4088 13554 16872
"200826_at" 2948 3926 16440 9567 14444 13633 13628
"200827_at" 6729 17913 19836 21047 4069 5418 4896
"200828_s_at" 11990 15974 16828 8171 19031 18156 15399
"200829_x_at" 14948 6250 16143 7025 21180 19168 19596
"200830_at" 15173 6856 16430 10174 4494 14020 15270
"200831_s_at" 15223 17922 4289 8587 14852 4527 2681
"200832_s_at" 14159 6944 14667 2771 3848 5627 5424
"200833_s_at" 13043 4988 19750 8177 16275 17981 17370
"200834_s_at" 14773 14931 15995 19785 14513 12404 14200
"200835_s_at" 10242 11873 22115 20950 21267 2184 1152
"200836_s_at" 14123 4093 2987 4261 1475 22269 21726
"200837_at" 18404 17357 17441 5044 2612 4095 4198
"200838_at" 19982 17296 14284 8719 15699 17692 14495
"200839_s_at" 18275 15893 5317 6544 4374 12602 14845
"200840_at" 14166 7967 14893 3557 16654 5054 5332
"200841_s_at" 12276 2998 914 1566 21760 4703 2653
"200842_s_at" 21702 7263 16011 5134 17546 14520 2032
"200843_s_at" 5589 6611 15367 7995 17636 12636 3607
"200844_s_at" 16592 15872 16350 20509 17472 4453 4147
"200845_s_at" 13823 15126 15223 8259 19153 13617 5434
"200846_s_at" 15841 16806 15132 5619 20024 15609 15248
"200847_s_at" 15152 3401 20276 4467 3404 3764 4136
"200848_at" 13974 19273 14576 1151 20329 4163 5245
"200849_s_at" 19118 16262 14617 6280 16785 1659 1858
"200850_s_at" 16825 18059 18046 4480 17022 2925 4428
"200851_s_at" 13939 2490 15627 5157 846 5406 5497
"200852_x_at" 5896 7359 17858 20005 17079 20316 4205
"200853_at" 18164 5488 19792 20567 18607 17127 16604
"200854_at" 17424 18139 17533 8069 18543 5264 15854
"200855_at" 4966 20113 787 4460 3666 18943 18886
"200856_x_at" 4506 1766 20015 3223 21891 12591 18448
"200857_s_at" 11322 16011 5540 5686 1912 3687 4584
"200858_s_at" 13643 14908 17259 8640 15453 17658 15515
"200859_x_at" 11315 4700 18148 7220 2795 3620 19212
"200860_s_at" 14131 18774 19880 3606 20387 14729 17565
"200861_at" 6178 18535 680 20413 21463 14469 18843
"200862_at" 16688 17615 20509 3920 15199 15189 19387
"200863_s_at" 11342 7658 4308 8802 4665 5003 16443
"200864_s_at" 17602 16260 5302 2335 1284 15765 15392
"200865_at" 9874 8993 10919 18626 6107 569 4836
"200866_s_at" 4302 15460 2144 2007 17431 5569 2220
"200867_at" 15172 5201 15539 6363 5078 15747 16878
"200868_s_at" 5417 7121 2973 2971 18945 12319 4419
"200869_at" 6946 7070 5297 10648 3796 13669 4599
"200870_at" 12853 15247 14313 2427 3364 12350 4362
"200871_s_at" 15963 15259 16626 4327 3900 16574 19163
"200872_at" 13234 15963 3090 9406 3537 5027 15729
"200873_s_at" 20172 6432 15273 9034 16772 14123 5142
"200874_s_at" 5123 18241 15846 21527 20197 15440 14967
"200875_s_at" 17505 20120 16187 20502 4048 17470 16855
"200876_s_at" 14488 5484 14748 4459 15841 14765 14122
"200877_at" 16124 16603 15920 9175 15328 15041 15178
"200878_at" 20743 19953 2695 8920 21854 2628 15434
"200879_s_at" 3099 3501 7777 5084 13357 11691 12030
"200880_at" 12090 7548 19091 2441 18896 18721 16785
"200881_s_at" 13831 16583 16394 4558 19676 19237 14369
"200882_s_at" 13222 15690 5151 9086 4894 17080 4231
"200883_at" 12525 3268 14508 5098 16152 16056 4993
"200884_at" 1989 3680 17199 9491 16773 20433 15793
"200885_at" 4051 3355 20960 1914 2335 5441 1929
"200886_s_at" 12761 5613 19231 21172 4759 15806 4084
"200887_s_at" 20206 16322 18388 9018 15267 17493 19399
"200888_s_at" 6770 3925 17869 20217 3051 5814 15631
"200889_s_at" 13308 5542 3818 3884 19404 19447 3223
"200890_s_at" 17230 19775 3755 4813 19849 4478 14925
"200891_s_at" 6261 19324 4751 10655 21579 13883 20510
"200892_s_at" 5238 2476 17286 8714 17909 20554 14166
"200893_at" 12280 16072 18838 7363 18989 19231 18465
"200894_s_at" 2570 8027 17778 2508 3347 13954 1041
"200895_s_at" 13503 18352 16882 1000 16014 19195 4373
"200896_x_at" 5410 7858 3759 4919 16151 12322 15727
"200897_s_at" 15747 7451 2235 8595 959 5200 14947
"200898_s_at" 20681 21603 5249 848 14884 15685 805
"200899_s_at" 13740 2224 15841 5663 2204 12160 2933
"200900_s_at" 20400 6660 5240 2390 17224 18363 2613
"200901_s_at" 5461 4044 19276 10565 15085 14543 14720
"200902_at" 15574 2152 5079 7039 15742 16915 15008
"200903_s_at" 17265 6596 18083 1404 14603 13407 15062
"200904_at" 632 21270 3351 3594 15276 3567 3309
"200905_x_at" 5273 15135 3122 6112 4836 13674 5033
"200906_s_at" 13122 21320 1263 5397 8237 5435 18874
"200907_s_at" 14549 18753 5273 4656 9047 16328 17519
"200908_s_at" 2393 20719 22107 21277 4654 3036 16807
"200909_s_at" 11340 7267 3789 20013 14971 14705 4104
"200910_at" 15474 7167 16283 8808 17408 15045 3108
"200911_s_at" 17269 5689 18887 10510 2763 16547 16675
"200912_s_at" 12083 6870 5195 10296 17951 5495 15301
"200913_at" 1560 20607 2825 363 20767 20365 16897
"200914_x_at" 19751 7959 17513 10290 19407 16365 15875
"200915_x_at" 4897 18155 16341 9871 18130 15557 15299
"200916_at" 15322 19320 17236 9955 14877 17005 2734
"200917_s_at" 4579 21464 2771 187 21641 19837 14457
"200918_s_at" 19120 15785 17210 10794 3092 14629 15241
"200919_at" 14742 7466 18676 2229 18246 14366 5345
"200920_s_at" 19458 15372 3013 5296 17761 14069 16542
"200921_s_at" 13725 7309 17225 2893 19953 21029 13623
"200922_at" 2377 6377 4614 93 17410 2938 14187
"200923_at" 13018 6108 2839 21738 5942 21287 20660
"200924_s_at" 18208 15313 3858 919 19656 14547 3810
"200925_at" 6216 5911 4265 9954 14614 5407 13974
"200926_at" 5990 5086 15122 20802 2566 7715 3012
"200927_s_at" 6153 18579 2299 1568 19634 16912 18666
"200928_s_at" 5270 12780 10897 12103 8425 15367 6390
"200929_at" 7083 7929 14687 3431 3602 12702 2484
"200930_s_at" 11039 8072 12932 13958 12929 12357 13483
"200931_s_at" 7097 3540 1936 8949 17752 5173 17588
"200932_s_at" 14043 21190 3647 6921 19692 14647 20285
"200933_x_at" 5773 6421 14961 20630 15924 7692 13658
"200934_at" 5785 15737 20712 10256 21275 20100 18655
"200935_at" 2324 3893 2069 1437 20185 20076 20327
"200936_at" 6848 16692 4002 20945 14441 12398 3777
"200937_s_at" 5447 7295 16073 9223 15442 14226 3951
"200938_s_at" 10049 14081 12636 11540 13760 7833 12501
"200939_s_at" 16661 12017 3599 13297 9443 673 7340
"200940_s_at" 4972 18715 19602 150 3391 3231 18912
"200941_at" 5015 4999 16232 8516 1300 17337 3145
"200942_s_at" 12879 15696 4919 3309 16328 12581 5054
"200943_at" 11874 16151 17139 7998 18643 13907 15492
"200944_s_at" 14842 6876 5300 9588 3962 14494 4677
"200945_s_at" 18288 16407 4951 4276 17214 14580 17667
"200946_x_at" 14939 18677 3524 1621 18915 12942 16331
"200947_s_at" 15951 4739 3560 5409 19654 18675 2451
"200948_at" 17366 7716 15337 9181 20697 5423 17049
"200949_x_at" 13449 7384 4355 10653 3634 13629 13850
