"inst_142" "inst_2320" "inst_2359" "inst_3804" "inst_3886" "inst_4362" "inst_4540"
"200751_s_at" 4294 4207 20759 18728 5285 16329 5560
"200752_s_at" 16732 6204 21182 4870 8540 18464 17413
"200753_x_at" 18025 16058 17044 12590 6562 15117 5807
"200754_x_at" 958 13332 4861 4953 7303 10981 8926
"200755_s_at" 21101 3070 16858 11892 5807 3571 5376
"200756_x_at" 18561 18851 21446 20707 3223 2969 2578
"200757_s_at" 16317 16733 3515 18187 6190 1347 8714
"200758_s_at" 5488 16463 18102 4410 19486 4004 6711
"200759_x_at" 4644 14879 1080 15414 18532 4706 10111
"200760_s_at" 2856 16437 21470 13833 5486 19957 1908
"200761_s_at" 4426 6376 16854 17943 7624 13364 2681
"200762_at" 1714 2320 15783 10389 17544 13644 18241
"200763_s_at" 17483 12519 13621 6678 11872 6502 17200
"200764_s_at" 4753 12862 1282 16418 20114 14493 1905
"200765_x_at" 3087 17138 5573 9219 9939 12236 11555
"200766_at" 2989 2937 1488 11783 8267 14142 8544
"200767_s_at" 17376 20590 13575 16273 17582 21591 9517
"200768_s_at" 6080 20657 13707 15326 16782 11258 9785
"200769_s_at" 5351 4274 17036 21030 7085 2224 749
"200770_s_at" 7111 17467 3901 19345 6930 13849 5155
"200771_at" 19175 14042 3115 15025 3926 3593 16889
"200772_x_at" 17988 13416 14452 6636 11822 4410 17072
"200773_x_at" 21571 12500 13021 4846 17116 2016 17381
"200774_at" 4983 19341 18961 10751 17284 13401 6879
"200775_s_at" 5068 14026 13051 2367 4705 4050 8977
"200776_s_at" 1333 17110 21653 15474 2856 17608 3827
"200777_s_at" 5541 15277 16382 14497 16822 12941 10546
"200778_s_at" 4400 5047 19364 12485 16478 14264 7157
"200779_at" 19218 14851 18519 11605 17423 13540 6683
"200780_x_at" 20533 5499 13017 3743 18943 4377 7899
"200781_s_at" 5883 12916 4012 4786 11771 6388 10356
"200782_at" 2264 6203 16405 10595 8276 11877 5839
"200783_s_at" 18588 18880 14877 19017 7782 13137 18195
"200784_s_at" 15240 8804 575 565 10090 7731 204
"200785_s_at" 12537 9248 10290 22044 12537 9379 2229
"200786_at" 3830 13758 4582 10656 6379 12065 5742
"200787_s_at" 18849 18667 20378 2080 17862 21544 1541
"200788_s_at" 17050 12716 2526 4616 8263 12124 9374
"200789_at" 19513 15644 16580 3021 21597 3063 20445
"200790_at" 5448 14874 4330 6628 6641 12688 7244
"200791_s_at" 850 14814 17958 17692 9839 17299 17680
"200792_at" 2789 12794 18062 10240 16057 3784 6926
"200793_s_at" 21885 18340 16833 16695 2242 11161 8213
"200794_x_at" 3757 15518 16461 19430 6246 2070 6861
"200795_at" 9375 23 11823 16635 1621 20867 6072
"200796_s_at" 19036 20100 22056 16951 1322 21520 1225
"200797_s_at" 17488 5675 14674 12177 8311 15547 3840
"200798_x_at" 2495 12967 21068 16171 2713 17801 2318
"200799_at" 17401 6032 8686 13416 7604 4617 6016
"200800_s_at" 3168 2279 13934 13456 8343 11334 8182
"200801_x_at" 17475 8261 3355 6473 11662 6253 12402
"200802_at" 4313 13494 16039 10730 7890 12963 5558
"200803_s_at" 3592 14137 20048 11537 6022 11729 3186
"200804_at" 5767 5044 16954 15094 5584 3845 7695
"200805_at" 5009 4631 18365 13505 6769 4181 7781
"200806_s_at" 1833 12754 16125 10048 7210 16950 7126
"200807_s_at" 5370 13950 14931 6486 11677 6271 8807
"200808_s_at" 385 20877 4065 12928 17122 4604 19809
"200809_x_at" 6097 8221 13277 3554 11683 6278 17195
"200810_s_at" 4589 14221 13133 15509 8620 14020 9055
"200811_at" 4395 4771 18623 19419 845 3674 10272
"200812_at" 2861 17592 20654 11111 7079 15589 10169
"200813_s_at" 5992 3547 4255 20651 3744 1545 9912
"200814_at" 5049 14977 14990 4868 5872 14685 8008
"200815_s_at" 6049 12497 15652 15928 7590 4370 4594
"200816_s_at" 17859 5903 13415 18573 18821 16071 16981
"200817_x_at" 17006 8232 7635 6489 11679 6273 12413
"200818_at" 3354 5658 18552 10618 16560 10682 8418
"200819_s_at" 5313 14442 13089 6607 11795 6421 9845
"200820_at" 667 13613 13390 3330 7802 13348 7207
"200821_at" 21082 4248 18940 20124 8779 17976 6826
"200822_x_at" 3346 6284 16942 5036 9692 3698 18002
"200823_x_at" 5676 14670 17459 16917 16789 3424 10031
"200824_at" 19799 193 4705 16184 154 20739 5423
"200825_s_at" 19189 12617 3124 13547 9812 12544 19821
"200826_at" 3871 4589 19022 13092 8457 4163 9965
"200827_at" 18202 19068 3054 16286 19711 11842 17068
"200828_s_at" 4088 3351 19014 17917 4777 17243 2148
"200829_x_at" 18414 15406 17460 4248 7805 17210 4994
"200830_at" 4059 14084 17669 10960 8159 16144 8352
"200831_s_at" 5066 3931 19767 21290 6752 3426 1563
"200832_s_at" 678 15543 2313 18571 7178 1529 19301
"200833_s_at" 2406 18947 19171 13777 18816 19648 5780
"200834_s_at" 5884 8364 13747 6546 11724 6331 12464
"200835_s_at" 14626 15395 21812 1872 5275 20539 9925
"200836_s_at" 17578 1400 19232 19113 7124 2466 2253
"200837_at" 3685 13115 2399 18073 7736 11985 8586
"200838_at" 21068 14277 20193 20188 16965 13239 9261
"200839_s_at" 3895 13598 12922 16974 17558 4623 17305
"200840_at" 3451 13918 4403 4375 9043 6235 5663
"200841_s_at" 2489 18814 21519 13327 2210 20453 1944
"200842_s_at" 17051 17182 16032 10790 8265 16275 4772
"200843_s_at" 5762 3959 3505 14945 8629 11298 17324
"200844_s_at" 3595 16230 13055 4587 9673 4508 6465
"200845_s_at" 5271 15172 16666 12643 7086 11935 17112
"200846_s_at" 16308 12987 19083 14896 6865 10281 7282
"200847_s_at" 55 12919 15333 11399 8923 15103 8868
"200848_at" 21183 18988 19245 10607 4734 19694 3192
"200849_s_at" 17682 14860 18084 18703 18417 10993 10542
"200850_s_at" 5433 13146 15423 12709 17885 12992 8824
"200851_s_at" 1353 17822 3822 4189 7382 16064 18079
"200852_x_at" 2726 19170 16581 19601 20523 2461 7389
"200853_at" 7023 3964 13888 13379 9055 11281 17915
"200854_at" 6544 16054 4858 20140 16329 4334 21387
"200855_at" 21122 19305 19843 16700 7863 2326 21505
"200856_x_at" 10357 21445 18844 15158 17878 18603 9653
"200857_s_at" 18170 1959 19568 19956 2863 12492 19574
"200858_s_at" 18229 6055 14114 10702 7429 13043 8113
"200859_x_at" 4829 17704 834 13732 20362 16422 17426
"200860_s_at" 17311 13161 14952 4535 8788 13673 8427
"200861_at" 16452 18543 18414 17613 4440 13249 16910
"200862_at" 22088 4948 12980 16991 4626 3651 9599
"200863_s_at" 838 14228 16351 10189 8706 14863 9032
"200864_s_at" 4605 16847 19170 21298 4540 12930 3055
"200865_at" 15497 17225 1530 6227 14218 9623 13033
"200866_s_at" 5344 4087 18975 14127 1656 17975 1832
"200867_at" 623 5523 17508 4938 18352 11239 20195
"200868_s_at" 4211 6191 21822 12910 6832 14729 2558
"200869_at" 4081 8410 4106 6522 11707 6306 17138
"200870_at" 4361 14366 3953 13354 4714 14530 5838
"200871_s_at" 18507 4803 2624 12775 7055 16572 9811
"200872_at" 6169 5075 17164 10246 18375 6260 16900
"200873_s_at" 4261 14246 15090 14153 8765 12195 10350
"200874_s_at" 19879 19884 20131 11799 4427 18375 3854
"200875_s_at" 6518 17579 14056 10975 18435 2063 10715
"200876_s_at" 2988 12747 13957 10922 16390 12676 8429
"200877_at" 17642 4808 17518 13487 17572 10477 16919
"200878_at" 980 17850 3477 4947 18784 15193 9078
"200879_s_at" 16742 11236 11187 951 16960 3955 2304
"200880_at" 4549 16932 21630 16267 19323 11514 7757
"200881_s_at" 3665 16257 19038 15382 5798 10809 7717
"200882_s_at" 7087 15281 15933 13118 8931 12053 7373
"200883_at" 4408 4314 18098 17767 5838 14333 7886
"200884_at" 2095 16023 1025 12599 8515 12814 20090
"200885_at" 472 3881 21734 10336 1879 12759 5389
"200886_s_at" 3988 17255 18329 11307 7743 13365 9528
"200887_s_at" 5292 14493 15177 19037 16800 15696 17254
"200888_s_at" 20564 16719 14406 11096 8025 3258 7337
"200889_s_at" 19216 16436 20312 17221 4116 13977 8876
"200890_s_at" 2132 17907 19794 21702 18407 2545 19538
"200891_s_at" 804 22204 15587 3802 20319 4738 6504
"200892_s_at" 16634 5677 20185 14943 6696 13708 4845
"200893_at" 1518 14680 16350 16063 4698 12351 8534
"200894_s_at" 2450 3853 18271 15922 4163 16989 3518
"200895_s_at" 4254 14005 3107 16398 7166 11749 7907
"200896_x_at" 18600 14491 4459 4342 16062 3081 10455
"200897_s_at" 1573 19333 6476 10739 6521 17212 18974
"200898_s_at" 1726 6414 21913 21113 4756 13146 10286
"200899_s_at" 20219 19563 19915 10782 17133 13378 3565
"200900_s_at" 4980 3218 22090 14344 7072 14658 6010
"200901_s_at" 4263 3358 4758 16604 9524 2716 3899
"200902_at" 4248 19588 19888 13449 8111 19554 8978
"200903_s_at" 5284 16187 3497 3347 18828 10632 7735
"200904_at" 4384 21721 17933 11168 2711 3176 544
"200905_x_at" 16960 3891 13436 11871 6767 11297 5013
"200906_s_at" 19185 13476 13003 3606 9557 12897 5591
"200907_s_at" 408 18534 10955 17714 7367 19325 7705
"200908_s_at" 22271 1688 1643 12776 1123 11577 17935
"200909_s_at" 5257 13366 15641 6563 17580 6347 17266
"200910_at" 5634 5798 16747 16705 9438 10926 9154
"200911_s_at" 17176 13249 16414 5060 5598 15120 18093
"200912_s_at" 1550 6410 13375 12488 9063 17564 7516
"200913_at" 1181 20756 4259 21274 5929 2288 21116
"200914_x_at" 20582 16806 19585 14742 17105 19269 19375
"200915_x_at" 17526 5117 18540 16035 2302 17636 18245
"200916_at" 6692 14398 13984 4834 9311 19602 6780
"200917_s_at" 1914 1202 21726 11037 2322 21904 2408
"200918_s_at" 4314 16391 3053 10629 9535 14851 9011
"200919_at" 6958 18073 3248 11566 9176 17171 4024
"200920_s_at" 821 15528 19280 11467 8798 16983 5843
"200921_s_at" 3504 4288 18764 14942 9689 3434 8203
"200922_at" 2951 3965 20120 16702 4152 10416 5699
"200923_at" 1514 1084 11925 2476 1155 20493 531
"200924_s_at" 18524 16961 2806 12422 9606 15206 9775
"200925_at" 16428 13838 16241 6650 17135 4593 18071
"200926_at" 17191 8365 7520 6680 11874 6504 12593
"200927_s_at" 18380 17039 14544 20794 6911 2552 2978
"200928_s_at" 13620 1421 12957 15329 6895 13964 11898
"200929_at" 3408 3800 13101 18591 3705 14167 8882
"200930_s_at" 15867 10213 9686 21607 54 5415 22035
"200931_s_at" 2983 18319 14665 4068 16365 14735 17074
"200932_s_at" 2413 12516 4617 11264 19802 12732 17469
"200933_x_at" 6187 8478 4845 6645 11835 6462 12565
"200934_at" 144 18393 15879 17640 6980 4076 9701
"200935_at" 1951 15544 21834 21201 16164 891 19589
"200936_at" 5704 8328 16034 6651 11843 6468 12573
"200937_s_at" 18513 18502 19846 4986 4202 11622 6299
"200938_s_at" 11394 13286 6150 8230 11607 7566 10992
"200939_s_at" 10650 9097 9546 3215 20652 419 19103
"200940_s_at" 1154 17463 1544 12636 6266 1443 19550
"200941_at" 16540 15555 18457 13241 9833 13903 7227
"200942_s_at" 1952 6216 16186 10996 8627 10439 4092
"200943_at" 4820 14482 13147 15085 8186 12730 3805
"200944_s_at" 4679 5567 17718 4894 16786 14262 9613
"200945_s_at" 5256 12550 13858 17704 3685 3177 7216
"200946_x_at" 6148 13812 19659 17289 4328 10397 3925
"200947_s_at" 16736 13855 15695 17359 9602 4060 9670
"200948_at" 17476 14481 15197 11931 20570 16353 6988
