"inst_389" "inst_404" "inst_506" "inst_869" "inst_911" "inst_977" "inst_1023" "inst_1081" "inst_1184" "inst_1243" "inst_1668" "inst_2703" "inst_4467" "inst_5240" "inst_5603" "inst_6202" "inst_6959" "inst_7002"
"222183_x_at" 9183 10905 8721 10367 22197 1472 21948 315 289 21392 2677 18853 21050 6089 19784 6939 8679 7620
"222184_at" 19439 11177 13440 12332 16641 5921 14967 10474 9610 103 13342 11326 8031 12814 16901 11139 14738 13000
"222185_at" 503 1920 3717 11803 13265 13354 9619 11373 12342 10318 16128 12080 14220 15788 14825 9238 17109 6639
"222186_at" 1204 15479 10400 7969 19942 22068 857 1197 1756 4507 544 4052 2978 3539 3058 18762 18615 3327
"222187_x_at" 21107 12508 1212 18710 13635 7431 20966 3426 21029 22026 22243 8773 22256 6532 22178 19755 2937 10357
"222188_at" 12890 6688 11529 18466 17666 12711 12628 16621 16254 10736 15540 11923 21080 8268 7790 11406 3347 2515
"222189_at" 303 7199 9599 4574 17274 11775 13656 7003 11450 14236 13017 21955 13893 12989 18079 17478 9827 10966
"222190_s_at" 345 16807 17081 656 6376 584 19731 3899 4022 2924 522 6651 2054 7700 3366 19146 1272 9592
"222191_s_at" 892 14108 21154 3605 18081 670 20715 1813 21965 16715 2438 20666 4969 21816 9285 631 22011 2260
"222192_s_at" 6169 6569 4198 431 3547 454 15692 20820 3411 9763 2047 10501 19148 2247 1701 3447 8462 3181
"222193_at" 16367 19512 16394 313 1705 51 18520 2471 17832 10651 4234 18181 13652 21608 5233 6859 18400 2596
"222194_at" 12279 10987 10974 18676 9388 5397 7335 15542 15543 15127 15530 16487 13619 2631 17930 8147 10073 14484
"222195_s_at" 3882 21799 22205 5249 19239 994 16201 656 2113 7582 263 5108 6325 11348 10529 4871 7805 1780
"222196_at" 9968 7356 12211 12430 13380 8854 15231 16327 15732 12488 11297 12025 11730 3262 9677 8498 9732 18325
"222197_s_at" 7332 6890 6789 10738 16095 13888 10911 12830 13722 14698 16261 16476 12112 17521 13686 10887 113 13375
"222198_at" 7876 10099 9891 12335 10068 10157 9075 12526 16886 11223 11900 15453 13561 16316 13816 9887 9424 15009
"222199_s_at" 3485 20498 4213 2925 7576 3497 18653 21501 2420 19940 4809 3844 5060 3406 6342 6891 6710 21639
"222200_s_at" 20802 22018 18931 534 3528 4443 1279 684 2472 272 539 4312 2684 3857 2473 16808 1997 20133
"222201_s_at" 3537 6121 19724 4283 6187 18558 17513 19050 3042 19970 6653 8047 18387 5098 4795 16319 3402 6231
"222202_at" 12635 9583 10163 18738 9511 13847 7564 8771 2336 9295 15095 7169 1151 15535 14728 12798 13526 12425
"222203_s_at" 5841 16463 19316 8009 6324 16565 16608 5737 5614 17925 4140 8775 18981 6778 9939 5377 7941 20728
"222204_s_at" 17078 20758 17990 6979 18748 20987 16721 21308 2960 18414 10549 2517 19548 3085 9003 20876 21998 20818
"222205_x_at" 10898 10567 8529 15977 9789 11561 12110 14457 7270 15319 13491 13428 13752 12645 88 9526 9539 3391
"222206_s_at" 20017 11524 15863 8696 20189 18690 19227 17472 21878 21281 22206 5747 22010 21847 19144 21433 17738 9739
"222207_x_at" 5116 21181 14019 22030 5694 17870 1476 879 2362 2227 7696 1846 7772 20931 8536 4377 3723 3952
"222208_s_at" 5578 9869 9810 11667 11410 9251 20697 5681 2612 494 3380 21361 248 2472 4565 20549 17938 1722
"222209_s_at" 4864 16954 20467 1240 1628 844 5588 2548 2098 18397 927 5392 9420 1089 2211 2638 7118 3555
"222210_at" 12169 8258 12298 16809 16746 11162 14769 16744 16423 13623 18929 4006 13741 13490 11005 12464 15223 18994
"222211_x_at" 12136 7342 7799 13082 9260 6388 10872 7235 17735 12756 16571 1696 8659 2840 2252 13208 12445 11178
"222212_s_at" 1135 17151 16600 20977 19368 19527 4519 3666 5070 16444 9812 18289 8812 9219 18854 17052 19686 10588
"222213_x_at" 16108 746 15269 17193 16721 10049 14484 12996 9917 8517 12888 14220 13063 15670 17363 8083 12177 14044
"222214_at" 17862 4556 20583 8597 1682 19429 1245 1675 2681 7994 20925 21058 1183 6625 5060 19517 2267 1719
"222215_at" 10553 17453 22069 17781 15775 11121 10105 9267 16359 12560 17716 14665 13315 11805 13271 9587 16325 14229
"222216_s_at" 18843 13451 15288 21742 1374 18738 18173 21867 18621 21800 21326 5915 21382 19405 21753 20430 19446 7345
"222217_s_at" 16316 13164 18603 5700 7288 16859 4093 17782 7450 4213 8389 10383 20722 18571 10254 4196 8590 5738
"222218_s_at" 1078 6164 15189 12070 2529 12652 15166 16916 2415 8162 13664 10486 2092 974 22031 1197 695 1968
"222219_s_at" 749 1274 12715 11005 12180 13076 7740 11241 12762 8340 10579 14395 14328 11658 13422 8409 12127 12780
"222220_s_at" 4272 251 4590 14156 13432 6794 12331 3852 8523 12541 735 1254 1460 520 7752 20673 7016 1596
"222221_x_at" 515 18370 11636 9366 7992 21831 1781 21461 21511 20954 884 583 8821 1305 2893 17051 4038 2500
"222222_s_at" 10158 9202 11606 2273 19437 21566 21604 20029 2530 22273 5771 312 107 564 21844 3975 22161 141
"222223_s_at" 22032 20955 867 10068 18668 13856 11452 16024 13938 1101 19078 21355 21543 17535 15351 16585 2891 11946
"222224_at" 7047 11664 7433 19748 6153 12890 1557 2600 1526 1848 7175 19017 21390 9086 20665 16540 19579 3135
"222225_at" 21558 7829 15866 18004 16479 6589 8825 16701 17608 9297 16969 19441 19477 20802 20925 16264 14634 11421
"222226_at" 10148 10643 9974 14157 15424 5650 5379 6832 11959 10819 15647 4274 14941 57 2393 10248 15297 16249
"222227_at" 13873 10939 10651 11045 15461 13871 13552 11308 15462 14187 17150 11744 11707 17745 13785 12051 8526 15276
"222228_s_at" 1322 17664 17020 3649 18226 20755 3567 1077 6977 21203 4087 373 18070 989 18442 4528 6628 2462
"222229_x_at" 5919 13669 17756 19164 5747 15350 17714 4058 4252 6693 5971 1953 2733 1384 8175 15787 8340 20198
"222230_s_at" 3496 16171 13975 6885 7059 15291 6239 19885 6973 7036 8222 18893 10239 10878 9625 13744 8941 8211
"222231_s_at" 18800 19256 14109 19696 20732 20905 20727 20885 21283 20292 21504 6964 19938 20915 20215 18860 19918 20322
"222233_s_at" 2193 20634 18226 389 2944 571 5451 20302 2549 3508 5791 17316 2714 20581 12225 3631 17875 7708
"222234_s_at" 8890 19741 20141 5801 19804 16976 16265 17536 14465 13126 22080 11470 3467 2324 11867 9649 20184 21130
"222235_s_at" 6669 12974 1998 19824 6667 14842 20960 17585 7214 1005 4746 1511 3745 1668 9221 5290 7361 19539
"222236_s_at" 10857 11468 9977 5598 14588 9538 4669 15990 12835 19054 3810 12540 21599 13816 3092 8599 5652 18717
"222237_s_at" 11454 8490 12082 14337 4745 7184 6697 7640 16452 16014 12210 14812 4129 957 688 9430 14416 11300
"222238_s_at" 3133 21340 21522 3056 11009 6253 3384 14973 17795 22164 2575 20329 20977 21397 18399 6074 15472 18316
"222239_s_at" 3518 19292 17633 8081 6919 4373 20650 5031 4855 4575 7748 7369 17299 6053 10470 14504 7951 5658
"222240_s_at" 2186 16321 1542 3273 4183 17314 17202 17019 16387 4037 8789 573 874 21187 19503 12788 18308 10201
"222241_at" 20568 1321 18171 11081 14839 5410 7560 16724 10128 15110 15817 425 530 15069 537 8399 4890 17228
"222242_s_at" 18184 1238 5699 3749 17688 10070 14486 13583 7151 18381 5722 10952 6866 1788 18381 20425 13938 1388
"222243_s_at" 14406 18420 17401 2248 5601 4307 16984 1534 21275 15722 2275 8163 9859 1330 6708 19323 1627 3757
"222244_s_at" 4372 17665 734 6222 6010 3279 5138 18450 4496 7762 6393 8983 6399 10121 8089 5676 6814 4209
"222245_s_at" 363 2929 21492 21811 21321 1785 193 1381 18503 3189 3134 4651 2918 3081 9596 4351 18967 739
"222246_at" 11057 9335 7937 14150 8842 9138 10734 12187 11063 13546 11108 16107 13981 13259 4735 9974 11622 18111
"222247_at" 21722 1826 4059 16459 9889 6140 7994 9742 10951 14227 12246 15037 14932 11766 18109 12443 12967 16405
"222248_s_at" 12905 9203 7492 18462 9692 6817 10034 15781 11365 405 18860 5382 1475 16764 5376 830 15921 11888
"222249_at" 9356 8674 7711 18518 9859 20101 593 15117 5621 5545 2896 19911 3084 6604 20062 22091 13221 15023
"222250_s_at" 5500 19605 6183 20701 4099 15461 20326 22049 20668 20964 6224 19336 18484 11057 3742 5675 20131 3422
"222251_s_at" 3283 17613 4288 4743 19936 2083 4963 19429 5013 1746 1681 18360 17265 18576 9821 6118 17514 10698
"222252_x_at" 526 14794 3006 9455 22221 1059 22268 416 7962 17006 910 19389 16331 552 619 15506 387 21855
"222253_s_at" 10042 9577 13484 16104 16258 12090 5817 12286 12164 13843 16924 14536 2112 17686 13666 8069 12510 12226
"222254_at" 13439 10534 10477 16139 15592 14398 13677 8350 20360 12952 2138 18655 21315 22218 2221 4551 3786 10255
"222255_at" 9402 8050 9146 13348 11636 7154 12262 12423 12591 10500 14151 12431 12540 14433 15044 9189 13306 15100
"222256_s_at" 11786 10855 12578 5375 3072 15064 21751 10804 21272 19000 21814 20681 2340 20620 4235 2866 5202 236
"222257_s_at" 20259 1723 1495 13095 8907 7278 9586 11555 12278 13518 17581 16087 13972 11956 16019 12506 9841 13380
"222258_s_at" 9739 18730 6108 6329 5973 3967 3986 2117 9312 5433 6818 14498 8566 19256 6967 1060 4317 9509
"222259_s_at" 17080 3331 12878 18774 10805 11267 13864 13850 13118 12817 17539 15226 15553 16921 17136 11584 14587 11683
"222260_at" 7653 11072 8702 18127 15515 5747 9254 12671 10921 11322 15105 14946 11156 15375 13793 7702 11690 13605
"222261_at" 11056 8456 12219 12702 9069 12981 9033 13498 14104 11704 17616 1571 13941 15835 18985 11527 16185 18725
"222262_s_at" 3232 17406 5757 6050 5238 17104 3496 2402 20670 19379 9686 6436 3039 2605 3193 18064 18064 5168
"222263_at" 6396 21580 19892 9356 8021 15387 4939 5546 18140 20006 4280 2215 10298 4868 11356 18015 5620 5307
"222264_at" 1184 5165 20510 20579 4643 771 16415 4509 6078 3072 4634 5789 5769 4904 10591 18620 7933 3742
"222265_at" 11855 7221 9253 14844 9686 7613 15528 14013 9781 22 13836 11039 3628 18440 17848 9386 13497 16832
"222266_at" 21033 20337 20653 3661 8075 17317 5480 6137 4505 2534 3057 8868 4358 8761 7534 16939 21646 3893
"222267_at" 698 20754 2669 2394 20709 20567 1925 13607 1454 5809 20556 21936 6288 1029 21393 3894 1804 398
"222268_x_at" 11498 12553 4853 10724 9587 8480 12140 9679 14990 8457 11160 15072 20906 16397 17519 8002 10526 15921
"222269_at" 1845 4930 20721 9831 1129 2369 2152 21571 7978 1962 20230 18061 6544 408 19934 1548 18630 1791
"222270_at" 7685 10123 10985 21525 20312 21597 18788 1404 20890 20537 19306 21292 6113 8970 21155 21670 8414 20318
"222271_at" 22279 1975 16207 17271 16057 6675 9007 15756 11958 11646 2893 738 4928 2407 16395 21991 16592 12016
"222272_x_at" 8313 19802 6377 3810 3006 20915 530 159 15028 7874 2777 21143 17785 4535 3619 16137 1407 2668
"222273_at" 16923 20794 9792 432 3613 16496 16171 6039 5663 1682 1642 9158 5814 10855 19063 19852 20403 10542
"222274_at" 21544 652 1744 10961 9942 10707 12598 7089 1983 1283 3209 20407 12057 18194 5985 6363 14578 17363
"222275_at" 18457 17696 4173 19693 18713 18516 6416 21056 1877 15680 1419 7412 19585 8967 7673 18994 8350 3831
"222276_at" 22111 1787 863 10341 20640 22237 2643 762 9086 22276 9707 1540 19577 4410 20687 21493 20342 1268
"222277_at" 7988 22248 22187 16632 9757 7870 13576 8455 10065 16345 13454 11795 617 625 11398 13196 16721 1304
"222278_at" 21679 19772 1552 14735 10693 6828 11824 12515 15872 11774 18815 3495 11221 17590 13815 11248 12191 14064
"222279_at" 5331 14746 5909 3061 3195 2968 21265 19314 21621 20808 3466 19671 4734 2156 2502 20056 22236 22255
"222280_at" 18499 15172 14001 6565 4489 3704 21859 3194 208 20830 1752 6137 8167 22220 18473 13521 905 4465
"222281_s_at" 10601 1865 9574 13386 14694 12167 9000 12980 15296 14624 18149 11266 12831 15538 16545 11517 13940 14253
"222282_at" 17908 18504 18597 3102 5761 20741 1473 1037 19645 1268 3265 19469 6333 19905 3308 15069 3166 5997
"222283_at" 4988 2200 21385 14704 13875 1133 2927 5938 20118 2930 21857 21322 20389 21773 19560 17997 18270 1672
"222284_at" 17546 3352 1464 6670 22148 21436 5217 17429 1164 5985 4322 3504 16555 1479 20423 4563 4279 38
"222285_at" 13438 9958 11850 16128 15853 6434 12970 12435 15742 10332 16446 13944 11282 15173 14305 8186 16363 14493
"222286_at" 20735 12892 9050 19245 2084 20728 6683 5285 992 5555 9202 1020 9121 19939 1540 17196 20352 4440
"222287_at" 13946 7431 10279 13537 17198 8366 8709 15873 16292 13531 14332 3669 14870 12697 18008 9913 9478 14984
"222288_at" 21701 14051 19465 20612 17869 18744 554 5181 16807 1951 19696 631 8361 20409 3392 19160 19429 19520
"222289_at" 12239 9023 7133 17221 14186 5284 10371 13667 11067 13206 12871 957 9625 15308 14734 10243 16108 15382
"222290_at" 14188 860 8170 211 7898 10753 18354 13246 14507 1044 8469 2590 17038 907 3052 1321 8660 18374
"222291_at" 12378 10265 8694 17928 13669 8916 12746 12958 12408 10367 10629 613 12951 12899 15538 2810 17278 18156
"222292_at" 11149 8931 9979 16319 13982 10105 7672 12315 13259 12274 12550 13674 11571 14759 15716 10761 13175 15532
"222293_at" 18308 11774 13037 16660 11173 5275 14287 8552 9726 9853 11293 21688 622 16468 13575 9621 9574 18819
"222294_s_at" 2758 13986 5501 6739 2621 15824 22190 20065 7357 22138 21331 18217 5741 3699 6443 19876 22084 1760
"222295_x_at" 21749 12001 13490 12470 12997 5804 9641 13502 16552 10665 11741 1527 20028 14561 2363 18130 16059 2629
"222296_at" 7230 11085 9980 11342 11763 11647 12077 11527 9251 14148 14296 13879 11878 16038 13046 9686 11932 13809
"222297_x_at" 1622 22109 2266 21747 4851 4055 1490 595 5629 1423 9482 6139 16550 2213 4330 6418 18579 5996
"222298_at" 11357 6880 13816 11780 8801 12873 14363 10928 17302 15329 18182 3057 14144 18515 13248 14001 495 12379
"222299_x_at" 8865 11331 10514 12782 13717 11271 13318 12213 12641 10960 14680 13096 12509 14367 14674 10095 13058 14872
"222300_at" 14770 13458 9594 12652 9658 11462 15369 15410 21215 9508 16492 21486 11775 13471 14125 4981 2383 15528
"222301_at" 4806 22 4840 18022 17370 11523 15539 7811 13278 14249 5477 11850 204 13313 17644 85 10170 10911
"222302_at" 5133 1748 22182 12482 17781 12700 15647 10632 9943 22012 870 6378 22012 1950 4681 10104 86 1308
"222303_at" 1326 2538 10318 8084 21303 17801 4613 13447 7249 20924 20839 2089 5575 3464 10917 14871 11048 1745
"222304_x_at" 7540 21761 6603 19970 22122 17655 20229 5792 20152 6551 5636 709 4028 22012 8155 2444 35 22092
"222305_at" 48 1544 3334 3814 2615 21723 18019 13840 3184 21934 22225 10653 21928 10056 1052 4359 19134 2367
"222306_at" 15776 2942 14570 11811 11503 4115 143 16854 20368 2547 719 18047 2975 2946 18534 5865 8134 5354
"222307_at" 13004 16382 11307 11900 17392 11869 14351 8149 11604 10384 11412 4940 281 20932 13464 277 13558 11464
"222308_x_at" 10099 8499 10667 12486 12482 14175 14701 15110 22125 15507 18768 13699 4509 12948 17886 22140 16585 12376
"222309_at" 4422 13353 11864 2576 18409 1156 6131 21757 18877 3335 5144 8689 16253 9244 12000 15324 21611 21067
"222310_at" 18328 2383 9889 16949 9458 12409 1828 14664 18109 2602 8236 7683 7402 21052 8031 21530 5891 21458
"222311_s_at" 20664 18878 829 4415 7515 21912 3101 2004 18416 7378 22020 8081 3350 18648 8074 14850 18416 3085
"222312_s_at" 14787 12532 10028 8665 3165 19121 1011 2757 16558 1553 3118 13436 22139 21492 1773 8203 6578 7107
"222313_at" 1375 21473 12421 19307 7540 4193 3715 1315 20068 7127 19353 10050 3268 8373 5912 15278 17799 3169
"222314_x_at" 10366 7620 13166 14731 16381 9058 13066 7163 13760 11952 13494 13640 15732 12647 13953 1260 9414 17575
"222315_at" 12563 8208 9384 791 167 341 286 5074 15689 20550 3033 12237 22030 5660 2270 2555 19419 368
"222316_at" 17313 20556 7341 21691 18933 20577 5374 10251 5569 3154 8713 1742 2302 10196 2569 17788 2957 3377
"222317_at" 20592 2562 4417 19151 8189 19287 20976 13270 822 12591 21645 18359 13160 7026 18358 6200 21865 392
"222318_at" 19575 3144 16564 1499 20807 12883 11654 7705 3102 2234 4028 1880 18903 8207 20397 19068 1036 6640
"222319_at" 15737 1241 202 15752 12651 13274 8247 9586 17162 8198 10773 20535 5557 9984 480 1078 14907 18927
"222320_at" 13596 5176 8743 11738 18847 11082 4976 13908 20473 2340 9899 1848 441 2774 22082 21867 14305 487
"222321_at" 22266 20707 12446 14041 15364 10733 14240 11088 17424 14751 17183 16434 14474 11728 17263 12770 10361 17519
"222322_at" 9485 9746 10131 19038 17418 13296 15607 9262 6700 14745 14396 20361 1851 17420 718 18781 10306 14586
"222323_at" 364 21057 11064 16551 13561 5752 15320 11512 12187 14262 17206 15498 11721 16811 17804 12549 12492 14349
"222324_at" 14232 18997 15134 16161 1823 14155 8987 9257 12736 14793 11098 14413 11108 18018 5590 11559 12780 14613
"222325_at" 12836 9188 10293 18949 10221 17292 19152 5931 12273 11562 20442 11414 14288 22223 21327 9377 1496 18993
"222326_at" 21545 8726 19214 17883 9758 11674 2647 14126 284 13225 12625 20014 13397 16894 12942 1152 16191 14926
"222327_x_at" 14296 4787 13596 9244 21680 15376 2097 12742 8898 834 21138 6608 19691 22186 6056 22087 5717 7881
"222328_x_at" 18905 4020 157 16022 10993 7487 9416 16037 9253 14694 17521 15540 13924 13126 158 19980 12312 16005
"222329_x_at" 21801 159 3844 12110 8806 9569 15060 12180 16179 14104 18990 15670 14296 15303 21792 9794 17184 15308
"222330_at" 5115 11307 13154 14317 9679 14194 7584 8814 8429 8786 18648 3431 12916 18497 14378 16409 16671 12356
"222331_at" 11904 10570 11955 15753 11980 6574 9852 11618 13181 11214 17182 14113 14611 14799 16027 11448 13207 15016
"222332_at" 14039 9158 11783 15566 9715 7479 9264 15310 16297 4678 11710 2236 7256 11346 21239 1458 16143 17369
"222333_at" 1958 3677 14448 8521 19795 19148 11590 8177 531 3895 561 1083 5003 3061 925 18558 1278 21332
"222334_at" 4521 78 16668 18622 16706 12312 15373 6892 13338 15531 8720 16094 20947 15396 20499 11258 7721 17826
"222335_at" 10843 3581 5310 22152 20925 22228 18627 3001 662 5252 21844 3417 18338 21422 22133 18361 4144 22250
"222336_at" 11467 116 11949 12196 8960 14553 19592 13365 15099 10479 2535 15595 13617 403 180 411 5445 18267
"222337_at" 10836 21786 11030 14479 1413 14491 8234 7661 12311 11303 3575 10867 3770 2072 21161 21835 10778 17977
"222338_x_at" 14497 21061 14792 20558 7775 21887 19717 766 20676 928 1288 4262 5111 10908 1283 2897 731 1753
"222339_x_at" 569 16094 21751 2049 17025 11298 12477 15428 8497 7401 13548 1578 21883 5074 22215 18603 19291 1204
"222340_at" 7706 19970 11870 17890 16575 12782 12866 8923 14554 9448 18448 21156 15351 2843 14828 14101 17074 10812
"222341_x_at" 20463 4979 11250 18265 9016 7271 13973 7284 20972 15740 8460 19708 3588 6636 11117 14534 13660 1900
"222342_at" 8762 11248 7614 14288 10461 13739 8199 15193 9415 13701 17777 11847 15889 16848 16605 12505 9625 12707
"222343_at" 5201 22042 12570 141 1668 132 457 18917 2897 776 2820 1292 7558 10254 6710 2504 2243 5777
"222344_at" 11145 7759 7373 14400 10791 13926 2133 15758 1408 19623 16014 20016 17787 11963 13268 3068 908 13107
"222345_at" 8408 11208 9695 12414 11388 8214 12538 8448 16537 6816 10568 5691 17761 16868 15462 13051 16842 16708
"222346_at" 1762 8024 20566 13693 11878 9553 12799 11582 9999 8383 11041 14229 10885 14210 16684 7534 12562 14411
"222347_at" 13169 21967 18026 20082 3187 15497 2967 10228 10408 1568 6637 18932 2212 5858 299 12331 941 395
"222348_at" 9205 8238 8531 15536 15061 9213 15881 8159 13131 17128 2635 14303 7284 3832 9312 9292 5076 17640
"222349_x_at" 8608 19918 10926 21007 4642 19793 4105 8617 20747 2421 216 17559 5165 249 21981 6535 21337 4705
"222350_at" 7244 11083 12535 3883 1048 1554 719 9539 14169 18391 3690 2649 7326 21888 15 21215 2905 20546
"222351_at" 10881 8811 12129 18557 13511 10236 316 8658 2318 5629 19079 21074 1822 15212 16008 1320 20312 20730
"222352_at" 1048 431 4497 7429 176 1615 5609 19419 15563 5330 448 9808 20013 6774 2795 19073 216 2997
"222353_at" 13958 11586 7944 12105 15727 12023 11186 7488 13267 858 15236 20406 15928 2106 5736 2373 16855 16533
"222354_at" 11752 7253 10789 6401 5672 4799 2125 14498 7117 7159 21942 3757 2936 20202 3911 1692 19979 1830
"222355_at" 12114 7998 661 12221 13599 6895 14281 14044 15324 8414 12173 19374 12131 17857 21965 1743 13783 10248
"222356_at" 22046 2990 9586 16976 14316 5183 14341 4808 14998 12988 16593 12296 2269 12694 15702 12193 15825 17854
"222357_at" 19585 11922 7161 15722 9259 11907 7097 6841 8508 9030 17677 1408 8655 13993 15459 108 13861 17053
"222358_x_at" 20771 21997 12344 4796 2451 15110 21289 39 720 21065 1380 18992 2413 21085 4499 2065 3278 19577
"222359_x_at" 12050 9664 10498 18145 12974 9151 10834 6910 17534 8861 18293 6505 11089 12265 14689 10241 15665 14950
"222360_at" 20554 519 17559 7916 8293 21541 16690 13818 5184 20261 1198 2390 9974 9325 20810 4074 20133 1565
"222361_at" 6739 7148 787 15223 11559 7594 11704 14564 16299 13112 15695 13095 13909 15634 16520 9955 12838 7448
"222362_at" 21662 3930 1806 15918 15001 5663 13954 11777 10508 8333 16688 13715 21886 17405 14110 9681 17038 16529
"222363_at" 1616 2273 4148 14656 15603 6061 5621 5479 485 8204 18148 9537 4281 11862 17878 5181 9758 17354
"222364_at" 19252 11062 17422 5053 17731 15928 15184 16330 19711 13270 15595 3827 1528 6812 22272 15068 19057 8291
"222365_at" 12849 5682 7246 17260 15709 12737 14206 7275 9824 2493 12786 13924 17539 3583 22245 21933 12787 16753
"222366_at" 20281 21168 6241 22148 2539 21207 394 5563 19720 220 3902 20969 17032 19456 2916 7137 1999 2547
"222367_at" 16869 1527 6770 13530 8739 12172 13487 14580 16170 9635 15084 13153 1152 14860 17290 9798 14585 15513
"222368_at" 2125 3049 5235 15617 11256 10651 13433 13613 4367 16974 986 20643 18128 825 4390 5920 6749 354
"222369_at" 16792 19517 5725 5947 4907 15691 15772 18747 20645 16125 6053 20402 16843 7648 7389 6039 6081 19545
"222370_x_at" 1351 14184 20514 14202 9716 7960 9678 10035 5671 11435 15983 21674 7646 1299 22116 4197 18249 18654
"222371_at" 20542 19257 5218 22209 6479 22171 18808 17026 21246 17270 2328 10846 1535 9648 5360 4946 4428 20116
"222372_at" 12653 21855 12442 19210 609 22210 2460 666 7758 1248 1256 9615 2732 7981 3781 3094 990 1610
"222373_at" 7029 11742 10459 16168 16428 11980 12795 13996 16350 14683 17416 15012 14038 17526 2346 1594 14328 15914
"222374_at" 21926 9483 11927 15333 12374 10903 11630 11095 9733 10936 15866 11246 12611 14726 14596 10280 12529 14379
"222375_at" 21565 22224 12653 21886 3204 22246 3873 3066 3408 1267 7312 1426 21750 21151 9962 5062 21985 1522
"222376_at" 4238 2947 1251 19378 1491 457 4166 16022 21385 1879 20779 21605 1809 6589 1707 20560 19676 1290
"222377_at" 7964 4051 3083 17118 15697 10007 7316 12642 15342 15023 18350 14131 13989 18068 17688 11766 15210 14072
"222378_at" 7321 9180 21737 13782 8926 14411 15347 11973 12258 10390 11760 13256 4279 14863 19717 20680 4021 18945
"222379_at" 13118 7562 7005 14968 12199 6212 10057 13252 14509 10989 14592 13091 15551 14004 16290 7905 11810 18221
"222380_s_at" 3953 19378 17751 21822 4047 22177 2319 4671 2875 17351 5642 3660 10485 19788 8651 7279 3494 6481
"222381_at" 17214 19265 2166 20853 17973 668 411 16803 12126 15063 5239 17751 334 19736 6 13016 10696 4910
"222382_x_at" 21149 5553 18406 20942 20933 15067 1573 2983 7078 3582 21708 2804 21309 18891 2875 17628 4579 5175
"222383_s_at" 12801 7072 11884 14189 11002 5724 10917 13871 14097 12852 10793 13706 13905 14101 17275 10710 15437 15756
"222384_at" 6969 9010 12943 14341 17585 7298 10056 10744 17186 8725 15605 6886 13513 14942 5380 11890 10880 18916
"243_g_at" 16433 17377 20227 6696 7995 17587 5657 19497 8854 7304 2846 21267 8128 8684 10861 20545 6810 4271
"266_s_at" 9863 19631 10406 9573 7010 16938 5485 5759 13702 17541 6077 12453 10611 4325 7840 8756 8940 6779
"31637_s_at" 79 12478 13612 770 22166 7736 3774 8343 14117 985 6194 18514 10141 20675 21574 16029 543 19913
"31799_at" 10773 8446 7950 2409 8245 17733 17339 16922 2825 2665 7509 8273 1432 4395 4520 4303 21087 20742
"31807_at" 15110 15220 2209 5996 17916 16347 6023 20693 6655 6619 6690 4401 20338 9613 11886 7312 8933 5396
"31826_at" 16393 13809 15284 7278 4085 19667 5237 19513 3231 15725 8406 7527 7994 10725 4322 5975 8367 8799
"31835_at" 12724 18452 7829 16088 16646 13672 11188 10713 14298 4786 17068 3729 4929 13225 15596 10279 12227 11971
"31837_at" 2796 12758 16308 4587 19856 3292 17418 21248 3582 16937 3325 9464 4175 20747 20887 13834 8448 2595
"31845_at" 4728 20997 22036 5236 21507 16695 19115 5831 4976 16460 3951 3208 19732 5191 12384 4912 3964 20168
"31846_at" 647 4452 17336 7688 19702 18974 5598 4253 1269 6172 8008 20729 10269 20813 10624 22149 4163 9612
"31861_at" 15693 16965 14991 1954 21112 20869 18797 4149 19786 4423 538 19423 19493 6263 9378 14122 227 1073
"31874_at" 17212 16628 5729 20581 20879 21233 21087 21948 56 17123 8147 6131 18642 18540 11794 2029 6538 8101
"32029_at" 1770 5474 3572 8106 8571 20566 5799 19664 6213 5890 2701 10093 21663 20360 4216 13725 3586 5720
"32032_at" 15007 1763 2818 4709 18512 2357 4096 17343 5163 16725 5455 9525 18142 19648 11577 4747 3519 2417
"32042_at" 8337 18253 21674 6740 1917 16330 21548 18993 20501 3649 5219 18321 7888 10332 8141 21318 6015 21540
"32062_at" 6457 14640 251 6437 21930 3205 6650 3224 18258 8151 887 6383 7106 1663 2312 14282 610 5013
"32069_at" 3411 21449 3514 21049 20905 18043 18452 2661 1637 7270 6727 9314 17418 6364 10164 4498 20677 20576
"32088_at" 7641 11251 12916 20712 20848 18707 1869 1779 6331 18491 8450 9922 9140 2493 12001 20738 3911 305
"32091_at" 18527 14316 5971 19155 5633 21545 21578 21870 18509 21293 558 17123 21206 21332 18980 14220 193 21087
"32094_at" 1019 21876 20250 17515 17054 10918 15460 10364 17207 21471 12714 16234 19170 21255 4078 1061 1212 18532
"32099_at" 16435 20691 21703 20730 19375 18982 20239 5154 18664 4747 8729 2740 10672 5727 10904 5288 6908 8763
"320_at" 14878 20384 14788 11704 10122 6684 15078 16394 20517 4009 8970 3149 20130 10630 3290 19139 13815 8293
"32128_at" 9755 7185 10154 16542 9539 11779 9901 8016 13692 10472 11525 16615 7389 2479 19364 19670 10826 12587
"32137_at" 4392 4060 2485 20282 21981 18084 19708 19818 21476 2249 21208 20454 16422 20688 21051 19194 21081 8626
"32209_at" 2979 14837 941 5076 6210 15787 6952 2768 3077 1964 5910 6462 6510 6466 6679 5528 5932 4729
"32259_at" 20695 20867 17509 567 1286 16134 480 5399 3730 16936 2577 4403 17007 1292 3704 6631 426 3428
"32402_s_at" 3282 4061 18438 4579 2437 905 16439 184 669 12181 1305 8373 397 6479 7178 4721 482 20981
