"inst_141" "inst_144" "inst_1594" "inst_3210" "inst_5391" "inst_6291"
"1007_s_at" 3040 6676 2184 3792 6506 11490
"1053_at" 19490 7073 2969 17420 18236 20306
"117_at" 18442 17993 11247 12813 13118 9321
"121_at" 4394 20362 3876 15791 7063 18586
"1255_g_at" 11708 8121 9760 8074 11493 9251
"1294_at" 1815 20539 3863 20967 20603 3445
"1316_at" 241 18669 323 15418 5982 21286
"1320_at" 1531 17337 16573 12580 17246 10719
"1405_i_at" 11131 12105 2730 11529 8869 11214
"1431_at" 10031 10615 8725 19071 538 9156
"1438_at" 3454 20379 16039 906 2509 13723
"1487_at" 2390 3244 6879 4734 2886 12590
"1494_f_at" 1865 21960 283 162 451 3243
"1598_g_at" 17764 20723 1792 5317 21257 18205
"160020_at" 3038 17949 19190 13913 1133 2444
"1729_at" 22260 18152 20408 5611 4467 15060
"1773_at" 3331 6235 11633 21330 21169 12473
"177_at" 12562 9197 21387 10809 5359 10180
"179_at" 2470 7247 22265 22116 1663 1904
"1861_at" 6157 17601 11577 14969 19904 12689
"200000_s_at" 16469 3278 2719 3762 3775 15379
"200001_at" 5978 7155 5400 6429 16668 13548
"200002_at" 17665 5648 6554 15106 6758 11571
"200003_s_at" 16103 3617 7904 8931 7344 11836
"200004_at" 17434 6945 2930 15967 4936 14949
"200005_at" 16792 2238 5043 6550 15269 13620
"200006_at" 15728 2533 3955 14355 14317 11931
"200007_at" 18116 3176 4953 18344 16859 16551
"200008_s_at" 4706 1998 3183 22136 18520 19014
"200009_at" 5859 1804 4670 7105 13988 14478
"200010_at" 2977 4334 4084 15350 6361 12747
"200011_s_at" 15734 18516 4732 4075 3454 16165
"200012_x_at" 15109 7662 7296 6740 16464 11921
"200013_at" 18300 6034 3580 14090 7512 3636
"200014_s_at" 19549 1669 4822 16465 18333 12436
"200015_s_at" 16973 4753 4450 7132 6111 15610
"200016_x_at" 17218 3803 20245 5842 7249 12854
"200017_at" 19979 19830 5060 9015 9436 12269
"200018_at" 15343 6511 7989 13842 9424 3958
"200019_s_at" 4109 4646 20608 5666 4661 3511
"200020_at" 16019 2829 21031 3670 6211 13060
"200021_at" 5326 19639 20979 9098 9523 6628
"200022_at" 5334 4468 20379 6492 7405 3406
"200023_s_at" 17721 5361 18763 14366 15895 13046
"200024_at" 18059 4034 7835 7128 6770 14638
"200025_s_at" 17781 19041 5963 6599 16555 12195
"200026_at" 19150 17298 2844 13536 6047 3472
"200027_at" 4996 4234 4646 15204 20289 14347
"200028_s_at" 15459 3237 7302 3039 6530 16443
"200029_at" 4166 17185 5946 6244 14858 3225
"200030_s_at" 14973 4849 4325 15163 7211 12842
"200031_s_at" 6059 19694 19715 9001 9417 12555
"200032_s_at" 4968 5633 4784 9019 9439 11568
"200033_at" 15044 6984 1576 15117 4974 12585
"200034_s_at" 16810 4608 3702 14646 13922 13686
