"inst_1000" "inst_1058" "inst_1161" "inst_1220" "inst_1645" "inst_2680" "inst_4444" "inst_5217" "inst_5580" "inst_6179" "inst_6939" "inst_6980"
"216047_x_at" 14299 15153 5449 6232 11878 12239 3254 9321 12129 5274 5209 13125
"216048_s_at" 21165 21059 5161 2707 21535 4917 2084 21606 21195 19372 21199 21041
"216049_at" 21941 21928 10060 16292 21562 14815 520 22046 21897 11623 20349 21776
"216050_at" 7910 7776 15929 8943 12941 10411 10470 9888 12837 10980 13799 13890
"216051_x_at" 12305 12735 963 18859 18977 18063 6278 7972 15313 14140 4080 14978
"216052_x_at" 13397 16249 15274 16838 13903 12552 17023 5595 20606 8854 15052 19346
"216053_x_at" 13417 13876 9840 6282 13246 2761 12274 10461 2975 6890 8305 12625
"216054_x_at" 14808 15370 19325 4351 1087 21606 8978 2136 6070 7495 15041 17856
"216055_at" 11843 8234 12677 9523 14044 6965 12727 12260 4342 13813 14089 7564
"216056_at" 13257 14636 15984 1925 12019 15837 5479 13626 12576 13357 11102 10743
"216057_at" 8242 14751 17287 13241 7423 7820 2012 6695 14864 15919 9815 4417
"216058_s_at" 14329 8455 14704 11004 13628 14766 13050 8603 11386 13356 9382 9160
"216059_at" 11399 10078 12662 8932 10904 12713 11792 12861 11188 8445 10342 10039
"216060_s_at" 1270 165 274 467 2050 67 678 1806 3012 131 2232 1116
"216061_x_at" 18109 13050 10109 2382 16236 18078 7974 18818 17683 20559 21045 15978
"216062_at" 3917 8438 11777 843 14122 21973 5277 18851 12976 18741 16396 15509
"216063_at" 10628 10983 11338 8026 9608 9641 11223 10927 9030 9758 8506 7538
"216064_s_at" 16531 3856 19210 19086 17412 18585 15536 15202 17227 17928 19786 16614
"216065_at" 12188 16131 13045 10920 12087 5015 11958 14302 11250 15316 8155 9625
"216066_at" 14363 13241 9391 5555 6003 11648 11182 8406 10200 5497 15019 11285
"216067_at" 7765 15479 14861 9312 9821 20114 21581 20552 17484 19871 10287 14274
"216068_at" 12584 10370 8226 8284 6717 9626 12759 9103 10769 9512 10892 10526
"216069_at" 19475 13825 6707 20629 15130 19930 20639 17432 16258 13776 20220 17052
"216070_at" 6409 5850 8593 5653 5937 1223 3299 1801 7333 3873 2895 12880
"216071_x_at" 20918 20023 20740 21403 20754 20158 21908 21440 21404 21388 21981 20709
"216072_at" 14467 13269 6589 19236 11393 17228 3489 18433 13461 16214 9053 7146
"216073_at" 9955 6954 8286 10736 10629 11334 10999 12412 8071 10945 10123 9819
"216074_x_at" 20158 18592 10325 3505 18067 13456 7028 17682 16720 11146 18134 5603
"216075_at" 12029 15736 12180 10440 2724 19761 13002 9557 11068 8932 13611 10415
"216076_at" 14672 14955 14511 5871 13701 21150 11915 14848 2973 12877 15140 6114
"216077_s_at" 6270 9831 7956 7566 14170 14775 18422 10457 13609 4356 8688 12611
"216078_at" 14198 8232 11478 5639 12610 12539 11029 14238 8529 8323 12443 11657
"216079_at" 13868 12963 7096 2907 11372 20269 17211 2670 12693 17391 14303 7629
"216080_s_at" 244 130 4866 1317 424 868 440 630 973 923 751 187
"216081_at" 14086 14281 10659 1303 8688 15619 4384 1612 4420 13404 12514 10844
"216082_at" 13485 7759 13850 6796 13761 13938 5109 12781 10897 13249 12629 14281
"216083_s_at" 7165 14202 12128 11370 6555 17086 14049 7823 3644 7434 1977 7303
"216084_at" 7369 6882 13053 7795 5998 15155 10364 13761 10472 13110 5882 5825
"216085_at" 13601 13805 8602 10173 6258 10624 14596 9518 2945 6087 9056 3843
"216086_at" 6527 13709 10158 10177 13777 12287 12192 12098 9883 18038 8681 13624
"216087_at" 13142 14017 12785 6470 12196 10519 11995 11016 8342 8305 6193 10717
"216088_s_at" 17726 4056 18703 16840 20402 7215 18295 17010 18953 20132 19654 18966
"216089_at" 6295 9333 12969 6270 13932 10685 2518 13259 6905 964 10066 12004
"216090_x_at" 12518 8133 9562 4150 12899 13601 6486 2716 15715 19831 13024 13635
"216091_s_at" 478 2434 4622 15074 2138 5607 3550 771 5151 521 5344 3659
"216092_s_at" 14498 5392 1219 714 512 1139 16706 3174 4970 1476 1293 2268
"216093_at" 7839 6402 13274 11341 9112 11559 11576 8289 7431 12239 12255 13246
"216094_at" 17647 12757 16437 2296 5692 19716 1756 5514 19967 6388 11371 3922
"216095_x_at" 21200 22021 19458 21614 22196 20246 21747 22221 22031 17986 21875 21730
"216096_s_at" 8406 6963 8526 6379 6798 9074 11572 14213 9810 7266 11204 13399
"216097_at" 14332 10131 12437 8728 13795 14151 862 8528 12034 15061 9884 14616
"216098_s_at" 9292 11637 15064 10961 9044 10533 13270 10596 8460 12638 9584 9317
"216099_at" 11290 15731 13194 12069 8484 10106 14513 9530 7567 12183 8364 9909
"216100_s_at" 20884 18575 21366 18697 19161 21270 18432 16114 21191 19488 15760 16914
"216101_at" 18764 16178 1613 18835 17893 4668 17323 16871 14601 5804 17304 1951
"216102_at" 11312 10179 14003 9594 9378 13511 12279 11484 10095 10793 11018 8136
"216103_at" 7050 15874 11911 7153 7376 17696 11040 13238 9410 19008 12648 14780
"216104_at" 8978 6597 15737 11219 11274 15128 718 9385 12681 13626 9316 7925
"216105_x_at" 20444 20849 20810 15907 19572 19782 19959 19231 16946 21531 4690 5337
"216106_at" 11319 14883 9154 11725 5893 14861 12648 13828 1678 8080 9937 12620
"216107_at" 8556 8179 8230 9846 8985 6161 14398 9176 1396 7257 11926 8338
"216108_at" 14073 13693 11787 6462 14235 17285 2416 9670 12994 10879 14956 7362
"216109_at" 21262 21053 20224 16859 21748 20661 20234 21041 21763 20147 21733 21784
"216110_x_at" 4664 16157 635 2321 8192 552 1241 5420 14369 412 964 8958
"216111_x_at" 3793 3162 3050 14491 4141 5828 5960 17459 5788 3261 20205 17731
"216112_at" 11888 7672 19744 12220 2860 2751 7667 5715 17397 19740 671 20129
"216113_at" 12402 15676 6754 12841 12514 2308 2694 7494 20334 2738 12954 11804
"216114_at" 6799 8033 1642 3834 5377 1752 19453 3699 5899 3280 13003 8498
"216115_at" 3885 11951 5795 10601 14772 20776 21168 15733 21537 21380 13949 13909
"216116_at" 11015 13449 8382 10047 10569 7544 13059 14346 9960 11530 7408 6743
"216117_at" 12392 9507 10004 10035 6522 5734 17072 12143 13540 16245 12533 12198
"216118_at" 7733 11759 12409 12164 11351 10733 16880 12340 10999 10765 9971 12892
"216119_s_at" 6987 8637 8503 7068 2562 939 1197 2051 1334 11798 4878 2799
"216120_s_at" 8148 6099 10756 10296 7106 6051 12020 9346 5362 8998 7381 13036
"216121_at" 4825 14811 19305 14274 10385 21882 2769 17193 14899 4601 16670 14853
"216122_at" 9825 12999 7659 11295 11175 12475 13622 10230 10944 12375 10684 12514
"216123_x_at" 5356 6844 19140 1423 2959 18666 9024 4996 2358 13779 19982 4724
"216124_at" 14033 8157 13594 6420 12723 4930 14974 8759 5361 13145 10156 9847
"216125_s_at" 15687 16981 18676 1639 19289 5670 2353 18232 18235 13934 18906 17663
"216126_at" 12121 12561 13653 4667 11698 11423 6812 16045 11774 16313 8752 14215
"216127_at" 9580 10762 8256 7986 9225 14371 12174 10776 8944 10413 7875 9886
"216128_at" 4346 5899 16814 4675 12181 6492 14485 6802 2042 20199 14201 10905
"216129_at" 21652 2900 8815 13369 21918 13874 4010 20080 20873 17937 4809 16767
"216130_at" 10369 11494 11178 7589 7939 11436 11790 9984 9988 8726 10301 9997
"216131_at" 13231 14737 13790 3525 6765 20260 7344 15158 2411 17187 8449 12998
"216132_at" 14542 15703 10270 12485 7410 20933 17435 12885 11601 8537 8989 8825
"216133_at" 8842 7731 4499 12994 11538 8764 3735 17817 15797 7930 11125 7666
"216134_at" 11358 12583 14905 11387 9824 9951 11339 8272 10755 14943 11752 13046
"216135_at" 7820 15039 8522 2471 12775 2229 7835 11838 2374 8415 12860 8521
"216136_at" 7736 13491 10069 12627 13277 10258 14905 14818 10403 11064 6333 13027
"216137_s_at" 10291 7976 4864 10862 10979 12701 13612 12024 7561 10776 7621 12784
"216138_at" 7574 11582 12076 11863 9111 17488 12189 10683 11419 10026 13354 12656
"216139_s_at" 8474 9760 15432 11788 13861 4243 2987 15559 4409 12022 7973 11422
"216140_at" 8752 10274 11240 11942 12178 9696 10930 12178 8997 10164 10511 10190
"216141_at" 7722 6921 13901 8274 13926 9589 7158 14100 12135 11468 14172 14484
"216142_at" 4978 8944 5556 17928 18910 5356 5343 14887 3262 14051 9027 17107
"216143_at" 6297 6481 14267 10656 8713 10150 10732 9774 7566 10611 10305 10000
"216144_at" 15751 5883 17382 14174 15656 18957 19484 6462 18878 5129 12699 2616
"216145_at" 8233 8432 9715 11354 7436 14969 12983 8908 8404 10994 7256 9464
"216146_at" 14918 8281 11707 6480 14028 9489 19182 10324 15162 13700 3074 8347
"216147_at" 10569 16205 4152 4686 14358 21186 6466 21120 5340 19978 11576 4029
"216148_at" 9697 7337 10095 7923 9527 11677 11859 11009 9072 8641 11031 10674
"216149_at" 13296 14054 10218 3812 14428 19836 12381 4174 11019 2254 12890 12152
"216150_at" 8399 6647 14050 6187 14319 5483 7259 7929 20660 13513 17509 11847
"216151_at" 12012 12752 13145 8325 12064 7725 13905 13839 10415 9666 14191 10992
"216152_at" 8584 8496 15892 8046 11100 14408 14376 17260 11578 13282 7926 2971
"216153_x_at" 5623 19098 17545 4400 15738 5493 8620 3076 4526 16066 17811 15931
"216154_at" 13011 8449 7032 6789 11872 13260 3587 11912 9975 1881 11106 14198
"216155_at" 12649 15987 13518 2109 8588 19129 19469 15004 1460 1966 2996 11749
"216156_at" 6415 9367 10110 7649 8364 3413 12714 12989 9201 7959 8307 10159
"216157_at" 7664 10700 7666 8229 9174 11846 14600 13805 11810 12000 13850 13962
"216158_at" 7823 8027 10276 6010 12600 13309 10666 8598 8339 13153 9896 9599
"216159_s_at" 11621 9472 10890 9191 14695 5887 2394 19894 5489 15738 13199 13652
"216160_at" 13482 15687 10662 10883 6727 18838 7270 13581 12125 10118 14200 14707
"216161_at" 724 6532 5662 4441 1123 2591 2351 1328 18390 2959 8627 8645
"216162_at" 3258 5531 9533 1148 10525 20755 19969 5106 3172 4132 4648 4836
"216163_at" 6975 6335 10514 2910 7658 14160 13751 14680 8015 2717 10627 12961
"216164_at" 6579 11993 8065 9946 6672 13878 6058 8932 8422 9207 13660 10183
"216165_at" 14078 7681 9309 2197 10392 12997 2306 10489 6903 10933 9051 12088
"216166_at" 12909 12351 8692 11360 6634 10826 10786 10432 8718 13481 13661 10370
"216167_at" 10464 11301 12538 5634 11608 14209 14102 13727 7198 10284 2979 11687
"216168_at" 11517 6365 8535 6355 13919 4664 16232 14441 9300 6876 14707 7355
"216169_at" 8213 7418 9851 9965 8054 14490 9496 3305 5119 12696 16605 15613
"216170_at" 3542 9600 17313 5099 8105 5646 19437 3027 19614 17676 11864 8108
"216171_at" 10087 8518 12144 11764 9624 12788 13465 13596 8104 13290 14554 11049
"216172_at" 7615 15948 15137 12551 14055 2722 17778 9126 19980 5758 2539 3535
"216173_at" 18783 15400 11863 21196 17681 18385 21812 21911 20463 21230 4780 14833
"216174_at" 14967 16121 21513 20576 14417 20437 6829 15576 18298 21959 14831 14765
"216175_at" 17954 5127 16736 14195 1836 17137 5802 5909 3891 14035 3790 3632
"216176_at" 16268 14846 21579 20372 15213 21905 19602 15811 20699 20433 8140 18801
"216177_at" 3633 3699 17815 1144 17277 6300 16955 6863 4766 7166 4200 6028
"216178_x_at" 19492 4071 5923 17280 2545 16449 16812 19648 4902 17167 19638 3722
"216179_x_at" 9002 13965 13589 14578 15214 3389 6254 6456 19897 17119 4996 14631
"216180_s_at" 19351 4536 5695 3233 15746 21124 15383 20185 15104 6697 4985 4259
"216181_at" 6208 13899 10250 10393 10443 6404 10450 9458 12457 10518 9502 11406
"216182_at" 9226 11284 11468 8109 9628 12519 10254 13092 10578 9943 11209 9184
"216183_at" 8195 8886 13312 14307 7207 12853 2225 14431 8421 14551 7903 5237
"216184_s_at" 13522 16149 9585 12309 6998 14027 12385 14531 11908 12377 7459 8599
"216185_at" 9903 14496 12855 8375 6510 13758 12902 14462 12248 11603 7092 8520
"216186_at" 11273 7821 14463 10837 13896 12668 13218 12254 11701 11843 10630 10275
"216187_x_at" 4301 16829 4260 3706 17962 6997 7601 6678 6025 4980 15750 15541
"216188_at" 14704 9706 15838 9952 9944 12800 4293 6735 5996 12749 7839 8708
"216189_at" 4080 8706 9593 2696 1276 7861 1598 747 935 5901 3391 1298
"216190_x_at" 11089 15678 8574 12736 8962 9790 15670 5965 8648 15286 4770 7116
"216191_s_at" 13111 12766 20463 5504 10627 22011 10459 12048 11721 21286 13236 9918
"216192_at" 10327 7404 10329 6019 12656 9575 13878 4138 11571 9440 12300 11138
"216193_at" 12405 14098 14221 6105 13070 13685 4851 8434 14282 11117 12499 14383
"216194_s_at" 16624 4782 5719 20080 5580 16956 7431 6304 7103 16625 5159 5936
"216195_at" 12593 11855 15241 11393 12995 20047 14915 14137 9957 1647 10890 7428
"216196_at" 12648 6643 12456 7672 7808 9157 4763 10081 17944 4782 9061 14866
"216197_at" 14835 13330 20145 14115 15344 19232 20630 15613 19187 15533 3813 17087
"216198_at" 14096 8002 9683 12913 8839 8849 15078 4869 18112 19913 9036 13450
"216199_s_at" 21334 21896 20213 17649 21967 7173 20652 21604 21550 18302 20345 21867
"216200_at" 4700 9623 8333 11739 6704 14989 4265 12417 12163 9998 13511 12115
"216201_at" 11868 13332 9570 11135 12606 10419 13484 13925 10967 5896 11036 12841
"216202_s_at" 952 770 1692 1297 862 5113 1853 1893 1842 3198 2426 1876
"216203_at" 4276 11822 2029 3811 2439 4968 1134 1726 3492 4517 7900 3840
"216204_at" 9855 10103 3928 11431 13380 11973 7557 9457 10787 10769 12088 13509
"216205_s_at" 21789 17264 3326 16375 18588 4725 4644 7146 7029 14012 2374 20665
"216206_x_at" 13357 14561 17228 10247 10743 5703 15886 2064 15609 16225 8720 8511
"216207_x_at" 11203 10808 15992 12904 13826 15164 14216 9137 7549 19630 11274 9244
"216208_s_at" 12230 7529 13002 8407 6015 9888 13696 9317 7484 12011 9932 12415
"216209_at" 11977 11242 8608 7451 9301 11197 12448 11508 10097 10490 3898 9312
"216210_x_at" 15312 21868 20132 21060 20195 20203 20709 15451 19298 20220 18941 17191
"216211_at" 3432 19509 17419 2136 17811 19536 18466 16774 13545 19421 4304 21057
"216212_s_at" 21674 20959 21662 18723 22061 21613 20173 21756 21585 21962 21810 22067
"216213_at" 7249 15193 13352 11818 11716 4432 2054 11081 989 780 10618 14012
"216214_at" 13081 8800 9372 5618 12814 1907 7891 9606 7505 10212 11483 9559
"216215_s_at" 2085 2462 532 15157 1787 1683 15269 1652 5219 453 2823 6636
"216216_at" 13713 11099 12888 6115 12322 13185 12625 14296 10361 11746 7379 12323
"216217_at" 8630 12155 4296 3867 10724 12698 16840 10484 4876 4721 7333 8617
"216218_s_at" 7253 12709 21555 18131 6865 20635 21599 13769 9821 19882 2481 2034
"216219_at" 10793 9291 13560 6285 11640 13164 11613 14542 9792 10292 12714 13619
"216220_s_at" 10177 6166 10026 5896 5460 14906 1349 11736 11877 16204 7804 4540
"216221_s_at" 21026 21910 21481 20733 21610 21199 21636 20914 21156 20617 21655 20973
"216222_s_at" 1122 6917 715 2855 5197 1662 3481 3213 2240 4893 1646 514
"216223_at" 11012 15195 16038 5790 10217 5580 11988 11464 456 13047 8090 2615
"216224_s_at" 10371 14985 14480 9441 11406 7666 12722 11536 12028 8235 12482 12673
"216225_at" 13079 6226 12071 1482 13684 10407 20563 15803 7899 8509 14041 861
"216226_at" 18376 18306 7197 4516 11877 20551 9567 15108 14989 20426 11734 1025
"216227_at" 11544 6812 14325 9586 13849 14441 14347 14292 11262 9004 11496 10847
"216228_s_at" 5033 17769 7347 21121 16567 7494 17042 7843 19438 3752 4054 18905
"216229_x_at" 4796 19521 4372 901 1436 8255 8404 6608 2880 7525 3805 5126
"216230_x_at" 10461 12020 9680 15616 5559 19174 2734 9821 1368 15010 8790 14742
"216231_s_at" 3328 2110 16785 5269 1569 9339 7516 3782 3694 9643 4688 2478
"216232_s_at" 18704 20037 18105 14493 19673 17821 9001 18527 19208 17973 19695 18109
"216233_at" 9738 11553 13316 7849 11310 14816 10771 13943 11804 8814 12199 9671
"216234_s_at" 7506 6724 10470 1823 12827 11932 2704 1921 2942 12757 13371 12655
"216235_s_at" 12570 11547 12248 5469 8176 16280 13671 5487 8443 8714 13552 10431
"216236_s_at" 13912 7086 6249 10061 537 6112 20343 16425 922 15302 3795 3360
"216237_s_at" 19306 20421 21102 20732 20478 20527 20066 20808 18692 20420 20019 21064
"216238_s_at" 6702 13502 8374 10106 9271 7127 13613 12300 8345 12345 13628 9846
"216239_at" 17210 13211 10597 15483 18898 4282 19257 7196 14012 2920 2467 20130
"216240_at" 10035 12928 10010 6754 13977 9823 2337 13775 7835 11384 7617 14301
"216241_s_at" 15712 18219 6636 13153 17039 5610 8626 15560 15111 7012 15749 17066
"216242_x_at" 4429 1234 1595 18119 2116 2936 4468 4238 4268 3662 3889 3221
"216243_s_at" 12699 13578 21989 12240 10414 21548 4635 11927 11136 22230 8434 11956
"216244_at" 13258 16176 15759 11765 13156 20099 14261 9855 3000 12204 453 11314
"216245_at" 14393 9638 14884 5803 7504 13393 10253 14336 10853 14161 7755 8158
"216246_at" 5654 19501 5686 14138 19156 6393 5659 3011 13209 19719 16645 17122
"216247_at" 1150 5960 2248 5841 4388 148 3431 485 225 116 1187 6826
"216248_s_at" 1426 7264 7084 625 3057 641 881 749 1253 1293 1356 2153
"216249_at" 13564 6884 9688 3964 11661 14776 13108 18745 6049 9219 12896 14196
"216250_s_at" 18507 4315 19918 18628 4839 17478 8801 5683 2143 18337 18343 3175
"216251_s_at" 5937 19356 7285 14652 16766 16370 16522 18945 20157 17053 20007 16140
"216252_x_at" 18921 15446 16847 19318 17325 14053 5471 21994 21541 13618 15116 21837
"216253_s_at" 8420 15346 18813 1876 8139 15213 7957 18863 3800 19363 8625 5509
"216254_at" 11141 9779 14487 6106 8950 5046 14938 9116 3120 16200 7912 11585
"216255_s_at" 9206 9955 12434 8101 9297 12640 11500 10808 10340 8971 10307 10004
"216256_at" 8198 7408 8165 6517 7810 12827 17703 11077 14701 11351 12777 8296
"216257_at" 8045 14264 12751 11199 12722 14634 13491 11915 7814 11855 7669 8901
"216258_s_at" 11589 7085 7662 12519 12062 12900 12621 13813 11421 5943 9230 7906
"216259_at" 8521 12792 12461 9661 13395 8990 14554 14120 10599 13401 7583 13396
"216260_at" 14984 12313 15741 11298 8350 15142 4685 21053 18875 11674 13439 13945
"216261_at" 7564 8424 15170 10015 7741 6669 3010 14787 3047 3833 7705 7952
"216262_s_at" 21401 20879 16236 2747 21027 21716 17137 21674 20895 19607 21469 20431
"216263_s_at" 9167 14395 11602 8621 13787 1647 19300 16521 17388 1315 7690 10995
"216264_s_at" 3290 18765 9191 13010 20661 3845 18230 16890 16527 3402 16168 18884
"216265_x_at" 6762 9211 8058 11896 6102 14475 4414 2217 3241 812 8570 7050
"216266_s_at" 20708 4303 18868 17703 21086 15616 16656 17765 16729 17899 17142 19858
"216267_s_at" 15012 1393 1528 2743 3652 1298 8661 6419 4814 7242 17940 4605
"216268_s_at" 1650 3062 18743 1522 387 17061 4393 562 692 15392 375 230
"216269_s_at" 12582 14449 12826 6425 4506 21655 7215 3115 12478 2576 2119 8048
"216270_at" 11856 8198 11386 10608 10162 15071 10696 13669 12215 11716 10551 8987
"216271_x_at" 6980 10738 10247 10518 12156 10515 18367 8909 12664 13138 9514 4413
"216272_x_at" 14607 12960 6826 21263 11452 798 17589 4825 2614 12802 8508 4965
"216273_at" 11097 15278 15134 4672 12285 12325 13745 9236 11159 12232 10848 8133
"216274_s_at" 4593 5454 2868 4994 4788 3290 8799 7088 6761 3166 6074 4812
"216275_at" 8941 8389 3730 7670 7743 12884 13993 2150 8624 17254 12448 11367
"216276_s_at" 8682 15085 12841 9106 13299 2983 11239 12053 7656 7894 8566 13345
"216277_at" 14783 7822 18894 3973 8102 2341 15706 4591 630 15985 7630 14136
"216278_at" 2591 8812 3451 8554 10096 2238 5226 5512 12767 4482 730 11776
"216279_at" 14182 14251 7988 5597 12954 10764 12744 9359 8060 3669 10204 11599
"216280_s_at" 18884 15924 14541 12180 11224 17602 18457 17314 15038 12664 14152 7940
"216281_at" 13479 15066 13415 12869 12800 18980 11153 8608 12211 13392 11284 10687
"216282_x_at" 2105 19713 2219 19602 5227 5181 9660 4191 3364 17374 2399 19796
"216283_s_at" 13200 15681 11247 12943 14324 15139 20046 6525 5703 6652 6003 13958
"216284_at" 317 16267 16014 2155 2314 2506 1283 1477 19137 9867 630 751
"216285_at" 12080 6194 15958 7034 11793 5222 11888 14501 4297 4241 12691 1385
"216286_at" 14833 8223 5271 6990 10086 3591 5014 7756 15575 18806 7177 7715
"216287_at" 5761 7068 11685 12573 8419 13826 11886 7421 5527 3823 7122 7340
"216288_at" 11143 9177 20150 12530 7191 19124 14846 12603 6673 21651 12745 7810
"216289_at" 14212 7335 10523 8573 13139 17656 18930 13692 9469 13651 13181 3926
"216290_x_at" 1369 13648 17644 14488 12361 15770 18308 17327 4919 16196 552 1393
"216291_at" 8781 16029 14897 8332 6002 22047 15211 15060 4817 11580 1508 7530
"216292_at" 13680 13947 9348 10055 13809 8611 8890 14673 13144 9122 10720 12705
"216293_at" 10189 9579 4213 9514 13984 11931 11934 12257 3244 15046 13571 3201
"216294_s_at" 12755 8384 4773 14096 12474 6398 8242 2089 18165 927 2615 2265
"216295_s_at" 5924 3293 4486 5201 14902 5923 7464 7382 13764 14927 17535 5884
"216296_at" 11820 15986 14427 6730 13296 15628 17123 10353 15124 20212 14768 11446
"216297_at" 11963 14564 5634 11193 11604 1336 1969 14117 12709 12557 11458 8485
"216298_at" 8963 16089 15360 11353 12527 9020 14780 8361 10711 17005 7735 13207
"216299_s_at" 20939 18205 10178 12860 18141 20298 18369 20847 18636 18999 21699 1795
"216300_x_at" 21573 20592 17556 3111 19593 19484 2718 21993 21365 21123 21367 21947
"216301_at" 7952 5986 9283 11279 10181 11923 219 11505 7889 3516 14081 10989
"216302_at" 12466 14477 1600 1762 18413 6622 1903 20988 6378 13921 15454 6630
"216303_s_at" 13613 9163 12225 6078 13916 14755 5122 11447 6677 12743 14616 11890
"216304_x_at" 15366 18892 7502 15528 16029 6415 8086 14984 15301 13931 15945 16180
"216305_s_at" 18747 19052 20742 20468 16465 19703 7462 16700 13614 17217 21376 16260
"216306_x_at" 18852 18300 21566 18135 20396 19225 20557 19449 20075 20480 18387 19794
"216307_at" 7528 6368 15185 12310 12143 5083 14251 10330 12200 10094 10039 7272
"216308_x_at" 4021 3336 1872 16173 4987 6244 8252 4085 12947 3882 5571 3241
"216309_x_at" 21080 21662 19660 19387 20939 20389 20950 20916 20897 6368 19973 16847
"216310_at" 6072 14068 2537 17549 16624 20516 5789 5293 16007 6525 3510 2163
"216311_at" 6325 11074 11196 8579 9467 13155 12340 9683 10784 3394 9832 9546
"216312_at" 7742 11317 15519 5772 8078 11926 13453 12898 10656 11136 11997 9441
"216313_at" 12507 16113 15873 6463 12309 21151 14351 13619 3514 12058 5853 14660
"216314_at" 13584 13402 12745 9243 6969 13026 14824 8783 11006 13107 11711 13297
"216315_x_at" 3492 3153 16459 3864 15436 20840 5751 6927 17406 4951 19202 1697
"216316_x_at" 16780 9898 1823 1136 8955 336 1242 5119 3211 833 8274 8728
"216317_x_at" 6793 6306 8432 6161 10537 9654 17752 8204 7192 7074 12363 10009
"216318_at" 13077 9199 13162 7592 10579 10354 14268 8986 11444 8530 12599 8315
"216319_at" 11334 9202 10683 7557 4798 20747 17335 13027 17783 13941 14615 13463
"216320_x_at" 7721 16134 6540 18977 6871 20732 21998 14085 4677 18097 8010 14159
"216321_s_at" 2446 16064 21443 19645 2341 20670 17845 17501 13832 21427 15716 20829
"216322_at" 15545 16044 19147 11430 12837 21559 18961 20006 3520 16716 12732 14494
"216323_x_at" 19946 16555 6217 15694 15063 4294 16610 4855 4183 7555 2864 3225
"216324_at" 9377 13466 8148 11930 7483 12721 12070 11790 10793 10968 7906 13786
"216325_x_at" 8019 15923 13587 13065 8483 18401 15448 14852 3529 10019 14660 14079
"216326_s_at" 751 499 157 3192 814 248 1182 1320 1398 584 2335 1312
"216327_s_at" 7656 7510 9401 9937 5464 5616 12994 14594 11349 15526 2021 783
"216328_at" 12590 11503 13125 8928 13414 16303 12088 2455 4078 8914 11663 8896
"216329_at" 7182 15919 9313 5832 13392 20035 14959 14466 1536 15047 11266 3271
"216330_s_at" 12339 15056 14270 9796 12983 16227 12669 9897 10206 9859 8965 9165
"216331_at" 12820 6152 1177 2356 8646 1927 58 2917 3217 1955 7429 13566
"216332_at" 11954 15465 14951 12272 10657 11335 14469 13117 9265 8586 7846 13183
"216333_x_at" 10012 10077 8572 8536 6313 12403 12236 11517 11202 5100 7708 12929
"216334_s_at" 10221 13527 10234 9316 9578 11454 12469 9357 9301 9586 9466 9232
"216336_x_at" 379 551 904 14426 889 2243 4964 1046 446 4266 1670 380
"216337_at" 13109 10104 12809 9133 9519 12198 12101 11786 7886 9555 11788 7587
"216338_s_at" 16916 18034 4126 17687 15906 3855 9566 5995 18538 6961 15732 18202
"216339_s_at" 9714 10352 11444 7309 9522 14109 14859 11520 11511 9662 7053 9675
"216340_s_at" 10250 10992 14553 11255 8608 14025 15168 11565 12442 12864 10001 9695
"216341_s_at" 14910 7532 10211 4648 7192 6877 6644 6902 17290 2543 8658 5114
"216342_x_at" 16133 17262 16211 15269 16644 6678 6940 6409 14626 14373 16328 15290
"216343_at" 14417 6132 12971 11749 5879 10595 11007 13216 12557 10607 10104 12723
"216344_at" 12063 14117 9188 11231 10451 12111 8149 13628 5049 6733 9707 14114
"216345_at" 11411 14338 9420 8635 8721 12158 11032 13755 8766 9102 1126 14210
"216346_at" 9633 10399 11546 9388 9571 10463 13501 9083 11167 11627 11394 9784
"216347_s_at" 552 367 1259 14699 521 1476 2756 1458 1355 973 402 1016
"216348_at" 19691 20892 16776 2457 16990 18213 8146 7510 16904 7462 6636 3752
"216349_at" 17782 16316 2278 13325 10654 3711 8905 1433 5274 3251 1284 2702
"216350_s_at" 42 705 3664 20405 147 2870 15598 80 57 811 320 138
"216351_x_at" 13094 6654 8087 6080 7028 12119 11298 10558 11031 8883 11311 9210
"216352_x_at" 8351 9400 15511 12068 8308 11339 18359 14829 9584 9078 12983 12753
"216353_s_at" 9496 11059 11165 6363 12447 10815 13126 11007 7176 11942 11494 10668
"216354_at" 2784 2516 17930 14109 2095 16070 15402 6949 6832 7457 17039 18385
"216355_at" 7961 10724 14774 5462 9200 14080 13775 8380 10863 8913 9330 9105
"216356_x_at" 104 803 7455 14641 133 1961 1621 104 120 11520 97 346
"216357_at" 6973 13893 4775 11645 12984 12778 7473 9860 8576 10009 9162 14455
"216358_at" 12040 9151 9287 6935 7064 20483 13938 9698 1902 9300 2575 7850
"216359_at" 10759 11669 9711 6090 9733 13777 11105 9121 7761 6594 7540 9811
"216360_x_at" 3880 1553 5994 12855 15782 4521 6699 5465 4661 16235 8583 4061
"216361_s_at" 8997 12036 7344 2078 8282 2250 15492 19152 2717 18934 6587 1726
"216362_at" 12794 12473 13768 11568 12535 11845 13119 13134 11142 4051 12723 13548
"216363_at" 13962 10855 12007 12783 11842 14135 10492 9192 8524 8232 7787 10672
"216364_s_at" 13362 15037 15426 5503 12358 4338 14602 14000 7307 10590 14461 7742
"216365_x_at" 13066 14803 15514 8104 12777 14295 13353 9263 7350 8469 8590 8772
"216366_x_at" 10854 14953 11884 15853 8022 6329 22019 760 3275 5690 11671 3270
"216367_at" 11613 10031 8012 9806 11866 5516 10724 12750 9297 2784 7277 8092
