"inst_833" "inst_949"
"1007_s_at" 13673 2544
"1053_at" 19506 18111
"117_at" 4597 6399
"121_at" 18844 19628
"1255_g_at" 7137 8529
"1294_at" 12801 15353
"1316_at" 12286 14435
"1320_at" 5371 11758
"1405_i_at" 9305 7793
"1431_at" 1775 9909
"1438_at" 19835 4556
"1487_at" 19974 16104
"1494_f_at" 12260 8109
"1598_g_at" 3688 1791
"160020_at" 6406 10841
"1729_at" 15572 1409
"1773_at" 22223 21733
"177_at" 10898 12814
"179_at" 20531 4627
"1861_at" 21811 16785
"200000_s_at" 14317 16726
"200001_at" 3834 16037
"200002_at" 2698 4240
"200003_s_at" 6547 4822
"200004_at" 14124 5072
"200005_at" 18722 16058
"200006_at" 3660 16526
"200007_at" 16907 15813
"200008_s_at" 18398 5597
"200009_at" 14359 15827
"200010_at" 14145 17913
"200011_s_at" 16949 15775
"200012_x_at" 3469 16346
"200013_at" 2788 18166
"200014_s_at" 15160 16598
"200015_s_at" 16686 2932
"200016_x_at" 14170 4841
"200017_at" 7025 5436
"200018_at" 14392 4248
"200019_s_at" 14693 18105
"200020_at" 14661 17743
"200021_at" 6599 2491
"200022_at" 13470 16869
"200023_s_at" 18885 17382
"200024_at" 13924 4862
"200025_s_at" 14640 5257
"200026_at" 2918 4667
"200027_at" 14373 3945
"200028_s_at" 15165 18247
"200029_at" 3827 17190
"200030_s_at" 3932 5344
"200031_s_at" 7088 3849
"200032_s_at" 6513 5477
"200033_at" 15773 5282
"200034_s_at" 15885 4905
"200035_at" 2780 19175
"200036_s_at" 1903 4228
"200037_s_at" 15444 6299
"200038_s_at" 6721 5518
"200039_s_at" 15340 5290
"200040_at" 14259 3680
"200041_s_at" 13590 4085
"200042_at" 18957 16252
"200043_at" 16593 16607
"200044_at" 16531 5230
"200045_at" 18523 4127
"200046_at" 19674 3474
"200047_s_at" 15374 2129
"200048_s_at" 14365 3421
"200049_at" 20826 5034
"200050_at" 14226 1023
"200051_at" 14628 17929
"200052_s_at" 16245 5305
"200053_at" 13346 20104
"200054_at" 19174 19375
"200055_at" 14526 16924
"200056_s_at" 16961 20414
"200057_s_at" 14209 5241
"200058_s_at" 14215 17723
"200059_s_at" 17637 4100
"200060_s_at" 3890 6147
"200061_s_at" 7204 5365
"200062_s_at" 7181 16639
"200063_s_at" 7248 19392
"200064_at" 14240 6079
"200065_s_at" 15933 16978
"200066_at" 2552 3768
"200067_x_at" 14291 16118
"200068_s_at" 14773 16400
"200069_at" 15485 1399
"200070_at" 19313 17945
"200071_at" 18284 4373
"200072_s_at" 2875 17098
"200073_s_at" 13684 2830
"200074_s_at" 3250 15875
"200075_s_at" 18160 16181
"200076_s_at" 13317 15920
"200077_s_at" 14283 3650
"200078_s_at" 20953 16476
"200079_s_at" 14297 16441
"200080_s_at" 1796 1905
"200081_s_at" 3912 5283
"200082_s_at" 3542 6262
"200083_at" 17855 3359
"200084_at" 16373 17226
"200085_s_at" 2640 16020
"200086_s_at" 14083 16593
"200087_s_at" 18433 16852
"200088_x_at" 6939 16775
"200089_s_at" 2311 5676
"200090_at" 19331 16956
"200091_s_at" 3480 3003
"200092_s_at" 2771 16140
"200093_s_at" 13152 5186
"200094_s_at" 15546 17198
"200095_x_at" 6645 6092
"200096_s_at" 21575 3601
"200097_s_at" 18007 19744
"200098_s_at" 14084 18260
"200099_s_at" 7067 16711
"200593_s_at" 3245 2839
"200594_x_at" 14270 18574
"200595_s_at" 16146 2187
"200596_s_at" 2303 5017
"200597_at" 19483 21217
"200598_s_at" 16663 1528
"200599_s_at" 15318 3047
"200600_at" 12803 8130
"200601_at" 21659 19866
"200602_at" 1971 18725
"200603_at" 19082 5989
"200604_s_at" 16200 2680
"200605_s_at" 17346 2254
"200606_at" 18430 16646
"200607_s_at" 18065 19505
"200608_s_at" 18515 16153
"200609_s_at" 20232 19183
"200610_s_at" 13616 4866
"200611_s_at" 17964 16444
"200612_s_at" 17696 16151
"200613_at" 15117 3468
"200614_at" 3376 5040
"200615_s_at" 18264 4670
"200616_s_at" 18880 21042
"200617_at" 3241 17491
"200618_at" 18742 4291
"200619_at" 3509 20833
"200620_at" 16685 4750
"200621_at" 18237 3221
"200622_x_at" 17619 5968
"200623_s_at" 17367 21221
"200624_s_at" 17254 3234
"200625_s_at" 13784 5014
"200626_s_at" 19405 2763
"200627_at" 14039 17350
"200628_s_at" 19845 663
"200629_at" 17317 1970
"200630_x_at" 14401 17157
"200631_s_at" 3064 3986
"200632_s_at" 2852 21268
"200633_at" 7261 16200
"200634_at" 16575 16270
"200635_s_at" 19958 19728
"200636_s_at" 18814 16666
"200637_s_at" 21608 20169
"200638_s_at" 14501 3371
"200639_s_at" 2081 18835
"200640_at" 3380 4150
"200641_s_at" 13772 3581
"200642_at" 3953 16874
"200643_at" 2059 5004
"200644_at" 16987 18122
"200645_at" 16606 5761
"200646_s_at" 18939 4839
"200647_x_at" 3893 18852
"200648_s_at" 17437 4371
"200649_at" 1919 21017
"200650_s_at" 13381 3366
"200651_at" 3848 4498
"200652_at" 16986 3709
"200653_s_at" 18688 20237
"200654_at" 14663 3422
"200655_s_at" 3377 18406
"200656_s_at" 13587 3609
"200657_at" 3631 5718
"200658_s_at" 17032 6219
"200659_s_at" 18432 18044
"200660_at" 14846 18864
"200661_at" 13159 17846
"200662_s_at" 3905 2420
"200663_at" 17031 3718
"200664_s_at" 20022 1881
"200665_s_at" 11788 9928
"200666_s_at" 15665 3542
"200667_at" 14342 5659
"200668_s_at" 15111 3263
"200669_s_at" 19356 16259
"200670_at" 18029 3479
"200671_s_at" 21380 2156
"200672_x_at" 21295 16834
"200673_at" 16225 17912
"200674_s_at" 13862 5742
"200675_at" 18902 18003
"200676_s_at" 14626 17924
"200677_at" 19792 17982
"200678_x_at" 18946 16177
"200679_x_at" 15722 5135
"200680_x_at" 13564 4668
"200681_at" 13374 4132
"200682_s_at" 16108 16007
"200683_s_at" 20348 5814
"200684_s_at" 19828 18654
"200685_at" 1253 3174
"200686_s_at" 18873 17317
"200687_s_at" 19795 17091
"200688_at" 20787 20871
"200689_x_at" 14488 17417
"200690_at" 15586 16127
"200691_s_at" 13743 3755
"200692_s_at" 19216 971
"200693_at" 17110 17045
"200694_s_at" 18094 16951
"200695_at" 20524 3946
"200696_s_at" 18725 16861
"200697_at" 18692 20646
"200698_at" 17673 17396
"200699_at" 14233 6163
"200700_s_at" 18508 5411
"200701_at" 15524 19098
"200702_s_at" 3453 21797
"200703_at" 3510 17509
"200704_at" 3211 15883
"200705_s_at" 13638 15820
"200706_s_at" 14605 631
"200707_at" 14495 2829
"200708_at" 16578 18218
"200709_at" 17300 17016
"200710_at" 17137 3016
"200711_s_at" 16288 17889
"200712_s_at" 19722 1493
"200713_s_at" 15625 17267
"200714_x_at" 18783 17649
"200715_x_at" 15624 16070
"200716_x_at" 3338 16735
"200717_x_at" 6949 17669
"200718_s_at" 15093 16669
"200719_at" 14907 21193
"200720_s_at" 21596 4485
"200721_s_at" 18751 5921
"200722_s_at" 14175 17100
"200723_s_at" 14768 15777
"200724_at" 6201 9995
"200725_x_at" 13351 6031
"200726_at" 15448 5504
"200727_s_at" 18658 1508
"200728_at" 1048 18347
"200729_s_at" 19113 6194
"200730_s_at" 17052 2782
"200731_s_at" 16279 19315
"200732_s_at" 16160 5375
"200733_s_at" 14032 2148
"200734_s_at" 3049 3602
"200735_x_at" 6614 5661
"200736_s_at" 4080 9395
"200737_at" 17626 3631
"200738_s_at" 13885 16101
"200739_s_at" 13386 3832
"200740_s_at" 16705 17147
"200741_s_at" 6503 3236
"200742_s_at" 13240 4835
"200743_s_at" 1353 1421
"200744_s_at" 17043 5475
"200745_s_at" 18196 19156
"200746_s_at" 16156 19493
"200747_s_at" 1051 20947
"200748_s_at" 3081 5683
"200749_at" 17230 17933
"200750_s_at" 3759 4791
"200751_s_at" 14680 2059
"200752_s_at" 13974 20576
"200753_x_at" 16523 16957
"200754_x_at" 1653 17279
"200755_s_at" 20155 5982
"200756_x_at" 14868 18176
"200757_s_at" 15897 4351
"200758_s_at" 14695 1388
"200759_x_at" 1517 19159
"200760_s_at" 15058 18179
"200761_s_at" 18611 19000
"200762_at" 13966 19039
"200763_s_at" 3395 5628
"200764_s_at" 1909 2718
"200765_x_at" 3960 18888
"200766_at" 2491 15862
"200767_s_at" 13525 2138
"200768_s_at" 3132 19389
"200769_s_at" 16239 19081
"200770_s_at" 3324 432
"200771_at" 19834 21016
"200772_x_at" 13354 2996
"200773_x_at" 13366 16138
"200774_at" 13217 15926
"200775_s_at" 16025 5274
"200776_s_at" 17490 5552
"200777_s_at" 14648 2463
"200778_s_at" 16925 5355
"200779_at" 16427 1166
"200780_x_at" 3687 16457
"200781_s_at" 3442 3133
"200782_at" 18955 17174
"200783_s_at" 21406 18995
"200784_s_at" 4610 11649
"200785_s_at" 11895 6575
"200786_at" 2922 6113
"200787_s_at" 3719 3103
"200788_s_at" 18541 5779
"200789_at" 1143 1833
"200790_at" 17535 16762
"200791_s_at" 2996 5582
"200792_at" 15305 4854
"200793_s_at" 3386 3840
"200794_x_at" 15913 17114
"200795_at" 12844 10019
"200796_s_at" 22129 387
"200797_s_at" 16307 906
"200798_x_at" 21019 723
"200799_at" 14864 5372
"200800_s_at" 17512 19758
"200801_x_at" 6691 9558
"200802_at" 16283 3486
"200803_s_at" 18625 17395
"200804_at" 17846 16271
"200805_at" 1432 20843
"200806_s_at" 3811 16800
"200807_s_at" 13286 4788
"200808_s_at" 20294 19543
"200809_x_at" 2999 17463
"200810_s_at" 17489 16449
"200811_at" 19776 18472
"200812_at" 15282 5100
"200813_s_at" 14999 3600
"200814_at" 17486 17961
"200815_s_at" 16518 17177
"200816_s_at" 17726 17435
"200817_x_at" 6758 9867
"200818_at" 1262 2137
"200819_s_at" 6773 16713
"200820_at" 15016 17223
"200821_at" 20513 316
"200822_x_at" 16453 17838
"200823_x_at" 2529 4948
"200824_at" 8150 14004
"200825_s_at" 13421 2281
"200826_at" 16763 16712
"200827_at" 19015 1239
"200828_s_at" 15945 1367
"200829_x_at" 15783 17183
"200830_at" 14499 17387
"200831_s_at" 19801 15861
"200832_s_at" 14833 2726
"200833_s_at" 13457 3793
"200834_s_at" 3541 5990
"200835_s_at" 1890 19035
"200836_s_at" 2179 3492
"200837_at" 19488 17621
"200838_at" 19770 4802
"200839_s_at" 16811 20368
"200840_at" 14781 16935
"200841_s_at" 18497 1582
"200842_s_at" 20254 3568
"200843_s_at" 15745 16411
"200844_s_at" 15527 15869
"200845_s_at" 16790 3078
"200846_s_at" 18047 15772
"200847_s_at" 13452 16447
"200848_at" 18228 19817
"200849_s_at" 19809 16786
"200850_s_at" 18313 18088
"200851_s_at" 15675 18814
"200852_x_at" 16402 19321
"200853_at" 2080 20738
"200854_at" 15870 2766
"200855_at" 1280 5251
"200856_x_at" 2527 4558
"200857_s_at" 3293 4687
"200858_s_at" 2152 5266
"200859_x_at" 13810 18619
"200860_s_at" 17098 16582
"200861_at" 18909 18806
"200862_at" 17133 5706
"200863_s_at" 16210 15930
"200864_s_at" 18550 19678
"200865_at" 5629 13703
"200866_s_at" 17056 2115
"200867_at" 3114 16858
"200868_s_at" 14797 2100
"200869_at" 7071 16316
"200870_at" 16287 17063
"200871_s_at" 21105 16110
"200872_at" 2531 4239
"200873_s_at" 13698 5029
"200874_s_at" 21833 970
"200875_s_at" 16351 18692
"200876_s_at" 14059 3933
"200877_at" 3193 3304
"200878_at" 16001 1911
"200879_s_at" 11180 7848
