"inst_839" "inst_956"
"1007_s_at" 15386 18578
"1053_at" 18661 18875
"117_at" 107 4713
"121_at" 19774 14999
"1255_g_at" 9201 8860
"1294_at" 7537 9508
"1316_at" 7532 11009
"1320_at" 6383 7279
"1405_i_at" 15049 11835
"1431_at" 9733 9463
"1438_at" 4989 18487
"1487_at" 18156 18726
"1494_f_at" 14260 13797
"1598_g_at" 21690 3197
"160020_at" 9527 3414
"1729_at" 19503 17465
"1773_at" 21363 21024
"177_at" 9672 6452
"179_at" 5351 15565
"1861_at" 21503 20215
"200000_s_at" 5248 16653
"200001_at" 5696 3547
"200002_at" 15497 15599
"200003_s_at" 8839 14975
"200004_at" 17016 17874
"200005_at" 16673 15392
"200006_at" 15672 16715
"200007_at" 5907 16491
"200008_s_at" 16417 3087
"200009_at" 16018 15884
"200010_at" 16552 15053
"200011_s_at" 18862 19519
"200012_x_at" 5479 5221
"200013_at" 5263 15129
"200014_s_at" 15459 14974
"200015_s_at" 18258 18577
"200016_x_at" 15763 4290
"200017_at" 8731 16060
"200018_at" 17191 15010
"200019_s_at" 6021 4328
"200020_at" 19011 18994
"200021_at" 8772 4098
"200022_at" 15379 4600
"200023_s_at" 5468 14914
"200024_at" 5333 4539
"200025_s_at" 5589 15047
"200026_at" 5555 5044
"200027_at" 3372 3684
"200028_s_at" 16657 20085
"200029_at" 5446 4592
"200030_s_at" 15338 14899
"200031_s_at" 8705 14747
"200032_s_at" 8997 14812
"200033_at" 20482 20562
"200034_s_at" 5681 4830
"200035_at" 3834 16241
"200036_s_at" 5083 2947
"200037_s_at" 19980 20384
"200038_s_at" 9332 15954
"200039_s_at" 16307 16702
"200040_at" 16379 16540
"200041_s_at" 16918 17202
"200042_at" 16844 17235
"200043_at" 17615 15800
"200044_at" 18275 16779
"200045_at" 17052 15435
"200046_at" 18365 18840
"200047_s_at" 18736 15823
"200048_s_at" 5967 5176
"200049_at" 5569 2344
"200050_at" 975 4690
"200051_at" 5414 16628
"200052_s_at" 19375 18223
"200053_at" 1440 15752
"200054_at" 19592 2146
"200055_at" 15930 16934
"200056_s_at" 19413 19117
"200057_s_at" 5950 15692
"200058_s_at" 4620 4871
"200059_s_at" 18811 14947
"200060_s_at" 17172 19842
"200061_s_at" 9303 5049
"200062_s_at" 8618 15284
"200063_s_at" 8797 4146
"200064_at" 2947 2118
"200065_s_at" 17281 16722
"200066_at" 15668 15345
"200067_x_at" 4305 3721
"200068_s_at" 5214 4747
"200069_at" 2899 4131
"200070_at" 18470 2623
"200071_at" 19626 19292
"200072_s_at" 15322 18158
"200073_s_at" 17632 16415
"200074_s_at" 4201 15822
"200075_s_at" 5867 18327
"200076_s_at" 15800 17705
"200077_s_at" 15297 15403
"200078_s_at" 15749 2789
"200079_s_at" 16696 15172
"200080_s_at" 5655 19192
"200081_s_at" 5983 4205
"200082_s_at" 5562 4792
"200083_at" 17502 19473
"200084_at" 16024 4244
"200085_s_at" 16434 15804
"200086_s_at" 4121 3119
"200087_s_at" 17808 17373
"200088_x_at" 9170 8306
"200089_s_at" 5758 15909
"200090_at" 1224 1057
"200091_s_at" 4653 15559
"200092_s_at" 5086 4024
"200093_s_at" 15959 14898
"200094_s_at" 15925 4230
"200095_x_at" 8981 4902
"200096_s_at" 16128 16157
"200097_s_at" 21139 20823
"200098_s_at" 18809 18745
"200099_s_at" 9356 4977
"200593_s_at" 5769 16692
"200594_x_at" 16240 15039
"200595_s_at" 4630 18546
"200596_s_at" 5602 16711
"200597_at" 1290 16830
"200598_s_at" 16503 16545
"200599_s_at" 17883 16763
"200600_at" 8192 10398
"200601_at" 21644 21409
"200602_at" 2405 16679
"200603_at" 15285 17890
"200604_s_at" 17773 3316
"200605_s_at" 15572 4544
"200606_at" 4266 16629
"200607_s_at" 4107 16982
"200608_s_at" 17431 16864
"200609_s_at" 18061 2699
"200610_s_at" 19972 18581
"200611_s_at" 3129 4359
"200612_s_at" 3386 915
"200613_at" 16810 15995
"200614_at" 4516 4362
"200615_s_at" 2718 2103
"200616_s_at" 19565 21089
"200617_at" 20051 21336
"200618_at" 19991 17653
"200619_at" 4726 4010
"200620_at" 15471 4260
"200621_at" 2912 1579
"200622_x_at" 3314 4429
"200623_s_at" 15928 21272
"200624_s_at" 18117 16741
"200625_s_at" 4885 17051
"200626_s_at" 21184 17362
"200627_at" 15720 4438
"200628_s_at" 529 481
"200629_at" 2471 1726
"200630_x_at" 16916 15367
"200631_s_at" 4692 16206
"200632_s_at" 15629 3817
"200633_at" 8685 3155
"200634_at" 5770 4170
"200635_s_at" 1702 17456
"200636_s_at" 5135 18033
"200637_s_at" 17658 17491
"200638_s_at" 16794 15042
"200639_s_at" 16627 16898
"200640_at" 4276 4720
"200641_s_at" 16835 3133
"200642_at" 4945 4639
"200643_at" 21056 16139
"200644_at" 21067 21196
"200645_at" 19083 15682
"200646_s_at" 17069 14995
"200647_x_at" 5390 3322
"200648_s_at" 20583 20178
"200649_at" 3646 2724
"200650_s_at" 18021 4951
"200651_at" 5893 3438
"200652_at" 15648 17974
"200653_s_at" 17876 20192
"200654_at" 17159 4662
"200655_s_at" 15371 16346
"200656_s_at" 5312 16888
"200657_at" 15697 4186
"200658_s_at" 17415 16431
"200659_s_at" 20514 20957
"200660_at" 15315 17267
"200661_at" 4171 4535
"200662_s_at" 17372 17926
"200663_at" 17690 15012
"200664_s_at" 151 95
"200665_s_at" 14721 9296
"200666_s_at" 811 428
"200667_at" 5143 14834
"200668_s_at" 4864 5169
"200669_s_at" 17721 2484
"200670_at" 21050 20676
"200671_s_at" 19530 1264
"200672_x_at" 17018 17976
"200673_at" 15903 15780
"200674_s_at" 5535 3170
"200675_at" 20525 19737
"200676_s_at" 21605 22208
"200677_at" 16335 16789
"200678_x_at" 5427 15022
"200679_x_at" 19488 17146
"200680_x_at" 15840 15600
"200681_at" 18675 17205
"200682_s_at" 19192 16623
"200683_s_at" 19681 19404
"200684_s_at" 21781 20745
"200685_at" 22238 22155
"200686_s_at" 21316 20994
"200687_s_at" 17832 20658
"200688_at" 21088 21273
"200689_x_at" 15636 15331
"200690_at" 3698 15332
"200691_s_at" 15358 3063
"200692_s_at" 4572 2644
"200693_at" 17144 15630
"200694_s_at" 19257 19525
"200695_at" 1714 17755
"200696_s_at" 1645 17567
"200697_at" 15967 15596
"200698_at" 20162 19096
"200699_at" 19098 21322
"200700_s_at" 18595 14763
"200701_at" 15818 17887
"200702_s_at" 17270 21773
"200703_at" 5500 17169
"200704_at" 3564 15623
"200705_s_at" 5089 15716
"200706_s_at" 15506 2089
"200707_at" 3459 5069
"200708_at" 5095 16039
"200709_at" 5416 18104
"200710_at" 16399 3730
"200711_s_at" 16382 18859
"200712_s_at" 17789 19388
"200713_s_at" 18111 17570
"200714_x_at" 5664 18999
"200715_x_at" 19075 3192
