"inst_405" "inst_406" "inst_412" "inst_457" "inst_498" "inst_574"
"1007_s_at" 18339 7927 22270 21005 16033 14288
"1053_at" 16332 17517 11088 4026 21056 13015
"117_at" 244 18856 646 19807 1410 2458
"121_at" 9358 4910 19731 19669 4419 1820
"1255_g_at" 12529 13718 7250 13100 6399 8277
"1294_at" 20674 3774 11497 21866 3549 1685
"1316_at" 854 2276 21567 19116 2649 2159
"1320_at" 2946 955 9509 645 17533 2168
"1405_i_at" 15575 14621 15347 9103 10973 9852
"1431_at" 10702 9659 8719 10741 16266 3206
"1438_at" 19829 15611 12167 20781 4368 4458
"1487_at" 18192 5232 18589 15249 16417 3096
"1494_f_at" 18871 20625 19879 21487 1418 1191
"1598_g_at" 9289 8637 17576 19171 19138 5634
"160020_at" 551 531 20959 5460 756 2209
"1729_at" 4453 5969 237 21974 1573 5624
"1773_at" 20700 21995 17380 14412 14107 21576
"177_at" 11074 12879 358 11154 13247 533
"179_at" 4920 6815 13168 17243 6710 15297
"1861_at" 5275 4269 16860 19414 19922 14906
"200000_s_at" 8623 16299 1024 3715 18609 16855
"200001_at" 8551 6086 12114 15280 19893 19891
"200002_at" 9625 7823 2552 14484 14873 4428
"200003_s_at" 5968 6458 10821 4068 4751 13794
"200004_at" 5294 6315 16482 18543 17870 15395
"200005_at" 5322 5743 3213 16160 18792 18331
"200006_at" 2031 4510 13765 3120 4674 14637
"200007_at" 16764 16282 10538 4690 6278 14851
"200008_s_at" 16807 17502 2429 16482 3853 16444
"200009_at" 6421 8229 13266 14540 14813 15310
"200010_at" 4365 7276 12513 5071 6121 19783
"200011_s_at" 7630 5774 17401 3445 17084 19973
"200012_x_at" 16318 8350 1735 15344 6106 3416
"200013_at" 18811 8062 2692 4998 7184 17052
"200014_s_at" 5272 5019 14501 3359 17047 16348
"200015_s_at" 9650 8093 14835 4138 15682 14756
"200016_x_at" 17192 16729 12776 2640 14284 14843
"200017_at" 4892 5392 10947 14007 3153 18762
"200018_at" 8688 17122 10394 4596 5464 5244
"200019_s_at" 16475 19516 1998 17258 20611 5296
"200020_at" 20199 21639 13565 17329 15942 15893
"200021_at" 16965 7495 2031 14151 4827 18199
"200022_at" 4980 6134 2251 15687 17836 3725
"200023_s_at" 16398 19216 10677 17309 17936 17831
"200024_at" 7051 19173 926 1560 6814 19228
"200025_s_at" 8446 16427 10854 3717 3156 13215
"200026_at" 17758 20279 2734 16821 970 13065
"200027_at" 7602 6248 13848 14072 16900 16033
"200028_s_at" 1110 984 2339 16981 5281 4742
"200029_at" 5582 16321 2773 3446 14125 15913
"200030_s_at" 18482 17524 3059 15479 17225 13743
"200031_s_at" 9165 17619 2051 17332 6141 5139
"200032_s_at" 6189 7435 11753 4806 5897 12959
"200033_at" 5692 5589 13458 4891 20799 12864
"200034_s_at" 9453 18038 11439 15065 5859 13940
"200035_at" 20096 20375 10742 17790 16197 19864
"200036_s_at" 9525 17393 2347 14709 16608 16063
"200037_s_at" 6641 17321 11612 14970 14769 20298
"200038_s_at" 8760 7426 13617 14806 4881 4783
"200039_s_at" 18075 16330 10664 15512 16394 12968
"200040_at" 17923 8320 16742 17416 14026 19666
"200041_s_at" 7641 8716 12596 15486 16635 18034
"200042_at" 7163 5964 10516 21802 6445 2272
"200043_at" 2818 3491 14505 5152 16131 20046
"200044_at" 6300 15397 14386 14305 14610 14432
"200045_at" 9792 20050 2523 19358 18432 12264
"200046_at" 3006 17175 15111 1682 1948 15375
"200047_s_at" 8146 6879 18320 5038 13643 12426
"200048_s_at" 9103 8341 2741 16399 18790 14246
"200049_at" 8314 17358 20146 18924 19274 14051
"200050_at" 18341 21077 19295 3505 13559 18883
"200051_at" 1781 5701 10369 17590 14761 13260
"200052_s_at" 5657 7075 12892 14222 13839 18464
"200053_at" 16413 3048 15397 15358 15364 2990
"200054_at" 18246 19621 12298 2487 15067 3209
"200055_at" 17164 16239 2499 3549 5002 12727
"200056_s_at" 1782 19180 18680 1769 16321 20410
"200057_s_at" 16559 15679 1489 5410 15678 13765
"200058_s_at" 8325 6999 2887 16720 19286 12579
"200059_s_at" 3318 2931 16172 1521 6315 4008
"200060_s_at" 3219 5157 18234 4487 20917 19251
"200061_s_at" 16962 8337 2184 4916 4013 12621
"200062_s_at" 7634 17867 1741 15845 6528 13207
"200063_s_at" 7195 8476 14340 3533 13974 5121
"200064_at" 1912 1806 13425 15676 15533 5657
"200065_s_at" 8825 8237 10958 14080 13635 16961
"200066_at" 9370 5928 13602 19492 16836 15891
"200067_x_at" 9503 8301 11072 16868 5672 13358
"200068_s_at" 17438 15686 11732 15371 16154 13383
"200069_at" 7566 16889 12320 4568 22083 18076
"200070_at" 7927 20333 18414 2442 19686 18856
"200071_at" 2427 5749 14296 1076 6356 19207
"200072_s_at" 8469 8525 13596 4600 19440 17446
"200073_s_at" 2599 3936 13681 260 19977 14318
"200074_s_at" 4944 5223 11649 2416 5025 16273
"200075_s_at" 3532 2587 10788 4700 18864 21416
"200076_s_at" 3359 16834 11178 15643 15093 1970
"200077_s_at" 9172 15954 13390 15169 15706 13368
"200078_s_at" 8917 15755 11844 14934 20479 13685
"200079_s_at" 7588 19729 11933 17199 15696 17228
"200080_s_at" 1922 18681 18012 4196 16616 13838
"200081_s_at" 16652 16212 2686 2927 6554 14196
"200082_s_at" 8117 17785 3231 14451 15957 16669
"200083_at" 2542 2564 12149 19301 17375 13175
"200084_at" 5151 6646 17073 5242 13642 17342
"200085_s_at" 9612 16925 1737 17541 16002 4795
"200086_s_at" 6157 16764 13027 1815 14937 14563
"200087_s_at" 7534 15746 15916 15070 7032 12940
"200088_x_at" 17645 18401 1884 14008 18049 4252
