"inst_366" "inst_483"
"1007_s_at" 12563 6531
"1053_at" 3096 7071
"117_at" 20992 5489
"121_at" 18808 18137
"1255_g_at" 13183 18363
"1294_at" 17712 20283
"1316_at" 16966 15635
"1320_at" 21580 19584
"1405_i_at" 10332 11633
"1431_at" 20601 11678
"1438_at" 20103 20510
"1487_at" 14829 19005
"1494_f_at" 16594 16670
"1598_g_at" 5823 18103
"160020_at" 20163 18619
"1729_at" 12986 15595
"1773_at" 1557 21589
"177_at" 15857 21135
"179_at" 14988 5011
"1861_at" 18660 4717
"200000_s_at" 2853 6173
"200001_at" 4123 8742
"200002_at" 3222 8173
"200003_s_at" 5250 16482
"200004_at" 12568 8448
"200005_at" 4355 8104
"200006_at" 4984 9687
"200007_at" 6136 9037
"200008_s_at" 16531 16577
"200009_at" 5341 10040
"200010_at" 16021 17735
"200011_s_at" 5596 6297
"200012_x_at" 3464 19628
"200013_at" 5683 6473
"200014_s_at" 12523 8002
"200015_s_at" 1946 8069
"200016_x_at" 12951 17686
"200017_at" 4000 3796
"200018_at" 11943 9775
"200019_s_at" 12593 7719
"200020_at" 13145 7204
"200021_at" 17269 15914
"200022_at" 4743 7551
"200023_s_at" 3742 7110
"200024_at" 2869 15294
"200025_s_at" 4547 9800
"200026_at" 5653 7636
"200027_at" 2647 4014
"200028_s_at" 17474 17500
"200029_at" 1482 9580
"200030_s_at" 13159 15526
"200031_s_at" 6199 15773
"200032_s_at" 14781 8298
"200033_at" 5840 5375
"200034_s_at" 4682 7758
"200035_at" 3484 8259
"200036_s_at" 4514 8425
"200037_s_at" 4791 5286
"200038_s_at" 5573 16740
"200039_s_at" 3531 16709
"200040_at" 4674 18282
"200041_s_at" 1664 17423
"200042_at" 12532 18597
"200043_at" 2501 5763
"200044_at" 13891 6783
"200045_at" 13017 6619
"200046_at" 5949 8569
"200047_s_at" 15097 4952
"200048_s_at" 5933 9090
"200049_at" 17119 8788
"200050_at" 12784 8293
"200051_at" 5106 16230
"200052_s_at" 12409 7662
"200053_at" 14148 16494
"200054_at" 12946 3253
"200055_at" 2317 9493
"200056_s_at" 2993 2053
"200057_s_at" 13313 8843
"200058_s_at" 4845 9951
"200059_s_at" 12356 6676
"200060_s_at" 12766 7811
"200061_s_at" 12357 16567
"200062_s_at" 12894 15927
"200063_s_at" 5562 15952
"200064_at" 14237 18388
"200065_s_at" 12086 5887
"200066_at" 5465 9555
"200067_x_at" 6030 7777
"200068_s_at" 12123 18276
"200069_at" 1249 2846
"200070_at" 1515 8338
"200071_at" 13763 6593
"200072_s_at" 13613 16737
"200073_s_at" 13235 2672
"200074_s_at" 3391 7745
"200075_s_at" 2255 10087
"200076_s_at" 3606 5568
"200077_s_at" 6169 7530
"200078_s_at" 13790 7637
"200079_s_at" 5677 9902
"200080_s_at" 12587 8040
"200081_s_at" 13900 9085
"200082_s_at" 12144 7465
"200083_at" 6188 17534
"200084_at" 6275 15407
"200085_s_at" 1193 8757
"200086_s_at" 3995 16553
"200087_s_at" 11938 5923
"200088_x_at" 5025 15634
"200089_s_at" 3655 6887
"200090_at" 999 3425
"200091_s_at" 4901 5429
"200092_s_at" 5286 4909
"200093_s_at" 4633 7913
"200094_s_at" 528 16760
"200095_x_at" 2703 9162
"200096_s_at" 5868 5071
"200097_s_at" 5692 7641
"200098_s_at" 5598 20227
"200099_s_at" 12202 8250
"200593_s_at" 16393 8224
"200594_x_at" 15932 9785
"200595_s_at" 13646 3020
"200596_s_at" 16535 10201
"200597_at" 5717 16975
"200598_s_at" 12366 2334
"200599_s_at" 5572 4699
"200600_at" 2119 3155
"200601_at" 21735 7461
"200602_at" 15505 4461
"200603_at" 14023 3527
"200604_s_at" 20922 16906
"200605_s_at" 14713 6794
"200606_at" 13832 1982
"200607_s_at" 18788 4035
"200608_s_at" 5588 5163
"200609_s_at" 1991 15551
"200610_s_at" 3320 8860
"200611_s_at" 15096 15358
"200612_s_at" 4586 19653
"200613_at" 15573 5658
"200614_at" 3726 5661
"200615_s_at" 16658 15411
"200616_s_at" 12281 4188
"200617_at" 20898 4826
"200618_at" 6351 7941
"200619_at" 888 9880
"200620_at" 1949 16529
"200621_at" 3707 6422
"200622_x_at" 14957 9578
"200623_s_at" 12442 10057
"200624_s_at" 12629 7830
"200625_s_at" 3976 4167
"200626_s_at" 17428 16606
"200627_at" 12116 8839
"200628_s_at" 1716 557
"200629_at" 1297 9882
"200630_x_at" 19843 15239
"200631_s_at" 13908 6103
"200632_s_at" 20221 16066
"200633_at" 13051 9240
"200634_at" 4868 15524
"200635_s_at" 20160 19885
"200636_s_at" 6334 7151
"200637_s_at" 17501 3933
"200638_s_at" 6248 2342
"200639_s_at" 972 9185
"200640_at" 3476 3786
"200641_s_at" 19303 7343
"200642_at" 3893 6890
"200643_at" 1910 8867
"200644_at" 13940 16488
