"inst_1511" "inst_1929" "inst_2011" "inst_4650" "inst_5246" "inst_5611"
"1007_s_at" 2551 18429 797 12784 2624 15645
"1053_at" 8788 18127 3411 16589 13412 18165
"117_at" 13741 5121 981 11696 781 5793
"121_at" 18561 19481 20866 21619 13644 10671
"1255_g_at" 12636 6313 10649 8086 7836 7702
"1294_at" 1632 3245 4371 2326 20495 19742
"1316_at" 20747 8651 1779 20584 6093 1765
"1320_at" 5421 13863 8909 2776 20913 18338
"1405_i_at" 13031 6076 4256 4799 11481 4949
"1431_at" 13325 10068 10157 19534 19288 20552
"1438_at" 1899 13267 14732 18420 5072 16833
"1487_at" 3994 17702 21205 20497 15000 16678
"1494_f_at" 1622 20328 19927 2509 2533 3851
"1598_g_at" 4821 1300 2846 14644 15763 3096
"160020_at" 17241 15525 20113 18132 6108 882
"1729_at" 5313 1481 1846 16121 13681 21351
"1773_at" 17901 19778 20194 21796 20597 14183
"177_at" 3390 4958 1253 21572 15422 1910
"179_at" 2544 18453 22016 20182 1538 1545
"1861_at" 7479 2544 6193 18183 13052 18871
"200000_s_at" 17946 16684 4903 16761 18782 13783
"200001_at" 8614 16539 4153 16523 14460 13209
"200002_at" 9108 16529 18157 12461 6361 3804
"200003_s_at" 17765 3265 4708 7694 8696 6100
"200004_at" 18014 19477 6979 14145 12946 12910
"200005_at" 18186 15673 5181 14073 13867 13836
"200006_at" 8333 16824 5698 5793 4062 12817
"200007_at" 19628 19719 5790 11572 13576 10997
"200008_s_at" 18035 19829 18253 21645 12556 17143
"200009_at" 17941 18938 19123 15446 6220 11963
"200010_at" 18882 21543 17468 16423 13491 13437
"200011_s_at" 8905 19413 17182 15802 5484 12961
"200012_x_at" 17753 1876 18412 4402 2811 2991
"200013_at" 18877 16579 18015 12333 15366 3992
"200014_s_at" 7323 17906 17924 14909 15305 17713
"200015_s_at" 17696 15275 17984 11555 15460 16937
"200016_x_at" 18132 15554 19616 5377 12544 11911
"200017_at" 17010 21136 19404 12116 8827 6203
"200018_at" 17420 16699 7059 7787 15395 6196
"200019_s_at" 7715 1956 18046 3672 13511 13948
"200020_at" 5310 16403 6121 14237 5530 14002
"200021_at" 11825 16262 6145 7889 8970 6324
"200022_at" 7854 2085 6087 11672 5821 10220
"200023_s_at" 8455 2467 18164 12863 18354 15530
"200024_at" 7930 17131 5178 12481 4461 4350
"200025_s_at" 17933 14214 17998 5658 13024 11110
"200026_at" 19000 14731 6954 3877 6144 6326
"200027_at" 7525 16124 17187 3914 14286 15842
"200028_s_at" 6390 15029 18528 11776 16176 11457
"200029_at" 6860 1354 4977 5303 4465 2794
"200030_s_at" 8620 3021 20916 5308 4399 10872
"200031_s_at" 11898 1491 17976 7771 8802 6189
"200032_s_at" 8356 17595 5509 4395 8828 6207
"200033_at" 16733 21219 4222 11544 16321 13953
"200034_s_at" 9483 19630 6025 14266 14324 3812
"200035_at" 7044 21568 910 3828 14048 17038
"200036_s_at" 18070 318 4457 4433 6524 4447
"200037_s_at" 4604 20947 6778 15632 17188 14607
"200038_s_at" 9289 17076 4802 4551 6239 6301
"200039_s_at" 8299 2600 6161 14474 3493 12057
"200040_at" 6726 18705 5028 15967 14461 14797
"200041_s_at" 5831 15467 2803 16644 16584 13555
"200042_at" 19579 14651 17402 14717 5873 17739
"200043_at" 8266 19159 1203 15204 19779 11183
"200044_at" 19229 15248 5636 18459 16106 11435
"200045_at" 8458 17810 17918 14817 13692 13031
"200046_at" 18148 19089 1877 12205 14772 18975
"200047_s_at" 18843 20754 3875 13061 12536 16469
"200048_s_at" 18928 2641 2313 12311 14726 16025
"200049_at" 9288 19471 19090 19573 4437 16295
"200050_at" 8276 20974 19808 12315 18169 19528
"200051_at" 6233 15357 19001 17174 2916 14587
"200052_s_at" 19303 18327 2034 14155 5731 13348
"200053_at" 20989 14797 19127 18215 19613 1089
"200054_at" 1823 3717 6546 18124 4624 11232
"200055_at" 6411 15677 19235 4549 3383 16201
"200056_s_at" 2165 22142 5631 12958 17663 19019
"200057_s_at" 7904 19012 2310 5385 5041 13691
"200058_s_at" 9328 16356 18032 15630 5017 10752
"200059_s_at" 18915 17777 18805 15366 14504 12453
"200060_s_at" 2671 20735 20253 15532 5941 13009
"200061_s_at" 18535 16812 4936 7770 8800 6187
"200062_s_at" 11924 15434 4778 7681 8680 6087
"200063_s_at" 17234 20672 20883 5755 8867 6240
"200064_at" 18169 17081 18401 17287 18166 14184
"200065_s_at" 9364 18002 6114 14765 16143 11448
"200066_at" 21391 17685 18395 17270 13487 17276
"200067_x_at" 9504 15729 19340 12695 3603 13169
"200068_s_at" 8866 14545 19830 16245 5441 11056
"200069_at" 1533 17718 6773 18260 15526 18297
"200070_at" 1100 21025 5305 16918 2404 21878
"200071_at" 18259 20342 2367 16396 3132 18751
"200072_s_at" 17130 17437 19370 19674 14390 12314
"200073_s_at" 17160 20242 19509 13588 12961 15716
"200074_s_at" 17865 16028 2453 15008 15652 12223
"200075_s_at" 17506 2366 6976 4622 12566 13617
"200076_s_at" 3957 1109 6994 14740 6481 3973
"200077_s_at" 7630 19116 19222 12792 14163 12737
"200078_s_at" 19659 1416 17184 5373 16593 16754
"200079_s_at" 8949 3160 2342 15871 2680 11725
"200080_s_at" 4278 21629 6415 13832 13906 12365
"200081_s_at" 17780 15990 4674 12451 18066 11795
"200082_s_at" 18667 20530 4866 5739 6432 6226
"200083_at" 5843 14927 20573 11733 14698 16152
"200084_at" 8094 20667 3747 18700 13736 16283
"200085_s_at" 19091 1643 6239 5153 15343 10146
"200086_s_at" 19436 15199 17964 3688 15470 15306
"200087_s_at" 18415 21351 18150 19899 15525 14029
"200088_x_at" 11827 938 17845 7690 8694 6096
"200089_s_at" 9116 17791 21057 17059 5475 4268
"200090_at" 7625 21901 20309 11901 15824 13393
"200091_s_at" 17043 21881 19692 14602 13948 10555
"200092_s_at" 3821 14495 21216 4777 13691 6250
"200093_s_at" 18366 2044 17873 14365 3277 11127
"200094_s_at" 8827 16765 4875 16398 17878 3536
"200095_x_at" 11997 1315 17629 7878 8955 6313
"200096_s_at" 19688 20578 6889 11790 19747 14038
"200097_s_at" 6786 21157 3859 13768 17263 15202
"200098_s_at" 4371 1358 17707 11700 4100 11060
"200099_s_at" 16923 17445 3490 4895 8889 6256
"200593_s_at" 20679 19239 21588 19502 19678 4368
"200594_x_at" 5778 19846 6431 17132 6537 11233
"200595_s_at" 4482 19182 20868 4964 16662 13445
"200596_s_at" 4320 945 5659 20100 12844 15228
"200597_at" 6741 14936 3766 18577 6066 18387
"200598_s_at" 6457 15703 19938 3036 14776 14944
"200599_s_at" 18458 20101 4542 19185 17342 19591
"200600_at" 13575 21472 4518 17486 9978 9655
"200601_at" 3980 19944 19428 16197 2241 18657
"200602_at" 18424 22216 21566 3469 19939 19056
"200603_at" 3984 21861 21836 13192 18897 17357
"200604_s_at" 16749 1452 21502 20360 15748 20185
"200605_s_at" 4943 22083 20590 19449 4899 10633
"200606_at" 8790 14849 9368 4431 17796 17413
"200607_s_at" 18099 20909 4391 13713 17257 13689
"200608_s_at" 8105 22124 1993 17436 16775 17008
"200609_s_at" 7891 16166 2080 19546 4380 13307
"200610_s_at" 19550 19767 18481 17136 14347 14448
"200611_s_at" 18965 2886 6299 19993 12645 15550
