"inst_7049" "inst_7075"
"1007_s_at" 2659 3340
"1053_at" 19753 6133
"117_at" 9418 15110
"121_at" 3835 19371
"1255_g_at" 9781 10406
"1294_at" 1101 7947
"1316_at" 11874 14058
"1320_at" 13106 15371
"1405_i_at" 9929 10610
"1431_at" 22046 14481
"1438_at" 22143 3533
"1487_at" 19356 19422
"1494_f_at" 3561 13880
"1598_g_at" 14603 17952
"160020_at" 16169 21826
"1729_at" 19477 21376
"1773_at" 20024 2208
"177_at" 14576 6048
"179_at" 19260 21807
"1861_at" 20432 17649
"200000_s_at" 5982 15589
"200001_at" 19713 16898
"200002_at" 16628 16505
"200003_s_at" 15406 15793
"200004_at" 14503 17453
"200005_at" 6458 3982
"200006_at" 14290 18236
"200007_at" 17325 18433
"200008_s_at" 22086 16222
"200009_at" 15141 17018
"200010_at" 15605 17293
"200011_s_at" 18038 19277
"200012_x_at" 14536 16357
"200013_at" 15373 5632
"200014_s_at" 15523 2680
"200015_s_at" 4376 18734
"200016_x_at" 6573 5745
"200017_at" 14545 4814
"200018_at" 5904 6511
"200019_s_at" 3464 4872
"200020_at" 3836 6522
"200021_at" 1764 3238
"200022_at" 15544 17967
"200023_s_at" 15821 20000
"200024_at" 5015 5500
"200025_s_at" 4692 16549
"200026_at" 5938 6063
"200027_at" 6300 18080
"200028_s_at" 5481 18785
"200029_at" 15070 5674
"200030_s_at" 17015 15535
"200031_s_at" 5555 5103
"200032_s_at" 5366 16609
"200033_at" 16446 6518
"200034_s_at" 15430 17152
"200035_at" 3211 16837
"200036_s_at" 14080 16790
"200037_s_at" 14496 18555
"200038_s_at" 4394 5533
"200039_s_at" 14753 6027
"200040_at" 5719 16134
"200041_s_at" 4278 18086
"200042_at" 2434 3709
"200043_at" 14617 6321
"200044_at" 14709 18415
"200045_at" 5415 17646
"200046_at" 17261 16828
"200047_s_at" 16018 19150
"200048_s_at" 14166 18607
"200049_at" 16288 5175
"200050_at" 3290 19420
"200051_at" 2474 5913
"200052_s_at" 17344 16806
"200053_at" 19759 21601
"200054_at" 18178 15669
"200055_at" 4788 5733
"200056_s_at" 17354 1379
"200057_s_at" 6153 6723
"200058_s_at" 16790 17157
"200059_s_at" 17887 6465
"200060_s_at" 2723 3913
"200061_s_at" 5737 4766
"200062_s_at" 6461 5909
"200063_s_at" 16680 16342
"200064_at" 15449 17711
"200065_s_at" 14526 15900
"200066_at" 3257 6649
"200067_x_at" 5447 16980
"200068_s_at" 4809 15538
"200069_at" 5088 1538
"200070_at" 2940 3601
"200071_at" 18955 20362
"200072_s_at" 6644 5072
"200073_s_at" 15622 3316
"200074_s_at" 17277 4718
"200075_s_at" 14441 3679
"200076_s_at" 4846 3784
"200077_s_at" 14456 5966
"200078_s_at" 14688 20424
"200079_s_at" 14178 3629
"200080_s_at" 16240 17695
"200081_s_at" 17002 17425
"200082_s_at" 15689 16132
"200083_at" 6033 6652
"200084_at" 5117 15531
"200085_s_at" 6249 17187
"200086_s_at" 14715 16794
"200087_s_at" 2732 19291
"200088_x_at" 14781 5270
"200089_s_at" 3688 17678
"200090_at" 16749 2874
"200091_s_at" 15199 18259
"200092_s_at" 6723 17138
"200093_s_at" 14285 5616
"200094_s_at" 18717 19031
"200095_x_at" 5680 5988
"200096_s_at" 18655 17776
"200097_s_at" 18134 4305
"200098_s_at" 16468 16013
"200099_s_at" 16895 17346
"200593_s_at" 6406 4568
"200594_x_at" 15635 15541
"200595_s_at" 4544 5590
"200596_s_at" 16560 3627
"200597_at" 6315 20933
"200598_s_at" 19141 3861
"200599_s_at" 3957 4976
"200600_at" 15033 16857
"200601_at" 21813 803
"200602_at" 1446 17162
"200603_at" 18098 19000
"200604_s_at" 19321 20846
"200605_s_at" 19746 16454
"200606_at" 18286 5483
"200607_s_at" 21379 19675
"200608_s_at" 18065 19999
"200609_s_at" 16758 4939
"200610_s_at" 1998 15698
"200611_s_at" 14595 18740
"200612_s_at" 18565 2915
"200613_at" 17629 16696
"200614_at" 14685 6230
"200615_s_at" 16497 2800
"200616_s_at" 3320 16197
"200617_at" 16248 5595
"200618_at" 16131 20707
"200619_at" 4494 1334
"200620_at" 14478 18330
"200621_at" 4422 2296
"200622_x_at" 4712 4342
"200623_s_at" 18551 1894
"200624_s_at" 19281 17325
"200625_s_at" 6220 3854
