"inst_143" "inst_375" "inst_380" "inst_1366" "inst_2050" "inst_2212" "inst_6768"
"1007_s_at" 4847 9545 2376 21899 12809 6097 3241
"1053_at" 19159 20347 18211 21472 12553 4250 5767
"117_at" 5334 1060 1250 7523 10658 11214 3407
"121_at" 17466 5499 18846 19184 2195 17444 3744
"1255_g_at" 11333 10190 6948 10113 7946 9347 11863
"1294_at" 359 1175 14143 3126 13948 1222 8828
"1316_at" 18650 3805 18522 22030 8519 19894 5266
"1320_at" 1490 131 6735 7395 5937 640 3940
"1405_i_at" 11017 10707 21364 29 7488 8050 272
"1431_at" 11344 14511 4151 7002 16927 5780 21124
"1438_at" 18365 672 1581 7373 15111 6093 20060
"1487_at" 4830 2496 17038 15481 20713 20773 17445
"1494_f_at" 821 5757 3751 22169 411 15650 7595
"1598_g_at" 18595 7470 13771 22163 1648 14596 20577
"160020_at" 17450 16536 22167 21007 19083 2912 10624
"1729_at" 19996 7118 1438 3312 15548 18794 823
"1773_at" 16805 5366 13695 7221 13402 17921 757
"177_at" 13908 3600 1521 324 7031 5669 3004
"179_at" 3625 2800 19494 16729 8043 3117 7316
"1861_at" 16700 8452 15037 18125 13382 4680 17550
"200000_s_at" 7430 19753 1412 4397 16701 14056 7514
"200001_at" 17728 8217 5304 2313 18559 5589 2471
"200002_at" 6161 6174 16142 16151 15249 4389 7458
"200003_s_at" 5488 3478 5432 17507 12198 8740 8946
"200004_at" 7736 8187 13761 3221 1923 14513 5587
"200005_at" 6431 18319 4313 1626 16917 15066 7347
"200006_at" 6565 9357 4509 2118 12727 14671 7284
"200007_at" 7071 7742 20239 2599 12417 14900 8708
"200008_s_at" 3090 8712 3263 20998 20385 5538 17632
"200009_at" 4520 3861 13518 17374 15601 5530 7420
"200010_at" 18419 3631 13076 4644 15109 4512 7892
"200011_s_at" 20274 3253 18165 2774 12402 16039 4605
"200012_x_at" 3746 17390 1884 3815 14344 13607 17660
"200013_at" 17960 8175 13525 16303 14308 13209 17433
"200014_s_at" 6215 8443 5348 16100 15551 16457 7579
"200015_s_at" 7243 16658 13353 438 14458 16144 18408
"200016_x_at" 20621 9700 15775 550 1757 13491 8669
"200017_at" 19747 2161 4729 2453 12935 9034 16576
"200018_at" 6499 3453 4420 16622 2668 8978 16464
"200019_s_at" 6985 17300 14576 17331 15075 6183 6640
"200020_at" 7695 8341 3111 18484 1817 14520 6475
"200021_at" 16895 7935 19492 3515 12144 8940 11673
"200022_at" 6853 16908 3039 16109 13292 9053 7418
"200023_s_at" 18504 9550 2875 3227 12172 13327 6239
"200024_at" 18744 9446 17040 17359 12822 6317 8580
"200025_s_at" 19177 7896 3153 1778 2895 5199 9076
"200026_at" 17053 2456 3758 1982 12605 9060 16652
"200027_at" 6013 6005 5296 3463 12518 14667 5429
"200028_s_at" 4544 9372 4523 4514 2336 17419 18729
"200029_at" 7757 21566 14179 2073 16841 4318 16922
"200030_s_at" 6692 7373 13236 16946 3030 6020 7029
"200031_s_at" 16764 6842 5257 17576 2572 9043 11479
"200032_s_at" 6067 17101 3645 2555 12761 8825 16541
"200033_at" 19123 18652 13040 1612 15373 14845 7625
"200034_s_at" 5473 4984 14041 3389 3217 4283 17202
"200035_at" 21723 17725 14779 2425 19588 4088 19391
"200036_s_at" 1856 6491 14621 16677 15808 6366 8320
"200037_s_at" 18330 21555 15478 3587 12075 18587 16558
"200038_s_at" 5090 6873 15681 3732 14335 9024 16583
"200039_s_at" 5659 2647 15176 17451 16088 14499 6552
"200040_at" 18254 3615 13334 1297 14307 6929 6976
"200041_s_at" 7133 17666 15792 3198 18824 14618 3803
"200042_at" 3550 3503 13488 18979 17219 13214 5528
"200043_at" 7511 4964 15158 2884 2113 14633 17797
"200044_at" 17983 7719 15811 2040 14576 6294 17858
"200045_at" 3572 8769 16208 17606 17747 13308 7453
"200046_at" 5573 2275 15930 4384 15124 15137 3804
"200047_s_at" 6775 16684 20116 18734 12535 14047 4679
"200048_s_at" 6252 17515 13696 15866 15948 14931 8100
"200049_at" 2470 1135 15448 1097 2016 16083 8071
"200050_at" 5973 9192 16848 3046 13073 19028 18272
"200051_at" 7248 9148 16783 20692 12712 14258 18347
"200052_s_at" 5811 7520 16313 16003 19844 13488 6986
"200053_at" 3050 6845 484 22062 18208 403 22018
"200054_at" 4632 21098 15808 20942 15467 21811 6339
"200055_at" 2966 379 13122 4621 16684 14174 6561
"200056_s_at" 13612 21110 18527 968 13489 16395 9007
"200057_s_at" 7423 5729 5191 15720 2728 15860 8807
"200058_s_at" 7771 17817 17708 17675 15049 15954 7939
"200059_s_at" 6494 6297 5227 2316 15163 6041 7933
"200060_s_at" 5566 16570 16709 2693 18068 19380 5855
"200061_s_at" 17516 7119 5129 16432 2581 8827 11478
"200062_s_at" 7529 8011 3652 2785 14134 9065 11322
"200063_s_at" 18347 16671 19696 2622 13056 8876 11561
"200064_at" 5350 6986 3066 17330 2838 14465 7565
"200065_s_at" 6165 8514 15119 20204 3269 6173 6088
"200066_at" 1876 6850 1792 19284 17479 4310 18463
"200067_x_at" 5443 3251 17113 3834 17754 13211 8151
"200068_s_at" 5828 5769 14627 3919 1624 4269 4514
"200069_at" 7595 20135 19432 16625 20644 13526 4984
"200070_at" 21749 477 18949 4242 2861 18766 21461
"200071_at" 18524 7360 2356 1647 1887 6588 17219
"200072_s_at" 4108 4052 3696 3938 15398 6555 7732
"200073_s_at" 20786 19373 14863 1314 17026 6674 20231
"200074_s_at" 17340 3355 13852 15774 14657 14767 17672
"200075_s_at" 3892 18592 17913 493 17070 17220 8823
"200076_s_at" 7617 7366 14986 17761 2559 18782 17670
"200077_s_at" 7175 18554 15544 2737 3173 5644 6540
"200078_s_at" 17370 17996 13345 16043 1978 20275 17686
"200079_s_at" 2029 7287 17313 3843 17579 17404 6899
"200080_s_at" 7039 8428 20270 1104 1396 5388 4553
"200081_s_at" 19185 9725 5136 15970 16074 3875 8531
"200082_s_at" 6784 4681 4606 1547 15916 6424 17583
"200083_at" 16733 4262 13385 16484 13433 5926 5547
"200084_at" 2555 17433 14889 2348 15794 6234 6116
"200085_s_at" 3326 5134 13292 18539 17853 5459 6708
"200086_s_at" 7686 8532 13498 2149 12262 4061 6132
"200087_s_at" 6246 8102 16154 3290 12108 4138 17890
"200088_x_at" 3943 17445 4422 16762 13160 8917 11342
"200089_s_at" 5564 17783 14303 1918 17717 13351 8892
"200090_at" 7940 661 4021 1925 19202 6883 4855
"200091_s_at" 18673 5425 15221 2102 12921 14032 19184
"200092_s_at" 6459 9335 16616 2503 12177 8809 18809
"200093_s_at" 18371 9143 17406 3280 15928 15819 17237
"200094_s_at" 4104 6565 3650 2319 15634 5405 6804
"200095_x_at" 18477 8939 5465 17165 12188 8776 11650
"200096_s_at" 3680 2856 14528 2957 2743 19309 3885
"200097_s_at" 3646 8670 18394 3558 1677 15305 3665
"200098_s_at" 19154 9025 17620 3881 12379 17009 8968
"200099_s_at" 6437 18853 16348 1357 2935 8846 11574
"200593_s_at" 5300 16921 16224 17196 19747 16939 19951
"200594_x_at" 17802 17223 14993 3772 14464 6941 7506
"200595_s_at" 6005 17179 16207 399 13476 18311 16671
"200596_s_at" 19092 19848 1941 4109 16714 3744 5467
"200597_at" 20493 1927 1486 17186 1890 6734 19916
"200598_s_at" 2815 20412 17509 15773 826 3125 5234
"200599_s_at" 5029 2312 14538 15681 1526 1686 3531
"200600_at" 8535 11935 17758 1978 3266 11467 4295
"200601_at" 3804 570 14020 3993 14460 20939 8016
"200602_at" 6537 18373 21197 1268 12816 2512 18946
"200603_at" 3095 5383 17987 3338 2658 6292 6117
"200604_s_at" 2014 3578 19605 3316 18784 3825 4749
"200605_s_at" 6681 8827 18349 3064 14831 1339 6926
"200606_at" 20797 18943 14841 10931 2177 15890 2955
"200607_s_at" 7663 2361 14852 19965 2329 6363 16479
"200608_s_at" 21257 18526 21128 892 13469 13563 16844
"200609_s_at" 20209 20912 16119 16903 15084 18535 18236
"200610_s_at" 7815 7617 18170 1726 1865 15020 9130
"200611_s_at" 3895 5439 13986 4722 16926 13688 3647
"200612_s_at" 20735 9009 18608 21612 20538 1168 16333
"200613_at" 17455 9658 5431 16340 15308 14353 6126
"200614_at" 7447 8884 17241 16154 3209 4237 5703
"200615_s_at" 3607 5837 19216 16769 17194 6521 8806
"200616_s_at" 17155 18378 2072 18407 13936 17946 18001
"200617_at" 20337 6374 1690 19206 17329 18793 8759
