"inst_3475" "inst_5754"
"1007_s_at" 5875 6743
"1053_at" 18059 7132
"117_at" 15875 13066
"121_at" 5099 7360
"1255_g_at" 11063 12987
"1294_at" 6973 2162
"1316_at" 18166 2237
"1320_at" 13135 13659
"1405_i_at" 15414 10074
"1431_at" 6978 14190
"1438_at" 18334 4426
"1487_at" 3331 16767
"1494_f_at" 2695 20978
"1598_g_at" 3839 20753
"160020_at" 19876 22050
"1729_at" 19429 14466
"1773_at" 7493 20136
"177_at" 8700 8781
"179_at" 4094 19684
"1861_at" 20807 19344
"200000_s_at" 8083 13983
"200001_at" 18144 6736
"200002_at" 6632 7329
"200003_s_at" 17276 7955
"200004_at" 4680 7229
"200005_at" 17340 8213
"200006_at" 7723 7054
"200007_at" 6476 14382
"200008_s_at" 19316 4580
"200009_at" 6533 14143
"200010_at" 8079 15951
"200011_s_at" 7435 7792
"200012_x_at" 6726 6306
"200013_at" 5923 14325
"200014_s_at" 17452 5967
"200015_s_at" 4718 15953
"200016_x_at" 6406 13948
"200017_at" 5272 14205
"200018_at" 8080 5481
"200019_s_at" 5170 5575
"200020_at" 4352 4331
"200021_at" 17393 16684
"200022_at" 7058 8181
"200023_s_at" 5478 14830
"200024_at" 17110 4343
"200025_s_at" 3835 6742
"200026_at" 2833 7042
"200027_at" 17875 6554
"200028_s_at" 7783 4909
"200029_at" 18650 15267
"200030_s_at" 7955 6753
"200031_s_at" 5608 9754
"200032_s_at" 17560 4831
"200033_at" 5455 5658
"200034_s_at" 5827 6751
"200035_at" 4672 6096
"200036_s_at" 17389 17125
"200037_s_at" 4660 15860
"200038_s_at" 16410 14187
"200039_s_at" 6658 7721
"200040_at" 6418 4497
"200041_s_at" 17023 5697
"200042_at" 20108 16519
"200043_at" 5357 14484
"200044_at" 6780 15908
"200045_at" 5467 6536
"200046_at" 19708 15281
"200047_s_at" 17603 16282
"200048_s_at" 8173 7211
"200049_at" 16404 20532
"200050_at" 1119 5701
"200051_at" 3696 6287
"200052_s_at" 6841 15311
"200053_at" 1563 17620
"200054_at" 1983 14367
"200055_at" 20528 15092
"200056_s_at" 6361 18447
"200057_s_at" 4805 7198
"200058_s_at" 7121 18171
"200059_s_at" 6929 14522
"200060_s_at" 7876 14288
"200061_s_at" 17461 9753
"200062_s_at" 7768 9719
"200063_s_at" 17865 15831
"200064_at" 4846 6409
"200065_s_at" 19703 5753
"200066_at" 21085 8094
"200067_x_at" 18424 15931
"200068_s_at" 4380 14603
"200069_at" 5907 19127
"200070_at" 21553 7498
"200071_at" 5992 17531
"200072_s_at" 6271 14575
"200073_s_at" 6539 6303
"200074_s_at" 17798 14007
"200075_s_at" 17657 5569
"200076_s_at" 8155 6901
"200077_s_at" 4659 16203
"200078_s_at" 16996 5485
"200079_s_at" 16374 3625
"200080_s_at" 3425 7970
"200081_s_at" 7689 6302
"200082_s_at" 16874 14277
"200083_at" 17417 7402
"200084_at" 6663 5825
"200085_s_at" 18341 6945
"200086_s_at" 5416 5384
"200087_s_at" 1832 5734
"200088_x_at" 7219 14971
"200089_s_at" 17809 17364
"200090_at" 5154 7087
"200091_s_at" 2947 7085
"200092_s_at" 4313 19468
"200093_s_at" 6513 15640
"200094_s_at" 7610 8169
"200095_x_at" 16634 15114
"200096_s_at" 3386 4594
"200097_s_at" 5239 5038
"200098_s_at" 18492 15815
"200099_s_at" 17235 15805
"200593_s_at" 16789 14705
"200594_x_at" 6385 13962
"200595_s_at" 3281 6815
"200596_s_at" 4154 14496
"200597_at" 16713 7487
"200598_s_at" 19878 14040
"200599_s_at" 3035 14273
"200600_at" 9217 14352
"200601_at" 18724 20551
"200602_at" 1155 2954
"200603_at" 4384 15331
"200604_s_at" 4878 4469
"200605_s_at" 4745 18264
"200606_at" 5639 19667
"200607_s_at" 19118 16288
"200608_s_at" 5491 17410
"200609_s_at" 8137 3227
"200610_s_at" 7650 17973
"200611_s_at" 6226 18750
"200612_s_at" 20555 20960
"200613_at" 16734 6844
"200614_at" 6749 5251
"200615_s_at" 18158 19301
"200616_s_at" 19011 5386
"200617_at" 4774 3639
"200618_at" 6558 3977
"200619_at" 4929 5790
"200620_at" 5658 4843
"200621_at" 7688 3888
"200622_x_at" 6844 14387
"200623_s_at" 5503 6798
"200624_s_at" 5630 20899
"200625_s_at" 4800 2437
"200626_s_at" 1264 2795
"200627_at" 4329 4923
"200628_s_at" 5202 2035
"200629_at" 18945 2021
"200630_x_at" 5748 15452
"200631_s_at" 6082 17282
"200632_s_at" 6741 3028
"200633_at" 6482 9752
"200634_at" 6592 14687
"200635_s_at" 16921 4593
