"inst_2327" "inst_2367" "inst_3784" "inst_3865" "inst_3976" "inst_4341"
"1007_s_at" 9613 21979 5520 20210 10221 5400
"1053_at" 10394 8140 8857 16854 17514 15355
"117_at" 18388 20218 16191 10727 12834 12245
"121_at" 6002 21636 4693 18895 10889 9656
"1255_g_at" 17962 10027 15469 11124 15281 10141
"1294_at" 13771 8881 20030 4707 5396 591
"1316_at" 22220 4373 4197 19965 11479 937
"1320_at" 15625 9484 102 16189 20322 20751
"1405_i_at" 17835 8291 13727 11507 2234 14373
"1431_at" 8505 12523 19696 6597 662 7066
"1438_at" 7963 9974 12083 7266 12073 20466
"1487_at" 5313 4130 4826 5539 5475 6755
"1494_f_at" 3900 1387 10787 7345 20343 6959
"1598_g_at" 5924 1273 2177 2170 18377 823
"160020_at" 20715 120 21269 19237 232 17229
"1729_at" 12671 8855 13050 20951 17369 18336
"1773_at" 7177 18946 21865 7713 5954 21724
"177_at" 20940 1871 22017 2641 21778 21483
"179_at" 20055 13380 21065 17298 3756 8480
"1861_at" 1183 18737 19652 4683 19744 5958
"200000_s_at" 14228 2367 12493 18034 9959 6694
"200001_at" 10370 5533 9606 16221 10425 8532
"200002_at" 14144 8000 11220 6871 12606 9283
"200003_s_at" 16409 17333 15121 11794 14644 11689
"200004_at" 13514 18254 12090 9146 12645 17130
"200005_at" 8834 17675 12535 6059 9549 6025
"200006_at" 13420 18671 19596 7942 11458 6963
"200007_at" 6266 6745 8638 4026 11278 15938
"200008_s_at" 12203 5876 20625 17679 9594 21564
"200009_at" 14165 17903 13300 7393 8882 8000
"200010_at" 12981 8858 19016 9517 11817 16288
"200011_s_at" 9322 18676 8543 8305 17582 9768
"200012_x_at" 20641 8722 19970 17650 18109 8255
"200013_at" 20263 7385 13459 15800 11407 15675
"200014_s_at" 12002 6766 8695 5107 12224 8779
"200015_s_at" 11778 6549 8259 7027 8526 9149
"200016_x_at" 14247 5218 15068 16874 19413 15441
"200017_at" 16363 8630 15199 11909 14736 11776
"200018_at" 20144 17797 15191 11896 14728 11768
"200019_s_at" 20244 19259 19543 6425 18038 7823
"200020_at" 6369 6269 10815 8785 10969 18201
"200021_at" 16426 4276 15275 12023 14829 11871
"200022_at" 16198 8580 12889 16115 17523 8969
"200023_s_at" 7439 17180 12267 5252 12246 7320
"200024_at" 14019 18351 19296 9571 18552 8701
"200025_s_at" 20361 7251 12977 9110 14727 7183
"200026_at" 20803 11560 15278 8458 14831 9279
"200027_at" 10762 17435 10279 6765 12114 6824
"200028_s_at" 6495 7083 5632 9313 11685 9577
"200029_at" 13934 8354 13164 7982 10937 7968
"200030_s_at" 13246 6489 13235 7799 18569 16807
"200031_s_at" 16367 11798 15183 11885 14722 11759
"200032_s_at" 20061 11623 19537 11911 14739 9363
"200033_at" 13692 4277 10603 5264 19488 18445
"200034_s_at" 21406 18434 19327 16195 14650 16395
"200035_at" 7390 2058 8224 21329 3062 5081
"200036_s_at" 13900 8548 18938 3543 11695 7483
"200037_s_at" 10596 4792 9282 9641 19663 15686
"200038_s_at" 20490 17928 18834 12006 14808 8246
"200039_s_at" 11710 19281 13038 5896 11344 6543
"200040_at" 11194 17169 18839 4630 20776 9861
"200041_s_at" 13131 18965 12052 6950 12328 8243
"200042_at" 12873 7624 9267 8398 9633 6441
"200043_at" 20467 17855 6849 3810 9456 16740
"200044_at" 10240 7278 10018 7123 19393 17983
