"inst_874" "inst_982"
"1007_s_at" 16618 7613
"1053_at" 21242 6439
"117_at" 14308 9068
"121_at" 21255 21906
"1255_g_at" 9644 12160
"1294_at" 14939 10695
"1316_at" 13978 11148
"1320_at" 7943 13232
"1405_i_at" 909 15118
"1431_at" 9154 11166
"1438_at" 21731 1559
"1487_at" 18399 4532
"1494_f_at" 14352 9633
"1598_g_at" 15799 2682
"160020_at" 10214 2550
"1729_at" 2222 1835
"1773_at" 19676 21577
"177_at" 12668 9313
"179_at" 21295 5272
"1861_at" 4399 3940
"200000_s_at" 16389 4042
"200001_at" 15310 6036
"200002_at" 4898 5325
"200003_s_at" 9780 7457
"200004_at" 18929 18253
"200005_at" 15972 7578
"200006_at" 16090 19681
"200007_at" 4176 3346
"200008_s_at" 6474 3774
"200009_at" 20159 19989
"200010_at" 6178 19321
"200011_s_at" 4844 7516
"200012_x_at" 5822 20617
"200013_at" 16592 6876
"200014_s_at" 18171 19414
"200015_s_at" 16022 5894
"200016_x_at" 6170 4153
"200017_at" 10006 5517
"200018_at" 5465 4749
"200019_s_at" 6434 3614
"200020_at" 20191 19440
"200021_at" 9754 4653
"200022_at" 16764 20622
"200023_s_at" 19527 2097
"200024_at" 15696 19589
"200025_s_at" 15518 5799
"200026_at" 17379 19416
"200027_at" 15276 4137
"200028_s_at" 16075 4785
"200029_at" 5787 21688
"200030_s_at" 16260 19235
"200031_s_at" 9998 4944
"200032_s_at" 9873 7359
"200033_at" 16673 18876
"200034_s_at" 19789 18796
"200035_at" 4622 18140
"200036_s_at" 4997 4945
"200037_s_at" 5312 6147
"200038_s_at" 10017 20185
"200039_s_at" 18206 6385
"200040_at" 18053 7234
"200041_s_at" 19871 19026
"200042_at" 5992 6221
"200043_at" 15755 2670
"200044_at" 18050 3897
"200045_at" 16861 17676
"200046_at" 20423 4424
"200047_s_at" 16411 4165
"200048_s_at" 5819 6519
"200049_at" 21501 18480
"200050_at" 16512 1800
"200051_at" 2492 3718
"200052_s_at" 16415 19764
"200053_at" 18611 18377
"200054_at" 19833 21676
"200055_at" 17057 19300
"200056_s_at" 3664 7675
"200057_s_at" 18247 19298
"200058_s_at" 15956 18249
"200059_s_at" 4723 1202
"200060_s_at" 16885 8120
"200061_s_at" 9542 18774
"200062_s_at" 9958 19498
"200063_s_at" 9830 19673
"200064_at" 18296 17867
"200065_s_at" 19531 20518
"200066_at" 5772 5178
"200067_x_at" 4993 19907
"200068_s_at" 17236 4120
"200069_at" 21850 604
"200070_at" 1890 8196
"200071_at" 19476 4531
"200072_s_at" 15254 7768
"200073_s_at" 6028 3050
"200074_s_at" 17292 19281
"200075_s_at" 16904 6654
"200076_s_at" 17696 19242
"200077_s_at" 5240 7323
"200078_s_at" 3231 5149
"200079_s_at" 15500 18014
"200080_s_at" 17870 17934
"200081_s_at" 16378 6210
"200082_s_at" 15583 18822
"200083_at" 20096 19781
"200084_at" 15561 2812
"200085_s_at" 3728 6090
"200086_s_at" 6328 18042
"200087_s_at" 6332 5759
"200088_x_at" 9903 17836
"200089_s_at" 15654 18623
"200090_at" 21818 3513
"200091_s_at" 15341 5733
"200092_s_at" 15207 20886
"200093_s_at" 5039 3516
"200094_s_at" 1781 846
"200095_x_at" 10114 6702
"200096_s_at" 18458 19583
"200097_s_at" 6505 21062
"200098_s_at" 18501 6638
"200099_s_at" 9617 19895
"200593_s_at" 17326 17856
"200594_x_at" 17095 7735
"200595_s_at" 21171 3464
"200596_s_at" 16694 20233
"200597_at" 20726 18562
"200598_s_at" 20938 8116
"200599_s_at" 19166 7273
"200600_at" 9313 9950
"200601_at" 21313 21599
"200602_at" 16326 797
"200603_at" 6321 5669
"200604_s_at" 17814 6280
"200605_s_at" 6231 18612
"200606_at" 21226 19340
"200607_s_at" 19319 19259
"200608_s_at" 18001 4444
"200609_s_at" 3794 20773
"200610_s_at" 20521 2444
"200611_s_at" 16760 4489
"200612_s_at" 15348 93
"200613_at" 4994 5094
"200614_at" 5440 5050
"200615_s_at" 4655 20154
"200616_s_at" 16038 20868
"200617_at" 18885 4609
"200618_at" 5163 6094
"200619_at" 4679 4272
"200620_at" 6104 4249
"200621_at" 3600 1545
"200622_x_at" 5119 19951
"200623_s_at" 5456 4355
"200624_s_at" 19073 3521
"200625_s_at" 4618 4537
"200626_s_at" 6218 3053
"200627_at" 15637 4976
"200628_s_at" 17653 17810
"200629_at" 16364 18503
"200630_x_at" 19003 6125
"200631_s_at" 16037 18717
"200632_s_at" 20266 22035
"200633_at" 9535 5025
"200634_at" 15760 3924
"200635_s_at" 21895 7111
"200636_s_at" 4038 2486
"200637_s_at" 20956 17935
"200638_s_at" 18129 5976
"200639_s_at" 16392 742
"200640_at" 16628 4089
"200641_s_at" 5351 3368
"200642_at" 4590 5386
"200643_at" 4353 5618
"200644_at" 4039 5964
"200645_at" 3438 2901
"200646_s_at" 19291 6782
"200647_x_at" 4218 6603
"200648_s_at" 18218 4271
"200649_at" 20555 21361
"200650_s_at" 5127 4735
"200651_at" 6346 3979
"200652_at" 5130 2451
"200653_s_at" 20016 20209
"200654_at" 4162 3043
"200655_s_at" 15743 18729
"200656_s_at" 18254 6861
"200657_at" 17114 8108
"200658_s_at" 18433 5358
"200659_s_at" 3257 6170
"200660_at" 16446 4897
"200661_at" 17421 6195
"200662_s_at" 4958 3920
"200663_at" 18292 17674
"200664_s_at" 15176 4022
"200665_s_at" 13942 16171
"200666_s_at" 4796 5011
"200667_at" 2346 17763
"200668_s_at" 17139 5424
"200669_s_at" 19679 18436
"200670_at" 18512 4773
"200671_s_at" 21319 7246
"200672_x_at" 21133 2239
"200673_at" 3761 20334
"200674_s_at" 5906 6200
"200675_at" 15347 2414
"200676_s_at" 1554 18051
"200677_at" 16455 19145
"200678_x_at" 5669 3342
"200679_x_at" 18688 7476
"200680_x_at" 4728 3077
"200681_at" 4134 18713
"200682_s_at" 15968 5954
"200683_s_at" 4896 17655
"200684_s_at" 6487 21029
"200685_at" 2995 6975
"200686_s_at" 21016 6440
"200687_s_at" 20070 18963
"200688_at" 22089 21403
"200689_x_at" 6375 18825
"200690_at" 6350 5753
"200691_s_at" 17687 19171
"200692_s_at" 16435 18006
"200693_at" 17764 6811
"200694_s_at" 6358 6653
"200695_at" 1367 121
"200696_s_at" 2481 4239
"200697_at" 18134 20303
"200698_at" 16428 3339
"200699_at" 5586 17879
"200700_s_at" 16902 5125
"200701_at" 5698 5002
"200702_s_at" 4370 20703
"200703_at" 17770 4170
"200704_at" 6141 18960
"200705_s_at" 16797 20045
"200706_s_at" 15542 3969
"200707_at" 5730 7590
"200708_at" 5909 6557
"200709_at" 3997 3549
"200710_at" 16362 5069
"200711_s_at" 5561 4855
"200712_s_at" 16172 8025
"200713_s_at" 16407 18404
"200714_x_at" 6186 7776
"200715_x_at" 5844 5467
"200716_x_at" 6047 19930
"200717_x_at" 9895 19032
"200718_s_at" 18396 6859
"200719_at" 3273 6182
"200720_s_at" 16655 1928
"200721_s_at" 5579 5337
"200722_s_at" 19523 4319
"200723_s_at" 18416 20867
"200724_at" 14654 11572
"200725_x_at" 15700 21069
"200726_at" 17998 5727
"200727_s_at" 5889 19115
"200728_at" 4424 19558
"200729_s_at" 16461 5950
"200730_s_at" 18689 7600
"200731_s_at" 20106 1836
"200732_s_at" 19524 19126
"200733_s_at" 21317 21704
"200734_s_at" 18305 21126
"200735_x_at" 9905 17961
"200736_s_at" 9087 12078
"200737_at" 5422 6469
"200738_s_at" 6222 6548
"200739_s_at" 4897 3534
"200740_s_at" 18374 18328
"200741_s_at" 9934 4905
"200742_s_at" 19463 21561
"200743_s_at" 16949 695
"200744_s_at" 16327 2855
"200745_s_at" 20672 7946
"200746_s_at" 3510 2348
"200747_s_at" 5770 18870
"200748_s_at" 16779 19346
"200749_at" 19190 7228
"200750_s_at" 15800 5610
"200751_s_at" 3101 19306
"200752_s_at" 5890 5868
"200753_x_at" 19084 7978
"200754_x_at" 18480 18230
"200755_s_at" 21274 18130
"200756_x_at" 19984 2478
"200757_s_at" 5682 17647
"200758_s_at" 17246 6891
"200759_x_at" 21351 18103
"200760_s_at" 2573 3756
"200761_s_at" 4565 1241
"200762_at" 3571 4994
"200763_s_at" 5707 18907
"200764_s_at" 18817 19343
"200765_x_at" 18110 19574
"200766_at" 20525 20921
"200767_s_at" 16925 6863
"200768_s_at" 17559 4795
"200769_s_at" 17982 7237
"200770_s_at" 15608 701
"200771_at" 18945 19466
"200772_x_at" 6320 4342
"200773_x_at" 16258 18933
"200774_at" 18049 6503
"200775_s_at" 15473 20825
"200776_s_at" 19293 19312
"200777_s_at" 17046 3543
"200778_s_at" 5505 19102
