"inst_486" "inst_906"
"1007_s_at" 5779 5014
"1053_at" 20964 19184
"117_at" 4888 1572
"121_at" 7626 14796
"1255_g_at" 8773 7151
"1294_at" 7796 7912
"1316_at" 1439 10988
"1320_at" 16318 3418
"1405_i_at" 12722 4603
"1431_at" 15619 3197
"1438_at" 9613 19337
"1487_at" 7897 4364
"1494_f_at" 2677 1068
"1598_g_at" 4538 3755
"160020_at" 7995 896
"1729_at" 18097 20362
"1773_at" 10198 15342
"177_at" 2684 6954
"179_at" 5502 17535
"1861_at" 7403 15551
"200000_s_at" 17196 15804
"200001_at" 9101 14558
"200002_at" 20469 5134
"200003_s_at" 5407 9685
"200004_at" 17908 14560
"200005_at" 8382 14593
"200006_at" 10318 14704
"200007_at" 8064 5449
"200008_s_at" 18274 14387
"200009_at" 20037 14337
"200010_at" 2603 5353
"200011_s_at" 20593 15947
"200012_x_at" 9647 10076
"200013_at" 20995 15201
"200014_s_at" 6327 15207
"200015_s_at" 18516 16377
"200016_x_at" 20169 9642
"200017_at" 3902 9907
"200018_at" 9159 5577
"200019_s_at" 19444 15609
"200020_at" 18460 17642
"200021_at" 7459 9812
"200022_at" 16909 9676
"200023_s_at" 19705 5336
"200024_at" 20019 14443
"200025_s_at" 18368 4818
"200026_at" 7878 14053
"200027_at" 6148 14389
"200028_s_at" 9667 17262
"200029_at" 10181 9688
"200030_s_at" 16806 5675
"200031_s_at" 7358 9886
"200032_s_at" 7715 9569
"200033_at" 17998 4999
"200034_s_at" 9616 14409
"200035_at" 21269 17914
"200036_s_at" 7392 15121
"200037_s_at" 10330 16361
"200038_s_at" 16812 10158
"200039_s_at" 10103 16438
"200040_at" 9741 15325
"200041_s_at" 18858 16167
"200042_at" 2841 18069
"200043_at" 19962 15513
"200044_at" 8963 5272
"200045_at" 5472 15519
"200046_at" 19680 5597
"200047_s_at" 18184 4700
"200048_s_at" 17583 15124
"200049_at" 2598 2757
"200050_at" 19512 16189
"200051_at" 19675 19510
"200052_s_at" 17981 16688
"200053_at" 4776 3879
"200054_at" 17848 18673
"200055_at" 20412 18488
"200056_s_at" 3857 5639
"200057_s_at" 7768 15452
"200058_s_at" 8316 15049
"200059_s_at" 5006 5156
"200060_s_at" 9315 5678
"200061_s_at" 19235 9768
"200062_s_at" 8614 9823
"200063_s_at" 7785 9651
"200064_at" 18102 14408
"200065_s_at" 18861 5630
"200066_at" 18099 18957
"200067_x_at" 3218 14554
"200068_s_at" 6826 4608
"200069_at" 18819 19682
"200070_at" 6529 3182
"200071_at" 7258 16259
"200072_s_at" 9928 15797
"200073_s_at" 20974 16608
"200074_s_at" 17120 14705
"200075_s_at" 9891 18901
"200076_s_at" 17852 20345
"200077_s_at" 8884 4651
"200078_s_at" 9243 4340
"200079_s_at" 9442 16223
"200080_s_at" 17470 4586
"200081_s_at" 19515 14567
"200082_s_at" 7627 9482
"200083_at" 6018 15211
"200084_at" 17544 17220
"200085_s_at" 18149 15608
"200086_s_at" 6719 4969
"200087_s_at" 19865 14847
"200088_x_at" 16912 9887
"200089_s_at" 18391 15561
"200090_at" 5377 14846
"200091_s_at" 19087 15805
"200092_s_at" 17804 15159
"200093_s_at" 7989 15202
"200094_s_at" 4634 2625
"200095_x_at" 18515 9842
"200096_s_at" 6410 14972
"200097_s_at" 18964 3718
"200098_s_at" 18116 19189
"200099_s_at" 6355 10040
"200593_s_at" 16941 17248
"200594_x_at" 18155 17416
"200595_s_at" 6607 15080
"200596_s_at" 20959 16760
"200597_at" 4916 20665
