"inst_2554" "inst_3413" "inst_3756" "inst_3838" "inst_3932" "inst_4313"
"1007_s_at" 21882 14747 17093 1794 3703 17318
"1053_at" 6618 17020 17461 13462 13613 17215
"117_at" 20505 4812 9706 9348 2831 8777
"121_at" 18298 1578 2256 20725 13089 16074
"1255_g_at" 11947 9622 8448 8985 4943 7153
"1294_at" 20070 1012 14075 15611 21849 15703
"1316_at" 19895 8784 3445 21759 18465 1399
"1320_at" 12655 12223 220 16146 20812 21261
"1405_i_at" 6964 11823 5839 7328 8375 9507
"1431_at" 3617 3546 20927 2364 15783 21878
"1438_at" 13152 21093 3326 4581 10862 4477
"1487_at" 17081 1216 5530 18402 2329 3975
"1494_f_at" 14507 445 22022 773 1784 4912
"1598_g_at" 16651 20693 17051 18576 3636 13910
"160020_at" 18043 209 16681 1232 3541 1365
"1729_at" 3506 3921 14346 4666 2279 2503
"1773_at" 3677 18770 20089 20269 13108 13868
"177_at" 17519 12090 21564 827 999 3132
"179_at" 19096 22021 1714 19756 18444 20255
"1861_at" 4703 19288 20937 6084 15730 20024
"200000_s_at" 17463 17854 18422 16259 11563 12517
"200001_at" 5955 17912 17186 13428 10959 17100
"200002_at" 7044 13823 5366 5966 9840 14421
"200003_s_at" 9477 14895 7132 8969 5327 8381
"200004_at" 14422 14928 15386 14299 12899 12941
"200005_at" 5202 14808 16770 13240 12830 5891
"200006_at" 3176 4186 11310 13404 3881 12574
"200007_at" 5489 17665 3905 14284 11550 5238
"200008_s_at" 7660 3746 15765 17537 19252 18900
"200009_at" 6216 14468 15464 5192 11925 16443
"200010_at" 7415 16699 11254 6203 11319 5828
"200011_s_at" 17717 14422 12398 3857 10609 5309
"200012_x_at" 16157 3584 4128 14368 3599 5917
"200013_at" 4759 16976 11543 17692 9578 6778
"200014_s_at" 4704 4617 13129 4905 9541 12545
"200015_s_at" 14840 16038 11701 16112 14050 13283
"200016_x_at" 9409 13465 7070 15810 9525 13814
"200017_at" 9581 13754 7208 9089 5457 8466
"200018_at" 9568 14968 7202 9080 5447 8457
"200019_s_at" 7083 17044 5161 13312 9780 4924
"200020_at" 5726 19489 16499 4712 19065 16159
"200021_at" 15017 3337 7288 9213 5589 14249
"200022_at" 9495 14604 3619 13784 5345 6191
"200023_s_at" 5242 4039 13545 6649 14946 3112
"200024_at" 5110 13929 4400 15691 3034 4195
"200025_s_at" 9567 4463 5476 7017 5443 2964
"200026_at" 9693 19620 7291 5367 5592 12548
"200027_at" 5002 3397 11534 14940 13517 6548
"200028_s_at" 14546 3492 4136 6973 9228 3020
"200029_at" 9530 2869 4339 15832 2467 5156
"200030_s_at" 5536 14457 11470 13356 9676 6752
"200031_s_at" 9559 16318 7196 9067 5432 8450
"200032_s_at" 9583 13475 7210 9092 5462 6250
"200033_at" 4321 3739 5038 5117 9351 14152
"200034_s_at" 3575 14695 14234 6606 5336 16429
"200035_at" 6859 17711 20670 15413 3618 4688
"200036_s_at" 6187 14778 4828 15873 10484 2645
"200037_s_at" 6161 15345 4861 6393 3856 16335
"200038_s_at" 9669 14101 4638 9196 5562 14221
"200039_s_at" 4255 15831 11187 15710 13563 5640
"200040_at" 7549 17040 15951 5099 16933 13353
"200041_s_at" 16951 4362 15474 4169 9837 2052
"200042_at" 15947 17554 17295 14461 14486 13973
"200043_at" 6466 17663 12480 18996 3363 15946
"200044_at" 15551 13215 4046 5896 14815 18308
"200045_at" 6827 3101 17970 5416 10035 14858
"200046_at" 14802 17141 13720 5225 15102 5127
"200047_s_at" 5827 3157 12204 14186 12569 12601
"200048_s_at" 7751 2949 4780 16278 11906 4581
"200049_at" 6779 16741 18007 16759 18131 14530
"200050_at" 3949 21041 14562 14316 11552 18813
"200051_at" 3865 18368 20293 14247 17457 6153
"200052_s_at" 2944 13837 5704 15121 12268 15994
"200053_at" 1504 20245 15071 1650 16551 20949
"200054_at" 14656 16774 16859 17287 16945 17864
"200055_at" 6743 1878 12043 4090 14501 6422
"200056_s_at" 4874 13261 13382 19472 16211 17567
"200057_s_at" 15020 15068 3835 5210 10771 3411
"200058_s_at" 17017 15424 15756 16886 12878 5169
"200059_s_at" 5788 16088 11287 5804 10512 4686
"200060_s_at" 6679 15340 14888 14533 13764 4047
"200061_s_at" 9557 14495 7195 9065 5430 8449
"200062_s_at" 9463 4430 7120 8953 5310 8369
"200063_s_at" 9615 13749 7237 9134 5498 8493
"200064_at" 3317 14147 12125 13984 9444 14387
"200065_s_at" 3948 4477 11385 14496 10928 17174
"200066_at" 20207 20399 20299 16429 13633 13343
"200067_x_at" 6121 3539 11517 3383 14694 4591
"200068_s_at" 14265 3008 13377 6256 9666 5903
"200069_at" 17044 2621 15665 15351 10159 16530
"200070_at" 16826 21036 18277 3370 11278 16206
"200071_at" 7170 18608 14867 14173 17852 18447
"200072_s_at" 5854 18130 17711 17461 16142 13041
"200073_s_at" 15660 16300 5473 4267 15885 6508
"200074_s_at" 4815 16073 5059 6251 9932 4605
"200075_s_at" 16344 3704 13021 6415 13114 15907
"200076_s_at" 16959 13148 15463 16630 14973 15819
"200077_s_at" 14603 13535 3559 14015 9449 13982
"200078_s_at" 5038 16310 15882 5774 15313 6522
"200079_s_at" 7771 4632 19381 3445 15307 14335
"200080_s_at" 14619 15342 4241 13596 5491 5744
"200081_s_at" 4770 16634 14645 17301 10866 15178
"200082_s_at" 9604 4551 12617 6436 5484 17488
"200083_at" 14804 15406 11151 6442 13371 12688
"200084_at" 15098 16075 13570 14014 16197 15309
"200085_s_at" 4584 14027 13088 16790 12020 5984
"200086_s_at" 6139 14646 5537 15945 9313 13775
"200087_s_at" 4638 4445 14835 4057 9693 18773
"200088_x_at" 9472 4154 7128 8965 5320 5178
"200089_s_at" 4226 3021 3922 14452 10097 13400
"200090_at" 6053 13809 4901 3569 11487 1968
"200091_s_at" 7195 19420 13137 13728 9601 6577
"200092_s_at" 17284 17047 4282 9141 5506 16438
"200093_s_at" 6501 18178 4910 19678 14009 4379
