"inst_2205" "inst_3640" "inst_3743" "inst_4299" "inst_4765" "inst_6061"
"1007_s_at" 1154 11645 6439 5659 9016 7305
"1053_at" 17083 6166 9341 17462 10898 8401
"117_at" 21564 249 2170 1296 15767 14656
"121_at" 3724 14649 9590 3136 11310 20555
"1255_g_at" 9710 17989 16810 11006 15283 8706
"1294_at" 19404 13137 5445 3741 19148 1790
"1316_at" 19087 4456 3797 16879 10529 6996
"1320_at" 12389 1041 109 19972 1798 2188
"1405_i_at" 16490 10586 18715 9621 3145 17858
"1431_at" 767 6553 6631 1595 21401 22099
"1438_at" 9894 20281 410 22085 1840 5420
"1487_at" 18535 10749 3752 3718 6696 2040
"1494_f_at" 4108 20967 7982 5938 21588 12099
"1598_g_at" 1510 4896 10399 5811 2554 8801
"160020_at" 5819 412 3313 16226 4510 21894
"1729_at" 1649 3464 20112 6529 8510 9352
"1773_at" 15199 8957 753 21269 5968 21655
"177_at" 3310 10793 2579 21133 556 157
"179_at" 4893 3760 2314 16432 18589 21156
"1861_at" 17575 19755 4526 19760 3302 3477
"200000_s_at" 19656 8123 11428 20813 9975 5041
"200001_at" 15609 13174 10509 21205 8034 9716
"200002_at" 6765 20452 12896 5326 19044 10581
"200003_s_at" 10026 16489 15881 9159 17614 14863
"200004_at" 17432 14191 13183 15040 10160 9770
"200005_at" 18377 11216 8822 16597 10044 10198
"200006_at" 15223 13440 19664 13390 17554 11877
"200007_at" 6752 12443 12413 5513 19420 9617
"200008_s_at" 6379 6570 1604 22185 11285 19636
"200009_at" 18263 12233 10886 15858 10310 18815
"200010_at" 10023 14639 11131 14156 17855 19276
"200011_s_at" 17981 14230 9361 6715 9875 5884
"200012_x_at" 16072 13549 19981 5852 20212 19341
"200013_at" 5439 14666 14126 6044 10766 13023
"200014_s_at" 16825 12656 19566 14227 9721 8321
"200015_s_at" 7665 10918 11341 5832 17772 10053
"200016_x_at" 10201 20104 19959 5899 11477 12202
"200017_at" 9958 16568 15966 9243 13634 14941
"200018_at" 10036 16561 15961 9239 18225 14936
"200019_s_at" 14645 14481 13582 3761 11433 12852
"200020_at" 6626 11756 14191 5839 6220 9258
"200021_at" 19475 16649 16042 9347 13778 15027
"200022_at" 10106 16500 12424 17146 11178 14874
"200023_s_at" 14495 12232 13220 14735 18191 8439
"200024_at" 7256 20337 19598 14354 18408 19285
"200025_s_at" 10296 19958 19795 3135 19047 12650
