"inst_3116" "inst_6495" "inst_7253"
"1007_s_at" 22011 12573 19057
"1053_at" 7772 16894 3365
"117_at" 2572 322 13872
"121_at" 3562 12272 18514
"1255_g_at" 12402 3371 8680
"1294_at" 19069 13681 7640
"1316_at" 220 3855 17673
"1320_at" 12852 10428 11559
"1405_i_at" 18582 5369 7214
"1431_at" 20555 3451 13701
"1438_at" 3570 9378 18797
"1487_at" 2765 19003 21153
"1494_f_at" 2001 1870 6857
"1598_g_at" 328 17612 21882
"160020_at" 6814 17929 15126
"1729_at" 1854 16260 15454
"1773_at" 6535 15169 19138
"177_at" 3001 19616 307
"179_at" 19286 11966 479
"1861_at" 1182 4584 17684
"200000_s_at" 18244 19933 4698
"200001_at" 17845 12172 17522
"200002_at" 8107 14598 4388
"200003_s_at" 13315 12533 14687
"200004_at" 8854 16644 4287
"200005_at" 7320 13660 4911
"200006_at" 11153 13217 16009
"200007_at" 5792 14591 3377
"200008_s_at" 3233 12115 16509
"200009_at" 6307 12461 16414
"200010_at" 11028 11639 3918
"200011_s_at" 7978 12211 2865
"200012_x_at" 10223 2674 5461
"200013_at" 17952 11808 17414
"200014_s_at" 19472 14749 16570
"200015_s_at" 8905 15499 16721
"200016_x_at" 11086 11406 4282
"200017_at" 13459 11575 16499
"200018_at" 13445 12187 2671
"200019_s_at" 8260 15097 4181
"200020_at" 3004 13832 4266
"200021_at" 9382 6779 3774
"200022_at" 9878 3163 14391
"200023_s_at" 7445 4704 17201
"200024_at" 17745 12782 16157
"200025_s_at" 17840 4388 15643
"200026_at" 13588 4096 14675
"200027_at" 7988 13537 15839
"200028_s_at" 3151 14976 15971
"200029_at" 10982 4660 14423
"200030_s_at" 6025 3862 4269
"200031_s_at" 13433 3293 5696
"200032_s_at" 13464 4219 14368
"200033_at" 8725 14310 15920
"200034_s_at" 18152 14020 4945
"200035_at" 17899 1592 14851
"200036_s_at" 8181 11471 2817
"200037_s_at" 10338 13021 5637
"200038_s_at" 13565 12004 17516
"200039_s_at" 7839 15129 16950
"200040_at" 7957 17039 3391
"200041_s_at" 9856 15432 18475
"200042_at" 18708 14730 2058
"200043_at" 2826 12747 4595
"200044_at" 5221 13826 16664
"200045_at" 19382 4027 4706
"200046_at" 2824 11956 14743
"200047_s_at" 18379 12715 4796
"200048_s_at" 9402 13854 17347
"200049_at" 3841 15391 20306
"200050_at" 7640 15045 4414
"200051_at" 10882 13978 1984
"200052_s_at" 10478 16043 17260
"200053_at" 17937 17257 19616
"200054_at" 20302 14407 19129
"200055_at" 9290 14654 19314
"200056_s_at" 20739 18162 2835
"200057_s_at" 5728 11811 15789
"200058_s_at" 6741 17676 20049
"200059_s_at" 9786 12546 16887
"200060_s_at" 6719 18303 20319
"200061_s_at" 13431 4233 15193
"200062_s_at" 13297 6581 15664
"200063_s_at" 18893 4517 18427
"200064_at" 7999 4305 16981
"200065_s_at" 5921 16620 14359
"200066_at" 20065 13037 3345
"200067_x_at" 8059 15683 16960
"200068_s_at" 5599 13729 17359
"200069_at" 3884 17992 19384
"200070_at" 19937 18013 1970
"200071_at" 4206 16162 18042
"200072_s_at" 7557 19340 17175
"200073_s_at" 8683 16627 15472
"200074_s_at" 19362 14148 5254
"200075_s_at" 10697 14400 16119
"200076_s_at" 6430 2960 20469
"200077_s_at" 11309 12503 16340
"200078_s_at" 4427 15205 3454
"200079_s_at" 8954 12292 3259
"200080_s_at" 19065 4591 15206
"200081_s_at" 17708 12520 16572
"200082_s_at" 10581 11510 15756
"200083_at" 10256 16291 14545
"200084_at" 6841 13135 15620
"200085_s_at" 9375 14763 15228
"200086_s_at" 10395 12093 19808
"200087_s_at" 5328 15011 15608
"200088_x_at" 13307 3289 5270
"200089_s_at" 10999 15063 17941
"200090_at" 5274 15227 19686
"200091_s_at" 20020 13790 1752
"200092_s_at" 17923 2137 15053
"200093_s_at" 9989 15211 15996
"200094_s_at" 17760 18568 18679
"200095_x_at" 13571 6769 4592
"200096_s_at" 4674 11454 19854
"200097_s_at" 10523 13805 15991
"200098_s_at" 10671 14713 17565
"200099_s_at" 13516 6731 14720
"200593_s_at" 8407 18138 3628
"200594_x_at" 8143 14430 4510
"200595_s_at" 8366 17153 18154
"200596_s_at" 6840 20256 5524
"200597_at" 1976 14113 945
"200598_s_at" 9526 4582 14981
"200599_s_at" 8923 12480 3521
"200600_at" 6875 6399 16926
"200601_at" 8809 3348 16207
"200602_at" 7678 18864 18058
"200603_at" 5910 16970 14936
"200604_s_at" 3048 3347 4195
"200605_s_at" 1362 16224 2423
"200606_at" 12815 4633 18846
"200607_s_at" 8102 12006 3703
"200608_s_at" 9497 14338 16460
"200609_s_at" 4469 11817 1650
"200610_s_at" 8587 16377 16124
"200611_s_at" 9692 13351 17665
"200612_s_at" 5942 22283 1765
"200613_at" 6586 15323 15379
"200614_at" 7452 14413 5339
"200615_s_at" 11087 16542 4297
"200616_s_at" 10607 4401 3860
"200617_at" 18393 15689 19580
"200618_at" 6406 15223 16192
"200619_at" 18565 18031 15851
"200620_at" 7237 3241 5024
"200621_at" 7234 13560 17312
"200622_x_at" 5279 18189 20522
"200623_s_at" 20101 12861 5429
"200624_s_at" 2398 13911 19400
"200625_s_at" 4888 13812 2745
"200626_s_at" 8527 2639 1734
"200627_at" 8568 4296 5325
"200628_s_at" 7666 2191 2830
"200629_at" 9301 18094 19827
"200630_x_at" 6482 11765 15392
"200631_s_at" 5604 12271 17488
"200632_s_at" 6919 18191 20220
"200633_at" 10909 6672 5063
"200634_at" 6679 16140 4039
"200635_s_at" 12285 17211 15936
"200636_s_at" 14235 15348 20297
"200637_s_at" 12745 18621 996
"200638_s_at" 5933 14717 15136
"200639_s_at" 8437 18145 20250
"200640_at" 4976 12890 4691
"200641_s_at" 5968 14388 4874
"200642_at" 7780 12276 4686
"200643_at" 19894 18784 18559
"200644_at" 21160 12853 15815
"200645_at" 6833 4472 15403
"200646_s_at" 21634 13130 16911
"200647_x_at" 9742 11704 17948
"200648_s_at" 9115 16551 17901
"200649_at" 8134 12478 4205
"200650_s_at" 19132 12256 3285
"200651_at" 19309 13907 3378
"200652_at" 8125 20375 18105
"200653_s_at" 10111 15665 2418
"200654_at" 8263 14478 2439
"200655_s_at" 8168 12696 15559
"200656_s_at" 11306 15062 15165
"200657_at" 7503 3567 14504
"200658_s_at" 19793 16469 14389
"200659_s_at" 3222 4066 18783
"200660_at" 18222 15981 18627
"200661_at" 9887 16868 16187
"200662_s_at" 4768 15077 3642
"200663_at" 9357 12395 17485
"200664_s_at" 4790 14959 3182
"200665_s_at" 16473 9214 4141
"200666_s_at" 19588 17696 17757
"200667_at" 8904 14640 19240
"200668_s_at" 9063 12669 16457
"200669_s_at" 4767 4710 17067
"200670_at" 9664 14498 3784
"200671_s_at" 208 1184 17973
"200672_x_at" 5651 20278 1234
"200673_at" 3486 14639 5377
"200674_s_at" 18938 3387 5507
"200675_at" 4118 12204 1669
"200676_s_at" 22028 17237 19660
"200677_at" 5967 13356 17821
"200678_x_at" 8742 20784 5288
"200679_x_at" 10298 11464 15203
"200680_x_at" 9259 4125 14358
"200681_at" 5359 4183 4213
"200682_s_at" 7513 15207 4682
"200683_s_at" 10835 13984 3106
"200684_s_at" 4331 16921 17060
"200685_at" 20901 17753 1668
"200686_s_at" 10894 19719 3217
"200687_s_at" 7703 15824 20611
"200688_at" 5292 20554 15138
"200689_x_at" 11040 4441 4129
"200690_at" 20840 20327 18736
"200691_s_at" 9611 16357 16912
"200692_s_at" 18913 17633 16085
"200693_at" 9825 15140 18646
"200694_s_at" 17865 16176 16652
"200695_at" 19381 16995 15482
"200696_s_at" 3655 20605 3621
"200697_at" 8044 12658 17269
"200698_at" 3180 17403 14782
"200699_at" 6269 18781 15334
"200700_s_at" 8473 13914 15915
"200701_at" 4787 11663 17593
"200702_s_at" 11254 15301 19357
"200703_at" 10907 14990 3239
"200704_at" 5820 15792 5727
"200705_s_at" 19832 2925 15561
"200706_s_at" 2259 4198 805
"200707_at" 5881 12741 3754
"200708_at" 5590 15079 16058
"200709_at" 19264 18067 14979
"200710_at" 10352 15922 19428
"200711_s_at" 21250 13529 4755
"200712_s_at" 18256 18027 5232
"200713_s_at" 7056 2786 16884
"200714_x_at" 9901 15381 15371
"200715_x_at" 8239 11716 4674
"200716_x_at" 13566 3405 4433
