"inst_1105" "inst_2580" "inst_3443" "inst_3704" "inst_4726" "inst_7402"
"1007_s_at" 3193 20509 19650 9187 19365 19224
"1053_at" 20118 12406 4896 6227 3536 8440
"117_at" 15773 6950 14654 14711 16465 648
"121_at" 3975 20511 3750 12982 21435 6174
"1255_g_at" 13099 15057 12827 17056 16853 13793
"1294_at" 18134 10288 13146 21461 9017 8350
"1316_at" 15269 2030 12366 21937 21431 18772
"1320_at" 10406 14104 16468 1193 9142 17189
"1405_i_at" 7909 1934 16127 18383 20353 18190
"1431_at" 10067 21909 14544 19702 8443 8648
"1438_at" 13833 16429 6300 4081 18694 19088
"1487_at" 885 7841 3541 9302 5131 5576
"1494_f_at" 7808 19664 17826 11102 2714 11857
"1598_g_at" 1389 22074 3657 11477 6404 10325
"160020_at" 18400 1800 1011 8733 4210 8121
"1729_at" 20797 5795 20430 20032 19143 7541
"1773_at" 13918 6171 3768 3129 2410 7277
"177_at" 16707 809 11339 717 350 431
"179_at" 14036 22249 3963 21147 8961 9877
"1861_at" 21082 20142 19374 6887 21206 5605
"200000_s_at" 4264 7972 17835 20215 11437 5344
"200001_at" 3081 11373 2906 8379 7844 6704
"200002_at" 20079 11889 18783 12538 11308 8780
"200003_s_at" 5395 15149 7863 16069 11917 9846
"200004_at" 6048 7709 8505 9704 9528 10106
"200005_at" 6387 7520 8090 7080 8332 7747
"200006_at" 5206 19354 7838 13267 9977 10041
"200007_at" 6098 8545 5039 9263 7152 10646
"200008_s_at" 18549 8209 2540 3932 767 8682
"200009_at" 18920 8250 5852 11124 8983 18795
"200010_at" 5175 12830 5014 10170 6078 10812
"200011_s_at" 5127 7216 6125 12147 11389 5887
"200012_x_at" 19607 19667 18819 20233 19559 19411
"200013_at" 19286 19747 6493 11753 9294 18516
"200014_s_at" 6455 10558 19832 6844 12075 19639
"200015_s_at" 4467 9827 4760 9741 7471 6932
"200016_x_at" 18754 15099 7697 19611 18568 9203
"200017_at" 19378 15229 17554 16148 11879 18822
"200018_at" 19407 15221 17824 16137 19346 19078
"200019_s_at" 5852 19060 6780 20136 12053 18625
"200020_at" 19007 10622 18586 9848 10664 9132
