"inst_593" "inst_611" "inst_864" "inst_972" "inst_1008" "inst_1066" "inst_1169" "inst_1228" "inst_1653" "inst_2688" "inst_4452" "inst_5225" "inst_5588" "inst_6187" "inst_6946"
"203277_at" 21664 16352 3944 3455 14323 17114 19503 2959 17899 15996 5867 3811 15380 12361 13810
"203278_s_at" 556 19513 4133 1794 18947 2009 4127 16258 13700 5358 17930 16638 16979 3019 12126
"203279_at" 1021 820 154 51 67 233 3040 1362 595 5675 308 90 70 3172 188
"203280_at" 20875 21890 2186 21612 16623 13033 21756 21288 83 4731 21979 20422 21263 8947 18870
"203281_s_at" 12801 7588 5990 13133 3492 5215 3222 8089 8165 9083 13182 14688 16501 1364 11755
"203282_at" 143 14975 3530 2039 17497 17540 13664 5263 2530 4803 8912 17114 13320 8225 18618
"203283_s_at" 6727 17760 19208 20223 13088 2217 16526 15763 19618 19890 16312 6703 5530 10766 18366
"203284_s_at" 6629 4002 7158 5110 14056 4192 3917 4580 2965 6723 8677 3501 4709 6535 16683
"203285_s_at" 3240 14177 8361 2442 17574 18206 21733 21334 16273 18722 8756 17140 18937 8277 12555
"203286_at" 20794 15469 18965 16699 21616 21227 21915 4427 20887 18791 5527 20099 20681 19205 21146
"203287_at" 22071 14702 19529 19901 20029 20629 6951 20302 21870 18829 18132 18408 21571 2471 19356
"203288_at" 21817 16147 2078 21383 15530 13105 18948 21736 914 15684 20998 14903 12793 2970 13226
"203289_s_at" 4416 5523 3774 19971 2937 19829 21585 1810 22268 4515 16442 19446 14724 10150 1022
"203290_at" 15890 10228 15294 14604 4420 13101 9916 12509 11484 13020 11776 13592 4013 13273 3570
"203291_at" 8322 3772 8490 15824 17766 16529 2610 21052 15820 8666 9664 17605 14814 11385 18900
"203292_s_at" 17586 4151 9062 5825 3802 2961 1324 16602 2213 5606 4837 2163 18645 3194 12805
"203293_s_at" 221 2036 2329 293 141 12887 14343 5552 1120 2028 1480 3326 701 316 1645
"203294_s_at" 700 11729 531 514 6 552 2360 1515 10841 1396 3056 19447 523 512 61
"203295_s_at" 12126 12570 17153 12664 4177 15127 12000 14330 7114 18681 13020 9413 8907 16658 8223
"203296_s_at" 10931 6204 13505 7818 8541 8845 7650 8165 11434 9537 13240 7633 2551 15505 5442
"203297_s_at" 5040 18658 4048 545 18472 17099 4072 17719 17509 15621 19761 3770 16797 2293 17634
"203298_s_at" 18837 4433 1468 1284 21441 2731 2810 5212 15793 7453 4801 5970 2903 6143 12773
"203299_s_at" 9540 11546 20671 10218 18397 7981 4145 18901 17968 6530 19488 19623 15878 7624 17396
"203300_x_at" 19576 18813 18717 21975 18640 21981 14492 21279 19703 15583 21507 21781 18820 11198 21551
"203301_s_at" 1903 15140 6358 18724 21048 1024 2504 4632 18818 8806 18910 18150 19653 7059 13898
"203302_at" 8234 18441 5716 5056 15752 17819 16654 16506 17079 5378 9801 5384 18993 3516 22016
"203303_at" 6516 17808 7057 5120 17079 17924 16926 4975 15859 6231 8678 15314 15996 5341 17817
"203304_at" 22144 22040 21713 21813 21749 22116 17836 1915 21459 18765 7426 21844 21739 10721 22000
"203305_at" 2008 20142 12251 12229 12096 9309 16457 12057 9305 1647 954 11407 16679 9250 3494
"203306_s_at" 5433 4606 2555 2538 13222 16787 19125 6400 3141 9488 9338 6308 4770 8063 18101
"203307_at" 19579 21872 6649 20588 21384 20960 17421 21892 17359 21192 3115 15281 15364 4967 1403
"203308_x_at" 1971 785 21531 21013 19440 11941 18422 9115 19175 16577 429 4875 3239 18642 1597
"203309_s_at" 9180 17266 21892 18259 20275 12979 19705 16295 1445 21461 8927 22224 18357 19272 13428
"203310_at" 1169 13780 8188 4012 15662 21194 21156 6444 19054 3957 15157 15360 15177 3676 20652
"203311_s_at" 19716 19050 7683 17586 18699 18548 17294 20555 17945 21149 18447 18452 17039 18565 14459
"203312_x_at" 8532 20820 19958 18690 15551 20503 4021 15425 18713 9276 8460 19966 16458 11929 19908
"203313_s_at" 21313 20795 21111 21808 20936 21551 14201 4433 19004 18769 17947 5667 21699 8068 22104
"203314_at" 19948 18456 5293 4596 16450 20706 4015 15239 17620 20397 8802 19615 17744 20587 15645
"203315_at" 19598 21535 8484 19055 19229 20814 15540 18600 20587 18091 17248 18511 19385 18045 16996
"203316_s_at" 18468 13860 19796 17777 13487 18368 18261 15285 16547 7828 8988 16357 15153 11862 14232
"203317_at" 7813 20175 7309 17347 17104 7221 1156 21409 16618 15943 346 3697 21807 11142 12806
"203318_s_at" 7258 3894 4364 17202 18305 2353 14013 4318 3049 6657 2468 4177 4804 7799 14678
"203319_s_at" 7097 14104 6252 17512 3295 3716 1385 18547 13277 21544 5496 4670 4510 7652 14186
"203320_at" 18601 18392 19377 1033 3074 19636 720 19682 16389 16581 4671 976 2325 705 949
"203321_s_at" 7631 14550 4575 17519 16748 1110 19737 17597 14040 1974 3511 3097 2637 2527 15119
"203322_at" 2905 3991 2725 1309 15408 16368 16024 3939 3351 3583 4937 3026 5438 6974 15740
"203323_at" 6213 5409 9330 16791 19368 19788 8856 18994 18793 15012 20746 4180 2599 9153 21583
"203324_s_at" 18548 17330 5434 3483 19294 18994 12016 16361 15223 12920 8434 4777 14197 14226 18395
"203325_s_at" 1495 7622 2917 16871 1556 14502 5443 2857 13583 5851 7882 4169 1930 3769 14566
"203326_x_at" 14497 8480 11199 15197 4629 14570 11849 8895 8732 15311 6769 2889 10686 17670 4940
"203327_at" 1904 4318 1929 1611 2271 1018 14415 4184 2165 6838 5926 4776 3475 3558 13484
"203328_x_at" 2837 3507 1762 2791 2649 1481 954 4322 1762 6819 5723 3227 2463 2747 2160
"203329_at" 16469 12879 14953 6225 5154 10498 12509 4001 12269 13785 6447 488 9258 966 10699
"203330_s_at" 8652 130 229 200 308 211 1074 1965 21405 1374 6137 975 2402 394 12922
"203331_s_at" 13341 9401 16891 9301 4432 8579 21501 11279 7784 6089 11786 9812 10458 5313 5475
"203332_s_at" 19934 18202 12457 10023 10762 9843 19948 12889 4992 17375 14192 14106 10453 9597 823
"203333_at" 9768 14745 5946 4322 18344 3872 16984 18637 21962 8087 6444 15334 18992 8615 22243
"203334_at" 2784 5989 4178 2249 3331 17963 21148 16400 2684 5857 5724 15610 3457 2236 19623
"203335_at" 17171 3395 2847 17480 16560 17007 20654 3352 13266 2332 5887 15879 15834 1960 15729
"203336_s_at" 18278 5466 6848 4487 3535 3737 3422 4677 2804 5263 15648 5942 12696 7215 18232
"203337_x_at" 4013 1510 2729 1432 14608 683 306 15428 2880 5414 18276 4108 3552 2809 19342
"203338_at" 5354 16045 5652 5908 18402 18471 16803 6988 17102 4931 15948 15623 15973 8281 19943
"203339_at" 281 19926 8132 4201 14476 19504 19280 15525 1603 5917 8094 3252 5871 11174 1442
"203340_s_at" 7542 21719 6397 15839 16220 16392 19257 18507 1752 18934 17545 3409 3136 8342 15836
"203341_at" 20783 19284 5556 15598 16655 18194 21195 6039 13697 18413 7489 4752 15563 18228 19646
"203342_at" 18301 17550 18608 17793 15686 21871 18853 16518 21051 7708 18035 19288 14947 10930 19455
"203343_at" 7200 15467 6569 15831 14005 3100 2208 919 14106 1350 665 6637 14645 119 16888
"203344_s_at" 8859 19463 7501 18232 17703 20948 14171 17605 19858 17647 19052 19568 18260 9376 19785
"203345_s_at" 4968 16796 7496 20031 15950 15792 14135 20596 18976 5902 4879 18346 16357 8230 20030
"203346_s_at" 2700 14676 20966 19677 19251 19110 3963 19295 14060 3638 9096 2807 19478 3108 19984
"203347_s_at" 17967 11289 6797 18071 13835 22072 15009 18317 17741 3150 20030 5635 16760 4355 21598
"203348_s_at" 14687 20918 10213 11619 12904 7550 17413 15457 8427 20856 5749 18398 2163 10893 4768
"203349_s_at" 51 617 426 104 911 5211 1926 3603 13047 17724 5965 19123 4638 5433 259
"203350_at" 2211 1723 2291 1299 3717 1423 15108 1563 3531 1741 9616 3108 2564 546 12916
"203351_s_at" 6165 3506 9459 19988 21225 20830 16747 17465 17050 8756 17460 19558 18894 9773 16870
"203352_at" 662 2793 2167 19221 14038 21507 15673 17658 18379 17445 7811 15654 15170 7232 2326
"203353_s_at" 4078 21767 2164 4889 13267 18487 18516 19932 3854 8857 9436 3528 6287 6970 14184
"203354_s_at" 11581 8659 783 12122 19298 5759 13433 6020 6525 381 783 22166 16304 169 9784
"203355_s_at" 4130 6935 14903 9859 13845 14544 1436 5095 13315 1427 3334 5251 13501 1205 21031
"203356_at" 5618 15628 4528 3739 2935 2229 20367 7185 17011 8612 3099 3480 5646 6301 19305
"203357_s_at" 2284 14885 3847 4774 15750 2472 13668 6198 13701 7790 8078 5585 5574 2545 13302
"203358_s_at" 7687 5343 19028 16572 20259 19580 18427 21325 17391 15834 21179 18942 19975 10247 21076
"203359_s_at" 8516 14391 8868 15688 16645 17807 19646 18186 13599 5249 9034 16215 5927 10557 19683
"203360_s_at" 6036 17768 7298 3937 17038 21036 19668 6419 19389 16093 18480 16508 6240 19876 20122
"203361_s_at" 679 21926 20053 18725 19319 17748 18031 19422 14692 8572 16912 5976 6519 9841 20039
"203362_s_at" 6948 18864 19624 16013 16525 20131 21630 6517 17991 18605 18619 6449 15251 11126 20876
"203363_s_at" 4267 4232 421 2341 362 837 19982 1361 616 7649 2429 3622 699 6102 15395
"203364_s_at" 1605 1756 608 87 1134 269 14709 18870 19647 7449 5185 3475 1764 5589 758
"203365_s_at" 16075 12725 7727 5131 19468 13124 7442 12867 20936 11670 11820 21476 22170 12625 18198
"203366_at" 20849 19385 7072 19128 17259 2831 17004 20441 14180 3627 17995 14912 19631 10221 15217
"203367_at" 20829 19781 9462 19750 16040 19560 19631 18285 20010 22086 15223 18976 20115 21318 21944
"203368_at" 810 1567 71 54 432 1064 1546 1570 941 2976 150 436 182 861 110
"203369_x_at" 8980 20254 21866 13410 11055 7190 8792 17620 825 473 2149 2829 20808 18839 12737
"203370_s_at" 20458 19642 19642 20534 21543 20732 1465 22216 18741 20477 18372 18102 16375 19585 18570
"203371_s_at" 19897 14875 20541 4541 15964 20334 16246 6358 18930 17337 19330 19315 13189 8402 17679
"203372_s_at" 9303 19267 19781 18643 3811 16809 9359 1762 20392 1570 4381 3668 18803 18880 21026
"203373_at" 4672 3478 802 4396 19116 2779 8535 1613 919 17645 3051 2060 793 7590 2709
"203374_s_at" 3808 18374 155 1378 17026 17674 16192 15446 17183 7638 1929 1966 2799 3975 2801
"203375_s_at" 17661 15032 7441 20446 19247 2620 18917 5355 13386 15575 3646 4213 6518 7489 1630
"203376_at" 4714 2602 4134 2375 2775 1063 15294 2503 13233 8515 4055 2383 1999 2784 15966
"203377_s_at" 2237 3736 1837 3600 13853 15546 3275 4655 13970 4225 5973 5849 1516 1895 2415
"203378_at" 20825 21967 21803 22233 22184 22230 21888 21898 22203 17710 21592 21943 22211 12120 22279
"203379_at" 21418 22089 9438 21084 19068 21919 16096 21878 17639 16044 15852 20289 21510 11969 20907
"203380_x_at" 2989 14076 2429 2819 3665 1920 18969 4405 3920 18955 5492 2522 6037 19702 14575
"203381_s_at" 10044 9430 20633 11112 1849 10899 6360 19966 5241 16042 2092 18507 16470 21662 8798
"203382_s_at" 11247 12018 18292 13295 4683 13835 9875 3215 2205 14187 13581 13067 7147 17144 5069
"203383_s_at" 6080 4488 3424 2682 14901 385 15800 21482 13356 3005 7560 17524 1316 8028 12743
"203384_s_at" 4866 4604 9466 15825 20980 2939 21550 21742 20625 3145 6352 5684 16088 1746 12824
"203385_at" 21239 20347 8389 16908 16893 20106 1431 18525 14228 15653 17435 17987 13292 8605 2321
"203386_at" 21172 2002 21105 22198 21592 19350 21974 443 13904 17210 21745 17166 19770 12394 12227
"203387_s_at" 4942 21164 6382 18615 13613 15710 14158 17854 18695 19609 19448 19993 21389 18491 21588
"203388_at" 21901 16497 21451 21231 18089 21794 15586 18492 19610 20801 21073 15060 21174 4551 17384
"203389_at" 21843 22204 6492 1894 18755 20426 32 21075 15184 7987 15526 1206 19630 2964 257
"203390_s_at" 8810 18177 4563 18935 20986 21841 19610 18280 17844 4874 6130 17592 18293 8213 13905
"203391_at" 5164 13753 540 990 15803 1129 2368 4547 19668 18185 2080 4917 1374 4387 15021
"203392_s_at" 8585 18668 8748 3902 18463 20156 18940 16490 18535 15799 16171 16306 6307 10513 17786
"203393_at" 15667 12165 18088 8553 8495 8609 7697 10678 4365 12709 13236 12881 12375 13855 5753
"203394_s_at" 22224 19521 22217 21834 22249 22274 11597 19064 22101 3602 19646 22257 22242 12799 22123
"203395_s_at" 8724 22138 21922 22068 22116 22227 13395 20082 21767 5124 22065 22174 21858 9785 21737
"203396_at" 17326 15123 7440 16745 14775 18014 19082 4187 16717 5141 5320 6559 4816 8247 15380
"203397_s_at" 5656 14359 2979 3580 13592 2625 21435 6469 20767 8667 15208 15651 14799 21481 17112
"203398_s_at" 10475 1932 10887 13465 11664 13189 6044 10770 4810 314 11852 13982 2607 21456 2543
"203399_x_at" 13854 10741 12181 13495 7000 9490 5593 9512 7886 10340 11743 13248 6937 14829 5349
"203400_s_at" 8574 6837 15400 15193 7783 10111 5167 14669 8253 12251 10585 8405 11664 17572 6436
"203401_at" 6504 5066 6011 3848 19871 19235 19441 7234 16850 18088 15339 16084 13482 18247 17239
"203402_at" 4382 2853 1514 21021 16959 7273 20563 20728 16795 20272 4701 6554 20272 12038 1254
"203403_s_at" 4158 1391 3911 2994 2500 2903 17873 7397 2577 5647 4935 4758 5185 4601 17171
"203404_at" 1516 7091 587 8072 7825 5373 12287 5534 4013 14192 4702 374 228 12990 8673
"203405_at" 18593 5564 6268 16526 18986 19103 19872 16849 18606 21359 18351 16106 14982 21063 18094
"203406_at" 6271 4518 5670 5616 13802 4383 15222 15938 14679 6816 18908 3538 12986 6548 18414
"203407_at" 7849 3156 6194 3774 19987 21049 4740 22005 16642 14439 4318 16988 15377 13221 18490
"203408_s_at" 15805 8030 14169 12472 5401 5470 3151 2390 9106 1074 9111 14428 7995 324 10007
"203409_at" 21164 16130 18935 21172 21121 20825 14413 20601 19545 18951 21892 21669 21626 11977 20097
"203410_at" 1277 21074 8768 16874 15435 21364 17506 5965 18354 20608 17671 21546 17819 21100 20429
"203411_s_at" 8091 16774 7020 5605 19344 1964 17024 19411 15580 7743 15627 6973 13557 12102 13207
"203412_at" 21484 4257 22277 16369 1137 953 21568 20496 17250 8090 15474 5626 22255 22032 14418
"203413_at" 9035 1056 11713 9714 7566 7505 16039 15259 15261 1007 14022 15957 12919 8250 4704
"203414_at" 4090 21038 21151 19299 21496 21894 18342 21769 21205 21070 21801 2421 20727 19827 21922
"203415_at" 8258 19634 8104 16302 15881 17610 19807 15892 17338 16866 15302 6815 13705 19078 14371
"203416_at" 5427 4193 10265 2124 11241 12685 16270 2414 6320 20851 17952 12316 8269 20399 11464
"203417_at" 18653 16779 6503 4924 15885 6539 5135 12768 3993 1222 4335 16419 5464 15096 16314
"203418_at" 2267 4680 5040 3545 2377 2097 15281 17492 1652 7889 4164 2712 1938 5878 13973
"203419_at" 22277 17816 19932 1916 22098 19699 17833 22059 19731 5353 7322 15418 15421 11062 18881
"203420_at" 7134 20363 7438 15862 17930 19856 17928 20152 18117 3364 17667 20034 17468 5127 20435
"203421_at" 16111 21525 7629 2684 1750 3973 12363 14616 22013 18912 876 18081 4446 17531 21786
"203422_at" 19863 20134 20770 4419 20154 21893 20110 4166 21105 20794 18861 18561 19375 19263 17561
"203423_at" 13889 1623 13189 11054 6615 9356 8241 10681 7402 9929 9849 9406 7421 12913 3389
"203424_s_at" 15103 12147 11093 12663 5867 14162 8409 18040 10086 13588 6393 8793 7028 10986 10246
"203425_s_at" 3724 14511 15310 2627 2031 6367 2272 21801 4022 3429 8948 19090 19442 18493 15588
"203426_s_at" 11066 8346 10964 12861 12388 12169 7388 4390 10133 534 19251 3659 1593 18675 10994
"203427_at" 1836 1013 2382 3254 2079 769 17956 3343 3505 8568 5232 2159 4406 6412 12626
"203428_s_at" 6146 2172 3896 2053 1190 868 16076 3700 1434 9292 4873 2478 2296 10527 12081
"203429_s_at" 5628 18789 2236 1962 3843 1228 3763 4639 15319 2922 4628 2448 4799 4375 18803
"203430_at" 17507 14547 8189 5112 15095 17459 2942 17367 13544 5459 7193 16027 5520 4646 15852
"203431_s_at" 7473 3248 5657 19499 19754 21383 1277 20079 1311 18554 17673 6562 16849 7277 20852
"203432_at" 5110 4136 2545 1589 3207 2723 15004 6790 1079 5635 9143 1667 3305 4724 17249
"203433_at" 21458 20553 4188 19815 16998 18654 898 16162 20363 2832 2822 20764 14049 1333 17331
"203434_s_at" 13417 8362 10838 13668 8481 13648 12112 8670 11086 13726 13511 14438 11693 17030 8692
"203435_s_at" 12589 11579 16160 8850 10374 5791 8527 8590 7758 11244 13360 9267 6658 14949 6620
"203436_at" 19116 16199 6505 16071 15387 17064 16627 4917 16973 16859 9521 17832 13212 9790 16649
"203437_at" 19704 19382 9350 18674 15509 3526 17788 4980 21032 18607 18577 17667 17243 9766 21266
"203438_at" 18343 21231 20033 20530 19405 20332 21844 22191 18888 22278 20493 18503 19107 22275 21328
"203439_s_at" 8327 3407 3778 1933 14424 2425 2655 21873 17971 22255 1540 2352 5708 21945 14911
"203440_at" 15779 7891 17358 12007 8484 6818 10901 15803 6861 10881 4525 219 12093 12467 8639
"203441_s_at" 10184 6952 10500 6443 10253 13010 6149 1132 6740 4640 19976 13613 6071 19973 11261
"203442_x_at" 19853 2605 5197 16547 21776 3120 3461 21841 1745 18208 4569 7462 5210 19579 2788
"203443_at" 18160 1283 15837 10810 4307 8668 10605 13638 5183 12837 10660 6743 12169 15953 5519
"203444_s_at" 14733 12698 1371 22232 21069 19731 11871 7273 2428 21800 22227 15626 18846 20386 17190
"203445_s_at" 17885 19063 20391 16573 19359 21063 1939 19888 21278 5259 20148 18860 21077 5953 20503
"203446_s_at" 3359 14652 3451 5421 15367 1856 18976 20226 1688 5436 7470 19498 15643 4130 21646
"203447_at" 19740 5489 4198 4415 18331 2966 12364 3298 3928 9986 7366 6655 15360 14987 18430
"203448_s_at" 5287 3341 4657 5681 18585 21786 18534 5314 15320 4666 4812 6133 6327 4231 19667
"203449_s_at" 16902 5456 4921 1771 18317 17598 15063 7160 19013 5147 8076 4974 17901 5432 12493
"203450_at" 3346 1428 2346 1024 3594 594 425 20317 20503 4664 16612 4344 1823 1389 12929
"203451_at" 22163 18403 7462 243 16822 19908 14624 4173 21676 8771 19609 6330 20464 7636 21971
"203452_at" 422 10673 19091 19398 17796 2959 14586 18805 18211 18366 21414 6526 20792 21153 21775
"203453_at" 21076 22131 21520 20122 20805 21645 7772 10591 20772 12211 21736 22019 21682 14004 21455
"203454_s_at" 19793 16354 20122 20509 14302 21073 20402 3702 3082 19896 6838 14884 17786 10810 12077
"203455_s_at" 1753 3069 533 1800 20507 19655 2746 497 2575 3121 586 1458 4252 263 2498
"203456_at" 4853 2066 3243 1215 18005 19956 17656 14863 3218 21265 12648 3370 2372 7009 13715
"203457_at" 4684 4176 20060 18473 20679 7986 185 1016 1631 405 19294 22088 22160 2906 2396
"203458_at" 1759 3040 673 937 1484 273 14798 119 391 1544 4176 1011 881 334 1066
"203459_s_at" 18683 20852 19350 1806 16643 15473 1819 15271 17278 5219 9512 19844 18253 8105 12120
"203460_s_at" 4437 19534 8923 19072 16629 19315 4330 18122 16038 2148 15459 18761 16561 3468 19096
"203461_at" 7242 20197 12372 12306 11247 9415 8756 7938 10570 14436 12457 12383 6718 14494 4382
"203462_x_at" 16930 17996 9461 17150 18927 18957 20209 15558 18338 19219 6789 6490 16457 19659 18306
"203463_s_at" 14527 7441 21443 17763 21377 20790 12141 21961 22088 1217 19857 19926 14340 8629 16999
"203464_s_at" 20524 4868 21208 20667 16950 21717 6547 15356 20585 4104 3415 3142 13780 6812 19753
"203465_at" 5983 3405 7452 17037 15409 21028 21107 4758 15871 4468 9304 5033 14620 8009 21587
"203466_at" 19596 19745 9329 3802 17582 18025 19045 5708 19487 18962 9703 20070 14086 20728 20605
"203467_at" 9318 21520 6781 18858 21117 21309 2078 6371 17455 19469 19876 21125 20579 8293 21673
"203468_at" 17040 15305 8420 16590 21873 16048 3143 17580 18769 3762 5407 6725 19147 18779 15578
"203469_s_at" 259 11582 19209 20577 21126 10576 2774 14420 21427 21115 18011 4242 21018 12306 1895
"203470_s_at" 14807 11975 9666 9925 8753 10411 1595 9779 10014 19755 10801 12727 12309 19614 9320
"203471_s_at" 6143 17621 17899 12429 10480 12143 17454 9619 6133 18933 7152 10306 5410 19972 9390
"203472_s_at" 13509 8734 12879 9745 7125 8278 8070 9648 7451 10526 11744 10040 7514 12700 6171
"203473_at" 1777 1798 15090 11683 10108 12134 4946 9082 7128 6381 19116 10601 11689 15034 9655
"203474_at" 11051 13828 15639 11670 11229 11115 19413 8522 5246 21334 13564 13574 9815 12326 5676
"203475_at" 10426 18288 9586 10669 10932 4469 1753 8176 9079 1144 770 8974 11986 17356 6770
"203476_at" 8334 18321 20124 19431 18567 21585 6324 17222 20572 4278 7006 19588 18433 3504 20390
"203477_at" 10852 8514 13506 6451 12884 7775 4004 14373 4499 22180 9918 11646 7681 6823 4189
"203478_at" 20261 16555 8551 4229 16559 17681 17910 4240 15906 16958 9576 17616 12703 9338 14906
"203479_s_at" 6632 19062 9401 21657 21836 22022 17022 18051 22133 18237 4492 21726 18862 11567 12032
"203480_s_at" 3928 20070 4748 18360 21370 22186 18942 19283 19499 16046 1689 18446 16732 19141 19368
"203481_at" 2878 21656 21394 22051 19615 20993 2248 4201 16989 4855 17050 5935 19112 6583 21771
"203482_at" 19369 3335 21979 19494 18753 22243 21672 21486 18350 18797 18424 20762 20972 18274 20371
"203483_at" 15851 7082 17185 8598 5153 8544 9125 14406 5493 13880 13705 13917 7734 17462 11473
"203484_at" 4884 3160 2866 1634 2001 1266 15023 6714 13710 4643 16403 2466 2851 5782 2682
"203485_at" 15323 12842 12592 14343 3893 11374 7657 10406 9740 14669 12154 11378 6675 12505 3366
"203486_s_at" 20934 19988 21467 22032 20195 20899 19820 18083 21705 16764 17269 20411 19511 12260 22091
"203487_s_at" 17067 19629 20130 21125 21928 20872 21165 21967 21096 5433 21586 21683 20550 7964 20476
"203488_at" 17089 15355 20014 935 22171 3262 11085 20153 17646 1018 18005 16340 21133 10820 12842
"203489_at" 19430 17336 7350 16763 15110 4013 19709 19899 18681 17035 18614 19119 18215 21670 17562
"203490_at" 22251 4124 21426 19477 20568 15721 2823 22213 18151 19081 21816 22269 16162 4593 21542
"203491_s_at" 6863 1867 4598 5123 2137 1909 15986 19420 18866 4100 3063 4716 3301 3932 15780
"203492_x_at" 4550 2059 2002 1625 2417 1083 3629 20258 13467 5171 8288 7002 5258 3813 2694
"203493_s_at" 4882 2352 3343 2026 13611 16042 16508 1405 14455 4726 4043 2437 14716 1838 20933
"203494_s_at" 3416 219 1306 1388 3933 1892 2601 4636 14988 8255 4260 6377 4461 4395 15773
"203495_at" 11900 7178 19670 11923 3969 11343 21488 4455 3157 21591 15924 12179 17142 11047 9459
"203496_s_at" 7845 6801 18660 18370 20791 19584 17735 1140 1974 17193 1336 2104 2448 8668 17118
"203497_at" 9364 15051 5015 3459 2124 19743 16741 2834 1336 3628 1593 435 2930 4976 17502
"203498_at" 10379 6941 16207 12458 8339 13167 6876 9812 6618 11971 12473 10825 4091 18588 3405
"203499_at" 6031 9197 19665 4153 15046 4303 4825 19244 18913 10639 5176 6541 14507 14510 15611
"203500_at" 1203 14653 7407 15702 1159 2092 4043 2348 18669 21955 1199 3098 6055 21851 13591
"203501_at" 15767 12787 15031 15317 6141 15238 18033 1722 4627 2787 15936 14279 14344 3543 11445
"203502_at" 3249 4344 6881 2492 2195 17027 22172 21404 17768 8029 19342 6158 20630 3705 16226
"203503_s_at" 2479 5361 19891 21378 18698 2945 20741 6881 557 16517 5903 5183 5123 7275 14791
"203504_s_at" 4669 1718 11067 7926 1237 5499 241 161 8150 3926 152 17824 16407 280 8209
"203505_at" 11439 7570 11783 852 16073 7416 13729 887 8684 6431 171 1475 5061 249 8656
"203506_s_at" 6764 608 2816 20088 20590 1858 15029 15298 13240 9286 16247 5098 19356 11291 2777
"203507_at" 15576 10859 14298 8008 8580 13778 6851 8015 4765 116 8891 11840 8289 1224 6256
"203508_at" 12496 8113 11118 7487 6341 6022 3188 7960 10114 16798 6641 13384 1686 3660 8411
"203509_at" 6549 2360 500 1978 20216 21336 3282 17429 1268 6649 16810 5192 3379 2572 1079
"203510_at" 4154 524 6739 16906 16915 19017 9059 16385 20614 4255 6717 4966 17204 16241 13360
"203511_s_at" 7545 17976 3784 5026 3456 3130 16951 5338 17160 16969 7528 6652 15774 9872 14056
"203512_at" 8101 20093 3852 16405 19301 19631 19169 5964 20947 16968 15070 16819 16393 19561 14768
"203513_at" 4878 14954 18812 5840 18571 18893 18922 5566 2848 6854 4609 3040 17084 4088 13574
"203514_at" 9330 288 6071 3959 20792 22120 18440 3322 19717 3261 15516 16166 17116 9038 15595
"203515_s_at" 13476 17296 6208 5523 18882 1403 18669 3843 18982 18752 17561 7379 15474 20548 16006
"203516_at" 7355 20029 2316 16717 7966 7322 7467 20977 13155 14977 18907 20156 673 2819 11946
"203517_at" 8701 21210 7148 16070 16668 16328 17048 7125 19155 9430 9099 17806 14632 12405 18769
"203518_at" 12891 12354 21116 15116 19603 13621 19287 21814 8820 8816 3915 15416 16656 9135 14028
"203519_s_at" 5257 20944 20035 19696 17215 18835 18752 19616 19246 6763 19752 16122 18613 5995 20634
"203520_s_at" 1296 2559 6765 3891 20664 21413 22018 19968 21316 9065 9637 6787 16364 8205 15488
"203521_s_at" 4651 18634 21459 21592 22207 21403 2869 20681 20333 7273 5429 20749 15855 6136 19676
"203522_at" 391 162 1439 3101 17196 17164 2648 17704 19765 3848 2209 6214 4574 1232 18117
"203523_at" 11301 7584 10056 12282 10418 12573 4163 2923 4550 6039 1534 8628 860 6798 8549
"203524_s_at" 18852 18320 18730 21358 17603 17904 18481 3067 19387 19852 18156 20127 21761 18855 17288
"203525_s_at" 726 15458 5773 4901 3083 19449 18671 4052 2120 4275 3934 2560 16183 3561 12683
"203526_s_at" 5319 5463 1638 887 2665 463 236 3614 17251 2670 4773 3887 4047 6361 2945
"203527_s_at" 14837 10178 11231 15399 12223 8007 6356 416 385 13169 19015 5896 312 13556 10394
"203528_at" 3831 6273 1129 1925 19305 21159 21684 4403 451 16060 19883 587 14592 18728 747
"203529_at" 7955 3242 5387 16860 15061 16313 15176 18607 16499 7627 18406 18699 16942 9438 16022
"203530_s_at" 20236 15918 9101 19409 20453 18646 20366 16922 19081 19747 16964 18811 16137 8752 20334
"203531_at" 4200 3471 2417 888 3019 4302 14539 2061 1473 2200 4754 2038 4321 4831 14910
"203532_x_at" 4560 1631 1437 1207 307 1205 3297 2573 3454 2802 2568 4728 2035 815 16958
"203533_s_at" 2053 1895 886 636 14077 2748 21527 185 16353 782 2335 1538 16702 4721 19080
"203534_at" 21895 17007 6092 4752 19959 17922 16530 18974 18891 9161 8684 17470 15411 9253 19114
"203535_at" 18691 15761 17019 7263 8813 14289 17198 1807 5871 18328 5636 22033 17376 20137 14739
"203536_s_at" 16933 20282 19450 20416 18974 17313 14761 17160 20372 8453 15249 20389 14533 9016 20069
"203537_at" 7593 3172 20178 19784 19506 16838 20858 17808 19007 9049 18697 18290 15439 10018 19033
"203538_at" 20347 18729 3170 5203 18277 16538 18452 5356 3497 15940 7443 15587 6402 10414 19186
"203539_s_at" 12199 9648 10852 13960 10993 13973 10907 13504 12070 13827 10024 13268 12425 12650 10569
"203540_at" 9114 8183 16062 13023 10927 4893 10309 14936 6380 12191 14343 13490 12517 17126 7290
"203541_s_at" 16937 2674 11744 6025 6092 7066 6152 14912 6039 6293 10677 11679 7593 11067 5947
