"inst_593" "inst_611" "inst_864" "inst_972" "inst_1008" "inst_1066" "inst_1169" "inst_1228" "inst_1653" "inst_2688" "inst_4452" "inst_5225" "inst_5588" "inst_6187" "inst_6946"
"208538_at" 10266 8436 14415 12097 11506 9753 9768 10881 12368 11510 10772 13789 11964 8960 6959
"208539_x_at" 15823 12773 13012 10439 5274 4797 339 11651 12588 159 14159 9422 16192 18202 11067
"208540_x_at" 20594 1907 8077 5599 2588 19572 17870 5308 20751 15594 3837 21594 14637 471 21636
"208541_x_at" 17851 5061 2974 19300 3680 3367 16164 7026 403 20182 9513 15175 3772 20784 17526
"208542_x_at" 9888 13236 14664 12969 9280 13836 12795 15148 6561 2058 14421 9541 7826 13551 1461
"208543_at" 12336 6181 12743 14647 11387 7509 4541 13590 7524 12269 13472 10170 11078 14899 8687
"208544_at" 5051 21300 15700 11950 10538 5914 6850 9252 8347 9899 12853 8255 10941 17681 3555
"208545_x_at" 15587 12132 12010 7303 5910 14611 9514 10185 6202 10698 13821 8924 10722 14440 6501
"208546_x_at" 6660 5265 3464 20317 18764 18299 14209 15988 17529 20025 8750 17085 13784 1303 14313
"208547_at" 12982 12266 15666 14103 6641 14291 7889 9566 10145 12473 11154 8172 7676 16470 3543
"208548_at" 10275 7968 16686 6173 4189 10952 4467 15096 4379 13252 14102 11497 11610 12946 4173
"208549_x_at" 17378 16377 5612 19957 15859 971 1512 2387 19519 17819 2821 1852 17861 11883 18505
"208550_x_at" 12520 7470 14958 9826 8810 8825 8529 11127 10112 12373 11995 8329 9641 15461 6334
"208551_at" 19982 21822 17392 7254 11829 13018 10909 14950 12352 12805 14860 11575 7537 17808 4306
"208552_at" 13935 12921 10545 11546 5616 11460 11203 10341 9894 601 10016 12180 11239 16332 10899
"208553_at" 22143 10739 12957 11512 10330 2556 15933 18843 9109 19868 21643 20408 2902 21443 17305
"208554_at" 16013 7278 12575 9149 7338 9960 6984 11021 7728 11865 11954 11693 7199 15861 5551
"208555_x_at" 16139 11464 18198 7187 12286 12955 6258 8261 5833 12554 15362 13348 11832 17321 3425
"208556_at" 11778 10540 13193 6672 11316 8494 6332 9431 7302 13474 12841 11046 12286 13511 10003
"208557_at" 13758 973 14849 6053 5205 12020 874 13898 5363 794 22171 1284 3675 19394 11948
"208558_at" 6933 1933 16444 13932 4542 12283 6112 10550 8233 9154 924 13633 10611 6292 3283
"208559_at" 11042 11175 11884 13454 6983 10113 11048 8352 5973 13636 10098 11052 7885 15576 7928
"208560_at" 13747 8029 15907 12370 10916 14705 12422 13959 4455 13332 12602 13933 7619 10894 7841
"208561_at" 15386 12093 11444 12621 9819 9836 11116 8994 12463 10342 3190 14777 12466 16974 6023
"208562_s_at" 14011 6270 17791 8180 10329 7289 13216 12727 9406 155 14375 9875 10056 16060 10271
"208563_x_at" 10781 13066 15623 8793 4834 12265 8490 7810 7110 10726 11480 13079 6880 12576 8601
"208564_at" 13544 9778 18407 7352 5767 5266 7169 12820 8747 9812 1221 8251 10543 17754 8225
"208565_at" 14716 11576 16600 15216 5638 5638 10788 13375 11980 14666 2699 13205 10283 16979 7729
"208566_at" 13611 9584 18293 8945 10986 13850 7817 12905 10088 11943 9891 7774 6840 15592 3362
"208567_s_at" 13157 7228 10522 13154 10115 5269 8459 5111 8260 14182 20974 9543 7467 11303 9442
"208568_at" 178 21452 10673 15466 5535 5145 12440 12743 12701 3159 17692 215 552 20494 11857
"208569_at" 8544 11105 10157 12837 6524 14968 13468 12510 6164 18271 5266 8167 1052 20053 8696
"208570_at" 17581 14071 20447 10920 6151 11577 3900 8755 9269 21687 4273 2568 8298 9193 7526
"208571_at" 9906 7282 16114 11790 8534 13697 13278 14858 6260 10337 11516 8817 7160 16161 5721
"208572_at" 14457 8746 16864 13580 5186 12297 8646 8481 5211 12206 10971 9154 12461 18398 10567
"208573_s_at" 18027 4253 15526 9545 9586 5429 13141 13891 12873 295 2257 2570 20817 1329 3522
"208574_at" 12396 11842 16733 7960 10002 12586 8838 13089 9229 17341 5050 11255 9920 17001 1101
"208575_at" 13270 9287 14991 6498 5609 11634 12481 16755 9208 994 21660 6368 13491 3827 7969
"208576_s_at" 20278 8548 1107 6640 14860 7778 519 3386 15281 1512 22153 15979 22054 7869 21127
"208577_at" 14468 9800 4405 10159 11798 12673 6425 20103 10033 15730 18912 11202 12077 14551 10439
"208578_at" 3963 15415 18105 14961 8228 5884 1568 20304 11314 18033 16309 2949 20883 18772 36
"208579_x_at" 20111 19019 4525 18037 3558 3061 17467 15800 3986 16706 17593 16601 5938 9287 13409
"208580_x_at" 21960 16264 5002 20728 20479 2474 13908 6182 14199 20389 20766 3658 15535 20757 20067
"208581_x_at" 16666 4241 957 1559 1374 782 768 5892 782 3917 17009 3367 2227 1305 12543
"208582_s_at" 9933 10078 13834 9401 7769 8747 7901 10107 8284 11730 11427 10147 10070 17328 6547
"208583_x_at" 9210 4336 8232 4992 955 1626 20920 39 514 7201 20346 20395 3741 21017 14265
"208584_at" 13338 12328 10386 6387 9078 11048 3893 8145 9882 10583 13747 12049 9579 11603 11014
"208585_at" 2089 3363 10895 13811 9263 12236 5995 7643 4893 7052 15047 2461 7507 2164 554
"208586_s_at" 10252 6234 15076 7685 11808 4991 9364 9228 11035 10805 14505 7855 11990 4217 3936
"208587_s_at" 18634 19537 12103 11897 10397 9260 6727 8301 6125 10970 594 13203 11901 16961 9973
"208588_at" 1431 17165 11920 11648 7822 10268 133 692 10119 431 21645 16316 403 1560 13422
"208589_at" 12927 9909 275 8864 8590 13178 4655 13149 4490 1518 12390 11595 8628 16368 6905
"208590_x_at" 12933 10389 13417 13323 6647 10848 4556 8673 7797 9833 12722 11730 8366 13807 8799
"208591_s_at" 1229 15010 21569 2259 2736 18884 16541 9019 293 3249 12151 4314 14818 7016 1003
"208592_s_at" 9221 19817 9698 6692 7927 11382 19018 14803 5540 12401 19088 15354 10398 1668 5804
"208593_x_at" 18686 17392 9955 12878 5793 14337 7042 8776 5491 14992 14147 2409 9569 10647 5160
"208594_x_at" 843 21186 15398 8365 12621 8879 1841 13379 5731 2284 10720 8736 9381 996 5181
"208595_s_at" 12719 7859 489 275 1113 20628 18882 1150 1534 8446 20979 927 2092 6561 16953
"208596_s_at" 20172 4855 4623 17214 1570 17089 10812 6150 13845 10979 1587 7377 15592 13256 13831
"208597_at" 13676 9181 12185 14208 12454 11146 11362 14115 11230 13390 7753 7570 7869 15792 4071
"208598_s_at" 8092 16041 3164 1692 15296 16496 13779 17816 16127 8551 5737 6381 13224 10576 13564
"208599_at" 14150 8964 18223 10973 6593 14625 12985 11145 1462 21075 126 12947 19359 16885 10125
"208600_s_at" 15811 6342 6989 7928 8651 11487 12311 602 5328 1347 2313 992 20184 13166 5116
"208601_s_at" 7125 4539 17303 13810 6302 10427 12797 1591 10919 1276 3114 14601 13210 13694 1427
"208602_x_at" 11840 8332 16253 9475 8962 7759 9832 11197 7303 10291 13053 12056 11735 14812 9681
"208603_s_at" 15165 8590 13894 7505 8503 9720 4648 9243 10568 12054 13383 10981 6841 13498 6953
"208604_s_at" 16416 12699 11358 13252 7320 9099 6267 14732 4485 12627 14008 11859 11444 15912 5466
"208605_s_at" 13588 7538 13338 14752 8402 7920 13398 10584 6614 12483 247 10813 8940 673 9790
"208606_s_at" 11690 6072 11251 9273 7030 9554 8008 8303 7920 12380 10750 9839 8397 14136 8388
"208607_s_at" 13178 8120 13009 9590 12399 11922 5372 8489 5227 9659 12887 9609 8446 8870 9590
"208608_s_at" 9877 19148 10050 13526 4148 5933 2581 13627 7950 19018 21779 7649 11644 19315 4182
"208609_s_at" 12583 6223 13737 13939 5361 6006 11452 15151 11337 15083 3732 6518 4548 13201 11137
"208610_s_at" 18829 16254 20300 21685 20080 16547 2319 6345 2147 16122 5633 20316 13334 8262 18960
"208611_s_at" 20231 14396 3434 1864 19444 4309 2189 7394 15511 19999 5026 5651 13523 2203 13782
"208612_at" 1390 1554 1930 574 2071 511 4078 3429 19866 1628 1161 542 1010 1528 423
"208613_s_at" 8277 1969 2577 1212 21631 1969 340 7489 15796 18128 2079 15639 19338 3765 14907
"208614_s_at" 5020 19936 3902 1007 16304 2546 19263 17928 2898 4234 2436 1843 17637 7848 14318
"208615_s_at" 18371 17343 19142 20975 21091 19245 20722 6543 17726 6646 3089 18217 13308 8878 18602
"208616_s_at" 7678 17368 8348 16853 16467 4340 15917 16220 16556 17100 9488 16967 15304 4501 17835
"208617_s_at" 20446 18717 19019 16016 20209 18312 20218 17252 15606 8846 8240 19529 18306 8858 16067
"208619_at" 5769 5737 6691 4112 19063 1887 15142 5690 17535 19102 6767 3379 15223 8784 19568
"208620_at" 8390 3483 4570 2802 13185 3408 18820 17549 15738 8842 6079 2908 3512 7845 13367
"208621_s_at" 17848 20802 19162 22163 4067 20569 19431 17859 14168 18340 7032 20214 18402 9172 19886
"208622_s_at" 19351 17323 9314 18062 16700 20498 14990 16960 21845 17198 17250 20409 19265 6540 21589
"208623_s_at" 6408 15799 8674 20172 19307 21733 18404 18188 20079 16817 6732 19530 19226 6159 22083
"208624_s_at" 16669 18128 3589 19413 4029 3163 21715 19390 2584 19713 1334 6323 13881 20913 12968
"208625_s_at" 16635 13730 3259 2016 14041 18115 16483 18187 17204 19188 2946 17991 14227 20633 14334
"208626_s_at" 19178 14667 3226 1507 18809 17060 16589 6915 21318 20583 8601 15477 17802 18280 18229
"208627_s_at" 19551 14212 6590 16846 13326 3758 2394 5511 14385 8573 15500 16430 4998 10473 14117
"208628_s_at" 20394 14389 9298 4536 14900 17048 13783 7483 15400 15255 15072 15236 13453 14176 13392
"208629_s_at" 5033 16373 7795 20354 1941 17715 16368 17414 1890 9401 6934 19086 3678 10201 13287
"208630_at" 4175 4769 2336 19792 17945 17249 20666 1506 13203 1627 15131 18838 19714 4571 18576
"208631_s_at" 6388 14688 6719 4985 15723 3952 15188 7381 13658 8171 17219 4981 15441 9955 13635
"208632_at" 6735 19228 9368 1870 21169 16387 17469 19727 16685 6082 16708 16539 20365 18938 21872
"208633_s_at" 7801 16663 6041 2768 1453 19583 19676 5368 17671 5252 5003 16148 5642 7707 2824
"208634_s_at" 9237 17876 4488 4559 16994 3720 16828 3653 13452 4289 8992 18402 17782 6454 14852
"208635_x_at" 8735 13491 12318 5436 7193 3690 13678 6254 13313 11395 11407 7218 8533 14250 12604
"208636_at" 7642 15011 6547 2589 18137 17513 18977 15729 15732 8286 6039 5144 13042 7827 20053
"208637_x_at" 20484 19975 6587 5166 17459 18075 14894 17700 15943 18869 15466 16640 13568 9050 16181
"208638_at" 732 442 1271 807 888 509 2518 2321 573 1462 1896 908 564 743 812
"208639_x_at" 827 1582 2850 629 1568 648 1865 1443 3255 594 1595 1146 812 649 769
"208640_at" 6100 16693 8733 16792 14204 16785 15767 6387 3455 9210 9397 14945 6555 8571 13785
"208641_s_at" 17919 17252 7542 5261 13242 3557 14787 16449 15434 15898 15200 15275 19189 10428 12745
"208642_s_at" 19371 16764 18546 17619 15975 18823 16520 15346 18021 16591 9032 15311 17184 10423 19041
"208643_s_at" 7859 14585 8411 16244 13862 17772 17187 16535 13769 17626 9700 6771 14085 10775 14829
"208644_at" 6150 15301 7684 2311 14615 16176 19869 3048 17555 17814 8668 2119 13396 18261 18956
"208645_s_at" 19163 5677 19724 5588 7337 16194 4368 16292 13917 11338 11345 7307 8455 14186 2650
"208646_at" 19964 5571 21470 20104 3292 15574 1937 4280 17827 7066 5457 1600 4573 11727 1768
"208647_at" 2740 3618 4912 2896 13601 2039 16116 2881 2465 15735 4897 5714 4729 7754 14182
"208648_at" 69 1078 432 420 526 280 14772 3817 503 2758 641 734 971 4071 2708
"208649_s_at" 1791 1292 1475 804 1558 1417 17322 1372 3033 3549 786 1184 1098 4738 1016
"208650_s_at" 7608 15146 19888 17544 3669 16684 12516 4074 18756 527 8197 16437 13672 17399 15508
"208651_x_at" 7509 3897 7039 4504 13398 21278 3160 2611 20453 9416 2154 6690 5225 13798 16242
"208652_at" 7448 14936 7808 4761 16541 17320 16980 7176 16291 15347 8757 6903 15509 11419 18605
"208653_s_at" 6027 2149 5234 3252 14000 19265 14833 3643 3965 8599 19003 5848 16809 11367 20723
"208654_s_at" 4686 4416 7507 5747 2306 1552 16678 2731 13546 7471 5585 4784 5304 7772 14748
"208655_at" 7456 17265 1280 996 13928 4173 14796 16955 14165 7630 4727 4678 13137 5785 16477
"208656_s_at" 1747 13987 5300 5889 16651 4182 14849 15364 16744 5477 7712 5730 13349 3713 14150
"208657_s_at" 20150 16349 5987 19148 18450 21043 17533 4910 19622 16461 6316 2608 22106 4595 12483
"208658_at" 37 540 441 72 1328 53 465 162 81 301 9 112 29 25 91
"208659_at" 18679 18689 6346 17266 17428 18013 16237 16376 18526 16903 16962 17788 14728 10681 18226
"208660_at" 16671 5495 8439 3433 13076 18486 18500 5382 13226 15901 7573 7163 14949 8313 14536
"208661_s_at" 2890 13492 4086 19556 16171 4336 15781 5570 14532 8424 3417 6105 6532 5791 13361
"208662_s_at" 4389 2417 5438 17657 13435 3022 14191 18404 2766 9402 4896 5741 4708 5302 15506
"208663_s_at" 9366 14458 2062 16613 14285 4337 3705 4649 16593 17565 3024 6991 3283 6020 14127
"208664_s_at" 480 183 5369 21230 1731 3181 13605 4610 15619 6903 16982 6053 4919 9401 12685
"208666_s_at" 1417 1710 451 604 287 740 183 1632 606 206 413 605 1337 129 1793
"208667_s_at" 326 801 4242 898 1781 390 399 1005 2302 310 1365 3243 2025 220 2706
"208668_x_at" 8763 13917 19210 16713 13322 19330 3714 16264 13698 9075 17612 16758 13086 10490 13863
"208669_s_at" 3998 15793 6520 2828 2208 17118 20849 1981 16307 6300 15453 15087 15010 11832 17105
"208670_s_at" 6522 20778 7402 17256 3862 18006 20350 4929 19471 8429 4432 16274 4928 12036 16295
"208671_at" 5607 13839 1685 3540 14270 15774 13920 4296 13526 4540 2807 4209 5622 1613 17152
"208672_s_at" 8506 5332 19590 17690 13723 18371 15873 19237 15423 7365 17773 18332 13906 8939 13427
"208673_s_at" 4855 15883 8396 17387 18746 20564 17163 5446 17905 3846 18383 17686 17057 4490 18943
"208674_x_at" 4898 711 2213 3391 14272 18447 3119 6753 15512 2336 2849 3443 3220 3030 12522
"208675_s_at" 3604 2725 3162 2000 2744 2382 4082 5953 16927 7352 5079 4025 2323 5588 1550
"208676_s_at" 19895 20575 22093 16094 21721 2892 20267 19355 16408 20838 17512 19064 20087 21323 21165
"208677_s_at" 2676 16995 6484 20887 3866 2155 15711 7257 13559 15915 17733 20661 6228 12185 14683
"208678_at" 16642 3960 5740 2215 3836 16036 15926 6181 3113 7118 15884 17515 5049 6544 14084
"208679_s_at" 4139 14539 8653 16642 3325 1759 15120 6712 1847 8417 18427 17337 12908 11338 13884
"208680_at" 5811 4431 8736 15921 2943 2636 14073 5627 1812 3403 8981 4638 5357 5140 2769
"208682_s_at" 17501 16960 5181 15944 15874 18578 13689 18147 18494 2765 15911 5273 18248 293 14439
"208683_at" 4028 16003 3147 2519 2985 17996 16010 17881 13180 9316 16397 3412 3090 9283 16312
"208684_at" 1565 5041 1357 1244 1983 1618 2037 4287 14205 2631 2832 2118 3314 1829 15467
"208685_x_at" 3250 3839 2227 16932 13907 1391 17418 18716 14331 9008 3398 3559 3997 8805 12537
"208686_s_at" 109 21370 4358 2759 2785 18564 16475 19503 17300 16709 1523 1752 3494 9459 349
"208687_x_at" 1432 330 7880 1413 3379 1442 59 328 749 551 4575 1985 3271 6422 253
"208688_x_at" 17844 16694 20403 4874 15317 16933 19950 19993 18753 20534 4418 6477 14650 20026 19228
"208689_s_at" 3229 4397 2643 3825 2165 2999 18204 4899 3367 7607 9170 5567 1807 7043 2634
"208690_s_at" 8224 15853 4039 4626 16712 16242 670 3844 15229 4470 5939 7414 6462 5343 17449
"208691_at" 22003 21603 22016 21687 21984 22137 19342 15388 22152 16642 15685 22117 21838 18924 22241
"208692_at" 8744 4986 19118 4399 6972 3635 14372 4746 14025 11409 11418 16376 8549 14262 2911
"208693_s_at" 4373 2210 2047 884 13806 970 16673 5230 13635 21670 1676 2827 1843 20873 12067
"208694_at" 3842 14496 8125 3905 14425 18130 15538 5022 17053 7967 3734 5552 15649 6056 19146
"208695_s_at" 18018 4154 12850 17701 7117 3987 14211 6823 14079 11294 11292 9808 8386 14128 12509
"208696_at" 6363 13723 5397 4911 3282 2509 2900 3540 2633 4642 6000 6012 4030 4682 13138
"208697_s_at" 6903 4621 9445 16734 3589 16791 13771 5926 14961 7140 7843 15179 5794 8611 13073
"208698_s_at" 6795 16413 7545 17104 3473 2724 1668 7173 14374 5625 8429 18335 13534 6201 15321
"208699_x_at" 8469 15264 6938 4289 15027 19334 15131 6293 18008 15677 17623 5958 5215 7447 12107
"208700_s_at" 925 5561 8487 1384 14843 17181 15284 6813 17863 8282 15619 6162 6023 8734 18701
"208701_at" 6279 3155 6160 20301 671 12344 718 17883 15105 21557 19972 22083 2679 18957 7577
"208702_x_at" 4879 5070 1506 1390 1073 1869 1050 5079 16188 7163 17542 14936 3711 5213 14843
"208703_s_at" 8124 15955 4629 16067 14829 18949 4381 18264 19347 9426 7785 17247 12885 6571 16202
"208704_x_at" 5155 16985 6841 4578 14389 17906 13770 15424 18310 17715 6055 4918 13919 6965 18263
"208705_s_at" 19731 14792 4492 5534 17541 3307 3866 6684 18907 2202 7260 18212 14601 2220 16896
"208706_s_at" 3706 16539 3468 1587 3881 3607 13615 2266 3189 990 2624 4723 6231 1811 18257
"208707_at" 21973 17543 9307 21807 21843 19483 17411 3534 21961 18606 19627 21249 20670 19367 19975
"208708_x_at" 7794 18727 6183 4430 14371 16112 1617 3858 17970 498 5444 16382 15763 711 19069
"208709_s_at" 7728 17332 2786 3567 17757 4113 14080 6115 15107 7105 7725 4689 12816 4378 12822
"208710_s_at" 7267 3323 2770 16000 16490 19671 17853 21240 20337 17737 1623 3063 2326 4678 14997
"208711_s_at" 22026 14423 9225 20927 20260 21084 8474 21420 21891 21850 16109 20094 19702 21799 21260
"208712_at" 21536 21171 20569 18459 18901 21672 10378 20415 21621 21212 18437 16973 21323 21195 19880
"208713_at" 4675 15509 1693 2741 16669 20090 2919 16543 16692 2375 8005 6871 14921 3885 14660
"208714_at" 5459 14216 2749 15813 14273 16228 15354 6843 13661 16005 9167 15079 12941 10840 13255
"208715_at" 1397 2220 6830 2420 3328 4222 15725 16578 14901 17309 16030 7277 13578 7031 12756
"208716_s_at" 19838 15936 7302 3071 3590 3313 16380 19149 16362 3538 4528 15037 5427 6780 18372
"208717_at" 8000 13634 6310 19161 15482 20180 15802 18712 16622 17976 17929 18361 13560 8989 15372
"208718_at" 5134 14249 19795 18239 17281 16984 19151 20013 13930 15960 18152 18642 17029 18526 17154
"208719_s_at" 21198 21025 2898 16609 21834 8069 20023 22152 3535 22165 8657 20554 13393 19346 16054
"208720_s_at" 2643 1813 2373 1635 1525 1390 2719 1478 792 9040 1933 1357 2152 3595 2637
"208721_s_at" 17546 14119 20931 22037 17331 19188 20066 4169 19290 17759 20707 21528 15343 19233 13418
"208722_s_at" 17637 16863 9110 18425 15498 2658 20039 18025 20631 20331 17515 17951 17763 20233 21063
"208723_at" 999 4804 3200 4644 15180 1321 438 16352 15032 2265 7228 5940 13733 752 1499
"208724_s_at" 2444 1114 7230 2920 2330 3732 16935 16207 13468 3859 6872 3402 3461 7935 1915
"208725_at" 10518 10758 328 372 14651 674 20168 815 3582 21514 4057 6175 326 9617 10800
"208726_s_at" 8300 5536 4092 3723 2024 2570 16143 3921 15262 17485 3972 6607 5220 8967 13024
"208727_s_at" 20961 14568 3230 21534 18784 18923 14086 18685 17682 15361 19252 21373 17436 8649 13869
"208728_s_at" 21437 20225 6827 3377 19034 21562 19324 15899 20976 8452 19611 2821 19789 3956 17707
"208729_x_at" 19861 16168 3743 3129 18348 138 2722 3831 17202 16315 3763 5949 2741 10322 17570
"208730_x_at" 18637 18807 9054 5822 1052 18427 3758 3305 651 6051 9424 17564 13192 19775 352
"208731_at" 4588 1655 5650 3701 3244 2578 17671 5224 2622 4661 4865 4768 3122 2814 16507
"208732_at" 5658 5491 4564 2241 14951 19545 16977 3297 16301 7068 9098 3879 17285 2224 14246
"208733_at" 15830 8722 10012 11879 3491 15212 12753 11448 6915 15979 15643 9417 1322 9356 10174
"208734_x_at" 8918 13522 4701 5813 2731 4130 15561 18265 16768 18014 9160 4197 5236 9358 14589
"208735_s_at" 7096 4923 1543 4124 21269 2057 18509 2477 2411 18636 3478 17245 15924 6947 20271
"208736_at" 9306 3959 4756 4997 13838 2603 16766 3799 15944 5894 6785 15389 5658 6640 17582
"208737_at" 998 1891 855 678 15252 724 18372 1804 1228 8743 1761 1763 1206 8695 1401
"208738_x_at" 17307 4419 20335 17360 13245 20947 17786 3489 19308 3899 16688 5456 15587 3038 15753
"208739_x_at" 7759 14208 6614 3861 16701 3304 14496 6103 17665 4838 9790 16536 14274 8517 18675
"208740_at" 18061 3060 6402 3916 15280 3403 17164 2134 15638 7564 4427 4013 14146 2326 16185
"208741_at" 6196 22077 3843 4196 19860 19364 21820 1244 16858 1498 2427 7448 4629 3028 19215
"208742_s_at" 19300 16417 7889 16328 13535 16752 17338 7520 15825 7750 15632 7304 13021 8265 14640
"208743_s_at" 2169 4334 6892 3240 14659 15761 19382 3688 15984 6789 6711 2917 5978 10337 14955
"208744_x_at" 8 8 15 38 13 21 3 7 8 8 24 21 30 20 6
"208745_at" 6520 2320 20444 18040 15641 16951 19391 15975 3648 17185 16790 6360 4900 11344 20624
"208746_x_at" 9106 16542 9037 15775 13948 2807 15496 7259 13403 16149 16326 15980 13797 9845 18224
"208747_s_at" 11426 9057 9836 6602 9229 12918 12044 2006 11220 12668 5670 4833 7889 16268 9121
"208748_s_at" 5538 8101 4549 17792 18466 1456 968 2196 18664 93 17649 3606 5689 7406 13317
"208749_x_at" 5401 17166 8007 16898 17153 17755 891 18284 17731 17253 15173 19950 18132 9134 15999
"208750_s_at" 3065 3828 1564 3644 770 1081 14253 5879 1711 4495 8713 4707 1758 4497 1037
"208751_at" 6538 17335 6607 17995 15513 4046 15809 4876 21382 9486 7537 14942 16182 9989 14172
"208752_x_at" 7438 5189 9253 15676 17015 17350 14692 6158 16738 8407 7400 5383 13859 7029 15734
"208753_s_at" 6316 4591 7213 16215 14664 17519 16614 2700 14497 6068 8944 6598 4854 7174 18042
"208754_s_at" 5102 3383 4637 17753 18334 19312 17479 6752 17910 9403 9243 7354 20269 7742 16581
"208755_x_at" 20245 14523 8599 16492 15558 2909 14233 17086 13433 16942 17645 18916 13478 14103 14067
"208756_at" 9393 15360 7736 5171 14210 17130 2328 16989 15672 5284 6702 7320 6446 9724 13801
"208757_at" 6509 15003 940 2252 654 135 16622 3481 3575 3601 6349 2482 488 5958 1386
"208758_at" 18151 15159 8832 19185 16363 19186 18425 20450 18368 18754 16549 17828 16018 12019 20436
"208759_at" 19115 17125 930 878 2808 18713 15280 17474 582 3915 8931 2452 2086 4346 2581
"208760_at" 4156 16273 21381 20060 20672 21575 21840 21065 16119 20720 21536 20473 18596 12262 21710
"208761_s_at" 6377 14113 8621 16439 14178 17910 15925 5909 15187 9179 8378 15595 13593 9546 14669
"208762_at" 12280 8941 1275 760 19511 13855 21987 20787 19817 20633 5283 4148 17193 5306 18532
"208763_s_at" 7581 18137 4653 2606 19974 20412 1984 16463 13402 15678 18348 21483 14024 1006 18266
"208764_s_at" 16759 16115 8998 5175 13110 3402 4296 4058 15174 16105 16671 16778 4936 11637 15908
"208765_s_at" 1819 4789 3508 423 2902 3733 14019 4698 1905 17547 7356 4238 2449 9581 14033
"208766_s_at" 2588 3078 5864 2193 2757 3103 15225 4203 13456 7014 6790 2925 3427 6625 14700
"208767_s_at" 5213 5515 8537 15927 13956 3775 16439 4397 15669 17580 16892 16190 13310 11924 14298
"208768_x_at" 19986 5756 18746 16965 13104 16846 3401 15249 1644 16435 11341 15251 6273 14181 2932
"208769_at" 17609 21931 1616 20687 826 7787 8941 20367 13034 21654 21838 21659 3929 19027 8976
"208770_s_at" 17933 18778 5895 16129 20037 16008 15935 20777 15069 6788 20037 15052 14919 11948 17033
"208771_s_at" 18553 16678 6996 5454 15446 3522 16992 5515 15813 9224 15067 18127 14819 7889 13349
"208772_at" 4966 1632 4022 2012 13812 1501 20174 20798 13400 5169 3463 2523 3927 2582 12435
"208773_s_at" 3955 1274 1427 348 13036 1621 15010 6153 1240 4821 3804 2800 2322 4283 1325
"208774_at" 2870 14087 7482 16614 15525 16230 825 1578 2956 2465 1864 4419 14052 1113 19550
"208775_at" 1552 2944 3820 2788 3120 16238 3121 4462 2551 3563 5226 4532 4102 5645 16614
"208776_at" 2827 13178 5578 857 13979 11472 20796 4581 483 3733 16628 7290 969 18515 12186
"208777_s_at" 3199 3816 2541 2940 3622 1145 3837 3307 13868 1335 4592 4621 3786 2020 12643
"208778_s_at" 1722 826 2219 1328 2155 639 1706 1972 1126 2069 2185 1564 2698 3698 2723
"208779_x_at" 7059 16233 8864 5769 21399 21564 2772 6704 19445 8329 19418 7475 20370 12002 16902
"208780_x_at" 4398 5228 7925 4198 13508 17634 17576 18566 3599 8320 9545 6334 12968 10555 13763
"208781_x_at" 2605 2734 756 253 1309 302 1949 752 251 1417 1582 905 491 981 227
"208782_at" 7840 18453 14864 12574 6053 10826 8346 16899 13032 12342 6446 5897 48 3290 9130
"208783_s_at" 5086 3516 6366 4789 17309 20487 16883 3590 20141 7995 8030 3689 15157 5371 17473
"208784_s_at" 2909 319 2635 16026 3787 17425 14089 16452 15809 6737 17459 15256 14067 12162 20838
"208785_s_at" 5843 4693 5042 5746 14583 16101 3028 15618 15076 8450 16459 15301 14186 2362 13508
"208786_s_at" 3342 5197 3478 1345 3759 1455 1435 18238 3972 4316 7440 2551 3751 2556 765
"208787_at" 6915 15888 19097 15827 13278 17630 19884 6663 16338 18031 9589 16431 14032 18393 15086
"208788_at" 5269 5196 4611 2612 3023 3348 2240 3427 3263 2826 4855 3488 3768 2671 14949
"208789_at" 16323 19272 574 16786 21994 12432 5610 13622 16589 882 10798 255 18370 13765 214
"208790_s_at" 15186 11591 2831 14945 7689 10900 12175 12802 12903 130 11789 4467 14684 14838 8118
"208791_at" 2715 15666 1154 381 1330 267 8595 1655 580 2043 2650 851 764 4553 709
"208792_s_at" 755 664 534 258 1627 399 10912 233 227 9608 711 359 666 3302 756
"208793_x_at" 20170 18009 19808 5105 15789 19603 15826 22177 18761 20613 9020 17054 6036 21560 21947
"208794_s_at" 17567 16872 19348 17182 20785 20641 19410 19152 21039 18318 16800 16331 18930 19674 21048
"208795_s_at" 21344 20520 19963 21203 20004 19163 20257 21151 19967 20846 21590 20703 20038 20905 21242
"208796_s_at" 2983 2157 2158 2638 2169 1437 2023 1664 1409 3379 3968 3363 4037 2324 14530
"208797_s_at" 12774 13286 15149 11703 11962 11429 3478 7096 5756 20258 20506 16080 17219 6657 9700
"208798_x_at" 5756 17114 7862 20962 20669 15852 19292 17032 17538 18847 16029 15105 19666 8569 18692
"208799_at" 17608 14121 6320 5653 3752 3228 15213 2743 3110 7215 5854 5882 5340 8594 13577
"208800_at" 515 2069 2073 1312 1929 1805 15020 6686 2701 6281 3964 2871 3212 4892 2489
"208801_at" 3222 5045 4740 2371 3291 2181 15888 15343 13922 6133 7774 6095 6381 5475 14235
"208802_at" 1134 1506 1585 1068 2893 1705 17943 2864 17437 5091 3185 917 2540 5076 17642
"208803_s_at" 3087 2218 4949 3356 1572 2246 17760 3874 14379 15593 8389 4700 4798 5522 18085
"208804_s_at" 18702 19800 20867 19907 20073 20775 20114 15952 20604 17096 17266 21173 19410 19200 21120
"208805_at" 8890 14041 6644 16290 3856 2673 4210 5703 3152 9045 8157 6132 4934 8825 2685
