"inst_309" "inst_314"
"1007_s_at" 4261 8072
"1053_at" 16345 21415
"117_at" 21263 21758
"121_at" 14923 5383
"1255_g_at" 20215 21394
"1294_at" 21457 14312
"1316_at" 21201 8589
"1320_at" 18398 3296
"1405_i_at" 8702 12936
"1431_at" 12743 8511
"1438_at" 2227 17406
"1487_at" 16403 18556
"1494_f_at" 19641 4242
"1598_g_at" 18288 3655
"160020_at" 17434 1577
"1729_at" 21074 657
"1773_at" 20025 13895
"177_at" 9637 20235
"179_at" 20370 13600
"1861_at" 2404 13200
"200000_s_at" 16760 14434
"200001_at" 2016 14326
"200002_at" 1044 19424
"200003_s_at" 3162 18565
"200004_at" 4949 6703
"200005_at" 15956 5702
"200006_at" 4090 13527
"200007_at" 3307 16779
"200008_s_at" 14752 7733
"200009_at" 16118 6237
"200010_at" 20840 20625
"200011_s_at" 6937 6344
"200012_x_at" 3709 14461
"200013_at" 6729 19152
"200014_s_at" 16463 13407
"200015_s_at" 4017 7418
"200016_x_at" 2811 14804
"200017_at" 4326 7173
"200018_at" 16452 7034
"200019_s_at" 1532 20461
"200020_at" 5120 3481
"200021_at" 19207 7793
"200022_at" 3897 8670
"200023_s_at" 5129 17003
"200024_at" 1786 18864
"200025_s_at" 15557 14783
"200026_at" 21162 13813
"200027_at" 6241 6562
"200028_s_at" 4442 17403
"200029_at" 3284 14471
"200030_s_at" 2393 5989
"200031_s_at" 4926 16941
"200032_s_at" 19542 14563
"200033_at" 15439 14219
"200034_s_at" 18066 8654
"200035_at" 15688 16164
"200036_s_at" 4550 7051
"200037_s_at" 16711 6984
"200038_s_at" 6335 18520
"200039_s_at" 3720 14280
"200040_at" 14806 15327
"200041_s_at" 3475 19722
"200042_at" 21128 14031
"200043_at" 2392 6493
"200044_at" 7353 6752
"200045_at" 3624 16076
"200046_at" 4766 14906
"200047_s_at" 5162 19216
"200048_s_at" 3745 17249
"200049_at" 18928 6199
"200050_at" 20323 14611
"200051_at" 7326 16767
"200052_s_at" 5611 16060
"200053_at" 15977 20216
"200054_at" 4655 15679
"200055_at" 6026 19535
"200056_s_at" 19541 18807
"200057_s_at" 18193 6091
"200058_s_at" 19692 16184
"200059_s_at" 20563 20491
"200060_s_at" 6304 7624
"200061_s_at" 7401 13955
"200062_s_at" 17103 6404
"200063_s_at" 7044 16819
"200064_at" 7367 6774
"200065_s_at" 4814 7279
"200066_at" 3909 15860
"200067_x_at" 6353 7776
"200068_s_at" 15151 6236
"200069_at" 1050 19070
"200070_at" 7042 17265
"200071_at" 16806 13338
"200072_s_at" 6101 16332
"200073_s_at" 6107 20506
"200074_s_at" 17241 18831
"200075_s_at" 2669 20813
"200076_s_at" 16157 14914
"200077_s_at" 6035 14807
"200078_s_at" 5087 17670
"200079_s_at" 16837 4033
"200080_s_at" 6105 14336
"200081_s_at" 3317 16643
"200082_s_at" 17224 13371
"200083_at" 17628 15759
"200084_at" 791 14267
"200085_s_at" 7180 17859
"200086_s_at" 6925 17881
"200087_s_at" 6796 13559
"200088_x_at" 4523 14972
"200089_s_at" 15564 15120
"200090_at" 5516 13976
"200091_s_at" 4843 19544
"200092_s_at" 2957 15827
"200093_s_at" 6143 19954
"200094_s_at" 17927 4526
"200095_x_at" 4663 8026
"200096_s_at" 2617 19298
"200097_s_at" 20957 13907
"200098_s_at" 15205 18326
"200099_s_at" 15599 8804
"200593_s_at" 4302 15471
"200594_x_at" 1460 6854
"200595_s_at" 3881 17354
"200596_s_at" 2075 2858
"200597_at" 21436 3080
"200598_s_at" 3961 6341
"200599_s_at" 17036 15526
"200600_at" 6008 11124
"200601_at" 18816 5428
"200602_at" 15306 15035
"200603_at" 3911 20028
"200604_s_at" 5739 8798
"200605_s_at" 4576 6833
"200606_at" 17215 7082
"200607_s_at" 20496 1931
"200608_s_at" 15161 13466
"200609_s_at" 7268 4478
"200610_s_at" 18519 5816
"200611_s_at" 2326 16172
"200612_s_at" 1082 2999
"200613_at" 5121 8085
"200614_at" 6470 4066
"200615_s_at" 565 8370
"200616_s_at" 5840 18782
"200617_at" 2623 1892
"200618_at" 17004 7634
"200619_at" 4560 6398
"200620_at" 1251 15874
"200621_at" 7047 8082
"200622_x_at" 6350 5774
