"inst_595" "inst_622" "inst_662" "inst_841" "inst_958" "inst_1715" "inst_2865" "inst_5084" "inst_5509"
"213706_at" 10187 4672 8067 6536 8273 7853 437 10386 12753
"213707_s_at" 8701 2776 5971 12442 12460 6984 7300 9647 829
"213708_s_at" 21075 21650 18237 21406 19296 17841 14235 19155 18241
"213709_at" 6025 14715 17986 21494 17805 6396 16413 21324 16711
"213710_s_at" 2440 16415 5451 3076 1030 2680 12514 14176 143
"213711_at" 5937 14488 14390 15987 2074 14951 14112 14696 18141
"213712_at" 10321 12610 7435 21041 21820 9902 19010 5774 211
"213713_s_at" 15685 20816 13367 21886 19740 16067 15688 11169 18856
"213714_at" 13526 7997 12981 10626 5268 14947 5117 9260 9777
"213715_s_at" 7992 931 9847 12396 4690 13332 6757 5821 3689
"213716_s_at" 18085 9655 15110 7828 12936 15216 21761 18184 2891
"213717_at" 9562 930 11585 9451 6765 11533 5917 10691 6349
"213718_at" 18014 21195 12063 21510 13816 20678 21793 5320 5256
"213719_s_at" 14592 9148 11459 12527 6522 12054 52 10383 1001
"213720_s_at" 19509 15807 18399 16682 17571 18828 16649 17877 16732
"213721_at" 20135 4308 16941 14763 9079 14714 21805 8492 18616
"213722_at" 8308 11787 9967 5941 10325 8638 1653 10037 7236
"213723_s_at" 13760 13745 10178 7407 11541 13936 3117 7557 12812
"213724_s_at" 22268 10112 27 2760 18623 7225 20384 21131 1468
"213725_x_at" 7458 10369 11545 6312 6633 22200 5494 12513 8344
"213726_x_at" 18479 19364 19620 20762 15829 16843 15460 14407 5114
"213727_x_at" 12 2376 618 17614 15848 3595 12912 866 19525
"213728_at" 7281 17779 1724 2218 3697 8368 19865 21749 22075
"213729_at" 15163 20829 2906 16204 17759 17840 17110 16381 15203
"213730_x_at" 6679 18159 4179 19209 16641 22191 17015 4341 5169
"213731_s_at" 13404 9559 9986 5251 12184 11949 11910 2212 18845
"213732_at" 13208 3152 7003 10158 12945 8792 7087 10762 13060
"213733_at" 560 5616 7530 268 724 21047 13278 17376 15050
"213734_at" 15399 15806 14779 624 20325 17278 14783 16815 4224
"213735_s_at" 16040 2054 5359 3227 3300 16462 10078 4560 5231
"213736_at" 13607 926 6207 2552 1704 19042 16286 20636 18806
"213737_x_at" 17761 9232 1786 23 93 2668 2162 367 714
"213738_s_at" 15662 14927 3972 4498 13524 17968 10194 14439 14562
"213739_at" 17425 5165 17021 20037 1122 2169 11173 76 7663
"213740_s_at" 10833 5970 8267 6154 11880 8552 163 10685 11119
"213741_s_at" 20706 20878 16369 20805 21547 21295 18930 17023 20869
"213742_at" 1022 7042 1308 1415 1660 18153 11903 2868 19653
"213743_at" 7121 11473 978 2485 17357 3350 19602 14763 18044
"213744_at" 18871 11511 623 10913 11906 11443 8840 11792 8951
"213745_at" 11108 8218 6445 14267 12800 11488 14542 11350 1214
"213746_s_at" 4283 14646 3083 2209 2694 1878 17449 14027 2589
"213747_at" 2372 16845 21946 590 19531 17597 18465 18149 16480
"213748_at" 5217 1023 901 623 3545 19801 11090 3958 15669
"213749_at" 13163 924 6412 11559 8951 14323 9499 8636 7570
"213750_at" 2254 1617 3371 3346 753 3953 1710 1452 5993
"213751_at" 20007 15361 11499 10233 10881 5810 3174 9755 11344
"213752_at" 12103 10337 11997 6481 7811 14802 5774 12323 10548
"213753_x_at" 16233 493 17786 16685 3213 18700 20621 20769 14192
"213754_s_at" 6451 22228 19590 18270 17545 20071 18388 18957 14526
"213755_s_at" 11068 9442 6438 6109 9838 12713 8912 12432 8587
"213756_s_at" 21363 17158 2130 14207 8400 12297 20428 366 6428
"213757_at" 20448 16227 5529 1982 13871 17015 15401 19053 13410
"213758_at" 2170 13883 9918 20077 15274 10808 15950 5143 22135
"213759_at" 11066 13559 12341 8662 6386 13669 5168 9819 8156
"213760_s_at" 20357 21402 1902 17273 2060 1973 19456 2534 1098
"213761_at" 1143 9247 2253 2157 13949 17722 15824 2088 14222
"213762_x_at" 19629 21297 17275 18713 20596 19006 17892 18532 17256
"213763_at" 4680 10834 21749 14040 11518 19135 9747 21971 7048
"213764_s_at" 11327 9065 8276 7370 5717 10585 7691 13174 10432
"213765_at" 14654 4094 7617 10742 9561 8969 5175 8946 9892
"213766_x_at" 21463 16951 4617 21458 21022 5911 16352 1835 18702
"213767_at" 7750 3478 12269 14531 7308 13254 7726 11667 220
"213768_s_at" 22250 11105 11571 6990 11863 13666 5513 11743 9507
"213769_at" 9618 9050 11424 10986 10369 11044 7869 11528 19150
"213770_at" 14520 9635 5916 8577 5277 671 3906 8933 9218
"213771_at" 19746 16241 3161 18591 1028 20361 21519 20100 601
"213772_s_at" 21606 21569 10222 21654 21727 2315 11427 644 18391
"213773_x_at" 19207 17204 17003 17931 15315 15754 14240 5384 4592
"213774_s_at" 9661 3946 11106 6404 1385 12185 1554 8696 12789
"213775_x_at" 6427 20409 21888 20337 13958 4899 14351 19102 17871
"213776_at" 8549 3372 5759 1086 804 8945 6450 18421 11076
"213777_s_at" 10899 8844 12161 6431 11424 6718 665 1294 8054
"213778_x_at" 21117 18584 14350 4397 16617 6886 11426 3993 22277
"213779_at" 10165 12366 2248 18413 2276 849 11 13237 256
"213780_at" 6391 3005 11379 394 6865 8204 2479 10744 1263
"213781_at" 10025 7848 7528 8054 1857 12173 5758 4505 12830
"213782_s_at" 11248 8482 9044 10775 7643 9861 5059 9227 9748
"213783_at" 18013 6547 18839 9460 9796 2508 6959 7417 276
"213784_at" 2652 15366 4829 7854 146 20211 1112 11 11535
"213785_at" 19390 10406 19033 2320 9236 2970 20993 756 22080
"213786_at" 3671 8595 621 21279 597 16179 18791 18880 1620
"213787_s_at" 17831 16741 15018 18572 17960 16048 12357 15782 15379
"213788_s_at" 15844 19120 1799 2620 17023 18616 2814 21621 14239
"213789_at" 16197 17536 4359 16857 20598 17864 2990 17494 16652
"213790_at" 12285 4411 15435 5865 5665 14271 4092 20542 11599
"213791_at" 6406 10431 21087 7336 2572 3567 12324 19160 2248
"213792_s_at" 776 14349 359 17556 2533 21013 11382 2777 4049
"213793_s_at" 6757 21971 409 16145 21135 166 20512 15788 19611
"213794_s_at" 20987 20837 20759 21104 21738 18598 18850 17847 18121
"213795_s_at" 21818 18499 18066 3226 18354 19197 15526 5803 2927
"213796_at" 12816 4831 7361 8929 7866 7913 5181 9301 9614
"213797_at" 14409 7932 3107 9555 4352 13917 7393 9302 9787
"213798_s_at" 20069 17375 3880 5212 16278 18724 13403 6696 16279
"213799_s_at" 18003 21184 18676 20975 3199 13079 20581 21252 5776
"213800_at" 10963 7636 8913 12738 8293 9898 8052 10827 9263
"213801_x_at" 14910 656 3295 9012 2333 3020 2612 9229 13237
"213802_at" 12472 9326 12609 10147 7709 15330 3097 11733 11768
"213803_at" 21715 21606 14678 21929 22246 20809 21214 20298 21692
"213804_at" 21535 4916 5611 19069 757 17624 21898 5876 14389
"213805_at" 720 10901 5537 21194 20945 8499 11551 2706 21588
"213806_at" 13474 8060 10260 12594 9493 8564 9057 16343 20769
"213807_x_at" 253 15529 16031 1359 3898 12162 19957 6237 12992
"213808_at" 11415 11898 11651 13543 10867 10584 3709 9793 13137
"213809_x_at" 11180 10827 7663 12363 10193 3893 3277 9346 11533
"213810_s_at" 13986 9194 5764 18002 939 14368 19040 4146 14690
"213811_x_at" 16013 15154 16444 21211 19680 1049 20352 17058 20195
"213812_s_at" 5506 20510 19247 16489 19175 18045 17502 5058 6031
"213813_x_at" 19759 18781 21694 17067 2810 1750 10899 846 17403
"213814_s_at" 11094 4840 13921 13665 5541 15346 5932 12767 13157
"213815_x_at" 20797 14058 13647 21503 15605 19854 18443 19520 20265
"213816_s_at" 10167 10326 17367 12140 9553 13959 1206 21408 3126
"213817_at" 10703 8080 8817 8030 11566 21198 4017 11607 7019
"213818_x_at" 7844 13276 5733 11924 13259 6724 11886 3626 1568
"213819_s_at" 3092 3482 6602 5912 493 6800 11446 3852 418
"213820_s_at" 17651 322 493 1239 224 65 1770 124 3074
"213821_s_at" 15075 6788 12989 7718 12978 7177 6615 10284 10527
"213822_s_at" 20646 21527 16488 18599 19235 18331 18516 18339 18798
"213823_at" 9331 11361 16205 11394 12548 6645 4914 4173 94
"213824_at" 8165 2884 7666 10457 9722 1226 4669 10011 6486
"213825_at" 14892 13619 7982 6082 12572 5232 10586 7649 12942
"213826_s_at" 4631 18335 18628 20201 2609 20145 10252 16437 13349
"213827_at" 21071 6851 7869 8046 5870 17961 2416 19712 19750
"213828_x_at" 15482 14454 5369 4531 3992 19111 10660 15017 6289
"213829_x_at" 17376 20174 19578 11587 3967 18316 15194 1897 18216
"213830_at" 1781 7342 8158 12756 4520 16442 6242 7591 8282
"213831_at" 7997 11374 6577 6320 4178 15155 8331 11795 12003
"213832_at" 10900 13448 11569 7825 5848 1295 6092 4875 593
"213833_x_at" 1685 11577 3160 16270 17842 951 15078 5217 14768
"213834_at" 13479 10089 7277 10977 5245 15501 6018 7893 10699
"213835_x_at" 18117 1421 20834 2945 15094 19871 19487 5093 13666
"213836_s_at" 747 6600 471 270 43 4032 1010 915 3621
"213837_at" 22130 13413 73 9982 4681 9162 8273 220 6676
"213838_at" 6268 15516 1595 4403 1206 17388 17789 5309 18502
"213839_at" 674 7124 11134 22189 3753 3143 22247 20215 18090
"213840_s_at" 15899 6587 15016 10868 16755 11624 860 20306 18275
"213841_at" 10981 4843 11766 7741 11154 8004 7617 8837 12681
"213842_x_at" 7092 17963 14882 16488 13547 4525 10017 4159 5788
"213843_x_at" 4601 609 1457 2852 364 20378 1588 7061 7463
"213844_at" 15230 699 21048 16571 17677 15508 21641 6847 16640
"213845_at" 10961 9109 5674 4473 10233 9887 3442 12090 8839
"213846_at" 19706 15460 5527 14829 15696 1140 18689 5118 16104
"213847_at" 3148 17560 21285 17419 3301 19284 1357 2217 16320
"213848_at" 20045 17220 19932 17542 19492 21162 12540 17655 2004
"213849_s_at" 12997 8035 9990 14457 9419 10811 15164 8105 19925
"213850_s_at" 20807 18489 14204 19926 19921 15904 19999 16055 20024
"213851_at" 5921 725 14851 3942 16022 2272 1984 15882 1702
"213852_at" 4393 19296 18820 4638 21001 1094 16063 20473 16726
"213853_at" 19996 1893 16 15133 19161 19081 20284 5024 14079
"213854_at" 4452 6028 3701 1145 18105 9615 2574 14806 4637
"213855_s_at" 9821 5455 20777 11721 7637 4970 5485 11239 10973
"213856_at" 9425 6184 12489 5985 5275 9113 11433 7774 7749
"213857_s_at" 17389 14166 13970 16098 18943 16908 17029 2733 15098
"213858_at" 6814 7150 1743 1307 14404 19297 1948 14942 588
"213859_x_at" 20117 14221 19451 21722 18193 19167 21160 20537 20777
"213860_x_at" 15379 17186 5516 15018 17102 18927 19386 17668 15602
"213861_s_at" 7075 20562 16558 1769 18371 20310 21970 15976 4950
"213862_at" 8956 10308 5749 13291 5565 15270 3485 11261 7044
"213863_s_at" 9617 12603 12856 14342 17850 11948 1482 10598 15685
"213864_s_at" 5676 15617 4599 5052 15034 21438 13471 16640 15718
"213865_at" 12799 3408 15066 6834 5860 10164 179 17759 11803
"213866_at" 7981 3948 13059 12698 12482 15361 3654 10672 12514
"213867_x_at" 7232 16505 13950 8670 7560 18581 5007 9189 18122
"213868_s_at" 12038 7720 12750 10287 7246 12377 721 1364 11159
"213869_x_at" 21585 6644 2857 7637 5314 2305 6624 13435 2406
"213870_at" 14862 9503 12912 8895 10499 14992 8028 10445 3040
"213871_s_at" 9653 4150 1576 5903 11950 6735 1544 389 7715
"213872_at" 7479 15404 5053 5688 18168 610 19139 20018 15643
"213873_at" 18077 12297 20402 11133 6395 10901 10296 3207 2182
"213874_at" 15494 13648 19297 13514 3108 663 4554 7777 11629
"213875_x_at" 1432 17974 17869 15866 20065 1055 14991 19918 15009
"213876_x_at" 5143 18134 5254 19215 19273 3378 12628 4425 4910
"213877_x_at" 21032 17100 4214 15039 17794 21903 15070 4227 19108
"213878_at" 3294 984 2842 4376 20882 4217 16270 1806 19199
"213879_at" 2640 553 867 1306 19404 21984 1631 16669 20898
"213880_at" 14179 11381 13001 6908 4829 6217 9314 20549 7379
"213881_x_at" 17151 16192 14373 15884 14880 17485 12368 14171 15654
"213882_at" 3737 5171 1070 647 15750 12293 13101 4312 4467
"213883_s_at" 2415 18858 2068 18079 19987 22072 21819 19669 21094
"213884_s_at" 14348 5394 10311 20450 12418 10183 14572 2543 5812
"213885_at" 19939 1145 19299 21884 1780 16063 19163 1042 15642
"213887_s_at" 19261 15567 4760 4954 13690 1967 12280 16929 3086
"213888_s_at" 14218 3163 9016 11385 11651 5643 6584 11245 6326
"213889_at" 3414 2408 4972 301 13972 5656 14861 1068 19098
"213890_x_at" 6756 14204 4641 15159 2370 4618 2739 15455 5218
"213891_s_at" 13390 3118 1544 14231 6521 17019 8385 21053 5592
"213892_s_at" 3901 16596 1591 4343 15828 18703 17115 15118 2015
"213893_x_at" 5734 1610 3827 3063 2994 4495 17835 16554 18623
"213894_at" 3948 12496 6730 7499 4992 13266 279 14940 7572
"213895_at" 11627 10015 20567 11552 5254 10747 9179 22271 10368
"213896_x_at" 19744 1115 702 2601 16459 2378 2549 1887 1229
"213897_s_at" 2123 17497 13429 16473 15918 19805 11309 4346 2569
"213898_at" 19443 690 10174 8859 4737 12373 958 13020 7804
"213899_at" 20587 15645 15326 19629 19382 17201 14893 17994 3940
"213900_at" 17574 688 16896 496 2569 3789 1132 729 5744
"213901_x_at" 5915 21533 21318 1079 15851 16266 21349 18829 3976
"213902_at" 5033 2144 246 14909 2059 17391 17310 6948 13949
"213903_s_at" 9350 8838 13041 6794 2011 15443 11955 1027 1328
"213904_at" 8676 11052 10069 12902 10025 11935 3293 13341 1936
"213905_x_at" 7401 13257 8015 7838 9605 7188 6484 8639 17661
"213906_at" 117 131 16224 1022 1890 8108 976 1980 1099
"213907_at" 2305 18501 18707 22088 21971 21363 11542 16979 19918
"213908_at" 8168 3715 6867 10219 5885 12990 416 1234 725
"213909_at" 6908 13602 21926 11827 6729 16546 16223 956 17488
"213910_at" 7802 7496 12795 9463 12036 12099 8645 7525 4533
"213911_s_at" 15628 14385 16635 5608 16869 2708 10033 4193 14345
"213912_at" 18468 21401 10207 20470 14372 20745 15510 2429 16506
"213913_s_at" 21778 20378 5992 20375 21895 21149 20781 20682 19486
"213914_s_at" 14417 9763 7846 9413 10124 14044 6254 8013 7909
"213915_at" 11616 8594 8454 14177 9610 16499 4176 8350 9832
"213916_at" 521 13834 3639 730 21389 9571 11277 20171 21645
"213917_at" 2533 8971 18250 6899 5919 11958 7695 11947 6536
"213918_s_at" 4845 21876 21697 20724 21469 21863 21907 19583 19889
"213919_at" 7515 17362 21594 7459 13188 21375 10955 11077 19828
"213920_at" 10015 8169 11713 9927 9858 7052 240 10753 6084
"213921_at" 9534 4707 19414 9509 12252 8048 6513 9759 1591
"213922_at" 9948 5710 199 13050 19472 21480 15477 21013 1128
"213923_at" 1083 875 14321 5623 14296 1739 15864 19462 15075
"213924_at" 13590 3371 12237 7424 6893 12328 8807 17779 731
"213925_at" 6518 12877 5152 12324 2257 15407 7221 1609 8908
"213926_s_at" 20315 18317 1461 16768 17709 2271 21844 20294 17407
"213927_at" 5704 186 17791 5058 1000 9618 11511 2678 2170
"213928_s_at" 14029 2165 19866 14420 6966 15576 10032 5274 22109
"213929_at" 10666 7078 21402 15544 21885 9513 12741 18343 3129
"213930_at" 12403 11329 21703 472 13947 21466 12076 15948 5343
"213931_at" 12297 12061 11128 21879 15031 662 16292 14460 20722
"213932_x_at" 151 19319 2134 1254 1572 6083 13655 6992 3358
"213933_at" 10284 3416 16657 13122 5861 5266 670 5549 13481
"213934_s_at" 880 7265 2060 1751 16582 2175 17695 18368 17822
"213935_at" 9170 6881 136 18378 21092 503 2197 16311 15062
"213936_x_at" 4787 17436 21042 8150 16924 5178 19946 1896 16813
"213937_s_at" 18336 20421 4989 19100 1349 874 11000 3495 6282
"213938_at" 13684 13384 5793 8747 12330 6614 182 2103 10861
"213939_s_at" 7658 8980 12731 21614 3563 11203 20440 20904 19598
"213940_s_at" 19792 117 534 17900 14987 17017 11920 6888 18686
"213941_x_at" 16413 14501 15364 5210 13665 17870 2626 6252 5394
"213942_at" 1365 7961 13994 8105 2578 17536 6920 11289 275
"213943_at" 14399 12846 14845 7528 6639 18705 9231 17563 10578
"213944_x_at" 20968 17652 1646 21067 18519 21904 9932 15890 4511
"213945_s_at" 6702 173 13819 4937 2486 334 2792 14756 21088
"213946_s_at" 7967 12458 11120 8356 11331 12584 15642 16838 2318
"213947_s_at" 16326 1190 14622 1435 15020 19347 16281 5670 3018
"213948_x_at" 1198 5454 1284 14700 3689 15646 13519 19749 352
"213949_s_at" 7863 12169 11313 7501 5894 13912 3094 13248 11396
"213950_s_at" 7804 3645 12894 7146 12311 14539 2146 18126 13249
"213951_s_at" 17134 16337 127 17357 18833 1830 11120 2229 3505
"213952_s_at" 5820 11009 8451 6170 5687 2650 15948 10010 1109
"213953_at" 13132 3178 5638 833 12481 14571 8770 16430 1589
"213954_at" 10751 4941 2932 9847 3829 12048 21461 21227 20843
"213955_at" 21796 10747 12647 5590 7043 14429 11764 21115 16155
"213956_at" 21190 17903 15179 20195 14205 18132 12781 5075 518
"213957_s_at" 4426 17548 5136 17539 3081 18222 21121 21788 20554
"213958_at" 4563 12163 21941 6350 5944 14318 3572 7587 9463
"213959_s_at" 9670 12039 9961 8189 1085 10839 21994 20299 1141
"213960_at" 4737 5407 12988 9229 12477 15698 4212 11258 11326
"213961_s_at" 10676 4738 9955 8447 6972 11712 3874 10859 9043
"213962_s_at" 14265 9930 14702 7515 11817 14595 9558 13518 8468
"213963_s_at" 12502 5783 5739 21533 2375 139 2196 17242 19680
"213964_x_at" 5249 13269 8275 1190 6680 12346 1238 7754 22002
"213965_s_at" 10844 12741 12971 12208 2742 11374 7862 11013 2112
"213966_at" 8295 11215 10775 11862 13239 11199 5924 8223 20974
"213967_at" 11167 6509 10983 13658 10333 12841 6552 13323 8286
"213968_at" 5110 6210 21228 11359 4181 15299 9438 4321 9761
"213969_x_at" 15189 16173 2475 5695 2654 18074 2438 16004 2626
"213970_at" 7537 872 5486 18292 21246 18845 13352 20673 18193
"213971_s_at" 21718 19495 496 19847 19937 16868 19856 16949 14108
"213972_at" 10519 7868 8076 12566 6843 8743 10880 13614 7477
"213973_at" 17167 10020 13250 7949 12128 14822 10879 530 3264
"213974_at" 9552 3243 19701 12602 14278 8361 257 821 19167
"213975_s_at" 11238 3850 8929 12005 11136 20722 9164 12867 8399
"213976_at" 9623 5077 1018 4992 5111 11555 1764 19526 17986
"213977_s_at" 20043 16753 778 3562 14108 21398 15215 21501 944
"213978_at" 10983 10216 7479 3804 11063 9869 10351 21673 70
"213979_s_at" 20909 19307 13609 16579 18573 18135 12544 18564 15478
"213980_s_at" 16172 20653 14270 15164 20440 20286 15641 5237 17469
"213981_at" 14395 934 10173 6209 14576 17688 2341 14845 22043
"213982_s_at" 10451 7552 3108 3101 20164 19840 10729 17302 22113
"213983_s_at" 2146 18101 4303 16363 21491 17287 20126 1857 3760
"213984_at" 4070 12028 10846 20161 18217 12466 19736 1765 20594
"213985_s_at" 14201 3533 12597 14257 13171 14011 6927 7802 11157
"213986_s_at" 18751 16492 2376 19182 15784 16766 17853 21428 11667
"213987_s_at" 11590 5131 8663 8425 8946 10388 4204 9567 7588
"213988_s_at" 13083 9373 3 1124 2116 16018 21906 14028 883
"213989_x_at" 22085 19775 13508 20661 21417 17444 16670 18590 17561
"213990_s_at" 4809 4833 5817 10696 4491 7574 7685 8616 12948
"213991_s_at" 12093 6392 12146 12847 6530 7291 7626 11421 9134
"213992_at" 1978 13026 18084 8726 4511 8387 6715 1603 12978
"213993_at" 11886 3814 12684 7084 10011 6203 4079 8781 11777
"213994_s_at" 11597 8368 10757 12614 8757 10417 4300 11463 11984
"213995_at" 18061 344 3804 5445 16839 19846 19436 6541 17156
"213996_at" 19666 3838 1584 14692 9018 14846 1956 21940 11551
"213997_at" 13599 5231 8124 13970 12356 9637 441 8209 8340
"213998_s_at" 22219 21699 1695 19003 20643 18772 20527 20319 15586
"213999_at" 1958 6103 9833 11444 21688 20353 10222 10185 1632
"214000_s_at" 8203 6452 6727 7240 366 20038 21421 17368 4768
"214001_x_at" 19362 17270 1989 18161 18531 20671 1051 20734 15367
"214002_at" 1776 1645 17270 1171 16902 16898 2028 2215 20714
"214003_x_at" 5841 1653 2641 9175 13467 18784 2459 17281 8146
"214004_s_at" 20270 13943 17777 5562 13814 17675 10671 7001 4392
"214005_at" 6075 19122 14306 4266 3975 19076 18752 1462 14700
"214006_s_at" 18122 19995 16138 2488 14510 21922 11692 1719 20492
"214007_s_at" 16692 16357 16544 15736 17996 116 19553 15387 16935
"214008_at" 14106 3887 19053 19526 21814 13167 1973 15757 19085
"214009_at" 12726 7082 1738 443 14156 1070 17395 18323 21429
"214010_s_at" 10742 11172 7618 10702 8126 13105 178 239 10609
"214011_s_at" 21953 19954 20541 21709 21871 20953 16933 14492 17722
"214012_at" 13210 8513 15440 13081 9575 17395 4432 14848 8332
"214013_s_at" 12792 9023 7765 10990 12850 13184 9280 10581 10846
"214014_at" 10059 15723 16070 1714 17120 8562 20455 5229 4040
"214015_at" 12360 13760 1449 12038 7072 14900 9774 7825 7275
"214016_s_at" 22097 17841 4224 20898 15940 17894 21822 16764 21610
"214017_s_at" 18419 19820 14234 19056 1773 15742 18338 191 1902
"214018_at" 14531 10313 10874 9437 5305 10372 7024 10239 6977
"214019_at" 16140 3399 5642 14615 6503 11300 17754 18079 16931
"214020_x_at" 433 223 22101 5084 20021 21384 11255 17523 5142
"214021_x_at" 3603 11305 6712 1496 8556 7358 13785 2018 19820
"214022_s_at" 6479 7435 2864 2308 14415 1361 2992 21540 2290
"214023_x_at" 14485 5392 6457 9984 12524 15230 4943 21312 12312
"214024_s_at" 13408 12492 11609 10191 12596 7876 7596 9698 11855
"214025_at" 9082 6826 9271 12857 4263 12096 6012 13024 9975
"214026_s_at" 11379 7688 6067 10384 7282 6219 5500 13131 3267
"214027_x_at" 12184 3123 9286 13907 11266 8707 11673 21629 745
"214028_x_at" 21037 3083 12896 4575 21144 3281 20208 21881 19880
"214029_at" 13918 7538 6159 12616 4087 15232 4739 7410 11132
"214030_at" 5795 10058 18468 13965 14349 21916 1042 7287 20260
"214031_s_at" 14826 3098 12565 8400 7655 11479 6460 19043 6954
"214032_at" 14784 13191 7514 9168 9958 13552 1715 8179 11621
"214033_at" 20090 13954 17632 2144 21021 3031 15137 9082 17326
"214034_at" 9764 11998 10905 13542 10202 12115 5993 8772 13109
"214035_x_at" 2181 18581 20353 1954 391 5670 2064 3072 2840
"214036_at" 7011 15763 21936 22051 22011 1283 21075 6857 17912
"214037_s_at" 14504 20317 10388 22070 21747 10810 21487 1811 19365
"214038_at" 12283 3303 6979 6430 10018 14176 6783 12395 10842
"214039_s_at" 6089 14744 4559 5653 2090 5412 2572 5224 2676
"214040_s_at" 7974 2877 5573 6918 12639 12875 18705 8243 11625
"214041_x_at" 16426 16202 3080 441 16182 5556 850 13841 4236
"214042_s_at" 17890 15315 13355 2689 13735 17060 10481 7076 16042
"214043_at" 14834 11623 6556 8849 10853 15113 1437 11193 8483
"214044_at" 8374 4263 6036 8304 5753 13462 16659 20925 21931
"214045_at" 1869 1039 2059 1271 1316 6056 11788 4491 18956
"214046_at" 15471 21563 12061 21030 17634 13244 19716 9246 5329
"214047_s_at" 5374 17363 1758 3132 14627 19734 15362 15664 14141
"214048_at" 1201 5448 10008 3375 1850 1718 2517 18024 3825
"214049_x_at" 9142 6566 7016 4432 10033 14128 7254 12454 10399
"214050_at" 21440 12277 9385 6740 1596 10631 5599 10104 1784
"214051_at" 6941 16725 15814 4249 13757 13787 13005 4112 17727
"214052_x_at" 5614 13885 14894 19820 21986 1272 18636 17639 19578
"214053_at" 762 5160 21136 9667 6797 13625 9275 9952 9715
"214054_at" 21666 10914 6784 14313 11664 22010 10092 6150 2294
"214055_x_at" 7195 18554 18172 20559 17743 15800 19313 17407 15266
"214056_at" 1848 9382 5304 16655 17290 5385 20893 19491 15385
"214057_at" 6682 15511 5495 5413 15582 996 18535 20979 14260
"214058_at" 2664 16783 5502 3880 13991 3479 16681 18515 20935
"214059_at" 9504 9146 12464 11175 13132 8214 7335 481 12352
"214060_at" 6266 11978 20922 10644 9738 3542 15156 21722 4716
"214061_at" 3135 1723 2029 1448 3329 869 10634 19027 13490
"214062_x_at" 9649 10489 8013 2754 20015 14258 735 4086 11393
"214063_s_at" 2012 12384 5112 6265 5958 6754 7117 10616 8150
"214064_at" 16059 6220 6824 13091 8261 8229 9012 13014 12781
"214065_s_at" 17667 10459 12097 8899 9009 14030 13518 8349 13132
"214066_x_at" 1844 1034 18197 4164 14195 9451 10079 18676 20374
"214067_at" 13712 6155 8589 9932 7158 13202 4970 12151 9153
"214068_at" 1415 7079 13715 12312 11104 14770 4049 12461 12009
"214069_at" 10758 13611 7868 9862 11379 7622 6928 9275 7991
"214070_s_at" 2260 17325 15735 12086 11078 2851 2521 654 10339
"214071_at" 11698 8396 6147 14419 10048 13103 3532 12277 9014
"214072_x_at" 1566 18114 17218 13077 10882 21029 4059 4941 4440
"214073_at" 1396 994 15188 1518 2137 9955 11614 4241 13604
"214074_s_at" 5519 21745 3253 15079 15790 8479 19552 19348 1163
"214075_at" 20401 21791 3946 4957 18063 21085 16928 14014 22213
"214076_at" 22266 17538 21069 18252 20865 15543 21223 4335 17893
"214077_x_at" 5345 19552 1134 17719 16267 11116 12902 4944 6128
"214078_at" 10528 4109 1899 12407 12997 6874 8110 21708 11406
"214079_at" 73 21711 22009 3779 19500 15591 16016 18958 20776
"214080_x_at" 15579 16805 14650 17422 17181 1613 13537 18354 5643
"214081_at" 6216 12114 9177 14402 2661 4158 12228 9421 12199
"214082_at" 13769 9951 9490 1005 12506 6821 10532 18868 302
"214083_at" 234 11644 2119 760 318 17838 14403 7220 18864
"214084_x_at" 9932 5217 10431 11927 6408 21894 4370 9725 1238
"214085_x_at" 17855 17777 1721 21238 20017 5615 19462 14856 18853
"214086_s_at" 21592 21740 14398 19956 18255 5833 15134 4982 4995
"214087_s_at" 7287 13008 13062 11836 6308 11531 8954 9745 8645
"214088_s_at" 3417 14716 344 10794 856 16427 4346 1734 11577
"214089_at" 14148 8343 9067 5963 10598 12192 2769 10740 7092
"214090_at" 9630 5852 12680 10016 19489 14905 21213 12835 21199
"214091_s_at" 738 1041 14592 1413 15850 4669 13008 13045 1078
"214092_x_at" 1607 18582 18100 17057 14820 18280 9971 14045 18258
"214093_s_at" 5809 19736 21471 21153 21817 18834 21024 21939 18207
"214094_at" 13200 8481 9642 11025 7019 11967 8109 22058 11489
"214095_at" 6446 15959 654 2333 3498 19524 10972 15706 3634
"214096_s_at" 2215 1398 3500 2243 1818 4425 11447 5896 4102
"214097_at" 6649 15151 5279 3988 14444 2880 11968 3455 14138
"214098_at" 7284 11634 7463 671 8856 5173 640 5242 8926
"214099_s_at" 9166 3615 11799 4518 20013 6138 11384 157 3099
"214100_x_at" 3437 17252 18306 17673 13407 2658 13405 4851 18446
"214101_s_at" 19863 13905 15473 22168 22115 21325 20647 19239 16855
"214102_at" 21020 2521 20709 21324 18865 21784 2295 20649 15957
"214103_s_at" 8539 3922 9220 10143 9897 13257 6368 10664 9754
"214104_at" 14175 7872 19926 7403 11134 7267 6305 2464 18876
"214105_at" 11091 10424 12725 12293 4161 7430 9830 13728 7879
"214106_s_at" 15053 2385 795 4580 15117 2385 10201 7181 4316
"214107_x_at" 6715 18825 4502 18567 15596 17591 16247 19561 16946
"214108_at" 2673 6413 21774 1251 17271 12566 2451 21190 21850
"214109_at" 5943 17563 16820 4906 15606 19496 19919 4803 20099
