"inst_1764" "inst_2757"
"1007_s_at" 17251 19371
"1053_at" 20053 16215
"117_at" 9 2
"121_at" 16058 1150
"1255_g_at" 4820 6137
"1294_at" 13877 12335
"1316_at" 14802 14529
"1320_at" 12133 7648
"1405_i_at" 14933 6053
"1431_at" 4750 6149
"1438_at" 11778 1360
"1487_at" 16628 19552
"1494_f_at" 19191 11464
"1598_g_at" 2809 13925
"160020_at" 21265 14465
"1729_at" 19792 21041
"1773_at" 7823 15946
"177_at" 19521 9022
"179_at" 14107 1684
"1861_at" 2152 12663
"200000_s_at" 16353 15511
"200001_at" 2750 14842
"200002_at" 1650 12173
"200003_s_at" 1949 10312
"200004_at" 1795 12668
"200005_at" 16057 11335
"200006_at" 15541 11480
"200007_at" 14277 12940
"200008_s_at" 17244 10967
"200009_at" 15826 10173
"200010_at" 15083 10852
"200011_s_at" 20879 19563
"200012_x_at" 13664 1855
"200013_at" 2444 11322
"200014_s_at" 2230 12896
"200015_s_at" 13602 15579
"200016_x_at" 15010 11194
"200017_at" 2359 10771
"200018_at" 2129 2531
"200019_s_at" 1510 2834
"200020_at" 22246 20367
"200021_at" 2352 2166
"200022_at" 1938 2480
"200023_s_at" 2406 13033
"200024_at" 14021 2700
"200025_s_at" 1840 10477
"200026_at" 2698 11313
"200027_at" 16442 12985
"200028_s_at" 14114 15605
"200029_at" 1863 9982
"200030_s_at" 14989 10313
"200031_s_at" 14191 5238
"200032_s_at" 14111 5270
"200033_at" 16430 15081
"200034_s_at" 2678 2775
"200035_at" 14652 19445
"200036_s_at" 2119 10710
"200037_s_at" 18245 16766
"200038_s_at" 13503 9994
"200039_s_at" 15126 11770
"200040_at" 17453 13385
"200041_s_at" 21724 14376
"200042_at" 19297 15242
"200043_at" 16916 13799
"200044_at" 20911 16995
"200045_at" 21217 16767
"200046_at" 2844 12050
"200047_s_at" 15149 14765
"200048_s_at" 2410 15309
"200049_at" 17294 16702
"200050_at" 20232 13325
"200051_at" 14222 13844
"200052_s_at" 13506 13645
"200053_at" 16507 15602
"200054_at" 16418 15215
"200055_at" 15819 13013
"200056_s_at" 21371 22109
"200057_s_at" 15387 11601
"200058_s_at" 15693 17027
"200059_s_at" 14788 13474
"200060_s_at" 19262 13563
"200061_s_at" 3022 5237
"200062_s_at" 3029 5115
"200063_s_at" 14892 5310
"200064_at" 138 1082
"200065_s_at" 18097 11694
"200066_at" 18261 14374
"200067_x_at" 1881 9995
"200068_s_at" 14693 10048
"200069_at" 20510 15222
"200070_at" 1886 19633
"200071_at" 17968 19544
"200072_s_at" 18361 14432
"200073_s_at" 18508 16937
"200074_s_at" 14060 12392
"200075_s_at" 1757 17707
"200076_s_at" 18949 11939
"200077_s_at" 2007 2748
"200078_s_at" 2449 11685
"200079_s_at" 16902 11910
"200080_s_at" 2453 11063
"200081_s_at" 14472 10249
"200082_s_at" 15705 2425
"200083_at" 15957 16520
"200084_at" 14416 12596
"200085_s_at" 2579 11110
"200086_s_at" 2260 12304
"200087_s_at" 2025 15440
"200088_x_at" 13552 2667
"200089_s_at" 2517 10583
"200090_at" 18519 2842
"200091_s_at" 1622 11138
"200092_s_at" 3028 2300
"200093_s_at" 2314 15841
"200094_s_at" 13720 12037
"200095_x_at" 3116 2657
"200096_s_at" 2860 18141
"200097_s_at" 16919 18171
"200098_s_at" 15559 18096
"200099_s_at" 2734 5320
"200593_s_at" 21061 17721
"200594_x_at" 21146 14386
"200595_s_at" 19564 14038
"200596_s_at" 16554 10157
"200597_at" 20737 15295
"200598_s_at" 1189 10388
"200599_s_at" 2029 10051
"200600_at" 15689 638
"200601_at" 20020 21581
"200602_at" 2999 20440
"200603_at" 18809 17371
"200604_s_at" 18781 12917
"200605_s_at" 21484 16653
"200606_at" 5211 16897
"200607_s_at" 19815 13822
"200608_s_at" 16305 18168
"200609_s_at" 21209 18440
"200610_s_at" 17746 16718
"200611_s_at" 21088 14192
"200612_s_at" 17359 12570
"200613_at" 18173 13730
"200614_at" 16500 2768
"200615_s_at" 20197 18190
"200616_s_at" 1839 16780
"200617_at" 1724 16321
"200618_at" 18905 18382
"200619_at" 19242 11214
"200620_at" 2868 12161
"200621_at" 2044 12544
"200622_x_at" 15440 14406
"200623_s_at" 16249 17594
"200624_s_at" 18544 12001
"200625_s_at" 19003 12855
"200626_s_at" 19211 11442
"200627_at" 2176 1830
"200628_s_at" 19084 2590
"200629_at" 17977 2506
"200630_x_at" 14210 10588
"200631_s_at" 16313 13788
"200632_s_at" 21757 1485
"200633_at" 377 2219
"200634_at" 18160 13979
"200635_s_at" 9325 19925
"200636_s_at" 4450 21310
"200637_s_at" 10619 19710
"200638_s_at" 17108 11845
"200639_s_at" 18360 15238
"200640_at" 19582 12611
"200641_s_at" 19980 11016
"200642_at" 232 10382
"200643_at" 730 2128
"200644_at" 796 19251
"200645_at" 14810 12807
"200646_s_at" 4351 19855
"200647_x_at" 17234 13827
"200648_s_at" 19712 18443
"200649_at" 15275 14525
"200650_s_at" 19091 10725
"200651_at" 15330 2000
"200652_at" 15104 15911
"200653_s_at" 2199 16076
"200654_at" 17392 10828
"200655_s_at" 581 12467
"200656_s_at" 13621 13088
"200657_at" 14957 2665
"200658_s_at" 14906 13676
"200659_s_at" 2631 18507
"200660_at" 19540 11906
"200661_at" 13854 15789
"200662_s_at" 20281 14365
"200663_at" 3194 11990
"200664_s_at" 2 10
"200665_s_at" 10437 4972
"200666_s_at" 4 16
"200667_at" 15037 2175
"200668_s_at" 2166 10112
"200669_s_at" 15092 10015
"200670_at" 1325 20645
"200671_s_at" 6580 1058
"200672_x_at" 13164 11483
"200673_at" 2094 14415
"200674_s_at" 13626 1992
"200675_at" 2772 16568
"200676_s_at" 1110 14484
"200677_at" 13886 11611
"200678_x_at" 14110 11432
"200679_x_at" 20329 13926
"200680_x_at" 17480 10140
"200681_at" 17988 13036
"200682_s_at" 15566 14548
"200683_s_at" 13534 15986
"200684_s_at" 2086 16744
"200685_at" 1536 20771
"200686_s_at" 18906 21836
"200687_s_at" 21465 20587
"200688_at" 1326 18735
"200689_x_at" 14329 2384
"200690_at" 15619 10495
"200691_s_at" 17134 11137
"200692_s_at" 17318 13672
"200693_at" 16909 13469
"200694_s_at" 17638 14507
"200695_at" 18620 15632
"200696_s_at" 20413 15258
"200697_at" 21255 15737
"200698_at" 1209 13241
"200699_at" 384 11762
"200700_s_at" 15150 12391
"200701_at" 2221 10788
"200702_s_at" 2214 13305
"200703_at" 17023 11385
"200704_at" 17057 16850
"200705_s_at" 13939 10778
"200706_s_at" 18715 18788
"200707_at" 2793 14477
"200708_at" 17772 13577
"200709_at" 20028 15755
"200710_at" 19997 15261
"200711_s_at" 17137 12910
"200712_s_at" 13635 15810
"200713_s_at" 18039 12890
"200714_x_at" 14286 13811
"200715_x_at" 14636 10568
"200716_x_at" 13844 5383
"200717_x_at" 2258 5233
"200718_s_at" 1416 10816
"200719_at" 2746 12469
"200720_s_at" 19010 14074
"200721_s_at" 19843 17111
"200722_s_at" 19418 20336
"200723_s_at" 17786 15502
"200724_at" 2888 17962
"200725_x_at" 1623 2460
"200726_at" 17691 15490
"200727_s_at" 19659 15028
"200728_at" 17114 12280
"200729_s_at" 17613 16306
"200730_s_at" 2557 11676
"200731_s_at" 2519 10193
"200732_s_at" 1066 1489
"200733_s_at" 2574 11262
"200734_s_at" 15147 14500
"200735_x_at" 2497 10426
"200736_s_at" 20760 6644
"200737_at" 18819 15240
"200738_s_at" 16518 11291
"200739_s_at" 19112 18901
"200740_s_at" 20935 17257
"200741_s_at" 2921 5117
"200742_s_at" 2666 10394
"200743_s_at" 13974 15526
"200744_s_at" 19267 17813
"200745_s_at" 20125 19632
"200746_s_at" 18567 14121
"200747_s_at" 20950 20249
"200748_s_at" 2151 1599
"200749_at" 19480 15209
"200750_s_at" 17408 11877
"200751_s_at" 13554 14736
"200752_s_at" 17139 18129
"200753_x_at" 17452 19676
"200754_x_at" 20289 14585
"200755_s_at" 1559 14691
"200756_x_at" 18075 11815
"200757_s_at" 14243 10884
"200758_s_at" 886 16900
"200759_x_at" 2354 12814
"200760_s_at" 15443 17886
"200761_s_at" 19287 20313
"200762_at" 21512 20955
"200763_s_at" 2226 9966
"200764_s_at" 9123 15425
"200765_x_at" 8813 11761
"200766_at" 15683 15364
"200767_s_at" 18429 14847
"200768_s_at" 20648 21851
"200769_s_at" 21365 19233
"200770_s_at" 14122 16445
"200771_at" 19869 18924
"200772_x_at" 18959 12188
"200773_x_at" 15963 12363
"200774_at" 19836 14425
"200775_s_at" 18511 13232
"200776_s_at" 17803 12325
"200777_s_at" 13697 11644
"200778_s_at" 18040 12379
"200779_at" 3187 1300
"200780_x_at" 2401 2602
"200781_s_at" 2947 2562
"200782_at" 15160 12118
"200783_s_at" 15594 14171
"200784_s_at" 4416 6125
"200785_s_at" 7844 8105
"200786_at" 14845 10666
"200787_s_at" 17739 12534
"200788_s_at" 17004 14096
"200789_at" 17167 13031
"200790_at" 602 12481
"200791_s_at" 16605 16317
"200792_at" 15720 10586
"200793_s_at" 20382 10740
"200794_x_at" 18770 18269
"200795_at" 11800 10372
"200796_s_at" 16544 18369
"200797_s_at" 14272 13189
"200798_x_at" 17212 19629
"200799_at" 3541 69
"200800_s_at" 1 25
"200801_x_at" 20298 2125
"200802_at" 18391 2001
"200803_s_at" 13687 11407
"200804_at" 2438 10247
"200805_at" 14679 15556
"200806_s_at" 500 1407
"200807_s_at" 697 2258
"200808_s_at" 19856 14013
"200809_x_at" 13585 2067
"200810_s_at" 16386 13912
"200811_at" 17063 18303
"200812_at" 14146 12859
"200813_s_at" 19304 15702
"200814_at" 2846 11824
"200815_s_at" 2989 2757
"200816_s_at" 18426 20082
"200817_x_at" 13642 5086
"200818_at" 14768 11825
"200819_s_at" 13781 2596
"200820_at" 1450 12488
"200821_at" 16026 20078
"200822_x_at" 18164 13146
"200823_x_at" 14020 2520
"200824_at" 852 12873
"200825_s_at" 922 16379
"200826_at" 14027 11208
"200827_at" 14467 15125
"200828_s_at" 22096 20198
"200829_x_at" 22144 20562
"200830_at" 1591 14440
"200831_s_at" 16780 13847
"200832_s_at" 13614 13567
"200833_s_at" 21022 12775
"200834_s_at" 2722 5154
"200835_s_at" 738 11326
"200836_s_at" 247 10315
"200837_at" 15346 11869
"200838_at" 3057 16924
"200839_s_at" 19587 15096
"200840_at" 14936 9968
"200841_s_at" 14154 1903
"200842_s_at" 1745 10377
"200843_s_at" 14063 2048
"200844_s_at" 1999 10640
"200845_s_at" 14479 12825
"200846_s_at" 20361 13133
"200847_s_at" 15630 1898
"200848_at" 14863 15488
"200849_s_at" 13967 14778
"200850_s_at" 14393 13627
"200851_s_at" 16320 10508
"200852_x_at" 19416 18656
"200853_at" 15361 12750
"200854_at" 20900 17320
"200855_at" 18903 18610
"200856_x_at" 15917 22134
"200857_s_at" 19556 16140
"200858_s_at" 2168 15016
"200859_x_at" 16101 14677
"200860_s_at" 17587 12913
"200861_at" 2795 1991
"200862_at" 2309 17923
"200863_s_at" 16574 14630
"200864_s_at" 20642 21297
"200865_at" 6570 8824
"200866_s_at" 13686 11716
"200867_at" 529 1354
"200868_s_at" 1359 10927
"200869_at" 2395 2277
"200870_at" 15081 11369
"200871_s_at" 2762 12782
"200872_at" 17229 10779
"200873_s_at" 14622 10002
"200874_s_at" 16847 2476
"200875_s_at" 15651 16334
"200876_s_at" 2477 11306
"200877_at" 2490 10304
"200878_at" 15523 18903
"200879_s_at" 8485 7023
"200880_at" 93 347
"200881_s_at" 17 622
"200882_s_at" 17990 11574
"200883_at" 17141 15685
"200884_at" 18660 12652
"200885_at" 15795 15856
"200886_s_at" 18393 13919
"200887_s_at" 20182 19053
"200888_s_at" 1859 11835
"200889_s_at" 15246 19814
"200890_s_at" 20787 19769
"200891_s_at" 20597 21721
"200892_s_at" 2589 16236
"200893_at" 951 10796
"200894_s_at" 218 11215
"200895_s_at" 346 2633
"200896_x_at" 14427 13016
"200897_s_at" 9631 13996
"200898_s_at" 1046 2224
"200899_s_at" 2131 13128
"200900_s_at" 19698 15428
"200901_s_at" 17182 18156
"200902_at" 14674 14544
"200903_s_at" 1930 12519
"200904_at" 17444 552
"200905_x_at" 16655 11478
"200906_s_at" 4419 13368
"200907_s_at" 5993 15879
"200908_s_at" 15311 13691
"200909_s_at" 13944 10878
"200910_at" 2592 10271
"200911_s_at" 14588 21863
"200912_s_at" 2304 1274
"200913_at" 21001 20392
"200914_x_at" 2300 17816
"200915_x_at" 2446 15204
"200916_at" 18522 15371
"200917_s_at" 20875 21580
"200918_s_at" 20174 17460
"200919_at" 2827 19675
"200920_s_at" 17830 12933
"200921_s_at" 20364 13934
"200922_at" 1244 14371
"200923_at" 565 21585
"200924_s_at" 207 993
"200925_at" 2759 10391
"200926_at" 13701 5332
"200927_s_at" 18402 16143
"200928_s_at" 7670 13254
"200929_at" 15316 14624
"200930_s_at" 2159 2144
"200931_s_at" 14864 2532
"200932_s_at" 2601 15126
"200933_x_at" 13610 5291
"200934_at" 21032 20787
"200935_at" 7746 18362
"200936_at" 1681 5302
"200937_s_at" 1962 10507
"200938_s_at" 10448 8597
"200939_s_at" 7692 4026
"200940_s_at" 19594 18040
"200941_at" 14014 14031
"200942_s_at" 21005 12806
"200943_at" 3179 13871
"200944_s_at" 15406 12684
"200945_s_at" 1054 11631
"200946_x_at" 17334 12046
"200947_s_at" 16436 13940
"200948_at" 2054 14043
"200949_x_at" 1996 1776
"200950_at" 14984 13048
"200951_s_at" 2959 7418
"200952_s_at" 5835 2994
"200953_s_at" 16226 5888
"200954_at" 562 2774
"200955_at" 18921 12538
"200956_s_at" 17698 14459
"200957_s_at" 19028 12560
"200958_s_at" 3123 11616
"200959_at" 2572 12851
"200960_x_at" 1370 10275
"200961_at" 17898 14356
"200962_at" 418 17455
"200963_x_at" 2942 5336
"200964_at" 15492 13337
"200965_s_at" 5866 15388
"200966_x_at" 1837 2546
"200967_at" 2328 12858
"200968_s_at" 3146 12659
"200969_at" 2918 14571
"200970_s_at" 16809 2383
"200971_s_at" 1953 2557
"200972_at" 19518 17518
"200973_s_at" 21697 19269
"200974_at" 2638 17082
"200975_at" 16137 12937
"200976_s_at" 2633 1518
"200977_s_at" 14158 11185
"200978_at" 16523 12738
"200979_at" 16871 20315
"200980_s_at" 21402 12640
"200981_x_at" 1686 2671
"200982_s_at" 18790 17275
"200983_x_at" 5601 13198
"200984_s_at" 15356 15191
"200985_s_at" 12471 17579
"200986_at" 10514 6566
"200987_x_at" 20407 16776
"200988_s_at" 8481 11610
"200989_at" 17350 12934
"200990_at" 14403 16077
"200991_s_at" 21951 16346
"200992_at" 18066 14394
"200993_at" 18890 18107
"200994_at" 19951 19201
"200995_at" 21673 21057
"200996_at" 20975 14064
"200997_at" 577 2705
"200998_s_at" 17183 13852
"200999_s_at" 20291 18748
"201000_at" 21545 11431
"201001_s_at" 2812 13978
"201002_s_at" 2113 16567
"201003_x_at" 17722 16189
"201004_at" 13875 11077
"201005_at" 22137 20232
"201006_at" 2603 9794
"201007_at" 19685 13989
"201008_s_at" 18241 1235
"201009_s_at" 18691 10369
"201010_s_at" 19124 2647
"201011_at" 2843 13602
"201012_at" 20734 20128
"201013_s_at" 18752 17595
"201014_s_at" 18259 14841
"201015_s_at" 5627 20487
"201016_at" 2580 21219
"201017_at" 1211 18264
"201018_at" 15298 19273
"201019_s_at" 15268 17779
"201020_at" 15839 15776
"201021_s_at" 17365 13022
"201022_s_at" 17539 10646
"201023_at" 17383 11947
"201024_x_at" 2869 12328
"201025_at" 16515 16061
"201026_at" 16426 13025
"201027_s_at" 17846 18132
"201028_s_at" 16296 11853
"201029_s_at" 16941 10386
"201030_x_at" 13957 6869
"201031_s_at" 13560 13647
"201032_at" 18554 20698
"201033_x_at" 3175 1813
"201034_at" 17912 19508
"201035_s_at" 17073 2820
"201036_s_at" 19188 14805
"201037_at" 21579 17318
"201038_s_at" 16612 19731
