"inst_2326" "inst_2366" "inst_3783" "inst_3864" "inst_3975" "inst_4340"
"1007_s_at" 10750 21571 8972 14551 9535 12267
"1053_at" 6307 5807 8362 15400 8622 4235
"117_at" 16442 3443 17025 6868 1656 18093
"121_at" 13235 20670 3816 12315 15718 5727
"1255_g_at" 17632 10656 16443 5691 12980 15616
"1294_at" 5895 2203 21162 15355 15144 390
"1316_at" 5909 21491 1590 19588 7266 536
"1320_at" 669 11718 20321 20889 19653 4720
"1405_i_at" 18584 9667 16796 5461 232 14182
"1431_at" 4337 16220 19502 795 4389 4980
"1438_at" 10537 12478 9118 19416 2707 21420
"1487_at" 1998 8325 3834 14577 8737 11200
"1494_f_at" 7846 13228 6630 2151 2201 21843
"1598_g_at" 6936 18862 8843 15426 17978 12172
"160020_at" 5446 1947 18973 274 18131 20372
"1729_at" 13238 4500 10450 19200 4663 4215
"1773_at" 8798 2752 10608 17436 6023 13125
"177_at" 21130 535 21222 10894 1024 21554
"179_at" 6782 14843 7436 3588 6066 7522
"1861_at" 3474 22070 19071 10650 4192 2861
"200000_s_at" 13777 8939 6619 3165 15187 10575
"200001_at" 11743 6716 11057 12678 15422 12165
"200002_at" 20962 18179 10699 2812 18048 10727
"200003_s_at" 17012 9459 15205 5676 11614 15000
"200004_at" 13358 8668 12317 2051 8880 13345
"200005_at" 12681 18126 9555 10245 6042 8665
"200006_at" 13315 9830 13069 10213 16601 10166
"200007_at" 14842 8445 9924 2103 15691 11062
"200008_s_at" 13123 2718 12149 16338 8865 11043
"200009_at" 14600 7588 13430 11894 7191 9822
"200010_at" 14859 9592 20178 1943 15255 12927
"200011_s_at" 14382 9219 12344 11218 15031 19566
"200012_x_at" 20871 9944 20730 3681 9383 12815
"200013_at" 13210 8086 12393 3199 15038 19533
"200014_s_at" 11674 7935 6195 12698 16171 10824
"200015_s_at" 11550 7574 6597 10359 18463 11812
"200016_x_at" 20886 18203 15149 10802 11533 12023
"200017_at" 17176 17703 15280 5797 11719 15087
"200018_at" 21143 18557 15274 5785 11710 15078
"200019_s_at" 14624 19969 13471 1638 15547 10932
"200020_at" 6480 9527 18844 12811 15581 9372
"200021_at" 17039 17998 15353 5915 11829 19947
"200022_at" 21170 19807 13666 11013 11636 10725
"200023_s_at" 13593 18517 13029 3391 9068 7467
"200024_at" 14332 19766 19461 2916 8158 12751
"200025_s_at" 21040 18889 12174 11311 11708 8806
"200026_at" 17195 12894 15356 1675 11832 12447
"200027_at" 12597 18652 10876 15322 15606 6824
"200028_s_at" 14032 19419 12468 17110 15520 11535
"200029_at" 14407 9203 13330 2490 9497 12071
"200030_s_at" 14745 6723 19856 10528 9273 13237
"200031_s_at" 17179 12714 15269 5771 11700 15069
"200032_s_at" 17006 12906 15282 5799 11725 18838
"200033_at" 20450 9643 11329 13978 17262 18742
"200034_s_at" 20750 9631 20447 2805 11620 20561
"200035_at" 3520 8526 7205 13728 4816 20870
"200036_s_at" 13771 17634 11302 1900 15690 7277
"200037_s_at" 13058 9799 9887 11533 19075 12859
"200038_s_at" 20624 12817 13451 5895 11808 11358
"200039_s_at" 10984 18097 12789 13206 16518 9631
"200040_at" 13857 18946 20190 11005 17474 9969
"200041_s_at" 12752 9805 12843 16160 8705 12774
"200042_at" 11144 19574 12029 10743 6929 8744
"200043_at" 21262 8222 12995 1534 9094 19131
"200044_at" 12587 8402 11622 14084 16927 18885
"200045_at" 5599 7862 13791 15106 5700 9970
"200046_at" 12365 9079 9863 18921 17596 6443
"200047_s_at" 10547 19427 9429 11600 17810 6610
