"inst_2569" "inst_3431" "inst_3814" "inst_3897" "inst_4371" "inst_4549"
"1007_s_at" 657 21165 16856 5719 3257 19435
"1053_at" 14468 3174 6286 3736 15429 16825
"117_at" 17370 12212 5402 14949 2462 4587
"121_at" 1979 3674 17624 7213 3620 2802
"1255_g_at" 8096 8580 8166 13537 10688 7786
"1294_at" 18615 13232 21692 6479 1257 892
"1316_at" 18058 5388 3041 1524 3910 19839
"1320_at" 8961 10247 18999 20119 1912 5463
"1405_i_at" 15443 14205 10165 13678 9303 595
"1431_at" 21304 1633 19480 2096 21576 13171
"1438_at" 9910 21229 14982 20581 21397 19384
"1487_at" 17174 1103 1100 18642 20153 20750
"1494_f_at" 22111 17151 2724 2183 188 16066
"1598_g_at" 1191 3150 2238 9327 15628 13435
"160020_at" 16595 7071 3042 21888 22188 20375
"1729_at" 18482 2017 7557 2309 17579 20925
"1773_at" 3173 2890 6451 9291 7352 11935
"177_at" 2158 10211 649 21845 6489 1722
"179_at" 22083 21312 1875 7823 21070 21750
"1861_at" 18731 1685 14921 7681 19515 10696
"200000_s_at" 4058 3809 17360 4441 3686 3501
"200001_at" 17065 3588 4975 4610 13673 15762
"200002_at" 13488 6846 7010 16427 14920 13796
"200003_s_at" 8191 6192 8960 12279 9545 5547
"200004_at" 17230 6409 13960 17991 7889 11299
"200005_at" 12663 7299 6142 17727 16668 11103
"200006_at" 6157 6461 6007 7506 14834 10981
"200007_at" 15506 16540 6275 16537 14532 13198
"200008_s_at" 12699 4956 16083 9739 17973 17683
"200009_at" 5509 5609 6891 16430 14932 13814
"200010_at" 6065 3433 13655 7992 6609 12858
"200011_s_at" 17949 6981 13714 10087 6184 18746
"200012_x_at" 5485 7688 7111 9335 9499 10035
"200013_at" 13256 5635 12511 16515 9452 2874
"200014_s_at" 14622 17411 7051 18699 18638 18340
"200015_s_at" 15911 7322 15049 7096 7701 14551
"200016_x_at" 8130 18397 8888 19193 9448 3383
"200017_at" 8279 6942 9061 12383 9676 5651
"200018_at" 8271 5971 9051 12369 9666 10016
"200019_s_at" 13226 5466 12607 8784 9628 3203
"200020_at" 17457 19206 12619 6670 5738 12642
"200021_at" 17082 19847 9176 12492 9812 5761
"200022_at" 8204 7553 15095 12291 9569 13532
"200023_s_at" 16856 17020 7419 17960 7620 14641
"200024_at" 4990 3902 6332 9521 7044 2953
"200025_s_at" 8270 18749 15097 17606 9664 11372
"200026_at" 8371 19628 9182 6849 9815 3388
"200027_at" 13638 19869 13856 17187 13389 17159
"200028_s_at" 15266 17902 17347 18619 15725 16533
"200029_at" 8235 17957 5412 12326 13572 3667
"200030_s_at" 16276 7188 6488 16796 13543 3679
"200031_s_at" 8264 6458 9042 12361 9654 5629
"200032_s_at" 8281 16568 9065 12386 9681 3654
"200033_at" 5719 5310 7236 10047 4974 3232
"200034_s_at" 4557 5254 6092 8143 7904 3137
"200035_at" 16934 21215 13933 4913 5410 10585
"200036_s_at" 14440 6223 6848 5865 6682 12701
"200037_s_at" 16939 7807 15961 18852 13733 14382
"200038_s_at" 8348 6801 4979 12473 9783 3700
"200039_s_at" 5757 2026 7349 7345 14390 12529
"200040_at" 16672 16319 14133 6713 14214 14337
"200041_s_at" 12720 2754 3842 5602 7880 11097
"200042_at" 16931 16660 14517 7990 3418 10473
"200043_at" 14523 4204 14295 19249 3310 2222
"200044_at" 17050 3132 16863 18307 5592 15612
"200045_at" 12772 4097 15300 4736 17091 15952
"200046_at" 17442 1665 13205 7287 5997 15051
"200047_s_at" 17504 19907 16799 20082 19817 17622
"200048_s_at" 16005 5455 7565 10195 13983 12445
"200049_at" 14327 3519 16953 16746 16907 20359
"200050_at" 2496 20170 12561 3897 4700 13156
"200051_at" 14532 6931 6711 4784 17642 13785
"200052_s_at" 13280 7128 5419 7545 15183 13255
"200053_at" 2833 3039 15458 19204 14864 13549
"200054_at" 18018 800 5674 3637 19560 17322
"200055_at" 13114 4755 7278 8680 7080 14891
"200056_s_at" 14175 17905 18537 16524 6634 16883
"200057_s_at" 17242 7661 15117 10294 16174 10266
"200058_s_at" 5606 3935 13406 16769 13830 13227
"200059_s_at" 16014 6232 16205 6361 7452 10164
"200060_s_at" 4617 18017 16806 20379 18862 12751
"200061_s_at" 8262 16674 9041 12359 9652 5628
"200062_s_at" 8181 6075 8944 12264 9527 5530
"200063_s_at" 8305 16399 9099 12426 9718 5685
"200064_at" 4915 6383 12721 7763 13479 10936
"200065_s_at" 13191 16477 13121 9766 14134 14490
"200066_at" 16273 5732 3773 5753 1709 11960
"200067_x_at" 14303 7051 7512 16833 17008 15417
"200068_s_at" 15856 19078 17276 10020 15933 14979
"200069_at" 19561 5312 13107 20981 15802 18940
"200070_at" 19048 17862 18171 16911 5499 3086
"200071_at" 15088 19658 19620 19291 20026 17290
"200072_s_at" 14798 6697 13246 6483 7199 17045
"200073_s_at" 13078 4836 16278 6703 15078 13058
"200074_s_at" 5923 5792 7411 10062 14633 11102
"200075_s_at" 16356 7436 4056 4990 4187 12566
"200076_s_at" 19129 2475 6401 10032 15539 11566
"200077_s_at" 15072 6376 15751 17954 14397 3197
"200078_s_at" 16179 6372 13860 9050 7750 14519
"200079_s_at" 12952 7017 6755 4121 7747 15942
"200080_s_at" 17467 17327 16974 17409 13952 1615
"200081_s_at" 14128 4689 5974 6945 7006 12207
"200082_s_at" 8295 17698 9088 12408 9705 10770
"200083_at" 19703 5692 15516 8192 4311 14589
"200084_at" 14500 17558 16672 7994 13863 13848
"200085_s_at" 5441 6240 4974 7253 15358 18375
"200086_s_at" 16343 17249 6583 16363 7313 14346
"200087_s_at" 14446 19590 14198 17162 15437 16195
"200088_x_at" 8187 6755 8954 12275 9539 5543
"200089_s_at" 12759 7524 13089 6314 14469 10571
"200090_at" 5680 6633 5147 6976 7376 16393
"200091_s_at" 13996 3840 7365 5264 4947 1757
"200092_s_at" 8309 2774 6209 12432 9726 1922
"200093_s_at" 15631 7397 17434 17229 13931 15513
"200094_s_at" 4564 6596 4203 18611 7813 14772
"200095_x_at" 8355 17210 9165 12483 9795 5750
"200096_s_at" 4501 3278 2696 2336 18458 13798
"200097_s_at" 15433 19501 17583 19612 17546 10922
"200098_s_at" 17696 18993 7569 10081 13516 13268
"200099_s_at" 8312 5551 9110 12434 9729 2281
"200593_s_at" 13131 1893 13474 18714 15902 11201
"200594_x_at" 15061 16783 18454 17565 7655 16410
"200595_s_at" 18621 18157 19516 16479 5701 13647
"200596_s_at" 13163 6036 15974 17177 6259 2864
"200597_at" 16374 20645 21046 9735 3858 19755
"200598_s_at" 6166 2840 16964 5284 17343 3257
"200599_s_at" 18941 5242 15739 6126 6440 11332
"200600_at" 14400 13766 15636 4775 6518 15057
"200601_at" 2525 21529 21061 6640 19695 18988
"200602_at" 6219 16354 20419 20131 7843 18106
"200603_at" 19549 3460 19083 17422 6565 10915
"200604_s_at" 15023 4461 20160 9476 15618 15028
"200605_s_at" 18658 3972 17956 3396 15639 16979
"200606_at" 3364 16378 18655 7224 6473 16633
"200607_s_at" 13297 18965 15126 7479 20054 12244
"200608_s_at" 19706 16357 18155 7265 13503 10083
"200609_s_at" 17402 1567 5882 18609 7827 20886
"200610_s_at" 16463 6495 17238 16600 17855 18010
"200611_s_at" 16937 3151 18133 18206 7307 16010
"200612_s_at" 16828 3825 5082 7935 202 20895
"200613_at" 6102 4095 4134 20055 14984 14171
"200614_at" 17062 5401 14094 7027 9551 3096
"200615_s_at" 18074 2474 4232 4302 15710 19958
"200616_s_at" 13057 18271 4612 3952 6279 14172
"200617_at" 14919 2730 18657 7958 4887 15405
"200618_at" 17800 4532 14462 17051 14246 19483
"200619_at" 4447 4529 7464 9297 18207 14583
"200620_at" 14823 19022 16839 7591 13991 11963
"200621_at" 6302 5034 17976 16550 14742 17048
"200622_x_at" 4841 6736 7088 4792 15529 16779
"200623_s_at" 13571 19073 17455 4452 3380 18510
"200624_s_at" 15296 19470 18535 10083 15474 12356
"200625_s_at" 16105 4510 18078 9188 14373 10763
"200626_s_at" 14597 16976 17191 6873 13609 2544
