"inst_2555" "inst_3415" "inst_3758" "inst_3840" "inst_3934" "inst_4315"
"1007_s_at" 21926 20533 4904 13072 5356 7440
"1053_at" 14016 15127 16380 3846 20204 18546
"117_at" 16056 9413 10716 12303 7418 10945
"121_at" 16021 4595 15321 18947 4540 17472
"1255_g_at" 11091 9677 9574 8676 9341 10732
"1294_at" 14523 8320 19514 3422 2664 1201
"1316_at" 5324 2051 1470 19170 15166 7243
"1320_at" 8530 12325 2055 21401 17467 16859
"1405_i_at" 13607 11943 8002 6815 3474 13048
"1431_at" 18593 9266 15529 13709 15370 1715
"1438_at" 6869 20991 18632 14594 17798 18205
"1487_at" 16668 2372 5137 19746 5759 5312
"1494_f_at" 14527 587 1688 20996 3637 20716
"1598_g_at" 1251 20133 16329 19410 1478 21319
"160020_at" 427 6444 15594 5961 684 1602
"1729_at" 4799 18082 13608 19186 21397 16689
"1773_at" 233 1758 11628 16458 3410 16299
"177_at" 19593 12382 19707 106 1978 15871
"179_at" 17020 17250 18797 19118 5055 18450
"1861_at" 20164 2844 20292 6239 21148 3653
"200000_s_at" 15384 19802 13268 3498 12567 2737
"200001_at" 15960 15222 14377 17089 13107 16799
"200002_at" 15474 4440 13005 6449 13215 16902
"200003_s_at" 7702 13240 7373 8656 7818 10382
"200004_at" 15117 17318 12768 13520 5784 15504
"200005_at" 12745 14124 16108 4936 5202 6191
"200006_at" 3882 2957 5878 13300 4248 7641
"200007_at" 14721 13153 12965 3034 3758 7137
"200008_s_at" 4438 2285 20258 15665 16803 17872
"200009_at" 5802 13235 14237 13173 5770 14753
"200010_at" 5673 14414 12719 4946 13989 7112
"200011_s_at" 13358 18026 3794 4200 11616 5324
"200012_x_at" 13599 2583 13549 5266 14224 7106
"200013_at" 4727 14168 4280 6588 5631 8265
"200014_s_at" 4546 4467 14551 3931 5026 5846
"200015_s_at" 16267 16114 3683 4380 14175 6305
"200016_x_at" 7634 15679 7304 13146 7740 8387
"200017_at" 7803 4027 7465 8787 7949 10463
"200018_at" 7793 4411 7460 8773 7937 10454
"200019_s_at" 13659 4524 12969 4071 15483 4484
"200020_at" 16093 16343 15265 15448 5576 7307
"200021_at" 12833 17065 7550 8911 8080 10552
"200022_at" 7717 4386 3986 6582 7840 4978
"200023_s_at" 13430 3384 13484 5233 12126 3326
"200024_at" 3583 13428 4130 5103 11811 15991
"200025_s_at" 7792 14066 5564 13794 7934 6285
"200026_at" 7916 15027 7553 13242 8083 16016
"200027_at" 14045 17082 11809 13068 14732 4520
"200028_s_at" 15640 14335 11960 14750 13739 8683
"200029_at" 7754 4375 12689 5652 12063 14773
"200030_s_at" 13786 13808 13450 14513 6120 8389
