"inst_828" "inst_944"
"1007_s_at" 4900 2817
"1053_at" 17705 14410
"117_at" 9978 7595
"121_at" 21208 20415
"1255_g_at" 8834 6776
"1294_at" 13266 4740
"1316_at" 10279 10147
"1320_at" 6052 8299
"1405_i_at" 13724 10331
"1431_at" 10986 11851
"1438_at" 21621 16416
"1487_at" 17198 3458
"1494_f_at" 12578 1872
"1598_g_at" 18533 18634
"160020_at" 803 1292
"1729_at" 18237 3221
"1773_at" 21360 20710
"177_at" 13083 8139
"179_at" 15895 424
"1861_at" 21199 19401
"200000_s_at" 14654 14170
"200001_at" 14632 17761
"200002_at" 3339 3016
"200003_s_at" 8606 2426
"200004_at" 4600 3168
"200005_at" 4797 16187
"200006_at" 5290 14352
"200007_at" 15146 13624
"200008_s_at" 14593 16911
"200009_at" 14438 14364
"200010_at" 15896 1954
"200011_s_at" 18824 17807
"200012_x_at" 4845 2818
"200013_at" 15188 3471
"200014_s_at" 16366 17391
"200015_s_at" 18515 16730
"200016_x_at" 14887 3299
"200017_at" 8480 3455
"200018_at" 14688 13403
"200019_s_at" 4768 3040
"200020_at" 17096 17039
"200021_at" 8779 843
"200022_at" 8339 14441
"200023_s_at" 16808 14106
"200024_at" 16627 2825
"200025_s_at" 16922 3190
"200026_at" 5261 2948
"200027_at" 14712 3362
"200028_s_at" 16823 16288
"200029_at" 4818 13816
"200030_s_at" 4346 2845
"200031_s_at" 8502 2219
"200032_s_at" 8306 2463
"200033_at" 16380 2200
"200034_s_at" 16028 3638
"200035_at" 4623 426
"200036_s_at" 3252 1885
"200037_s_at" 16921 14313
"200038_s_at" 8893 2953
"200039_s_at" 14861 17587
"200040_at" 15117 2203
"200041_s_at" 4909 16244
"200042_at" 14425 18490
"200043_at" 5393 13441
"200044_at" 18739 14393
"200045_at" 15260 16420
"200046_at" 18380 1999
"200047_s_at" 3579 13827
"200048_s_at" 16559 3020
"200049_at" 17624 16235
"200050_at" 17971 16370
"200051_at" 19460 15119
"200052_s_at" 15553 19291
"200053_at" 18382 17995
"200054_at" 15534 16037
"200055_at" 3691 14337
"200056_s_at" 4946 19339
"200057_s_at" 15767 3037
"200058_s_at" 17528 16834
"200059_s_at" 4083 13323
"200060_s_at" 4728 14334
"200061_s_at" 8699 2688
"200062_s_at" 8528 7072
"200063_s_at" 8261 2398
"200064_at" 16452 13859
"200065_s_at" 18288 15702
"200066_at" 4983 2578
"200067_x_at" 4785 14773
"200068_s_at" 14628 13381
"200069_at" 15696 3109
"200070_at" 21111 18264
"200071_at" 16614 20595
"200072_s_at" 17957 17543
"200073_s_at" 15021 15893
"200074_s_at" 5154 13637
"200075_s_at" 17847 16898
"200076_s_at" 3241 20270
"200077_s_at" 4851 1257
"200078_s_at" 18832 18000
"200079_s_at" 14429 16704
"200080_s_at" 2964 2512
"200081_s_at" 16692 13979
"200082_s_at" 4955 14098
"200083_at" 16915 15649
"200084_at" 15459 14729
"200085_s_at" 4369 14381
"200086_s_at" 17132 15196
"200087_s_at" 16172 15758
"200088_x_at" 8265 6948
"200089_s_at" 3647 2315
"200090_at" 20011 2298
"200091_s_at" 16485 3607
"200092_s_at" 16111 2394
"200093_s_at" 4659 14314
"200094_s_at" 18021 15440
"200095_x_at" 8665 2383
"200096_s_at" 18390 17485
"200097_s_at" 18899 16293
"200098_s_at" 18812 17261
"200099_s_at" 8816 15145
"200593_s_at" 20014 17586
"200594_x_at" 5196 16539
"200595_s_at" 14758 1554
"200596_s_at" 17090 19178
"200597_at" 20735 16818
